"number","fraction","prefix","name","suffix","month","day","year","res_non","type","sf_mf","dwelling_units_gained_or_lost","permit_value","how_far_east","how_far_north","permit_number","location_1"
"701",,"E",,,"8","15","1973","Non-Residential","Demolition","NA","0","500","2767229","1071581","90778","701 E 5TH
,  "
"3004",,"E","77","TE","5","1","1970","Residential","Demolition","Single Family","1","150","2773707","1026633","23921","3004 E 77 TE
,  "
"8937",,,,,"4","20","1976","Non-Residential","New Construction","NA","0","6975","2792088","1017240","34005","8937 BOOTH
,  "
"408",,"NW","80","ST","12","21","1973","Residential","Additions, Alterations, Repairs","NA","0","200","2764481","1118856","96167","408 NW 80 ST
,  "
"1210",,,,,"3","3","1977","Non-Residential","Demolition","NA","0","10000","2763541","1067896","55795","1210 BROADWAY
,  "
"721",,"NE","100","TE","4","1","1971","Residential","New Construction","Single Family","1","20000","2768773","1132189","40893","721 NE 100 TE
,  "
"4418",,"E",,"ST","9","20","1979","Non-Residential","New Construction","NA","0","11000","2777874","1008944","19971","4418 E 104TH ST
,  "
"1601",,,,,"3","21","1978","Non-Residential","Demolition","NA","0","3300","2758999","1066063","83331","1601 GENESSEE
,  "
"6029",,"E",,"ST","8","15","1977","Non-Residential","Demolition","NA","0","350","2785853","1068113","67986","6029 E 10TH ST
,  "
"2900",,,,,"8","26","1974","Non-Residential","Demolition","NA","0","2300","2758654","1058975","7984","2900 GENESSEE
,  "
"401",,"E",,,"8","14","1973","Non-Residential","New Construction","NA","0","1500","2763355","1000736","90720","401 E 117TH
,  "
"926",,"E",,"ST","12","12","1979","Non-Residential","Demolition","NA","0","21000","2768471","1068448","25398","926 E 11TH ST
,  "
"1818",,,,,"7","19","1973","Non-Residential","Demolition","NA","0","2000","2765568","1064970","89460","1818 GRAND
,  "
"6",,"E",,"TE","5","26","1978","Non-Residential","New Construction","NA","0","3500","2761967","993959","88356","6 E 127TH TE
,  "
"3025",,"E",,,"8","23","1976","Residential","Demolition","Single Family","1","500","2775572","1062725","42582","3025 E 22ND
,  "
"2417",,"E",,"ST","8","1","1972","Residential","Demolition","Single Family","1","489","2773349","1057732","70559","2417 E 30TH ST
,  "
"3617",,"E",,,"3","26","1976","Residential","Demolition","Single Family","1","1225","2777140","1054933","32877","3617 E 34TH
,  "
"1831",,,,,"7","10","1975","Non-Residential","New Construction","NA","0","3000","2770072","1022931","20859","1831 MADDI
,  "
"1101",,,,,"3","1","1971","Non-Residential","Demolition","NA","0","100","2770746","1068238","38573","1101 PASEO
,  "
"1618",,"E",,"ST","12","1","1977","Non-Residential","Demolition","NA","0","189","2770451","1051385","75646","1618 E 40TH ST
,  "
"628",,"W",,"ST","8","22","1974","Non-Residential","Demolition","NA","0","300","2761785","1051781","7835","628 W 40TH ST
,  "
"1512",,,,,"2","16","1978","Non-Residential","Demolition","NA","0","500","2779520","1065685","81541","1512 SPRUCE
,  "
"6320",,,,"AV","5","14","1974","Non-Residential","Demolition","NA","0","100","2767427","1036267","3617","6320 TROOST AV
,  "
"11000",,"E",,"ST","5","2","1978","Non-Residential","New Construction","NA","0","6000","2802926","1043692","86436","11000 E 49TH ST
,  "
"2520",,"E",,"ST","7","1","1975","Non-Residential","Demolition","NA","0","832","2772934","1044677","20559","2520 E 50TH ST
,  "
"5644",,,,,"10","16","1978","Non-Residential","Demolition","NA","0","300","2768284","1040278","97745","5644 TRACY
,  "
"825",,"W",,"TE","6","23","1976","Non-Residential","New Construction","NA","0","5000","2760713","1039528","38349","825 W 58TH TE
,  "
"11710",,"E",,"ST","11","29","1974","Non-Residential","New Construction","NA","0","2400","2804864","1037162","11247","11710 E 59TH ST
,  "
"445",,"E",,"ST","4","12","1978","Non-Residential","New Construction","NA","0","5000","2765521","1035240","84959","445 E 65TH ST
,  "
"9612",,,,,"3","11","1974","Non-Residential","New Construction","NA","0","2600","2791145","1013146","552","9612 WALLACE
,  "
"6930",,,,,"8","2","1978","Non-Residential","Demolition","NA","0","350","2774495","1031749","92769","6930 WALROND
,  "
"2401",,"NW",,,"5","14","1974","Residential","Demolition","Single Family","1","529","2757924","1110820","3632","2401 NW 68TH
,  "
"724",,"E",,"ST","6","3","1974","Non-Residential","New Construction","NA","0","3819","2766306","1030682","4456","724 E 72ND ST
,  "
"204",,"E",,"ST","4","9","1979","Non-Residential","New Construction","NA","0","3360","2763875","1025523","8816","204 E 80TH ST
,  "
"1819",,"E",,"ST","5","27","1976","Non-Residential","Demolition","NA","0","200","2769980","1023763","36445","1819 E 82ND ST
,  "
"14",,"W",,"ST","9","7","1978","Non-Residential","New Construction","NA","0","7200","2762390","1014397","95022","14 W 97TH ST
,  "
"308",,"E",,"ST","6","20","1974","Non-Residential","Demolition","NA","0","180","2763847","1012968","5312","308 E 99TH ST
,  "
"1416",,,,,"5","2","1979","Non-Residential","Demolition","NA","0","5875","2775196","1066322","10510","1416 AGNES
,  "
"7012",,,,,"9","26","1975","Residential","Additions, Alterations, Repairs","NA","0","5000","2773809","1031355","24279","7012 AGNES
,  "
"7918",,"N",,,"6","14","1977","Non-Residential","New Construction","NA","0","4000","2750992","1118504","63575","7918 N ANITA
,  "
"7118",,,,"AV","1","1","1972","Non-Residential","New Construction","NA","0","2000","2775768","1030447","58693","7118 ASKEW AV
,  "
"3840",,,,"AV","8","2","1974","Residential","Demolition","Single Family","1","879","2776375","1051808","7164","3840 BALES AV
,  "
"8430",,"N",,,"12","6","1974","Non-Residential","Demolition","NA","0","100","2777930","1121863","11466","8430 N BALES
,  "
"1004",,,,,"2","4","1977","Non-Residential","Demolition","NA","0","3000","2764711","1068857","53933","1004 BALTIMORE
,  "
"400",,"NW",,"RD","4","19","1978","Non-Residential","New Construction","NA","0","649450","2765366","1123539","85596","400 NW BARRY RD
,  "
"2846",,,,,"2","13","1974","Non-Residential","Demolition","NA","0","400","2758395","1059194","99425","2846 BELL
,  "
"3916",,,,"BL","3","12","1979","Residential","Additions, Alterations, Repairs","NA","0","700","2775351","1051515","6974","3916 BENTON BL
,  "
"4141",,,,"PK","8","1","1972","Non-Residential","New Construction","NA","0","6000","2778303","1044302","72034","4141 BLUE PK
,  "
"142",,"N",,,"3","27","1974","Residential","Additions, Alterations, Repairs","NA","0","950","2782034","1073257","1439","142 N BRIGHTON
,  "
"2635",,,,,"12","7","1973","Residential","Demolition","Single Family","1","450","2781717","1059830","95123","2635 BRIGHTON
,  "
"1331",,,,,"4","23","1975","Non-Residential","Demolition","NA","0","751","2772827","1066827","17318","1331 BROOKLYN
,  "
"1702",,,,"DR","11","1","1970","Non-Residential","New Construction","NA","0","10000","2769295","1037239","33229","1702 BUSHMAN DR
,  "
"4017",,,,,"6","19","1978","Non-Residential","New Construction","NA","0","6000","2798053","1049556","89743","4017 CRESCENT
,  "
"2733",,,,,"11","16","1973","Residential","Demolition","Single Family","1","900","2780085","1059014","94935","2733 CYPRESS
,  "
"402",,,,,"5","3","1977","Non-Residential","Demolition","NA","0","8700","2764718","1071338","60494","402 DELAWARE
,  "
"600",,,,,"6","5","1974","Non-Residential","New Construction","NA","0","3800","2765006","1070389","4562","600 DELAWARE
,  "
"9517",,,,,"8","18","1977","Residential","New Construction","Single Family","1","27000","2787837","1014143","68239","9517 EASTERN
,  "
"2514",,,,,"5","16","1974","Residential","Demolition","Multifamily","4","2400","2771821","1061039","3752","2514 EUCLID
,  "
"8830",,,,,"5","6","1974","Non-Residential","New Construction","NA","0","2500","2792326","1018187","3236","8830 EVERETT
,  "
"2544",,,,"AV","9","1","1970","Residential","Demolition","Single Family","1","200","2768936","1060965","29851","2544 FOREST AV
,  "
"1728",,,,,"9","17","1975","Non-Residential","Demolition","NA","0","800","2769099","1065342","23846","1728 FOREST
,  "
"3304",,,,,"10","1","1972","Residential","Demolition","Single Family","1","300","2768658","1055944","74423","3304 FOREST
,  "
"10822",,,,,"9","16","1976","Residential","Additions, Alterations, Repairs","NA","0","1277","2784185","1005301","44229","10822 FREMONT
,  "
"3308",,,,"PZ","3","20","1979","Non-Residential","Demolition","NA","0","2600","2766499","1055658","7520","3308 GILLHAM PZ
,  "
"3206",,,,"RD","6","25","1973","Non-Residential","New Construction","NA","0","4300","2766566","1056684","88145","3206 GILLHAM RD
,  "
"1120",,,,"AV","1","1","1973","Non-Residential","Demolition","NA","0","3500","2765667","1068219","78172","1120 GRAND AV
,  "
"1606",,,,"AV","5","1","1970","Non-Residential","Demolition","NA","0","500","2765577","1065977","24221","1606 GRAND AV
,  "
"601",,,,,"1","1","1972","Non-Residential","Demolition","NA","0","1918","2783422","1069722","58385","601 HARDESTY
,  "
"8531",,,,,"9","20","1976","Non-Residential","New Construction","NA","0","1500","2769272","1021424","44346","8531 HIGHLAND
,  "
"906",,,,,"3","8","1974","Non-Residential","Demolition","NA","0","600","2768288","1070715","451","906 INDEPENDENCE
,  "
"3937",,,,,"5","5","1975","Residential","Demolition","Single Family","1","600","2776143","1051204","17735","3937 INDIANA
,  "
"500",,,,"RD","2","1","1977","Non-Residential","New Construction","NA","0","6000","2762312","1046816","53725","500 J C NICHOLS RD
,  "
"4316",,,,,"1","18","1978","Residential","Demolition","Single Family","1","240","2760453","1049717","79876","4316 JARBOE
,  "
"1725",,,,,"11","21","1979","Residential","Demolition","Single Family","1","4220","2762590","1065178","24290","1725 JEFFERSON
,  "
"4200",,,,"AV","5","4","1976","Non-Residential","New Construction","NA","0","100000","2766422","1050189","34724","4200 KENWOOD AV
,  "
"11638",,,,,"3","4","1976","Non-Residential","New Construction","NA","0","9000","2764121","1000799","31791","11638 KENWOOD
,  "
"4229",,,,"ST","1","1","1973","Non-Residential","Demolition","NA","0","900","2764200","1049958","79962","4229 MAIN ST
,  "
"3637",,,,,"6","26","1974","Non-Residential","Demolition","NA","0","4200","2764392","1053683","5497","3637 MAIN
,  "
"9207",,,,,"7","31","1973","Non-Residential","New Construction","NA","0","2300","2772614","1016556","90070","9207 MONTGALL
,  "
"4412",,,,,"12","6","1977","Residential","Demolition","Single Family","1","560","2778196","1048179","75917","4412 NORTON
,  "
"217",,,,"ST","4","1","1973","Non-Residential","Demolition","NA","0","1500","2766052","1072247","84074","217 OAK ST
,  "
"6400",,,,,"4","1","1977","Non-Residential","New Construction","NA","0","400","2764798","1035892","58058","6400 OAK
,  "
"521",,,,,"7","8","1974","Non-Residential","Demolition","NA","0","390","2773558","1070885","6039","521 OLIVE
,  "
"5713",,,,,"7","26","1977","Non-Residential","Demolition","NA","0","185","2772020","1039801","66475","5713 PARK
,  "
"4625",,,,,"5","1","1972","Non-Residential","Demolition","NA","0","500","2773352","1046875","64439","4625 PROSPECT
,  "
"13000",,,,,"10","2","1978","Non-Residential","New Construction","NA","0","13000","2795567","990659","96755","13000 RAYTOWN
,  "
"9704",,,,,"8","22","1978","Non-Residential","New Construction","NA","0","11000","2788351","1012624","93912","9704 RICHMOND
,  "
"3300",,,,"RD","2","8","1974","Non-Residential","New Construction","NA","0","30000","2759137","1056350","99286","3300 ROANOKE RD
,  "
"4344",,,,,"7","18","1977","Residential","Demolition","Single Family","1","225","2778851","1048381","65835","4344 SPRUCE
,  "
"4326",,,,"AV","4","25","1977","Residential","Demolition","Single Family","1","950","2768024","1049123","59814","4326 TROOST AV
,  "
"316",,,,"AV","3","1","1973","Residential","Demolition","Multifamily","3","850","2773763","1071814","82371","316 WABASH AV
,  "
"600",,,,"PK","3","1","1971","Non-Residential","Demolition","NA","0","3000","2762010","1046342","39421","600 WARD PK
,  "
"7825",,,,,"3","27","1979","Residential","Demolition","Single Family","1","500","2761605","1026736","8011","7825 WASHINGTON
,  "
"2446",,,,,"9","1","1971","Residential","Demolition","Single Family","1","304","2769814","1061564","49869","2446 WEST PASEO
,  "
"4309",,,,"AV","12","1","1970","Residential","Demolition","Single Family","1","300","2770792","1049284","34485","4309 WOODLAND AV
,  "
,,,,,"6","16","1976","Non-Residential","Demolition","NA","0","570","2771327","1064683","37759","WOODLAND
,  "
"4545",,,,"AV","8","1","1972","Non-Residential","New Construction","NA","0","31657","2791487","1095360","70863","4545 WORLDS OF FUN AV
,  "
"8550",,"N",,,"9","30","1975","Non-Residential","New Construction","NA","0","950000","2765416","1122330","24391","8550 N WYANDOTTE
,  "
"4525",,,,,"6","1","1972","Non-Residential","Demolition","NA","0","100","2758902","1048229","68815","4525 WYOMING
,  "
"12001",,"E","57","ST","4","1","1971","Residential","New Construction","Single Family","1","16000","2805777","1038429","41304","12001 E 57 ST
,  "
"2002",,"E","19","ST","1","1","1973","Non-Residential","Additions, Alterations, Repairs","NA","0","1900","2772027","1064500","80192","2002 E 19 ST
,  "
"1316",,"E","27","ST","5","1","1971","Residential","Additions, Alterations, Repairs","NA","0","800","2769557","1059992","43240","1316 E 27 ST
,  "
"4636",,"E","7","ST","5","9","1973","Residential","Additions, Alterations, Repairs","NA","0","2000","2781310","1069435","85450","4636 E 7 ST
,  "
"12001",,"E","57","TE","12","1","1970","Residential","New Construction","Single Family","1","13000","2805862","1038134","34575","12001 E 57 TE
,  "
"30",,"NW","41","TE","10","1","1971","Residential","Additions, Alterations, Repairs","NA","0","1500","2765225","1093362","51945","30 NW 41 TE
,  "
"15212",,"E","48","ST","2","1","1971","Residential","New Construction","Single Family","1","10000","2816829","1043809","37874","15212 E 48 ST
,  "
"9024",,"E","31","ST","10","1","1972","Residential","New Construction","Single Family","1","17888","2796609","1056107","74418","9024 E 31 ST
,  "
"5211",,"NE","46","TE","4","1","1970","Residential","Additions, Alterations, Repairs","NA","0","400","2783536","1096509","21976","5211 NE 46 TE
,  "
"5817",,"NE","45","ST","4","1","1972","Residential","New Construction","Single Family","1","12000","2785586","1095440","63111","5817 NE 45 ST
,  "
"3606",,"E","24","ST","5","1","1970","Residential","Demolition","Single Family","1","200","2777325","1061841","23497","3606 E 24 ST
,  "
"7601",,"E","52","ST","5","1","1971","Residential","New Construction","Single Family","1","10400","2789601","1042416","42596","7601 E 52 ST
,  "
"10501",,"E","42","ST","4","1","1971","Residential","New Construction","Multifamily","10","67970","2801197","1048543","41881","10501 E 42 ST
,  "
"15215",,"E","48","TE","5","1","1970","Residential","New Construction","Single Family","1","10000","2816826","1043399","24600","15215 E 48 TE
,  "
"12009",,"E","56","ST","11","1","1971","Residential","New Construction","Single Family","1","15500","2805950","1039001","54200","12009 E 56 ST
,  "
"606",,"NE","43","ST","5","1","1973","Residential","Additions, Alterations, Repairs","NA","0","9000","2767796","1094356","84986","606 NE 43 ST
,  "
"6325",,"E","18","TE","5","1","1972","Residential","New Construction","Single Family","1","14400","2786274","1063718","64402","6325 E 18 TE
,  "
"4000",,"E","31","ST","10","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","2700","2778281","1056962","32333","4000 E 31 ST
,  "
"5212",,"NE","44","TE","12","1","1970","Residential","New Construction","Single Family","1","13104","2783675","1095281","34330","5212 NE 44 TE
,  "
"414",,"E","12","ST","7","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","48000","2766495","1068344","46911","414 E 12 ST
,  "
"517",,"NE","42","TE","11","1","1970","Residential","Additions, Alterations, Repairs","NA","0","319","2767592","1093929","33209","517 NE 42 TE
,  "
"205",,"E","9","ST","10","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","100","2765919","1069288","51912","205 E 9 ST
,  "
"2700",,"E","51","ST","8","1","1972","Residential","Demolition","Single Family","1","519","2773490","1043989","71569","2700 E 51 ST
,  "
"2916",,"NE","37","TE","7","1","1971","Residential","Additions, Alterations, Repairs","NA","0","2000","2775806","1090725","47606","2916 NE 37 TE
,  "
"5605",,"E","36","TE","12","1","1970","Residential","Demolition","Single Family","1","285","2783537","1053062","34434","5605 E 36 TE
,  "
"3816",,"E","58","TE","4","1","1973","Residential","Demolition","Single Family","1","400","2777131","1038907","84845","3816 E 58 TE
,  "
"1209",,"E","59","ST","11","1","1970","Residential","Additions, Alterations, Repairs","NA","0","500","2759337","1039245","32754","1209 E 59 ST
,  "
"1623",,"E","22","TE","12","1","1971","Residential","Demolition","Single Family","1","425","2770959","1062535","56026","1623 E 22 TE
,  "
"417",,"W","59","ST","7","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","450","2762043","1039122","46974","417 W 59 ST
,  "
"3016",,"E","8","ST","4","1","1970","Residential","Demolition","Single Family","1","739","2775707","1069334","22881","3016 E 8 ST
,  "
"5400",,"NE","59","ST","3","1","1970","Residential","New Construction","Single Family","1","13000","2784150","1104911","21125","5400 NE 59 ST
,  "
"3209",,"NW","56","ST","4","1","1972","Residential","New Construction","Single Family","1","29500","2755071","1102981","63311","3209 NW 56 ST
,  "
"8434",,"E","56","TE","6","1","1971","Residential","New Construction","Single Family","1","13300","2792380","1039516","44346","8434 E 56 TE
,  "
"1322",,"E","44","ST","8","1","1971","Residential","Demolition","Single Family","1","474","2769234","1048890","49182","1322 E 44 ST
,  "
"8414",,"E","55","TE","10","1","1970","Residential","New Construction","Single Family","1","13000","2792119","1040184","31174","8414 E 55 TE
,  "
"2110",,"E","47","TE","10","1","1972","Residential","Demolition","Multifamily","2","476","2771616","1046334","74080","2110 E 47 TE
,  "
"8404",,"E","56","ST","10","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","400","2791955","1039840","52774","8404 E 56 ST
,  "
"5112",,"NE","49","ST","6","1","1970","Residential","New Construction","Single Family","1","13000","2783187","1098194","24969","5112 NE 49 ST
,  "
"8425",,"E","55","ST","5","1","1971","Residential","New Construction","Single Family","1","14500","2792256","1040358","42547","8425 E 55 ST
,  "
"8722",,"E","58","ST","5","1","1972","Residential","New Construction","Single Family","1","14000","2793409","1038295","65012","8722 E 58 ST
,  "
"6032",,"E","12","TE","2","1","1970","Non-Residential","New Construction","NA","0","1200","2785675","1066892","19334","6032 E 12 TE
,  "
"3720",,"NE","46","ST","10","1","1970","Residential","Additions, Alterations, Repairs","NA","0","350","2779037","1096710","31009","3720 NE 46 ST
,  "
"927",,"W","34","ST","5","1","1972","Non-Residential","Additions, Alterations, Repairs","NA","0","2500","2760990","1055627","66098","927 W 34 ST
,  "
"615",,"W","11","ST","10","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","5000","2762792","1068447","52652","615 W 11 ST
,  "
"15319",,"E","48","TE","8","1","1970","Residential","New Construction","Single Family","1","10000","2817196","1043380","28159","15319 E 48 TE
,  "
"10315",,"E","39","ST","1","1","1970","Residential","Additions, Alterations, Repairs","NA","0","2000","2800656","1050465","17626","10315 E 39 ST
,  "
"3510",,"E","25","ST","4","1","1971","Residential","Additions, Alterations, Repairs","NA","0","482","2777063","1061074","41465","3510 E 25 ST
,  "
"4409",,"E","27","ST","6","1","1972","Residential","Additions, Alterations, Repairs","NA","0","690","2779918","1059422","67798","4409 E 27 ST
,  "
"6215",,"E","11","ST","11","1","1971","Residential","Additions, Alterations, Repairs","NA","0","700","2786119","1067775","54764","6215 E 11 ST
,  "
"6320",,"E","18","TE","9","1","1970","Residential","New Construction","Single Family","1","13000","2786350","1063813","30421","6320 E 18 TE
,  "
"5616",,"E","31","ST","2","1","1970","Residential","Demolition","Single Family","1","219","2783567","1056731","18688","5616 E 31 ST
,  "
"21",,"W","10","ST","7","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","500","2764862","1068851","46460","21 W 10 ST
,  "
"3706",,"NE","52","TE","6","1","1972","Residential","Additions, Alterations, Repairs","NA","0","1150","2778730","1100554","68227","3706 NE 52 TE
,  "
"1708",,"E","27","ST","3","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","1000","2770889","1059916","21553","1708 E 27 ST
,  "
"15115",,"E","51","ST","12","1","1972","Residential","Additions, Alterations, Repairs","NA","0","2900","2816342","1041720","77057","15115 E 51 ST
,  "
"625",,"NE","41","ST","7","1","1971","Residential","Additions, Alterations, Repairs","NA","0","440","2767957","1092797","47530","625 NE 41 ST
,  "
"7006",,"E","13","ST","3","1","1972","Non-Residential","Additions, Alterations, Repairs","NA","0","1850","2786236","1001688","60828","7006 E 13 ST
,  "
"8020",,"NE","51","ST","4","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","400","2792764","1099537","40895","8020 NE 51 ST
,  "
"14",,"E","34","ST","12","1","1972","Residential","Additions, Alterations, Repairs","NA","0","2000","2764359","1055588","77308","14 E 34 ST
,  "
"915",,"W","29","ST","5","1","1971","Residential","Additions, Alterations, Repairs","NA","0","500","2767993","1058629","42464","915 W 29 ST
,  "
"5415",,"E","55","ST","2","1","1971","Residential","Additions, Alterations, Repairs","NA","0","1920","2782682","1040833","37753","5415 E 55 ST
,  "
"300",,"W","12","ST","6","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","1200","2763948","1068234","26002","300 W 12 ST
,  "
"5411",,"E","10","ST","9","1","1970","Residential","Demolition","Single Family","1","200","2783470","1068035","30289","5411 E 10 ST
,  "
"5912",,"E","28","ST","10","1","1971","Residential","Demolition","Single Family","1","225","2784772","1058585","52017","5912 E 28 ST
,  "
"616",,"E","1","ST","7","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","500","2766374","1072727","26424","616 E 1 ST
,  "
"5618",,"E","37","ST","12","1","1970","Residential","Demolition","Single Family","1","200","2783840","1052804","34525","5618 E 37 ST
,  "
"12605",,"E","59","ST","5","1","1972","Residential","Additions, Alterations, Repairs","NA","0","700","2807818","1036851","65192","12605 E 59 ST
,  "
"3320",,"E","23","ST","10","1","1970","Residential","Additions, Alterations, Repairs","NA","0","100","2776313","1062413","31701","3320 E 23 ST
,  "
"5809",,"E","16","ST","3","1","1970","Residential","Additions, Alterations, Repairs","NA","0","1300","2784661","1065161","20695","5809 E 16 ST
,  "
"4109",,"E","19","ST","10","1","1972","Residential","Demolition","Single Family","1","278","2779128","1063932","73794","4109 E 19 ST
,  "
"3818",,"NE","50","TE","5","15","1973","Residential","Additions, Alterations, Repairs","NA","0","1225","2779189","1099356","85719","3818 NE 50 TE
,  "
"5933",,"E","40","TE","2","1","1970","Residential","New Construction","Multifamily","6","31704","2784269","1050312","19951","5933 E 40 TE
,  "
"12509",,"E","54","TE","11","1","1971","Residential","Additions, Alterations, Repairs","NA","0","300","2808469","1039677","54183","12509 E 54 TE
,  "
"7929",,"NE","54","ST","8","1","1972","Residential","Additions, Alterations, Repairs","NA","0","1750","2792625","1101555","71136","7929 NE 54 ST
,  "
"2626",,"E","8","ST","5","1","1970","Residential","Additions, Alterations, Repairs","NA","0","700","2774575","1069401","24328","2626 E 8 ST
,  "
"2414",,"E","46","ST","9","1","1970","Residential","Additions, Alterations, Repairs","NA","0","600","2772852","1047342","30190","2414 E 46 ST
,  "
"12112",,"E","58","ST","3","1","1972","Residential","New Construction","Single Family","1","15500","2806262","1037965","61615","12112 E 58 ST
,  "
"807",,"NE","46","ST","4","1","1971","Residential","Additions, Alterations, Repairs","NA","0","380","2768780","1096081","40807","807 NE 46 ST
,  "
"1905",,"E","35","ST","1","1","1970","Residential","Demolition","Single Family","1","894","2771321","1054518","18525","1905 E 35 ST
,  "
"5500",,"NE","48","ST","6","1","1970","Residential","Additions, Alterations, Repairs","NA","0","975","2784352","1097533","25554","5500 NE 48 ST
,  "
"6417",,"E","12","TE","7","1","1971","Residential","Demolition","Single Family","1","299","2786781","1066754","47618","6417 E 12 TE
,  "
"123",,"E","12","ST","5","1","1972","Non-Residential","Additions, Alterations, Repairs","NA","0","3200","2765493","1067991","64681","123 E 12 ST
,  "
"6700",,"E","58","ST","4","1","1971","Residential","Additions, Alterations, Repairs","NA","0","574","2786546","1039048","40955","6700 E 58 ST
,  "
"444",,"W","51","ST","7","1","1971","Residential","Demolition","Single Family","1","2800","2761946","1044528","46328","444 W 51 ST
,  "
"4501",,"E","38","ST","12","1","1970","Residential","Demolition","Single Family","1","200","2779808","1052165","34950","4501 E 38 ST
,  "
"8420",,"E","56","ST","12","1","1970","Residential","New Construction","Single Family","1","12000","2792157","1039789","33933","8420 E 56 ST
,  "
"8401",,"E","49","ST","8","1","1971","Residential","New Construction","Single Family","1","15500","2792393","1044244","49290","8401 E 49 ST
,  "
"2300",,"E","12","ST","2","1","1971","Non-Residential","Demolition","NA","0","2497","2773146","1067753","37151","2300 E 12 ST
,  "
"1924",,"E","30","ST","11","1","1972","Non-Residential","Demolition","NA","0","1257","2771594","1057958","76607","1924 E 30 ST
,  "
"8420",,"E","9","ST","2","1","1971","Residential","Demolition","Single Family","1","468","2793133","1068183","37703","8420 E 9 ST
,  "
"701",,"W","38","ST","7","1","1971","Residential","Demolition","Single Family","1","800","2761933","1052773","46685","701 W 38 ST
,  "
"20",,"E","14","ST","11","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","7200","2765125","1067123","54507","20 E 14 ST
,  "
"3101",,"E","36","ST","6","1","1972","Residential","Additions, Alterations, Repairs","NA","0","1800","2775197","1053689","66996","3101 E 36 ST
,  "
"2320",,"E","59","ST","1","1","1972","Residential","Additions, Alterations, Repairs","NA","0","2000","2772205","1038805","57737","2320 E 59 ST
,  "
"7113",,"E","17","ST","6","1","1970","Residential","Additions, Alterations, Repairs","NA","0","400","2788872","1064353","25758","7113 E 17 ST
,  "
"1631",,"E","22","TE","5","10","1973","Residential","Additions, Alterations, Repairs","NA","0","400","2770976","1062625","85470","1631 E 22 TE
,  "
"4001",,"NE","53","ST","5","1","1972","Non-Residential","Additions, Alterations, Repairs","NA","0","2500","2779517","1100740","66181","4001 NE 53 ST
,  "
"2308",,"E","31","ST","7","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","1000","2772760","1057198","26556","2308 E 31 ST
,  "
"12200",,"E","57","TE","2","1","1970","Residential","New Construction","Single Family","1","13000","2806373","1038273","19025","12200 E 57 TE
,  "
"3810",,"E","56","TE","8","1","1970","Residential","Demolition","Single Family","1","200","2777040","1040560","28135","3810 E 56 TE
,  "
"9301",,"E","47","ST","9","1","1971","Non-Residential","New Construction","NA","0","225500","2796899","1044518","50809","9301 E 47 ST
,  "
"10800",,"E","43","ST","3","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","400","2802324","1047858","20259","10800 E 43 ST
,  "
"6006",,"E","8","ST","3","1","1973","Non-Residential","Additions, Alterations, Repairs","NA","0","375","2785626","1069023","82025","6006 E 8 ST
,  "
"2902",,"NE","56","ST","7","1","1970","Non-Residential","New Construction","NA","0","500","2776035","1102672","26387","2902 NE 56 ST
,  "
"1408",,"E","19",,"1","1","1972","Residential","Demolition","Single Family","1","2400","2770075","1064504","58508","1408 E 19
,  "
"5873",,"E","21","ST","4","1","1970","Residential","New Construction","Multifamily","4","36992","2784652","1062798","22397","5873 E 21 ST
,  "
"2720",,"E","40","ST","2","1","1972","Residential","Additions, Alterations, Repairs","NA","0","3000","2774071","1051218","60388","2720 E 40 ST
,  "
"7628",,"E","52","ST","6","1","1971","Residential","New Construction","Single Family","1","11500","2789921","1042638","45234","7628 E 52 ST
,  "
"2519",,"E","10","ST","7","1","1971","Residential","New Construction","Single Family","1","11000","2774046","1068597","47035","2519 E 10 ST
,  "
"127",,"W","10","ST","2","1","1972","Non-Residential","Additions, Alterations, Repairs","NA","0","32000","2764552","1068859","59333","127 W 10 ST
,  "
"4300",,"NW","57","TE","5","1","1972","Residential","New Construction","Multifamily","4","32600","2751668","1104211","65498","4300 NW 57 TE
,  "
"1917",,"E","33","ST","6","1","1971","Residential","Demolition","Multifamily","2","621","2771422","1055834","44806","1917 E 33 ST
,  "
"12109",,"E","45","TE","8","1","1970","Residential","New Construction","Single Family","1","20500","2806798","1045731","29135","12109 E 45 TE
,  "
"4337",,"E","56","ST","4","1","1973","Residential","Demolition","Multifamily","2","830","2778810","1040348","84482","4337 E 56 ST
,  "
"3401",,"NE","43","TE","6","1","1971","Residential","Additions, Alterations, Repairs","NA","0","1000","2777409","1094317","45283","3401 NE 43 TE
,  "
