"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code","rep_dist","area","dvflag","involvement","race","sex","age","firearm_used_flag","location"
"KC19072734","2019-09-23T00:00:00.000","10:03","2019-09-23T00:00:00.000","10:03",,,"Domestic Violence Assault (Aggravated)","13A","Aggravated Assault","345","11800  E 48TH TER","KANSAS CITY","64133","PJ4075","EPD","Y","SUS","B","M","62","false",
"KC19064352","2019-08-25T00:00:00.000","7:45","2019-08-25T00:00:00.000","7:35",,,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","545","10700  MARSH ST","KANSAS CITY","64134",,"SPD","Y","VIC SUS","B","F","32","false",
"KC19086057","2019-11-09T00:00:00.000","16:00","2019-11-09T00:00:00.000","16:00",,,"City/Municipal Warrant Arrest",,,"999","00  S WATER ST","LIBERTY",,,"OSPD","N","ARR SUS","W","M","34","false",
"KC19060704","2019-08-12T00:00:00.000","19:14","2019-08-12T00:00:00.000","19:14",,,"Trespass of Real Property","90J","Trespass of Real Property","112","E 10TH ST and MAIN ST","KANSAS CITY","64106","PJ0862","CPD","N","VIC",,,,"false",
"KC19062638","2019-08-19T00:00:00.000","13:22","2019-08-19T00:00:00.000","10:00",,,"Stolen Auto","240","Motor Vehicle Theft","125","3100  FLORA AVE","KANSAS CITY","64110","PJ2547","CPD","N","VIC","W","F","59","false",
"KC19080871","2019-10-21T00:00:00.000","14:21","2019-10-15T00:00:00.000","23:51",,,"Robbery (Business)","120","Robbery","242","3700  E GREGORY BLVD","KANSAS CITY","64132",,"MPD","N","VIC",,,,"false",
"KC19081136","2019-10-22T00:00:00.000","13:02","2019-10-22T00:00:00.000","12:55",,,"Robbery (Residential)",,,"131","3500  STATE LINE RD","KANSAS CITY","64111",,"CPD","N","SUS","B","M","29","false",
"KC19077424","2019-10-09T00:00:00.000","9:05","2019-10-09T00:00:00.000","9:51",,,"Interdiction",,,"122","1100  TROOST AVE","KANSAS CITY",,"PJ1046","CPD","N","ARR CHA SUS","B","M","35","false",
"KC19085407","2019-11-07T00:00:00.000","8:43","2019-11-07T00:00:00.000","8:28",,,"Stealing – Shoplift","23H","All Other Larceny","542","9400  BLUE RIDGE BLVD","KANSAS CITY","64138","PJ6481","SPD","N","VIC",,,,"false",
"KC19067076","2019-09-03T00:00:00.000","17:15","2019-09-03T00:00:00.000","17:15",,,"Obstructing and Resisting an Officer",,,"544","8400  E 97 TER","KANSAS CITY",,,"SPD","N","ARR CHA SUS","B","M",,"false","8400  E 97 TER
KANSAS CITY,  
(38.947625, -94.491869)"
"KC19081933","2019-10-25T00:00:00.000","13:16","2019-10-16T00:00:00.000","1:00",,,"Embezzlement","270","Embezzlement","631","2500  NE 43RD ST","KANSAS CITY","64117","PC1186","SCP","N","VIC",,,,"false",
"KC19063414","2019-08-21T00:00:00.000","21:32","2019-08-21T00:00:00.000","21:32",,,"Alcohol Influence Report",,,"345","RICKEY RD and NOLAND RD","KANSAS CITY","64139","PJ5250","EPD","N","ARR CHA SUS","B","F","44","false",
"KC19078337","2019-10-12T00:00:00.000","3:05","2019-10-12T00:00:00.000","2:30",,,"Assault (Non-Aggravated)","13B","Simple Assault","132","3500  MAIN ST","KANSAS CITY","64108","PJ2828","CPD","N","SUS","B","M",,"false",
"KC19079388","2019-10-16T00:00:00.000","2:14","2019-10-16T00:00:00.000","2:14",,,"Burglary (Residential)","220","Burglary/Breaking and Entering","233","82100  WALNUT ST","KANSAS CITY","64114","PJ5983","MPD","N","SUS","W","M",,"false",
"KC19070769","2019-09-16T00:00:00.000","14:50","2019-09-16T00:00:00.000","14:50",,,"City/Municipal Warrant Arrest",,,"999","2000  HOWELL ST","NKC","64116",,"OSPD","N","ARR CHA SUS","W","M","43","false","2000  HOWELL ST
NKC,  64116
(39.142744, -94.572624)"
"KC19077173","2019-10-08T00:00:00.000","12:39","2019-10-08T00:00:00.000","16:19",,,"Legacy Incident Report/Arrest",,,"112","1100  LOCUST ST","KANSAS CITY","64106","PJ1029","CPD","N","VIC","B","M","30","false",
"KC19074568","2019-09-29T00:00:00.000","12:25","2019-09-29T00:00:00.000","12:25",,,"Vehicular – Injury","90Z","All Other Offenses","133","W 43RD ST and MADISON AVE","KANSAS CITY","64111","PJ3397","CPD","N","ARR CHA SUS VDR","W","M","38","false",
"KC19019702","2019-03-18T00:00:00.000","10:23","2019-03-16T00:00:00.000","14:00","2019-03-17T00:00:00.000","12:00","Stealing from Auto (Auto Part or Accessory)","23G","Theft of Vehicle Parts and Accessories","422","9000  NW SKYVIEW AVE","KANSAS CITY","64154","PP0285","NPD","N","VIC","W","F","47","false","9000  NW SKYVIEW AVE
KANSAS CITY,  64154
(39.264159, -94.656521)"
"KC19023898","2019-04-02T00:00:00.000","18:04","2019-04-01T00:00:00.000","8:30","2019-04-01T00:00:00.000","8:40","Stealing from Building/Residence","23F","Theft From Motor Vehicle","321","900  BENTON BLVD","KANSAS CITY","64127",,"EPD","N","SUS","B","M","28","false","900  BENTON BLVD
KANSAS CITY,  64127
(39.102054, -94.544287)"
"KC19023666","2019-04-01T00:00:00.000","22:27","2019-04-01T00:00:00.000","22:27",,,"Domestic Violence Property Damage","290","Vandalism/Destruction of Property","635","4300  N DENVER AVE","KANSAS CITY",,"PC1163","SCP","Y","SUS","W","M","23","false","4300  N DENVER AVE
KANSAS CITY,  
(39.171895, -94.519335)"
"KC19031200","2019-04-29T00:00:00.000","13:21","2019-04-29T00:00:00.000","13:15",,,"Property Damage","290","Vandalism/Destruction of Property","111","1600  GENESSEE","KANSAS CITY","64109",,"CPD","N","VIC","B","F","50","false","1600  GENESSEE
KANSAS CITY,  64109
(39.0949, -94.604924)"
"KC19035209","2019-05-13T00:00:00.000","16:35","2019-05-13T00:00:00.000","16:56",,,"Sodomy","11B","Forcible Sodomy","635","5200  NE 44TH ST","KANSAS CITY","64117","PC1131","SCP","N","SUS","W","M","44","false","5200  NE 44TH ST
KANSAS CITY,  64117
(39.173725, -94.519374)"
"KC19034855","2019-05-12T00:00:00.000","12:13","2019-05-12T00:00:00.000","12:05",,,"Sexual Misconduct","90Z","All Other Offenses","631","4500  N FOREST AVE","KANSAS CITY","64116",,"SCP","N","VIC","W","F",,"false","4500  N FOREST AVE
KANSAS CITY,  64116
(39.175981, -94.566527)"
"KC19030894","2019-04-28T00:00:00.000","2:43","2019-04-28T00:00:00.000","3:00",,,"Trespass of Real Property","90J","Trespass of Real Property","113","1300  WALNUT ST","KANSAS CITY","64106",,"CPD","N","VIC",,,,"false","1300  WALNUT ST
KANSAS CITY,  64106
(39.098401, -94.582162)"
"KC19029466","2019-04-22T00:00:00.000","22:24","2019-04-22T00:00:00.000","22:24",,,"Assault (Aggravated)","13A","Aggravated Assault","221","5600  PARK AVE","KANSAS CITY","64130",,"MPD","N","ARR CHA SUS","B","M","55","false","5600  PARK AVE
KANSAS CITY,  64130
(39.024702, -94.558788)"
"KC19025592","2019-04-08T00:00:00.000","20:26","2019-04-08T00:00:00.000","20:15",,,"Stealing – Shoplift","23H","All Other Larceny","422","8500  N BOARDWALK AVE","KANSAS CITY","64154","PP0321","NPD","N","VIC",,,,"false","8500  N BOARDWALK AVE
KANSAS CITY,  64154
(39.252223, -94.655534)"
"KC19032461","2019-05-03T00:00:00.000","17:16","2019-05-03T00:00:00.000","17:17",,,"Robbery (Business)","120","Robbery","422","9100  NW SKYVIEW AVE","KANSAS CITY","64154",,"NPD","N","ARR CHA SOC","B","F","26","false","9100  NW SKYVIEW AVE
KANSAS CITY,  64154
(39.265122, -94.656516)"
"KC19024324","2019-04-04T00:00:00.000","6:38","2019-04-04T00:00:00.000","6:40",,,"City/Municipal Warrant Arrest",,,"311","200  N MEMORIAL DR","INDEPENDENCE","64050",,"EPD","N","ARR CHA SUS","B","M","30","false",
"KC19028891","2019-04-20T00:00:00.000","13:04","2019-04-20T00:00:00.000","13:04","2019-04-20T00:00:00.000","15:40","Stealing – Shoplift","23C","Shoplifting","533","10200  STATE LINE RD","KANSAS CITY","64114",,,"N","SUS","B","M",,"false","10200  STATE LINE RD
KANSAS CITY,  64114
(38.945497, -94.608095)"
"KC19021700","2019-03-25T00:00:00.000","16:38","2019-03-22T00:00:00.000","8:00",,,"Fraud / Stealing Through Deceit (Scam/Confidence Game)","26E","Wire Fraud","344","5700  E 40TH ST","KANSAS CITY","64130","PJ3292","EPD","N","CMP VIC","B","F","58","false","5700  E 40TH ST
KANSAS CITY,  64130
(39.052161, -94.517695)"
"KC19035646","2019-05-15T00:00:00.000","2:14","2019-05-15T00:00:00.000","1:45",,,"Stealing from Building/Residence","23D","Theft From Building","233","8000  TROOST AV","KANSAS CITY","64131",,"MPD","N","VIC","B","M","56","false","8000  TROOST AV
KANSAS CITY,  64131
(38.982342, -94.576121)"
"KC19025877","2019-04-09T00:00:00.000","18:38","2019-04-09T00:00:00.000","17:15","2019-04-09T00:00:00.000","18:15","Stealing from Building/Residence","23D","Theft From Building","113","1800  WALNUT ST","KANSAS CITY","64108","PJ1544","CPD","N","SUS","B","M","39","false","1800  WALNUT ST
KANSAS CITY,  64108
(39.091571, -94.582512)"
"KC19035326","2019-05-13T00:00:00.000","22:26","2019-05-12T00:00:00.000","15:00",,,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","241","6300  CHESTNUT AVE","KANSAS CITY","64132","PJ4946","MPD","Y","ARR CHA SUS","B","F","52","false","6300  CHESTNUT AVE
KANSAS CITY,  64132
(39.012345, -94.55375)"
"KC19076003","2019-10-04T00:00:00.000","8:32","2019-10-04T00:00:00.000","8:30",,,"Interdiction",,,"122","1100  TROOST AVE","KANSAS CITY",,"PJ1046","CPD","N","ARR CHA SUS","W","F","25","false",
"KC19057705","2019-08-01T00:00:00.000","10:12","2019-08-01T00:00:00.000","1:21",,,"Stolen Auto","240","Motor Vehicle Theft","345","11200  E 50TH ST","KANSAS CITY",,"PJ4164","EPD","N","VIC","W","M","21","false","11200  E 50TH ST
KANSAS CITY,  
(39.031725, -94.448049)"
"KC19084522","2019-11-04T00:00:00.000","6:45","2019-11-04T00:00:00.000","6:43",,,"Vehicular – Non-Injury",,,"532","I 470 HWY and BLUE RIDGE BLVD","KANSAS CITY","64134",,"SPD","N","ARR CHA SUS VDR","W","M","28","false",
"KC19073923","2019-09-27T00:00:00.000","2:00","2019-09-27T00:00:00.000","1:55",,,"Robbery (Armed Street)","120","Robbery","312","1000  N CAMBRIDGE AVE","KANSAS CITY","64120","PJ0071","EPD","N","SUS","W","F","24","false",
"KC19085620","2019-11-08T00:00:00.000","2:01","2019-11-08T00:00:00.000","2:01",,,"Eluding / Resisting a Lawful Stop",,,"133","WESTPORT RD and CENTRAL ST","KANSAS CITY","64111","PJ3139","CPD","N","SUS","W","M",,"false",
"KC19086313","2019-11-10T00:00:00.000","21:16","2019-11-10T00:00:00.000","1:00",,,"Embezzlement","270","Embezzlement","343","5100  E LINWOOD BLVD","KANSAS CITY","64128","PJ2520","EPD","N","SUS","W","M",,"false",
"KC19082263","2019-10-26T00:00:00.000","18:17","2019-10-26T00:00:00.000","18:17",,,"Assault (Aggravated)",,,"132","200  E LINWOOD BLVD","KANSAS CITY","64109","PJ2631","CPD","N","VIC","B","F","56","false",
"KC19076320","2019-10-05T00:00:00.000","7:25","2019-10-05T00:00:00.000","7:33",,,"Missing Person",,,"112","1100  LOCUST ST","KANSAS CITY","64106","PJ1029","CPD","N","VIC","B","F","22","false",
"KC19081045","2019-10-22T00:00:00.000","7:53","2019-10-22T00:00:00.000","7:50",,,"Vehicular – Non-Injury",,,"531","E BANNISTER RD and LYDIA AVE","KANSAS CITY","64131","PJ6490","SPD","N","ARR CHA SUS VDR","W","F","27","false",
"KC19084085","2019-11-02T00:00:00.000","4:12","2019-11-02T00:00:00.000","4:08",,,"Murder",,,"313","E 6TH ST and BENTON BLVD","KANSAS CITY","64124","PJ0679","EPD","N","VIC","B","M","58","false",
"KC19087040","2019-11-13T00:00:00.000","15:49","2019-11-13T00:00:00.000","10:45",,,"Loss",,,"213","PALMER AVE and SNI A BAR RD","KANSAS CITY","64129",,"MPD","N","VIC","W","F","29","false",
"KC19080692","2019-10-20T00:00:00.000","13:26","2019-10-19T00:00:00.000","14:00",,,"Assault (Aggravated)","13A","Aggravated Assault","322","4300  E 9TH ST","KANSAS CITY",,,"EPD","N","VIC","W","M","18","true","4300  E 9TH ST
KANSAS CITY,  
(39.101888, -94.531457)"
"KC19071089","2019-09-17T00:00:00.000","14:46","2019-09-17T00:00:00.000","14:15",,,"Assault (Aggravated)","13A","Aggravated Assault","346","I-70 and 23 RD","KANSAS CITY",,,"EPD","N","VIC","W","M","51","true",
"KC19074196","2019-09-27T00:00:00.000","21:52","2019-09-27T00:00:00.000","21:52",,,"Assault (Aggravated)","13A","Aggravated Assault","542","9400  MCKINLEY AVE","KANSAS CITY","64138","PJ6509","SPD","N","VIC","B","F","58","true",
"KC19081115","2019-10-22T00:00:00.000","12:55","2019-10-22T00:00:00.000","12:45",,,"Assault (Non-Aggravated)","13B","Simple Assault","542","8700  E 87 TER","KANSAS CITY","64138",,"SPD","N","SUS","B","M",,"false",
"KC19073079","2019-09-24T00:00:00.000","9:45","2019-09-24T00:00:00.000","12:50",,,"Stealing – Shoplift","23C","Shoplifting","345","11600  E US 40 HWY","KANSAS CITY","64133","PJ3601","EPD","N","VIC",,,,"false",
"KC19073061","2019-09-24T00:00:00.000","11:06","2019-09-24T00:00:00.000","11:45",,,"City/Municipal Warrant Arrest",,,"999","00  S WATER ST","LIBERTY","64068",,"OSPD","N","ARR CHA","W","M","33","false",
"KC19072462","2019-09-22T00:00:00.000","12:08","2019-09-21T00:00:00.000","23:00","2019-09-22T00:00:00.000","10:00","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","243","7800  E 80TH ST","KANSAS CITY","64138",,"MPD","N","VIC","W","F","28","false",
"KC19073786","2019-09-26T00:00:00.000","12:10","2019-09-26T00:00:00.000","15:00",,,"City/Municipal Warrant Arrest",,,"999","E I 70 HWY and S PROSPECT AVE","PLATTE CITY",,,"OSPD","N","ARR CHA SUS","B","F","25","false",
"KC19083296","2019-10-30T00:00:00.000","14:20","2019-10-30T00:00:00.000","13:00","2019-10-30T00:00:00.000","14:00","Stealing – Other","23H","All Other Larceny","112","00  W 10TH ST","KANSAS CITY","64105",,"CPD","N","VIC","B","F","33","false",
"KC19078141","2019-10-11T00:00:00.000","14:28","2019-10-11T00:00:00.000","14:00",,,"Legacy Incident Report/Arrest",,,"112","1100  LOCUST ST","KANSAS CITY","64106","PJ1029","CPD","N","VIC","B","F","42","false",
"KC19073694","2019-09-26T00:00:00.000","11:20","2019-09-25T00:00:00.000","22:30",,,"Property Damage","290","Vandalism/Destruction of Property","133","200  W 43RD ST","KANSAS CITY","64109","PJ3382","CPD","N","VIC","W","M","27","false",
"KC19068837","2019-09-09T00:00:00.000","23:39","2019-09-09T00:00:00.000","23:39",,,"Assault (Aggravated)","13A","Aggravated Assault","534","10500  CYPRESS AVE","KANSAS CITY",,,"SPD","N","VIC","B","F","25","true","10500  CYPRESS AVE
KANSAS CITY,  
(38.935084, -94.534809)"
"KC19081239","2019-10-22T00:00:00.000","15:17","2019-10-22T00:00:00.000","13:45","2019-10-22T00:00:00.000","13:46","Stealing – Shoplift","23D","Theft From Building","133","3900  MAIN ST","KANSAS CITY","64108","PJ3126","CPD","N","VIC",,,,"false",
"KC19060918","2019-08-13T00:00:00.000","13:52","2019-08-14T00:00:00.000","13:20",,,"Stealing – Other","23H","All Other Larceny","544","9700  MARSH AVE","KANSAS CITY",,"PJ6592","SPD","N","VIC","W","F",,"false","9700  MARSH AVE
KANSAS CITY,  
(38.946835, -94.494286)"
"KC19077376","2019-10-09T00:00:00.000","0:09","2019-10-09T00:00:00.000","0:11",,,"Alcohol Influence Report","90D","Driving Under the Influence","111","W I 670 HWY E and GENESSEE ST","KANSAS CITY",,"PJ1090","CPD","N","ARR CHA SUS","B","M","42","false",
"KC19086763","2019-11-12T00:00:00.000","14:25","2019-11-12T00:00:00.000","14:25",,,"Assault (Non-Aggravated)","13B","Simple Assault","210","8600  E 61 ST","KANSAS CITY","64120",,"MPD","N","VIC","W","F","24","false",
"KC19056048","2019-07-26T00:00:00.000","17:19","2019-07-26T00:00:00.000","17:19",,,"Abuse of a Child",,,"634","5400  N BALES AVE","KANSAS CITY","64119","PC0737","SCP","N","VIC","W","M",,"false","5400  N BALES AVE
KANSAS CITY,  64119
(39.191228, -94.538642)"
"KC19081450","2019-10-23T00:00:00.000","13:39","2019-10-23T00:00:00.000","12:20",,,"Forgery",,,"535","13300  STATE LINE RD","KANSAS CITY","64145","PJ7404","SPD","N","SUS","B","M",,"false",
"KC19072307","2019-09-21T00:00:00.000","16:33","2019-09-21T00:00:00.000","16:33",,,"Stolen Auto","240","Motor Vehicle Theft","131","W LINWOOD BLVD and BALTIMORE AVE","KANSAS CITY","64111","PJ2574","CPD","N","VIC","W","F","45","false",
"KC19026204","2019-04-10T00:00:00.000","18:34","2019-04-10T00:00:00.000","18:35",,,"Sexual Abuse","11D","Forcible Fondling","211","E 53RD ST and PROSPECT AVE","KANSAS CITY",,"PJ4242","MPD","N","VIC","W","F","33","false","E 53RD ST and PROSPECT AVE
KANSAS CITY,  
(39.030133, -94.554961)"
"KC19060244","2019-08-11T00:00:00.000","2:11","2019-08-11T00:00:00.000","2:00",,,"Assault (Aggravated)","13A","Aggravated Assault","243","5400  E 84TH TER","KANSAS CITY",,"PJ5986","MPD","N","SUS","B","M",,"true","5400  E 84TH TER
KANSAS CITY,  
(38.972928, -94.524272)"
"KC19074940","2019-09-30T00:00:00.000","15:46","2019-09-30T00:00:00.000","16:28",,,"Rape - Juvenile",,,"343","2700  WENZEL AVE","KANSAS CITY","64128","PJ2282","EPD","N","SUS","B","M","56","false",
"KC19070384","2019-09-15T00:00:00.000","7:55","2019-09-15T00:00:00.000","8:33",,,"Miscellaneous City Ordinance Violation","90C","Disorderly Conduct","411","100  NE 43RD ST","KANSAS CITY","64116","PC1156","NPD","N","ARR CHA SUS","B","F","27","false",
"KC19055447","2019-07-24T00:00:00.000","16:21","2019-07-24T00:00:00.000","16:21",,,"Outside State Warrant Arrest",,,"641","5000  NE 57TH TER","KANSAS CITY","64119","PC0682","SCP","N","SUS","W","M","34","false","5000  NE 57TH TER
KANSAS CITY,  64119
(39.198153, -94.520771)"
"KC19054880","2019-07-22T00:00:00.000","18:06","2019-06-24T00:00:00.000","15:00","2019-07-22T00:00:00.000","16:24","Embezzlement","270","Embezzlement","234","8500  STATE LINE RD","KANSAS CITY","64114",,"MPD","N","SUS","W","M","18","false",
"KC19057081","2019-07-30T00:00:00.000","16:33","2019-07-30T00:00:00.000","16:33",,,"Harassment / Intimidation - Domestic Violence","13C","Intimidation","112","1100  LOCUST ST","KANSAS CITY","64106","PJ1029","CPD","Y","SUS","B","F",,"false",
"KC19073358","2019-09-25T00:00:00.000","10:28","2019-09-25T00:00:00.000","12:27",,,"Legacy Incident Report/Arrest",,,"112","1100  LOCUST ST","KANSAS CITY","64106","PJ1029","CPD","N","SUS","B","M","35","false",
"KC19073211","2019-09-24T00:00:00.000","18:48","2019-09-24T00:00:00.000","18:48",,,"Outside State Warrant Arrest",,,"115","00  W PERSHING RD","KANSAS CITY",,"PJ1831","CPD","N","ARR CHA SUS","W","M","55","false",
"KC19083029","2019-10-29T00:00:00.000","14:23","2019-10-29T00:00:00.000","12:00",,,"Miscellaneous Investigation","90F","Family Offenses, Nonviolent","334","3800  E 44TH ST","KANSAS CITY","64130",,"EPD","N","VIC",,,,"false",
"KC19070467","2019-09-15T00:00:00.000","16:47","2019-08-28T00:00:00.000","12:00","2019-09-15T00:00:00.000","1:00","Harassment / Intimidation - Domestic Violence","13C","Intimidation","642","10300  N CHERRY DR","KANSAS CITY","64155",,"SCP","N","CMP VIC","W","F","27","false",
"KC19071395","2019-09-18T00:00:00.000","14:15","2019-09-18T00:00:00.000","14:15",,,"Driving While Suspended/Revoked (State Offense)","90Z","All Other Offenses","632","NE RUSSELL RD and N SPRUCE AVE","KANSAS CITY","64117","PC1231","SCP","N","CHA INA","W","F","33","false",
"KC19078972","2019-10-14T00:00:00.000","15:56","2019-10-14T00:00:00.000","15:56",,,"Stealing – Shoplift","23H","All Other Larceny","345","11600  E US 40 HWY","KANSAS CITY","64133","PJ3601","EPD","N","ARR CHA SUS","W","M","40","false",
"KC19077540","2019-10-09T00:00:00.000","15:23","2019-10-09T00:00:00.000","18:01",,,"Soliciting Prostitution",,,"134","0  E 45TH ST","KANSAS CITY","64112",,"CPD","N","ARR CHA SUS","B","F","23","false",
"KC19077551","2019-10-09T00:00:00.000","16:09","2019-10-09T00:00:00.000","18:08",,,"Soliciting Prostitution",,,"134","0  E 45TH ST","KANSAS CITY","64112",,"CPD","N","VIC",,,,"false",
"KC19093014","2019-12-07T00:00:00.000","8:19","2019-12-07T00:00:00.000","8:19",,,"State Warrant Arrest","90Z","All Other Offenses","241","7000  CHESTNUT AVE","KANSAS CITY","64130",,"MPD","N","SUS","B","M","23","false",
"KC19091155","2019-11-29T00:00:00.000","22:43","2019-11-29T00:00:00.000","22:43",,,"Assault (Aggravated)","13A","Aggravated Assault","314","4800  INDEPENDENCE AVE","KANSAS CITY","64124",,"EPD","N","VIC","W","F",,"true",
"KC19097992","2019-12-27T00:00:00.000","12:36","2019-12-27T00:00:00.000",":",,,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","631","600  NE 38TH ST","KANSAS CITY","64116",,"SCP","Y","VIC","W","F","20","false",
"KC19093948","2019-12-10T00:00:00.000","20:45","2019-12-10T00:00:00.000","20:45",,,"Eluding / Resisting a Lawful Stop",,,"121","W AMIE ST and PROSPECT BLVD","KANSAS CITY",,"PJ0552","CPD","N","SUS VDR","B","M","56","false",
"KC19095725","2019-12-17T00:00:00.000","16:42","2019-12-17T00:00:00.000","16:42",,,"Murder","13A","Aggravated Assault","323","E 23RD ST and INDIANA AVE","KANSAS CITY","64127","PJ1868","EPD","N","VIC","B","M","32","true",
"KC19094839","2019-12-14T00:00:00.000","6:49","2019-12-14T00:00:00.000","6:49",,,"Stealing – Shoplift","23C","Shoplifting","233","8000  TROOST AVE","KANSAS CITY","64131",,"MPD","N","VIC",,,,"false",
