"violationid","casenumber","case_status","street_address","postalcode","chapter","ordinance","description","ord_text","vio_status","correctiveaction","date_found","date_to_comply","date_resolved","full_address","pin","incident_location"
"00336a56-8c5c-4bdf-9d88-258ee7d77626","NPD-2021-10995","In-Compliance","2816 Kensington Ave","64128","48","48-27","WRECKED, DAMAGED, DEMOLISHED, DISASSEMBLED VEHICLE","WRECKED, DAMAGED OR DISABLED VEHICLE IS LOCATED ON THE PREMISES.","In Compliance","Remove or repair disabled vehicle [WHITE CHEVY SURBURBAN].","2021-07-12T00:00:00.000","2021-07-22T00:00:00.000","2022-01-04","2816 Kensington Ave, Kansas City, MO 64128","22331","POINT (-94.531542 39.073916)"
"0034cf11-2274-4831-9bb5-3f6546710fba","NPD-2021-02901","In-Violation","5501 N Cherry St","64118","48","48-30","RANK WEEDS OR UNATTENDED GROWTH","RANK WEEDS WHICH MEANS ANY VEGETATION 10 INCHES OR MORE IN HEIGHT, INCLUDING GRASS AND UNATTENDED GROWTHS OF OTHER PLANTS, BUSHES AND SHRUBBERY.  RANK WEEDS ARE NOT TREES MORE THAN 6 FEET HIGH.","In Compliance","Trim vegetation to within standards (10"" or neatly pruned plants, growth, shrubbery). THIS INCLUDES BACK YARD AND ALONG FENCE LINES.","2021-06-24T00:00:00.000","2021-07-04T00:00:00.000","2022-08-15","5501 N Cherry St, Kansas City, MO 64118","86367","POINT (-94.573532 39.194555)"
"00353e2a-46f6-417b-a6ae-396e55ecf933","NPD-2021-10637","In-Violation","8704 N Crawford Ave","64153","48","48-25","RUBBISH, LIMBS AND BRUSH ON THE PROPERTY","RUBBISH, LIMBS AND BRUSH ON THE PROPERTY.","In Compliance","Remove and/or bundle limbs and brush.","2022-07-12T00:00:00.000","2022-07-22T00:00:00.000","2022-09-09","8704 N Crawford Ave, Kansas City, MO 64153","168043",
"00377c30-1ec2-4a85-932b-f50c91d98bd8","NPD-2021-02676","Complete","4603 Chelsea Ave","64130","48","48-25","LITTER, TRASH, REFUSE AND RUBBISH","LITTER, TRASH, REFUSE AND RUBBISH LOCATED ON THE PREMISES.  THIS MAY INCLUDE CUT LIMBS AND BRUSH.","In Compliance","The trash on the side of the house needs to be removed.","2021-10-18T00:00:00.000","2021-10-28T00:00:00.000","2022-01-28","4603 Chelsea Ave, Kansas City, MO 64130","33345","POINT (-94.527767 39.041663)"
"00389345-515f-4331-bd3f-93020058b508","NPD-2021-10501","Complete","200 NE 80th St","64118","48","48-27","UNLICENSED VEHICLE","MOTOR VEHICLE(S) WITHOUT CURRENT STATE LICENSE PLATES PARKED ON THE PREMISES.","In Compliance","License or remove vehicle .","2021-10-18T00:00:00.000","2021-10-28T00:00:00.000","2022-08-18","200 NE 80th St, Kansas City, MO 64118","93208","POINT (-94.5789 39.23919)"
"0039738c-e2e1-4cbd-96f1-8f67f3a41b44","NPD-2021-06819","In-Violation","2731 Indiana Ave","64128","48","48-25","LITTER, TRASH, REFUSE AND RUBBISH","LITTER, TRASH, REFUSE AND RUBBISH LOCATED ON THE PREMISES.  THIS MAY INCLUDE CUT LIMBS AND BRUSH.","In Violation","[SPECIFY ITEMS TO BE REMOVED]","2021-06-03T00:00:00.000","2021-06-13T00:00:00.000",,"2731 Indiana Ave, Kansas City, MO 64128","23819","POINT (-94.543333 39.075546)"
"003b031c-fd34-4bea-a482-139fbf29cb62","NPD-2022-11219","Complete","413 Myrtle Ave","64124","48","48-30","RANK WEEDS OR UNATTENDED GROWTH","RANK WEEDS WHICH MEANS ANY VEGETATION 10 INCHES OR MORE IN HEIGHT, INCLUDING GRASS AND UNATTENDED GROWTHS OF OTHER PLANTS, BUSHES AND SHRUBBERY.  RANK WEEDS ARE NOT TREES MORE THAN 6 FEET HIGH.","In Compliance","Trim vegetation to within standards (10"" or neatly pruned plants, growth, shrubbery).","2022-08-11T00:00:00.000","2022-08-21T00:00:00.000","2022-09-01","413 Myrtle Ave, Kansas City, MO 64124","42333",
"003bcfcc-b16c-45d2-b8e3-378ebf816ed3","NPD-2022-02673","In-Violation","1229 W 20th Ter","64102","48","48-30","RANK WEEDS OR UNATTENDED GROWTH","RANK WEEDS WHICH MEANS ANY VEGETATION 10 INCHES OR MORE IN HEIGHT, INCLUDING GRASS AND UNATTENDED GROWTHS OF OTHER PLANTS, BUSHES AND SHRUBBERY.  RANK WEEDS ARE NOT TREES MORE THAN 6 FEET HIGH.","In Violation","Trim vegetation to within standards (10"" or neatly pruned plants, growth, shrubbery).   Please cut the weeds on top and around back wall including trimming shrubs in back.","2022-06-23T00:00:00.000","2022-07-03T00:00:00.000",,"1229 W 20th Ter, Kansas City, MO 64102","124047",
"003c8eba-0b17-4994-a1a0-08830e22935b","NPD-2021-07292","Complete","1601 E 37th St","64109","48","48-32","UNAPPROVED STORAGE","THIS PROPERTY IS BEING USED FOR THE OPEN STORAGE OF AN ITEM OR ITEMS IN A MANNER WHICH IS IN CONFLICT WITH SECTION 48-32 OF THE KANSAS CITY, MISSOURI MUNICIPAL CODE OF ORDINANCES.","In Compliance","PLEASE REMOVE THE SHOPPING CART FROM THE LOT.","2021-06-25T00:00:00.000","2021-07-05T00:00:00.000","2021-12-06","1601 E 37th St, Kansas City, MO 64109","135164","POINT (-94.564799 39.059396)"
"003ddde8-8d35-45a8-9a2f-9a2ac2a61078","NPD-2022-12305","In-Violation","4405 E 39th St","64130","48","48-25","LITTER, TRASH, REFUSE AND RUBBISH","LITTER, TRASH, REFUSE AND RUBBISH LOCATED ON THE PREMISES.  THIS MAY INCLUDE CUT LIMBS AND BRUSH.","In Violation","The Bulky items near the curb need to be removed from the property","2022-08-25T00:00:00.000","2022-09-04T00:00:00.000",,"4405 E 39th St, Kansas City, MO 64130","31556",
"003fff38-bd00-40db-bdd8-4b4a6a4e0a39","NPD-2021-16723","Complete","7221 Manchester Ave","64133","48","48-30","RANK WEEDS","RANK WEEDS GREATER THAN 10 INCHES IN HEIGHT STAND UPON THE PREMISES.","In Compliance","Trim vegetation to 10"" in height or less on south side of property.","2021-08-26T00:00:00.000","2021-09-05T00:00:00.000","2021-09-14","7221 Manchester Ave, Kansas City, MO 64133","52932","POINT (-94.496723 38.992212)"
"004218ab-f6e8-4b03-9234-c5714f0b23c0","NPD-2022-07706","Complete","4215 Prospect Ave","64130","48","48-30","RANK WEEDS OR UNATTENDED GROWTH","RANK WEEDS WHICH MEANS ANY VEGETATION 10 INCHES OR MORE IN HEIGHT, INCLUDING GRASS AND UNATTENDED GROWTHS OF OTHER PLANTS, BUSHES AND SHRUBBERY.  RANK WEEDS ARE NOT TREES MORE THAN 6 FEET HIGH.","In Violation","Trim vegetation to within standards (10"" or neatly pruned plants, growth, shrubbery). INCLUDES FENCE LINE","2022-06-17T00:00:00.000","2022-06-27T00:00:00.000",,"4215 Prospect Ave, Kansas City, MO 64130","30104",
"0042e4d0-9385-483b-9376-0829f2145778","NPD-2021-18624","Complete","5420 Agnes Ave","64130","48","48-28","UNAPPROVED PARKING","DID ALLOW A MOTOR VEHICLE TO BE PARKED ON AN UNAPPROVED SURFACE THAT WAS NOT SOLID AND ALL-WEATHER.","In Violation","Move vehicle to solid all-weather parking surface, or install approved parking surface for this vehicle.","2021-10-07T00:00:00.000","2021-10-17T00:00:00.000","2021-10-06","5420 Agnes Ave, Kansas City, MO 64130","36272","POINT (-94.550517 39.027554)"
"004554d6-c656-4a39-9cf3-ef186796fd07","NPD-2021-09595","In-Violation","3218 E 61st St","64130","56","56-132","EXTERIOR SURFACE MATERIAL NOT PROTECTED","EXTERIOR SURFACE MATERIAL NOT ADEQUATELY PROTECTED AGAINST WEATHERING.","In Violation","Paint or otherwise protect exterior wall.","2021-06-28T00:00:00.000","2021-07-28T00:00:00.000",,"3218 E 61st St, Kansas City, MO 64130","920","POINT (-94.548007 39.015583)"
"00469620-28d8-46cd-94c5-bda10cf5be00","NPD-2021-02241","Complete","2018 E 82nd St","64132","48","48-30","RANK WEEDS","RANK WEEDS GREATER THAN 10 INCHES IN HEIGHT STAND UPON THE PREMISES.","In Compliance","Trim vegetation to 10"" in height or less.","2021-06-08T00:00:00.000","2021-06-18T00:00:00.000","2022-07-13","2018 E 82nd St, Kansas City, MO 64132","117396","POINT (-94.563875 38.978369)"
"0047755a-4217-475a-ac45-dda9ffe14b7d","NPD-2021-12322","In-Compliance","6805 Bellefontaine Ave","64132","56","56-132","HOLE(S) IN EXTERIOR WALL","HOLE(S) IN EXTERIOR WALL.","In Compliance","Repair damaged exterior walls of residence.","2022-06-08T00:00:00.000","2022-07-22T00:00:00.000","2022-08-04","6805 Bellefontaine Ave, Kansas City, MO 64132","2777","POINT (-94.550826 39.002946)"
"0047a642-d8ac-44ff-a009-78019474e73e","NPD-2021-14657","In-Violation","2702 E 40th St","64130","48","48-27","UNLICENSED VEHICLE","MOTOR VEHICLE(S) WITHOUT CURRENT STATE LICENSE PLATES PARKED ON THE PREMISES.","In Violation","License or remove vehicle CAR IN BACKYARD","2022-01-26T00:00:00.000","2022-02-05T00:00:00.000",,"2702 E 40th St, Kansas City, MO 64130","29689",
"ebcd0ce8-c1f3-4821-b535-7d7e7d1ad436","NPD-2022-04431","Complete","5424 Jackson Ave","64130","48","48-30","RANK WEEDS","RANK WEEDS GREATER THAN 10 INCHES IN HEIGHT STAND UPON THE PREMISES.","In Compliance","Trim vegetation to 10"" in height or less.","2022-05-11T00:00:00.000","2022-05-21T00:00:00.000","2022-07-12","5424 Jackson Ave, Kansas City, MO 64130","35779",
"00484b4f-fa1b-4d8a-8f62-b31775e4e17b","NPD-2021-09144","Complete","1705 E 80th St","64131","48","48-32","UNAPPROVED STORAGE - BUILDING MATERIALS","RESIDENTIAL PREMISES IS BEING USED FOR THE OPEN STORAGE OF ITEMS OR MATERIALS OTHER THAN YARD FURNITURE, NEATLY STACKED FIREWOOD, YARD TOOLS, TOYS, OR OTHER SUCH ITEMS APPROVED BY THE DIRECTOR OF NEIGHBORHOOD AND COMMUNITY SERVICES.THE OPEN STORAGE OF USABLE BUILDING MATERIALS IS PERMITTED AND WILL NOT BE CONSIDERED TO CONSTITUTE A NUISANCE IF THE OPEN STORAGE IS TEMPORARY, THE BUILDING MATERIALS ARE TO BE USED ON THE PREMISES,THE BUILDING MATERIALS ARE NEATLY STACKED AT LEAST 18 INCHES OFF THE GROUND AND THE BUILDING MATERIALS ARE NOT STORED AGAINST THE SIDE OF A STRUCTURE.","In Violation","Please remove the open storage on the property and all building and housing material.","2022-03-09T00:00:00.000","2022-03-19T00:00:00.000",,"1705 E 80th St, Kansas City, MO 64131","116415",
"00484e28-eba4-488c-a4ff-cf1132cfd264","NPD-2021-14840","In-Violation","4541 Agnes Ave","64130","48","48-68(3)","ACCUMULATION OF TRASH IN RIGHT OF WAY","AN ACCUMULATION OF TRASH ON THE PUBLIC RIGHT OF WAY (ALONGSIDE A STREET OR SIDEWALK) THAT HAS NOT BEEN PROPERLY BUNDLED AND PREPARED FOR COLLECTION.","In Violation","Remove trash from right-of-way, KEEP SIDEWALK,PARKWAY, CURB, ALLEY IN FRONT & BACK OF PROPERTY CLEAN, REMOVE LARGE AMOUNT OF TRASH","2022-09-08T00:00:00.000","2022-09-22T00:00:00.000",,"4541 Agnes Ave, Kansas City, MO 64130","34782","POINT (-94.550085 39.042974)"
"00489e9a-bb9b-4f2f-a293-8788543be950","NPD-2022-08287","In-Violation","102 E 78th Ter","64114","48","48-32","UNAPPROVED STORAGE","THIS PROPERTY IS BEING USED FOR THE OPEN STORAGE OF AN ITEM OR ITEMS IN A MANNER WHICH IS IN CONFLICT WITH SECTION 48-32 OF THE KANSAS CITY, MISSOURI MUNICIPAL CODE OF ORDINANCES.","In Violation","[Remove and dispose of all unapproved items on and around the property including tables, plastic tubs, tires, car parts and any other unapproved items]","2022-08-22T00:00:00.000","2022-09-01T00:00:00.000",,"102 E 78th Ter, Kansas City, MO 64114","240119",
"00499d3f-6f0b-45d5-a9c7-331587033bbf","NPD-2021-04260","In-Violation","1636 NW 67th Ter","64118","48","48-30","RANK WEEDS","RANK WEEDS GREATER THAN 10 INCHES IN HEIGHT STAND UPON THE PREMISES.","In Violation","Trim vegetation to 10"" in height or less.","2021-11-03T00:00:00.000","2021-11-13T00:00:00.000",,"1636 NW 67th Ter, Kansas City, MO 64118","96267","POINT (-94.60084 39.216199)"
"004a94c3-381b-4cb7-beab-f65019711784","NPD-2022-10822","Complete","2228 E 68th St","64132","48","48-25","LITTER, TRASH, REFUSE AND RUBBISH","LITTER, TRASH, REFUSE AND RUBBISH LOCATED ON THE PREMISES.  THIS MAY INCLUDE CUT LIMBS AND BRUSH.","In Compliance","[Remove and dispose of limbs, trash on around the property]","2022-08-03T00:00:00.000","2022-08-13T00:00:00.000","2022-08-31","2228 E 68th St, Kansas City, MO 64132","113766",
"004acf2c-143a-4b98-9fcf-491077016dd1","NPD-2021-09691","In-Violation","1014 Cleveland Ave","64127","56","56-113","PAINT NEEDED ON ACCESSORY STRUCTURE","Exterior surface material of accessory structure (garage or shed) not adequately protected against weathering.  There is chipping, blistering or peeling paint present or bare wood that is unprotected.","In Compliance","Repaint or otherwise protect surface material of [detached garage].","2021-06-28T00:00:00.000","2021-07-28T00:00:00.000","2022-08-01","1014 Cleveland Ave, Kansas City, MO 64127","9865","POINT (-94.537525 39.100221)"
"004bd444-763d-4e28-b2f0-e8ebff895acf","NPD-2021-01196",,"1213 E 118th St","64131","48","48-30","RANK WEEDS","RANK WEEDS GREATER THAN 10 INCHES IN HEIGHT STAND UPON THE PREMISES.","In Compliance","Trim vegetation to 10"" in height or less. grass is about 2 feet tall","2021-05-21T00:00:00.000","2021-05-31T00:00:00.000","2021-06-21","1213 E 118th St, Kansas City, MO 64131","157903","POINT (-94.577542 38.912789)"
"004c365e-1be9-4590-837d-93bb4ed44df2","NPD-2021-10783","Complete","911 E 84th St","64131","48","48-32","UNAPPROVED STORAGE","THIS PROPERTY IS BEING USED FOR THE OPEN STORAGE OF AN ITEM OR ITEMS IN A MANNER WHICH IS IN CONFLICT WITH SECTION 48-32 OF THE KANSAS CITY, MISSOURI MUNICIPAL CODE OF ORDINANCES.","In Compliance","BUILDING MATERIALS ON LEFT SIDE OF HOUSE.","2021-07-09T00:00:00.000","2021-07-19T00:00:00.000","2021-10-26","911 E 84th St, Kansas City, MO 64131","121572","POINT (-94.577973 38.975097)"
"004cbd63-5172-4661-afb4-4b5000693396","NPD-2021-02304","Complete","4501 Gillham Rd","64110","48","48-30","RANK WEEDS","RANK WEEDS GREATER THAN 10 INCHES IN HEIGHT STAND UPON THE PREMISES.","In Violation","HIGH GRASS/WEEDS NORTH SIDE AND ROW","2021-05-10T00:00:00.000","2021-05-20T00:00:00.000",,"4501 Gillham Rd, Kansas City, MO 64110","139294","POINT (-94.573939 39.045157)"
"004dda90-5fa7-4ed8-9d49-6d91ad49bb6e","NPD-2021-07661","In-Violation","2122 E 82nd Ter","64132","48","48-25","LITTER, TRASH, REFUSE AND RUBBISH","LITTER, TRASH, REFUSE AND RUBBISH LOCATED ON THE PREMISES.  THIS MAY INCLUDE CUT LIMBS AND BRUSH.","In Compliance","Please remove all trash on the property.","2022-04-15T00:00:00.000","2022-04-25T00:00:00.000","2022-07-05","2122 E 82nd Ter, Kansas City, MO 64132","117264",
"004e64b8-7ff3-47b5-9412-067b584c1351","NPD-2022-00742","Complete","5717 Virginia Ave","64110","48","48-32","UNAPPROVED STORAGE","THIS PROPERTY IS BEING USED FOR THE OPEN STORAGE OF AN ITEM OR ITEMS IN A MANNER WHICH IS IN CONFLICT WITH SECTION 48-32 OF THE KANSAS CITY, MISSOURI MUNICIPAL CODE OF ORDINANCES.","In Compliance","Remove and properly store the recycling bin and trash bin located on the right of way. Also remove the yellow shopping cart located on north side of property.","2022-02-07T00:00:00.000","2022-02-17T00:00:00.000","2022-02-14","5717 Virginia Ave, Kansas City, MO 64110","147174",
"004ed265-5093-44a5-9f30-be3e3a826b01","NPD-2021-13292","In-Violation","5904 E 18th St","64126","48","48-30","RANK WEEDS OR UNATTENDED GROWTH","RANK WEEDS WHICH MEANS ANY VEGETATION 10 INCHES OR MORE IN HEIGHT, INCLUDING GRASS AND UNATTENDED GROWTHS OF OTHER PLANTS, BUSHES AND SHRUBBERY.  RANK WEEDS ARE NOT TREES MORE THAN 6 FEET HIGH.","In Violation","Cut weeds throughout the property","2022-06-16T00:00:00.000","2022-06-26T00:00:00.000",,"5904 E 18th St, Kansas City, MO 64126","21147",
"004eff62-56e8-412b-a762-a5be88cf218f","NPD-2021-18834","In-Violation","346 Cypress Ave","64124","56","56-413","TREADS/RISERS ON STAIR ARE DETERIORATED","Treads/risers on exterior stairs are deteriorated.","In Compliance","Repair or replace stairs.","2021-10-11T00:00:00.000","2021-11-10T00:00:00.000","2022-07-27","346 Cypress Ave, Kansas City, MO 64124","44240","POINT (-94.52936 39.109333)"
"004f3ba7-9bb7-4ab8-9ddc-830603d31b2e","NPD-2021-04489","In-Violation","8508 E 92nd St","64138","48","48-30","RANK WEEDS OR UNATTENDED GROWTH","RANK WEEDS WHICH MEANS ANY VEGETATION 10 INCHES OR MORE IN HEIGHT, INCLUDING GRASS AND UNATTENDED GROWTHS OF OTHER PLANTS, BUSHES AND SHRUBBERY.  RANK WEEDS ARE NOT TREES MORE THAN 6 FEET HIGH.","In Compliance","Trim vegetation to within standards (10"" or neatly pruned plants, growth, shrubbery).","2021-10-19T00:00:00.000","2021-10-29T00:00:00.000","2022-07-11","8508 E 92nd St, Kansas City, MO 64138","68534","POINT (-94.489144 38.956857)"
"004f81c3-754d-4ef9-86d5-fbc159fa2885","NPD-2021-13422","In-Violation","7401 Walrond Ave","64132","48","48-25","RUBBISH, LIMBS AND BRUSH ON THE PROPERTY","RUBBISH, LIMBS AND BRUSH ON THE PROPERTY.","In Compliance","Remove limbs and brush.","2021-12-16T00:00:00.000","2021-12-26T00:00:00.000","2022-06-09","7401 Walrond Ave, Kansas City, MO 64132","3829","POINT (-94.550188 38.992159)"
"0052981c-9339-4f16-9e2d-8c2d2d160b01","NPD-2021-04409","In-Violation","109 White Ave","64123","48","48-46(c)","A STRUCTURE IS MARKED WITH GRAFFITI","A structure is marked with graffiti.","In Violation","Remove or cover graffiti.","2021-07-12T00:00:00.000","2021-07-22T00:00:00.000",,"109 White Ave, Kansas City, MO 64123","45946","POINT (-94.511784 39.111743)"
"0053dd47-fc7b-43c7-853c-3828ca840c64","NPD-2021-18105","In-Violation","3724 Cleveland Ave","64128","48","48-28","UNAPPROVED PARKING","DID ALLOW A MOTOR VEHICLE TO BE PARKED ON AN UNAPPROVED SURFACE THAT WAS NOT SOLID AND ALL-WEATHER.","In Violation","PARKED ON GRASS/DIRT IN FRONT","2022-04-26T00:00:00.000","2022-05-10T00:00:00.000",,"3724 Cleveland Ave, Kansas City, MO 64128","28106",
"00559b00-eecf-4906-981c-4e47cd608301","NPD-2021-05021","In-Violation","3800 E 93rd St","64132","48","48-30","RANK WEEDS OR UNATTENDED GROWTH","RANK WEEDS WHICH MEANS ANY VEGETATION 10 INCHES OR MORE IN HEIGHT, INCLUDING GRASS AND UNATTENDED GROWTHS OF OTHER PLANTS, BUSHES AND SHRUBBERY.  RANK WEEDS ARE NOT TREES MORE THAN 6 FEET HIGH.","In Compliance","Trim vegetation to within standards (10"" or neatly pruned plants, growth, shrubbery).WEEDS IN BACK YARD AND ON BACK LOT AND ALONG CURB ON LEFT SIDE OF HOUSE.","2021-11-29T00:00:00.000","2021-12-09T00:00:00.000","2022-07-11","3800 E 93rd St, Kansas City, MO 64132","55814","POINT (-94.544527 38.957585)"
"0057122e-ec14-4e2e-a79a-92398832cd3a","NPD-2021-06958","In-Violation","3749 Wyoming St","64111","48","48-25","LITTER, TRASH, REFUSE AND RUBBISH","LITTER, TRASH, REFUSE AND RUBBISH LOCATED ON THE PREMISES.  THIS MAY INCLUDE CUT LIMBS AND BRUSH.","In Compliance","RUBBLE IN REAR","2021-06-04T00:00:00.000","2021-06-14T00:00:00.000","2022-09-07","3749 Wyoming St, Kansas City, MO 64111","130294","POINT (-94.60369 39.059515)"
"00573926-4f7c-42e7-8db0-7e85bd412689","NPD-2021-19274","In-Compliance","5515 E 16th Ter","64127","56","56-133","SOFFIT BOARDS (EAVES) ARE LOOSE/MISSING","Soffit boards are loose/missing.","In Violation","Repair or replace eaves.[front of house]","2021-10-11T00:00:00.000","2021-11-10T00:00:00.000",,"5515 E 16th Ter, Kansas City, MO 64127","9397","POINT (-94.517303 39.091631)"
"005761f1-0f42-47d6-92ce-965f9e389ad5","NPD-2021-01999","In-Violation","1495 E 77th St","64131","48","48-30","RANK WEEDS","RANK WEEDS GREATER THAN 10 INCHES IN HEIGHT STAND UPON THE PREMISES.","In Compliance","Trim vegetation to 10"" in height or less. ALL SIDES OF PROPERTY INCLUDING EAST SIDE OF HOME","2021-08-20T00:00:00.000","2021-08-30T00:00:00.000","2022-08-10","1495 E 77th St, Kansas City, MO 64131","116279","POINT (-94.566966 38.987016)"
"0057db3c-04fd-458c-9e85-42184fd3d40b","NPD-2021-20194","In-Violation","2800 Paseo","64109","56","56-132 (B)","PEELING, CRACKED, BLISTERED PAINT","THERE IS A BUILDING OR STRUCTURE ON THESE PREMISES WHICH HAS EXTERIOR SURFACE MATERIAL WHICH IS IN A CONDITION THAT IS IN CONFLICT WITH SECTION 56-132(B) OF THE KANSAS CITY, MISSOURI CODE OF ORDINANCES.THE ORDINANCE PROVIDES THAT ALL EXTERIOR SURFACE MATERIAL, ONCE PAINTED, MUST BE KEPT IN GOOD REPAIR, FREE OF PEELING, CRACKED OR BLISTERED PAINT AND FREE OF PAINT WEATHERED TO AN UNEVEN AND SPOTTY CONDITION.","In Violation","Paint or otherwise protect exterior wall and trim","2022-08-24T00:00:00.000","2022-09-23T00:00:00.000",,"2800 Paseo , Kansas City, MO 64109","27148","POINT (-94.565794 39.075695)"
"0057eec7-9c5d-4a84-ad6f-50e474159302","NPD-2022-01533","In-Compliance","1934 Kensington Ave","64127","48","48-32","UNAPPROVED STORAGE","THIS PROPERTY IS BEING USED FOR THE OPEN STORAGE OF AN ITEM OR ITEMS IN A MANNER WHICH IS IN CONFLICT WITH SECTION 48-32 OF THE KANSAS CITY, MISSOURI MUNICIPAL CODE OF ORDINANCES.","In Compliance","[White folding table, glass pieces, and a white screen door on the porch].","2022-05-06T00:00:00.000","2022-05-20T00:00:00.000","2022-07-21","1934 Kensington Ave, Kansas City, MO 64127","18377",
"0057f6a0-12e6-4812-8682-26b5c51e151a","NPD-2022-06468","In-Violation","5211 E 39th St","64130","48","48-30","RANK WEEDS OR UNATTENDED GROWTH","RANK WEEDS WHICH MEANS ANY VEGETATION 10 INCHES OR MORE IN HEIGHT, INCLUDING GRASS AND UNATTENDED GROWTHS OF OTHER PLANTS, BUSHES AND SHRUBBERY.  RANK WEEDS ARE NOT TREES MORE THAN 6 FEET HIGH.","In Violation","Trim vegetation to within standards (10"" or neatly pruned plants, growth, shrubbery). The grass and unattended growth needs to be trimmed at the vacant lot.","2022-06-02T00:00:00.000","2022-06-12T00:00:00.000",,"5211 E 39th St, Kansas City, MO 64130","31015",
"0058913d-6cc1-4958-9325-de2b5e6beb5a","NPD-2021-19174","Complete","2223 Montgall Ave","64127","48","48-25","RUBBISH, LIMBS AND BRUSH ON THE PROPERTY","RUBBISH, LIMBS AND BRUSH ON THE PROPERTY.","In Compliance","Remove limbs and brush. ALL downed limbs must be removed and properly disposed of.","2021-10-04T00:00:00.000","2021-10-14T00:00:00.000","2022-02-10","2223 Montgall Ave, Kansas City, MO 64127","15553","POINT (-94.55097 39.084673)"
