"number","fraction","prefix","name","suffix","month","day","year","res_non","type","sf_mf","dwelling_units_gained_or_lost","permit_value","how_far_east","how_far_north","permit_number","location_1"
"5417",,"NW"," 86TH","ST","8","2","1983","Residential","Additions, Alterations, Repairs","NA","0","6700","2748051","1122684","11944","5417 NW 86TH ST
,  "
"1205",,"NE"," 83RD","TE","8","28","1981","Residential","Additions, Alterations, Repairs","NA","0","5000","2770210","1121042","63224","1205 NE 83RD TE
,  "
"12012",,"E"," 58TH","ST","6","10","1983","Residential","Additions, Alterations, Repairs","NA","0","4000","2806047","1037927","8557","12012 E 58TH ST
,  "
"5807",,"E"," 31ST","ST","6","21","1983","Residential","Additions, Alterations, Repairs","NA","0","1200","2784238","1056522","9273","5807 E 31ST ST
,  "
"344",,"W"," 72ND","ST","7","25","1983","Non-Residential","New Construction","NA","0","191000","2762209","1030928","11390","344 W 72ND ST
,  "
"3810",,"NW"," 64TH","ST","11","4","1983","Non-Residential","New Construction","NA","0","75620","2752683","1108418","18338","3810 NW 64TH ST
,  "
"7746",,"E"," 95TH","TE","6","20","1983","Residential","New Construction","Single Family","1","76000","2789111","1013852","9103","7746 E 95TH TE
,  "
"318",,"W"," 79TH","ST","12","9","1980","Residential","Additions, Alterations, Repairs","NA","0","100","2762092","1026493","47524","318 W 79TH ST
,  "
"316",,"E"," 70TH","ST","7","15","1980","Residential","Additions, Alterations, Repairs","NA","0","1477","2764513","1032268","38324","316 E 70TH ST
,  "
"4020",,"E"," 27TH","ST","5","13","1983","Non-Residential","Demolition","NA","0","0","2778661","1059599","6904","4020 E 27TH ST
,  "
"5619",,"E"," 24TH","ST","3","1","1982","Residential","Demolition","Single Family","1","0","2783953","1061116","72865","5619 E 24TH ST
,  "
"1812",,"W"," 39TH","ST","3","26","1980","Non-Residential","New Construction","NA","0","30000","2758530","1052594","31855","1812 W 39TH ST
,  "
"706",,"W"," 42ND","ST","10","3","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","18000","2761775","1050869","43570","706 W 42ND ST
,  "
"4324",,"NE"," 51ST","ST","5","4","1987","Residential","New Construction","Single Family","1","48000","2780869","1099849","15692","4324 NE 51ST ST
,  "
"1321",,"E"," 22ND","ST","3","25","1980","Residential","Demolition","Single Family","1","770","2769696","1062939","31785","1321 E 22ND ST
,  "
"1831",,"E"," 80TH","ST","5","8","1980","Residential","Additions, Alterations, Repairs","NA","0","5000","2769946","1025096","34279","1831 E 80TH ST
,  "
"3613",,"NE"," 78TH","ST","11","23","1983","Residential","New Construction","Single Family","1","42900","2778674","1117030","19588","3613 NE 78TH ST
,  "
"3006",,"E"," 23RD","ST","5","1","1980","Residential","Additions, Alterations, Repairs","NA","0","8000","2775348","1062461","33832","3006 E 23RD ST
,  "
"15335",,"E"," 54TH","ST","6","24","1983","Non-Residential","New Construction","NA","0","3500","2816933","1039821","9499","15335 E 54TH ST
,  "
"665",,"W"," 70TH","TE","7","28","1982","Residential","Additions, Alterations, Repairs","NA","0","8000","2760220","1031886","80712","665 W 70TH TE
,  "
"5800",,"NE"," 48TH","ST","2","10","1983","Residential","New Construction","Single Family","1","31000","2785344","1097546","1598","5800 NE 48TH ST
,  "
"210",,"W"," 47TH","ST","2","23","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","7500","2763319","1047125","2234","210 W 47TH ST
,  "
"610",,"NE"," 36TH","ST","12","2","1983","Residential","New Construction","Single Family","1","50000","2767862","1089994","20174","610 NE 36TH ST
,  "
"811",,"E"," 31ST","TE","6","23","1981","Residential","Additions, Alterations, Repairs","NA","0","3000","2767469","1056922","59839","811 E 31ST TE
,  "
"8137",,"NE"," 53RD","ST","9","16","1983","Residential","Additions, Alterations, Repairs","NA","0","13900","2793974","1100670","14899","8137 NE 53RD ST
,  "
"11713",,"E"," 62ND","TE","6","20","1983","Residential","Additions, Alterations, Repairs","NA","0","3000","2804850","1034600","9131","11713 E 62ND TE
,  "
"3822",,"E"," 25TH","ST","5","12","1982","Residential","Demolition","Single Family","1","0","2778092","1060934","76795","3822 E 25TH ST
,  "
"2321",,"E"," 50TH","ST","6","16","1980","Residential","Demolition","Single Family","1","0","2772472","1044592","36525","2321 E 50TH ST
,  "
"5307",,"NE"," 57TH","TE","7","11","1983","Non-Residential","New Construction","NA","0","850","2784103","1103862","10357","5307 NE 57TH TE
,  "
"6455",,"NW"," 70TH","ST","9","17","1980","Residential","New Construction","Multifamily","2","65700","2744635","1111696","42449","6455 NW 70TH ST
,  "
"12725",,"E"," 62ND","CT","4","14","1983","Residential","New Construction","Single Family","1","60000","2808241","1034642","5004","12725 E 62ND CT
,  "
"112",,"W"," 97TH","TE","4","23","1982","Non-Residential","New Construction","NA","0","8370","2762129","1014059","75835","112 W 97TH TE
,  "
"3600",,"E"," 58TH","ST","9","12","1980","Residential","Additions, Alterations, Repairs","NA","0","2000","2776184","1039387","42105","3600 E 58TH ST
,  "
"2217",,"E"," 33RD","ST","1","21","1983","Residential","Additions, Alterations, Repairs","NA","0","6000","2772532","1055786","499","2217 E 33RD ST
,  "
"1303",,"W"," 21ST","ST","9","12","1983","Non-Residential","New Construction","NA","0","4200","2760360","1063715","14462","1303 W 21ST ST
,  "
"13009",,"E"," 75TH","ST","8","22","1980","Residential","New Construction","Single Family","1","57500","2808808","1026167","40931","13009 E 75TH ST
,  "
"5317",,"NW"," 84TH","PL","11","7","1983","Residential","New Construction","Single Family","1","55000","2748522","1121869","18451","5317 NW 84TH PL
,  "
"101",,"E"," 40TH","ST","4","15","1983","Residential","Demolition","Multifamily","4","0","2764566","1051322","5151","101 E 40TH ST
,  "
"417",,"E"," 13TH","ST","11","30","1982","Non-Residential","Additions, Alterations, Repairs","NA","0","6000","2766656","1067472","87361","417 E 13TH ST
,  "
"422",,"W"," 68TH","TE","11","8","1983","Residential","Additions, Alterations, Repairs","NA","0","27000","2761816","1033435","18551","422 W 68TH TE
,  "
"1812",,"W"," 45TH","ST","12","16","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","5500","2758262","1048652","47929","1812 W 45TH ST
,  "
"4805",,"NE"," 47TH","ST","9","16","1980","Residential","New Construction","Single Family","1","25000","2782066","1096808","42356","4805 NE 47TH ST
,  "
"5415",,"E"," 12TH","ST","8","2","1982","Residential","Additions, Alterations, Repairs","NA","0","4550","2783490","1067185","80917","5415 E 12TH ST
,  "
"3711",,"E"," 11TH","ST","7","23","1982","Residential","Demolition","Single Family","1","0","2777774","1067899","80470","3711 E 11TH ST
,  "
"1824",,"E"," 49TH","ST","9","23","1980","Residential","Additions, Alterations, Repairs","NA","0","7500","2770912","1045436","42779","1824 E 49TH ST
,  "
"427",,"W"," 62ND","ST","10","16","1980","Residential","Additions, Alterations, Repairs","NA","0","12000","2761744","1037308","44391","427 W 62ND ST
,  "
"3862",,"E"," 60TH","TE","11","8","1983","Residential","Additions, Alterations, Repairs","NA","0","400","2777713","1037585","18521","3862 E 60TH TE
,  "
"3862",,"E"," 60TH","ST","7","8","1983","Residential","Additions, Alterations, Repairs","NA","0","5000","2777713","1037585","10320","3862 E 60TH ST
,  "
"919",,"E"," 85TH","ST","6","16","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","500","2766258","1022063","8883","919 E 85TH ST
,  "
"4000",,"E"," 24TH","ST","4","22","1980","Residential","Additions, Alterations, Repairs","NA","0","17700","2778466","1061633","33332","4000 E 24TH ST
,  "
"1007",,"W"," 69TH","ST","11","8","1983","Non-Residential","New Construction","NA","0","6000","2759971","1033390","18552","1007 W 69TH ST
,  "
"1743",,"W"," 35TH","ST","6","16","1983","Residential","Additions, Alterations, Repairs","NA","0","32000","2758325","1055157","8840","1743 W 35TH ST
,  "
"3606",,"E"," 27TH","ST","10","27","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","1200","2777125","1059655","44954","3606 E 27TH ST
,  "
"8609",,"E"," 32ND","ST","7","7","1983","Non-Residential","New Construction","NA","0","2700","2793520","1055378","10199","8609 E 32ND ST
,  "
"1529",,"E"," 48TH","TE","1","19","1983","Residential","Demolition","Multifamily","4","0","2769797","1045659","211","1529 E 48TH TE
,  "
"7743",,"E"," 55TH","ST","11","28","1980","Residential","Additions, Alterations, Repairs","NA","0","2000","2790646","1040458","47049","7743 E 55TH ST
,  "
"6",,"E"," 68TH","ST","6","21","1983","Residential","Additions, Alterations, Repairs","NA","0","3500","2763484","1033830","9278","6 E 68TH ST
,  "
"524",,"NW"," 88TH","TE","6","13","1983","Residential","Additions, Alterations, Repairs","NA","0","6800","2763926","1124524","8633","524 NW 88TH TE
,  "
"4914",,"E"," 41ST","TE","5","18","1983","Residential","Additions, Alterations, Repairs","NA","0","5000","2781079","1049740","7205","4914 E 41ST TE
,  "
"11",,"W"," 50TH","ST","1","8","1980","Residential","Additions, Alterations, Repairs","NA","0","24000","2763673","1044943","28051","11 W 50TH ST
,  "
"3809",,"E"," 98TH","TE","3","10","1980","Residential","Additions, Alterations, Repairs","NA","0","4900","2776053","1012506","31112","3809 E 98TH TE
,  "
"8716",,"E"," 77TH","ST","11","26","1980","Residential","Additions, Alterations, Repairs","NA","0","2000","2793126","1026036","47010","8716 E 77TH ST
,  "
"601",,"E"," 97TH","TE","11","3","1982","Residential","New Construction","Multifamily","2","45000","2764615","1013634","85888","601 E 97TH TE
,  "
"7800",,"E"," 57TH","ST","5","26","1983","Residential","Demolition","Single Family","1","0","2790057","1039285","7667","7800 E 57TH ST
,  "
"425",,"NE"," 81ST","TE","11","17","1983","Non-Residential","New Construction","NA","0","5800","2767458","1119607","19180","425 NE 81ST TE
,  "
"6906",,"NW"," 77TH","TE","5","13","1980","Residential","Additions, Alterations, Repairs","NA","0","1500","2743191","1117509","34554","6906 NW 77TH TE
,  "
"4414",,"NE"," 56TH","ST","8","7","1980","Residential","Additions, Alterations, Repairs","NA","0","3900","2781213","1102614","39902","4414 NE 56TH ST
,  "
"4101",,"E"," 12TH","TE","3","21","1980","Non-Residential","New Construction","NA","0","435000","2779092","1067078","31686","4101 E 12TH TE
,  "
"3209",,"E"," 30TH","ST","3","4","1983","Residential","Demolition","Single Family","1","1200","2775809","1057624","2957","3209 E 30TH ST
,  "
"707",,"W"," 44TH","ST","5","4","1983","Residential","Additions, Alterations, Repairs","NA","0","100","2761795","1049070","6259","707 W 44TH ST
,  "
"6704",,"NW"," 67TH","TE","10","24","1983","Residential","New Construction","Single Family","1","36960","2744087","1110393","17433","6704 NW 67TH TE
,  "
"2605",,"E"," 78TH","TE","4","21","1980","Residential","Demolition","Single Family","1","800","2772406","1025850","33205","2605 E 78TH TE
,  "
"201",,"NW"," 47TH","ST","3","24","1983","Residential","New Construction","Single Family","1","65400","2764772","1096632","4016","201 NW 47TH ST
,  "
"405",,"W"," 86TH","ST","9","9","1980","Residential","Additions, Alterations, Repairs","NA","0","694","2761443","1021655","41875","405 W 86TH ST
,  "
"214",,"E"," 79TH","ST","12","9","1980","Residential","Additions, Alterations, Repairs","NA","0","3300","2764051","1026176","47536","214 E 79TH ST
,  "
"3224",,"E"," 10TH","ST","7","31","1980","Residential","Demolition","Single Family","1","1600","2776520","1068605","39501","3224 E 10TH ST
,  "
"2911",,"E"," 28TH",,"2","22","1980","Residential","Additions, Alterations, Repairs","NA","0","19275","2774965","1058818","30317","2911 E 28TH
,  "
"11710",,"E"," 59TH","ST","3","23","1983","Residential","Additions, Alterations, Repairs","NA","0","5000","2804864","1037162","3939","11710 E 59TH ST
,  "
"1201",,"W"," 61ST","ST","6","6","1980","Residential","Additions, Alterations, Repairs","NA","0","6000","2759554","1037976","35969","1201 W 61ST ST
,  "
"1528",,"E"," 49TH","TE","3","29","1983","Residential","Additions, Alterations, Repairs","NA","0","18000","2770100","1045158","4334","1528 E 49TH TE
,  "
"9604",,"E"," 48TH","ST","8","30","1983","Residential","New Construction","Single Family","1","51000","2798219","1044823","13762","9604 E 48TH ST
,  "
"8815",,"E"," 49TH","ST","10","13","1983","Residential","Additions, Alterations, Repairs","NA","0","7000","2794630","1044246","16680","8815 E 49TH ST
,  "
"425",,"W"," 87TH","ST","9","15","1980","Residential","Additions, Alterations, Repairs","NA","0","3931","2761082","1020969","42187","425 W 87TH ST
,  "
"4303",,"E"," 55TH","ST","2","7","1983","Residential","Additions, Alterations, Repairs","NA","0","1000","2778627","1041014","1422","4303 E 55TH ST
,  "
"3020",,"NE"," 82ND","ST","8","15","1980","Residential","Additions, Alterations, Repairs","NA","0","15000","2776499","1119861","40484","3020 NE 82ND ST
,  "
"205",,"E"," 34TH","TE","3","7","1983","Residential","Demolition","Single Family","1","0","2764990","1055201","2996","205 E 34TH TE
,  "
"4313",,"NE"," 45TH","TE","6","11","1980","Residential","Additions, Alterations, Repairs","NA","0","9600","2780421","1095850","36171","4313 NE 45TH TE
,  "
"2409",,"E"," 18TH","ST","9","23","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","32986","2773501","1064697","42789","2409 E 18TH ST
,  "
"6648",,"E"," 67TH","ST","5","23","1983","Residential","Additions, Alterations, Repairs","NA","0","12000","2786407","1032954","7420","6648 E 67TH ST
,  "
"201",,"E","  3RD","ST","8","24","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","40000","2765808","1071809","13427","201 E 3RD ST
,  "
"619",,"W"," 69TH","ST","7","6","1983","Residential","New Construction","Single Family","1","97000","2760972","1033254","10087","619 W 69TH ST
,  "
"12712",,"E"," 63RD","ST","4","14","1983","Residential","New Construction","Single Family","1","60000","2807982","1034465","5005","12712 E 63RD ST
,  "
"3523",,"NE"," 48TH","TE","5","12","1980","Residential","Additions, Alterations, Repairs","NA","0","650","2778176","1097814","34480","3523 NE 48TH TE
,  "
"210",,"W"," 10TH","ST","8","21","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","20000","2764171","1069010","40832","210 W 10TH ST
,  "
"3606",,"E"," 72ND","ST","12","1","1982","Residential","Additions, Alterations, Repairs","NA","0","7500","2775963","1030146","87406","3606 E 72ND ST
,  "
"1263",,"W"," 67TH","TE","9","26","1983","Residential","Additions, Alterations, Repairs","NA","0","7000","2758137","1034130","15350","1263 W 67TH TE
,  "
"3901",,"E"," 47TH","ST","8","29","1983","Residential","Additions, Alterations, Repairs","NA","0","10000","2777537","1046344","13666","3901 E 47TH ST
,  "
"209",,"W"," 17TH",,"9","16","1982","Non-Residential","Additions, Alterations, Repairs","NA","0","2300","2764114","1065410","83189","209 W 17TH
,  "
"308",,"NE"," 83RD","ST","10","31","1980","Residential","New Construction","Single Family","1","26400","2766848","1120827","45269","308 NE 83RD ST
,  "
"102",,"E","  8TH","ST","12","19","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","300","2765574","1069772","21122","102 E 8TH ST
,  "
"5400",,"NE"," 50TH","ST","1","31","1980","Residential","Additions, Alterations, Repairs","NA","0","2500","2784031","1098855","29451","5400 NE 50TH ST
,  "
"235",,"E"," 74TH","ST","6","28","1983","Non-Residential","New Construction","NA","0","12500","2764377","1029326","9714","235 E 74TH ST
,  "
"4401",,"E"," 16TH","ST","7","27","1982","Residential","Additions, Alterations, Repairs","NA","0","2500","2779926","1065329","80647","4401 E 16TH ST
,  "
"14",,"W"," 10TH","ST","1","20","1982","Non-Residential","Additions, Alterations, Repairs","NA","0","20000","2764877","1069136","70968","14 W 10TH ST
,  "
"5444",,"E"," 27TH","TE","1","11","1980","Residential","Additions, Alterations, Repairs","NA","0","9227","2783548","1059119","28309","5444 E 27TH TE
,  "
"1717",,"W","  9TH","ST","2","14","1984","Non-Residential","Additions, Alterations, Repairs","NA","0","200","2758383","1069650","26030","1717 W 9TH ST
,  "
"1911",,"E"," 41ST","ST","12","15","1980","Residential","Demolition","Single Family","1","0","2771124","1050603","47822","1911 E 41ST ST
,  "
"3729",,"E"," 28TH","ST","7","18","1980","Residential","Additions, Alterations, Repairs","NA","0","965","2777582","1058875","38585","3729 E 28TH ST
,  "
"917",,"E"," 77TH","ST","5","13","1980","Residential","Additions, Alterations, Repairs","NA","0","250","2766744","1027243","34579","917 E 77TH ST
,  "
"7800",,"NE"," 38TH","ST","11","28","1983","Non-Residential","New Construction","NA","0","310000","2791853","1091306","19760","7800 NE 38TH ST
,  "
"3319",,"E"," 19TH","ST","3","11","1982","Residential","Additions, Alterations, Repairs","NA","0","1500","2776370","1064268","73452","3319 E 19TH ST
,  "
"4319",,"NE"," 49TH","ST","3","30","1983","Residential","Additions, Alterations, Repairs","NA","0","8750","2780796","1098524","4341","4319 NE 49TH ST
,  "
"4316",,"E"," 23RD","ST","5","2","1983","Residential","Additions, Alterations, Repairs","NA","0","2000","2779671","1062193","6110","4316 E 23RD ST
,  "
"635",,"NE"," 46TH","ST","6","9","1983","Residential","Additions, Alterations, Repairs","NA","0","11300","2767817","1096247","8378","635 NE 46TH ST
,  "
"808",,"NW"," 40TH","TE","9","27","1983","Residential","Additions, Alterations, Repairs","NA","0","15600","2763013","1093278","15448","808 NW 40TH TE
,  "
"3205",,"E"," 62ND","ST","5","13","1980","Residential","Additions, Alterations, Repairs","NA","0","5000","2774832","1036678","34523","3205 E 62ND ST
,  "
"3224",,"E","  9TH","ST","12","9","1980","Non-Residential","Demolition","NA","0","0","2776469","1068949","47519","3224 E 9TH ST
,  "
"417",,"E"," 13TH","ST","8","19","1983","Residential","Additions, Alterations, Repairs","NA","0","3000","2766656","1067472","13156","417 E 13TH ST
,  "
"3811",,"E"," 68TH","TE","7","8","1980","Residential","Demolition","Single Family","1","0","2776792","1032293","37743","3811 E 68TH TE
,  "
"1750",,"E"," 22ND","ST","1","17","1983","Residential","Additions, Alterations, Repairs","NA","0","12000","2771165","1062976","98","1750 E 22ND ST
,  "
"301",,"W"," 11TH","ST","1","15","1981","Non-Residential","Additions, Alterations, Repairs","NA","0","45000","2763967","1068365","50396","301 W 11TH ST
,  "
"3515",,"E"," 67TH","ST","9","11","1980","Residential","Additions, Alterations, Repairs","NA","0","4000","2775818","1033343","42086","3515 E 67TH ST
,  "
"7620",,"NW"," 72ND","ST","8","23","1982","Residential","New Construction","Single Family","1","29500","2740651","1113961","81971","7620 NW 72ND ST
,  "
"2220",,"E"," 42ND","ST","5","1","1980","Residential","Additions, Alterations, Repairs","NA","0","8000","2772383","1049991","33911","2220 E 42ND ST
,  "
"12306",,"E"," 59TH","ST","7","15","1980","Residential","New Construction","Single Family","1","34100","2806676","1037071","38255","12306 E 59TH ST
,  "
"106",,"W"," 51ST","ST","12","7","1983","Residential","Additions, Alterations, Repairs","NA","0","11000","2763473","1044469","20375","106 W 51ST ST
,  "
"210",,"W"," 47TH","ST","5","25","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","400000","2763319","1047125","7581","210 W 47TH ST
,  "
"6120",,"NE"," 48TH","ST","10","20","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","70000","2786345","1097469","44552","6120 NE 48TH ST
,  "
"204",,"W"," 90TH","TE","10","14","1983","Residential","Additions, Alterations, Repairs","NA","0","3500","2762148","1018692","16687","204 W 90TH TE
,  "
"1911",,"E"," 23RD","ST","1","7","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","1100","2771962","1062412","27865","1911 E 23RD ST
,  "
"4263",,"E"," 60TH","TE","6","23","1980","Residential","Additions, Alterations, Repairs","NA","0","432","2778903","1037427","36972","4263 E 60TH TE
,  "
"5845",,"E","  9TH","ST","1","25","1980","Residential","Additions, Alterations, Repairs","NA","0","3000","2785216","1068462","29177","5845 E 9TH ST
,  "
"6600",,"E"," 87TH","ST","3","11","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","6500","2785597","1020051","3313","6600 E 87TH ST
,  "
"5417",,"NW"," 85TH","ST","8","2","1983","Residential","Additions, Alterations, Repairs","NA","0","1200","2748008","1122250","11948","5417 NW 85TH ST
,  "
"4301",,"E"," 11TH","ST","3","8","1982","Residential","Additions, Alterations, Repairs","NA","0","700","2779577","1067708","73217","4301 E 11TH ST
,  "
"429",,"E"," 71ST","TE","4","12","1983","Residential","Additions, Alterations, Repairs","NA","0","5000","2765061","1030975","4919","429 E 71ST TE
,  "
"211",,"W"," 13TH","ST","10","21","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","71500","2764330","1067482","17315","211 W 13TH ST
,  "
"4109",,"E"," 58TH","ST","10","31","1980","Residential","Demolition","Single Family","1","0","2778012","1039069","45288","4109 E 58TH ST
,  "
"205",,"NE"," 44TH","ST","4","16","1980","Residential","Additions, Alterations, Repairs","NA","0","49000","2766459","1094952","32994","205 NE 44TH ST
,  "
"4619",,"E","  8TH","ST","1","15","1980","Residential","Additions, Alterations, Repairs","NA","0","227","2780995","1069002","28573","4619 E 8TH ST
,  "
"1700",,"W"," 25TH","ST","1","13","1981","Non-Residential","Additions, Alterations, Repairs","NA","0","40000","2759084","1062003","50121","1700 W 25TH ST
,  "
"3010",,"E"," 36TH","ST","5","9","1980","Residential","Additions, Alterations, Repairs","NA","0","4000","2775122","1053807","34385","3010 E 36TH ST
,  "
"1120",,"NE"," 52ND","TE","5","9","1980","Residential","Additions, Alterations, Repairs","NA","0","3525","2769920","1100480","34329","1120 NE 52ND TE
,  "
"12606",,"E"," 75TH","ST","10","20","1980","Residential","Additions, Alterations, Repairs","NA","0","9000","2807261","1026449","44541","12606 E 75TH ST
,  "
"210",,"W"," 10TH","ST","5","16","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","20000","2764171","1069010","7047","210 W 10TH ST
,  "
"6520",,"NW"," 64TH","ST","8","18","1983","Non-Residential","New Construction","NA","0","180000","2744007","1108643","13049","6520 NW 64TH ST
,  "
"613",,"E"," 25TH","ST","3","19","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","10000","2767074","1061299","31576","613 E 25TH ST
,  "
"1301",,"W"," 31ST","ST","4","30","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","17580","2769365","1057241","33807","1301 W 31ST ST
,  "
"1210",,"E"," 43RD","ST","12","22","1980","Residential","Additions, Alterations, Repairs","NA","0","4000","2768529","1049549","48232","1210 E 43RD ST
,  "
"815",,"E"," 31ST","TE","6","26","1981","Residential","Additions, Alterations, Repairs","NA","0","650","2767542","1056971","60028","815 E 31ST TE
,  "
"5535",,"NE"," 48TH","ST","3","12","1980","Residential","Demolition","Single Family","1","1980","2784425","1097373","31191","5535 NE 48TH ST
,  "
"2413",,"E"," 22ND","ST","1","5","1982","Residential","Demolition","Single Family","1","0","2773487","1062765","69253","2413 E 22ND ST
,  "
"12701",,"E"," 63RD","ST","8","24","1983","Residential","New Construction","Single Family","1","67100","2807769","1034319","13355","12701 E 63RD ST
,  "
"801",,"NW"," 96TH","ST","1","19","1982","Residential","Demolition","Single Family","1","0","2763180","1129114","70881","801 NW 96TH ST
,  "
"2619",,"E"," 30TH","ST","11","14","1983","Residential","Additions, Alterations, Repairs","NA","0","500","2774003","1057695","18858","2619 E 30TH ST
,  "
"600",,"E"," 63RD","ST","12","29","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","500","2765653","1036664","21432","600 E 63RD ST
,  "
"806",,"E"," 93RD","TE","10","26","1983","Residential","Additions, Alterations, Repairs","NA","0","9500","2765714","1016470","17568","806 E 93RD TE
,  "
"1616",,"E"," 24TH","TE","9","4","1980","Residential","Demolition","Single Family","1","0","2770801","1062099","41612","1616 E 24TH TE
,  "
"1305",,"E"," 81ST","ST","3","10","1980","Residential","Additions, Alterations, Repairs","NA","0","282","2767837","1024836","31108","1305 E 81ST ST
,  "
"1902",,"E"," 30TH","ST","12","6","1983","Residential","Demolition","Single Family","1","0","2771484","1057925","20313","1902 E 30TH ST
,  "
"4037",,"E"," 69TH","ST","7","14","1983","Non-Residential","New Construction","NA","0","4000","2777685","1031903","10714","4037 E 69TH ST
,  "
"3616",,"E"," 73RD","ST","3","14","1980","Residential","Additions, Alterations, Repairs","NA","0","5000","2776029","1029482","31310","3616 E 73RD ST
,  "
"2105",,"E"," 23RD","ST","4","8","1982","Residential","Additions, Alterations, Repairs","NA","0","5000","2772380","1062388","74922","2105 E 23RD ST
,  "
"925",,"E"," 85TH","ST","7","2","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","7000","2766417","1022149","37521","925 E 85TH ST
,  "
"1107",,"NE"," 79TH","ST","5","24","1983","Non-Residential","New Construction","NA","0","8000","2769966","1117951","7536","1107 NE 79TH ST
,  "
"7416",,"NW"," 78TH","ST","7","11","1983","Non-Residential","New Construction","NA","0","7000","2741479","1118573","10422","7416 NW 78TH ST
,  "
"7700",,"NE"," 54TH","ST","6","18","1980","Residential","Additions, Alterations, Repairs","NA","0","13000","2791463","1102149","36713","7700 NE 54TH ST
,  "
"10830",,"E"," 97TH","TE","4","12","1983","Residential","New Construction","Single Family","1","76200","2801179","1012094","4888","10830 E 97TH TE
,  "
"8703",,"E"," 92ND","ST","4","4","1980","Residential","Additions, Alterations, Repairs","NA","0","300","2792570","1015894","32356","8703 E 92ND ST
,  "
"8626",,"E"," 63RD","TF","4","2","1981","Non-Residential","New Construction","NA","0","17000","2792925","1035281","55212","8626 E 63RD TF
,  "
"109",,"NW"," 47TH","ST","3","22","1983","Residential","New Construction","Single Family","1","87000","2764857","1096642","3843","109 NW 47TH ST
,  "
"12004",,"E"," 54TH","ST","7","17","1980","Non-Residential","New Construction","NA","0","7000","2805736","1040393","38442","12004 E 54TH ST
,  "
"5606",,"E"," 27TH","ST","7","21","1983","Residential","Additions, Alterations, Repairs","NA","0","2700","2783716","1059389","11216","5606 E 27TH ST
,  "
"8700",,"E"," 96TH","TE","9","15","1983","Residential","Additions, Alterations, Repairs","NA","0","2784","2792494","1012775","14799","8700 E 96TH TE
,  "
"1209",,"NE"," 83RD","TE","9","8","1981","Residential","New Construction","Multifamily","2","81000","2770217","1120952","63580","1209 NE 83RD TE
,  "
"1201",,"W"," 70TH","ST","9","20","1982","Residential","Additions, Alterations, Repairs","NA","0","7000","2759297","1032228","83370","1201 W 70TH ST
,  "
"7130",,"E"," 69TH","TE","10","1","1980","Residential","New Construction","Single Family","1","61250","2787553","1031172","43432","7130 E 69TH TE
,  "
"116",,"E"," 31ST","TE","1","10","1980","Non-Residential","Demolition","NA","0","1000","2765103","1057204","28199","116 E 31ST TE
,  "
"801",,"W"," 47TH","ST","1","7","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","102000","2761251","1046936","90085","801 W 47TH ST
,  "
"5110",,"NE"," 45TH","ST","6","27","1980","Residential","New Construction","Single Family","1","21900","2783136","1095623","37246","5110 NE 45TH ST
,  "
"5219",,"E"," 51ST","ST","10","10","1983","Residential","Additions, Alterations, Repairs","NA","0","13396","2782269","1043491","16407","5219 E 51ST ST
,  "
"3809",,"E"," 25TH","ST","1","6","1982","Residential","Additions, Alterations, Repairs","NA","0","19000","2777947","1060831","69541","3809 E 25TH ST
,  "
"1617",,"W"," 75TH","ST","1","7","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","6000","2758088","1029035","27863","1617 W 75TH ST
,  "
"400",,"E"," 11TH","ST","1","15","1980","Non-Residential","Demolition","NA","0","6000","2766513","1068507","28567","400 E 11TH ST
,  "
"1006",,"E"," 33RD","ST","10","28","1980","Residential","Additions, Alterations, Repairs","NA","0","3000","2768062","1056157","45048","1006 E 33RD ST
,  "
"1107",,"E","  9TH","ST","2","11","1982","Non-Residential","Additions, Alterations, Repairs","NA","0","20000","2769040","1069167","72234","1107 E 9TH ST
,  "
"1734",,"E"," 63RD","ST","1","16","1981","Non-Residential","Additions, Alterations, Repairs","NA","0","6000","2770160","1036831","50557","1734 E 63RD ST
,  "
"3236",,"E"," 29TH","ST","8","25","1980","Residential","Additions, Alterations, Repairs","NA","0","16000","2776108","1058101","40973","3236 E 29TH ST
,  "
"3706",,"NE"," 39TH","TE","7","18","1983","Residential","Additions, Alterations, Repairs","NA","0","12000","2777865","1091888","10934","3706 NE 39TH TE
,  "
