Property Violation ID,Case ID,Status,Case Opened Date,Case Closed Date,Days Open,Violation Code,Violation Description,Ordinance Number,Ordinance Chapter,Violation Entry Date,Address,County,State,Zip Code,KIVA PIN,Council District,Police Patrol Area,Inspection Area,Neighborhood,Code Violation Location,Council Districts,County Boundary,Zip Codes,Neighborhood Census
1027039,2010309938,Open,09/02/2010,,4389,NSROOF01,DETERIORATED ROOFING MATERIAL,56-133 C.O.,56,01/15/2021,5345 Park Ave,Jackson,MO,64130,145923,5,Metro,119,Blue Hills,"5345 Park Ave
MO 64130
(39.02861, -94.5582)",2,7,157,58
1027039,2010309938,Open,09/02/2010,,4389,NSWLTRASH,"LITTER, TRASH, REFUSE, AND RUBBISH",48-25 C.O.,48,04/28/2021,5345 Park Ave,Jackson,MO,64130,145923,5,Metro,119,Blue Hills,"5345 Park Ave
MO 64130
(39.02861, -94.5582)",2,7,157,58
1027039,2010309938,Open,09/02/2010,,4389,NSEXTWAL06,"PEELING, CRACKED, BLISTERED PAINT",56-132 (B) C.O.,56,01/15/2021,5345 Park Ave,Jackson,MO,64130,145923,5,Metro,119,Blue Hills,"5345 Park Ave
MO 64130
(39.02861, -94.5582)",2,7,157,58
1027039,2010309938,Open,09/02/2010,,4389,NSEAVES01,EAVES ARE IN DISREPAIR,56-133 C.O.,56,01/15/2021,5345 Park Ave,Jackson,MO,64130,145923,5,Metro,119,Blue Hills,"5345 Park Ave
MO 64130
(39.02861, -94.5582)",2,7,157,58
1027039,2010309938,Open,09/02/2010,,4389,NSWLLIMBS,LIMBS AND BRUSH,48-25 C.O.,48,04/28/2021,5345 Park Ave,Jackson,MO,64130,145923,5,Metro,119,Blue Hills,"5345 Park Ave
MO 64130
(39.02861, -94.5582)",2,7,157,58
1043429,2011147058,Open,06/28/2011,,4090,NSWLTRASH,"LITTER, TRASH, REFUSE, AND RUBBISH",48-25 C.O.,48,12/22/2020,5723 BROOKLYN AVE,Jackson,MO,64130,148352,5,Metro,119,Blue Hills,"5723 BROOKLYN AVE
MO 64130
(39.02189, -94.55978)",2,7,157,58
1053074,2011215720,Open,11/03/2011,,3962,NSEXTWAL04,EXTERIOR SURFACE MATERIAL NOT PROTECTED,56-132 (C) C.O.,56,03/17/2020,2001 E 48th Ter,Jackson,MO,64130,138612,3,Metro,119,Blue Hills,"2001 E 48th Ter
MO 64130
(39.03822, -94.56131)",3,7,157,58
1053074,2011215720,Open,11/03/2011,,3962,NSRV03,PARKED IN UNAPPROVED LOCATION,48-35 C.O.,48,03/17/2020,2001 E 48th Ter,Jackson,MO,64130,138612,3,Metro,119,Blue Hills,"2001 E 48th Ter
MO 64130
(39.03822, -94.56131)",3,7,157,58
1053074,2011215720,Open,11/03/2011,,3962,NSWLWEED,RANK WEEDS OR UNATTENDED GROWTH,48-30 C.O.,48,03/17/2020,2001 E 48th Ter,Jackson,MO,64130,138612,3,Metro,119,Blue Hills,"2001 E 48th Ter
MO 64130
(39.03822, -94.56131)",3,7,157,58
1053074,2011215720,Open,11/03/2011,,3962,NSWLTRASH,"LITTER, TRASH, REFUSE, AND RUBBISH",48-25 C.O.,48,03/17/2020,2001 E 48th Ter,Jackson,MO,64130,138612,3,Metro,119,Blue Hills,"2001 E 48th Ter
MO 64130
(39.03822, -94.56131)",3,7,157,58
1053074,2011215720,Open,11/03/2011,,3962,NSEXTWAL05,PAINTING NEEDED ON EXTERIOR WALL TRIM,56-132 (B) C.O.,56,03/17/2020,2001 E 48th Ter,Jackson,MO,64130,138612,3,Metro,119,Blue Hills,"2001 E 48th Ter
MO 64130
(39.03822, -94.56131)",3,7,157,58
1053074,2011215720,Open,11/03/2011,,3962,NSWLLIMBS,LIMBS AND BRUSH,48-25 C.O.,48,03/17/2020,2001 E 48th Ter,Jackson,MO,64130,138612,3,Metro,119,Blue Hills,"2001 E 48th Ter
MO 64130
(39.03822, -94.56131)",3,7,157,58
1053074,2011215720,Open,11/03/2011,,3962,NSEAVES03,SOFFIT BOARDS (EAVES) ARE LOOSE/MISSING,56-133 C.O.,56,03/17/2020,2001 E 48th Ter,Jackson,MO,64130,138612,3,Metro,119,Blue Hills,"2001 E 48th Ter
MO 64130
(39.03822, -94.56131)",3,7,157,58
1053074,2011215720,Open,11/03/2011,,3962,NSEXTWAL07,EXTERIOR SIDING MISSING,56-132 (A) C.O.,56,03/17/2020,2001 E 48th Ter,Jackson,MO,64130,138612,3,Metro,119,Blue Hills,"2001 E 48th Ter
MO 64130
(39.03822, -94.56131)",3,7,157,58
1053074,2011215720,Open,11/03/2011,,3962,NSSTAIRS01,BROKEN OR MISSING TREADS/RISERS,56-93 C.O.,56,03/17/2020,2001 E 48th Ter,Jackson,MO,64130,138612,3,Metro,119,Blue Hills,"2001 E 48th Ter
MO 64130
(39.03822, -94.56131)",3,7,157,58
1053074,2011215720,Open,11/03/2011,,3962,NSEAVES02,"LOOSE, ROTTED, OR MISSING FASCIA BOARDS",56-133 C.O.,56,03/17/2020,2001 E 48th Ter,Jackson,MO,64130,138612,3,Metro,119,Blue Hills,"2001 E 48th Ter
MO 64130
(39.03822, -94.56131)",3,7,157,58
1053074,2011215720,Open,11/03/2011,,3962,NSWLOPSTOR,UNAPPROVED STORAGE,48-32 C.O.,48,03/17/2020,2001 E 48th Ter,Jackson,MO,64130,138612,3,Metro,119,Blue Hills,"2001 E 48th Ter
MO 64130
(39.03822, -94.56131)",3,7,157,58
1053074,2011215720,Open,11/03/2011,,3962,NSWLOSBLDG,UNAPPROVED STORAGE - BUILDING MATERIALS,48-32 C.O.,48,03/17/2020,2001 E 48th Ter,Jackson,MO,64130,138612,3,Metro,119,Blue Hills,"2001 E 48th Ter
MO 64130
(39.03822, -94.56131)",3,7,157,58
1058005,2012023215,Open,02/27/2012,,3846,NSWLTRASH,"LITTER, TRASH, REFUSE, AND RUBBISH",48-25 C.O.,48,07/05/2016,5431 Euclid Ave,Jackson,MO,64130,145692,5,Metro,119,Blue Hills,"5431 Euclid Ave
MO 64130
(39.02725, -94.56178)",2,7,157,58
1058005,2012023215,Open,02/27/2012,,3846,NSWLWEED,RANK WEEDS OR UNATTENDED GROWTH,48-30 C.O.,48,07/05/2016,5431 Euclid Ave,Jackson,MO,64130,145692,5,Metro,119,Blue Hills,"5431 Euclid Ave
MO 64130
(39.02725, -94.56178)",2,7,157,58
1062351,2012051563,Open,04/20/2012,,3793,NSWLVEH01,UNAPPROVED PARKING,48-28 C.O.,48,01/23/2020,5822 WOODLAND AVE,Jackson,MO,64110,147408,5,Metro,119,Blue Hills,"5822 WOODLAND AVE
MO 64110
(39.0206, -94.56519)",2,7,165,58
1062351,2012051563,Open,04/20/2012,,3793,NSFENCE01,ALL FENCES AND RET. WALLS KEPT IN REPAIR,56-114 C.O.,56,01/23/2020,5822 WOODLAND AVE,Jackson,MO,64110,147408,5,Metro,119,Blue Hills,"5822 WOODLAND AVE
MO 64110
(39.0206, -94.56519)",2,7,165,58
1062351,2012051563,Open,04/20/2012,,3793,NSDRIVEWAY,DRIVEWAY IN DISREPAIR,56-112 C.O.,56,01/23/2020,5822 WOODLAND AVE,Jackson,MO,64110,147408,5,Metro,119,Blue Hills,"5822 WOODLAND AVE
MO 64110
(39.0206, -94.56519)",2,7,165,58
1062351,2012051563,Open,04/20/2012,,3793,NSWLOPSTOR,UNAPPROVED STORAGE,48-32 C.O.,48,01/23/2020,5822 WOODLAND AVE,Jackson,MO,64110,147408,5,Metro,119,Blue Hills,"5822 WOODLAND AVE
MO 64110
(39.0206, -94.56519)",2,7,165,58
1062351,2012051563,Open,04/20/2012,,3793,NSRV03,PARKED IN UNAPPROVED LOCATION,48-35 C.O.,48,01/23/2020,5822 WOODLAND AVE,Jackson,MO,64110,147408,5,Metro,119,Blue Hills,"5822 WOODLAND AVE
MO 64110
(39.0206, -94.56519)",2,7,165,58
1062351,2012051563,Open,04/20/2012,,3793,NSWLTRASH,"LITTER, TRASH, REFUSE, AND RUBBISH",48-25 C.O.,48,01/23/2020,5822 WOODLAND AVE,Jackson,MO,64110,147408,5,Metro,119,Blue Hills,"5822 WOODLAND AVE
MO 64110
(39.0206, -94.56519)",2,7,165,58
1067310,2012081933,Open,06/19/2012,,3733,NSFOUND01,CRACKS IN FOUNDATION,56-131 C.O.,56,01/24/2020,5019 Paseo,Jackson,MO,64110,138374,3,Metro,119,Blue Hills,"5019 Paseo
MO 64110
(39.03538, -94.56673)",3,7,165,58
