Report_No,Zip Code,Reported_Date,Reported Time,From_Date,From Time,To_Date,To Time,Offense,IBRS,Description,Beat,Address,Rep_Dist,City,Area,DVFlag,Invl_No,Involvement,Race,Sex,Age,Location 1,Firearm Used Flag  ,Neighborhood Census,Council Districts,County Boundary,Zip Codes
140037801,99999,06/02/2014 12:00:00 AM,12:03,05/28/2014 12:00:00 AM,0:01,05/28/2014 12:00:00 AM,23:59,1122,26B,Credit/Debit/ATM Car,999,9900  S UNKNOWN ST,PKC000,KANSAS CITY,PD1,U,1,SUS,U,U,,"9900 S UNKNOWN ST
KANSAS CITY 99999
(39.102950303, -94.583075872)",N,5,4,7,75
140078724,97208,10/30/2014 12:00:00 AM,15:36,09/01/2014 12:00:00 AM,12:00,,,1120,26A,Fraud/Confidence Gam,134,4900  WESTWOOD TE,PJ3881,KANSAS CITY,CPD,U,1,VIC,B,M,31,"4900 WESTWOOD
TE KANSAS CITY 97208
(39.038602101, -94.605438892)",N,223,4,7,44
140078724,97208,10/30/2014 12:00:00 AM,15:36,09/01/2014 12:00:00 AM,12:00,,,1120,26A,Fraud/Confidence Gam,134,4900  WESTWOOD TE,PJ3881,KANSAS CITY,CPD,U,1,SUS,U,U,,"4900 WESTWOOD
TE KANSAS CITY 97208
(39.038602101, -94.605438892)",N,223,4,7,44
140062676,95828,09/01/2014 12:00:00 AM,14:25,01/01/2012 12:00:00 AM,24:00:00,12/31/2012 12:00:00 AM,23:59,2601,90Z,Misc Violation,343,7500  WHISPERWILLOW DR,PJ2294,SACRAMENTO,EPD,N,1,SUS,B,M,28,"7500 WHISPERWILLOW DR
SACRAMENTO 95828
(38.484794795, -121.420394377)",N,,,,
140062676,95828,09/01/2014 12:00:00 AM,14:25,01/01/2012 12:00:00 AM,24:00:00,12/31/2012 12:00:00 AM,23:59,2601,90Z,Misc Violation,343,7500  WHISPERWILLOW DR,PJ2294,SACRAMENTO,EPD,N,1,VIC,W,M,,"7500 WHISPERWILLOW DR
SACRAMENTO 95828
(38.484794795, -121.420394377)",N,,,,
140009226,94109,02/09/2014 12:00:00 AM,15:44,02/08/2014 12:00:00 AM,22:50,,,401,13A,Aggravated Assault (,125,1200  E LINWOOD BL,PJ2541,KANSAS CITY,CPD,U,1,VIC,W,M,,"1200 E LINWOOD
BL KANSAS CITY 94109
(39.068666047, -94.569960245)",N,123,3,7,19
140009226,94109,02/09/2014 12:00:00 AM,15:44,02/08/2014 12:00:00 AM,22:50,,,401,13A,Aggravated Assault (,125,1200  E LINWOOD BL,PJ2541,KANSAS CITY,CPD,U,2,SUS,W,M,20,"1200 E LINWOOD
BL KANSAS CITY 94109
(39.068666047, -94.569960245)",N,123,3,7,19
140009226,94109,02/09/2014 12:00:00 AM,15:44,02/08/2014 12:00:00 AM,22:50,,,401,13A,Aggravated Assault (,125,1200  E LINWOOD BL,PJ2541,KANSAS CITY,CPD,U,1,SUS,W,M,20,"1200 E LINWOOD
BL KANSAS CITY 94109
(39.068666047, -94.569960245)",N,123,3,7,19
140054781,90210,08/04/2014 12:00:00 AM,17:03,08/04/2014 12:00:00 AM,17:02,,,2655,90J,Trespassing,122,1600  ELLA FITZGERALD LN,PJ1056,KANSAS CITY,CPD,U,1,VIC,,,,"1600 ELLA FITZGERALD LN
KANSAS CITY 90210
(39.100264636, -94.562411743)",N,134,3,7,75
140040182,90210,06/11/2014 12:00:00 AM,13:01,06/11/2014 12:00:00 AM,13:00,,,2655,90J,Trespassing,122,1600  MARY LOU WILLIAMS LN,PJ0910,KANSAS CITY,CPD,U,1,VIC,,,,"1600 MARY LOU WILLIAMS LN
KANSAS CITY 90210
(39.101938724, -94.562371212)",N,134,3,7,75
140054781,90210,08/04/2014 12:00:00 AM,17:03,08/04/2014 12:00:00 AM,17:02,,,2655,90J,Trespassing,122,1600  ELLA FITZGERALD LN,PJ1056,KANSAS CITY,CPD,U,1,ARR,B,F,20,"1600 ELLA FITZGERALD LN
KANSAS CITY 90210
(39.100264636, -94.562411743)",N,134,3,7,75
140040182,90210,06/11/2014 12:00:00 AM,13:01,06/11/2014 12:00:00 AM,13:00,,,2655,90J,Trespassing,122,1600  MARY LOU WILLIAMS LN,PJ0910,KANSAS CITY,CPD,U,1,ARR,B,M,27,"1600 MARY LOU WILLIAMS LN
KANSAS CITY 90210
(39.101938724, -94.562371212)",N,134,3,7,75
140086815,86108,12/03/2014 12:00:00 AM,15:26,09/18/2014 12:00:00 AM,12:30,12/02/2014 12:00:00 AM,14:45,650,23G,Stealing Auto Parts/,115,0  PERSHING RD E,PJ2072,KANSAS CITY,CPD,U,1,SUS,U,U,,"0 PERSHING RD E
KANSAS CITY 86108
(39.102950303, -94.583075872)",N,5,4,7,75
140086815,86108,12/03/2014 12:00:00 AM,15:26,09/18/2014 12:00:00 AM,12:30,12/02/2014 12:00:00 AM,14:45,650,23G,Stealing Auto Parts/,115,0  PERSHING RD E,PJ2072,KANSAS CITY,CPD,U,1,VIC,W,F,46,"0 PERSHING RD E
KANSAS CITY 86108
(39.102950303, -94.583075872)",N,5,4,7,75
140014522,74138,03/04/2014 12:00:00 AM,19:00,03/04/2014 12:00:00 AM,17:30,,,670,23D,Stealing from Buildi,542,9000  OLD SANTA FE RD,PJ6346,KANSAS CITY,SPD,U,1,VIC,B,F,44,"9000 OLD SANTA FE RD
KANSAS CITY 74138
(38.96052172, -94.505166685)",N,35,2,7,98
140014522,74138,03/04/2014 12:00:00 AM,19:00,03/04/2014 12:00:00 AM,17:30,,,670,23D,Stealing from Buildi,542,9000  OLD SANTA FE RD,PJ6346,KANSAS CITY,SPD,U,1,SUS,U,U,,"9000 OLD SANTA FE RD
KANSAS CITY 74138
(38.96052172, -94.505166685)",N,35,2,7,98
140076387,74137,10/21/2014 12:00:00 AM,23:31,10/21/2014 12:00:00 AM,23:31,10/21/2014 12:00:00 AM,23:47,403,13A,Agg Assault - Domest,242,8100  PARK AV,PJ6020,KANSAS CITY,MPD,Y,1,SUS,W,F,32,"8100 PARK AV
KANSAS CITY 74137
(38.979982065, -94.561390298)",N,205,2,7,151
140076387,74137,10/21/2014 12:00:00 AM,23:31,10/21/2014 12:00:00 AM,23:31,10/21/2014 12:00:00 AM,23:47,403,13A,Agg Assault - Domest,242,8100  PARK AV,PJ6020,KANSAS CITY,MPD,Y,1,VIC,B,M,52,"8100 PARK AV
KANSAS CITY 74137
(38.979982065, -94.561390298)",N,205,2,7,151
140020082,66418,03/26/2014 12:00:00 AM,18:46,03/26/2014 12:00:00 AM,11:00,03/26/2014 12:00:00 AM,19:00,501,220,Burglary - Residence,421,8200  NW PRAIRIE VIEW RD,PP0398,KANSAS CITY,NPD,U,1,VIC,W,F,23,"8200 NW PRAIRIE VIEW RD
KANSAS CITY 66418
(39.243381449, -94.658857969)",N,69,5,3,77
140020082,66418,03/26/2014 12:00:00 AM,18:46,03/26/2014 12:00:00 AM,11:00,03/26/2014 12:00:00 AM,19:00,501,220,Burglary - Residence,421,8200  NW PRAIRIE VIEW RD,PP0398,KANSAS CITY,NPD,U,1,SUS,U,U,,"8200 NW PRAIRIE VIEW RD
KANSAS CITY 66418
(39.243381449, -94.658857969)",N,69,5,3,77
140025459,66223,04/16/2014 12:00:00 AM,17:31,04/16/2014 12:00:00 AM,10:30,04/16/2014 12:00:00 AM,17:00,1401,290,Property Damage,212,6500  BEACON DR,PJ4970,KANSAS CITY,MPD,U,1,SUS,U,U,,"6500 BEACON DR
KANSAS CITY 66223
(39.009103931, -94.509519989)",N,169,2,7,37
140025459,66223,04/16/2014 12:00:00 AM,17:31,04/16/2014 12:00:00 AM,10:30,04/16/2014 12:00:00 AM,17:00,1401,290,Property Damage,212,6500  BEACON DR,PJ4970,KANSAS CITY,MPD,U,1,VIC,W,M,29,"6500 BEACON DR
KANSAS CITY 66223
(39.009103931, -94.509519989)",N,169,2,7,37
140006174,66211,01/27/2014 12:00:00 AM,9:00,01/27/2014 12:00:00 AM,9:00,,,2601,90Z,Misc Violation,999,200  N JAMES ST,PWX001,KANSAS CITY,OSPD,U,1,VIC,,,,"200 N JAMES ST
KANSAS CITY 66211
(39.107599988, -94.612485342)",N,,,5,73
140006174,66211,01/27/2014 12:00:00 AM,9:00,01/27/2014 12:00:00 AM,9:00,,,2601,90Z,Misc Violation,999,200  N JAMES ST,PWX001,KANSAS CITY,OSPD,U,1,SUS,U,U,,"200 N JAMES ST
KANSAS CITY 66211
(39.107599988, -94.612485342)",N,,,5,73
140054182,66209,08/02/2014 12:00:00 AM,10:34,05/28/2014 12:00:00 AM,11:23,07/18/2014 12:00:00 AM,8:00,1001,250,Forgery,222,4900  MICHIGAN AV,PJ3963,KANSAS CITY,MPD,U,1,VIC,W,M,58,"4900 MICHIGAN AV
KANSAS CITY 66209
(39.037595382, -94.562717386)",N,58,3,7,157
140054182,66209,08/02/2014 12:00:00 AM,10:34,05/28/2014 12:00:00 AM,11:23,07/18/2014 12:00:00 AM,8:00,1001,250,Forgery,222,4900  MICHIGAN AV,PJ3963,KANSAS CITY,MPD,U,1,SUS,U,U,,"4900 MICHIGAN AV
KANSAS CITY 66209
(39.037595382, -94.562717386)",N,58,3,7,157
140016931,66204,03/14/2014 12:00:00 AM,4:58,02/25/2014 12:00:00 AM,0:01,03/13/2014 12:00:00 AM,3:00,2601,90Z,Misc Violation,999,9100  W 74 ST,PJCX01,SHAWNEE MISSI,OSPD,U,1,VIC,U,U,,"9100 W 74 ST
SHAWNEE MISSI 66204
(38.995148477, -94.692919236)",N,,,8,103
140016931,66204,03/14/2014 12:00:00 AM,4:58,02/25/2014 12:00:00 AM,0:01,03/13/2014 12:00:00 AM,3:00,2601,90Z,Misc Violation,999,9100  W 74 ST,PJCX01,SHAWNEE MISSI,OSPD,U,1,SUS,U,U,,"9100 W 74 ST
SHAWNEE MISSI 66204
(38.995148477, -94.692919236)",N,,,8,103
140044034,66202,06/21/2014 12:00:00 AM,20:00,06/21/2014 12:00:00 AM,20:00,,,1651,40A,Prostitution/Patroni,,6600  E FRONTAGE,,MERRIAM,,U,1,VIC,,,,"6600 E FRONTAGE
MERRIAM 66202
(39.011707759, -94.692989197)",N,,,8,42
140044034,66202,06/21/2014 12:00:00 AM,20:00,06/21/2014 12:00:00 AM,20:00,,,1651,40A,Prostitution/Patroni,,6600  E FRONTAGE,,MERRIAM,,U,1,SUS,W,F,19,"6600 E FRONTAGE
MERRIAM 66202
(39.011707759, -94.692989197)",N,,,8,42
140050337,66202,07/19/2014 12:00:00 AM,1:41,07/19/2014 12:00:00 AM,1:41,,,2402,90C,Disorderly Conduct,113,100  E 13 ST,PJ1177,KANSAS CITY,CPD,U,1,VIC,W,M,23,"100 E 13 ST
KANSAS CITY 66202
(39.098579641, -94.582043106)",N,5,4,7,75
140050337,66202,07/19/2014 12:00:00 AM,1:41,07/19/2014 12:00:00 AM,1:41,,,2402,90C,Disorderly Conduct,113,100  E 13 ST,PJ1177,KANSAS CITY,CPD,U,1,ARR,B,M,24,"100 E 13 ST
KANSAS CITY 66202
(39.098579641, -94.582043106)",N,5,4,7,75
140050516,66160,07/19/2014 12:00:00 AM,17:10,07/19/2014 12:00:00 AM,17:10,,,3010,,Casualty (includes a,999,"3900  RAINBOW BLVD , KK",PWX001,KANSAS CITY,OSPD,U,1,VIC,W,M,44,"3900 RAINBOW BLVD
KK KANSAS CITY 66160
(39.057220869, -94.61184125)",N,,,5,91
140005805,66133,01/25/2014 12:00:00 AM,16:53,01/24/2014 12:00:00 AM,16:53,,,302,120,Armed Robbery,345,10000  E 47 ST,PJ4170,KANSAS CITY,EPD,N,2,SUS,B,M,,"10000 E 47 ST
KANSAS CITY 66133
(39.037516213, -94.461911208)",Y,165,3,7,37
140005805,66133,01/25/2014 12:00:00 AM,16:53,01/24/2014 12:00:00 AM,16:53,,,302,120,Armed Robbery,345,10000  E 47 ST,PJ4170,KANSAS CITY,EPD,N,1,SUS,B,M,,"10000 E 47 ST
KANSAS CITY 66133
(39.037516213, -94.461911208)",Y,165,3,7,37
140005805,66133,01/25/2014 12:00:00 AM,16:53,01/24/2014 12:00:00 AM,16:53,,,302,120,Armed Robbery,345,10000  E 47 ST,PJ4170,KANSAS CITY,EPD,N,1,VIC,W,M,20,"10000 E 47 ST
KANSAS CITY 66133
(39.037516213, -94.461911208)",Y,165,3,7,37
140084893,66130,11/24/2014 12:00:00 AM,17:57,11/24/2014 12:00:00 AM,17:57,,,840,90Z,Resisting an Officer,222,5800  MICHIGAN AV,PJ4638,KANSAS CITY,MPD,U,1,VIC,,,,"5800 MICHIGAN AV
KANSAS CITY 66130
(39.021303241, -94.563696095)",N,58,2,7,157
140084893,66130,11/24/2014 12:00:00 AM,17:57,11/24/2014 12:00:00 AM,17:57,,,840,90Z,Resisting an Officer,222,5800  MICHIGAN AV,PJ4638,KANSAS CITY,MPD,U,1,ARR,W,M,48,"5800 MICHIGAN AV
KANSAS CITY 66130
(39.021303241, -94.563696095)",N,58,2,7,157
140001712,66124,01/08/2014 12:00:00 AM,18:52,12/01/2013 12:00:00 AM,12:00,01/08/2014 12:00:00 AM,17:00,501,220,Burglary - Residence,313,2600  E 7 ST,PJ0727,KANSAS CITY,EPD,U,2,VIC,A,M,39,"2600 E 7 ST
KANSAS CITY 66124
(39.104496583, -94.551011049)",N,109,3,7,70
140001712,66124,01/08/2014 12:00:00 AM,18:52,12/01/2013 12:00:00 AM,12:00,01/08/2014 12:00:00 AM,17:00,501,220,Burglary - Residence,313,2600  E 7 ST,PJ0727,KANSAS CITY,EPD,U,1,SUS,U,U,,"2600 E 7 ST
KANSAS CITY 66124
(39.104496583, -94.551011049)",N,109,3,7,70
140001712,66124,01/08/2014 12:00:00 AM,18:52,12/01/2013 12:00:00 AM,12:00,01/08/2014 12:00:00 AM,17:00,501,220,Burglary - Residence,313,2600  E 7 ST,PJ0727,KANSAS CITY,EPD,U,1,VIC,A,F,29,"2600 E 7 ST
KANSAS CITY 66124
(39.104496583, -94.551011049)",N,109,3,7,70
140022184,66118,04/04/2014 12:00:00 AM,7:00,04/04/2014 12:00:00 AM,7:00,,,2601,90Z,Misc Violation,999,200  N JAMES ST,PWX001,KANSAS CITY,OSPD,U,1,SUS,U,U,,"200 N JAMES ST
KANSAS CITY 66118
(39.107599988, -94.612485342)",N,,,5,73
140022184,66118,04/04/2014 12:00:00 AM,7:00,04/04/2014 12:00:00 AM,7:00,,,2601,90Z,Misc Violation,999,200  N JAMES ST,PWX001,KANSAS CITY,OSPD,U,1,VIC,,,,"200 N JAMES ST
KANSAS CITY 66118
(39.107599988, -94.612485342)",N,,,5,73
140050332,66115,07/18/2014 12:00:00 AM,22:31,07/18/2014 12:00:00 AM,22:31,,,2100,90D,Driving Under Influe,411,NW HARLEM/US 169 HWY,,KANSAS CITY,,U,1,ARR,W,M,47,"169 HWY
KANSAS CITY 66115
(39.139659387, -94.617796876)",N,,,5,55
140054329,66114,08/02/2014 12:00:00 AM,21:16,07/05/2014 12:00:00 AM,9:00,08/02/2014 12:00:00 AM,17:00,1401,290,Property Damage,234,200  W POCAHONTAS LN,PJ6096,KANSAS CITY,MPD,U,1,VIC,U,M,55,"200 W POCAHONTAS LN
KANSAS CITY 66114
(38.973288353, -94.592538168)",N,201,1,7,162
140054329,66114,08/02/2014 12:00:00 AM,21:16,07/05/2014 12:00:00 AM,9:00,08/02/2014 12:00:00 AM,17:00,1401,290,Property Damage,234,200  W POCAHONTAS LN,PJ6096,KANSAS CITY,MPD,U,1,SUS,U,U,,"200 W POCAHONTAS LN
KANSAS CITY 66114
(38.973288353, -94.592538168)",N,201,1,7,162
140074073,66113,10/13/2014 12:00:00 AM,14:52,10/10/2014 12:00:00 AM,8:00,10/12/2014 12:00:00 AM,14:00,640,23F,Stealing From Auto,231,6500  EDGEVALE RD,PJ5021,KANSAS CITY,MPD,U,1,SUS,U,U,,"6500 EDGEVALE RD
KANSAS CITY 66113
(39.010036161, -94.584084865)",N,118,1,7,164
140075716,66113,10/19/2014 12:00:00 AM,13:52,10/19/2014 12:00:00 AM,13:50,,,501,220,Burglary - Residence,221,5500  WORNALL RD,PJ4400,KANSAS CITY,MPD,U,1,VIC,W,F,33,"5500 WORNALL RD
KANSAS CITY 66113
(39.02777332, -94.592406122)",N,155,4,7,164
140074073,66113,10/13/2014 12:00:00 AM,14:52,10/10/2014 12:00:00 AM,8:00,10/12/2014 12:00:00 AM,14:00,640,23F,Stealing From Auto,231,6500  EDGEVALE RD,PJ5021,KANSAS CITY,MPD,U,1,VIC,W,M,67,"6500 EDGEVALE RD
KANSAS CITY 66113
(39.010036161, -94.584084865)",N,118,1,7,164
140075716,66113,10/19/2014 12:00:00 AM,13:52,10/19/2014 12:00:00 AM,13:50,,,501,220,Burglary - Residence,221,5500  WORNALL RD,PJ4400,KANSAS CITY,MPD,U,1,SUS,U,U,,"5500 WORNALL RD
KANSAS CITY 66113
(39.02777332, -94.592406122)",N,155,4,7,164
140014097,66112,03/03/2014 12:00:00 AM,9:00,01/20/2014 12:00:00 AM,17:00,01/27/2014 12:00:00 AM,17:00,670,23D,Stealing from Buildi,113,1600  GENESEE ST,PJ1325,KANSAS CITY,CPD,U,1,VIC,,,,"1600 GENESEE ST
KANSAS CITY 66112
(39.094555128, -94.604942898)",N,241,4,7,20
140014097,66112,03/03/2014 12:00:00 AM,9:00,01/20/2014 12:00:00 AM,17:00,01/27/2014 12:00:00 AM,17:00,670,23D,Stealing from Buildi,113,1600  GENESEE ST,PJ1325,KANSAS CITY,CPD,U,1,SUS,U,U,,"1600 GENESEE ST
KANSAS CITY 66112
(39.094555128, -94.604942898)",N,241,4,7,20
140057569,66111,08/14/2014 12:00:00 AM,8:00,08/14/2014 12:00:00 AM,8:00,,,2601,90Z,Misc Violation,999,200  N JAMES ST,PWX001,KANSAS CITY,OSPD,U,1,VIC,,,,"200 N JAMES ST
KANSAS CITY 66111
(39.107599988, -94.612485342)",N,,,5,73
140057569,66111,08/14/2014 12:00:00 AM,8:00,08/14/2014 12:00:00 AM,8:00,,,2601,90Z,Misc Violation,999,200  N JAMES ST,PWX001,KANSAS CITY,OSPD,U,1,SUS,U,U,,"200 N JAMES ST
KANSAS CITY 66111
(39.107599988, -94.612485342)",N,,,5,73
140051996,66109,07/25/2014 12:00:00 AM,0:22,07/24/2014 12:00:00 AM,7:00,07/25/2014 12:00:00 AM,0:01,501,220,Burglary - Residence,112,800  WALNUT ST,PJ0795,KANSAS CITY,CPD,U,1,VIC,W,F,32,"800 WALNUT ST
KANSAS CITY 66109
(39.104371186, -94.581877999)",N,5,4,7,75
140051996,66109,07/25/2014 12:00:00 AM,0:22,07/24/2014 12:00:00 AM,7:00,07/25/2014 12:00:00 AM,0:01,501,220,Burglary - Residence,112,800  WALNUT ST,PJ0795,KANSAS CITY,CPD,U,1,SUS,U,U,,"800 WALNUT ST
KANSAS CITY 66109
(39.104371186, -94.581877999)",N,5,4,7,75
140058311,66109,08/16/2014 12:00:00 AM,21:27,08/16/2014 12:00:00 AM,21:20,,,802,13B,Non Agg Assault Dome,123,1400  E 27 ST,PJ2157,KANSAS CITY,CPD,Y,1,VIC,B,F,57,"1400 E 27 ST
KANSAS CITY 66109
(39.077622649, -94.566899548)",N,57,3,7,92
