Reported_Date,Offense,IBRS,Description,Address,City,Zip Code,Race,Sex,Age,Location 1,Firearm Used Flag  ,Neighborhood Census,Council Districts,County Boundary,Zip Codes
05/09/2014 12:00:00 AM,650,23G,Stealing Auto Parts/,9900  S UNKNOWN ST,KANSAS CITY,99999,U,U,,"9900 S UNKNOWN ST
KANSAS CITY 99999
(39.102950303, -94.583075872)",N,5,4,7,75
10/27/2014 12:00:00 AM,1188,26E,Wire Fraud,9900  S UNKNOWN ST,KANSAS CITY,99999,U,U,,"9900 S UNKNOWN ST
KANSAS CITY 99999
(39.102950303, -94.583075872)",N,5,4,7,75
06/17/2014 12:00:00 AM,1188,26E,Wire Fraud,9900  S UNKNOWN ST,KANSAS CITY,99999,B,F,40,"9900 S UNKNOWN ST
KANSAS CITY 99999
(39.102950303, -94.583075872)",N,5,4,7,75
06/17/2014 12:00:00 AM,1188,26E,Wire Fraud,9900  S UNKNOWN ST,KANSAS CITY,99999,B,F,43,"9900 S UNKNOWN ST
KANSAS CITY 99999
(39.102950303, -94.583075872)",N,5,4,7,75
04/03/2014 12:00:00 AM,650,23G,Stealing Auto Parts/,9900  S UNKNOWN ST,KANSAS CITY,99999,U,U,,"9900 S UNKNOWN ST
KANSAS CITY 99999
(39.102950303, -94.583075872)",N,5,4,7,75
04/08/2014 12:00:00 AM,1198,26C,Impersonation,9900  S UNKNOWN ST,KANSAS CITY,99999,B,M,22,"9900 S UNKNOWN ST
KANSAS CITY 99999
(39.102950303, -94.583075872)",N,5,4,7,75
10/27/2014 12:00:00 AM,1198,26C,Impersonation,9900  S UNKNOWN ST,KANSAS CITY,99999,U,U,,"9900 S UNKNOWN ST
KANSAS CITY 99999
(39.102950303, -94.583075872)",N,5,4,7,75
07/23/2014 12:00:00 AM,1401,290,Property Damage,9900  S UNKNOWN ST,KANSAS CITY,99999,W,M,30,"9900 S UNKNOWN ST
KANSAS CITY 99999
(39.102950303, -94.583075872)",N,5,4,7,75
10/27/2014 12:00:00 AM,1198,26C,Impersonation,9900  S UNKNOWN ST,KANSAS CITY,99999,B,M,37,"9900 S UNKNOWN ST
KANSAS CITY 99999
(39.102950303, -94.583075872)",N,5,4,7,75
08/26/2014 12:00:00 AM,1198,26C,Impersonation,9900  S UNKNOWN ST,KANSAS CITY,99999,W,F,46,"9900 S UNKNOWN ST
KANSAS CITY 99999
(39.102950303, -94.583075872)",N,5,4,7,75
07/23/2014 12:00:00 AM,1401,290,Property Damage,9900  S UNKNOWN ST,KANSAS CITY,99999,U,U,,"9900 S UNKNOWN ST
KANSAS CITY 99999
(39.102950303, -94.583075872)",N,5,4,7,75
02/17/2014 12:00:00 AM,640,23F,Stealing From Auto,9900  S UNKNOWN ST,KANSAS CITY,99999,U,U,,"9900 S UNKNOWN ST
KANSAS CITY 99999
(39.102950303, -94.583075872)",N,5,4,7,75
04/08/2014 12:00:00 AM,1198,26C,Impersonation,9900  S UNKNOWN ST,KANSAS CITY,99999,U,U,,"9900 S UNKNOWN ST
KANSAS CITY 99999
(39.102950303, -94.583075872)",N,5,4,7,75
04/03/2014 12:00:00 AM,650,23G,Stealing Auto Parts/,9900  S UNKNOWN ST,KANSAS CITY,99999,W,F,52,"9900 S UNKNOWN ST
KANSAS CITY 99999
(39.102950303, -94.583075872)",N,5,4,7,75
05/09/2014 12:00:00 AM,650,23G,Stealing Auto Parts/,9900  S UNKNOWN ST,KANSAS CITY,99999,B,M,23,"9900 S UNKNOWN ST
KANSAS CITY 99999
(39.102950303, -94.583075872)",N,5,4,7,75
06/02/2014 12:00:00 AM,1122,26B,Credit/Debit/ATM Car,9900  S UNKNOWN ST,KANSAS CITY,99999,U,U,,"9900 S UNKNOWN ST
KANSAS CITY 99999
(39.102950303, -94.583075872)",N,5,4,7,75
10/14/2014 12:00:00 AM,650,23G,Stealing Auto Parts/,9900  S UNKNOWN ST,KANSAS CITY,99999,W,M,28,"9900 S UNKNOWN ST
KANSAS CITY 99999
(39.102950303, -94.583075872)",N,5,4,7,75
02/17/2014 12:00:00 AM,640,23F,Stealing From Auto,9900  S UNKNOWN ST,KANSAS CITY,99999,W,F,69,"9900 S UNKNOWN ST
KANSAS CITY 99999
(39.102950303, -94.583075872)",N,5,4,7,75
06/02/2014 12:00:00 AM,1122,26B,Credit/Debit/ATM Car,9900  S UNKNOWN ST,KANSAS CITY,99999,B,F,59,"9900 S UNKNOWN ST
KANSAS CITY 99999
(39.102950303, -94.583075872)",N,5,4,7,75
08/19/2014 12:00:00 AM,690,23H,Stealing All Other,9900  S UNKNOWN ST,KANSAS CITY,99999,U,U,,"9900 S UNKNOWN ST
KANSAS CITY 99999
(39.102950303, -94.583075872)",N,5,4,7,75
08/19/2014 12:00:00 AM,690,23H,Stealing All Other,9900  S UNKNOWN ST,KANSAS CITY,99999,B,F,54,"9900 S UNKNOWN ST
KANSAS CITY 99999
(39.102950303, -94.583075872)",N,5,4,7,75
10/14/2014 12:00:00 AM,650,23G,Stealing Auto Parts/,9900  S UNKNOWN ST,KANSAS CITY,99999,U,U,,"9900 S UNKNOWN ST
KANSAS CITY 99999
(39.102950303, -94.583075872)",N,5,4,7,75
10/27/2014 12:00:00 AM,1188,26E,Wire Fraud,9900  S UNKNOWN ST,KANSAS CITY,99999,B,M,68,"9900 S UNKNOWN ST
KANSAS CITY 99999
(39.102950303, -94.583075872)",N,5,4,7,75
08/26/2014 12:00:00 AM,1198,26C,Impersonation,9900  S UNKNOWN ST,KANSAS CITY,99999,U,U,,"9900 S UNKNOWN ST
KANSAS CITY 99999
(39.102950303, -94.583075872)",N,5,4,7,75
10/30/2014 12:00:00 AM,1120,26A,Fraud/Confidence Gam,4900  WESTWOOD TE,KANSAS CITY,97208,B,M,31,"4900 WESTWOOD
TE KANSAS CITY 97208
(39.038602101, -94.605438892)",N,223,4,7,44
10/30/2014 12:00:00 AM,1120,26A,Fraud/Confidence Gam,4900  WESTWOOD TE,KANSAS CITY,97208,U,U,,"4900 WESTWOOD
TE KANSAS CITY 97208
(39.038602101, -94.605438892)",N,223,4,7,44
09/01/2014 12:00:00 AM,2601,90Z,Misc Violation,7500  WHISPERWILLOW DR,SACRAMENTO,95828,W,M,,"7500 WHISPERWILLOW DR
SACRAMENTO 95828
(38.484794795, -121.420394377)",N,,,,
09/01/2014 12:00:00 AM,2601,90Z,Misc Violation,7500  WHISPERWILLOW DR,SACRAMENTO,95828,B,M,28,"7500 WHISPERWILLOW DR
SACRAMENTO 95828
(38.484794795, -121.420394377)",N,,,,
02/09/2014 12:00:00 AM,401,13A,Aggravated Assault (,1200  E LINWOOD BL,KANSAS CITY,94109,W,M,20,"1200 E LINWOOD
BL KANSAS CITY 94109
(39.068666047, -94.569960245)",N,123,3,7,19
02/09/2014 12:00:00 AM,401,13A,Aggravated Assault (,1200  E LINWOOD BL,KANSAS CITY,94109,W,M,20,"1200 E LINWOOD
BL KANSAS CITY 94109
(39.068666047, -94.569960245)",N,123,3,7,19
02/09/2014 12:00:00 AM,401,13A,Aggravated Assault (,1200  E LINWOOD BL,KANSAS CITY,94109,W,M,,"1200 E LINWOOD
BL KANSAS CITY 94109
(39.068666047, -94.569960245)",N,123,3,7,19
08/04/2014 12:00:00 AM,2655,90J,Trespassing,1600  ELLA FITZGERALD LN,KANSAS CITY,90210,,,,"1600 ELLA FITZGERALD LN
KANSAS CITY 90210
(39.100264636, -94.562411743)",N,134,3,7,75
