Reported_Date,Offense,IBRS,Description,Address,City,Zip Code,Race,Sex,Age,Location 1,Firearm Used Flag  ,Neighborhood Census,Council Districts,County Boundary,Zip Codes
02/27/2014 12:00:00 AM,1702,36B,Statutory Rape,1100  LOCUST,KANSAS CITY,64111,W,F,,"1100 LOCUST
KANSAS CITY 64111
(39.05549663, -94.59306945)",N,42,4,7,50
02/09/2014 12:00:00 AM,1401,290,Property Damage,4000  PENNSYLVANIA AV,KANSAS CITY,64111,W,F,29,"4000 PENNSYLVANIA AV
KANSAS CITY 64111
(39.054955716, -94.59314501)",N,42,4,7,50
05/25/2014 12:00:00 AM,640,23F,Stealing From Auto,W 39 ST/MAIN ST,KANSAS CITY,64111,W,M,24,"39 ST MAIN ST
KANSAS CITY 64111
(39.05549663, -94.59306945)",N,42,4,7,50
10/18/2014 12:00:00 AM,840,90Z,Resisting an Officer,ARCHIBALD AV/PENNSYLVANIA AV,KANSAS CITY,64111,,,,"ARCHIBALD AV/PENNSYLVANIA KANSAS CITY, AV 64111
(39.05549663, -94.59306945)",N,42,4,7,50
01/14/2014 12:00:00 AM,2655,90J,Trespassing,4000  BROADWAY,KANSAS CITY,64111,,,,"4000 BROADWAY
KANSAS CITY 64111
(39.054742661, -94.590930669)",N,42,4,7,50
01/31/2014 12:00:00 AM,640,23F,Stealing From Auto,3600  WALNUT ST,KANSAS CITY,64111,U,U,,"3600 WALNUT ST
KANSAS CITY 64111
(39.061632833, -94.584646228)",N,32,4,7,50
01/19/2014 12:00:00 AM,670,23D,Stealing from Buildi,3700  BROADWAY BLVD,KANSAS CITY,64111,W,F,73,"3700 BROADWAY BLVD
KANSAS CITY 64111
(39.061101631, -94.590545911)",N,228,4,7,50
08/30/2014 12:00:00 AM,2402,90C,Disorderly Conduct,W 33 ST/SOUTHWEST TF,KANSAS CITY,64111,,,,"33 ST SOUTHWEST
TF KANSAS CITY 64111
(39.05549663, -94.59306945)",N,42,4,7,50
03/12/2014 12:00:00 AM,1401,290,Property Damage,W 39 ST/WYANDOTTE ST,KANSAS CITY,64111,U,U,,"39 ST WYANDOTTE ST
KANSAS CITY 64111
(39.05549663, -94.59306945)",N,42,4,7,50
10/13/2014 12:00:00 AM,802,13B,Non Agg Assault Dome,3600  WARWICK BL,KANSAS CITY,64111,W,M,32,"3600 WARWICK
BL KANSAS CITY 64111
(39.061823315, -94.58348689)",N,32,4,7,50
04/26/2014 12:00:00 AM,702,240,Auto Theft,W 42 ST/PENNSYLVANIA AV,KANSAS CITY,64111,U,U,,"42 ST PENNSYLVANIA AV
KANSAS CITY 64111
(39.05549663, -94.59306945)",N,42,4,7,50
09/20/2014 12:00:00 AM,670,23D,Stealing from Buildi,900  W 44 ST,KANSAS CITY,64111,U,U,,"900 W 44 ST
KANSAS CITY 64111
(39.048069101, -94.597273097)",N,148,4,7,50
03/13/2014 12:00:00 AM,1401,290,Property Damage,4200  WORNALL RD,KANSAS CITY,64111,,,,"4200 WORNALL RD
KANSAS CITY 64111
(39.050810602, -94.590655378)",N,42,4,7,50
12/26/2014 12:00:00 AM,702,240,Auto Theft,W 13 ST/BROADWAY,KANSAS CITY,64111,U,U,,"13 ST
BROADWAY KANSAS CITY 64111
(39.05549663, -94.59306945)",N,42,4,7,50
05/14/2014 12:00:00 AM,302,120,Armed Robbery,3700  WALNUT ST,KANSAS CITY,64111,U,U,,"3700 WALNUT ST
KANSAS CITY 64111
(39.060012725, -94.584745324)",N,32,4,7,50
11/02/2014 12:00:00 AM,802,13B,Non Agg Assault Dome,100  E LINWOOD BL,KANSAS CITY,64111,W,F,34,"100 E LINWOOD
BL KANSAS CITY 64111
(39.068457509, -94.584387965)",N,2,4,7,50
02/25/2014 12:00:00 AM,630,23C,Stealing Shoplifting,3900  MAIN ST,KANSAS CITY,64111,B,M,40,"3900 MAIN ST
KANSAS CITY 64111
(39.056069709, -94.586163038)",N,42,4,7,50
09/29/2014 12:00:00 AM,801,13B,Non Aggravated Assau,3900  WADDELL AV,KANSAS CITY,64111,I,M,37,"3900 WADDELL AV
KANSAS CITY 64111
(39.056873948, -94.595781219)",N,232,4,7,50
07/12/2014 12:00:00 AM,2402,90C,Disorderly Conduct,PENNSYLVANIA AV/WESTPORT RD,KANSAS CITY,64111,W,M,35,"PENNSYLVANIA AV/WESTPORT KANSAS CITY, RD 64111
(39.05549663, -94.59306945)",N,42,4,7,50
04/22/2014 12:00:00 AM,702,240,Auto Theft,4100  BROADWAY,KANSAS CITY,64111,U,U,,"4100 BROADWAY
KANSAS CITY 64111
(39.053249541, -94.590538203)",N,42,4,7,50
03/01/2014 12:00:00 AM,801,13B,Non Aggravated Assau,3700  BROADWAY,KANSAS CITY,64111,W,F,19,"3700 BROADWAY
KANSAS CITY 64111
(39.061101631, -94.590545911)",N,228,4,7,50
12/28/2014 12:00:00 AM,670,23D,Stealing from Buildi,800  W 39 ST,KANSAS CITY,64111,U,U,,"800 W 39 ST
KANSAS CITY 64111
(39.056991117, -94.595850281)",N,75,4,7,50
07/22/2014 12:00:00 AM,2201,90G,Liquor Law Violaton,700  WESTPORT RD,KANSAS CITY,64111,W,M,43,"700 WESTPORT RD
KANSAS CITY 64111
(39.051479683, -94.594913838)",N,42,4,7,50
06/16/2014 12:00:00 AM,840,90Z,Resisting an Officer,W 12 ST/PENNSYLVANIA AV,KANSAS CITY,64111,,,,"12 ST PENNSYLVANIA AV
KANSAS CITY 64111
(39.05549663, -94.59306945)",N,42,4,7,50
11/20/2014 12:00:00 AM,1401,290,Property Damage,BROADWAY/VALENTINE RD,KANSAS CITY,64111,A,M,42,"BROADWAY/VALENTINE KANSAS CITY, RD 64111
(39.05549663, -94.59306945)",N,42,4,7,50
07/31/2014 12:00:00 AM,660,23H,Stealing Bicycles,3200  MAIN ST,KANSAS CITY,64111,U,U,,"3200 MAIN ST
KANSAS CITY 64111
(39.069532877, -94.585385993)",N,2,4,7,50
06/15/2014 12:00:00 AM,801,13B,Non Aggravated Assau,800  WESTPORT RD,KANSAS CITY,64111,W,M,35,"800 WESTPORT RD
KANSAS CITY 64111
(39.051247317, -94.595709286)",N,42,4,7,50
08/10/2014 12:00:00 AM,640,23F,Stealing From Auto,W 39 ST/MAIN ST,KANSAS CITY,64111,U,U,,"39 ST MAIN ST
KANSAS CITY 64111
(39.05549663, -94.59306945)",N,42,4,7,50
01/07/2014 12:00:00 AM,401,13A,Aggravated Assault (,4400  WORNALL RD,KANSAS CITY,64111,W,M,20,"4400 WORNALL RD
KANSAS CITY 64111
(39.046353974, -94.5901837)",N,44,4,7,50
05/20/2014 12:00:00 AM,1122,26B,Credit/Debit/ATM Car,1200  E LINWOOD BL,KANSAS CITY,64111,U,U,,"1200 E LINWOOD
BL KANSAS CITY 64111
(39.068666047, -94.569960245)",N,123,3,7,19
03/14/2014 12:00:00 AM,802,13B,Non Agg Assault Dome,4300  CAMPBELL ST,KANSAS CITY,64111,B,M,,"4300 CAMPBELL ST
KANSAS CITY 64111
(39.048932236, -94.574918064)",N,191,4,7,165
04/26/2014 12:00:00 AM,1850,35B,Possession of Drug E,3900  BROADWAY,KANSAS CITY,64111,B,M,61,"3900 BROADWAY
KANSAS CITY 64111
(39.056582382, -94.590785585)",N,42,4,7,50
12/04/2014 12:00:00 AM,801,13B,Non Aggravated Assau,4300  WASHINGTON ST,KANSAS CITY,64111,B,F,83,"4300 WASHINGTON ST
KANSAS CITY 64111
(39.049374511, -94.59207605)",N,44,4,7,50
10/25/2014 12:00:00 AM,403,13A,Agg Assault - Domest,4400  JARBOE ST,KANSAS CITY,64111,W,M,39,"4400 JARBOE ST
KANSAS CITY 64111
(39.047982903, -94.599446136)",N,148,4,7,50
01/25/2014 12:00:00 AM,301,120,Strong Arm Robbery,3400  CAMPBELL ST,KANSAS CITY,64111,B,M,,"3400 CAMPBELL ST
KANSAS CITY 64111
(39.065215554, -94.573979333)",N,41,4,7,19
04/07/2014 12:00:00 AM,301,120,Strong Arm Robbery,100  W 39 ST,KANSAS CITY,64111,W,F,20,"100 W 39 ST
KANSAS CITY 64111
(39.056642115, -94.587422626)",N,32,4,7,50
12/14/2014 12:00:00 AM,2655,90J,Trespassing,3800  BROADWAY,KANSAS CITY,64111,B,M,36,"3800 BROADWAY
KANSAS CITY 64111
(39.057803801, -94.590715296)",N,228,4,7,50
03/31/2014 12:00:00 AM,840,90Z,Resisting an Officer,W ARMOUR BL/MAIN ST,KANSAS CITY,64111,,,,"W ARMOUR BL/MAIN KANSAS CITY, ST 64111
(39.05549663, -94.59306945)",N,42,4,7,50
04/24/2014 12:00:00 AM,2655,90J,Trespassing,W 39 ST/MAIN ST,KANSAS CITY,64111,W,F,62,"39 ST MAIN ST
KANSAS CITY 64111
(39.05549663, -94.59306945)",N,42,4,7,50
08/29/2014 12:00:00 AM,1850,35B,Possession of Drug E,4300  OAK ST,KANSAS CITY,64111,,,,"4300 OAK ST
KANSAS CITY 64111
(39.049113529, -94.581927242)",N,216,4,7,50
05/03/2014 12:00:00 AM,840,90Z,Resisting an Officer,3600  BROADWAY,KANSAS CITY,64111,,,,"3600 BROADWAY
KANSAS CITY 64111
(39.061862137, -94.590515952)",N,228,4,7,50
12/13/2014 12:00:00 AM,2100,90D,Driving Under Influe,W 39 TE/BROADWAY,KANSAS CITY,64111,W,M,21,"39 TE
BROADWAY KANSAS CITY 64111
(39.05549663, -94.59306945)",N,42,4,7,50
10/22/2014 12:00:00 AM,801,13B,Non Aggravated Assau,3600  SUMMIT ST,KANSAS CITY,64111,W,M,53,"3600 SUMMIT ST
KANSAS CITY 64111
(39.061942797, -94.59514582)",N,75,4,7,50
07/08/2014 12:00:00 AM,630,23C,Stealing Shoplifting,4300  MAIN ST,KANSAS CITY,64111,B,M,52,"4300 MAIN ST
KANSAS CITY 64111
(39.049192799, -94.5865763)",N,216,4,7,50
11/06/2014 12:00:00 AM,1849,35A,Possession/Sale/Dist,W 39 ST/WYANDOTTE ST,KANSAS CITY,64111,B,M,22,"39 ST WYANDOTTE ST
KANSAS CITY 64111
(39.05549663, -94.59306945)",N,42,4,7,50
08/10/2014 12:00:00 AM,690,23H,Stealing All Other,4500  OAK ST,KANSAS CITY,64111,W,F,23,"4500 OAK ST
KANSAS CITY 64111
(39.044955575, -94.582149882)",N,216,4,7,50
08/13/2014 12:00:00 AM,1401,290,Property Damage,3900  WYANDOTTE ST,KANSAS CITY,64111,B,F,30,"3900 WYANDOTTE ST
KANSAS CITY 64111
(39.056562084, -94.588485563)",N,42,4,7,50
05/06/2014 12:00:00 AM,690,23H,Stealing All Other,4700  J C NICHOLS PK,KANSAS CITY,64111,,,,"4700 J C NICHOLS PK
KANSAS CITY 64111
(39.046481253, -94.588857101)",N,44,4,7,50
06/24/2014 12:00:00 AM,702,240,Auto Theft,4000  PENNSYLVANIA AV,KANSAS CITY,64111,W,F,33,"4000 PENNSYLVANIA AV
KANSAS CITY 64111
(39.054955716, -94.59314501)",N,42,4,7,50
11/06/2014 12:00:00 AM,702,240,Auto Theft,W ARMOUR BL/WYANDOTTE ST,KANSAS CITY,64111,U,U,,"W ARMOUR BL/WYANDOTTE KANSAS CITY, ST 64111
(39.05549663, -94.59306945)",N,42,4,7,50
02/23/2014 12:00:00 AM,1401,290,Property Damage,100  W 39 ST,KANSAS CITY,64111,B,M,23,"100 W 39 ST
KANSAS CITY 64111
(39.056642115, -94.587422626)",N,32,4,7,50
02/03/2014 12:00:00 AM,801,13B,Non Aggravated Assau,900  W 44 ST,KANSAS CITY,64111,B,M,36,"900 W 44 ST
KANSAS CITY 64111
(39.048069101, -94.597273097)",N,148,4,7,50
12/04/2014 12:00:00 AM,1401,290,Property Damage,GENESEE ST/VALENTINE RD,KANSAS CITY,64111,W,M,20,"GENESEE ST/VALENTINE KANSAS CITY, RD 64111
(39.05549663, -94.59306945)",N,42,4,7,50
12/10/2014 12:00:00 AM,2655,90J,Trespassing,W 39 ST/MAIN ST,KANSAS CITY,64111,,,,"39 ST MAIN ST
KANSAS CITY 64111
(39.05549663, -94.59306945)",N,42,4,7,50
12/17/2014 12:00:00 AM,670,23D,Stealing from Buildi,4000  CENTRAL ST,KANSAS CITY,64111,W,F,55,"4000 CENTRAL ST
KANSAS CITY 64111
(39.053948535, -94.589383697)",N,42,4,7,50
10/21/2014 12:00:00 AM,801,13B,Non Aggravated Assau,00  W 36 ST,KANSAS CITY,64111,W,M,54,"00 W 36 ST
KANSAS CITY 64111
(39.062015636, -94.585681498)",N,32,4,7,50
09/18/2014 12:00:00 AM,670,23D,Stealing from Buildi,4500  J C NICHOLS PK,KANSAS CITY,64111,U,U,,"4500 J C NICHOLS PK
KANSAS CITY 64111
(39.045392573, -94.588894691)",N,44,4,7,50
10/04/2014 12:00:00 AM,1401,290,Property Damage,3700  EAST ROANOKE DR,KANSAS CITY,64111,U,U,,"3700 EAST ROANOKE DR
KANSAS CITY 64111
(39.060743272, -94.601156122)",N,232,4,7,50
08/09/2014 12:00:00 AM,670,23D,Stealing from Buildi,400  WESTPORT RD,KANSAS CITY,64111,U,U,,"400 WESTPORT RD
KANSAS CITY 64111
(39.053256721, -94.590644771)",N,42,4,7,50
11/29/2014 12:00:00 AM,640,23F,Stealing From Auto,800  WESTPORT RD,KANSAS CITY,64111,U,U,,"800 WESTPORT RD
KANSAS CITY 64111
(39.051247317, -94.595709286)",N,42,4,7,50
04/22/2014 12:00:00 AM,1170,26A,Failure to Return,3800  MAIN ST,KANSAS CITY,64111,W,M,21,"3800 MAIN ST
KANSAS CITY 64111
(39.058311619, -94.586028945)",N,32,4,7,50
10/11/2014 12:00:00 AM,1850,35B,Possession of Drug E,INDEPENDENCE AV/WOODLAND AV,KANSAS CITY,64111,B,M,53,"INDEPENDENCE AV/WOODLAND KANSAS CITY, AV 64111
(39.05549663, -94.59306945)",N,42,4,7,50
05/02/2014 12:00:00 AM,640,23F,Stealing From Auto,3600  KARNES BL,KANSAS CITY,64111,U,U,,"3600 KARNES
BL KANSAS CITY 64111
(39.063569433, -94.597864178)",N,85,4,7,50
05/31/2014 12:00:00 AM,2655,90J,Trespassing,100  W 26 ST,KANSAS CITY,64111,W,M,23,"100 W 26 ST
KANSAS CITY 64111
(39.079737691, -94.586176708)",N,97,4,7,92
09/26/2014 12:00:00 AM,640,23F,Stealing From Auto,3800  BROADWAY,KANSAS CITY,64111,U,U,,"3800 BROADWAY
KANSAS CITY 64111
(39.057803801, -94.590715296)",N,228,4,7,50
