Report_No,Reported_Date,Reported_Time,From_Date,From_Time,To_Date,To_Time,Offense,IBRS,Description,Beat,Address,City,Zip Code,Rep_Dist,Area,DVFlag,Invl_No,Involvement,Race,Sex,Age,Firearm Used Flag,Location 1,Neighborhood Census,Council Districts,County Boundary,Zip Codes
160093988,12/15/2016 12:00:00 AM,9:21,12/14/2016 12:00:00 AM,18:00,,20:00,2001,90F,Family Offense,643,9800  N LEWIS AV,KANSAS CITY,64157,PC0207,SCP,U,1,VIC,B,M,,N,"9800 N LEWIS AV
KANSAS CITY 64157
(39.2704, -94.4752)",244,6,4,152
160093988,12/15/2016 12:00:00 AM,9:21,12/14/2016 12:00:00 AM,18:00,,20:00,2001,90F,Family Offense,643,9800  N LEWIS AV,KANSAS CITY,64157,PC0207,SCP,U,2,SUS,B,F,30,N,"9800 N LEWIS AV
KANSAS CITY 64157
(39.2704, -94.4752)",244,6,4,152
160093996,12/15/2016 12:00:00 AM,12:01,11/26/2016 12:00:00 AM,15:04,,15:30,690,23H,Stealing All Other,641,8300  N CHURCH RD,KANSAS CITY,64158,PC0387,SCP,N,1,VIC,W,F,60,N,"8300 N CHURCH RD
KANSAS CITY 64158
(39.242, -94.4624)",244,6,4,122
160093996,12/15/2016 12:00:00 AM,12:01,11/26/2016 12:00:00 AM,15:04,,15:30,690,23H,Stealing All Other,641,8300  N CHURCH RD,KANSAS CITY,64158,PC0387,SCP,U,1,SUS,U,U,,N,"8300 N CHURCH RD
KANSAS CITY 64158
(39.242, -94.4624)",244,6,4,122
160093846,12/14/2016 12:00:00 AM,18:16,12/14/2016 12:00:00 AM,18:00,,,690,23H,Stealing All Other,643,8600  NE 107 WA,KANSAS CITY,64157,PC0168,SCP,Y,1,SUS,W,M,24,N,"8600 NE 107
WA KANSAS CITY 64157
(39.2872, -94.4758)",244,6,4,152
160093846,12/14/2016 12:00:00 AM,18:16,12/14/2016 12:00:00 AM,18:00,,,690,23H,Stealing All Other,643,8600  NE 107 WA,KANSAS CITY,64157,PC0168,SCP,Y,1,VIC,W,F,23,N,"8600 NE 107
WA KANSAS CITY 64157
(39.2872, -94.4758)",244,6,4,152
160093846,12/14/2016 12:00:00 AM,18:16,12/14/2016 12:00:00 AM,18:00,,,802,13B,Non Agg Assault Dome,643,8600  NE 107 WA,KANSAS CITY,64157,PC0168,SCP,Y,1,SUS,W,M,24,N,"8600 NE 107
WA KANSAS CITY 64157
(39.2872, -94.4758)",244,6,4,152
160093846,12/14/2016 12:00:00 AM,18:16,12/14/2016 12:00:00 AM,18:00,,,802,13B,Non Agg Assault Dome,643,8600  NE 107 WA,KANSAS CITY,64157,PC0168,SCP,Y,1,VIC,W,F,23,N,"8600 NE 107
WA KANSAS CITY 64157
(39.2872, -94.4758)",244,6,4,152
160093500,12/13/2016 12:00:00 AM,12:50,08/25/2016 12:00:00 AM,0:01,,,2663,90A,Passing Bad Checks,643,7000  NE BARRY RD,KANSAS CITY,64157,PC0302,SCP,U,1,VIC,,,,N,"7000 NE BARRY RD
KANSAS CITY 64157
(39.2454, -94.5011)",244,6,4,135
160093500,12/13/2016 12:00:00 AM,12:50,08/25/2016 12:00:00 AM,0:01,,,2663,90A,Passing Bad Checks,643,7000  NE BARRY RD,KANSAS CITY,64157,PC0302,SCP,U,1,SUS,U,M,,N,"7000 NE BARRY RD
KANSAS CITY 64157
(39.2454, -94.5011)",244,6,4,135
160093230,12/12/2016 12:00:00 AM,13:26,12/12/2016 12:00:00 AM,13:20,,,630,23C,Stealing Shoplifting,643,8500  N CHURCH RD,KANSAS CITY,64157,PC0282,SCP,U,1,ARR,B,M,,N,"8500 N CHURCH RD
KANSAS CITY 64157
(39.2464, -94.4587)",244,6,4,152
160093230,12/12/2016 12:00:00 AM,13:26,12/12/2016 12:00:00 AM,13:20,,,630,23C,Stealing Shoplifting,643,8500  N CHURCH RD,KANSAS CITY,64157,PC0282,SCP,U,1,VIC,,,,N,"8500 N CHURCH RD
KANSAS CITY 64157
(39.2464, -94.4587)",244,6,4,152
160092890,12/11/2016 12:00:00 AM,6:51,12/10/2016 12:00:00 AM,22:00,11/12/2016 12:00:00 AM,6:45,702,240,Auto Theft,641,8200  N CHURCH RD,KANSAS CITY,64157,PC0430,SCP,U,1,SUS,U,U,,N,"8200 N CHURCH RD
KANSAS CITY 64157
(39.2405, -94.4609)",244,6,4,122
160092872,12/11/2016 12:00:00 AM,3:49,12/11/2016 12:00:00 AM,3:40,,,403,13A,Agg Assault - Domest,643,9200  N LAUREL AV,KANSAS CITY,64157,PC0303,SCP,U,1,SUS,W,F,19,N,"9200 N LAUREL AV
KANSAS CITY 64157
(39.2599, -94.4689)",244,6,4,152
160092872,12/11/2016 12:00:00 AM,3:49,12/11/2016 12:00:00 AM,3:40,,,403,13A,Agg Assault - Domest,643,9200  N LAUREL AV,KANSAS CITY,64157,PC0303,SCP,N,2,VIC,W,F,18,N,"9200 N LAUREL AV
KANSAS CITY 64157
(39.2599, -94.4689)",244,6,4,152
160092872,12/11/2016 12:00:00 AM,3:49,12/11/2016 12:00:00 AM,3:40,,,403,13A,Agg Assault - Domest,643,9200  N LAUREL AV,KANSAS CITY,64157,PC0303,SCP,U,1,VIC,W,M,19,N,"9200 N LAUREL AV
KANSAS CITY 64157
(39.2599, -94.4689)",244,6,4,152
160092960,12/11/2016 12:00:00 AM,13:34,12/11/2016 12:00:00 AM,13:30,,,802,13B,Non Agg Assault Dome,643,10000  N WILLOW AV,KANSAS CITY,64157,PC0213,SCP,Y,1,VIC,W,F,41,N,"10000 N WILLOW AV
KANSAS CITY 64157
(39.2739, -94.4487)",244,6,4,152
160092872,12/11/2016 12:00:00 AM,3:49,12/11/2016 12:00:00 AM,3:40,,,403,13A,Agg Assault - Domest,643,9200  N LAUREL AV,KANSAS CITY,64157,PC0303,SCP,N,2,SUS,W,M,,N,"9200 N LAUREL AV
KANSAS CITY 64157
(39.2599, -94.4689)",244,6,4,152
160092960,12/11/2016 12:00:00 AM,13:34,12/11/2016 12:00:00 AM,13:30,,,802,13B,Non Agg Assault Dome,643,10000  N WILLOW AV,KANSAS CITY,64157,PC0213,SCP,Y,1,ARR,W,M,48,N,"10000 N WILLOW AV
KANSAS CITY 64157
(39.2739, -94.4487)",244,6,4,152
160092890,12/11/2016 12:00:00 AM,6:51,12/10/2016 12:00:00 AM,22:00,11/12/2016 12:00:00 AM,6:45,702,240,Auto Theft,641,8200  N CHURCH RD,KANSAS CITY,64157,PC0430,SCP,U,1,VIC,W,M,57,N,"8200 N CHURCH RD
KANSAS CITY 64157
(39.2405, -94.4609)",244,6,4,122
160092794,12/10/2016 12:00:00 AM,18:51,12/10/2016 12:00:00 AM,18:51,,,502,220,Burglary - Non Resid,644,10300  NE PINE GROVE DR,KANSAS CITY,64157,PC0175,SCP,U,1,VIC,,,,N,"10300 NE PINE GROVE DR
KANSAS CITY 64157
(39.2814, -94.5244)",244,6,4,126
160092765,12/10/2016 12:00:00 AM,16:24,12/10/2016 12:00:00 AM,16:20,,,630,23C,Stealing Shoplifting,641,8100  N FLINTLOCK RD,KANSAS CITY,64158,PC0406,SCP,U,1,ARR,B,M,35,N,"8100 N FLINTLOCK RD
KANSAS CITY 64158
(39.2407, -94.4675)",244,6,4,122
160092684,12/10/2016 12:00:00 AM,9:56,12/10/2016 12:00:00 AM,1:00,10/12/2016 12:00:00 AM,9:30,650,23G,Stealing Auto Parts/,641,8200  N CHURCH RD,KANSAS CITY,64158,PC0430,SCP,N,1,SUS,U,U,,N,"8200 N CHURCH RD
KANSAS CITY 64158
(39.2404, -94.4616)",244,6,4,122
160092662,12/10/2016 12:00:00 AM,7:38,12/09/2016 12:00:00 AM,22:00,10/12/2016 12:00:00 AM,6:45,690,23H,Stealing All Other,644,8500  NE 108 TE,KANSAS CITY,64157,PC0148,SCP,N,1,SUS,U,U,,N,"8500 NE 108
TE KANSAS CITY 64157
(39.2893, -94.4788)",244,6,4,152
160092662,12/10/2016 12:00:00 AM,7:38,12/09/2016 12:00:00 AM,22:00,10/12/2016 12:00:00 AM,6:45,690,23H,Stealing All Other,644,8500  NE 108 TE,KANSAS CITY,64157,PC0148,SCP,N,1,VIC,W,M,47,N,"8500 NE 108
TE KANSAS CITY 64157
(39.2893, -94.4788)",244,6,4,152
160092684,12/10/2016 12:00:00 AM,9:56,12/10/2016 12:00:00 AM,1:00,10/12/2016 12:00:00 AM,9:30,650,23G,Stealing Auto Parts/,641,8200  N CHURCH RD,KANSAS CITY,64158,PC0430,SCP,N,1,VIC,W,M,24,N,"8200 N CHURCH RD
KANSAS CITY 64158
(39.2404, -94.4616)",244,6,4,122
160092765,12/10/2016 12:00:00 AM,16:24,12/10/2016 12:00:00 AM,16:20,,,630,23C,Stealing Shoplifting,641,8100  N FLINTLOCK RD,KANSAS CITY,64158,PC0406,SCP,U,1,VIC,,,,N,"8100 N FLINTLOCK RD
KANSAS CITY 64158
(39.2407, -94.4675)",244,6,4,122
160092431,12/09/2016 12:00:00 AM,10:14,12/08/2016 12:00:00 AM,8:00,08/12/2016 12:00:00 AM,19:00,690,23H,Stealing All Other,644,8500  NE 109 ST,KANSAS CITY,64157,PC0148,SCP,N,1,SUS,U,U,,N,"8500 NE 109 ST
KANSAS CITY 64157
(39.2903, -94.4785)",244,6,4,152
160092431,12/09/2016 12:00:00 AM,10:14,12/08/2016 12:00:00 AM,8:00,08/12/2016 12:00:00 AM,19:00,690,23H,Stealing All Other,644,8500  NE 109 ST,KANSAS CITY,64157,PC0148,SCP,N,1,VIC,U,M,39,N,"8500 NE 109 ST
KANSAS CITY 64157
(39.2903, -94.4785)",244,6,4,152
160092145,12/08/2016 12:00:00 AM,8:47,12/07/2016 12:00:00 AM,17:30,08/12/2016 12:00:00 AM,7:30,1401,290,Property Damage,641,8300  N TULLIS AV,KANSAS CITY,64158,PC0406,SCP,U,1,SUS,U,U,,N,"8300 N TULLIS AV
KANSAS CITY 64158
(39.2264, -94.4863)",244,6,4,122
160092145,12/08/2016 12:00:00 AM,8:47,12/07/2016 12:00:00 AM,17:30,08/12/2016 12:00:00 AM,7:30,1401,290,Property Damage,641,8300  N TULLIS AV,KANSAS CITY,64158,PC0406,SCP,N,1,VIC,W,M,22,N,"8300 N TULLIS AV
KANSAS CITY 64158
(39.2264, -94.4863)",244,6,4,122
160091899,12/07/2016 12:00:00 AM,11:16,12/07/2016 12:00:00 AM,1:30,,,802,13B,Non Agg Assault Dome,641,7300  N LANE AV,KANSAS CITY,64158,PC0502,SCP,Y,1,ARR,B,M,28,N,"7300 N LANE AV
KANSAS CITY 64158
(39.2255, -94.4721)",244,6,4,122
160092038,12/07/2016 12:00:00 AM,18:04,12/07/2016 12:00:00 AM,18:04,,,401,13A,Aggravated Assault (,643,10100  NE 101 ST,KANSAS CITY,64157,PC0213,SCP,U,1,VIC,W,M,36,Y,"10100 NE 101 ST
KANSAS CITY 64157
(39.2759, -94.4533)",244,6,4,152
160091899,12/07/2016 12:00:00 AM,11:16,12/07/2016 12:00:00 AM,1:30,,,802,13B,Non Agg Assault Dome,641,7300  N LANE AV,KANSAS CITY,64158,PC0502,SCP,Y,1,VIC,B,F,39,N,"7300 N LANE AV
KANSAS CITY 64158
(39.2255, -94.4721)",244,6,4,122
160091754,12/06/2016 12:00:00 AM,20:06,12/06/2016 12:00:00 AM,19:00,06/12/2016 12:00:00 AM,20:00,640,23F,Stealing From Auto,641,8200  N BOOTH AV,KANSAS CITY,64158,PC0406,SCP,N,1,VIC,W,M,33,N,"8200 N BOOTH AV
KANSAS CITY 64158
(39.2284, -94.4784)",244,6,4,122
160091785,12/06/2016 12:00:00 AM,21:16,12/06/2016 12:00:00 AM,20:10,06/12/2016 12:00:00 AM,21:00,640,23F,Stealing From Auto,641,8300  N FLINTLOCK RD,KANSAS CITY,64158,PC0430,SCP,U,1,VIC,W,M,18,N,"8300 N FLINTLOCK RD
KANSAS CITY 64158
(39.2429, -94.4655)",244,6,4,122
160091786,12/06/2016 12:00:00 AM,21:16,12/06/2016 12:00:00 AM,20:10,06/12/2016 12:00:00 AM,21:00,640,23F,Stealing From Auto,641,8300  N FLINTLOCK RD,KANSAS CITY,64158,PC0430,SCP,U,1,VIC,W,F,17,N,"8300 N FLINTLOCK RD
KANSAS CITY 64158
(39.2429, -94.4655)",244,6,4,122
160091754,12/06/2016 12:00:00 AM,20:06,12/06/2016 12:00:00 AM,19:00,06/12/2016 12:00:00 AM,20:00,640,23F,Stealing From Auto,641,8200  N BOOTH AV,KANSAS CITY,64158,PC0406,SCP,N,1,SUS,U,U,,N,"8200 N BOOTH AV
KANSAS CITY 64158
(39.2284, -94.4784)",244,6,4,122
160091725,12/06/2016 12:00:00 AM,18:13,12/06/2016 12:00:00 AM,14:30,,,2601,90Z,Misc Violation,643,10700  N LAUREL AV,KANSAS CITY,64157,PC0159,SCP,N,1,SUS,U,M,,N,"10700 N LAUREL AV
KANSAS CITY 64157
(39.2862, -94.4691)",244,6,4,152
160091771,12/06/2016 12:00:00 AM,21:13,12/06/2016 12:00:00 AM,21:00,06/12/2016 12:00:00 AM,21:10,802,13B,Non Agg Assault Dome,644,11200  N BOOTH AV,KANSAS CITY,64157,PC0057,SCP,Y,1,VIC,W,F,32,N,"11200 N BOOTH AV
KANSAS CITY 64157
(39.2967, -94.4783)",244,6,4,152
160091771,12/06/2016 12:00:00 AM,21:13,12/06/2016 12:00:00 AM,21:00,06/12/2016 12:00:00 AM,21:10,802,13B,Non Agg Assault Dome,644,11200  N BOOTH AV,KANSAS CITY,64157,PC0057,SCP,Y,1,SUS,B,M,41,N,"11200 N BOOTH AV
KANSAS CITY 64157
(39.2967, -94.4783)",244,6,4,152
160091785,12/06/2016 12:00:00 AM,21:16,12/06/2016 12:00:00 AM,20:10,06/12/2016 12:00:00 AM,21:00,640,23F,Stealing From Auto,641,8300  N FLINTLOCK RD,KANSAS CITY,64158,PC0430,SCP,U,1,SUS,U,U,,N,"8300 N FLINTLOCK RD
KANSAS CITY 64158
(39.2429, -94.4655)",244,6,4,122
160091786,12/06/2016 12:00:00 AM,21:16,12/06/2016 12:00:00 AM,20:10,06/12/2016 12:00:00 AM,21:00,640,23F,Stealing From Auto,641,8300  N FLINTLOCK RD,KANSAS CITY,64158,PC0430,SCP,U,1,SUS,U,U,,N,"8300 N FLINTLOCK RD
KANSAS CITY 64158
(39.2429, -94.4655)",244,6,4,122
160091725,12/06/2016 12:00:00 AM,18:13,12/06/2016 12:00:00 AM,14:30,,,2601,90Z,Misc Violation,643,10700  N LAUREL AV,KANSAS CITY,64157,PC0159,SCP,N,1,VIC,W,M,19,N,"10700 N LAUREL AV
KANSAS CITY 64157
(39.2862, -94.4691)",244,6,4,152
160091402,12/05/2016 12:00:00 AM,16:43,11/22/2016 12:00:00 AM,18:45,,,1120,26A,Fraud/Confidence Gam,643,9100  NE M 152 HW,KANSAS CITY,64157,PC0303,SCP,U,1,SUS,B,M,37,N,"9100 NE M
HW KANSAS CITY 64157
(39.2917, -94.4826)",244,6,4,152
160091238,12/05/2016 12:00:00 AM,7:14,12/04/2016 12:00:00 AM,21:00,05/12/2016 12:00:00 AM,6:45,401,13A,Aggravated Assault (,643,9400  NE 89 ST,KANSAS CITY,64157,PC0282,SCP,U,1,VIC,W,M,37,Y,"9400 NE 89 ST
KANSAS CITY 64157
(39.2548, -94.4616)",244,6,4,152
160091238,12/05/2016 12:00:00 AM,7:14,12/04/2016 12:00:00 AM,21:00,05/12/2016 12:00:00 AM,6:45,401,13A,Aggravated Assault (,643,9400  NE 89 ST,KANSAS CITY,64157,PC0282,SCP,U,2,VIC,W,F,32,Y,"9400 NE 89 ST
KANSAS CITY 64157
(39.2548, -94.4616)",244,6,4,152
160091368,12/05/2016 12:00:00 AM,14:42,12/05/2016 12:00:00 AM,14:38,,,630,23C,Stealing Shoplifting,642,500  NE BARRY RD,KANSAS CITY,64157,PC0340,SCP,U,1,VIC,,,,N,"500 NE BARRY RD
KANSAS CITY 64157
(39.2464, -94.5742)",30,6,4,82
160091402,12/05/2016 12:00:00 AM,16:43,11/22/2016 12:00:00 AM,18:45,,,1198,26F,Identity Theft,643,9100  NE M 152 HW,KANSAS CITY,64157,PC0303,SCP,U,1,SUS,B,M,37,N,"9100 NE M
HW KANSAS CITY 64157
(39.2917, -94.4826)",244,6,4,152
160091238,12/05/2016 12:00:00 AM,7:14,12/04/2016 12:00:00 AM,21:00,05/12/2016 12:00:00 AM,6:45,401,13A,Aggravated Assault (,643,9400  NE 89 ST,KANSAS CITY,64157,PC0282,SCP,U,3,VIC,W,F,,Y,"9400 NE 89 ST
KANSAS CITY 64157
(39.2548, -94.4616)",244,6,4,152
160091368,12/05/2016 12:00:00 AM,14:42,12/05/2016 12:00:00 AM,14:38,,,630,23C,Stealing Shoplifting,642,500  NE BARRY RD,KANSAS CITY,64157,PC0340,SCP,U,1,ARR,W,M,,N,"500 NE BARRY RD
KANSAS CITY 64157
(39.2464, -94.5742)",30,6,4,82
160091402,12/05/2016 12:00:00 AM,16:43,11/22/2016 12:00:00 AM,18:45,,,1198,26F,Identity Theft,643,9100  NE M 152 HW,KANSAS CITY,64157,PC0303,SCP,U,1,VIC,U,U,,N,"9100 NE M
HW KANSAS CITY 64157
(39.2917, -94.4826)",244,6,4,152
160091257,12/05/2016 12:00:00 AM,10:04,11/23/2016 12:00:00 AM,9:59,,7:53,670,23D,Stealing from Buildi,643,10200  N CEDAR AV,KANSAS CITY,64157,PC0213,SCP,N,1,SUS,W,M,,N,"10200 N CEDAR AV
KANSAS CITY 64157
(39.2732, -94.4538)",244,6,4,152
160091402,12/05/2016 12:00:00 AM,16:43,11/22/2016 12:00:00 AM,18:45,,,1198,26F,Identity Theft,643,9100  NE M 152 HW,KANSAS CITY,64157,PC0303,SCP,U,2,VIC,,,,N,"9100 NE M
HW KANSAS CITY 64157
(39.2917, -94.4826)",244,6,4,152
160091238,12/05/2016 12:00:00 AM,7:14,12/04/2016 12:00:00 AM,21:00,05/12/2016 12:00:00 AM,6:45,401,13A,Aggravated Assault (,643,9400  NE 89 ST,KANSAS CITY,64157,PC0282,SCP,U,4,VIC,W,F,,Y,"9400 NE 89 ST
KANSAS CITY 64157
(39.2548, -94.4616)",244,6,4,152
160091238,12/05/2016 12:00:00 AM,7:14,12/04/2016 12:00:00 AM,21:00,05/12/2016 12:00:00 AM,6:45,401,13A,Aggravated Assault (,643,9400  NE 89 ST,KANSAS CITY,64157,PC0282,SCP,U,1,SUS,U,U,,Y,"9400 NE 89 ST
KANSAS CITY 64157
(39.2548, -94.4616)",244,6,4,152
160091402,12/05/2016 12:00:00 AM,16:43,11/22/2016 12:00:00 AM,18:45,,,1120,26A,Fraud/Confidence Gam,643,9100  NE M 152 HW,KANSAS CITY,64157,PC0303,SCP,U,1,VIC,U,U,,N,"9100 NE M
HW KANSAS CITY 64157
(39.2917, -94.4826)",244,6,4,152
160091402,12/05/2016 12:00:00 AM,16:43,11/22/2016 12:00:00 AM,18:45,,,1120,26A,Fraud/Confidence Gam,643,9100  NE M 152 HW,KANSAS CITY,64157,PC0303,SCP,U,2,VIC,,,,N,"9100 NE M
HW KANSAS CITY 64157
(39.2917, -94.4826)",244,6,4,152
