Report_No,Reported_Date,Reported Time,From_Date,From Time,To_Date,To Time,Offense,IBRS,Description,Beat,Address,City,Zip Code,Rep_Dist,Area,DVFlag,Invl_No,Involvement,Race,Sex,Age,Location 1,Neighborhood Census,Council Districts,County Boundary,Zip Codes
140015097,03/06/2014 12:00:00 AM,22:51,03/06/2014 12:00:00 AM,19:30,,,802,13B,Non Agg Assault Dome,314,600  HARDESTY AV,KANSAS CITY,64124,PJ0805,EPD,U,1,VIC,W,M,55,"600 HARDESTY AV
KANSAS CITY 64124
(39.105131902, -94.519156026)",215,3,7,70
140063513,09/04/2014 12:00:00 AM,12:54,09/04/2014 12:00:00 AM,12:45,,,802,13B,Non Agg Assault Dome,121,E 8 ST/VIRGINIA AV,KANSAS CITY,64101,PJ0749,CPD,U,1,VIC,B,M,34,"8 ST VIRGINIA AV
KANSAS CITY 64101
(39.103309071, -94.600386439)",241,4,7,56
140027065,04/22/2014 12:00:00 AM,22:17,04/22/2014 12:00:00 AM,22:17,,,802,13B,Non Agg Assault Dome,115,2400  GILLHAM RD,KANSAS CITY,64108,PJ1880,CPD,Y,1,VIC,B,M,28,"2400 GILLHAM RD
KANSAS CITY 64108
(39.083956788, -94.579064898)",97,4,7,92
140034855,05/22/2014 12:00:00 AM,2:50,05/22/2014 12:00:00 AM,2:35,,,801,13B,Non Aggravated Assau,412,5800  N HOLLY DR,KANSAS CITY,64118,PC0634,NPD,U,1,SUS,W,M,32,"5800 N HOLLY DR
KANSAS CITY 64118
(39.201182621, -94.593423529)",209,5,4,154
140005416,01/24/2014 12:00:00 AM,3:05,01/24/2014 12:00:00 AM,3:05,,,802,13B,Non Agg Assault Dome,532,E 96 PL/LAWNDALE AV,KANSAS CITY,64132,PJ6529,SPD,Y,1,ARR,B,M,33,"96 PL LAWNDALE AV
KANSAS CITY 64132
(38.986858578, -94.552169913)",93,2,7,151
140052552,07/27/2014 12:00:00 AM,3:40,07/27/2014 12:00:00 AM,3:00,,,802,13B,Non Agg Assault Dome,314,3700  ST JOHN AV,KANSAS CITY,64126,PJ0325,EPD,Y,1,VIC,W,M,22,"3700 ST JOHN AV
KANSAS CITY 64126
(39.113104891, -94.537189767)",202,4,7,76
140004319,01/19/2014 12:00:00 AM,14:36,01/19/2014 12:00:00 AM,14:10,01/19/2014 12:00:00 AM,14:30,802,13B,Non Agg Assault Dome,211,5400  JACKSON AV,KANSAS CITY,64130,PJ4411,MPD,Y,1,VIC,B,F,32,"5400 JACKSON AV
KANSAS CITY 64130
(39.027493028, -94.536645624)",170,2,7,157
140004641,01/20/2014 12:00:00 AM,19:45,01/20/2014 12:00:00 AM,19:30,,,401,13A,Aggravated Assault (,141,3400  HARRISON ST,KANSAS CITY,64109,PJ2771,CPD,N,1,SUS,U,M,,"3400 HARRISON ST
KANSAS CITY 64109
(39.064971838, -94.572849524)",41,4,7,19
140048395,07/11/2014 12:00:00 AM,17:53,07/11/2014 12:00:00 AM,17:30,,,802,13B,Non Agg Assault Dome,345,15500  E 49 ST,KANSAS CITY,64133,PJ4339,EPD,Y,2,VIC,B,M,31,"15500 E 49 ST
KANSAS CITY 64133
(39.031342024, -94.398322184)",91,2,7,132
140058882,08/18/2014 12:00:00 AM,23:02,08/18/2014 12:00:00 AM,22:45,,,801,13B,Non Aggravated Assau,412,6000  N JEFFERSON ST,KANSAS CITY,64118,PC0599,NPD,N,1,SUS,W,F,25,"6000 N JEFFERSON ST
KANSAS CITY 64118
(39.203073673, -94.587750221)",225,5,4,154
140048982,07/14/2014 12:00:00 AM,7:10,07/14/2014 12:00:00 AM,7:10,,,802,13B,Non Agg Assault Dome,241,6300  COLLEGE AV,KANSAS CITY,64124,PJ4964,MPD,Y,1,SUS,B,M,49,"6300 COLLEGE AV
KANSAS CITY 64124
(39.012065376, -94.548067515)",168,2,7,151
140087070,12/04/2014 12:00:00 AM,13:25,12/03/2014 12:00:00 AM,16:00,12/04/2014 12:00:00 AM,13:23,401,13A,Aggravated Assault (,125,1300  E 32 TE,KANSAS CITY,64109,PJ2616,CPD,U,1,ARR,B,F,34,"1300 E 32
TE KANSAS CITY 64109
(39.067674689, -94.569132332)",123,3,7,19
140068810,09/24/2014 12:00:00 AM,11:18,09/24/2014 12:00:00 AM,11:10,,,802,13B,Non Agg Assault Dome,331,3200  E 28 ST,KANSAS CITY,64128,PJ2297,EPD,Y,1,SUS,B,F,21,"3200 E 28 ST
KANSAS CITY 64128
(39.074628267, -94.545820092)",77,3,7,36
140045215,06/29/2014 12:00:00 AM,21:53,06/29/2014 12:00:00 AM,21:53,,,403,13A,Agg Assault - Domest,344,5800  E 40 TE,KANSAS CITY,64128,PJ3374,EPD,Y,1,VIC,B,F,20,"5800 E 40
TE KANSAS CITY 64128
(39.051543945, -94.516699116)",231,3,7,155
140072028,10/06/2014 12:00:00 AM,0:25,10/06/2014 12:00:00 AM,0:10,,,802,13B,Non Agg Assault Dome,533,11200  OAK ST,KANSAS CITY,64136,PJ7024,SPD,U,2,SUS,W,M,25,"11200 OAK ST
KANSAS CITY 64136
(38.923993506, -94.588294434)",136,1,7,162
140084495,11/22/2014 12:00:00 AM,23:38,11/22/2014 12:00:00 AM,22:35,,,802,13B,Non Agg Assault Dome,531,600  E BANNISTER RD,KANSAS CITY,64134,PJ6469,SPD,Y,1,SUS,A,M,30,"600 E BANNISTER RD
KANSAS CITY 64134
(38.955659159, -94.582679603)",50,1,7,163
140056927,08/12/2014 12:00:00 AM,8:06,08/12/2014 12:00:00 AM,8:06,,,403,13A,Agg Assault - Domest,143,4000  TROOST AV,KANSAS CITY,64110,PJ3231,CPD,U,1,VIC,B,M,29,"4000 TROOST AV
KANSAS CITY 64110
(39.054201768, -94.572285701)",191,4,7,165
140016818,03/13/2014 12:00:00 AM,17:18,03/13/2014 12:00:00 AM,17:10,,,802,13B,Non Agg Assault Dome,641,6100  N TOPPING AV,KANSAS CITY,64119,PC0591,SCP,Y,1,VIC,W,F,51,"6100 N TOPPING AV
KANSAS CITY 64119
(39.204631006, -94.511786297)",187,6,4,135
140033786,05/17/2014 12:00:00 AM,23:33,05/17/2014 12:00:00 AM,21:45,,,802,13B,Non Agg Assault Dome,345,13400  LITTLE BLUE RD,KANSAS CITY,64133,PJ5357,EPD,Y,1,VIC,W,F,32,"13400 LITTLE BLUE RD
KANSAS CITY 64133
(38.998820661, -94.42328092)",214,2,7,37
140061059,08/26/2014 12:00:00 AM,15:40,08/26/2014 12:00:00 AM,15:40,,,802,13B,Non Agg Assault Dome,543,11500  APPLEWOOD DR,KANSAS CITY,,PJ7205,SPD,Y,2,VIC,W,M,54,"11500 APPLEWOOD DR
(38.915647557, -94.517142213)",34,1,7,143
140007740,02/02/2014 12:00:00 AM,19:17,02/02/2014 12:00:00 AM,19:17,,,802,13B,Non Agg Assault Dome,636,5300  N RICHMOND AV,KANSAS CITY,64119,PC0740,SCP,Y,2,SUS,W,M,29,"5300 N RICHMOND AV
KANSAS CITY 64119
(39.189339074, -94.491606385)",22,6,4,135
140071485,10/03/2014 12:00:00 AM,19:35,10/03/2014 12:00:00 AM,19:30,,,801,13B,Non Aggravated Assau,212,5400  BLUE PK,KANSAS CITY,64130,PJ4232,MPD,U,1,VIC,B,F,30,"5400 BLUE PK
KANSAS CITY 64130
(39.034625566, -94.521565956)",20,3,7,157
140037624,06/01/2014 12:00:00 AM,16:48,06/01/2014 12:00:00 AM,16:48,,,801,13B,Non Aggravated Assau,342,4000  HARVARD LN,KANSAS CITY,64133,PJ3460,EPD,N,1,ARR,W,M,54,"4000 HARVARD LN
KANSAS CITY 64133
(39.050335596, -94.449883451)",,,7,146
140010227,02/14/2014 12:00:00 AM,3:06,02/14/2014 12:00:00 AM,3:06,,,802,13B,Non Agg Assault Dome,241,6900  AGNES AV,KANSAS CITY,64130,PJ5318,MPD,Y,1,SUS,B,M,31,"6900 AGNES AV
KANSAS CITY 64130
(39.001344493, -94.552076405)",72,2,7,151
140008201,02/05/2014 12:00:00 AM,1:11,02/05/2014 12:00:00 AM,1:00,,,802,13B,Non Agg Assault Dome,345,10600  E 42 ST,KANSAS CITY,64133,PJ3584,EPD,Y,1,SUS,B,M,34,"10600 E 42 ST
KANSAS CITY 64133
(39.046426665, -94.453902744)",173,3,7,37
140022907,04/06/2014 12:00:00 AM,19:52,04/06/2014 12:00:00 AM,19:30,,,802,13B,Non Agg Assault Dome,542,9400  OAKLAND AVE,KANSAS CITY,64134,PJ6508,SPD,Y,1,VIC,B,M,46,"9400 OAKLAND AVE
KANSAS CITY 64134
(38.953557705, -94.501192178)",27,2,7,98
140000882,01/04/2014 12:00:00 AM,19:25,01/04/2014 12:00:00 AM,19:25,,,403,13A,Agg Assault - Domest,535,12500  GRAND CT,KANSAS CITY,64145,PJ7332,SPD,Y,1,VIC,B,M,41,"12500 GRAND CT
KANSAS CITY 64145
(38.899265228, -94.592800825)",95,1,7,129
140026517,04/20/2014 12:00:00 AM,22:53,04/20/2014 12:00:00 AM,21:00,04/20/2014 12:00:00 AM,22:53,802,13B,Non Agg Assault Dome,313,2800  E 8 ST,KANSAS CITY,64123,PJ0804,EPD,Y,1,ARR,B,M,24,"2800 E 8 ST
KANSAS CITY 64123
(39.103397303, -94.548240572)",109,3,7,70
140039653,06/09/2014 12:00:00 AM,13:44,06/09/2014 12:00:00 AM,12:17,,,402,13A,Agg Assault - Drive-,313,3400  E 8 ST,KANSAS CITY,64124,PJ0888,EPD,N,4,VIC,W,M,,"3400 E 8 ST
KANSAS CITY 64124
(39.103195348, -94.541840037)",215,3,7,70
140061850,08/29/2014 12:00:00 AM,12:10,08/29/2014 12:00:00 AM,12:00,,,801,13B,Non Aggravated Assau,534,11300  GRANDVIEW RD,KANSAS CITY,64134,PJ7081,SPD,N,1,VIC,B,F,65,"11300 GRANDVIEW RD
KANSAS CITY 64134
(38.919684787, -94.532698777)",34,1,7,149
140077696,10/26/2014 12:00:00 AM,21:45,10/26/2014 12:00:00 AM,2:30,,,801,13B,Non Aggravated Assau,112,1100  GRAND AV,KANSAS CITY,64106,PJ1022,CPD,N,1,VIC,W,F,22,"1100 GRAND AV
KANSAS CITY 64106
(39.100712471, -94.580895551)",5,4,7,75
140054389,08/03/2014 12:00:00 AM,3:18,08/03/2014 12:00:00 AM,3:18,,,801,13B,Non Aggravated Assau,341,2000  WHEELING AV,KANSAS CITY,64126,PJ1791,EPD,N,3,VIC,B,F,26,"2000 WHEELING AV
KANSAS CITY 64126
(39.086777924, -94.511068394)",6,3,7,94
140079273,11/01/2014 12:00:00 AM,21:34,11/01/2014 12:00:00 AM,21:20,,,802,13B,Non Agg Assault Dome,535,1200  W 136 ST,KANSAS CITY,64145,PJ7425,SPD,Y,1,SUS,B,M,50,"1200 W 136 ST
KANSAS CITY 64145
(38.881460529, -94.606648871)",159,1,7,129
140083793,11/20/2014 12:00:00 AM,10:45,11/20/2014 12:00:00 AM,10:40,,,802,13B,Non Agg Assault Dome,531,9900  WALNUT ST,KANSAS CITY,64114,PJ6659,SPD,Y,1,SUS,B,M,36,"9900 WALNUT ST
KANSAS CITY 64114
(38.948431357, -94.591190265)",162,1,7,162
140039076,06/07/2014 12:00:00 AM,3:40,06/07/2014 12:00:00 AM,3:40,,,401,13A,Aggravated Assault (,142,E 40 ST/HIGHLAND AV,KANSAS CITY,64110,PJ3160,CPD,U,1,SUS,U,U,,"40 ST HIGHLAND AV
KANSAS CITY 64110
(39.035987555, -94.57321712)",1,2,7,165
140028607,04/28/2014 12:00:00 AM,19:45,04/28/2014 12:00:00 AM,,,,401,13A,Aggravated Assault (,211,3800  E 59 ST,KANSAS CITY,,PJ4668,MPD,U,1,VIC,B,F,44,"3800 E 59 ST
(39.018805983, -94.541569577)",170,2,7,157
140038722,06/05/2014 12:00:00 AM,20:42,06/05/2014 12:00:00 AM,20:40,,,802,13B,Non Agg Assault Dome,331,3700  E 29 ST,KANSAS CITY,64127,PJ2433,EPD,Y,1,VIC,B,F,21,"3700 E 29 ST
KANSAS CITY 64127
(39.072824387, -94.539931151)",115,3,7,36
140004301,01/19/2014 12:00:00 AM,12:38,01/19/2014 12:00:00 AM,9:30,01/19/2014 12:00:00 AM,12:30,802,13B,Non Agg Assault Dome,635,4900  N NEWTON RD,KANSAS CITY,64119,PC0934,SCP,U,1,VIC,W,M,28,"4900 N NEWTON RD
KANSAS CITY 64119
(39.183432123, -94.501619076)",171,6,4,135
140070657,10/01/2014 12:00:00 AM,5:59,10/01/2014 12:00:00 AM,5:30,,,802,13B,Non Agg Assault Dome,332,3200  NORTON AV,KANSAS CITY,64128,PJ2678,EPD,Y,1,SUS,B,M,37,"3200 NORTON AV
KANSAS CITY 64128
(39.06738551, -94.535709059)",133,3,7,36
140074992,10/16/2014 12:00:00 AM,20:04,10/16/2014 12:00:00 AM,20:04,,,401,13A,Aggravated Assault (,123,1300  PARK AV,KANSAS CITY,64127,PJ1225,CPD,U,6,VIC,,,,"1300 PARK AV
KANSAS CITY 64127
(39.097543135, -94.554982311)",109,3,7,95
140034760,05/21/2014 12:00:00 AM,17:37,05/21/2014 12:00:00 AM,17:30,,,802,13B,Non Agg Assault Dome,211,5300  SWOPE PK,KANSAS CITY,64130,PJ4335,MPD,Y,1,SUS,B,F,,"5300 SWOPE PK
KANSAS CITY 64130
(39.029082464, -94.542721458)",175,2,7,157
140073983,10/13/2014 12:00:00 AM,8:26,10/13/2014 12:00:00 AM,8:00,,,802,13B,Non Agg Assault Dome,132,3600  WARWICK BL,KANSAS CITY,64111,PJ2908,CPD,Y,1,VIC,W,M,32,"3600 WARWICK
BL KANSAS CITY 64111
(39.061823315, -94.58348689)",32,4,7,50
140057881,08/15/2014 12:00:00 AM,10:02,08/15/2014 12:00:00 AM,10:02,,,801,13B,Non Aggravated Assau,212,6000  SWOPE PK,KANSAS CITY,,PJ4834,MPD,U,1,VIC,B,F,52,"6000 SWOPE PK
(39.016881664, -94.542125877)",16,2,7,157
140086622,12/02/2014 12:00:00 AM,19:42,12/02/2014 12:00:00 AM,19:10,,,801,13B,Non Aggravated Assau,123,1400  E 27 ST,KANSAS CITY,64127,PJ2215,CPD,N,1,VIC,B,F,44,"1400 E 27 ST
KANSAS CITY 64127
(39.077622649, -94.566899548)",57,3,7,92
140056382,08/10/2014 12:00:00 AM,5:46,08/10/2014 12:00:00 AM,5:30,,,802,13B,Non Agg Assault Dome,531,9900  LOCUST ST,KANSAS CITY,64131,PJ6659,SPD,Y,2,SUS,B,M,35,"9900 LOCUST ST
KANSAS CITY 64131
(38.948142293, -94.586606259)",162,1,7,163
140037610,06/01/2014 12:00:00 AM,13:57,06/01/2014 12:00:00 AM,13:57,,,403,13A,Agg Assault - Domest,234,9400  BALES DR,KANSAS CITY,64130,PJ6445,MPD,Y,1,SUS,B,F,44,"9400 BALES DR
KANSAS CITY 64130
(38.955841132, -94.548196203)",113,2,7,151
140046796,07/05/2014 12:00:00 AM,19:30,07/05/2014 12:00:00 AM,14:18,,,801,13B,Non Aggravated Assau,534,11300  COLORADO AV,KANSAS CITY,64137,PJ7081,SPD,U,2,VIC,W,M,25,"11300 COLORADO AV
KANSAS CITY 64137
(38.919644059, -94.529995806)",34,1,7,149
140048923,07/13/2014 12:00:00 AM,21:12,07/13/2014 12:00:00 AM,20:45,,,801,13B,Non Aggravated Assau,636,NE 53 ST/N TULLIS AV,KANSAS CITY,64119,PC0822,SCP,N,1,VIC,W,F,,"53 ST N TULLIS AV
KANSAS CITY 64119
(39.203009567, -94.524566093)",187,6,4,135
140043156,06/22/2014 12:00:00 AM,2:54,06/22/2014 12:00:00 AM,2:45,06/22/2014 12:00:00 AM,2:50,801,13B,Non Aggravated Assau,132,W 39 ST/BALTIMORE AV,KANSAS CITY,64111,PJ3050,CPD,N,1,VIC,B,F,34,"39 ST BALTIMORE AV
KANSAS CITY 64111
(39.05549663, -94.59306945)",42,4,7,50
140029785,05/03/2014 12:00:00 AM,13:04,05/03/2014 12:00:00 AM,13:04,,,401,13A,Aggravated Assault (,343,4400  E 33 ST,KANSAS CITY,64128,PJ2790,EPD,N,1,ARR,B,M,57,"4400 E 33 ST
KANSAS CITY 64128
(39.065625979, -94.532182183)",208,3,7,36
140042576,06/20/2014 12:00:00 AM,1:24,06/20/2014 12:00:00 AM,1:24,,,401,13A,Aggravated Assault (,543,7700  E 110 ST,KANSAS CITY,64134,PJ6951,SPD,U,4,VIC,W,M,45,"7700 E 110 ST
KANSAS CITY 64134
(38.926653389, -94.500270392)",190,1,7,143
140015797,03/09/2014 12:00:00 AM,22:03,03/09/2014 12:00:00 AM,21:00,,,401,13A,Aggravated Assault (,313,2400  BENTON BL,KANSAS CITY,64127,PJ2049,EPD,Y,1,VIC,B,F,33,"2400 BENTON
BL KANSAS CITY 64127
(39.082841732, -94.548745736)",233,3,7,95
140047820,07/09/2014 12:00:00 AM,16:54,07/09/2014 12:00:00 AM,16:54,,,802,13B,Non Agg Assault Dome,233,8000  LYDIA AV,KANSAS CITY,64131,PJ5890,MPD,Y,1,VIC,B,F,,"8000 LYDIA AV
KANSAS CITY 64131
(38.982901357, -94.571511543)",205,2,7,163
140067944,09/21/2014 12:00:00 AM,1:35,09/21/2014 12:00:00 AM,1:15,,,401,13A,Aggravated Assault (,542,7500  E 100 ST,KANSAS CITY,64138,PJ6686,SPD,N,1,SUS,B,M,,"7500 E 100 ST
KANSAS CITY 64138
(38.942541697, -94.502499846)",120,2,7,143
140066129,09/14/2014 12:00:00 AM,17:17,09/14/2014 12:00:00 AM,17:17,,,801,13B,Non Aggravated Assau,125,3200  PASEO,KANSAS CITY,64108,PJ2626,CPD,N,1,VIC,B,M,21,"3200 PASEO
KANSAS CITY 64108
(39.085068738, -94.581576911)",97,4,7,92
140081669,10/28/2014 12:00:00 AM,10:00,10/27/2014 12:00:00 AM,13:15,,,801,13B,Non Aggravated Assau,545,10900  ELM AV,KANSAS CITY,64134,PJ7026,SPD,U,1,VIC,B,F,,"10900 ELM AV
KANSAS CITY 64134
(38.924382901, -94.477937873)",200,1,7,143
140066185,09/14/2014 12:00:00 AM,22:36,09/14/2014 12:00:00 AM,22:36,,,801,13B,Non Aggravated Assau,224,6000  PROSPECT AV,KANSAS CITY,64130,PJ4817,MPD,N,1,SUS,B,M,,"6000 PROSPECT AV
KANSAS CITY 64130
(39.017342577, -94.555976304)",58,2,7,157
140092199,12/25/2014 12:00:00 AM,9:56,12/25/2014 12:00:00 AM,9:55,,,802,13B,Non Agg Assault Dome,412,5700  N PLAZA DR,KANSAS CITY,64118,PC0648,NPD,Y,1,VIC,W,M,52,"5700 N PLAZA DR
KANSAS CITY 64118
(39.199391818, -94.594435031)",209,5,4,154
140070614,09/30/2014 12:00:00 AM,23:24,09/30/2014 12:00:00 AM,23:24,,,802,13B,Non Agg Assault Dome,343,E 29 ST/VAN BRUNT BL,KANSAS CITY,64127,PJ2398,EPD,Y,1,VIC,B,F,28,"29 ST
VAN BRUNT BL KANSAS CITY 64127
(39.089617958, -94.539247867)",17,3,7,95
140017069,03/14/2014 12:00:00 AM,13:23,03/14/2014 12:00:00 AM,12:20,,,801,13B,Non Aggravated Assau,115,2600  CHERRY ST,KANSAS CITY,64108,PJ2152,CPD,U,1,VIC,W,M,,"2600 CHERRY ST
KANSAS CITY 64108
(39.079134343, -94.577328202)",158,4,7,92
140047536,07/08/2014 12:00:00 AM,16:48,07/08/2014 12:00:00 AM,16:25,,,801,13B,Non Aggravated Assau,999,800  W 29 ST,KANSAS CITY,64108,PJ2265,CPD,U,1,VIC,W,F,33,"800 W 29 ST
KANSAS CITY 64108
(39.074866823, -94.594511732)",238,4,7,92
140054620,08/04/2014 12:00:00 AM,6:18,08/04/2014 12:00:00 AM,1:30,,,401,13A,Aggravated Assault (,242,7400  ARLETA BL,KANSAS CITY,64132,PJ5623,MPD,U,1,VIC,B,F,26,"7400 ARLETA
BL KANSAS CITY 64132
(38.992838957, -94.564802736)",154,2,7,151
140023921,04/10/2014 12:00:00 AM,17:03,04/10/2014 12:00:00 AM,17:00,,,802,13B,Non Agg Assault Dome,315,400  OAKLEY AV,KANSAS CITY,64124,PJ0546,EPD,Y,1,SUS,W,F,29,"400 OAKLEY AV
KANSAS CITY 64124
(39.108684787, -94.516586611)",192,4,7,76
140029952,05/04/2014 12:00:00 AM,3:00,05/04/2014 12:00:00 AM,2:45,,,802,13B,Non Agg Assault Dome,543,11400  SYCAMORE TE,KANSAS CITY,64134,PJ7202,SPD,Y,1,VIC,B,F,28,"11400 SYCAMORE
TE KANSAS CITY 64134
(38.916282853, -94.497655865)",190,1,7,143
140069130,09/25/2014 12:00:00 AM,15:32,09/25/2014 12:00:00 AM,15:30,,,401,13A,Aggravated Assault (,331,E 29 ST/INDIANA AV,KANSAS CITY,64128,PJ2392,EPD,U,2,SUS,B,M,,"29 ST INDIANA AV
KANSAS CITY 64128
(39.0673976, -94.53796609)",133,3,7,36
140076374,10/21/2014 12:00:00 AM,21:52,10/21/2014 12:00:00 AM,21:30,,,401,13A,Aggravated Assault (,142,3500  FLORA AV,KANSAS CITY,64108,PJ2893,CPD,U,5,VIC,B,M,,"3500 FLORA AV
KANSAS CITY 64108
(39.062952518, -94.565905908)",78,3,7,19
140030473,05/06/2014 12:00:00 AM,4:58,05/06/2014 12:00:00 AM,4:45,,,801,13B,Non Aggravated Assau,241,2300  E MEYER BL,KANSAS CITY,64131,PJ4990,MPD,N,1,SUS,W,M,22,"2300 E MEYER
BL KANSAS CITY 64131
(39.007159372, -94.559780853)",49,2,7,151
140021887,04/02/2014 12:00:00 AM,23:58,04/02/2014 12:00:00 AM,23:50,,,802,13B,Non Agg Assault Dome,545,7800  E 103 TE,KANSAS CITY,64134,PJ6826,SPD,Y,1,ARR,B,M,44,"7800 E 103
TE KANSAS CITY 64134
(38.937028535, -94.49873901)",23,1,7,143
140077950,10/27/2014 12:00:00 AM,17:51,10/27/2014 12:00:00 AM,17:50,,,802,13B,Non Agg Assault Dome,123,1500  E 29 ST,KANSAS CITY,64109,PJ2325,CPD,Y,1,ARR,B,M,55,"1500 E 29 ST
KANSAS CITY 64109
(39.073948421, -94.565269457)",66,3,7,19
140085475,11/27/2014 12:00:00 AM,20:15,11/27/2014 12:00:00 AM,20:00,,,802,13B,Non Agg Assault Dome,243,E 87 ST/BLUE RIDGE BLVD,KANSAS CITY,64134,PJ6229,MPD,Y,1,SUS,W,M,41,"87 ST BLUE RIDGE BLVD
KANSAS CITY 64134
(38.931207748, -94.50177654)",23,1,7,143
140012634,02/24/2014 12:00:00 AM,19:25,02/24/2014 12:00:00 AM,19:15,,,401,13A,Aggravated Assault (,631,1200  NE 45 PL,KANSAS CITY,64116,PC1083,SCP,N,1,VIC,W,M,38,"1200 NE 45 PL
KANSAS CITY 64116
(39.176195013, -94.565229928)",92,4,4,167
