"fiscal_year","county","region","race_ethnicity","children_entering_fbss_family_preservation_services_during_fiscal_year","children_entering_fpr_by_stage"
"2021","Parker","3-Arlington","Anglo","157","160"
"2021","Parker","3-Arlington","Hispanic","37","39"
"2021","Parker","3-Arlington","Other","10","10"
"2021","Parmer","1-Lubbock","Anglo","3","3"
"2021","Parmer","1-Lubbock","Hispanic","8","8"
"2021","Parmer","1-Lubbock","Other","2","2"
"2021","Pecos","9-Midland","Anglo","2","2"
"2021","Pecos","9-Midland","Hispanic","13","13"
"2021","Polk","5-Beaumont","Anglo","25","25"
"2021","Polk","5-Beaumont","Hispanic","1","1"
"2021","Polk","5-Beaumont","Other","1","1"
"2021","Potter","1-Lubbock","African American","15","15"
"2021","Potter","1-Lubbock","Anglo","56","56"
"2021","Potter","1-Lubbock","Hispanic","75","75"
"2021","Potter","1-Lubbock","Other","14","14"
"2021","Presidio","10-El Paso","Hispanic","2","2"
"2021","Rains","4-Tyler","African American","5","5"
"2021","Rains","4-Tyler","Anglo","7","7"
"2021","Rains","4-Tyler","Other","3","3"
"2021","Randall","1-Lubbock","African American","4","4"
"2021","Randall","1-Lubbock","Anglo","46","46"
"2021","Randall","1-Lubbock","Hispanic","41","41"
"2021","Randall","1-Lubbock","Other","4","4"
"2021","Reagan","9-Midland","Hispanic","6","6"
"2021","Reagan","9-Midland","Other","1","1"
"2021","Real","8-San Antonio","Anglo","14","15"
"2021","Real","8-San Antonio","Hispanic","6","7"
"2021","Real","8-San Antonio","Other","1","1"
"2021","Red River","4-Tyler","African American","1","1"
"2021","Red River","4-Tyler","Anglo","30","33"
"2021","Red River","4-Tyler","Hispanic","5","5"
"2021","Reeves","9-Midland","Anglo","4","4"
"2021","Reeves","9-Midland","Hispanic","28","28"
"2021","Reeves","9-Midland","Other","1","1"
"2021","Refugio","11-Edinburg","Hispanic","1","1"
"2021","Roberts","1-Lubbock","Other","2","2"
"2021","Robertson","7-Austin","African American","11","11"
"2021","Robertson","7-Austin","Anglo","3","3"
"2021","Robertson","7-Austin","Other","1","1"
"2021","Rockwall","3-Arlington","African American","32","32"
"2021","Rockwall","3-Arlington","Anglo","29","29"
"2021","Rockwall","3-Arlington","Asian","2","2"
"2021","Rockwall","3-Arlington","Hispanic","29","29"
"2021","Rockwall","3-Arlington","Other","15","15"
"2021","Runnels","2-Abilene","Anglo","14","14"
"2021","Runnels","2-Abilene","Hispanic","18","18"
"2021","Runnels","2-Abilene","Other","2","2"
"2021","Rusk","4-Tyler","African American","11","11"
"2021","Rusk","4-Tyler","Anglo","24","24"
"2021","Rusk","4-Tyler","Hispanic","13","13"
"2021","Rusk","4-Tyler","Other","2","2"
"2021","Sabine","5-Beaumont","African American","1","1"
"2021","Sabine","5-Beaumont","Anglo","17","17"
"2021","San Augustine","5-Beaumont","African American","1","1"
"2021","San Augustine","5-Beaumont","Anglo","6","6"
"2021","San Augustine","5-Beaumont","Hispanic","6","6"
"2021","San Augustine","5-Beaumont","Other","3","3"
"2021","San Jacinto","5-Beaumont","Anglo","27","27"
"2021","San Jacinto","5-Beaumont","Hispanic","6","6"
"2021","San Jacinto","5-Beaumont","Other","3","3"
"2021","San Patricio","11-Edinburg","African American","5","8"
"2021","San Patricio","11-Edinburg","Anglo","36","36"
"2021","San Patricio","11-Edinburg","Hispanic","127","127"
"2021","San Patricio","11-Edinburg","Other","4","4"
"2021","San Saba","7-Austin","Anglo","4","4"
"2021","Schleicher","9-Midland","Hispanic","3","3"
"2021","Scurry","2-Abilene","Anglo","10","10"
"2021","Scurry","2-Abilene","Hispanic","30","30"
"2021","Shackelford","2-Abilene","Anglo","1","1"
"2021","Shackelford","2-Abilene","Other","3","3"
"2021","Shelby","5-Beaumont","African American","2","2"
"2021","Shelby","5-Beaumont","Anglo","4","4"
"2021","Shelby","5-Beaumont","Hispanic","2","2"
"2021","Shelby","5-Beaumont","Other","6","6"
"2021","Sherman","1-Lubbock","Anglo","1","1"
"2021","Sherman","1-Lubbock","Hispanic","1","1"
"2021","Smith","4-Tyler","African American","114","116"
"2021","Smith","4-Tyler","Anglo","141","144"
"2021","Smith","4-Tyler","Asian","2","2"
"2021","Smith","4-Tyler","Hispanic","87","89"
"2021","Smith","4-Tyler","Other","27","27"
"2021","Somervell","3-Arlington","Anglo","13","13"
"2021","Somervell","3-Arlington","Hispanic","1","1"
"2021","Somervell","3-Arlington","Other","1","1"
"2021","Starr","11-Edinburg","Hispanic","60","60"
"2021","Stephens","2-Abilene","Anglo","8","8"
"2021","Stephens","2-Abilene","Hispanic","8","8"
"2021","Sterling","9-Midland","Hispanic","5","5"
"2021","Sutton","9-Midland","Anglo","1","1"
"2021","Sutton","9-Midland","Hispanic","13","13"
"2021","Swisher","1-Lubbock","African American","8","8"
"2021","Swisher","1-Lubbock","Anglo","8","8"
"2021","Swisher","1-Lubbock","Hispanic","13","13"
"2021","Swisher","1-Lubbock","Other","4","4"
"2021","Tarrant","3-Arlington","African American","865","881"
"2021","Tarrant","3-Arlington","Anglo","574","579"
"2021","Tarrant","3-Arlington","Asian","27","27"
"2021","Tarrant","3-Arlington","Hispanic","861","865"
"2021","Tarrant","3-Arlington","Native American","3","3"
"2021","Tarrant","3-Arlington","Other","229","233"
"2021","Taylor","2-Abilene","African American","61","62"
"2021","Taylor","2-Abilene","Anglo","249","262"
"2021","Taylor","2-Abilene","Hispanic","258","260"
"2021","Taylor","2-Abilene","Other","41","43"
"2021","Terry","1-Lubbock","African American","1","1"
"2021","Terry","1-Lubbock","Anglo","2","2"
"2021","Terry","1-Lubbock","Hispanic","27","27"
"2021","Terry","1-Lubbock","Other","3","3"
"2021","Titus","4-Tyler","African American","12","14"
"2021","Titus","4-Tyler","Anglo","8","8"
"2021","Titus","4-Tyler","Hispanic","15","15"
"2021","Titus","4-Tyler","Other","7","7"
"2021","Tom Green","9-Midland","African American","20","20"
"2021","Tom Green","9-Midland","Anglo","86","86"
"2021","Tom Green","9-Midland","Asian","3","3"
"2021","Tom Green","9-Midland","Hispanic","174","174"
"2021","Tom Green","9-Midland","Other","9","9"
"2021","Travis","7-Austin","African American","250","255"
"2021","Travis","7-Austin","Anglo","107","109"
"2021","Travis","7-Austin","Asian","4","4"
"2021","Travis","7-Austin","Hispanic","545","554"
"2021","Travis","7-Austin","Other","53","56"
"2021","Trinity","5-Beaumont","Anglo","10","10"
"2021","Trinity","5-Beaumont","Hispanic","2","2"
"2021","Trinity","5-Beaumont","Other","2","2"
"2021","Tyler","5-Beaumont","Anglo","4","4"
"2021","Upshur","4-Tyler","African American","2","2"
"2021","Upshur","4-Tyler","Anglo","39","39"
"2021","Upshur","4-Tyler","Hispanic","10","10"
"2021","Upshur","4-Tyler","Other","9","9"
"2021","Upton","9-Midland","Anglo","2","2"
"2021","Upton","9-Midland","Hispanic","2","2"
"2021","Uvalde","8-San Antonio","Anglo","5","5"
"2021","Uvalde","8-San Antonio","Hispanic","87","90"
"2021","Uvalde","8-San Antonio","Other","1","1"
"2021","Val Verde","8-San Antonio","African American","1","1"
"2021","Val Verde","8-San Antonio","Anglo","4","4"
"2021","Val Verde","8-San Antonio","Hispanic","96","99"
"2021","Van Zandt","4-Tyler","Anglo","38","38"
"2021","Van Zandt","4-Tyler","Hispanic","10","10"
"2021","Van Zandt","4-Tyler","Other","11","11"
"2021","Victoria","8-San Antonio","African American","16","16"
"2021","Victoria","8-San Antonio","Anglo","32","32"
"2021","Victoria","8-San Antonio","Hispanic","89","89"
"2021","Victoria","8-San Antonio","Other","6","6"
"2021","Walker","6-Houston","African American","25","25"
"2021","Walker","6-Houston","Anglo","21","21"
"2021","Walker","6-Houston","Hispanic","8","8"
"2021","Walker","6-Houston","Other","2","2"
"2021","Waller","6-Houston","African American","6","6"
"2021","Waller","6-Houston","Anglo","8","8"
"2021","Waller","6-Houston","Asian","1","1"
"2021","Waller","6-Houston","Hispanic","4","4"
"2021","Ward","9-Midland","African American","2","2"
"2021","Ward","9-Midland","Anglo","20","20"
"2021","Ward","9-Midland","Hispanic","12","12"
"2021","Ward","9-Midland","Other","2","2"
"2021","Washington","7-Austin","African American","4","4"
"2021","Washington","7-Austin","Anglo","1","1"
"2021","Washington","7-Austin","Hispanic","5","5"
"2021","Webb","11-Edinburg","Anglo","3","3"
"2021","Webb","11-Edinburg","Hispanic","470","482"
"2021","Webb","11-Edinburg","Other","6","6"
"2021","Wharton","6-Houston","African American","18","18"
"2021","Wharton","6-Houston","Anglo","5","5"
"2021","Wharton","6-Houston","Hispanic","34","34"
"2021","Wharton","6-Houston","Other","2","2"
"2021","Wheeler","1-Lubbock","Anglo","4","4"
"2021","Wheeler","1-Lubbock","Hispanic","6","6"
"2021","Wheeler","1-Lubbock","Other","2","2"
"2021","Wichita","2-Abilene","African American","34","34"
"2021","Wichita","2-Abilene","Anglo","123","124"
"2021","Wichita","2-Abilene","Asian","2","2"
"2021","Wichita","2-Abilene","Hispanic","90","90"
"2021","Wichita","2-Abilene","Other","37","37"
"2021","Wilbarger","2-Abilene","African American","1","1"
"2021","Wilbarger","2-Abilene","Anglo","5","5"
"2021","Wilbarger","2-Abilene","Hispanic","5","5"
"2021","Wilbarger","2-Abilene","Other","1","1"
"2021","Willacy","11-Edinburg","Hispanic","22","22"
"2021","Willacy","11-Edinburg","Other","1","1"
"2021","Williamson","7-Austin","African American","20","20"
"2021","Williamson","7-Austin","Anglo","113","116"
"2021","Williamson","7-Austin","Hispanic","144","144"
"2021","Williamson","7-Austin","Other","26","26"
"2021","Wilson","8-San Antonio","African American","2","2"
"2021","Wilson","8-San Antonio","Anglo","23","23"
"2021","Wilson","8-San Antonio","Hispanic","29","29"
"2021","Wilson","8-San Antonio","Other","3","4"
"2021","Winkler","9-Midland","Anglo","3","3"
"2021","Winkler","9-Midland","Hispanic","5","5"
"2021","Wise","3-Arlington","African American","3","3"
"2021","Wise","3-Arlington","Anglo","59","59"
"2021","Wise","3-Arlington","Hispanic","28","29"
"2021","Wood","4-Tyler","African American","3","3"
"2021","Wood","4-Tyler","Anglo","33","33"
"2021","Wood","4-Tyler","Hispanic","5","7"
"2021","Wood","4-Tyler","Other","2","2"
"2021","Yoakum","1-Lubbock","Hispanic","3","3"
"2021","Young","2-Abilene","Anglo","23","23"
"2021","Young","2-Abilene","Hispanic","10","10"
"2021","Young","2-Abilene","Other","2","2"
"2021","Zapata","11-Edinburg","Anglo","3","3"
"2021","Zapata","11-Edinburg","Hispanic","20","20"
"2021","Zapata","11-Edinburg","Other","1","1"
"2021","Zavala","8-San Antonio","Hispanic","41","41"
"2021","Zavala","8-San Antonio","Other","2","2"
"2021","Out of State","Out of State","African American","1","1"
"2021","Out of State","Out of State","Anglo","5","5"
"2021","Out of State","Out of State","Other","1","1"
"2020","Anderson","4-Tyler","African American","11","11"
"2020","Anderson","4-Tyler","Anglo","33","33"
"2020","Anderson","4-Tyler","Hispanic","8","8"
"2020","Anderson","4-Tyler","Other","10","10"
"2020","Andrews","9-Midland","Anglo","22","22"
"2020","Andrews","9-Midland","Hispanic","24","24"
"2020","Andrews","9-Midland","Native American","1","1"
"2020","Andrews","9-Midland","Other","2","2"
"2020","Angelina","5-Beaumont","African American","13","13"
"2020","Angelina","5-Beaumont","Anglo","79","79"
"2020","Angelina","5-Beaumont","Hispanic","17","17"
"2020","Angelina","5-Beaumont","Other","10","10"
"2020","Aransas","11-Edinburg","Anglo","35","35"
"2020","Aransas","11-Edinburg","Hispanic","33","35"
"2020","Aransas","11-Edinburg","Other","9","9"
"2020","Archer","2-Abilene","Anglo","10","10"
"2020","Armstrong","1-Lubbock","Anglo","2","2"
"2020","Atascosa","8-San Antonio","Anglo","58","58"
"2020","Atascosa","8-San Antonio","Hispanic","153","153"
"2020","Atascosa","8-San Antonio","Other","1","1"
"2020","Austin","6-Houston","African American","12","12"
"2020","Austin","6-Houston","Anglo","11","11"
"2020","Austin","6-Houston","Hispanic","8","8"
"2020","Austin","6-Houston","Other","7","7"
"2020","Bailey","1-Lubbock","Hispanic","16","16"
"2020","Bandera","8-San Antonio","African American","4","7"
"2020","Bandera","8-San Antonio","Anglo","28","28"
"2020","Bandera","8-San Antonio","Hispanic","17","17"
"2020","Bandera","8-San Antonio","Other","3","5"
"2020","Bastrop","7-Austin","African American","15","15"
"2020","Bastrop","7-Austin","Anglo","39","39"
"2020","Bastrop","7-Austin","Hispanic","99","99"
"2020","Bastrop","7-Austin","Other","7","7"
"2020","Baylor","2-Abilene","Anglo","10","10"
"2020","Baylor","2-Abilene","Hispanic","6","6"
"2020","Baylor","2-Abilene","Other","7","7"
"2020","Bee","11-Edinburg","Anglo","10","10"
"2020","Bee","11-Edinburg","Hispanic","75","76"
"2020","Bee","11-Edinburg","Other","7","7"
"2020","Bell","7-Austin","African American","281","281"
"2020","Bell","7-Austin","Anglo","221","226"
"2020","Bell","7-Austin","Asian","2","2"
"2020","Bell","7-Austin","Hispanic","240","241"
"2020","Bell","7-Austin","Native American","3","3"
"2020","Bell","7-Austin","Other","87","88"
"2020","Bexar","8-San Antonio","African American","562","574"
"2020","Bexar","8-San Antonio","Anglo","591","594"
"2020","Bexar","8-San Antonio","Asian","6","6"
"2020","Bexar","8-San Antonio","Hispanic","4463","4521"
"2020","Bexar","8-San Antonio","Native American","7","7"
"2020","Bexar","8-San Antonio","Other","209","210"
"2020","Blanco","7-Austin","Anglo","2","2"
"2020","Blanco","7-Austin","Other","3","3"
"2020","Borden","9-Midland","Anglo","2","2"
"2020","Borden","9-Midland","Hispanic","2","2"
"2020","Bosque","7-Austin","Anglo","22","22"
"2020","Bosque","7-Austin","Hispanic","4","4"
"2020","Bosque","7-Austin","Other","1","1"
"2020","Bowie","4-Tyler","African American","52","52"
"2020","Bowie","4-Tyler","Anglo","88","90"
"2020","Bowie","4-Tyler","Hispanic","13","13"
"2020","Bowie","4-Tyler","Other","34","34"
"2020","Brazoria","6-Houston","African American","79","81"
"2020","Brazoria","6-Houston","Anglo","253","253"
"2020","Brazoria","6-Houston","Asian","2","2"
"2020","Brazoria","6-Houston","Hispanic","254","256"
"2020","Brazoria","6-Houston","Native American","2","2"
"2020","Brazoria","6-Houston","Other","33","33"
"2020","Brazos","7-Austin","African American","33","33"
"2020","Brazos","7-Austin","Anglo","10","10"
"2020","Brazos","7-Austin","Hispanic","34","34"
"2020","Brazos","7-Austin","Other","6","6"
"2020","Brewster","10-El Paso","African American","2","2"
"2020","Brewster","10-El Paso","Anglo","6","6"
"2020","Brewster","10-El Paso","Hispanic","12","12"
"2020","Brooks","11-Edinburg","Anglo","2","2"
"2020","Brooks","11-Edinburg","Hispanic","85","89"
"2020","Brown","2-Abilene","African American","23","23"
"2020","Brown","2-Abilene","Anglo","139","139"
"2020","Brown","2-Abilene","Hispanic","86","90"
"2020","Brown","2-Abilene","Other","22","22"
"2020","Burleson","7-Austin","Anglo","2","2"
"2020","Burleson","7-Austin","Hispanic","4","4"
"2020","Burnet","7-Austin","African American","2","2"
"2020","Burnet","7-Austin","Anglo","23","23"
"2020","Burnet","7-Austin","Hispanic","35","35"
"2020","Caldwell","7-Austin","African American","8","8"
"2020","Caldwell","7-Austin","Anglo","37","38"
"2020","Caldwell","7-Austin","Hispanic","61","62"
"2020","Caldwell","7-Austin","Other","3","4"
"2020","Calhoun","8-San Antonio","Anglo","18","19"
"2020","Calhoun","8-San Antonio","Hispanic","22","22"
"2020","Callahan","2-Abilene","Anglo","18","21"
"2020","Callahan","2-Abilene","Other","3","3"
"2020","Cameron","11-Edinburg","Anglo","29","29"
"2020","Cameron","11-Edinburg","Hispanic","779","780"
"2020","Cameron","11-Edinburg","Other","19","19"
"2020","Camp","4-Tyler","African American","9","9"
"2020","Camp","4-Tyler","Anglo","21","21"
"2020","Camp","4-Tyler","Hispanic","5","5"
"2020","Camp","4-Tyler","Other","10","10"
"2020","Carson","1-Lubbock","Anglo","14","14"
"2020","Carson","1-Lubbock","Hispanic","10","10"
"2020","Carson","1-Lubbock","Other","1","1"
"2020","Cass","4-Tyler","African American","6","6"
"2020","Cass","4-Tyler","Anglo","41","41"
"2020","Cass","4-Tyler","Hispanic","9","9"
"2020","Cass","4-Tyler","Other","9","9"
"2020","Castro","1-Lubbock","Hispanic","14","14"
"2020","Chambers","6-Houston","African American","1","1"
"2020","Chambers","6-Houston","Anglo","19","19"
"2020","Chambers","6-Houston","Asian","3","3"
"2020","Chambers","6-Houston","Hispanic","7","7"
"2020","Chambers","6-Houston","Other","2","2"
"2020","Cherokee","4-Tyler","African American","13","13"
"2020","Cherokee","4-Tyler","Anglo","51","53"
"2020","Cherokee","4-Tyler","Hispanic","38","40"
"2020","Cherokee","4-Tyler","Other","19","19"
"2020","Childress","1-Lubbock","Anglo","6","9"
"2020","Childress","1-Lubbock","Hispanic","3","3"
"2020","Clay","2-Abilene","Anglo","18","18"
"2020","Clay","2-Abilene","Other","3","3"
"2020","Cochran","1-Lubbock","Anglo","3","3"
"2020","Coke","9-Midland","Anglo","8","8"
"2020","Coke","9-Midland","Hispanic","7","7"
"2020","Coke","9-Midland","Other","1","1"
"2020","Coleman","2-Abilene","Anglo","34","34"
"2020","Coleman","2-Abilene","Hispanic","14","14"
"2020","Collin","3-Arlington","African American","150","152"
"2020","Collin","3-Arlington","Anglo","253","258"
"2020","Collin","3-Arlington","Asian","5","5"
"2020","Collin","3-Arlington","Hispanic","193","193"
"2020","Collin","3-Arlington","Native American","2","2"
"2020","Collin","3-Arlington","Other","64","64"
"2020","Collingsworth","1-Lubbock","Anglo","1","1"
"2020","Collingsworth","1-Lubbock","Hispanic","3","3"
"2020","Colorado","6-Houston","African American","8","8"
"2020","Colorado","6-Houston","Anglo","10","10"
"2020","Colorado","6-Houston","Hispanic","3","3"
"2020","Colorado","6-Houston","Other","3","3"
"2020","Comal","8-San Antonio","African American","9","9"
"2020","Comal","8-San Antonio","Anglo","91","92"
"2020","Comal","8-San Antonio","Hispanic","82","82"
"2020","Comal","8-San Antonio","Other","5","5"
"2020","Comanche","2-Abilene","Anglo","16","16"
"2020","Comanche","2-Abilene","Hispanic","7","7"
"2020","Concho","9-Midland","Anglo","5","5"
"2020","Concho","9-Midland","Hispanic","1","1"
"2020","Cooke","3-Arlington","African American","7","7"
"2020","Cooke","3-Arlington","Anglo","59","59"
"2020","Cooke","3-Arlington","Asian","1","1"
"2020","Cooke","3-Arlington","Hispanic","46","46"
"2020","Cooke","3-Arlington","Native American","2","2"
"2020","Cooke","3-Arlington","Other","19","19"
"2020","Coryell","7-Austin","African American","26","26"
"2020","Coryell","7-Austin","Anglo","60","60"
"2020","Coryell","7-Austin","Asian","2","2"
"2020","Coryell","7-Austin","Hispanic","32","32"
"2020","Coryell","7-Austin","Other","29","29"
"2020","Cottle","2-Abilene","Hispanic","2","2"
"2020","Crane","9-Midland","Anglo","1","1"
"2020","Crockett","9-Midland","Anglo","6","6"
"2020","Crockett","9-Midland","Hispanic","10","10"
"2020","Crosby","1-Lubbock","Anglo","3","3"
"2020","Crosby","1-Lubbock","Hispanic","15","15"
"2020","Culberson","10-El Paso","Anglo","4","4"
"2020","Culberson","10-El Paso","Hispanic","9","9"
"2020","Dallam","1-Lubbock","Anglo","5","5"
"2020","Dallam","1-Lubbock","Hispanic","2","2"
"2020","Dallas","3-Arlington","African American","2097","2107"
"2020","Dallas","3-Arlington","Anglo","570","593"
"2020","Dallas","3-Arlington","Asian","56","61"
"2020","Dallas","3-Arlington","Hispanic","2210","2241"
"2020","Dallas","3-Arlington","Native American","7","7"
"2020","Dallas","3-Arlington","Other","289","297"
"2020","Dawson","9-Midland","African American","2","2"
"2020","Dawson","9-Midland","Hispanic","14","14"
"2020","Deaf Smith","1-Lubbock","Anglo","3","3"
"2020","Deaf Smith","1-Lubbock","Hispanic","27","27"
"2020","Delta","4-Tyler","African American","4","4"
"2020","Delta","4-Tyler","Anglo","2","2"
"2020","Denton","3-Arlington","African American","228","231"
"2020","Denton","3-Arlington","Anglo","379","384"
"2020","Denton","3-Arlington","Asian","11","11"
"2020","Denton","3-Arlington","Hispanic","288","288"
"2020","Denton","3-Arlington","Native American","2","2"
"2020","Denton","3-Arlington","Other","112","118"
"2020","DeWitt","8-San Antonio","African American","2","2"
"2020","DeWitt","8-San Antonio","Anglo","1","1"
"2020","DeWitt","8-San Antonio","Hispanic","26","26"
"2020","DeWitt","8-San Antonio","Other","5","5"
"2020","Dimmit","8-San Antonio","Hispanic","45","45"
"2020","Donley","1-Lubbock","African American","4","4"
"2020","Donley","1-Lubbock","Anglo","10","10"
"2020","Duval","11-Edinburg","Anglo","2","2"
"2020","Duval","11-Edinburg","Hispanic","59","59"
"2020","Eastland","2-Abilene","African American","5","5"
"2020","Eastland","2-Abilene","Anglo","13","14"
"2020","Eastland","2-Abilene","Hispanic","6","6"
"2020","Eastland","2-Abilene","Other","2","2"
"2020","Ector","9-Midland","African American","18","18"
"2020","Ector","9-Midland","Anglo","101","101"
"2020","Ector","9-Midland","Hispanic","190","190"
"2020","Ector","9-Midland","Other","11","11"
"2020","Edwards","8-San Antonio","Anglo","3","3"
"2020","Edwards","8-San Antonio","Hispanic","1","1"
"2020","Ellis","3-Arlington","African American","39","39"
"2020","Ellis","3-Arlington","Anglo","126","152"
"2020","Ellis","3-Arlington","Hispanic","62","67"
"2020","Ellis","3-Arlington","Other","18","18"
"2020","El Paso","10-El Paso","African American","54","54"
"2020","El Paso","10-El Paso","Anglo","129","133"
"2020","El Paso","10-El Paso","Asian","4","4"
"2020","El Paso","10-El Paso","Hispanic","1285","1320"
"2020","El Paso","10-El Paso","Native American","7","7"
"2020","El Paso","10-El Paso","Other","55","55"
"2020","Erath","3-Arlington","African American","5","5"
"2020","Erath","3-Arlington","Anglo","76","78"
"2020","Erath","3-Arlington","Hispanic","63","63"
"2020","Erath","3-Arlington","Other","2","2"
"2020","Falls","7-Austin","African American","11","11"
"2020","Falls","7-Austin","Anglo","6","6"
"2020","Falls","7-Austin","Hispanic","4","4"
"2020","Falls","7-Austin","Other","3","3"
"2020","Fannin","3-Arlington","Anglo","59","59"
"2020","Fannin","3-Arlington","Hispanic","11","11"
"2020","Fannin","3-Arlington","Other","7","7"
"2020","Fayette","7-Austin","African American","1","1"
"2020","Fayette","7-Austin","Anglo","10","13"
"2020","Fayette","7-Austin","Hispanic","5","5"
"2020","Fayette","7-Austin","Other","2","2"
"2020","Fisher","2-Abilene","Anglo","5","5"
"2020","Fisher","2-Abilene","Hispanic","5","5"
"2020","Floyd","1-Lubbock","Hispanic","5","5"
"2020","Foard","2-Abilene","Anglo","1","1"
"2020","Fort Bend","6-Houston","African American","203","206"
"2020","Fort Bend","6-Houston","Anglo","89","91"
"2020","Fort Bend","6-Houston","Asian","29","29"
"2020","Fort Bend","6-Houston","Hispanic","264","267"
"2020","Fort Bend","6-Houston","Native American","1","1"
"2020","Fort Bend","6-Houston","Other","36","36"
"2020","Franklin","4-Tyler","Anglo","29","29"
"2020","Freestone","7-Austin","Anglo","2","2"
"2020","Freestone","7-Austin","Other","2","2"
"2020","Frio","8-San Antonio","Anglo","12","12"
"2020","Frio","8-San Antonio","Hispanic","74","75"
"2020","Frio","8-San Antonio","Other","2","2"
"2020","Gaines","9-Midland","Anglo","9","9"
