"fiscal_year","county","region","sum_fgc"
"2020","Clay","2-Abilene","3"
"2020","Coke","9-Midland","4"
"2020","Coleman","2-Abilene","8"
"2020","Collin","3-Arlington","56"
"2020","Collingsworth","1-Lubbock","4"
"2020","Colorado","6-Houston","9"
"2020","Comal","8-San Antonio","137"
"2020","Comanche","2-Abilene","10"
"2020","Concho","9-Midland","8"
"2020","Cooke","3-Arlington","29"
"2020","Coryell","7-Austin","74"
"2020","Crane","9-Midland","6"
"2020","Crockett","9-Midland","6"
"2020","Crosby","1-Lubbock","4"
"2020","Culberson","10-El Paso","4"
"2020","Dallam","1-Lubbock","8"
"2020","Dallas","3-Arlington","445"
"2020","Dawson","9-Midland","10"
"2020","Deaf Smith","1-Lubbock","11"
"2020","Delta","4-Tyler","7"
"2020","Denton","3-Arlington","198"
"2020","DeWitt","8-San Antonio","23"
"2020","Dimmit","8-San Antonio","20"
"2020","Donley","1-Lubbock","1"
"2020","Duval","11-Edinburg","24"
"2020","Eastland","2-Abilene","12"
"2020","Ector","9-Midland","162"
"2020","Ellis","3-Arlington","16"
"2020","El Paso","10-El Paso","553"
"2020","Erath","3-Arlington","27"
"2020","Falls","7-Austin","8"
"2020","Fannin","3-Arlington","18"
"2020","Fayette","7-Austin","3"
"2020","Fisher","2-Abilene","1"
"2020","Floyd","1-Lubbock","1"
"2020","Foard","2-Abilene","2"
"2020","Fort Bend","6-Houston","87"
"2020","Franklin","4-Tyler","10"
"2020","Freestone","7-Austin","7"
"2020","Frio","8-San Antonio","42"
"2020","Gaines","9-Midland","10"
"2020","Galveston","6-Houston","103"
"2020","Garza","1-Lubbock","2"
"2020","Gillespie","8-San Antonio","18"
"2020","Goliad","8-San Antonio","12"
"2020","Gonzales","8-San Antonio","20"
"2020","Gray","1-Lubbock","21"
"2020","Grayson","3-Arlington","32"
"2020","Gregg","4-Tyler","103"
"2020","Grimes","7-Austin","8"
"2020","Guadalupe","8-San Antonio","79"
"2020","Hale","1-Lubbock","16"
"2020","Hall","1-Lubbock","2"
"2020","Hamilton","7-Austin","1"
"2020","Hansford","1-Lubbock","1"
"2020","Hardin","5-Beaumont","38"
"2020","Harris","6-Houston","687"
"2020","Harrison","4-Tyler","28"
"2020","Hartley","1-Lubbock","2"
"2020","Haskell","2-Abilene","3"
"2020","Hays","7-Austin","50"
"2020","Hemphill","1-Lubbock","2"
"2020","Henderson","4-Tyler","88"
"2020","Hidalgo","11-Edinburg","407"
"2020","Hill","7-Austin","11"
"2020","Hockley","1-Lubbock","5"
"2020","Hood","3-Arlington","9"
"2020","Hopkins","4-Tyler","34"
"2020","Houston","5-Beaumont","21"
"2020","Howard","9-Midland","34"
"2020","Hudspeth","10-El Paso","3"
"2020","Hunt","3-Arlington","40"
"2020","Hutchinson","1-Lubbock","30"
"2020","Irion","9-Midland","4"
"2020","Jack","2-Abilene","1"
"2020","Jackson","8-San Antonio","8"
"2020","Jasper","5-Beaumont","26"
"2020","Jefferson","5-Beaumont","126"
"2020","Jim Hogg","11-Edinburg","11"
"2020","Jim Wells","11-Edinburg","99"
"2020","Johnson","3-Arlington","51"
"2020","Jones","2-Abilene","12"
"2020","Karnes","8-San Antonio","26"
"2020","Kaufman","3-Arlington","37"
"2020","Kendall","8-San Antonio","17"
"2020","Kerr","8-San Antonio","63"
"2020","Kimble","9-Midland","9"
"2020","Kinney","8-San Antonio","8"
"2020","Kleberg","11-Edinburg","46"
"2020","Knox","2-Abilene","1"
"2020","Lamar","4-Tyler","62"
"2020","Lamb","1-Lubbock","4"
"2020","Lampasas","7-Austin","41"
"2020","La Salle","8-San Antonio","11"
"2020","Lavaca","8-San Antonio","8"
"2020","Lee","7-Austin","7"
"2020","Leon","7-Austin","7"
"2020","Liberty","6-Houston","47"
"2020","Limestone","7-Austin","6"
"2020","Lipscomb","1-Lubbock","1"
"2020","Live Oak","11-Edinburg","10"
"2020","Llano","7-Austin","30"
"2020","Lubbock","1-Lubbock","138"
"2020","Madison","7-Austin","1"
"2020","Marion","4-Tyler","8"
"2020","Martin","9-Midland","5"
"2020","Mason","9-Midland","6"
"2020","Matagorda","6-Houston","26"
"2020","Maverick","8-San Antonio","38"
"2020","McCulloch","9-Midland","18"
"2020","McLennan","7-Austin","80"
"2020","Medina","8-San Antonio","66"
"2020","Menard","9-Midland","6"
"2020","Midland","9-Midland","48"
"2020","Milam","7-Austin","16"
"2020","Mills","7-Austin","2"
"2020","Mitchell","2-Abilene","8"
"2020","Montague","2-Abilene","14"
"2020","Montgomery","6-Houston","153"
"2020","Moore","1-Lubbock","12"
"2020","Morris","4-Tyler","10"
"2020","Nacogdoches","5-Beaumont","73"
"2020","Navarro","3-Arlington","8"
"2020","Newton","5-Beaumont","1"
"2020","Nolan","2-Abilene","20"
"2020","Nueces","11-Edinburg","244"
"2020","Ochiltree","1-Lubbock","3"
"2020","Oldham","1-Lubbock","1"
"2020","Orange","5-Beaumont","49"
"2020","Palo Pinto","3-Arlington","6"
"2020","Panola","4-Tyler","20"
"2020","Parker","3-Arlington","33"
"2020","Parmer","1-Lubbock","2"
"2020","Pecos","9-Midland","9"
"2020","Polk","5-Beaumont","32"
"2020","Potter","1-Lubbock","116"
"2020","Presidio","10-El Paso","2"
"2020","Rains","4-Tyler","6"
"2020","Randall","1-Lubbock","55"
"2020","Reagan","9-Midland","5"
"2020","Real","8-San Antonio","4"
"2020","Red River","4-Tyler","12"
"2020","Refugio","11-Edinburg","10"
"2020","Robertson","7-Austin","12"
"2020","Rockwall","3-Arlington","17"
"2020","Runnels","2-Abilene","7"
"2020","Rusk","4-Tyler","49"
"2020","Sabine","5-Beaumont","10"
"2020","San Augustine","5-Beaumont","10"
"2020","San Jacinto","5-Beaumont","7"
"2020","San Patricio","11-Edinburg","51"
"2020","San Saba","7-Austin","7"
"2020","Schleicher","9-Midland","5"
"2020","Scurry","2-Abilene","9"
"2020","Shelby","5-Beaumont","20"
"2020","Smith","4-Tyler","119"
"2020","Somervell","3-Arlington","3"
"2020","Starr","11-Edinburg","46"
"2020","Stephens","2-Abilene","9"
"2020","Sterling","9-Midland","1"
"2020","Sutton","9-Midland","4"
"2020","Swisher","1-Lubbock","5"
"2020","Tarrant","3-Arlington","419"
"2020","Taylor","2-Abilene","218"
"2020","Terry","1-Lubbock","2"
"2020","Titus","4-Tyler","17"
"2020","Tom Green","9-Midland","261"
"2020","Travis","7-Austin","243"
"2020","Trinity","5-Beaumont","14"
"2020","Tyler","5-Beaumont","9"
"2020","Upshur","4-Tyler","43"
"2020","Upton","9-Midland","5"
"2020","Uvalde","8-San Antonio","30"
"2020","Val Verde","8-San Antonio","28"
"2020","Van Zandt","4-Tyler","44"
"2020","Victoria","8-San Antonio","68"
"2020","Walker","6-Houston","16"
"2020","Waller","6-Houston","21"
"2020","Ward","9-Midland","15"
"2020","Washington","7-Austin","7"
"2020","Webb","11-Edinburg","313"
"2020","Wharton","6-Houston","22"
"2020","Wheeler","1-Lubbock","2"
"2020","Wichita","2-Abilene","80"
"2020","Wilbarger","2-Abilene","9"
"2020","Willacy","11-Edinburg","18"
"2020","Williamson","7-Austin","62"
"2020","Wilson","8-San Antonio","45"
"2020","Winkler","9-Midland","6"
"2020","Wise","3-Arlington","29"
"2020","Wood","4-Tyler","20"
"2020","Yoakum","1-Lubbock","1"
"2020","Young","2-Abilene","11"
"2020","Zapata","11-Edinburg","27"
"2020","Zavala","8-San Antonio","7"
"2020","Unknown","Unknown","9"
"2020","Out of State","Out of State","4"
"2019","Anderson","4-Tyler","70"
"2019","Andrews","9-Midland","24"
"2019","Angelina","5-Beaumont","68"
"2019","Aransas","11-Edinburg","41"
"2019","Archer","2-Abilene","5"
"2019","Atascosa","8-San Antonio","82"
"2019","Bailey","1-Lubbock","4"
"2019","Bandera","8-San Antonio","17"
"2019","Bastrop","7-Austin","29"
"2019","Baylor","2-Abilene","1"
"2019","Bee","11-Edinburg","67"
"2019","Bell","7-Austin","259"
"2019","Bexar","8-San Antonio","780"
"2019","Blanco","7-Austin","10"
"2019","Borden","9-Midland","2"
"2019","Bosque","7-Austin","7"
"2019","Bowie","4-Tyler","28"
"2019","Brazoria","6-Houston","87"
"2019","Brazos","7-Austin","50"
"2019","Brewster","10-El Paso","5"
"2019","Briscoe","1-Lubbock","1"
"2019","Brooks","11-Edinburg","8"
"2019","Brown","2-Abilene","92"
"2019","Burleson","7-Austin","25"
"2019","Burnet","7-Austin","58"
"2019","Caldwell","7-Austin","18"
"2019","Calhoun","8-San Antonio","6"
"2019","Callahan","2-Abilene","7"
"2019","Cameron","11-Edinburg","241"
"2019","Camp","4-Tyler","12"
"2019","Carson","1-Lubbock","5"
"2019","Cass","4-Tyler","7"
"2019","Castro","1-Lubbock","2"
"2019","Chambers","6-Houston","6"
"2019","Cherokee","4-Tyler","58"
"2019","Childress","1-Lubbock","4"
"2019","Clay","2-Abilene","10"
"2019","Coke","9-Midland","13"
"2019","Coleman","2-Abilene","20"
"2019","Collin","3-Arlington","94"
"2019","Collingsworth","1-Lubbock","3"
"2019","Colorado","6-Houston","4"
"2019","Comal","8-San Antonio","161"
"2019","Comanche","2-Abilene","15"
"2019","Concho","9-Midland","4"
"2019","Cooke","3-Arlington","42"
"2019","Coryell","7-Austin","91"
"2019","Cottle","2-Abilene","2"
"2019","Crane","9-Midland","4"
"2019","Crockett","9-Midland","15"
"2019","Crosby","1-Lubbock","2"
"2019","Culberson","10-El Paso","1"
"2019","Dallam","1-Lubbock","4"
"2019","Dallas","3-Arlington","388"
"2019","Dawson","9-Midland","12"
"2019","Deaf Smith","1-Lubbock","9"
"2019","Delta","4-Tyler","8"
"2019","Denton","3-Arlington","105"
"2019","DeWitt","8-San Antonio","22"
"2019","Dimmit","8-San Antonio","6"
"2019","Donley","1-Lubbock","2"
"2019","Duval","11-Edinburg","26"
"2019","Eastland","2-Abilene","24"
"2019","Ector","9-Midland","98"
"2019","Edwards","8-San Antonio","1"
"2019","Ellis","3-Arlington","29"
"2019","El Paso","10-El Paso","338"
"2019","Erath","3-Arlington","29"
"2019","Falls","7-Austin","15"
"2019","Fannin","3-Arlington","19"
"2019","Fayette","7-Austin","3"
"2019","Fisher","2-Abilene","3"
"2019","Floyd","1-Lubbock","2"
"2019","Fort Bend","6-Houston","22"
"2019","Franklin","4-Tyler","12"
"2019","Freestone","7-Austin","7"
"2019","Frio","8-San Antonio","33"
"2019","Gaines","9-Midland","13"
"2019","Galveston","6-Houston","71"
"2019","Garza","1-Lubbock","2"
"2019","Gillespie","8-San Antonio","8"
"2019","Goliad","8-San Antonio","4"
"2019","Gonzales","8-San Antonio","12"
"2019","Gray","1-Lubbock","23"
"2019","Grayson","3-Arlington","32"
"2019","Gregg","4-Tyler","86"
"2019","Grimes","7-Austin","12"
"2019","Guadalupe","8-San Antonio","100"
"2019","Hale","1-Lubbock","23"
"2019","Hall","1-Lubbock","1"
"2019","Hamilton","7-Austin","3"
"2019","Hansford","1-Lubbock","2"
"2019","Hardin","5-Beaumont","23"
"2019","Harris","6-Houston","659"
"2019","Harrison","4-Tyler","41"
"2019","Haskell","2-Abilene","6"
"2019","Hays","7-Austin","24"
"2019","Henderson","4-Tyler","116"
"2019","Hidalgo","11-Edinburg","435"
"2019","Hill","7-Austin","17"
"2019","Hockley","1-Lubbock","14"
"2019","Hood","3-Arlington","29"
"2019","Hopkins","4-Tyler","38"
"2019","Houston","5-Beaumont","25"
"2019","Howard","9-Midland","16"
"2019","Hudspeth","10-El Paso","2"
"2019","Hunt","3-Arlington","34"
"2019","Hutchinson","1-Lubbock","25"
"2019","Irion","9-Midland","3"
"2019","Jack","2-Abilene","11"
"2019","Jackson","8-San Antonio","7"
"2019","Jasper","5-Beaumont","31"
"2019","Jefferson","5-Beaumont","92"
"2019","Jim Hogg","11-Edinburg","10"
"2019","Jim Wells","11-Edinburg","97"
"2019","Johnson","3-Arlington","84"
"2019","Jones","2-Abilene","41"
"2019","Karnes","8-San Antonio","23"
"2019","Kaufman","3-Arlington","25"
"2019","Kendall","8-San Antonio","11"
"2019","Kerr","8-San Antonio","72"
"2019","Kimble","9-Midland","15"
"2019","Kinney","8-San Antonio","7"
"2019","Kleberg","11-Edinburg","33"
"2019","Knox","2-Abilene","1"
"2019","Lamar","4-Tyler","82"
"2019","Lamb","1-Lubbock","1"
"2019","Lampasas","7-Austin","29"
"2019","La Salle","8-San Antonio","3"
"2019","Lavaca","8-San Antonio","14"
"2019","Lee","7-Austin","3"
"2019","Liberty","6-Houston","24"
"2019","Limestone","7-Austin","12"
"2019","Live Oak","11-Edinburg","16"
"2019","Llano","7-Austin","19"
"2019","Lubbock","1-Lubbock","343"
"2019","Lynn","1-Lubbock","4"
"2019","Marion","4-Tyler","9"
"2019","Martin","9-Midland","5"
"2019","Mason","9-Midland","2"
"2019","Matagorda","6-Houston","14"
"2019","Maverick","8-San Antonio","37"
"2019","McCulloch","9-Midland","20"
"2019","McLennan","7-Austin","155"
"2019","McMullen","11-Edinburg","2"
"2019","Medina","8-San Antonio","72"
"2019","Menard","9-Midland","2"
"2019","Midland","9-Midland","49"
"2019","Milam","7-Austin","21"
"2019","Mills","7-Austin","6"
"2019","Mitchell","2-Abilene","12"
"2019","Montague","2-Abilene","22"
"2019","Montgomery","6-Houston","186"
"2019","Moore","1-Lubbock","11"
"2019","Morris","4-Tyler","21"
"2019","Motley","1-Lubbock","1"
"2019","Nacogdoches","5-Beaumont","87"
"2019","Navarro","3-Arlington","14"
"2019","Newton","5-Beaumont","6"
"2019","Nolan","2-Abilene","25"
"2019","Nueces","11-Edinburg","300"
"2019","Ochiltree","1-Lubbock","5"
"2019","Oldham","1-Lubbock","2"
"2019","Orange","5-Beaumont","57"
"2019","Palo Pinto","3-Arlington","10"
"2019","Panola","4-Tyler","16"
"2019","Parker","3-Arlington","33"
"2019","Parmer","1-Lubbock","4"
"2019","Pecos","9-Midland","10"
"2019","Polk","5-Beaumont","25"
"2019","Potter","1-Lubbock","105"
"2019","Presidio","10-El Paso","1"
"2019","Rains","4-Tyler","12"
"2019","Randall","1-Lubbock","68"
"2019","Reagan","9-Midland","8"
"2019","Real","8-San Antonio","6"
"2019","Red River","4-Tyler","11"
"2019","Reeves","9-Midland","3"
"2019","Refugio","11-Edinburg","7"
"2019","Robertson","7-Austin","5"
"2019","Rockwall","3-Arlington","17"
"2019","Runnels","2-Abilene","16"
"2019","Rusk","4-Tyler","38"
"2019","Sabine","5-Beaumont","4"
"2019","San Augustine","5-Beaumont","5"
"2019","San Jacinto","5-Beaumont","9"
"2019","San Patricio","11-Edinburg","77"
"2019","San Saba","7-Austin","7"
"2019","Schleicher","9-Midland","9"
"2019","Scurry","2-Abilene","12"
"2019","Shackelford","2-Abilene","3"
"2019","Shelby","5-Beaumont","15"
"2019","Smith","4-Tyler","116"
"2019","Somervell","3-Arlington","2"
"2019","Starr","11-Edinburg","49"
"2019","Stephens","2-Abilene","14"
"2019","Stonewall","2-Abilene","1"
"2019","Sutton","9-Midland","13"
"2019","Swisher","1-Lubbock","15"
"2019","Tarrant","3-Arlington","508"
"2019","Taylor","2-Abilene","336"
"2019","Terry","1-Lubbock","4"
"2019","Throckmorton","2-Abilene","1"
"2019","Titus","4-Tyler","32"
"2019","Tom Green","9-Midland","188"
"2019","Travis","7-Austin","279"
"2019","Trinity","5-Beaumont","23"
"2019","Tyler","5-Beaumont","27"
"2019","Upshur","4-Tyler","73"
"2019","Upton","9-Midland","3"
"2019","Uvalde","8-San Antonio","32"
"2019","Val Verde","8-San Antonio","30"
"2019","Van Zandt","4-Tyler","50"
"2019","Victoria","8-San Antonio","62"
"2019","Walker","6-Houston","21"
"2019","Waller","6-Houston","11"
"2019","Ward","9-Midland","13"
"2019","Washington","7-Austin","15"
"2019","Webb","11-Edinburg","284"
"2019","Wharton","6-Houston","12"
"2019","Wheeler","1-Lubbock","4"
"2019","Wichita","2-Abilene","100"
"2019","Wilbarger","2-Abilene","8"
"2019","Willacy","11-Edinburg","11"
"2019","Williamson","7-Austin","107"
"2019","Wilson","8-San Antonio","35"
"2019","Winkler","9-Midland","3"
"2019","Wise","3-Arlington","24"
"2019","Wood","4-Tyler","27"
"2019","Yoakum","1-Lubbock","1"
"2019","Young","2-Abilene","19"
"2019","Zapata","11-Edinburg","13"
"2019","Zavala","8-San Antonio","3"
"2019","Unknown","Unknown","5"
"2019","Out of State","Out of State","5"
"2018","Anderson","4-Tyler","54"
"2018","Andrews","9-Midland","34"
"2018","Angelina","5-Beaumont","51"
"2018","Aransas","11-Edinburg","21"
"2018","Archer","2-Abilene","1"
"2018","Armstrong","1-Lubbock","2"
"2018","Atascosa","8-San Antonio","81"
"2018","Austin","6-Houston","1"
"2018","Bailey","1-Lubbock","2"
"2018","Bandera","8-San Antonio","17"
"2018","Bastrop","7-Austin","16"
"2018","Baylor","2-Abilene","4"
"2018","Bee","11-Edinburg","52"
"2018","Bell","7-Austin","287"
"2018","Bexar","8-San Antonio","759"
"2018","Blanco","7-Austin","14"
"2018","Bosque","7-Austin","9"
"2018","Bowie","4-Tyler","16"
"2018","Brazoria","6-Houston","34"
"2018","Brazos","7-Austin","34"
"2018","Brewster","10-El Paso","6"
"2018","Briscoe","1-Lubbock","1"
"2018","Brooks","11-Edinburg","8"
"2018","Brown","2-Abilene","95"
"2018","Burleson","7-Austin","15"
"2018","Burnet","7-Austin","49"
"2018","Caldwell","7-Austin","15"
"2018","Calhoun","8-San Antonio","4"
"2018","Callahan","2-Abilene","10"
"2018","Cameron","11-Edinburg","315"
"2018","Camp","4-Tyler","23"
"2018","Carson","1-Lubbock","5"
"2018","Cass","4-Tyler","4"
"2018","Castro","1-Lubbock","2"
"2018","Chambers","6-Houston","2"
"2018","Cherokee","4-Tyler","60"
"2018","Childress","1-Lubbock","4"
"2018","Clay","2-Abilene","14"
"2018","Coke","9-Midland","10"
"2018","Coleman","2-Abilene","12"
"2018","Collin","3-Arlington","60"
"2018","Collingsworth","1-Lubbock","3"
"2018","Colorado","6-Houston","2"
"2018","Comal","8-San Antonio","149"
