"row_id","fiscal_year","fiscal_month","fiscal_month_name_with_nbr","cal_year","cal_month","month_name_with_nbr","month_end_date","game_category","instant_game_number","instant_price_point","retailer_number","location_name","retailer_number_name","location_address","location_address2","location_city","location_state","location_zip","location_zip_plus_4","location_county_desc","parent_retailer","parent_retailer_name","parent_retailer_number_name","gross_sales_amount","give_aways_amount","cancelled_amount","adjustments_amount","returns_amount","net_sales_amount"
"106358-23831-4757","2022","8","08-April","2022","4","04-April","2022-04-30T00:00:00.000","Scratch Tickets","2360","5","106358","BEN'S SUPERMARKET","106358 - BEN'S SUPERMARKET","510 ENRIQUE M BARRERA PKWY",,"San Antonio","TX","78237","1854","Bexar","106358","BEN'S SUPERMARKET","106358 - BEN'S SUPERMARKET","375","0","0","0","0","375"
"106358-23831-4772","2022","8","08-April","2022","4","04-April","2022-04-30T00:00:00.000","Scratch Tickets","2371","5","106358","BEN'S SUPERMARKET","106358 - BEN'S SUPERMARKET","510 ENRIQUE M BARRERA PKWY",,"San Antonio","TX","78237","1854","Bexar","106358","BEN'S SUPERMARKET","106358 - BEN'S SUPERMARKET","375","0","0","0","0","375"
"106358-23831-4773","2022","8","08-April","2022","4","04-April","2022-04-30T00:00:00.000","Scratch Tickets","2376","20","106358","BEN'S SUPERMARKET","106358 - BEN'S SUPERMARKET","510 ENRIQUE M BARRERA PKWY",,"San Antonio","TX","78237","1854","Bexar","106358","BEN'S SUPERMARKET","106358 - BEN'S SUPERMARKET","500","0","0","0","0","500"
"106358-23831-4775","2022","8","08-April","2022","4","04-April","2022-04-30T00:00:00.000","Scratch Tickets","2333","10","106358","BEN'S SUPERMARKET","106358 - BEN'S SUPERMARKET","510 ENRIQUE M BARRERA PKWY",,"San Antonio","TX","78237","1854","Bexar","106358","BEN'S SUPERMARKET","106358 - BEN'S SUPERMARKET","500","0","0","0","0","500"
"106358-23831-4783","2022","8","08-April","2022","4","04-April","2022-04-30T00:00:00.000","Scratch Tickets","2433","10","106358","BEN'S SUPERMARKET","106358 - BEN'S SUPERMARKET","510 ENRIQUE M BARRERA PKWY",,"San Antonio","TX","78237","1854","Bexar","106358","BEN'S SUPERMARKET","106358 - BEN'S SUPERMARKET","1000","0","0","0","0","1000"
"106358-23831-4784","2022","8","08-April","2022","4","04-April","2022-04-30T00:00:00.000","Scratch Tickets","2411","20","106358","BEN'S SUPERMARKET","106358 - BEN'S SUPERMARKET","510 ENRIQUE M BARRERA PKWY",,"San Antonio","TX","78237","1854","Bexar","106358","BEN'S SUPERMARKET","106358 - BEN'S SUPERMARKET","500","0","0","0","0","500"
"106358-23831-4786","2022","8","08-April","2022","4","04-April","2022-04-30T00:00:00.000","Scratch Tickets","2384","1","106358","BEN'S SUPERMARKET","106358 - BEN'S SUPERMARKET","510 ENRIQUE M BARRERA PKWY",,"San Antonio","TX","78237","1854","Bexar","106358","BEN'S SUPERMARKET","106358 - BEN'S SUPERMARKET","150","0","0","0","0","150"
"106358-23831-4787","2022","8","08-April","2022","4","04-April","2022-04-30T00:00:00.000","Scratch Tickets","2425","5","106358","BEN'S SUPERMARKET","106358 - BEN'S SUPERMARKET","510 ENRIQUE M BARRERA PKWY",,"San Antonio","TX","78237","1854","Bexar","106358","BEN'S SUPERMARKET","106358 - BEN'S SUPERMARKET","750","0","0","0","0","750"
"106358-23831-4789","2022","8","08-April","2022","4","04-April","2022-04-30T00:00:00.000","Scratch Tickets","2387","30","106358","BEN'S SUPERMARKET","106358 - BEN'S SUPERMARKET","510 ENRIQUE M BARRERA PKWY",,"San Antonio","TX","78237","1854","Bexar","106358","BEN'S SUPERMARKET","106358 - BEN'S SUPERMARKET","1500","0","0","0","0","1500"
"106358-23831-4791","2022","8","08-April","2022","4","04-April","2022-04-30T00:00:00.000","Scratch Tickets","2393","10","106358","BEN'S SUPERMARKET","106358 - BEN'S SUPERMARKET","510 ENRIQUE M BARRERA PKWY",,"San Antonio","TX","78237","1854","Bexar","106358","BEN'S SUPERMARKET","106358 - BEN'S SUPERMARKET","500","0","0","0","0","500"
"106358-23831-6","2022","8","08-April","2022","4","04-April","2022-04-30T00:00:00.000","Mega Millions®",,,"106358","BEN'S SUPERMARKET","106358 - BEN'S SUPERMARKET","510 ENRIQUE M BARRERA PKWY",,"San Antonio","TX","78237","1854","Bexar","106358","BEN'S SUPERMARKET","106358 - BEN'S SUPERMARKET","88","0","0","0","0","88"
"106358-23831-8","2022","8","08-April","2022","4","04-April","2022-04-30T00:00:00.000","Pick 3®",,,"106358","BEN'S SUPERMARKET","106358 - BEN'S SUPERMARKET","510 ENRIQUE M BARRERA PKWY",,"San Antonio","TX","78237","1854","Bexar","106358","BEN'S SUPERMARKET","106358 - BEN'S SUPERMARKET","457.5","0","0","0","0","457.5"
