"fiscal_year","region","county","completed_investigations"
"2019","9-Midland","Terrell","5"
"2019","9-Midland","Tom Green","1050"
"2019","9-Midland","Upton","12"
"2019","9-Midland","Ward","36"
"2019","9-Midland","Winkler","30"
"2019","10-El Paso","Brewster","76"
"2019","10-El Paso","Culberson","18"
"2019","10-El Paso","El Paso","3745"
"2019","10-El Paso","Hudspeth","20"
"2019","10-El Paso","Jeff Davis","7"
"2019","10-El Paso","Presidio","41"
"2019","11-Edinburg","Aransas","171"
"2019","11-Edinburg","Bee","171"
"2019","11-Edinburg","Brooks","31"
"2019","11-Edinburg","Cameron","1544"
"2019","11-Edinburg","Duval","50"
"2019","11-Edinburg","Hidalgo","2551"
"2019","11-Edinburg","Jim Hogg","22"
"2019","11-Edinburg","Jim Wells","215"
"2019","11-Edinburg","Kenedy","1"
"2019","11-Edinburg","Kleberg","138"
"2019","11-Edinburg","Live Oak","49"
"2019","11-Edinburg","Nueces","1790"
"2019","11-Edinburg","Refugio","22"
"2019","11-Edinburg","San Patricio","331"
"2019","11-Edinburg","Starr","176"
"2019","11-Edinburg","Webb","576"
"2019","11-Edinburg","Willacy","107"
"2019","11-Edinburg","Zapata","58"
"2019","Out of State","Out of State","23"
"2018","1-Lubbock","Armstrong","3"
"2018","1-Lubbock","Bailey","23"
"2018","1-Lubbock","Briscoe","1"
"2018","1-Lubbock","Carson","32"
"2018","1-Lubbock","Castro","24"
"2018","1-Lubbock","Childress","27"
"2018","1-Lubbock","Cochran","46"
"2018","1-Lubbock","Collingsworth","12"
"2018","1-Lubbock","Crosby","38"
"2018","1-Lubbock","Dallam","27"
"2018","1-Lubbock","Deaf Smith","69"
"2018","1-Lubbock","Dickens","25"
"2018","1-Lubbock","Donley","24"
"2018","1-Lubbock","Floyd","37"
"2018","1-Lubbock","Garza","47"
"2018","1-Lubbock","Gray","138"
"2018","1-Lubbock","Hale","161"
"2018","1-Lubbock","Hall","11"
"2018","1-Lubbock","Hansford","10"
"2018","1-Lubbock","Hartley","5"
"2018","1-Lubbock","Hemphill","9"
"2018","1-Lubbock","Hockley","114"
"2018","1-Lubbock","Hutchinson","85"
"2018","1-Lubbock","Lamb","102"
"2018","1-Lubbock","Lipscomb","12"
"2018","1-Lubbock","Lubbock","2144"
"2018","1-Lubbock","Lynn","52"
"2018","1-Lubbock","Moore","74"
"2018","1-Lubbock","Motley","14"
"2018","1-Lubbock","Ochiltree","26"
"2018","1-Lubbock","Oldham","1"
"2018","1-Lubbock","Parmer","17"
"2018","1-Lubbock","Potter","843"
"2018","1-Lubbock","Randall","426"
"2018","1-Lubbock","Roberts","1"
"2018","1-Lubbock","Sherman","8"
"2018","1-Lubbock","Swisher","45"
"2018","1-Lubbock","Terry","126"
"2018","1-Lubbock","Wheeler","20"
"2018","1-Lubbock","Yoakum","25"
"2018","2-Abilene","Archer","60"
"2018","2-Abilene","Baylor","34"
"2018","2-Abilene","Brown","275"
"2018","2-Abilene","Callahan","91"
"2018","2-Abilene","Clay","76"
"2018","2-Abilene","Coleman","57"
"2018","2-Abilene","Comanche","72"
"2018","2-Abilene","Cottle","10"
"2018","2-Abilene","Eastland","130"
"2018","2-Abilene","Fisher","22"
"2018","2-Abilene","Foard","22"
"2018","2-Abilene","Hardeman","33"
"2018","2-Abilene","Haskell","26"
"2018","2-Abilene","Jack","53"
"2018","2-Abilene","Jones","112"
"2018","2-Abilene","Kent","2"
"2018","2-Abilene","Knox","21"
"2018","2-Abilene","Mitchell","43"
"2018","2-Abilene","Montague","172"
"2018","2-Abilene","Nolan","119"
"2018","2-Abilene","Runnels","66"
"2018","2-Abilene","Scurry","90"
"2018","2-Abilene","Shackelford","14"
"2018","2-Abilene","Stephens","77"
"2018","2-Abilene","Stonewall","10"
"2018","2-Abilene","Taylor","1228"
"2018","2-Abilene","Throckmorton","5"
"2018","2-Abilene","Wichita","1407"
"2018","2-Abilene","Wilbarger","125"
"2018","2-Abilene","Young","136"
"2018","3-Arlington","Collin","874"
"2018","3-Arlington","Cooke","105"
"2018","3-Arlington","Dallas","6006"
"2018","3-Arlington","Denton","1020"
"2018","3-Arlington","Ellis","287"
"2018","3-Arlington","Erath","93"
"2018","3-Arlington","Fannin","132"
"2018","3-Arlington","Grayson","562"
"2018","3-Arlington","Hood","197"
"2018","3-Arlington","Hunt","366"
"2018","3-Arlington","Johnson","431"
"2018","3-Arlington","Kaufman","303"
"2018","3-Arlington","Navarro","151"
"2018","3-Arlington","Palo Pinto","133"
"2018","3-Arlington","Parker","350"
"2018","3-Arlington","Rockwall","145"
"2018","3-Arlington","Somervell","25"
"2018","3-Arlington","Tarrant","5507"
"2018","3-Arlington","Wise","186"
"2018","4-Tyler","Anderson","166"
"2018","4-Tyler","Bowie","326"
"2018","4-Tyler","Camp","62"
"2018","4-Tyler","Cass","129"
"2018","4-Tyler","Cherokee","227"
"2018","4-Tyler","Delta","22"
"2018","4-Tyler","Franklin","50"
"2018","4-Tyler","Gregg","444"
"2018","4-Tyler","Harrison","236"
"2018","4-Tyler","Henderson","458"
"2018","4-Tyler","Hopkins","143"
"2018","4-Tyler","Lamar","233"
"2018","4-Tyler","Marion","63"
"2018","4-Tyler","Morris","93"
"2018","4-Tyler","Panola","73"
"2018","4-Tyler","Rains","50"
"2018","4-Tyler","Red River","45"
"2018","4-Tyler","Rusk","170"
"2018","4-Tyler","Smith","890"
"2018","4-Tyler","Titus","88"
"2018","4-Tyler","Upshur","153"
"2018","4-Tyler","Van Zandt","213"
"2018","4-Tyler","Wood","227"
"2018","5-Beaumont","Angelina","509"
"2018","5-Beaumont","Hardin","152"
"2018","5-Beaumont","Houston","125"
"2018","5-Beaumont","Jasper","200"
"2018","5-Beaumont","Jefferson","1214"
"2018","5-Beaumont","Nacogdoches","292"
"2018","5-Beaumont","Newton","60"
"2018","5-Beaumont","Orange","378"
"2018","5-Beaumont","Polk","316"
"2018","5-Beaumont","Sabine","72"
"2018","5-Beaumont","San Augustine","83"
"2018","5-Beaumont","San Jacinto","165"
"2018","5-Beaumont","Shelby","154"
"2018","5-Beaumont","Trinity","96"
"2018","5-Beaumont","Tyler","82"
"2018","6-Houston","Austin","80"
"2018","6-Houston","Brazoria","714"
"2018","6-Houston","Chambers","72"
"2018","6-Houston","Colorado","93"
"2018","6-Houston","Fort Bend","1062"
"2018","6-Houston","Galveston","1146"
"2018","6-Houston","Harris","11858"
"2018","6-Houston","Liberty","308"
"2018","6-Houston","Matagorda","132"
"2018","6-Houston","Montgomery","1397"
"2018","6-Houston","Walker","152"
"2018","6-Houston","Waller","115"
"2018","6-Houston","Wharton","134"
"2018","7-Austin","Bastrop","307"
"2018","7-Austin","Bell","1154"
"2018","7-Austin","Blanco","25"
"2018","7-Austin","Bosque","77"
"2018","7-Austin","Brazos","353"
"2018","7-Austin","Burleson","67"
"2018","7-Austin","Burnet","139"
"2018","7-Austin","Caldwell","149"
"2018","7-Austin","Coryell","257"
"2018","7-Austin","Falls","103"
"2018","7-Austin","Fayette","66"
"2018","7-Austin","Freestone","86"
"2018","7-Austin","Grimes","107"
"2018","7-Austin","Hamilton","37"
"2018","7-Austin","Hays","285"
"2018","7-Austin","Hill","172"
"2018","7-Austin","Lampasas","105"
"2018","7-Austin","Lee","58"
"2018","7-Austin","Leon","67"
"2018","7-Austin","Limestone","92"
"2018","7-Austin","Llano","87"
"2018","7-Austin","Madison","38"
"2018","7-Austin","McLennan","1109"
"2018","7-Austin","Milam","95"
"2018","7-Austin","Mills","18"
"2018","7-Austin","Robertson","65"
"2018","7-Austin","San Saba","28"
"2018","7-Austin","Travis","2845"
"2018","7-Austin","Washington","95"
"2018","7-Austin","Williamson","750"
"2018","8-San Antonio","Atascosa","181"
"2018","8-San Antonio","Bandera","97"
"2018","8-San Antonio","Bexar","7075"
"2018","8-San Antonio","Calhoun","65"
"2018","8-San Antonio","Comal","371"
"2018","8-San Antonio","DeWitt","60"
"2018","8-San Antonio","Dimmit","36"
"2018","8-San Antonio","Edwards","6"
"2018","8-San Antonio","Frio","53"
"2018","8-San Antonio","Gillespie","99"
"2018","8-San Antonio","Goliad","23"
"2018","8-San Antonio","Gonzales","88"
"2018","8-San Antonio","Guadalupe","388"
"2018","8-San Antonio","Jackson","45"
"2018","8-San Antonio","Karnes","44"
"2018","8-San Antonio","Kendall","114"
"2018","8-San Antonio","Kerr","333"
"2018","8-San Antonio","Kinney","18"
"2018","8-San Antonio","La Salle","26"
"2018","8-San Antonio","Lavaca","61"
"2018","8-San Antonio","Maverick","117"
"2018","8-San Antonio","Medina","171"
"2018","8-San Antonio","Real","14"
"2018","8-San Antonio","Uvalde","104"
"2018","8-San Antonio","Val Verde","148"
"2018","8-San Antonio","Victoria","305"
"2018","8-San Antonio","Wilson","136"
"2018","8-San Antonio","Zavala","50"
"2018","9-Midland","Andrews","44"
"2018","9-Midland","Borden","2"
"2018","9-Midland","Coke","19"
"2018","9-Midland","Concho","20"
"2018","9-Midland","Crane","17"
"2018","9-Midland","Crockett","12"
"2018","9-Midland","Dawson","100"
"2018","9-Midland","Ector","497"
"2018","9-Midland","Gaines","60"
"2018","9-Midland","Glasscock","2"
"2018","9-Midland","Howard","184"
"2018","9-Midland","Irion","3"
"2018","9-Midland","Kimble","27"
"2018","9-Midland","Loving","2"
"2018","9-Midland","Martin","18"
"2018","9-Midland","Mason","14"
"2018","9-Midland","McCulloch","70"
"2018","9-Midland","Menard","9"
"2018","9-Midland","Midland","383"
"2018","9-Midland","Pecos","64"
"2018","9-Midland","Reagan","12"
"2018","9-Midland","Reeves","36"
"2018","9-Midland","Schleicher","12"
"2018","9-Midland","Sutton","11"
"2018","9-Midland","Terrell","4"
"2018","9-Midland","Tom Green","991"
"2018","9-Midland","Upton","13"
"2018","9-Midland","Ward","51"
"2018","9-Midland","Winkler","21"
"2018","10-El Paso","Brewster","82"
"2018","10-El Paso","Culberson","19"
"2018","10-El Paso","El Paso","2760"
"2018","10-El Paso","Hudspeth","11"
"2018","10-El Paso","Jeff Davis","6"
"2018","10-El Paso","Presidio","43"
"2018","11-Edinburg","Aransas","136"
"2018","11-Edinburg","Bee","146"
"2018","11-Edinburg","Brooks","51"
"2018","11-Edinburg","Cameron","1472"
"2018","11-Edinburg","Duval","56"
"2018","11-Edinburg","Hidalgo","2431"
"2018","11-Edinburg","Jim Hogg","28"
"2018","11-Edinburg","Jim Wells","227"
"2018","11-Edinburg","Kenedy","1"
"2018","11-Edinburg","Kleberg","108"
"2018","11-Edinburg","Live Oak","61"
