"taxpayer_number","taxpayer_name","taxpayer_address","taxpayer_city","taxpayer_state","taxpayer_zip","taxpayer_county","location_number","location_name","location_address","location_city","location_state","location_zip","location_county","inside_outside_city_limits_code_y_n","tabc_permit_number","responsibility_begin_date_yyyymmdd","responsibility_end_date_yyyymmdd","obligation_end_date_yyyymmdd","liquor_receipts","wine_receipts","beer_receipts","cover_charge_receipts","total_receipts"
"32062249878","TOPGOLF USA EL PASO, LLC","8750 N CENTRAL EXPY STE 1200","DALLAS","TX","75231","57","1","TOPGOLF","365 VIN RAMBLA","EL PASO","TX","79912","71","Y","MB999395","2017-11-03T00:00:00.000",,"2018-05-31T00:00:00.000","116657","15785","144028","0","276470"
"32055837507","3 LEGENDARY TIGERS, LLC","8517 FORTUNE CT","EL PASO","TX","79907","71","2","EPTX","1580 GEORGE DIETER DR STE 104D","EL PASO","TX","79936","71","Y","MB992115","2017-08-22T00:00:00.000",,"2018-05-31T00:00:00.000","188206","4087","55760","0","248053"
"32052094953","ANONIMO CANTINA LLC","110 MONTECILLO BLVD STE 3B","EL PASO","TX","79912","71","1","CANTINA MALOLAM","4935 N MESA ST STE 2","EL PASO","TX","79912","71","Y","MB871033","2014-05-01T00:00:00.000",,"2018-05-31T00:00:00.000","147317","2183","52166","0","201666"
"32053158880","OJOS LOCOS SPORTS CANTINA BEVERAGE HOLDING TRES, L","5212 TENNYSON PKWY STE 120","PLANO","TX","75024","43","1","OJOS LOCOS SPORTS CANTINA","1204 AIRWAY BLVD","EL PASO","TX","79925","71","Y","MB885107","2014-09-24T00:00:00.000","2018-11-08T00:00:00.000","2018-05-31T00:00:00.000","56853","216","106336","0","163405"
"32051009770","TWIN RESTAURANT EL PASO BEVERAGE HOLDING, LLC","5151 BELT LINE RD STE 1200","DALLAS","TX","75254","57","1","TWIN PEAKS","8899 GATEWAY BLVD W STE 900","EL PASO","TX","79925","71","Y","MB849760","2013-08-22T00:00:00.000",,"2018-05-31T00:00:00.000","40372","472","101217","0","142061"
"15215784578","HOST SERVICES, INC.","6905 ROCKLEDGE DR C/O MS5-3","BETHESDA","MD","20817","0","41","HOST SERVICES INC","6701 CONVAIR RD","EL PASO","TX","79925","71","Y","MB647821","2006-12-27T00:00:00.000",,"2018-05-31T00:00:00.000","62641","11164","60580","0","134385"
"32026941487","WHISKEY DICKS, INC","11501 CHITO SAMANIEGO DR","EL PASO","TX","79936","71","1","WHISKEY DICKS","1580 GEORGE DIETER DR STE 204","EL PASO","TX","79936","71","Y","MB668476","2007-08-16T00:00:00.000",,"2018-05-31T00:00:00.000","83025","6","46308","0","129339"
"32045165837","CHEERS EP, L.L.C.","816 N PIEDRAS ST","EL PASO","TX","79903","71","1","COCONUTS","816 N PIEDRAS ST","EL PASO","TX","79903","71","Y","MB796941","2012-02-03T00:00:00.000",,"2018-05-31T00:00:00.000","69208","0","58851","0","128059"
"32065045075","TCDEM, LLC","8517 FORTUNE CT","EL PASO","TX","79907","71","1","SISTER ESTHERS CHURCH ENTERTAINMENT EMPORIUM","2708 N MESA ST STE F","EL PASO","TX","79902","71","Y","MB1004964","2018-01-22T00:00:00.000",,"2018-05-31T00:00:00.000","96607","9299","21398","0","127304"
"32060671321","GSO TIERRA ESTE, LLC.","PO BOX 962967","EL PASO","TX","79996","71","1","THE UNION DRAFT HOUSE","12040 TIERRA ESTE RD","EL PASO","TX","79938","71","Y","MB965998","2016-12-07T00:00:00.000",,"2018-05-31T00:00:00.000","49803","202","74376","0","124381"
"32061274752","JKMS EP, LLC","500 N OREGON ST FL 2ND","EL PASO","TX","79901","71","1","BORN & RAISED","2106 N ZARAGOZA RD STE 101&A103","EL PASO","TX","79938","71","Y","MB976792","2017-03-23T00:00:00.000","2019-04-10T00:00:00.000","2018-05-31T00:00:00.000","93228","2426","25370","0","121024"
"17421369731","CARLOS MICKY'S MEXICAN SALOON, INC.","1310 MAGRUDER ST","EL PASO","TX","79925","71","1","CARLOS & MICKEY'S FINE MEXICAN RESTAURANT","1310 MAGRUDER ST","EL PASO","TX","79925","71","Y","MB189427","1993-12-01T00:00:00.000",,"2018-05-31T00:00:00.000","90760","6698","23492","0","120950"
"32052116285","EL PASO TEXAS ALAMO OPERATIONS, LLC","2500 SUMMER ST STE 1210","HOUSTON","TX","77007","101","1","ALAMO DRAFTHOUSE CINEMAS","250 MONTECILLO BLVD","EL PASO","TX","79912","71","Y","MB937904","2016-03-15T00:00:00.000",,"2018-05-31T00:00:00.000","47112","8647","64551","0","120310"
"32041800593","BIKINI JOE'S, LLC","PO BOX 962967","EL PASO","TX","79996","71","2","CABO JOE'S","7942 GATEWAY BLVD E","EL PASO","TX","79915","71","Y","MB771727","2014-09-01T00:00:00.000",,"2018-05-31T00:00:00.000","44753","65","74804","0","119622"
"32060323873","GRINGO THEORY LLC","11410 MONTANA AVE","EL PASO","TX","79936","71","1","GRINGO THEORY","11410 MONTANA AVE","EL PASO","TX","79936","71","Y","MB955810","2016-08-25T00:00:00.000",,"2018-05-31T00:00:00.000","73030","323","45138","0","118491"
"32014492378","POCKETS BILLIARDS & FUN, LLC","1441 N ZARAGOZA RD STE 17","EL PASO","TX","79936","71","1","POCKETS BILLIARDS & FUN","1441 N ZARAGOZA RD STE 1-7","EL PASO","TX","79936","71","Y","MB714479","2009-02-11T00:00:00.000",,"2018-05-31T00:00:00.000","40321","35","76852","0","117208"
"32063212255","HOUSE PARTY, LLC","1393 GEORGE DIETER DR STE E","EL PASO","TX","79936","71","1","HOUSE PARTY, LLC","1610 N ZARAGOZA RD STE E1","EL PASO","TX","79936","71","Y","MB984080","2017-06-01T00:00:00.000","2018-12-06T00:00:00.000","2018-05-31T00:00:00.000","77940","0","36205","0","114145"
"32057551007","CASTLE GREYSKULL, LLC","8517 FORTUNE CT","EL PASO","TX","79907","71","2","COLLEGE DROPOUT","207 CINCINNATI AVE","EL PASO","TX","79902","71","Y","MB972534","2017-02-10T00:00:00.000",,"2018-05-31T00:00:00.000","86737","3566","19444","0","109747"
"12022475227","ANDALE MEXICAN CUISINE, INC.","1388 DIAMOND GATE PL","EL PASO","TX","79936","71","1","ANDALE MEXICAN CUISINE INC","9201 GATEWAY BLVD W","EL PASO","TX","79925","71","Y","MB579050","2005-05-11T00:00:00.000",,"2018-05-31T00:00:00.000","66647","896","38369","0","105912"
"32058434781","LOBBY BAR LLC","300 E MAIN DR STE 620","EL PASO","TX","79901","71","1","HOTEL INDIGO","325 N KANSAS ST","EL PASO","TX","79901","71","Y","MB929970","2015-12-16T00:00:00.000",,"2018-05-31T00:00:00.000","67104","16205","22586","0","105895"
"12026040894","KONA TEXAS RESTAURANTS, INC.","6900 E CAMELBACK RD STE 602","SCOTTSDALE","AZ","85251","0","11","KONA GRILL","8889 GATEWAY BLVD W STE 1740","EL PASO","TX","79925","71","Y","MB873346","2014-05-27T00:00:00.000","2020-03-24T00:00:00.000","2018-05-31T00:00:00.000","53382","18936","31359","0","103677"
"32056859989","THE SHACK WINGS & BREWS, LLC","3120 OVERBROOK PL","EL PASO","TX","79938","71","1","THE SHACK WINGS & BREWS","1883 N ZARAGOZA RD","EL PASO","TX","79936","71","Y","MB954651","2016-08-15T00:00:00.000",,"2018-05-31T00:00:00.000","32145","315","68287","0","100747"
"32056105755","A&W EP, LLC","500 N OREGON ST FL 2ND","EL PASO","TX","79901","71","1","LATER LATER","109 N COLDWELL ST","EL PASO","TX","79901","71","Y","MB905485","2015-04-23T00:00:00.000",,"2018-05-31T00:00:00.000","72565","1560","26276","0","100401"
"32055177177","TWIN RESTAURANT SUNLAND PARK BEVERAGE HOLDING, LLC","5151 BELT LINE RD STE 1200","DALLAS","TX","75254","57","1","TWIN PEAKS","955 SUNLAND PARK DR","EL PASO","TX","79922","71","Y","MB891032","2014-11-20T00:00:00.000",,"2018-05-31T00:00:00.000","22498","715","77068","0","100281"
"18001240466","BORDER CITY ALE HOUSE, LLC","10732 ALTA LOMA DR","EL PASO","TX","79935","71","1","BORDER CITY ALE HOUSE","1506 N LEE TREVINO DR STE G","EL PASO","TX","79936","71","Y","MB570152","2004-12-23T00:00:00.000",,"2018-05-31T00:00:00.000","48107","108","50621","0","98836"
"32053989078","TW RESTAURANT HOLDER, LLC","1815 THE EXCHANGE SE","ATLANTA","GA","30339","0","31","HOOTERS","1170 SUNMOUNT DR","EL PASO","TX","79925","71","Y","MB724140","2014-11-01T00:00:00.000",,"2018-05-31T00:00:00.000","24387","227","72382","0","96996"
"12631804387","CC RESTAURANT, LP","109 N OREGON ST STE 214","EL PASO","TX","79901","71","1","CAFE CENTRAL","109 N OREGON ST","EL PASO","TX","79901","71","Y","MB706371","2008-10-22T00:00:00.000",,"2018-05-31T00:00:00.000","29884","62854","3277","0","96015"
"32062124303","M.E.S TAVERN INC","1833 PETE BROWN DR","EL PASO","TX","79936","71","1","WESTSIDE'S 3RD TAVERN GRILL","1831 NORTHWESTERN DR","EL PASO","TX","79912","71","Y","MB972954","2017-02-15T00:00:00.000",,"2018-05-31T00:00:00.000","42179","263","53070","0","95512"
"32060322941","ALWAYS GOLD, LLC","110 MONTECILLO BLVD STE 3B","EL PASO","TX","79912","71","1","FOOLS GOLD","2700 N MESA ST","EL PASO","TX","79902","71","Y","MB949791","2016-07-05T00:00:00.000",,"2018-05-31T00:00:00.000","70088","0","24508","0","94596"
"12645237533","PIRATES AND PIRANHAS, LLC","600 SUNLAND PARK DR BLDG 2 STE 300","EL PASO","TX","79912","71","1","HOPE AND ANCHOR","4012 N MESA ST","EL PASO","TX","79902","71","Y","MB726817","2009-07-16T00:00:00.000",,"2018-05-31T00:00:00.000","53214","389","38971","0","92574"
"12083213087","OVATIONS FOOD SERVICES OF TEXAS, LLC","150 ROUSE BLVD FL 3","PHILADELPHIA","PA","19112","0","4","EL PASO BALLPARK-CONCOURSE, CLUB & PRESS LEVELS","1 BALLPARK PLZ, CLUB & PRESS LEVELS","EL PASO","TX","79901","71","Y","MB867238","2014-03-24T00:00:00.000","2020-03-10T00:00:00.000","2018-05-31T00:00:00.000","33452","1779","56026","0","91257"
"32050342750","OUR MOUNTAIN ENTERPRISES, LLC","10710 GATEWAY BLVD N STE A1","EL PASO","TX","79924","71","1","THREE PINTS PUB","10710 GATEWAY BLVD N STE A1","EL PASO","TX","79924","71","Y","MB838127","2013-04-19T00:00:00.000",,"2018-05-31T00:00:00.000","46141","335","43870","0","90346"
"32056334843","TRAGOS AMARGOS RESTAURANT & CANTINA INC","14920 MARGARET JEAN DR","EL PASO","TX","79938","71","2","CHUCO BOSS","1781 N ZARAGOZA RD STE I-J","EL PASO","TX","79936","71","Y","MB901637","2016-08-03T00:00:00.000","2021-03-18T00:00:00.000","2018-05-31T00:00:00.000","46031","0","42781","0","88812"
"32043468837","RAKPOE, LLC","6257 DEW DR","EL PASO","TX","79912","71","1","ACEITUNAS BEER GARDEN","5200 DONIPHAN DR","EL PASO","TX","79932","71","Y","MB773382","2011-04-21T00:00:00.000",,"2018-05-31T00:00:00.000","49408","494","38837","0","88739"
"32040142252","OLIVIDEN INCORPORATED","4227 EMORY RD","EL PASO","TX","79922","71","2","CINCINNATI BAR AND GRILL","1700 N ZARAGOZA RD STE 155","EL PASO","TX","79936","71","Y","MB857360","2013-11-15T00:00:00.000",,"2018-05-31T00:00:00.000","51819","180","34293","0","86292"
"32044002411","CK-ROSE LLC","4900 SILVER RANCH AVE","EL PASO","TX","79934","71","2","THE DISTRICT PUB & KITCHEN","601 N PIEDRAS ST","EL PASO","TX","79903","71","Y","MB775055","2017-08-01T00:00:00.000",,"2018-05-31T00:00:00.000","46418","0","35712","0","82130"
"32034743776","ADDM, L.L.C.","11144 PELLICANO DR","EL PASO","TX","79935","71","1","BOWL EL PASO","11144 PELLICANO DR","EL PASO","TX","79935","71","Y","MB691680","2008-05-01T00:00:00.000",,"2018-05-31T00:00:00.000","29264","353","49486","0","79103"
"17428812659","LAMP ENTERPRISES, INC.","10848 SOMBRA VERDE DR","EL PASO","TX","79935","71","2","BIG LOU'S ICEHOUSE","1188 N YARBROUGH DR STE B&C","EL PASO","TX","79925","71","Y","MB943440","2016-05-05T00:00:00.000",,"2018-05-31T00:00:00.000","39881","5","37539","0","77425"
"32043138307","COCO GROUP CORPORATION","9532 BELLIS AVE","EL PASO","TX","79925","71","1","COCO BAR / COCO MIEL","1515 N LEE TREVINO DR STE RS&U","EL PASO","TX","79936","71","Y","MB786442","2011-10-04T00:00:00.000",,"2018-05-31T00:00:00.000","44979","3108","29211","0","77298"
"13202867274","CDM BREW GROUP LLC","8041 N MESA ST STE H","EL PASO","TX","79932","71","1","BREW","8041 N MESA ST STE H","EL PASO","TX","79932","71","Y","MB737471","2009-11-24T00:00:00.000",,"2018-05-31T00:00:00.000","33268","980","41656","0","75904"
"17429206463","MULLIGIN'S HOLE, INC.","1815 TRAWOOD DR STE K","EL PASO","TX","79935","71","1","MULLIGAN'S SHOT BAR","1815 TRAWOOD DR STE K","EL PASO","TX","79935","71","Y","MB457539","1999-09-03T00:00:00.000",,"2018-05-31T00:00:00.000","43303","138","31947","0","75388"
"32061042308","MARIA'S CANTINA, LLC","1368 SILVER GATE PL","EL PASO","TX","79936","71","1","MARIA'S CANTINA","1360 N LEE TREVINO DR STE 405&406","EL PASO","TX","79936","71","Y","MB957469","2016-09-12T00:00:00.000",,"2018-05-31T00:00:00.000","31498","358","42683","0","74539"
"32042516735","ANSON MILLS JV, LLC","123 W MILLS AVE STE 600","EL PASO","TX","79901","71","1","ANSON'S","303 N OREGON ST STE 110","EL PASO","TX","79901","71","Y","MB824111","2012-11-07T00:00:00.000",,"2018-05-31T00:00:00.000","34703","28845","10301","0","73849"
"32014492378","POCKETS BILLIARDS & FUN, LLC","1441 N ZARAGOZA RD STE 17","EL PASO","TX","79936","71","4","POCKETS BILLIARDS & FUN","9484 DYER ST BLDG B","EL PASO","TX","79924","71","Y","MB796141","2012-01-27T00:00:00.000",,"2018-05-31T00:00:00.000","30642","42875","162","0","73679"
"32058507487","JOHNNY & LEONA ENTERTAINMENT, LLC","PO BOX 13725","EL PASO","TX","79913","71","1","THE ROCKIN' CIGAR BAR & GRILL","226 CINCINNATI AVE","EL PASO","TX","79902","71","Y","MB927972","2015-11-30T00:00:00.000",,"2018-05-31T00:00:00.000","45645","90","27565","0","73300"
"17427553833","RANO ENTERPRISES, INC.","508 N STANTON ST","EL PASO","TX","79901","71","2","THE BRIAR PATCH","508 N STANTON ST INCLUDEDING 508 1/2","EL PASO","TX","79901","71","Y","MB258428","1997-01-06T00:00:00.000",,"2018-05-31T00:00:00.000","52346","192","20191","0","72729"
