"fiscal_year","county","region","confirmed_perpetrators","perpetrators"
"2020","Hale","1-Lubbock","Confirmed","94"
"2020","Hall","1-Lubbock","Unconfirmed","17"
"2020","Hall","1-Lubbock","Confirmed","9"
"2020","Hansford","1-Lubbock","Unconfirmed","11"
"2020","Hansford","1-Lubbock","Confirmed","2"
"2020","Hartley","1-Lubbock","Unconfirmed","15"
"2020","Hartley","1-Lubbock","Confirmed","6"
"2020","Hemphill","1-Lubbock","Unconfirmed","5"
"2020","Hemphill","1-Lubbock","Confirmed","2"
"2020","Hockley","1-Lubbock","Unconfirmed","211"
"2020","Hockley","1-Lubbock","Confirmed","64"
"2020","Hutchinson","1-Lubbock","Unconfirmed","174"
"2020","Hutchinson","1-Lubbock","Confirmed","71"
"2020","King","1-Lubbock","Unconfirmed","2"
"2020","Lamb","1-Lubbock","Unconfirmed","100"
"2020","Lamb","1-Lubbock","Confirmed","34"
"2020","Lipscomb","1-Lubbock","Unconfirmed","12"
"2020","Lipscomb","1-Lubbock","Confirmed","3"
"2020","Lubbock","1-Lubbock","Unconfirmed","2312"
"2020","Lubbock","1-Lubbock","Confirmed","805"
"2020","Lynn","1-Lubbock","Unconfirmed","40"
"2020","Lynn","1-Lubbock","Confirmed","4"
"2020","Moore","1-Lubbock","Unconfirmed","156"
"2020","Moore","1-Lubbock","Confirmed","42"
"2020","Motley","1-Lubbock","Unconfirmed","7"
"2020","Ochiltree","1-Lubbock","Unconfirmed","32"
"2020","Ochiltree","1-Lubbock","Confirmed","18"
"2020","Oldham","1-Lubbock","Unconfirmed","12"
"2020","Oldham","1-Lubbock","Confirmed","4"
"2020","Parmer","1-Lubbock","Unconfirmed","33"
"2020","Parmer","1-Lubbock","Confirmed","20"
"2020","Potter","1-Lubbock","Unconfirmed","1445"
"2020","Potter","1-Lubbock","Confirmed","520"
"2020","Randall","1-Lubbock","Unconfirmed","871"
"2020","Randall","1-Lubbock","Confirmed","331"
"2020","Sherman","1-Lubbock","Unconfirmed","9"
"2020","Sherman","1-Lubbock","Confirmed","10"
"2020","Swisher","1-Lubbock","Unconfirmed","59"
"2020","Swisher","1-Lubbock","Confirmed","13"
"2020","Terry","1-Lubbock","Unconfirmed","102"
"2020","Terry","1-Lubbock","Confirmed","42"
"2020","Wheeler","1-Lubbock","Unconfirmed","36"
"2020","Wheeler","1-Lubbock","Confirmed","11"
"2020","Yoakum","1-Lubbock","Unconfirmed","37"
"2020","Yoakum","1-Lubbock","Confirmed","4"
"2020","Archer","2-Abilene","Unconfirmed","41"
"2020","Archer","2-Abilene","Confirmed","14"
"2020","Baylor","2-Abilene","Unconfirmed","41"
"2020","Baylor","2-Abilene","Confirmed","16"
"2020","Brown","2-Abilene","Unconfirmed","282"
"2020","Brown","2-Abilene","Confirmed","213"
"2020","Callahan","2-Abilene","Unconfirmed","111"
"2020","Callahan","2-Abilene","Confirmed","37"
"2020","Clay","2-Abilene","Unconfirmed","57"
"2020","Clay","2-Abilene","Confirmed","26"
"2020","Coleman","2-Abilene","Unconfirmed","66"
"2020","Coleman","2-Abilene","Confirmed","48"
"2020","Comanche","2-Abilene","Unconfirmed","108"
"2020","Comanche","2-Abilene","Confirmed","28"
"2020","Cottle","2-Abilene","Unconfirmed","5"
"2020","Cottle","2-Abilene","Confirmed","2"
"2020","Eastland","2-Abilene","Unconfirmed","115"
"2020","Eastland","2-Abilene","Confirmed","38"
"2020","Fisher","2-Abilene","Unconfirmed","17"
"2020","Fisher","2-Abilene","Confirmed","15"
"2020","Foard","2-Abilene","Unconfirmed","7"
"2020","Foard","2-Abilene","Confirmed","4"
"2020","Hardeman","2-Abilene","Unconfirmed","30"
"2020","Hardeman","2-Abilene","Confirmed","9"
"2020","Haskell","2-Abilene","Unconfirmed","35"
"2020","Haskell","2-Abilene","Confirmed","18"
"2020","Jack","2-Abilene","Unconfirmed","67"
"2020","Jack","2-Abilene","Confirmed","25"
"2020","Jones","2-Abilene","Unconfirmed","120"
"2020","Jones","2-Abilene","Confirmed","45"
"2020","Kent","2-Abilene","Unconfirmed","5"
"2020","Knox","2-Abilene","Unconfirmed","35"
"2020","Knox","2-Abilene","Confirmed","10"
"2020","Mitchell","2-Abilene","Unconfirmed","74"
"2020","Mitchell","2-Abilene","Confirmed","50"
"2020","Montague","2-Abilene","Unconfirmed","132"
"2020","Montague","2-Abilene","Confirmed","83"
"2020","Nolan","2-Abilene","Unconfirmed","155"
"2020","Nolan","2-Abilene","Confirmed","71"
"2020","Runnels","2-Abilene","Unconfirmed","88"
"2020","Runnels","2-Abilene","Confirmed","33"
"2020","Scurry","2-Abilene","Unconfirmed","113"
"2020","Scurry","2-Abilene","Confirmed","61"
"2020","Shackelford","2-Abilene","Unconfirmed","23"
"2020","Shackelford","2-Abilene","Confirmed","3"
"2020","Stephens","2-Abilene","Unconfirmed","68"
"2020","Stephens","2-Abilene","Confirmed","19"
"2020","Stonewall","2-Abilene","Unconfirmed","8"
"2020","Stonewall","2-Abilene","Confirmed","3"
"2020","Taylor","2-Abilene","Unconfirmed","1438"
"2020","Taylor","2-Abilene","Confirmed","748"
"2020","Throckmorton","2-Abilene","Unconfirmed","13"
"2020","Throckmorton","2-Abilene","Confirmed","4"
"2020","Wichita","2-Abilene","Unconfirmed","1290"
"2020","Wichita","2-Abilene","Confirmed","431"
"2020","Wilbarger","2-Abilene","Unconfirmed","131"
"2020","Wilbarger","2-Abilene","Confirmed","34"
"2020","Young","2-Abilene","Unconfirmed","139"
"2020","Young","2-Abilene","Confirmed","47"
"2020","Collin","3-Arlington","Unconfirmed","2827"
"2020","Collin","3-Arlington","Confirmed","933"
"2020","Cooke","3-Arlington","Unconfirmed","323"
"2020","Cooke","3-Arlington","Confirmed","156"
"2020","Dallas","3-Arlington","Unconfirmed","11786"
"2020","Dallas","3-Arlington","Confirmed","5477"
"2020","Denton","3-Arlington","Unconfirmed","2904"
"2020","Denton","3-Arlington","Confirmed","1229"
"2020","Ellis","3-Arlington","Unconfirmed","695"
"2020","Ellis","3-Arlington","Confirmed","285"
"2020","Erath","3-Arlington","Unconfirmed","191"
"2020","Erath","3-Arlington","Confirmed","142"
"2020","Fannin","3-Arlington","Unconfirmed","273"
"2020","Fannin","3-Arlington","Confirmed","103"
"2020","Grayson","3-Arlington","Unconfirmed","1085"
"2020","Grayson","3-Arlington","Confirmed","378"
"2020","Hood","3-Arlington","Unconfirmed","456"
"2020","Hood","3-Arlington","Confirmed","175"
"2020","Hunt","3-Arlington","Unconfirmed","629"
"2020","Hunt","3-Arlington","Confirmed","268"
"2020","Johnson","3-Arlington","Unconfirmed","1097"
"2020","Johnson","3-Arlington","Confirmed","465"
"2020","Kaufman","3-Arlington","Unconfirmed","695"
"2020","Kaufman","3-Arlington","Confirmed","275"
"2020","Navarro","3-Arlington","Unconfirmed","345"
"2020","Navarro","3-Arlington","Confirmed","107"
"2020","Palo Pinto","3-Arlington","Unconfirmed","275"
"2020","Palo Pinto","3-Arlington","Confirmed","147"
"2020","Parker","3-Arlington","Unconfirmed","624"
"2020","Parker","3-Arlington","Confirmed","372"
"2020","Rockwall","3-Arlington","Unconfirmed","354"
"2020","Rockwall","3-Arlington","Confirmed","168"
"2020","Somervell","3-Arlington","Unconfirmed","56"
"2020","Somervell","3-Arlington","Confirmed","27"
"2020","Tarrant","3-Arlington","Unconfirmed","10562"
"2020","Tarrant","3-Arlington","Confirmed","4902"
"2020","Wise","3-Arlington","Unconfirmed","380"
"2020","Wise","3-Arlington","Confirmed","188"
"2020","Anderson","4-Tyler","Unconfirmed","314"
"2020","Anderson","4-Tyler","Confirmed","159"
"2020","Bowie","4-Tyler","Unconfirmed","598"
"2020","Bowie","4-Tyler","Confirmed","204"
"2020","Camp","4-Tyler","Unconfirmed","83"
"2020","Camp","4-Tyler","Confirmed","36"
"2020","Cass","4-Tyler","Unconfirmed","226"
"2020","Cass","4-Tyler","Confirmed","78"
"2020","Cherokee","4-Tyler","Unconfirmed","392"
"2020","Cherokee","4-Tyler","Confirmed","183"
"2020","Delta","4-Tyler","Unconfirmed","25"
"2020","Delta","4-Tyler","Confirmed","17"
"2020","Franklin","4-Tyler","Unconfirmed","73"
"2020","Franklin","4-Tyler","Confirmed","35"
"2020","Gregg","4-Tyler","Unconfirmed","898"
"2020","Gregg","4-Tyler","Confirmed","407"
"2020","Harrison","4-Tyler","Unconfirmed","337"
"2020","Harrison","4-Tyler","Confirmed","145"
"2020","Henderson","4-Tyler","Unconfirmed","523"
"2020","Henderson","4-Tyler","Confirmed","262"
"2020","Hopkins","4-Tyler","Unconfirmed","233"
"2020","Hopkins","4-Tyler","Confirmed","93"
"2020","Lamar","4-Tyler","Unconfirmed","379"
"2020","Lamar","4-Tyler","Confirmed","195"
"2020","Marion","4-Tyler","Unconfirmed","73"
"2020","Marion","4-Tyler","Confirmed","35"
"2020","Morris","4-Tyler","Unconfirmed","105"
"2020","Morris","4-Tyler","Confirmed","35"
"2020","Panola","4-Tyler","Unconfirmed","126"
"2020","Panola","4-Tyler","Confirmed","70"
"2020","Rains","4-Tyler","Unconfirmed","55"
"2020","Rains","4-Tyler","Confirmed","29"
"2020","Red River","4-Tyler","Unconfirmed","69"
"2020","Red River","4-Tyler","Confirmed","53"
"2020","Rusk","4-Tyler","Unconfirmed","296"
"2020","Rusk","4-Tyler","Confirmed","140"
"2020","Smith","4-Tyler","Unconfirmed","1140"
"2020","Smith","4-Tyler","Confirmed","524"
"2020","Titus","4-Tyler","Unconfirmed","156"
"2020","Titus","4-Tyler","Confirmed","65"
"2020","Upshur","4-Tyler","Unconfirmed","211"
"2020","Upshur","4-Tyler","Confirmed","95"
"2020","Van Zandt","4-Tyler","Unconfirmed","302"
"2020","Van Zandt","4-Tyler","Confirmed","197"
"2020","Wood","4-Tyler","Unconfirmed","213"
"2020","Wood","4-Tyler","Confirmed","102"
"2020","Angelina","5-Beaumont","Unconfirmed","656"
"2020","Angelina","5-Beaumont","Confirmed","198"
"2020","Hardin","5-Beaumont","Unconfirmed","277"
"2020","Hardin","5-Beaumont","Confirmed","134"
"2020","Houston","5-Beaumont","Unconfirmed","127"
"2020","Houston","5-Beaumont","Confirmed","44"
"2020","Jasper","5-Beaumont","Unconfirmed","164"
"2020","Jasper","5-Beaumont","Confirmed","55"
"2020","Jefferson","5-Beaumont","Unconfirmed","1313"
"2020","Jefferson","5-Beaumont","Confirmed","564"
"2020","Nacogdoches","5-Beaumont","Unconfirmed","379"
"2020","Nacogdoches","5-Beaumont","Confirmed","141"
"2020","Newton","5-Beaumont","Unconfirmed","70"
"2020","Newton","5-Beaumont","Confirmed","12"
"2020","Orange","5-Beaumont","Unconfirmed","644"
"2020","Orange","5-Beaumont","Confirmed","246"
"2020","Polk","5-Beaumont","Unconfirmed","409"
"2020","Polk","5-Beaumont","Confirmed","99"
"2020","Sabine","5-Beaumont","Unconfirmed","49"
"2020","Sabine","5-Beaumont","Confirmed","9"
"2020","San Augustine","5-Beaumont","Unconfirmed","69"
"2020","San Augustine","5-Beaumont","Confirmed","24"
"2020","San Jacinto","5-Beaumont","Unconfirmed","242"
"2020","San Jacinto","5-Beaumont","Confirmed","58"
"2020","Shelby","5-Beaumont","Unconfirmed","152"
"2020","Shelby","5-Beaumont","Confirmed","51"
"2020","Trinity","5-Beaumont","Unconfirmed","107"
"2020","Trinity","5-Beaumont","Confirmed","39"
"2020","Tyler","5-Beaumont","Unconfirmed","112"
"2020","Tyler","5-Beaumont","Confirmed","38"
"2020","Austin","6-Houston","Unconfirmed","95"
"2020","Austin","6-Houston","Confirmed","41"
"2020","Brazoria","6-Houston","Unconfirmed","1433"
"2020","Brazoria","6-Houston","Confirmed","490"
"2020","Chambers","6-Houston","Unconfirmed","180"
"2020","Chambers","6-Houston","Confirmed","40"
"2020","Colorado","6-Houston","Unconfirmed","95"
"2020","Colorado","6-Houston","Confirmed","23"
"2020","Fort Bend","6-Houston","Unconfirmed","2224"
"2020","Fort Bend","6-Houston","Confirmed","411"
"2020","Galveston","6-Houston","Unconfirmed","1686"
"2020","Galveston","6-Houston","Confirmed","519"
"2020","Harris","6-Houston","Unconfirmed","26510"
"2020","Harris","6-Houston","Confirmed","5448"
"2020","Liberty","6-Houston","Unconfirmed","556"
"2020","Liberty","6-Houston","Confirmed","147"
"2020","Matagorda","6-Houston","Unconfirmed","221"
"2020","Matagorda","6-Houston","Confirmed","103"
"2020","Montgomery","6-Houston","Unconfirmed","2683"
"2020","Montgomery","6-Houston","Confirmed","643"
"2020","Walker","6-Houston","Unconfirmed","309"
"2020","Walker","6-Houston","Confirmed","52"
"2020","Waller","6-Houston","Unconfirmed","169"
"2020","Waller","6-Houston","Confirmed","58"
"2020","Wharton","6-Houston","Unconfirmed","245"
"2020","Wharton","6-Houston","Confirmed","99"
"2020","Bastrop","7-Austin","Unconfirmed","591"
"2020","Bastrop","7-Austin","Confirmed","231"
"2020","Bell","7-Austin","Unconfirmed","2706"
"2020","Bell","7-Austin","Confirmed","1353"
"2020","Blanco","7-Austin","Unconfirmed","34"
"2020","Blanco","7-Austin","Confirmed","16"
"2020","Bosque","7-Austin","Unconfirmed","134"
"2020","Bosque","7-Austin","Confirmed","59"
"2020","Brazos","7-Austin","Unconfirmed","808"
"2020","Brazos","7-Austin","Confirmed","367"
"2020","Burleson","7-Austin","Unconfirmed","90"
"2020","Burleson","7-Austin","Confirmed","47"
"2020","Burnet","7-Austin","Unconfirmed","310"
"2020","Burnet","7-Austin","Confirmed","139"
"2020","Caldwell","7-Austin","Unconfirmed","387"
"2020","Caldwell","7-Austin","Confirmed","136"
"2020","Coryell","7-Austin","Unconfirmed","625"
"2020","Coryell","7-Austin","Confirmed","367"
"2020","Falls","7-Austin","Unconfirmed","104"
"2020","Falls","7-Austin","Confirmed","79"
"2020","Fayette","7-Austin","Unconfirmed","111"
"2020","Fayette","7-Austin","Confirmed","40"
"2020","Freestone","7-Austin","Unconfirmed","85"
"2020","Freestone","7-Austin","Confirmed","29"
"2020","Grimes","7-Austin","Unconfirmed","173"
"2020","Grimes","7-Austin","Confirmed","43"
"2020","Hamilton","7-Austin","Unconfirmed","54"
"2020","Hamilton","7-Austin","Confirmed","45"
"2020","Hays","7-Austin","Unconfirmed","931"
"2020","Hays","7-Austin","Confirmed","363"
"2020","Hill","7-Austin","Unconfirmed","231"
"2020","Hill","7-Austin","Confirmed","139"
"2020","Lampasas","7-Austin","Unconfirmed","118"
"2020","Lampasas","7-Austin","Confirmed","98"
"2020","Lee","7-Austin","Unconfirmed","103"
"2020","Lee","7-Austin","Confirmed","33"
"2020","Leon","7-Austin","Unconfirmed","58"
"2020","Leon","7-Austin","Confirmed","14"
"2020","Limestone","7-Austin","Unconfirmed","148"
"2020","Limestone","7-Austin","Confirmed","76"
"2020","Llano","7-Austin","Unconfirmed","178"
"2020","Llano","7-Austin","Confirmed","85"
"2020","Madison","7-Austin","Unconfirmed","51"
"2020","Madison","7-Austin","Confirmed","18"
"2020","McLennan","7-Austin","Unconfirmed","1922"
"2020","McLennan","7-Austin","Confirmed","1001"
"2020","Milam","7-Austin","Unconfirmed","167"
"2020","Milam","7-Austin","Confirmed","69"
"2020","Mills","7-Austin","Unconfirmed","22"
"2020","Mills","7-Austin","Confirmed","4"
"2020","Robertson","7-Austin","Unconfirmed","106"
"2020","Robertson","7-Austin","Confirmed","35"
"2020","San Saba","7-Austin","Unconfirmed","27"
"2020","San Saba","7-Austin","Confirmed","22"
"2020","Travis","7-Austin","Unconfirmed","4724"
"2020","Travis","7-Austin","Confirmed","1886"
"2020","Washington","7-Austin","Unconfirmed","131"
"2020","Washington","7-Austin","Confirmed","49"
"2020","Williamson","7-Austin","Unconfirmed","2259"
"2020","Williamson","7-Austin","Confirmed","560"
"2020","Atascosa","8-San Antonio","Unconfirmed","444"
"2020","Atascosa","8-San Antonio","Confirmed","188"
"2020","Bandera","8-San Antonio","Unconfirmed","146"
"2020","Bandera","8-San Antonio","Confirmed","47"
"2020","Bexar","8-San Antonio","Unconfirmed","11487"
"2020","Bexar","8-San Antonio","Confirmed","4110"
"2020","Calhoun","8-San Antonio","Unconfirmed","75"
"2020","Calhoun","8-San Antonio","Confirmed","44"
"2020","Comal","8-San Antonio","Unconfirmed","760"
"2020","Comal","8-San Antonio","Confirmed","267"
"2020","DeWitt","8-San Antonio","Unconfirmed","121"
"2020","DeWitt","8-San Antonio","Confirmed","33"
"2020","Dimmit","8-San Antonio","Unconfirmed","88"
"2020","Dimmit","8-San Antonio","Confirmed","25"
"2020","Edwards","8-San Antonio","Unconfirmed","9"
"2020","Edwards","8-San Antonio","Confirmed","1"
"2020","Frio","8-San Antonio","Unconfirmed","137"
"2020","Frio","8-San Antonio","Confirmed","75"
"2020","Gillespie","8-San Antonio","Unconfirmed","86"
"2020","Gillespie","8-San Antonio","Confirmed","38"
"2020","Goliad","8-San Antonio","Unconfirmed","32"
"2020","Goliad","8-San Antonio","Confirmed","12"
"2020","Gonzales","8-San Antonio","Unconfirmed","154"
"2020","Gonzales","8-San Antonio","Confirmed","42"
"2020","Guadalupe","8-San Antonio","Unconfirmed","990"
"2020","Guadalupe","8-San Antonio","Confirmed","229"
"2020","Jackson","8-San Antonio","Unconfirmed","59"
"2020","Jackson","8-San Antonio","Confirmed","20"
"2020","Karnes","8-San Antonio","Unconfirmed","77"
"2020","Karnes","8-San Antonio","Confirmed","38"
"2020","Kendall","8-San Antonio","Unconfirmed","144"
"2020","Kendall","8-San Antonio","Confirmed","50"
"2020","Kerr","8-San Antonio","Unconfirmed","260"
"2020","Kerr","8-San Antonio","Confirmed","125"
"2020","Kinney","8-San Antonio","Unconfirmed","15"
"2020","Kinney","8-San Antonio","Confirmed","7"
"2020","La Salle","8-San Antonio","Unconfirmed","56"
"2020","La Salle","8-San Antonio","Confirmed","21"
"2020","Lavaca","8-San Antonio","Unconfirmed","82"
"2020","Lavaca","8-San Antonio","Confirmed","33"
"2020","Maverick","8-San Antonio","Unconfirmed","177"
"2020","Maverick","8-San Antonio","Confirmed","55"
"2020","Medina","8-San Antonio","Unconfirmed","307"
"2020","Medina","8-San Antonio","Confirmed","129"
"2020","Real","8-San Antonio","Unconfirmed","24"
"2020","Real","8-San Antonio","Confirmed","6"
"2020","Uvalde","8-San Antonio","Unconfirmed","222"
"2020","Uvalde","8-San Antonio","Confirmed","72"
"2020","Val Verde","8-San Antonio","Unconfirmed","179"
"2020","Val Verde","8-San Antonio","Confirmed","75"
"2020","Victoria","8-San Antonio","Unconfirmed","443"
"2020","Victoria","8-San Antonio","Confirmed","212"
"2020","Wilson","8-San Antonio","Unconfirmed","179"
"2020","Wilson","8-San Antonio","Confirmed","57"
"2020","Zavala","8-San Antonio","Unconfirmed","116"
"2020","Zavala","8-San Antonio","Confirmed","35"
"2020","Andrews","9-Midland","Unconfirmed","135"
"2020","Andrews","9-Midland","Confirmed","61"
"2020","Borden","9-Midland","Unconfirmed","6"
"2020","Coke","9-Midland","Unconfirmed","29"
"2020","Coke","9-Midland","Confirmed","4"
"2020","Concho","9-Midland","Unconfirmed","13"
"2020","Concho","9-Midland","Confirmed","9"
"2020","Crane","9-Midland","Unconfirmed","27"
"2020","Crane","9-Midland","Confirmed","9"
"2020","Crockett","9-Midland","Unconfirmed","25"
"2020","Crockett","9-Midland","Confirmed","6"
"2020","Dawson","9-Midland","Unconfirmed","91"
"2020","Dawson","9-Midland","Confirmed","52"
"2020","Ector","9-Midland","Unconfirmed","1095"
"2020","Ector","9-Midland","Confirmed","311"
"2020","Gaines","9-Midland","Unconfirmed","98"
"2020","Gaines","9-Midland","Confirmed","26"
"2020","Glasscock","9-Midland","Unconfirmed","3"
"2020","Glasscock","9-Midland","Confirmed","2"
"2020","Howard","9-Midland","Unconfirmed","281"
"2020","Howard","9-Midland","Confirmed","130"
"2020","Irion","9-Midland","Unconfirmed","6"
"2020","Irion","9-Midland","Confirmed","3"
"2020","Kimble","9-Midland","Unconfirmed","36"
"2020","Kimble","9-Midland","Confirmed","4"
"2020","Loving","9-Midland","Unconfirmed","1"
"2020","Martin","9-Midland","Unconfirmed","34"
"2020","Martin","9-Midland","Confirmed","8"
"2020","Mason","9-Midland","Unconfirmed","13"
"2020","Mason","9-Midland","Confirmed","5"
"2020","McCulloch","9-Midland","Unconfirmed","87"
"2020","McCulloch","9-Midland","Confirmed","22"
"2020","Menard","9-Midland","Unconfirmed","17"
"2020","Menard","9-Midland","Confirmed","5"
"2020","Midland","9-Midland","Unconfirmed","894"
"2020","Midland","9-Midland","Confirmed","280"
"2020","Pecos","9-Midland","Unconfirmed","80"
"2020","Pecos","9-Midland","Confirmed","54"
"2020","Reagan","9-Midland","Unconfirmed","13"
"2020","Reagan","9-Midland","Confirmed","8"
"2020","Reeves","9-Midland","Unconfirmed","56"
"2020","Reeves","9-Midland","Confirmed","28"
"2020","Schleicher","9-Midland","Unconfirmed","17"
"2020","Schleicher","9-Midland","Confirmed","1"
"2020","Sterling","9-Midland","Unconfirmed","9"
"2020","Sterling","9-Midland","Confirmed","3"
"2020","Sutton","9-Midland","Unconfirmed","21"
"2020","Sutton","9-Midland","Confirmed","6"
"2020","Terrell","9-Midland","Unconfirmed","2"
"2020","Terrell","9-Midland","Confirmed","2"
"2020","Tom Green","9-Midland","Unconfirmed","997"
"2020","Tom Green","9-Midland","Confirmed","341"
"2020","Upton","9-Midland","Unconfirmed","11"
"2020","Upton","9-Midland","Confirmed","4"
"2020","Ward","9-Midland","Unconfirmed","93"
"2020","Ward","9-Midland","Confirmed","47"
"2020","Winkler","9-Midland","Unconfirmed","43"
"2020","Winkler","9-Midland","Confirmed","33"
"2020","Brewster","10-El Paso","Unconfirmed","30"
"2020","Brewster","10-El Paso","Confirmed","11"
"2020","Culberson","10-El Paso","Unconfirmed","15"
"2020","Culberson","10-El Paso","Confirmed","9"
"2020","El Paso","10-El Paso","Unconfirmed","3911"
"2020","El Paso","10-El Paso","Confirmed","1361"
"2020","Hudspeth","10-El Paso","Unconfirmed","25"
"2020","Hudspeth","10-El Paso","Confirmed","3"
"2020","Jeff Davis","10-El Paso","Unconfirmed","6"
"2020","Jeff Davis","10-El Paso","Confirmed","2"
"2020","Presidio","10-El Paso","Unconfirmed","14"
"2020","Presidio","10-El Paso","Confirmed","5"
"2020","Aransas","11-Edinburg","Unconfirmed","212"
"2020","Aransas","11-Edinburg","Confirmed","92"
"2020","Bee","11-Edinburg","Unconfirmed","296"
"2020","Bee","11-Edinburg","Confirmed","90"
"2020","Brooks","11-Edinburg","Unconfirmed","83"
"2020","Brooks","11-Edinburg","Confirmed","44"
"2020","Cameron","11-Edinburg","Unconfirmed","2342"
"2020","Cameron","11-Edinburg","Confirmed","768"
"2020","Duval","11-Edinburg","Unconfirmed","92"
"2020","Duval","11-Edinburg","Confirmed","26"
"2020","Hidalgo","11-Edinburg","Unconfirmed","4728"
"2020","Hidalgo","11-Edinburg","Confirmed","1459"
"2020","Jim Hogg","11-Edinburg","Unconfirmed","57"
"2020","Jim Hogg","11-Edinburg","Confirmed","19"
"2020","Jim Wells","11-Edinburg","Unconfirmed","394"
"2020","Jim Wells","11-Edinburg","Confirmed","101"
"2020","Kenedy","11-Edinburg","Unconfirmed","1"
"2020","Kleberg","11-Edinburg","Unconfirmed","206"
"2020","Kleberg","11-Edinburg","Confirmed","90"
"2020","Live Oak","11-Edinburg","Unconfirmed","95"
"2020","Live Oak","11-Edinburg","Confirmed","31"
"2020","McMullen","11-Edinburg","Unconfirmed","4"
"2020","McMullen","11-Edinburg","Confirmed","3"
"2020","Nueces","11-Edinburg","Unconfirmed","2809"
"2020","Nueces","11-Edinburg","Confirmed","962"
"2020","Refugio","11-Edinburg","Unconfirmed","102"
"2020","Refugio","11-Edinburg","Confirmed","23"
"2020","San Patricio","11-Edinburg","Unconfirmed","573"
"2020","San Patricio","11-Edinburg","Confirmed","184"
"2020","Starr","11-Edinburg","Unconfirmed","319"
"2020","Starr","11-Edinburg","Confirmed","89"
"2020","Webb","11-Edinburg","Unconfirmed","1362"
"2020","Webb","11-Edinburg","Confirmed","415"
"2020","Willacy","11-Edinburg","Unconfirmed","202"
"2020","Willacy","11-Edinburg","Confirmed","75"
"2020","Zapata","11-Edinburg","Unconfirmed","98"
"2020","Zapata","11-Edinburg","Confirmed","26"
"2020","Out of State","Out of State","Unconfirmed","25"
"2020","Out of State","Out of State","Confirmed","10"
