"fiscal_year","county","region","children_in_dfps_responsibility"
"2019","Yoakum","1-Lubbock","6"
"2019","Young","2-Abilene","72"
"2019","Zapata","11-Edinburg","28"
"2019","Zavala","8-San Antonio","17"
"2018","Anderson","4-Tyler","215"
"2018","Andrews","9-Midland","64"
"2018","Angelina","5-Beaumont","239"
"2018","Aransas","11-Edinburg","121"
"2018","Archer","2-Abilene","8"
"2018","Armstrong","1-Lubbock","4"
"2018","Atascosa","8-San Antonio","188"
"2018","Austin","6-Houston","13"
"2018","Bailey","1-Lubbock","19"
"2018","Bandera","8-San Antonio","54"
"2018","Bastrop","7-Austin","235"
"2018","Baylor","2-Abilene","12"
"2018","Bee","11-Edinburg","174"
"2018","Bell","7-Austin","1573"
"2018","Bexar","8-San Antonio","5751"
"2018","Blanco","7-Austin","36"
"2018","Borden","9-Midland","4"
"2018","Bosque","7-Austin","86"
"2018","Bowie","4-Tyler","180"
"2018","Brazoria","6-Houston","321"
"2018","Brazos","7-Austin","164"
"2018","Brewster","10-El Paso","8"
"2018","Briscoe","1-Lubbock","1"
"2018","Brooks","11-Edinburg","15"
"2018","Brown","2-Abilene","295"
"2018","Burleson","7-Austin","77"
"2018","Burnet","7-Austin","250"
"2018","Caldwell","7-Austin","151"
"2018","Calhoun","8-San Antonio","55"
"2018","Callahan","2-Abilene","34"
"2018","Cameron","11-Edinburg","729"
"2018","Camp","4-Tyler","56"
"2018","Carson","1-Lubbock","23"
"2018","Cass","4-Tyler","57"
"2018","Castro","1-Lubbock","11"
"2018","Chambers","6-Houston","68"
"2018","Cherokee","4-Tyler","247"
"2018","Childress","1-Lubbock","27"
"2018","Clay","2-Abilene","23"
"2018","Cochran","1-Lubbock","4"
"2018","Coke","9-Midland","15"
"2018","Coleman","2-Abilene","57"
"2018","Collin","3-Arlington","615"
"2018","Collingsworth","1-Lubbock","7"
"2018","Colorado","6-Houston","20"
"2018","Comal","8-San Antonio","414"
"2018","Comanche","2-Abilene","50"
"2018","Concho","9-Midland","5"
"2018","Cooke","3-Arlington","223"
"2018","Coryell","7-Austin","283"
"2018","Cottle","2-Abilene","1"
"2018","Crane","9-Midland","7"
"2018","Crockett","9-Midland","23"
"2018","Crosby","1-Lubbock","30"
"2018","Culberson","10-El Paso","5"
"2018","Dallam","1-Lubbock","31"
"2018","Dallas","3-Arlington","4735"
"2018","Dawson","9-Midland","45"
"2018","DeWitt","8-San Antonio","55"
"2018","Deaf Smith","1-Lubbock","61"
"2018","Delta","4-Tyler","13"
"2018","Denton","3-Arlington","867"
"2018","Dickens","1-Lubbock","5"
"2018","Dimmit","8-San Antonio","52"
"2018","Donley","1-Lubbock","18"
"2018","Duval","11-Edinburg","39"
"2018","Eastland","2-Abilene","58"
"2018","Ector","9-Midland","354"
"2018","Edwards","8-San Antonio","2"
"2018","El Paso","10-El Paso","614"
"2018","Ellis","3-Arlington","121"
"2018","Erath","3-Arlington","52"
"2018","Falls","7-Austin","61"
"2018","Fannin","3-Arlington","128"
"2018","Fayette","7-Austin","54"
"2018","Fisher","2-Abilene","16"
"2018","Floyd","1-Lubbock","20"
"2018","Foard","2-Abilene","4"
"2018","Fort Bend","6-Houston","305"
"2018","Franklin","4-Tyler","22"
"2018","Freestone","7-Austin","54"
"2018","Frio","8-San Antonio","105"
"2018","Gaines","9-Midland","54"
"2018","Galveston","6-Houston","442"
"2018","Garza","1-Lubbock","4"
"2018","Gillespie","8-San Antonio","25"
"2018","Goliad","8-San Antonio","9"
"2018","Gonzales","8-San Antonio","34"
"2018","Gray","1-Lubbock","96"
"2018","Grayson","3-Arlington","358"
"2018","Gregg","4-Tyler","553"
"2018","Grimes","7-Austin","59"
"2018","Guadalupe","8-San Antonio","241"
"2018","Hale","1-Lubbock","92"
"2018","Hall","1-Lubbock","22"
"2018","Hamilton","7-Austin","18"
"2018","Hansford","1-Lubbock","4"
"2018","Hardeman","2-Abilene","8"
"2018","Hardin","5-Beaumont","110"
"2018","Harris","6-Houston","5670"
"2018","Harrison","4-Tyler","183"
"2018","Hartley","1-Lubbock","2"
"2018","Haskell","2-Abilene","24"
"2018","Hays","7-Austin","410"
"2018","Hemphill","1-Lubbock","3"
"2018","Henderson","4-Tyler","381"
"2018","Hidalgo","11-Edinburg","1116"
"2018","Hill","7-Austin","157"
"2018","Hockley","1-Lubbock","119"
"2018","Hood","3-Arlington","154"
"2018","Hopkins","4-Tyler","93"
"2018","Houston","5-Beaumont","117"
"2018","Howard","9-Midland","116"
"2018","Hudspeth","10-El Paso","3"
"2018","Hunt","3-Arlington","348"
"2018","Hutchinson","1-Lubbock","76"
"2018","Irion","9-Midland","1"
"2018","Jack","2-Abilene","33"
"2018","Jackson","8-San Antonio","29"
"2018","Jasper","5-Beaumont","198"
"2018","Jeff Davis","10-El Paso","2"
"2018","Jefferson","5-Beaumont","435"
"2018","Jim Hogg","11-Edinburg","18"
"2018","Jim Wells","11-Edinburg","161"
"2018","Johnson","3-Arlington","384"
"2018","Jones","2-Abilene","73"
"2018","Karnes","8-San Antonio","74"
"2018","Kaufman","3-Arlington","163"
"2018","Kendall","8-San Antonio","23"
"2018","Kerr","8-San Antonio","95"
"2018","Kimble","9-Midland","31"
"2018","Kinney","8-San Antonio","3"
"2018","Kleberg","11-Edinburg","107"
"2018","Knox","2-Abilene","3"
"2018","La Salle","8-San Antonio","9"
"2018","Lamar","4-Tyler","196"
"2018","Lamb","1-Lubbock","39"
"2018","Lampasas","7-Austin","75"
"2018","Lavaca","8-San Antonio","25"
"2018","Lee","7-Austin","43"
"2018","Leon","7-Austin","29"
"2018","Liberty","6-Houston","264"
"2018","Limestone","7-Austin","38"
"2018","Lipscomb","1-Lubbock","1"
"2018","Live Oak","11-Edinburg","31"
"2018","Llano","7-Austin","112"
"2018","Lubbock","1-Lubbock","1291"
"2018","Lynn","1-Lubbock","6"
"2018","Madison","7-Austin","15"
"2018","Marion","4-Tyler","38"
"2018","Martin","9-Midland","6"
"2018","Mason","9-Midland","15"
"2018","Matagorda","6-Houston","100"
"2018","Maverick","8-San Antonio","23"
"2018","McCulloch","9-Midland","37"
"2018","McLennan","7-Austin","1016"
"2018","Medina","8-San Antonio","139"
"2018","Menard","9-Midland","14"
"2018","Midland","9-Midland","184"
"2018","Milam","7-Austin","149"
"2018","Mills","7-Austin","12"
"2018","Mitchell","2-Abilene","32"
"2018","Montague","2-Abilene","89"
"2018","Montgomery","6-Houston","804"
"2018","Moore","1-Lubbock","47"
"2018","Morris","4-Tyler","51"
"2018","Motley","1-Lubbock","3"
"2018","Nacogdoches","5-Beaumont","224"
"2018","Navarro","3-Arlington","91"
"2018","Newton","5-Beaumont","34"
"2018","Nolan","2-Abilene","74"
"2018","Nueces","11-Edinburg","864"
"2018","Ochiltree","1-Lubbock","27"
"2018","Oldham","1-Lubbock","9"
"2018","Orange","5-Beaumont","267"
"2018","Palo Pinto","3-Arlington","193"
"2018","Panola","4-Tyler","71"
"2018","Parker","3-Arlington","230"
"2018","Parmer","1-Lubbock","15"
"2018","Pecos","9-Midland","35"
"2018","Polk","5-Beaumont","117"
"2018","Potter","1-Lubbock","591"
"2018","Presidio","10-El Paso","2"
"2018","Rains","4-Tyler","38"
"2018","Randall","1-Lubbock","396"
"2018","Reagan","9-Midland","14"
"2018","Real","8-San Antonio","18"
"2018","Red River","4-Tyler","29"
"2018","Reeves","9-Midland","16"
"2018","Refugio","11-Edinburg","16"
"2018","Robertson","7-Austin","48"
"2018","Rockwall","3-Arlington","90"
"2018","Runnels","2-Abilene","37"
"2018","Rusk","4-Tyler","157"
"2018","Sabine","5-Beaumont","37"
"2018","San Augustine","5-Beaumont","20"
"2018","San Jacinto","5-Beaumont","63"
"2018","San Patricio","11-Edinburg","181"
"2018","San Saba","7-Austin","25"
"2018","Schleicher","9-Midland","11"
"2018","Scurry","2-Abilene","50"
"2018","Shackelford","2-Abilene","9"
"2018","Shelby","5-Beaumont","73"
"2018","Sherman","1-Lubbock","7"
"2018","Smith","4-Tyler","470"
"2018","Somervell","3-Arlington","25"
"2018","Starr","11-Edinburg","114"
"2018","Stephens","2-Abilene","18"
"2018","Stonewall","2-Abilene","2"
"2018","Sutton","9-Midland","23"
"2018","Swisher","1-Lubbock","27"
"2018","Tarrant","3-Arlington","1996"
"2018","Taylor","2-Abilene","790"
"2018","Terrell","9-Midland","2"
"2018","Terry","1-Lubbock","32"
"2018","Throckmorton","2-Abilene","1"
"2018","Titus","4-Tyler","91"
"2018","Tom Green","9-Midland","445"
"2018","Travis","7-Austin","1861"
"2018","Trinity","5-Beaumont","55"
"2018","Tyler","5-Beaumont","69"
"2018","Upshur","4-Tyler","219"
"2018","Upton","9-Midland","24"
"2018","Uvalde","8-San Antonio","92"
"2018","Val Verde","8-San Antonio","52"
"2018","Van Zandt","4-Tyler","185"
"2018","Victoria","8-San Antonio","192"
"2018","Walker","6-Houston","98"
"2018","Waller","6-Houston","95"
"2018","Ward","9-Midland","30"
"2018","Washington","7-Austin","57"
"2018","Webb","11-Edinburg","433"
"2018","Wharton","6-Houston","98"
"2018","Wheeler","1-Lubbock","9"
"2018","Wichita","2-Abilene","412"
"2018","Wilbarger","2-Abilene","31"
"2018","Willacy","11-Edinburg","38"
"2018","Williamson","7-Austin","540"
"2018","Wilson","8-San Antonio","83"
"2018","Winkler","9-Midland","21"
"2018","Wise","3-Arlington","147"
"2018","Wood","4-Tyler","120"
"2018","Yoakum","1-Lubbock","7"
"2018","Young","2-Abilene","64"
"2018","Zapata","11-Edinburg","21"
"2018","Zavala","8-San Antonio","24"
"2017","Anderson","4-Tyler","179"
"2017","Andrews","9-Midland","61"
"2017","Angelina","5-Beaumont","237"
"2017","Aransas","11-Edinburg","104"
"2017","Archer","2-Abilene","11"
"2017","Atascosa","8-San Antonio","201"
"2017","Austin","6-Houston","21"
"2017","Bailey","1-Lubbock","17"
"2017","Bandera","8-San Antonio","49"
"2017","Bastrop","7-Austin","202"
"2017","Baylor","2-Abilene","11"
"2017","Bee","11-Edinburg","142"
"2017","Bell","7-Austin","1276"
"2017","Bexar","8-San Antonio","5437"
"2017","Blanco","7-Austin","26"
"2017","Bosque","7-Austin","94"
"2017","Bowie","4-Tyler","230"
"2017","Brazoria","6-Houston","268"
"2017","Brazos","7-Austin","128"
"2017","Brewster","10-El Paso","4"
"2017","Briscoe","1-Lubbock","1"
"2017","Brooks","11-Edinburg","25"
