"fiscal_year","county","region","current_priority","assigned","intakes"
"2021","Brazoria","6-Houston","N","Not Assigned","362"
"2021","Chambers","6-Houston","1","Investigation","83"
"2021","Chambers","6-Houston","2","Alternative Response","51"
"2021","Chambers","6-Houston","2","Investigation","180"
"2021","Chambers","6-Houston","N","Not Assigned","42"
"2021","Colorado","6-Houston","1","Investigation","46"
"2021","Colorado","6-Houston","2","Alternative Response","30"
"2021","Colorado","6-Houston","2","Investigation","69"
"2021","Colorado","6-Houston","N","Not Assigned","17"
"2021","Fort Bend","6-Houston","1","Investigation","1068"
"2021","Fort Bend","6-Houston","2","Alternative Response","890"
"2021","Fort Bend","6-Houston","2","Investigation","1918"
"2021","Fort Bend","6-Houston","N","Not Assigned","454"
"2021","Galveston","6-Houston","1","Investigation","665"
"2021","Galveston","6-Houston","2","Alternative Response","584"
"2021","Galveston","6-Houston","2","Investigation","1459"
"2021","Galveston","6-Houston","N","Not Assigned","466"
"2021","Harris","6-Houston","1","Investigation","11077"
"2021","Harris","6-Houston","2","Alternative Response","2665"
"2021","Harris","6-Houston","2","Investigation","19846"
"2021","Harris","6-Houston","N","Not Assigned","4006"
"2021","Liberty","6-Houston","1","Investigation","315"
"2021","Liberty","6-Houston","2","Alternative Response","158"
"2021","Liberty","6-Houston","2","Investigation","535"
"2021","Liberty","6-Houston","N","Not Assigned","113"
"2021","Matagorda","6-Houston","1","Investigation","125"
"2021","Matagorda","6-Houston","2","Alternative Response","70"
"2021","Matagorda","6-Houston","2","Investigation","262"
"2021","Matagorda","6-Houston","N","Not Assigned","42"
"2021","Montgomery","6-Houston","1","Investigation","1429"
"2021","Montgomery","6-Houston","2","Alternative Response","1005"
"2021","Montgomery","6-Houston","2","Investigation","2572"
"2021","Montgomery","6-Houston","N","Not Assigned","631"
"2021","Walker","6-Houston","1","Investigation","165"
"2021","Walker","6-Houston","2","Alternative Response","93"
"2021","Walker","6-Houston","2","Investigation","255"
"2021","Walker","6-Houston","N","Not Assigned","61"
"2021","Waller","6-Houston","1","Investigation","105"
"2021","Waller","6-Houston","2","Alternative Response","63"
"2021","Waller","6-Houston","2","Investigation","156"
"2021","Waller","6-Houston","N","Not Assigned","58"
"2021","Wharton","6-Houston","1","Investigation","92"
"2021","Wharton","6-Houston","2","Alternative Response","44"
"2021","Wharton","6-Houston","2","Investigation","213"
"2021","Wharton","6-Houston","N","Not Assigned","52"
"2021","Bastrop","7-Austin","1","Investigation","182"
"2021","Bastrop","7-Austin","2","Alternative Response","168"
"2021","Bastrop","7-Austin","2","Investigation","756"
"2021","Bastrop","7-Austin","N","Not Assigned","162"
"2021","Bell","7-Austin","1","Investigation","1153"
"2021","Bell","7-Austin","2","Alternative Response","742"
"2021","Bell","7-Austin","2","Investigation","3284"
"2021","Bell","7-Austin","N","Not Assigned","360"
"2021","Blanco","7-Austin","1","Investigation","7"
"2021","Blanco","7-Austin","2","Alternative Response","11"
"2021","Blanco","7-Austin","2","Investigation","40"
"2021","Blanco","7-Austin","N","Not Assigned","1"
"2021","Bosque","7-Austin","1","Investigation","45"
"2021","Bosque","7-Austin","2","Alternative Response","34"
"2021","Bosque","7-Austin","2","Investigation","111"
"2021","Bosque","7-Austin","N","Not Assigned","22"
"2021","Brazos","7-Austin","1","Investigation","284"
"2021","Brazos","7-Austin","2","Alternative Response","314"
"2021","Brazos","7-Austin","2","Investigation","1257"
"2021","Brazos","7-Austin","N","Not Assigned","198"
"2021","Burleson","7-Austin","1","Investigation","54"
"2021","Burleson","7-Austin","2","Alternative Response","37"
"2021","Burleson","7-Austin","2","Investigation","114"
"2021","Burleson","7-Austin","N","Not Assigned","34"
"2021","Burnet","7-Austin","1","Investigation","99"
"2021","Burnet","7-Austin","2","Alternative Response","122"
"2021","Burnet","7-Austin","2","Investigation","337"
"2021","Burnet","7-Austin","N","Not Assigned","47"
"2021","Caldwell","7-Austin","1","Investigation","90"
"2021","Caldwell","7-Austin","2","Alternative Response","100"
"2021","Caldwell","7-Austin","2","Investigation","402"
"2021","Caldwell","7-Austin","N","Not Assigned","83"
"2021","Coryell","7-Austin","1","Investigation","207"
"2021","Coryell","7-Austin","2","Alternative Response","198"
"2021","Coryell","7-Austin","2","Investigation","723"
"2021","Coryell","7-Austin","N","Not Assigned","83"
"2021","Falls","7-Austin","1","Investigation","36"
"2021","Falls","7-Austin","2","Alternative Response","19"
"2021","Falls","7-Austin","2","Investigation","89"
"2021","Falls","7-Austin","N","Not Assigned","8"
"2021","Fayette","7-Austin","1","Investigation","27"
"2021","Fayette","7-Austin","2","Alternative Response","61"
"2021","Fayette","7-Austin","2","Investigation","132"
"2021","Fayette","7-Austin","N","Not Assigned","36"
"2021","Freestone","7-Austin","1","Investigation","24"
"2021","Freestone","7-Austin","2","Alternative Response","26"
"2021","Freestone","7-Austin","2","Investigation","129"
"2021","Freestone","7-Austin","N","Not Assigned","8"
"2021","Grimes","7-Austin","1","Investigation","57"
"2021","Grimes","7-Austin","2","Alternative Response","62"
"2021","Grimes","7-Austin","2","Investigation","181"
"2021","Grimes","7-Austin","N","Not Assigned","42"
"2021","Hamilton","7-Austin","1","Investigation","28"
"2021","Hamilton","7-Austin","2","Alternative Response","18"
"2021","Hamilton","7-Austin","2","Investigation","63"
"2021","Hamilton","7-Austin","N","Not Assigned","7"
"2021","Hays","7-Austin","1","Investigation","262"
"2021","Hays","7-Austin","2","Alternative Response","344"
"2021","Hays","7-Austin","2","Investigation","1185"
"2021","Hays","7-Austin","N","Not Assigned","206"
"2021","Hill","7-Austin","1","Investigation","90"
"2021","Hill","7-Austin","2","Alternative Response","74"
"2021","Hill","7-Austin","2","Investigation","257"
"2021","Hill","7-Austin","N","Not Assigned","50"
"2021","Lampasas","7-Austin","1","Investigation","50"
"2021","Lampasas","7-Austin","2","Alternative Response","48"
"2021","Lampasas","7-Austin","2","Investigation","180"
"2021","Lampasas","7-Austin","N","Not Assigned","15"
"2021","Lee","7-Austin","1","Investigation","30"
"2021","Lee","7-Austin","2","Alternative Response","34"
"2021","Lee","7-Austin","2","Investigation","102"
"2021","Lee","7-Austin","N","Not Assigned","31"
"2021","Leon","7-Austin","1","Investigation","23"
"2021","Leon","7-Austin","2","Alternative Response","21"
"2021","Leon","7-Austin","2","Investigation","97"
"2021","Leon","7-Austin","N","Not Assigned","10"
"2021","Limestone","7-Austin","1","Investigation","41"
"2021","Limestone","7-Austin","2","Alternative Response","40"
"2021","Limestone","7-Austin","2","Investigation","207"
"2021","Limestone","7-Austin","N","Not Assigned","30"
"2021","Llano","7-Austin","1","Investigation","54"
"2021","Llano","7-Austin","2","Alternative Response","33"
"2021","Llano","7-Austin","2","Investigation","176"
"2021","Llano","7-Austin","N","Not Assigned","22"
"2021","Madison","7-Austin","1","Investigation","18"
"2021","Madison","7-Austin","2","Alternative Response","14"
"2021","Madison","7-Austin","2","Investigation","74"
"2021","Madison","7-Austin","N","Not Assigned","8"
"2021","McLennan","7-Austin","1","Investigation","718"
"2021","McLennan","7-Austin","2","Alternative Response","517"
"2021","McLennan","7-Austin","2","Investigation","1748"
"2021","McLennan","7-Austin","N","Not Assigned","228"
"2021","Milam","7-Austin","1","Investigation","58"
"2021","Milam","7-Austin","2","Alternative Response","53"
"2021","Milam","7-Austin","2","Investigation","199"
"2021","Milam","7-Austin","N","Not Assigned","38"
"2021","Mills","7-Austin","1","Investigation","8"
"2021","Mills","7-Austin","2","Alternative Response","10"
"2021","Mills","7-Austin","2","Investigation","25"
"2021","Mills","7-Austin","N","Not Assigned","4"
"2021","Robertson","7-Austin","1","Investigation","31"
"2021","Robertson","7-Austin","2","Alternative Response","31"
"2021","Robertson","7-Austin","2","Investigation","122"
"2021","Robertson","7-Austin","N","Not Assigned","20"
"2021","San Saba","7-Austin","1","Investigation","5"
"2021","San Saba","7-Austin","2","Alternative Response","8"
"2021","San Saba","7-Austin","2","Investigation","20"
"2021","San Saba","7-Austin","N","Not Assigned","2"
"2021","Travis","7-Austin","1","Investigation","1054"
"2021","Travis","7-Austin","2","Alternative Response","1851"
"2021","Travis","7-Austin","2","Investigation","6121"
"2021","Travis","7-Austin","N","Not Assigned","1768"
"2021","Washington","7-Austin","1","Investigation","38"
"2021","Washington","7-Austin","2","Alternative Response","52"
"2021","Washington","7-Austin","2","Investigation","179"
"2021","Washington","7-Austin","N","Not Assigned","35"
"2021","Williamson","7-Austin","1","Investigation","503"
"2021","Williamson","7-Austin","2","Alternative Response","1038"
"2021","Williamson","7-Austin","2","Investigation","2896"
"2021","Williamson","7-Austin","N","Not Assigned","775"
"2021","Atascosa","8-San Antonio","1","Investigation","80"
"2021","Atascosa","8-San Antonio","2","Alternative Response","92"
"2021","Atascosa","8-San Antonio","2","Investigation","416"
"2021","Atascosa","8-San Antonio","N","Not Assigned","67"
"2021","Bandera","8-San Antonio","1","Investigation","24"
"2021","Bandera","8-San Antonio","2","Alternative Response","42"
"2021","Bandera","8-San Antonio","2","Investigation","99"
"2021","Bandera","8-San Antonio","N","Not Assigned","21"
"2021","Bexar","8-San Antonio","1","Investigation","2551"
"2021","Bexar","8-San Antonio","2","Alternative Response","3209"
"2021","Bexar","8-San Antonio","2","Investigation","14642"
"2021","Bexar","8-San Antonio","N","Not Assigned","3436"
"2021","Calhoun","8-San Antonio","1","Investigation","30"
"2021","Calhoun","8-San Antonio","2","Alternative Response","29"
"2021","Calhoun","8-San Antonio","2","Investigation","133"
"2021","Calhoun","8-San Antonio","N","Not Assigned","29"
"2021","Comal","8-San Antonio","1","Investigation","105"
"2021","Comal","8-San Antonio","2","Alternative Response","222"
"2021","Comal","8-San Antonio","2","Investigation","931"
"2021","Comal","8-San Antonio","N","Not Assigned","155"
"2021","DeWitt","8-San Antonio","1","Investigation","25"
"2021","DeWitt","8-San Antonio","2","Alternative Response","50"
"2021","DeWitt","8-San Antonio","2","Investigation","149"
"2021","DeWitt","8-San Antonio","N","Not Assigned","35"
"2021","Dimmit","8-San Antonio","1","Investigation","33"
"2021","Dimmit","8-San Antonio","2","Alternative Response","13"
"2021","Dimmit","8-San Antonio","2","Investigation","54"
"2021","Dimmit","8-San Antonio","N","Not Assigned","137"
"2021","Edwards","8-San Antonio","1","Investigation","4"
"2021","Edwards","8-San Antonio","2","Alternative Response","3"
"2021","Edwards","8-San Antonio","2","Investigation","11"
"2021","Frio","8-San Antonio","1","Investigation","60"
"2021","Frio","8-San Antonio","2","Alternative Response","31"
"2021","Frio","8-San Antonio","2","Investigation","136"
"2021","Frio","8-San Antonio","N","Not Assigned","24"
"2021","Gillespie","8-San Antonio","1","Investigation","17"
"2021","Gillespie","8-San Antonio","2","Alternative Response","34"
"2021","Gillespie","8-San Antonio","2","Investigation","120"
"2021","Gillespie","8-San Antonio","N","Not Assigned","37"
"2021","Goliad","8-San Antonio","1","Investigation","11"
"2021","Goliad","8-San Antonio","2","Alternative Response","19"
"2021","Goliad","8-San Antonio","2","Investigation","52"
"2021","Goliad","8-San Antonio","N","Not Assigned","20"
"2021","Gonzales","8-San Antonio","1","Investigation","28"
"2021","Gonzales","8-San Antonio","2","Alternative Response","47"
"2021","Gonzales","8-San Antonio","2","Investigation","145"
"2021","Gonzales","8-San Antonio","N","Not Assigned","33"
"2021","Guadalupe","8-San Antonio","1","Investigation","176"
"2021","Guadalupe","8-San Antonio","2","Alternative Response","271"
"2021","Guadalupe","8-San Antonio","2","Investigation","1027"
"2021","Guadalupe","8-San Antonio","N","Not Assigned","193"
"2021","Jackson","8-San Antonio","1","Investigation","30"
"2021","Jackson","8-San Antonio","2","Alternative Response","22"
"2021","Jackson","8-San Antonio","2","Investigation","83"
"2021","Jackson","8-San Antonio","N","Not Assigned","22"
"2021","Karnes","8-San Antonio","1","Investigation","19"
"2021","Karnes","8-San Antonio","2","Alternative Response","27"
"2021","Karnes","8-San Antonio","2","Investigation","76"
"2021","Karnes","8-San Antonio","N","Not Assigned","28"
"2021","Kendall","8-San Antonio","1","Investigation","25"
"2021","Kendall","8-San Antonio","2","Alternative Response","63"
"2021","Kendall","8-San Antonio","2","Investigation","185"
"2021","Kendall","8-San Antonio","N","Not Assigned","40"
"2021","Kerr","8-San Antonio","1","Investigation","105"
"2021","Kerr","8-San Antonio","2","Alternative Response","68"
"2021","Kerr","8-San Antonio","2","Investigation","401"
"2021","Kerr","8-San Antonio","N","Not Assigned","70"
"2021","Kinney","8-San Antonio","1","Investigation","4"
"2021","Kinney","8-San Antonio","2","Alternative Response","5"
"2021","Kinney","8-San Antonio","2","Investigation","11"
"2021","Kinney","8-San Antonio","N","Not Assigned","1"
"2021","La Salle","8-San Antonio","1","Investigation","23"
"2021","La Salle","8-San Antonio","2","Alternative Response","8"
"2021","La Salle","8-San Antonio","2","Investigation","46"
"2021","La Salle","8-San Antonio","N","Not Assigned","3"
"2021","Lavaca","8-San Antonio","1","Investigation","25"
"2021","Lavaca","8-San Antonio","2","Alternative Response","24"
"2021","Lavaca","8-San Antonio","2","Investigation","128"
"2021","Lavaca","8-San Antonio","N","Not Assigned","42"
"2021","Maverick","8-San Antonio","1","Investigation","51"
"2021","Maverick","8-San Antonio","2","Alternative Response","31"
"2021","Maverick","8-San Antonio","2","Investigation","154"
"2021","Maverick","8-San Antonio","N","Not Assigned","35"
"2021","Medina","8-San Antonio","1","Investigation","89"
"2021","Medina","8-San Antonio","2","Alternative Response","81"
"2021","Medina","8-San Antonio","2","Investigation","331"
"2021","Medina","8-San Antonio","N","Not Assigned","67"
"2021","Real","8-San Antonio","1","Investigation","8"
"2021","Real","8-San Antonio","2","Alternative Response","7"
"2021","Real","8-San Antonio","2","Investigation","30"
"2021","Real","8-San Antonio","N","Not Assigned","8"
"2021","Uvalde","8-San Antonio","1","Investigation","54"
"2021","Uvalde","8-San Antonio","2","Alternative Response","39"
"2021","Uvalde","8-San Antonio","2","Investigation","235"
"2021","Uvalde","8-San Antonio","N","Not Assigned","26"
"2021","Val Verde","8-San Antonio","1","Investigation","86"
"2021","Val Verde","8-San Antonio","2","Alternative Response","56"
"2021","Val Verde","8-San Antonio","2","Investigation","177"
"2021","Val Verde","8-San Antonio","N","Not Assigned","50"
"2021","Victoria","8-San Antonio","1","Investigation","140"
"2021","Victoria","8-San Antonio","2","Alternative Response","156"
"2021","Victoria","8-San Antonio","2","Investigation","648"
"2021","Victoria","8-San Antonio","N","Not Assigned","216"
"2021","Wilson","8-San Antonio","1","Investigation","49"
"2021","Wilson","8-San Antonio","2","Alternative Response","70"
"2021","Wilson","8-San Antonio","2","Investigation","266"
"2021","Wilson","8-San Antonio","N","Not Assigned","59"
"2021","Zavala","8-San Antonio","1","Investigation","52"
"2021","Zavala","8-San Antonio","2","Alternative Response","11"
"2021","Zavala","8-San Antonio","2","Investigation","107"
"2021","Zavala","8-San Antonio","N","Not Assigned","17"
"2021","Andrews","9-Midland","1","Investigation","24"
"2021","Andrews","9-Midland","2","Alternative Response","35"
"2021","Andrews","9-Midland","2","Investigation","151"
"2021","Andrews","9-Midland","N","Not Assigned","34"
"2021","Borden","9-Midland","1","Investigation","1"
"2021","Borden","9-Midland","2","Investigation","5"
"2021","Coke","9-Midland","1","Investigation","3"
"2021","Coke","9-Midland","2","Alternative Response","8"
"2021","Coke","9-Midland","2","Investigation","22"
"2021","Coke","9-Midland","N","Not Assigned","1"
"2021","Concho","9-Midland","1","Investigation","3"
"2021","Concho","9-Midland","2","Alternative Response","7"
"2021","Concho","9-Midland","2","Investigation","27"
"2021","Concho","9-Midland","N","Not Assigned","3"
"2021","Crane","9-Midland","1","Investigation","3"
"2021","Crane","9-Midland","2","Alternative Response","2"
"2021","Crane","9-Midland","2","Investigation","27"
"2021","Crockett","9-Midland","1","Investigation","6"
"2021","Crockett","9-Midland","2","Alternative Response","7"
"2021","Crockett","9-Midland","2","Investigation","35"
"2021","Crockett","9-Midland","N","Not Assigned","1"
"2021","Dawson","9-Midland","1","Investigation","22"
"2021","Dawson","9-Midland","2","Alternative Response","29"
"2021","Dawson","9-Midland","2","Investigation","99"
"2021","Dawson","9-Midland","N","Not Assigned","2"
"2021","Ector","9-Midland","1","Investigation","272"
"2021","Ector","9-Midland","2","Alternative Response","339"
"2021","Ector","9-Midland","2","Investigation","1497"
"2021","Ector","9-Midland","N","Not Assigned","243"
"2021","Gaines","9-Midland","1","Investigation","17"
"2021","Gaines","9-Midland","2","Alternative Response","33"
"2021","Gaines","9-Midland","2","Investigation","111"
"2021","Gaines","9-Midland","N","Not Assigned","20"
"2021","Glasscock","9-Midland","1","Investigation","1"
"2021","Glasscock","9-Midland","2","Alternative Response","2"
"2021","Glasscock","9-Midland","2","Investigation","2"
"2021","Glasscock","9-Midland","N","Not Assigned","3"
"2021","Howard","9-Midland","1","Investigation","68"
"2021","Howard","9-Midland","2","Alternative Response","59"
"2021","Howard","9-Midland","2","Investigation","313"
"2021","Howard","9-Midland","N","Not Assigned","33"
"2021","Irion","9-Midland","2","Alternative Response","3"
"2021","Irion","9-Midland","2","Investigation","9"
"2021","Irion","9-Midland","N","Not Assigned","2"
"2021","Kimble","9-Midland","1","Investigation","9"
"2021","Kimble","9-Midland","2","Alternative Response","7"
"2021","Kimble","9-Midland","2","Investigation","46"
"2021","Kimble","9-Midland","N","Not Assigned","4"
"2021","Loving","9-Midland","2","Investigation","2"
"2021","Martin","9-Midland","1","Investigation","10"
"2021","Martin","9-Midland","2","Alternative Response","6"
"2021","Martin","9-Midland","2","Investigation","27"
"2021","Martin","9-Midland","N","Not Assigned","4"
"2021","Mason","9-Midland","1","Investigation","2"
"2021","Mason","9-Midland","2","Alternative Response","3"
"2021","Mason","9-Midland","2","Investigation","28"
"2021","Mason","9-Midland","N","Not Assigned","2"
"2021","McCulloch","9-Midland","1","Investigation","16"
"2021","McCulloch","9-Midland","2","Alternative Response","18"
"2021","McCulloch","9-Midland","2","Investigation","86"
"2021","McCulloch","9-Midland","N","Not Assigned","14"
"2021","Menard","9-Midland","2","Alternative Response","4"
"2021","Menard","9-Midland","2","Investigation","15"
"2021","Midland","9-Midland","1","Investigation","273"
"2021","Midland","9-Midland","2","Alternative Response","231"
"2021","Midland","9-Midland","2","Investigation","996"
"2021","Midland","9-Midland","N","Not Assigned","212"
"2021","Pecos","9-Midland","1","Investigation","29"
"2021","Pecos","9-Midland","2","Alternative Response","20"
"2021","Pecos","9-Midland","2","Investigation","93"
"2021","Pecos","9-Midland","N","Not Assigned","18"
"2021","Reagan","9-Midland","1","Investigation","7"
"2021","Reagan","9-Midland","2","Alternative Response","5"
"2021","Reagan","9-Midland","2","Investigation","27"
"2021","Reagan","9-Midland","N","Not Assigned","3"
"2021","Reeves","9-Midland","1","Investigation","17"
"2021","Reeves","9-Midland","2","Alternative Response","15"
"2021","Reeves","9-Midland","2","Investigation","93"
"2021","Reeves","9-Midland","N","Not Assigned","104"
"2021","Schleicher","9-Midland","1","Investigation","3"
"2021","Schleicher","9-Midland","2","Alternative Response","9"
"2021","Schleicher","9-Midland","2","Investigation","23"
"2021","Schleicher","9-Midland","N","Not Assigned","3"
"2021","Sterling","9-Midland","1","Investigation","6"
"2021","Sterling","9-Midland","2","Alternative Response","6"
"2021","Sterling","9-Midland","2","Investigation","13"
"2021","Sterling","9-Midland","N","Not Assigned","2"
"2021","Sutton","9-Midland","1","Investigation","7"
"2021","Sutton","9-Midland","2","Alternative Response","11"
"2021","Sutton","9-Midland","2","Investigation","55"
"2021","Sutton","9-Midland","N","Not Assigned","5"
"2021","Terrell","9-Midland","2","Investigation","10"
"2021","Tom Green","9-Midland","1","Investigation","279"
"2021","Tom Green","9-Midland","2","Alternative Response","214"
"2021","Tom Green","9-Midland","2","Investigation","953"
"2021","Tom Green","9-Midland","N","Not Assigned","161"
"2021","Upton","9-Midland","1","Investigation","8"
"2021","Upton","9-Midland","2","Alternative Response","5"
"2021","Upton","9-Midland","2","Investigation","25"
"2021","Upton","9-Midland","N","Not Assigned","3"
"2021","Ward","9-Midland","1","Investigation","32"
"2021","Ward","9-Midland","2","Alternative Response","20"
"2021","Ward","9-Midland","2","Investigation","95"
"2021","Ward","9-Midland","N","Not Assigned","8"
"2021","Winkler","9-Midland","1","Investigation","16"
"2021","Winkler","9-Midland","2","Alternative Response","13"
"2021","Winkler","9-Midland","2","Investigation","58"
"2021","Winkler","9-Midland","N","Not Assigned","3"
"2021","Brewster","10-El Paso","1","Investigation","26"
"2021","Brewster","10-El Paso","2","Alternative Response","9"
"2021","Brewster","10-El Paso","2","Investigation","53"
"2021","Brewster","10-El Paso","N","Not Assigned","6"
"2021","Culberson","10-El Paso","1","Investigation","6"
"2021","Culberson","10-El Paso","2","Alternative Response","2"
"2021","Culberson","10-El Paso","2","Investigation","16"
"2021","Culberson","10-El Paso","N","Not Assigned","7"
"2021","El Paso","10-El Paso","1","Investigation","1282"
"2021","El Paso","10-El Paso","2","Alternative Response","1113"
"2021","El Paso","10-El Paso","2","Investigation","4120"
"2021","El Paso","10-El Paso","N","Not Assigned","1066"
"2021","Hudspeth","10-El Paso","1","Investigation","6"
"2021","Hudspeth","10-El Paso","2","Alternative Response","2"
"2021","Hudspeth","10-El Paso","2","Investigation","16"
"2021","Hudspeth","10-El Paso","N","Not Assigned","4"
"2021","Jeff Davis","10-El Paso","1","Investigation","3"
"2021","Jeff Davis","10-El Paso","2","Alternative Response","2"
"2021","Jeff Davis","10-El Paso","2","Investigation","9"
"2021","Jeff Davis","10-El Paso","N","Not Assigned","3"
"2021","Presidio","10-El Paso","1","Investigation","6"
"2021","Presidio","10-El Paso","2","Alternative Response","1"
"2021","Presidio","10-El Paso","2","Investigation","16"
"2021","Presidio","10-El Paso","N","Not Assigned","6"
"2021","Aransas","11-Edinburg","1","Investigation","104"
"2021","Aransas","11-Edinburg","2","Alternative Response","32"
"2021","Aransas","11-Edinburg","2","Investigation","181"
"2021","Aransas","11-Edinburg","N","Not Assigned","28"
"2021","Bee","11-Edinburg","1","Investigation","95"
"2021","Bee","11-Edinburg","2","Alternative Response","53"
"2021","Bee","11-Edinburg","2","Investigation","289"
"2021","Bee","11-Edinburg","N","Not Assigned","49"
"2021","Brooks","11-Edinburg","1","Investigation","20"
"2021","Brooks","11-Edinburg","2","Alternative Response","14"
"2021","Brooks","11-Edinburg","2","Investigation","64"
"2021","Brooks","11-Edinburg","N","Not Assigned","8"
"2021","Cameron","11-Edinburg","1","Investigation","1066"
"2021","Cameron","11-Edinburg","2","Alternative Response","571"
"2021","Cameron","11-Edinburg","2","Investigation","2039"
"2021","Cameron","11-Edinburg","N","Not Assigned","1153"
"2021","Duval","11-Edinburg","1","Investigation","38"
"2021","Duval","11-Edinburg","2","Alternative Response","12"
"2021","Duval","11-Edinburg","2","Investigation","60"
"2021","Duval","11-Edinburg","N","Not Assigned","5"
"2021","Hidalgo","11-Edinburg","1","Investigation","2012"
"2021","Hidalgo","11-Edinburg","2","Alternative Response","1046"
"2021","Hidalgo","11-Edinburg","2","Investigation","3880"
"2021","Hidalgo","11-Edinburg","N","Not Assigned","1029"
"2021","Jim Hogg","11-Edinburg","1","Investigation","26"
"2021","Jim Hogg","11-Edinburg","2","Alternative Response","9"
"2021","Jim Hogg","11-Edinburg","2","Investigation","38"
"2021","Jim Hogg","11-Edinburg","N","Not Assigned","5"
"2021","Jim Wells","11-Edinburg","1","Investigation","162"
"2021","Jim Wells","11-Edinburg","2","Alternative Response","69"
"2021","Jim Wells","11-Edinburg","2","Investigation","316"
"2021","Jim Wells","11-Edinburg","N","Not Assigned","41"
"2021","Kleberg","11-Edinburg","1","Investigation","107"
"2021","Kleberg","11-Edinburg","2","Alternative Response","40"
"2021","Kleberg","11-Edinburg","2","Investigation","210"
"2021","Kleberg","11-Edinburg","N","Not Assigned","37"
"2021","Live Oak","11-Edinburg","1","Investigation","26"
"2021","Live Oak","11-Edinburg","2","Alternative Response","15"
"2021","Live Oak","11-Edinburg","2","Investigation","78"
"2021","Live Oak","11-Edinburg","N","Not Assigned","13"
"2021","McMullen","11-Edinburg","1","Investigation","1"
"2021","McMullen","11-Edinburg","2","Investigation","4"
"2021","Nueces","11-Edinburg","1","Investigation","1186"
"2021","Nueces","11-Edinburg","2","Alternative Response","589"
"2021","Nueces","11-Edinburg","2","Investigation","2396"
"2021","Nueces","11-Edinburg","N","Not Assigned","544"
"2021","Refugio","11-Edinburg","1","Investigation","19"
"2021","Refugio","11-Edinburg","2","Alternative Response","13"
"2021","Refugio","11-Edinburg","2","Investigation","64"
"2021","Refugio","11-Edinburg","N","Not Assigned","20"
"2021","San Patricio","11-Edinburg","1","Investigation","214"
"2021","San Patricio","11-Edinburg","2","Alternative Response","95"
"2021","San Patricio","11-Edinburg","2","Investigation","491"
"2021","San Patricio","11-Edinburg","N","Not Assigned","91"
"2021","Starr","11-Edinburg","1","Investigation","105"
"2021","Starr","11-Edinburg","2","Alternative Response","59"
"2021","Starr","11-Edinburg","2","Investigation","242"
"2021","Starr","11-Edinburg","N","Not Assigned","41"
"2021","Webb","11-Edinburg","1","Investigation","580"
"2021","Webb","11-Edinburg","2","Alternative Response","263"
"2021","Webb","11-Edinburg","2","Investigation","985"
"2021","Webb","11-Edinburg","N","Not Assigned","243"
"2021","Willacy","11-Edinburg","1","Investigation","86"
"2021","Willacy","11-Edinburg","2","Alternative Response","30"
"2021","Willacy","11-Edinburg","2","Investigation","169"
"2021","Willacy","11-Edinburg","N","Not Assigned","130"
"2021","Zapata","11-Edinburg","1","Investigation","31"
"2021","Zapata","11-Edinburg","2","Alternative Response","19"
"2021","Zapata","11-Edinburg","2","Investigation","63"
"2021","Zapata","11-Edinburg","N","Not Assigned","8"
"2021","Out of State","Out of State","1","Investigation","34"
"2021","Out of State","Out of State","2","Alternative Response","8"
"2021","Out of State","Out of State","2","Investigation","61"
"2021","Out of State","Out of State","N","Not Assigned","16"
"2020","Armstrong","1-Lubbock","2","Alternative Response","4"
"2020","Armstrong","1-Lubbock","2","Investigation","4"
"2020","Bailey","1-Lubbock","1","Investigation","22"
"2020","Bailey","1-Lubbock","2","Alternative Response","12"
"2020","Bailey","1-Lubbock","2","Investigation","32"
"2020","Bailey","1-Lubbock","N","Not Assigned","19"
"2020","Briscoe","1-Lubbock","1","Investigation","2"
"2020","Briscoe","1-Lubbock","2","Alternative Response","4"
"2020","Briscoe","1-Lubbock","2","Investigation","2"
