"taxpayer_number","taxpayer_name","taxpayer_address","taxpayer_city","taxpayer_state","taxpayer_zip","taxpayer_county","location_number","location_name","location_address","location_city","location_state","location_zip","location_county","inside_outside_city_limits_code_y_n","tabc_permit_number","responsibility_begin_date_yyyymmdd","responsibility_end_date_yyyymmdd","obligation_end_date_yyyymmdd","liquor_receipts","wine_receipts","beer_receipts","cover_charge_receipts","total_receipts"
"32051699380","ANDREW G, LLC","9611 ACER AVE STE 102","EL PASO","TX","79925","71","1","ANDREW G, LLC","1700 N ZARAGOZA RD STE 156-157","EL PASO","TX","79936","71","Y","MB854038","2013-10-09T00:00:00.000","2019-09-20T00:00:00.000","2019-02-28T00:00:00.000","162909","4408","44595","0","211912"
"32062249878","TOPGOLF USA EL PASO, LLC","8750 N CENTRAL EXPY STE 1200","DALLAS","TX","75231","57","1","TOPGOLF","365 VIN RAMBLA","EL PASO","TX","79912","71","Y","MB999395","2017-11-03T00:00:00.000",,"2019-02-28T00:00:00.000","69043","9582","85880","0","164505"
"32067315443","OL BEVERAGE HOLDINGS, LLC","6010 W SPRING CREEK PKWY","PLANO","TX","75024","43","4","OJOS LOCOS SPORTS CANTINA","1204 AIRWAY BLVD","EL PASO","TX","79925","71","Y","MB1036710","2018-11-08T00:00:00.000",,"2019-02-28T00:00:00.000","55417","134","105775","0","161326"
"32052094953","ANONIMO CANTINA LLC","110 MONTECILLO BLVD STE 3B","EL PASO","TX","79912","71","1","CANTINA MALOLAM","4935 N MESA ST STE 2","EL PASO","TX","79912","71","Y","MB871033","2014-05-01T00:00:00.000",,"2019-02-28T00:00:00.000","111418","2606","33566","0","147590"
"32026941487","WHISKEY DICKS, INC","11501 CHITO SAMANIEGO DR","EL PASO","TX","79936","71","1","WHISKEY DICKS","1580 GEORGE DIETER DR STE 204","EL PASO","TX","79936","71","Y","MB668476","2007-08-16T00:00:00.000",,"2019-02-28T00:00:00.000","87532","16","50258","0","137806"
"32060671321","GSO TIERRA ESTE, LLC.","PO BOX 962967","EL PASO","TX","79996","71","1","THE UNION DRAFT HOUSE","12040 TIERRA ESTE RD","EL PASO","TX","79938","71","Y","MB965998","2016-12-07T00:00:00.000",,"2019-02-28T00:00:00.000","64895","96","71128","0","136119"
"32014492378","POCKETS BILLIARDS & FUN, LLC","1441 N ZARAGOZA RD STE 17","EL PASO","TX","79936","71","1","POCKETS BILLIARDS & FUN","1441 N ZARAGOZA RD STE 1-7","EL PASO","TX","79936","71","Y","MB714479","2009-02-11T00:00:00.000",,"2019-02-28T00:00:00.000","51498","128","80026","0","131652"
"32060323873","GRINGO THEORY LLC","11410 MONTANA AVE","EL PASO","TX","79936","71","1","GRINGO THEORY","11410 MONTANA AVE","EL PASO","TX","79936","71","Y","MB955810","2016-08-25T00:00:00.000",,"2019-02-28T00:00:00.000","81034","651","46842","0","128527"
"32051009770","TWIN RESTAURANT EL PASO BEVERAGE HOLDING, LLC","5151 BELT LINE RD STE 1200","DALLAS","TX","75254","57","1","TWIN PEAKS","8899 GATEWAY BLVD W STE 900","EL PASO","TX","79925","71","Y","MB849760","2013-08-22T00:00:00.000",,"2019-02-28T00:00:00.000","38734","832","88919","0","128485"
"32041800593","BIKINI JOE'S, LLC","PO BOX 962967","EL PASO","TX","79996","71","2","CABO JOE'S","7942 GATEWAY BLVD E","EL PASO","TX","79915","71","Y","MB771727","2014-09-01T00:00:00.000",,"2019-02-28T00:00:00.000","50122","6","71159","0","121287"
"15215784578","HOST SERVICES, INC.","6905 ROCKLEDGE DR C/O MS5-3","BETHESDA","MD","20817","0","41","HOST SERVICES INC","6701 CONVAIR RD","EL PASO","TX","79925","71","Y","MB647821","2006-12-27T00:00:00.000",,"2019-02-28T00:00:00.000","52963","12604","52951","0","118518"
"32045165837","CHEERS EP, L.L.C.","816 N PIEDRAS ST","EL PASO","TX","79903","71","1","COCONUTS","816 N PIEDRAS ST","EL PASO","TX","79903","71","Y","MB796941","2012-02-03T00:00:00.000",,"2019-02-28T00:00:00.000","75430","0","41589","0","117019"
"17421369731","CARLOS MICKY'S MEXICAN SALOON, INC.","1310 MAGRUDER ST","EL PASO","TX","79925","71","1","CARLOS & MICKEY'S FINE MEXICAN RESTAURANT","1310 MAGRUDER ST","EL PASO","TX","79925","71","Y","MB189427","1993-12-01T00:00:00.000",,"2019-02-28T00:00:00.000","86472","2613","22251","0","111336"
"32055177177","TWIN RESTAURANT SUNLAND PARK BEVERAGE HOLDING, LLC","5151 BELT LINE RD STE 1200","DALLAS","TX","75254","57","1","TWIN PEAKS","955 SUNLAND PARK DR","EL PASO","TX","79922","71","Y","MB891032","2014-11-20T00:00:00.000",,"2019-02-28T00:00:00.000","27848","927","76464","0","105239"
"12631804387","CC RESTAURANT, LP","109 N OREGON ST STE 214","EL PASO","TX","79901","71","1","CAFE CENTRAL","109 N OREGON ST","EL PASO","TX","79901","71","Y","MB706371","2008-10-22T00:00:00.000",,"2019-02-28T00:00:00.000","35193","67043","2944","0","105180"
"32044002411","CK-ROSE LLC","4900 SILVER RANCH AVE","EL PASO","TX","79934","71","2","THE DISTRICT PUB & KITCHEN","601 N PIEDRAS ST","EL PASO","TX","79903","71","Y","MB775055","2017-08-01T00:00:00.000",,"2019-02-28T00:00:00.000","58130","29","44026","0","102185"
"18001240466","BORDER CITY ALE HOUSE, LLC","10732 ALTA LOMA DR","EL PASO","TX","79935","71","1","BORDER CITY ALE HOUSE","1506 N LEE TREVINO DR STE G","EL PASO","TX","79936","71","Y","MB570152","2004-12-23T00:00:00.000",,"2019-02-28T00:00:00.000","50372","110","46349","0","96831"
"32064639563","MUSTANG MCBIN, LLC","1516 DICK MAYERS DR","EL PASO","TX","79936","71","1","VAQUERAS DISCOTEQUE","8750 GATEWAY BLVD E","EL PASO","TX","79907","71","Y","MB996230","2017-10-04T00:00:00.000","2019-04-02T00:00:00.000","2019-02-28T00:00:00.000","0","0","0","0","93493"
"17526178011","DANB TEXAS, INC.","1221 S BELT LINE RD STE 500","COPPELL","TX","75019","57","21","DAVE & BUSTER'S","6101 GATEWAY BLVD W STE 2006","EL PASO","TX","79925","71","Y","MB935662","2016-02-22T00:00:00.000",,"2019-02-28T00:00:00.000","51899","442","40625","0","92966"
"32061972108","EGO ULTRA LOUNGE, LLC, EL LEGENDARIO 7 NOCHES","2025 THUNDER RIDGE DR","EL PASO","TX","79938","71","1","EGO ULTRA LOUNGE","1441 N ZARAGOZA RD STE 5","EL PASO","TX","79936","71","Y","MB969097","2017-01-13T00:00:00.000","2019-10-22T00:00:00.000","2019-02-28T00:00:00.000","70812","0","21729","0","92541"
"32050939845","RCSH OPERATIONS, LLC","1030 W CANTON AVE STE 100","WINTER PARK","FL","32789","0","7","RUTH'S CHRIS STEAK HOUSE","8889 GATEWAY BLVD W STE 400","EL PASO","TX","79925","71","Y","MB939123","2016-03-28T00:00:00.000",,"2019-02-28T00:00:00.000","34314","53192","4954","0","92460"
"12022475227","ANDALE MEXICAN CUISINE, INC.","1388 DIAMOND GATE PL","EL PASO","TX","79936","71","1","ANDALE MEXICAN CUISINE INC","9201 GATEWAY BLVD W","EL PASO","TX","79925","71","Y","MB579050","2005-05-11T00:00:00.000",,"2019-02-28T00:00:00.000","59406","615","31774","0","91795"
"32053989078","TW RESTAURANT HOLDER, LLC","1815 THE EXCHANGE SE","ATLANTA","GA","30339","0","31","HOOTERS","1170 SUNMOUNT DR","EL PASO","TX","79925","71","Y","MB724140","2014-11-01T00:00:00.000",,"2019-02-28T00:00:00.000","23232","290","66896","0","90418"
"32050342750","OUR MOUNTAIN ENTERPRISES, LLC","10710 GATEWAY BLVD N STE A1","EL PASO","TX","79924","71","1","THREE PINTS PUB","10710 GATEWAY BLVD N STE A1","EL PASO","TX","79924","71","Y","MB838127","2013-04-19T00:00:00.000",,"2019-02-28T00:00:00.000","45388","366","41434","0","87188"
"32044777822","PRICKLY PEAR ENTERTAINMENT, LLC","5500 DONIPHAN DR STE A","EL PASO","TX","79932","71","1","LITTLE BIT OF TEXAS","5500 DONIPHAN DR","EL PASO","TX","79932","71","Y","MB790554","2011-11-18T00:00:00.000",,"2019-02-28T00:00:00.000","55114","342","30157","0","85613"
"12026040894","KONA TEXAS RESTAURANTS, INC.","6900 E CAMELBACK RD STE 602","SCOTTSDALE","AZ","85251","0","11","KONA GRILL","8889 GATEWAY BLVD W STE 1740","EL PASO","TX","79925","71","Y","MB873346","2014-05-27T00:00:00.000","2020-03-24T00:00:00.000","2019-02-28T00:00:00.000","45870","15845","23653","0","85368"
"32062124303","M.E.S TAVERN INC","1833 PETE BROWN DR","EL PASO","TX","79936","71","1","WESTSIDE'S 3RD TAVERN GRILL","1831 NORTHWESTERN DR","EL PASO","TX","79912","71","Y","MB972954","2017-02-15T00:00:00.000",,"2019-02-28T00:00:00.000","38731","301","46054","0","85086"
"32043138307","COCO GROUP CORPORATION","9532 BELLIS AVE","EL PASO","TX","79925","71","1","COCO BAR / COCO MIEL","1515 N LEE TREVINO DR STE RS&U","EL PASO","TX","79936","71","Y","MB786442","2011-10-04T00:00:00.000",,"2019-02-28T00:00:00.000","51584","4150","27805","0","83539"
"32056859989","THE SHACK WINGS & BREWS, LLC","3120 OVERBROOK PL","EL PASO","TX","79938","71","1","THE SHACK WINGS & BREWS","1883 N ZARAGOZA RD","EL PASO","TX","79936","71","Y","MB954651","2016-08-15T00:00:00.000",,"2019-02-28T00:00:00.000","26131","225","55921","0","82277"
"32055837507","3 LEGENDARY TIGERS, LLC","8517 FORTUNE CT","EL PASO","TX","79907","71","2","EPTX","1580 GEORGE DIETER DR STE 104D","EL PASO","TX","79936","71","Y","MB992115","2017-08-22T00:00:00.000",,"2019-02-28T00:00:00.000","65345","880","15091","0","81316"
"32040142252","OLIVIDEN INCORPORATED","4227 EMORY RD","EL PASO","TX","79922","71","2","CINCINNATI BAR AND GRILL","1700 N ZARAGOZA RD STE 155","EL PASO","TX","79936","71","Y","MB857360","2013-11-15T00:00:00.000",,"2019-02-28T00:00:00.000","49426","254","31429","0","81109"
"32052693747","GRAP GROUP, INC.","1506 N LEE TREVINO DR STE B1","EL PASO","TX","79936","71","1","FUNKMEYER'S REC ROOM","1506 N LEE TREVINO DR STE B1","EL PASO","TX","79936","71","Y","MB865717","2014-03-07T00:00:00.000",,"2019-02-28T00:00:00.000","50910","0","29559","0","80469"
"32014492378","POCKETS BILLIARDS & FUN, LLC","1441 N ZARAGOZA RD STE 17","EL PASO","TX","79936","71","4","POCKETS BILLIARDS & FUN","9484 DYER ST BLDG B","EL PASO","TX","79924","71","Y","MB796141","2012-01-27T00:00:00.000",,"2019-02-28T00:00:00.000","34329","365","44723","0","79417"
"32061042308","MARIA'S CANTINA, LLC","1368 SILVER GATE PL","EL PASO","TX","79936","71","1","MARIA'S CANTINA","1360 N LEE TREVINO DR STE 405&406","EL PASO","TX","79936","71","Y","MB957469","2016-09-12T00:00:00.000",,"2019-02-28T00:00:00.000","37675","21","41364","0","79060"
"32056497558","MANHATTAN HEIGHTS CAPITAL INVESTMENTS INC.","PO BOX 12511","EL PASO","TX","79913","71","1","DEWEY'S CORNER PUB","812 N PIEDRAS ST","EL PASO","TX","79903","71","Y","MB912027","2015-06-24T00:00:00.000",,"2019-02-28T00:00:00.000","44220","34","30764","0","75018"
"32034743776","ADDM, L.L.C.","11144 PELLICANO DR","EL PASO","TX","79935","71","1","BOWL EL PASO","11144 PELLICANO DR","EL PASO","TX","79935","71","Y","MB691680","2008-05-01T00:00:00.000",,"2019-02-28T00:00:00.000","28851","266","45833","0","74950"
"32048910288","MULLIGAN'S 2ND HOLE, INC.","1815 TRAWOOD DR STE K","EL PASO","TX","79935","71","1","MULLIGAN'S 2ND HOLE, INC.","1605 GEORGE DIETER DR STE 405","EL PASO","TX","79936","71","Y","MB828876","2013-01-15T00:00:00.000",,"2019-02-28T00:00:00.000","42060","33","31723","0","73816"
"32053157437","ZABRAC BAR SERVICES, LLC","725 S MESA HILLS BULDING 1 STE 2","EL PASO","TX","79912","71","1","ZABRAC  BAR SERVICES, LLC","1135 AIRWAY BLVD","EL PASO","TX","79925","71","Y","MB868579","2014-04-04T00:00:00.000",,"2019-02-28T00:00:00.000","29535","11993","32130","0","73658"
"32056105755","A&W EP, LLC","500 N OREGON ST FL 2ND","EL PASO","TX","79901","71","1","LATER LATER","109 N COLDWELL ST","EL PASO","TX","79901","71","Y","MB905485","2015-04-23T00:00:00.000",,"2019-02-28T00:00:00.000","55511","2171","15898","0","73580"
"32041710057","JL GROUP, LLC.","809 TONY LAMA ST","EL PASO","TX","79915","71","1","JACKS BEACH HOUSE","11240 MONTWOOD DR","EL PASO","TX","79936","71","Y","MB752624","2010-07-15T00:00:00.000",,"2019-02-28T00:00:00.000","35644","0","37700","0","73344"
"17429206463","MULLIGIN'S HOLE, INC.","1815 TRAWOOD DR STE K","EL PASO","TX","79935","71","1","MULLIGAN'S SHOT BAR","1815 TRAWOOD DR STE K","EL PASO","TX","79935","71","Y","MB457539","1999-09-03T00:00:00.000",,"2019-02-28T00:00:00.000","43276","83","28394","0","71753"
"13714470963","CHICAGO PIZZA HOSPITALITY HOLDING, INC.","7755 CENTER AVE STE 300","HUNTINGTN BCH","CA","92647","0","10","BJ'S RESTAURANT & BREWHOUSE","11905 GATEWAY BLVD W","EL PASO","TX","79936","71","Y","MB632538","2006-06-30T00:00:00.000",,"2019-02-28T00:00:00.000","31334","5415","34708","0","71457"
"13202867274","CDM BREW GROUP LLC","8041 N MESA ST STE H","EL PASO","TX","79932","71","1","BREW","8041 N MESA ST STE H","EL PASO","TX","79932","71","Y","MB737471","2009-11-24T00:00:00.000",,"2019-02-28T00:00:00.000","32482","230","36596","0","69308"
"17516356866","ABD RESTAURANT CONCEPTS, INC.","130 SHADOW MOUNTAIN DR","EL PASO","TX","79912","71","2","PELICAN'S RESTAURANT OF EL PASO-WEST","130 SHADOW MOUNTAIN DR","EL PASO","TX","79912","71","Y","MB137542","1993-12-01T00:00:00.000",,"2019-02-28T00:00:00.000","34370","24127","10450","0","68947"
"32052201608","TEQUILAS DISCOTEQUE CORPORATION","PO BOX 950","TORNILLO","TX","79853","71","1","TEQUILAS DISCOTEQUE","810 PENDALE RD","EL PASO","TX","79907","71","Y","MB738111","2014-02-01T00:00:00.000",,"2019-02-28T00:00:00.000","45481","0","23065","0","68546"
"32042516735","ANSON MILLS JV, LLC","123 W MILLS AVE STE 600","EL PASO","TX","79901","71","1","ANSON'S","303 N OREGON ST STE 110","EL PASO","TX","79901","71","Y","MB824111","2012-11-07T00:00:00.000",,"2019-02-28T00:00:00.000","26733","34275","6720","0","67728"
"32052116285","EL PASO TEXAS ALAMO OPERATIONS, LLC","2500 SUMMER ST STE 1210","HOUSTON","TX","77007","101","1","ALAMO DRAFTHOUSE CINEMAS","250 MONTECILLO BLVD","EL PASO","TX","79912","71","Y","MB937904","2016-03-15T00:00:00.000",,"2019-02-28T00:00:00.000","25923","8806","32547","0","67276"
