"taxpayer_number","taxpayer_name","taxpayer_city","location_name","location_address","location_city","obligation_end_date_yyyymmdd","liquor_receipts","wine_receipts","beer_receipts","cover_charge_receipts","total_receipts"
"15218379848","HOSPITALITY INTERNATIONAL, INC.","SAN ANTONIO","HOSPITALITY INTERNATIONAL, INC.","23808 RESORT PKWY","SAN ANTONIO","2017-10-31T00:00:00.000","582890","361030","290328","113388","1347636"
"15218379848","HOSPITALITY INTERNATIONAL, INC.","SAN ANTONIO","HOSPITALITY INTERNATIONAL, INC.","23808 RESORT PKWY","SAN ANTONIO","2017-12-31T00:00:00.000","385959","321094","200094","94657","1001804"
"15218379848","HOSPITALITY INTERNATIONAL, INC.","SAN ANTONIO","HOSPITALITY INTERNATIONAL, INC.","23808 RESORT PKWY","SAN ANTONIO","2017-11-30T00:00:00.000","387438","264303","155303","53580","860624"
"32052540245","DH SAN ANTONIO BEVCO LLC","SAN ANTONIO","DH SAN ANTONIO BEVCO LLC","16641 LA CANTERA PKWY","SAN ANTONIO","2017-10-31T00:00:00.000","308692","203746","90016","0","602454"
"32053602630","EMMA BEVERAGE COMPANY, LLC","SAN ANTONIO","HOTEL EMMA","136 E GRAYSON ST","SAN ANTONIO","2017-12-31T00:00:00.000","321770","46469","166487","0","534726"
"32052540245","DH SAN ANTONIO BEVCO LLC","SAN ANTONIO","DH SAN ANTONIO BEVCO LLC","16641 LA CANTERA PKWY","SAN ANTONIO","2017-11-30T00:00:00.000","245714","166226","72672","0","484612"
"15218379848","HOSPITALITY INTERNATIONAL, INC.","SAN ANTONIO","HOSPITALITY INTERNATIONAL INC","101 BOWIE ST","SAN ANTONIO","2017-12-31T00:00:00.000","191426","107415","104621","43525","446987"
"32052540245","DH SAN ANTONIO BEVCO LLC","SAN ANTONIO","DH SAN ANTONIO BEVCO LLC","16641 LA CANTERA PKWY","SAN ANTONIO","2017-12-31T00:00:00.000","237556","137799","58527","0","433882"
"32050094492","CHELSEA'S CATERING AND BAR SERVICE LLC","SAN ANTONIO","CHELSEAS CATERING AND BAR SERVICE","900 E MARKET ST SPC 1164","SAN ANTONIO","2017-12-31T00:00:00.000","187747","110970","130428","0","429145"
"12085392723","GRAND RIVERWALK BEVERAGE, LLC","SAN ANTONIO","GRAND RIVERWALK BEVERAGE LLC","600 E MARKET ST","SAN ANTONIO","2017-10-31T00:00:00.000","174804","93460","124918","29022","422204"
"32053602630","EMMA BEVERAGE COMPANY, LLC","SAN ANTONIO","HOTEL EMMA","136 E GRAYSON ST","SAN ANTONIO","2017-11-30T00:00:00.000","243891","36943","131746","0","412580"
"32053602630","EMMA BEVERAGE COMPANY, LLC","SAN ANTONIO","HOTEL EMMA","136 E GRAYSON ST","SAN ANTONIO","2017-10-31T00:00:00.000","234075","122591","36607","0","393273"
"17417308032","MTC, INC.","SAN ANTONIO","MI TIERRA CAFE & BAKERY","218 PRODUCE ROW","SAN ANTONIO","2017-12-31T00:00:00.000","266070","6749","103025","415","376259"
"32059274574","SAVOR BLACK TIE JOINT VENTURE, LLC","SAN ANTONIO","ALAMODOME","100 MONTANA ST","SAN ANTONIO","2017-12-31T00:00:00.000","62883","20425","283130","0","366438"
"17424244774","CORTE REAL, INC.","SAN ANTONIO","HILTON PALACIO DEL RIO","200 S ALAMO ST","SAN ANTONIO","2017-12-31T00:00:00.000","157830","42127","151011","0","350968"
"32062671998","HOTEL BAR LLC","SAN ANTONIO","HOTEL BAR LLC","18326 TUSCANY STONE","SAN ANTONIO","2017-12-31T00:00:00.000","240151","65132","12831","27576","345690"
"12085392723","GRAND RIVERWALK BEVERAGE, LLC","SAN ANTONIO","GRAND RIVERWALK BEVERAGE LLC","600 E MARKET ST","SAN ANTONIO","2017-12-31T00:00:00.000","165063","54207","76821","28755","324846"
"17424244774","CORTE REAL, INC.","SAN ANTONIO","HILTON PALACIO DEL RIO","200 S ALAMO ST","SAN ANTONIO","2017-10-31T00:00:00.000","138962","39522","145522","0","324006"
"17424244774","CORTE REAL, INC.","SAN ANTONIO","HILTON PALACIO DEL RIO","200 S ALAMO ST","SAN ANTONIO","2017-11-30T00:00:00.000","132778","53720","129257","0","315755"
"17428208353","RIVER RESTAURANTS, LTD.","SAN ANTONIO","MICHELINO'S LONE STAR CAFE CAFE OLE AGAVE BAR","237 LOSOYA ST","SAN ANTONIO","2017-12-31T00:00:00.000","190855","21583","72358","0","284796"
"17426545970","CB RESTAURANTS, INC.","SAN ANTONIO","SUGARS","2731 NW LOOP 410","SAN ANTONIO","2017-12-31T00:00:00.000","176793","5333","97805","0","279931"
"17428208353","RIVER RESTAURANTS, LTD.","SAN ANTONIO","MICHELINO'S LONE STAR CAFE CAFE OLE AGAVE BAR","237 LOSOYA ST","SAN ANTONIO","2017-10-31T00:00:00.000","189477","17342","72125","0","278944"
"17426545970","CB RESTAURANTS, INC.","SAN ANTONIO","SUGARS","2731 NW LOOP 410","SAN ANTONIO","2017-10-31T00:00:00.000","181191","2594","88856","0","272641"
"17427216852","MD BEVCO, INC.","SAN ANTONIO","MAD DOGS SAN ANTONIO","123 LOSOYA ST STE 19","SAN ANTONIO","2017-10-31T00:00:00.000","141910","7248","120673","0","269831"
"17408789406","THE SAN ANTONIO COUNTRY CLUB","SAN ANTONIO","SAN ANTONIO COUNTRY CLUB","4100 N NEW BRAUNFELS AVE","SAN ANTONIO","2017-12-31T00:00:00.000","160613","94251","14655","0","269519"
"12085392723","GRAND RIVERWALK BEVERAGE, LLC","SAN ANTONIO","GRAND RIVERWALK BEVERAGE LLC","600 E MARKET ST","SAN ANTONIO","2017-11-30T00:00:00.000","156184","35366","52450","23528","267528"
"17426545970","CB RESTAURANTS, INC.","SAN ANTONIO","SUGARS","2731 NW LOOP 410","SAN ANTONIO","2017-11-30T00:00:00.000","170001","1755","95503","0","267259"
"17417308032","MTC, INC.","SAN ANTONIO","MI TIERRA CAFE & BAKERY","218 PRODUCE ROW","SAN ANTONIO","2017-10-31T00:00:00.000","192725","4853","68733","255","266566"
"17417308032","MTC, INC.","SAN ANTONIO","MI TIERRA CAFE & BAKERY","218 PRODUCE ROW","SAN ANTONIO","2017-11-30T00:00:00.000","183541","4653","70237","375","258806"
"17427356963","SACOLO, LTD.","SAN ANTONIO","PERFECT 10 MENS CLUB","111 NW LOOP 410","SAN ANTONIO","2017-12-31T00:00:00.000","169426","30078","57408","0","256912"
"17427216852","MD BEVCO, INC.","SAN ANTONIO","MAD DOGS SAN ANTONIO","123 LOSOYA ST STE 19","SAN ANTONIO","2017-12-31T00:00:00.000","140620","7667","104971","0","253258"
"17424118861","CAJUN RIVERPORT, INC.","SAN ANTONIO","BOUDREAUX","421 E COMMERCE ST STE 101","SAN ANTONIO","2017-10-31T00:00:00.000","123046","102147","21520","0","246713"
"12629467817","CHAMA GAUCHA BRAZILIAN STEAKHOUSE, INC.","SAN ANTONIO","CHAMA GAUCHA BRAZILIAN STEAKHOUSE","18318 SONTERRA PL","SAN ANTONIO","2017-12-31T00:00:00.000","127127","106472","13109","0","246708"
"12629546917","ESQUIRE TAVERN MANAGEMENT, LLC","SAN ANTONIO","THE ESQIRE TAVERN","155 E COMMERCE ST","SAN ANTONIO","2017-12-31T00:00:00.000","167278","32089","46062","0","245429"
"32050094492","CHELSEA'S CATERING AND BAR SERVICE LLC","SAN ANTONIO","CHELSEAS CATERING AND BAR SERVICE","900 E MARKET ST SPC 1164","SAN ANTONIO","2017-10-31T00:00:00.000","71826","62964","106410","0","241200"
"17428208353","RIVER RESTAURANTS, LTD.","SAN ANTONIO","MICHELINO'S LONE STAR CAFE CAFE OLE AGAVE BAR","237 LOSOYA ST","SAN ANTONIO","2017-11-30T00:00:00.000","161215","17893","61847","0","240955"
"17606423014","BOHANAN'S, LTD.","SAN ANTONIO","BOHANAN'S PRIME STEAK AND SEAFOOD","219 E HOUSTON ST STE 275","SAN ANTONIO","2017-12-31T00:00:00.000","61298","170945","5895","0","238138"
"12016031747","121 POB, LP","SAN ANTONIO","PAT O'BRIEN'S - SAN ANTONIO","121 ALAMO PLZ","SAN ANTONIO","2017-12-31T00:00:00.000","177362","2205","58110","0","237677"
"17606423014","BOHANAN'S, LTD.","SAN ANTONIO","BOHANAN'S PRIME STEAK AND SEAFOOD","219 E HOUSTON ST STE 275","SAN ANTONIO","2017-10-31T00:00:00.000","50339","177645","7703","0","235687"
"12629546917","ESQUIRE TAVERN MANAGEMENT, LLC","SAN ANTONIO","THE ESQIRE TAVERN","155 E COMMERCE ST","SAN ANTONIO","2017-10-31T00:00:00.000","160785","24833","48570","0","234188"
"17427216852","MD BEVCO, INC.","SAN ANTONIO","MAD DOGS SAN ANTONIO","123 LOSOYA ST STE 19","SAN ANTONIO","2017-11-30T00:00:00.000","124056","6436","98851","0","229343"
"17427356963","SACOLO, LTD.","SAN ANTONIO","PERFECT 10 MENS CLUB","111 NW LOOP 410","SAN ANTONIO","2017-10-31T00:00:00.000","153125","13006","56516","0","222647"
"32062671998","HOTEL BAR LLC","SAN ANTONIO","HOTEL BAR LLC","18326 TUSCANY STONE","SAN ANTONIO","2017-10-31T00:00:00.000","179030","775","13755","28425","221985"
"17424118861","CAJUN RIVERPORT, INC.","SAN ANTONIO","BOUDREAUX","421 E COMMERCE ST STE 101","SAN ANTONIO","2017-12-31T00:00:00.000","110034","94103","16740","0","220877"
"17427356963","SACOLO, LTD.","SAN ANTONIO","PERFECT 10 MENS CLUB","111 NW LOOP 410","SAN ANTONIO","2017-11-30T00:00:00.000","143407","19628","56980","0","220015"
"12008061355","CUS SAN ANTONIO, LLC","SAN ANTONIO","COYOTE UGLY SALOON","409 E COMMERCE ST","SAN ANTONIO","2017-10-31T00:00:00.000","132632","333","85839","0","218804"
"32047317808","BCL ABC, LLC","SAN ANTONIO","ST. ANTHONY HOTEL","300 E TRAVIS ST","SAN ANTONIO","2017-12-31T00:00:00.000","108614","80320","29374","0","218308"
"12629546917","ESQUIRE TAVERN MANAGEMENT, LLC","SAN ANTONIO","THE ESQIRE TAVERN","155 E COMMERCE ST","SAN ANTONIO","2017-11-30T00:00:00.000","143176","24485","43373","0","211034"
"32059274574","SAVOR BLACK TIE JOINT VENTURE, LLC","SAN ANTONIO","ALAMODOME","100 MONTANA ST","SAN ANTONIO","2017-10-31T00:00:00.000","25037","16025","169824","0","210886"
"17430219570","MULE RESTAURANT GROUP, LLC","SAN ANTONIO","MULE RESTAURANT GROUP, LLC","245 E COMMERCE ST","SAN ANTONIO","2017-10-31T00:00:00.000","158091","6427","46019","0","210537"
"12016031747","121 POB, LP","SAN ANTONIO","PAT O'BRIEN'S - SAN ANTONIO","121 ALAMO PLZ","SAN ANTONIO","2017-10-31T00:00:00.000","155248","1429","52661","0","209338"
"17416960296","PAESANO'S DI SAN ANTONIO, LTD.","SAN ANTONIO","PAESANO'S RESTAURANT","555 E BASSE RD STE 100","SAN ANTONIO","2017-12-31T00:00:00.000","51472","145942","8992","0","206406"
"15218379848","HOSPITALITY INTERNATIONAL, INC.","SAN ANTONIO","HOSPITALITY INTERNATIONAL INC","101 BOWIE ST","SAN ANTONIO","2017-10-31T00:00:00.000","87346","61430","40898","15019","204693"
"12008061355","CUS SAN ANTONIO, LLC","SAN ANTONIO","COYOTE UGLY SALOON","409 E COMMERCE ST","SAN ANTONIO","2017-12-31T00:00:00.000","126899","427","74343","0","201669"
"17427238013","RIVICOR, INC.","SAN ANTONIO","PAESANO'S RIVERWALK","111 W CROCKETTSTE 101","SAN ANTONIO","2017-12-31T00:00:00.000","57297","126035","16859","0","200191"
"17424118861","CAJUN RIVERPORT, INC.","SAN ANTONIO","BOUDREAUX","421 E COMMERCE ST STE 101","SAN ANTONIO","2017-11-30T00:00:00.000","100870","80619","17783","0","199272"
"12644083201","FIRST-STEP ENTERTAINMENT, LLC","SAN ANTONIO","THIRSTY HORSE SALOON","2335 NW MILITARY HWY","SAN ANTONIO","2017-12-31T00:00:00.000","109321","403","87082","0","196806"
"15218379848","HOSPITALITY INTERNATIONAL, INC.","SAN ANTONIO","HOSPITALITY INTERNATIONAL INC","101 BOWIE ST","SAN ANTONIO","2017-11-30T00:00:00.000","73749","65557","41349","14094","194749"
"12044285018","SANLANTA, INC","SAN ANTONIO","I-10 ICE HOUSE","9518 CONSOLE DR","SAN ANTONIO","2017-12-31T00:00:00.000","99573","282","94096","0","193951"
"17416113326","CATERING BY ROSEMARY, INC.","SAN ANTONIO","CATERING BY ROSEMARY INC","1220 E COMMERCE ST","SAN ANTONIO","2017-10-31T00:00:00.000","63354","64251","65485","0","193090"
"12044285018","SANLANTA, INC","SAN ANTONIO","I-10 ICE HOUSE","9518 CONSOLE DR","SAN ANTONIO","2017-10-31T00:00:00.000","97061","219","92088","0","189368"
"32050927667","E-BAR INVESTMENTS, LLC","SAN ANTONIO","GEORGE'S KEEP","17101 LA CANTERA PKWY # P2-1P22","SAN ANTONIO","2017-12-31T00:00:00.000","150529","15863","22028","0","188420"
"17430219570","MULE RESTAURANT GROUP, LLC","SAN ANTONIO","MULE RESTAURANT GROUP, LLC","245 E COMMERCE ST","SAN ANTONIO","2017-12-31T00:00:00.000","141573","3813","41362","0","186748"
"17606423014","BOHANAN'S, LTD.","SAN ANTONIO","BOHANAN'S PRIME STEAK AND SEAFOOD","219 E HOUSTON ST STE 275","SAN ANTONIO","2017-11-30T00:00:00.000","44579","134144","5149","0","183872"
"17429283355","SILVER RIO BEVERAGES, L.L.C.","SAN ANTONIO","SILVER RIO BEVERAGES, L.L.C.","420 W MARKET ST","SAN ANTONIO","2017-11-30T00:00:00.000","87048","59766","36223","0","183037"
"17408789406","THE SAN ANTONIO COUNTRY CLUB","SAN ANTONIO","SAN ANTONIO COUNTRY CLUB","4100 N NEW BRAUNFELS AVE","SAN ANTONIO","2017-11-30T00:00:00.000","77840","90924","14004","0","182768"
"32062671998","HOTEL BAR LLC","SAN ANTONIO","HOTEL BAR LLC","18326 TUSCANY STONE","SAN ANTONIO","2017-11-30T00:00:00.000","139310","8411","11925","20466","180112"
"32038592666","REEL DINNER PARTNERS V, LLC","SAN ANTONIO","ALAMO DRAFTHOUSE CINEMA-PARK NORTH","618 NW LOOP 410 # 307","SAN ANTONIO","2017-12-31T00:00:00.000","55012","21282","102403","0","178697"
"12044285018","SANLANTA, INC","SAN ANTONIO","I-10 ICE HOUSE","9518 CONSOLE DR","SAN ANTONIO","2017-11-30T00:00:00.000","90384","147","87988","0","178519"
"32049270989","SEAWORLD OF TEXAS BEVERAGE, LLC","SAN ANTONIO","SEAWORLD SAN ANTONIO","10500 SEA WORLD DR","SAN ANTONIO","2017-10-31T00:00:00.000","52088","2660","123468","0","178216"
"17428364990","TRIPOLIS ENTERPRISES, INC.","SAN ANTONIO","THE PALACE MEN'S CLUB","2482 NE LOOP 410","SAN ANTONIO","2017-11-30T00:00:00.000","128941","19504","28919","0","177364"
"12008061355","CUS SAN ANTONIO, LLC","SAN ANTONIO","COYOTE UGLY SALOON","409 E COMMERCE ST","SAN ANTONIO","2017-11-30T00:00:00.000","104700","188","72012","0","176900"
"12644083201","FIRST-STEP ENTERTAINMENT, LLC","SAN ANTONIO","THIRSTY HORSE SALOON","2335 NW MILITARY HWY","SAN ANTONIO","2017-11-30T00:00:00.000","96543","268","80056","0","176867"
"17430219570","MULE RESTAURANT GROUP, LLC","SAN ANTONIO","MULE RESTAURANT GROUP, LLC","245 E COMMERCE ST","SAN ANTONIO","2017-11-30T00:00:00.000","135279","4170","37248","0","176697"
