"taxpayer_number","taxpayer_name","taxpayer_city","location_name","location_address","location_city","obligation_end_date_yyyymmdd","liquor_receipts","wine_receipts","beer_receipts","cover_charge_receipts","total_receipts"
"17428364990","TRIPOLIS ENTERPRISES, INC.","SAN ANTONIO","THE PALACE MEN'S CLUB","2482 NE LOOP 410","SAN ANTONIO","2017-12-31T00:00:00.000","125506","18567","31523","0","175596"
"17429283355","SILVER RIO BEVERAGES, L.L.C.","SAN ANTONIO","SILVER RIO BEVERAGES, L.L.C.","420 W MARKET ST","SAN ANTONIO","2017-10-31T00:00:00.000","86632","60564","13651","14712","175559"
"32045075788","P-BAR INVESTMENTS, LLC","SAN ANTONIO","BLUE BOX","312 PEARL PKWY STE 2107","SAN ANTONIO","2017-10-31T00:00:00.000","95661","4687","73359","0","173707"
"32053632116","HOLY SPIRITS, LLC","SAN ANTONIO","PARAMOUR","102 9TH ST STE 400","SAN ANTONIO","2017-10-31T00:00:00.000","129825","25739","16354","0","171918"
"32053544295","CHAMA @ THE VINEYARDS, LLC","SAN ANTONIO","J-PRIME STEAKHOUSE","1401 N LOOP 1604 W STE 105","SAN ANTONIO","2017-12-31T00:00:00.000","61216","103853","6391","0","171460"
"32057899919","KNOCKOUT BAR, INC.","SAN ANTONIO","KNOCKOUT","1420 N MAIN AVE","SAN ANTONIO","2017-10-31T00:00:00.000","127365","158","43818","0","171341"
"32050094492","CHELSEA'S CATERING AND BAR SERVICE LLC","SAN ANTONIO","CHELSEAS CATERING AND BAR SERVICE","900 E MARKET ST SPC 1164","SAN ANTONIO","2017-11-30T00:00:00.000","64905","46008","59767","0","170680"
"32053632116","HOLY SPIRITS, LLC","SAN ANTONIO","PARAMOUR","102 9TH ST STE 400","SAN ANTONIO","2017-12-31T00:00:00.000","117918","34929","17765","0","170612"
"12016031747","121 POB, LP","SAN ANTONIO","PAT O'BRIEN'S - SAN ANTONIO","121 ALAMO PLZ","SAN ANTONIO","2017-11-30T00:00:00.000","124098","1451","43441","0","168990"
"17427238013","RIVICOR, INC.","SAN ANTONIO","PAESANO'S RIVERWALK","111 W CROCKETTSTE 101","SAN ANTONIO","2017-10-31T00:00:00.000","47729","106444","14776","0","168949"
"17425916081","CASA RIO MEXICAN FOODS, INC.","SAN ANTONIO","CASA RIO MEXICAN FOODS","430 E COMMERCE ST","SAN ANTONIO","2017-10-31T00:00:00.000","116886","11055","40792","0","168733"
"32037925040","LA GLORIA CAPITAL, INC.","SAN ANTONIO","LA GLORIA","100 E GRAYSON ST","SAN ANTONIO","2017-10-31T00:00:00.000","128884","7351","30954","0","167189"
"32047317808","BCL ABC, LLC","SAN ANTONIO","ST. ANTHONY HOTEL","300 E TRAVIS ST","SAN ANTONIO","2017-10-31T00:00:00.000","90603","60684","15156","0","166443"
"17416113326","CATERING BY ROSEMARY, INC.","SAN ANTONIO","CATERING BY ROSEMARY INC","1220 E COMMERCE ST","SAN ANTONIO","2017-12-31T00:00:00.000","55500","53117","57202","0","165819"
"17426313403","LISA'S CAFE & CANTINA, INC.","SAN ANTONIO","ROSARIO'S CAFE & CANTINA","910 S ALAMO","SAN ANTONIO","2017-12-31T00:00:00.000","129270","4127","31623","0","165020"
"17428364990","TRIPOLIS ENTERPRISES, INC.","SAN ANTONIO","THE PALACE MEN'S CLUB","2482 NE LOOP 410","SAN ANTONIO","2017-10-31T00:00:00.000","115201","23397","26238","0","164836"
"32053126630","ON THE ROCKS PUB LLC","SAN ANTONIO","ON THE ROCKS PUB","101 ALAMO PLZ STE 105","SAN ANTONIO","2017-12-31T00:00:00.000","95622","233","49223","16596","161674"
"12644083201","FIRST-STEP ENTERTAINMENT, LLC","SAN ANTONIO","THIRSTY HORSE SALOON","2335 NW MILITARY HWY","SAN ANTONIO","2017-10-31T00:00:00.000","87319","266","73969","0","161554"
"32042082845","WURZBACH ICE HOUSE, INC","SAN ANTONIO","WURZBACH ICE HOUSE","10141 WURZBACH RD","SAN ANTONIO","2017-12-31T00:00:00.000","88617","534","72275","0","161426"
"32045075788","P-BAR INVESTMENTS, LLC","SAN ANTONIO","BLUE BOX","312 PEARL PKWY STE 2107","SAN ANTONIO","2017-12-31T00:00:00.000","124927","6458","28618","0","160003"
"12083940820","STONE WERKS GRILLE @ RIM, LLC","SAN ANTONIO","STONE WERKS BIG ROCK GRILLE","5807 WORTH PKWY","SAN ANTONIO","2017-12-31T00:00:00.000","74867","29314","55621","0","159802"
"32038592666","REEL DINNER PARTNERS V, LLC","SAN ANTONIO","ALAMO DRAFTHOUSE CINEMA-PARK NORTH","618 NW LOOP 410 # 307","SAN ANTONIO","2017-11-30T00:00:00.000","48716","23254","87518","0","159488"
"17429168937","BIGA INTERNATIONAL, L.P.","SAN ANTONIO","BIGA ON THE BANKS","203 S SAINT MARYS STE 100","SAN ANTONIO","2017-10-31T00:00:00.000","37015","113255","8614","0","158884"
"32053632116","HOLY SPIRITS, LLC","SAN ANTONIO","PARAMOUR","102 9TH ST STE 400","SAN ANTONIO","2017-11-30T00:00:00.000","117625","23961","15354","0","156940"
"13645511679","I CARMA, LTD.","SAN ANTONIO","MOSES ROSE'S HIDEOUT","516 E HOUSTON ST","SAN ANTONIO","2017-12-31T00:00:00.000","93370","334","60031","2250","155985"
"32057899919","KNOCKOUT BAR, INC.","SAN ANTONIO","KNOCKOUT","1420 N MAIN AVE","SAN ANTONIO","2017-12-31T00:00:00.000","114704","231","40019","0","154954"
"17429308475","L.D. DUKE, INC.","SAN ANTONIO","RUTH'S CHRIS STEAK HOUSE","600 E MARKET ST STE L101","SAN ANTONIO","2017-10-31T00:00:00.000","46878","93267","14363","0","154508"
"16114337187","MAMITA'S CUISINE, INC.","SAN ANTONIO","SOLUNA","7959 BROADWAY ST STE 204","SAN ANTONIO","2017-12-31T00:00:00.000","130470","9126","13253","0","152849"
"32045324079","MAN OF WIRE INC.","SAN ANTONIO","BRASS MONKEY","2702 N SAINT MARYS ST","SAN ANTONIO","2017-11-30T00:00:00.000","108336","74","43747","0","152157"
"32042082845","WURZBACH ICE HOUSE, INC","SAN ANTONIO","WURZBACH ICE HOUSE","10141 WURZBACH RD","SAN ANTONIO","2017-10-31T00:00:00.000","81540","264","70338","0","152142"
"17425916081","CASA RIO MEXICAN FOODS, INC.","SAN ANTONIO","CASA RIO MEXICAN FOODS","430 E COMMERCE ST","SAN ANTONIO","2017-11-30T00:00:00.000","105483","9491","36623","0","151597"
"32045324079","MAN OF WIRE INC.","SAN ANTONIO","BRASS MONKEY","2702 N SAINT MARYS ST","SAN ANTONIO","2017-10-31T00:00:00.000","107388","100","43597","0","151085"
"17427593870","HILLS & DALES, INC.","SAN ANTONIO","HILLS & DALES","15403 WHITE FAWN DR","SAN ANTONIO","2017-10-31T00:00:00.000","79908","892","69913","0","150713"
"32046814474","MWJI LLC","SAN ANTONIO","THE ANGRY ELEPHANT/ROO PUB","19314 US HIGHWAY 281 N STE 107","SAN ANTONIO","2017-12-31T00:00:00.000","85419","1924","62051","0","149394"
"17425916081","CASA RIO MEXICAN FOODS, INC.","SAN ANTONIO","CASA RIO MEXICAN FOODS","430 E COMMERCE ST","SAN ANTONIO","2017-12-31T00:00:00.000","104480","10369","34410","0","149259"
"32045324079","MAN OF WIRE INC.","SAN ANTONIO","BRASS MONKEY","2702 N SAINT MARYS ST","SAN ANTONIO","2017-12-31T00:00:00.000","106083","203","42600","0","148886"
"32042082845","WURZBACH ICE HOUSE, INC","SAN ANTONIO","WURZBACH ICE HOUSE","10141 WURZBACH RD","SAN ANTONIO","2017-11-30T00:00:00.000","80872","456","67148","0","148476"
"32057899919","KNOCKOUT BAR, INC.","SAN ANTONIO","KNOCKOUT","1420 N MAIN AVE","SAN ANTONIO","2017-11-30T00:00:00.000","108738","118","39475","0","148331"
"17429308475","L.D. DUKE, INC.","SAN ANTONIO","RUTH'S CHRIS STEAK HOUSE","600 E MARKET ST STE L101","SAN ANTONIO","2017-12-31T00:00:00.000","49045","86847","12277","0","148169"
"17431208424","SANTIKOS RESTAURANTS, LTD.","SAN ANTONIO","SANTIKOS PALLADIUM","17703 W INTERSTATE 10","SAN ANTONIO","2017-12-31T00:00:00.000","59688","23180","64977","0","147845"
"32037925040","LA GLORIA CAPITAL, INC.","SAN ANTONIO","LA GLORIA","100 E GRAYSON ST","SAN ANTONIO","2017-11-30T00:00:00.000","112184","6528","28756","0","147468"
"17429168937","BIGA INTERNATIONAL, L.P.","SAN ANTONIO","BIGA ON THE BANKS","203 S SAINT MARYS STE 100","SAN ANTONIO","2017-12-31T00:00:00.000","38046","98798","9527","0","146371"
"12007221745","VIVA AGUA BEVERAGE, LLC","SAN ANTONIO","ACENAR","146 E HOUSTON ST","SAN ANTONIO","2017-12-31T00:00:00.000","105539","19214","21106","0","145859"
"32048554292","SHGY II ENTERPRISES INC","SAN ANTONIO","SHENANIGAN'S SPORTS BAR AND LOUNGE II","8827 STATE HIGHWAY 151 STE 106","SAN ANTONIO","2017-12-31T00:00:00.000","83608","568","61468","0","145644"
"32045075788","P-BAR INVESTMENTS, LLC","SAN ANTONIO","BLUE BOX","312 PEARL PKWY STE 2107","SAN ANTONIO","2017-11-30T00:00:00.000","112730","4613","25371","0","142714"
"16114337187","MAMITA'S CUISINE, INC.","SAN ANTONIO","SOLUNA","7959 BROADWAY ST STE 204","SAN ANTONIO","2017-11-30T00:00:00.000","121135","8365","12776","0","142276"
"32043250599","STONE WERKS GRILLE @ HEIGHTS, LLC","SAN ANTONIO","STONE WERKS BIG ROCK GRILLE","999 E BASSE RD","SAN ANTONIO","2017-12-31T00:00:00.000","56676","36822","47198","0","140696"
"32046814474","MWJI LLC","SAN ANTONIO","THE ANGRY ELEPHANT/ROO PUB","19314 US HIGHWAY 281 N STE 107","SAN ANTONIO","2017-10-31T00:00:00.000","76187","1677","62075","0","139939"
"32037925040","LA GLORIA CAPITAL, INC.","SAN ANTONIO","LA GLORIA","100 E GRAYSON ST","SAN ANTONIO","2017-12-31T00:00:00.000","106584","6058","27115","0","139757"
"32055671476","RCPJMP, L.L.C.","SAN ANTONIO","PICKS","4553 N LOOP 1604 W STE 1101","SAN ANTONIO","2017-12-31T00:00:00.000","99254","2320","38104","0","139678"
"32050927667","E-BAR INVESTMENTS, LLC","SAN ANTONIO","GEORGE'S KEEP","17101 LA CANTERA PKWY # P2-1P22","SAN ANTONIO","2017-11-30T00:00:00.000","114128","7862","17244","0","139234"
"12629467817","CHAMA GAUCHA BRAZILIAN STEAKHOUSE, INC.","SAN ANTONIO","CHAMA GAUCHA BRAZILIAN STEAKHOUSE","18318 SONTERRA PL","SAN ANTONIO","2017-11-30T00:00:00.000","62153","69756","7045","0","138954"
"17427238013","RIVICOR, INC.","SAN ANTONIO","PAESANO'S RIVERWALK","111 W CROCKETTSTE 101","SAN ANTONIO","2017-11-30T00:00:00.000","38693","87823","12133","0","138649"
"17108642665","CINEMA RESTAURANTS LLC","SAN ANTONIO","SANTIKOS CASA BLANCA","11210 ALAMO RANCH PKWY","SAN ANTONIO","2017-11-30T00:00:00.000","59428","5640","73031","0","138099"
"17429283355","SILVER RIO BEVERAGES, L.L.C.","SAN ANTONIO","SILVER RIO BEVERAGES, L.L.C.","420 W MARKET ST","SAN ANTONIO","2017-12-31T00:00:00.000","57052","57199","23370","0","137621"
"17408789406","THE SAN ANTONIO COUNTRY CLUB","SAN ANTONIO","SAN ANTONIO COUNTRY CLUB","4100 N NEW BRAUNFELS AVE","SAN ANTONIO","2017-10-31T00:00:00.000","55284","68723","13596","0","137603"
"17427593870","HILLS & DALES, INC.","SAN ANTONIO","HILLS & DALES","15403 WHITE FAWN DR","SAN ANTONIO","2017-12-31T00:00:00.000","72558","585","62941","0","136084"
"17426313403","LISA'S CAFE & CANTINA, INC.","SAN ANTONIO","ROSARIO'S CAFE & CANTINA","910 S ALAMO","SAN ANTONIO","2017-10-31T00:00:00.000","109912","3307","22511","0","135730"
"17426907956","E & I ENTERPRISES, INC.","SAN ANTONIO","ALL STARS","9440 IH 10 W","SAN ANTONIO","2017-12-31T00:00:00.000","98240","1794","35575","0","135609"
"12007221745","VIVA AGUA BEVERAGE, LLC","SAN ANTONIO","ACENAR","146 E HOUSTON ST","SAN ANTONIO","2017-10-31T00:00:00.000","103649","13257","18701","0","135607"
