"fiscal_year","region","program","race_ethnicity","gender","age","youth_served"
"2021","1-Lubbock","CYD","Hispanic","Male","18","1"
"2021","1-Lubbock","CYD","Native American","Female","12","2"
"2021","1-Lubbock","CYD","Native American","Female","16","1"
"2021","1-Lubbock","CYD","Native American","Female","17","1"
"2021","1-Lubbock","CYD","Native American","Male","10","1"
"2021","1-Lubbock","CYD","Native American","Male","12","1"
"2021","1-Lubbock","CYD","Native American","Male","13","2"
"2021","1-Lubbock","CYD","Native American","Male","14","2"
"2021","1-Lubbock","CYD","Native American","Male","15","1"
"2021","1-Lubbock","CYD","Other","Female","6","2"
"2021","1-Lubbock","CYD","Other","Female","7","3"
"2021","1-Lubbock","CYD","Other","Female","8","5"
"2021","1-Lubbock","CYD","Other","Female","9","3"
"2021","1-Lubbock","CYD","Other","Female","10","9"
"2021","1-Lubbock","CYD","Other","Female","11","12"
"2021","1-Lubbock","CYD","Other","Female","12","8"
"2021","1-Lubbock","CYD","Other","Female","13","8"
"2021","1-Lubbock","CYD","Other","Female","14","6"
"2021","1-Lubbock","CYD","Other","Female","15","8"
"2021","1-Lubbock","CYD","Other","Female","16","2"
"2021","1-Lubbock","CYD","Other","Female","17","3"
"2021","1-Lubbock","CYD","Other","Male","6","5"
"2021","1-Lubbock","CYD","Other","Male","7","6"
"2021","1-Lubbock","CYD","Other","Male","8","6"
"2021","1-Lubbock","CYD","Other","Male","9","8"
"2021","1-Lubbock","CYD","Other","Male","10","10"
"2021","1-Lubbock","CYD","Other","Male","11","12"
"2021","1-Lubbock","CYD","Other","Male","12","10"
"2021","1-Lubbock","CYD","Other","Male","13","3"
"2021","1-Lubbock","CYD","Other","Male","14","3"
"2021","1-Lubbock","CYD","Other","Male","16","3"
"2021","1-Lubbock","CYD","Other","Male","17","1"
"2021","1-Lubbock","FAYS","African Amercan","Female","5","3"
"2021","1-Lubbock","FAYS","African Amercan","Female","6","1"
"2021","1-Lubbock","FAYS","African Amercan","Female","9","1"
"2021","1-Lubbock","FAYS","African Amercan","Female","10","2"
"2021","1-Lubbock","FAYS","African Amercan","Female","11","3"
"2021","1-Lubbock","FAYS","African Amercan","Female","12","4"
"2021","1-Lubbock","FAYS","African Amercan","Female","13","1"
"2021","1-Lubbock","FAYS","African Amercan","Female","14","6"
"2021","1-Lubbock","FAYS","African Amercan","Female","15","1"
"2021","1-Lubbock","FAYS","African Amercan","Female","16","1"
"2021","1-Lubbock","FAYS","African Amercan","Female","17","1"
"2021","1-Lubbock","FAYS","African Amercan","Male","0","1"
"2021","1-Lubbock","FAYS","African Amercan","Male","3","1"
"2021","1-Lubbock","FAYS","African Amercan","Male","4","1"
"2021","1-Lubbock","FAYS","African Amercan","Male","5","1"
"2021","1-Lubbock","FAYS","African Amercan","Male","7","2"
"2021","1-Lubbock","FAYS","African Amercan","Male","8","1"
"2021","1-Lubbock","FAYS","African Amercan","Male","9","1"
"2021","1-Lubbock","FAYS","African Amercan","Male","10","3"
"2021","1-Lubbock","FAYS","African Amercan","Male","12","1"
"2021","1-Lubbock","FAYS","African Amercan","Male","13","1"
"2021","1-Lubbock","FAYS","African Amercan","Male","14","3"
"2021","1-Lubbock","FAYS","African Amercan","Male","15","1"
"2021","1-Lubbock","FAYS","African Amercan","Male","16","1"
"2021","1-Lubbock","FAYS","African Amercan","Male","17","2"
"2021","1-Lubbock","FAYS","Anglo","Female","1","1"
"2021","1-Lubbock","FAYS","Anglo","Female","4","3"
"2021","1-Lubbock","FAYS","Anglo","Female","5","7"
"2021","1-Lubbock","FAYS","Anglo","Female","6","4"
"2021","1-Lubbock","FAYS","Anglo","Female","7","8"
"2021","1-Lubbock","FAYS","Anglo","Female","8","7"
"2021","1-Lubbock","FAYS","Anglo","Female","9","4"
"2021","1-Lubbock","FAYS","Anglo","Female","10","12"
"2021","1-Lubbock","FAYS","Anglo","Female","11","11"
"2021","1-Lubbock","FAYS","Anglo","Female","12","11"
"2021","1-Lubbock","FAYS","Anglo","Female","13","25"
"2021","1-Lubbock","FAYS","Anglo","Female","14","20"
"2021","1-Lubbock","FAYS","Anglo","Female","15","12"
"2021","1-Lubbock","FAYS","Anglo","Female","16","16"
"2021","1-Lubbock","FAYS","Anglo","Female","17","4"
"2021","1-Lubbock","FAYS","Anglo","Male","0","1"
"2021","1-Lubbock","FAYS","Anglo","Male","1","1"
"2021","1-Lubbock","FAYS","Anglo","Male","3","2"
"2021","1-Lubbock","FAYS","Anglo","Male","4","2"
"2021","1-Lubbock","FAYS","Anglo","Male","5","6"
"2021","1-Lubbock","FAYS","Anglo","Male","6","11"
"2021","1-Lubbock","FAYS","Anglo","Male","7","11"
"2021","1-Lubbock","FAYS","Anglo","Male","8","11"
"2021","1-Lubbock","FAYS","Anglo","Male","9","14"
"2021","1-Lubbock","FAYS","Anglo","Male","10","9"
"2021","1-Lubbock","FAYS","Anglo","Male","11","10"
"2021","1-Lubbock","FAYS","Anglo","Male","12","12"
"2021","1-Lubbock","FAYS","Anglo","Male","13","6"
"2021","1-Lubbock","FAYS","Anglo","Male","14","5"
"2021","1-Lubbock","FAYS","Anglo","Male","15","7"
"2021","1-Lubbock","FAYS","Anglo","Male","16","6"
"2021","1-Lubbock","FAYS","Anglo","Male","17","6"
"2021","1-Lubbock","FAYS","Asian","Male","6","1"
"2021","1-Lubbock","FAYS","Asian","Male","10","2"
"2021","1-Lubbock","FAYS","Asian","Male","12","1"
"2021","1-Lubbock","FAYS","Hispanic","Female","0","2"
"2021","1-Lubbock","FAYS","Hispanic","Female","1","1"
"2021","1-Lubbock","FAYS","Hispanic","Female","2","1"
"2021","1-Lubbock","FAYS","Hispanic","Female","3","2"
"2021","1-Lubbock","FAYS","Hispanic","Female","4","3"
"2021","1-Lubbock","FAYS","Hispanic","Female","5","12"
"2021","1-Lubbock","FAYS","Hispanic","Female","6","12"
"2021","1-Lubbock","FAYS","Hispanic","Female","7","11"
"2021","1-Lubbock","FAYS","Hispanic","Female","8","19"
"2021","1-Lubbock","FAYS","Hispanic","Female","9","16"
"2021","1-Lubbock","FAYS","Hispanic","Female","10","19"
"2021","1-Lubbock","FAYS","Hispanic","Female","11","26"
"2021","1-Lubbock","FAYS","Hispanic","Female","12","52"
"2021","1-Lubbock","FAYS","Hispanic","Female","13","45"
"2021","1-Lubbock","FAYS","Hispanic","Female","14","33"
"2021","1-Lubbock","FAYS","Hispanic","Female","15","24"
"2021","1-Lubbock","FAYS","Hispanic","Female","16","18"
"2021","1-Lubbock","FAYS","Hispanic","Female","17","14"
"2021","1-Lubbock","FAYS","Hispanic","Male","0","1"
"2021","1-Lubbock","FAYS","Hispanic","Male","2","3"
"2021","1-Lubbock","FAYS","Hispanic","Male","3","1"
"2021","1-Lubbock","FAYS","Hispanic","Male","4","9"
"2021","1-Lubbock","FAYS","Hispanic","Male","5","7"
"2021","1-Lubbock","FAYS","Hispanic","Male","6","19"
"2021","1-Lubbock","FAYS","Hispanic","Male","7","20"
"2021","1-Lubbock","FAYS","Hispanic","Male","8","17"
"2021","1-Lubbock","FAYS","Hispanic","Male","9","27"
"2021","1-Lubbock","FAYS","Hispanic","Male","10","19"
"2021","1-Lubbock","FAYS","Hispanic","Male","11","26"
"2021","1-Lubbock","FAYS","Hispanic","Male","12","24"
"2021","1-Lubbock","FAYS","Hispanic","Male","13","31"
"2021","1-Lubbock","FAYS","Hispanic","Male","14","17"
"2021","1-Lubbock","FAYS","Hispanic","Male","15","22"
"2021","1-Lubbock","FAYS","Hispanic","Male","16","18"
"2021","1-Lubbock","FAYS","Hispanic","Male","17","14"
"2021","1-Lubbock","FAYS","Native American","Female","5","1"
"2021","1-Lubbock","FAYS","Native American","Female","10","1"
"2021","1-Lubbock","FAYS","Native American","Female","17","1"
"2021","1-Lubbock","FAYS","Native American","Male","8","1"
"2021","1-Lubbock","FAYS","Other","Female","9","1"
"2021","1-Lubbock","FAYS","Other","Female","10","2"
"2021","1-Lubbock","FAYS","Other","Female","13","1"
"2021","1-Lubbock","FAYS","Other","Female","14","2"
"2021","1-Lubbock","FAYS","Other","Female","15","1"
"2021","1-Lubbock","FAYS","Other","Female","17","2"
"2021","1-Lubbock","FAYS","Other","Male","5","1"
"2021","1-Lubbock","FAYS","Other","Male","7","1"
"2021","1-Lubbock","FAYS","Other","Male","8","1"
"2021","1-Lubbock","FAYS","Other","Male","9","3"
"2021","1-Lubbock","FAYS","Other","Male","10","1"
"2021","1-Lubbock","FAYS","Other","Male","11","5"
"2021","1-Lubbock","FAYS","Other","Male","12","3"
"2021","1-Lubbock","FAYS","Other","Male","13","1"
"2021","1-Lubbock","FAYS","Other","Male","14","2"
"2021","1-Lubbock","FAYS","Other","Male","15","1"
"2021","1-Lubbock","FAYS","Other","Male","16","1"
"2021","1-Lubbock","SYSN","African Amercan","Female","7","2"
"2021","1-Lubbock","SYSN","African Amercan","Female","9","2"
"2021","1-Lubbock","SYSN","African Amercan","Female","10","9"
"2021","1-Lubbock","SYSN","African Amercan","Female","11","3"
"2021","1-Lubbock","SYSN","African Amercan","Female","12","1"
"2021","1-Lubbock","SYSN","African Amercan","Female","13","3"
"2021","1-Lubbock","SYSN","African Amercan","Female","14","1"
"2021","1-Lubbock","SYSN","African Amercan","Female","15","2"
"2021","1-Lubbock","SYSN","African Amercan","Male","6","1"
"2021","1-Lubbock","SYSN","African Amercan","Male","9","2"
"2021","1-Lubbock","SYSN","African Amercan","Male","10","6"
"2021","1-Lubbock","SYSN","African Amercan","Male","11","2"
"2021","1-Lubbock","SYSN","African Amercan","Male","12","3"
"2021","1-Lubbock","SYSN","African Amercan","Male","13","3"
"2021","1-Lubbock","SYSN","African Amercan","Male","14","2"
"2021","1-Lubbock","SYSN","Anglo","Female","9","3"
"2021","1-Lubbock","SYSN","Anglo","Female","10","1"
"2021","1-Lubbock","SYSN","Anglo","Female","11","6"
"2021","1-Lubbock","SYSN","Anglo","Female","12","5"
"2021","1-Lubbock","SYSN","Anglo","Female","13","3"
"2021","1-Lubbock","SYSN","Anglo","Female","14","2"
"2021","1-Lubbock","SYSN","Anglo","Male","7","1"
"2021","1-Lubbock","SYSN","Anglo","Male","8","1"
"2021","1-Lubbock","SYSN","Anglo","Male","9","3"
"2021","1-Lubbock","SYSN","Anglo","Male","10","2"
"2021","1-Lubbock","SYSN","Anglo","Male","11","2"
"2021","1-Lubbock","SYSN","Anglo","Male","12","2"
"2021","1-Lubbock","SYSN","Anglo","Male","13","1"
"2021","1-Lubbock","SYSN","Anglo","Male","14","1"
"2021","1-Lubbock","SYSN","Anglo","Male","15","1"
"2021","1-Lubbock","SYSN","Hispanic","Female","6","2"
"2021","1-Lubbock","SYSN","Hispanic","Female","9","8"
"2021","1-Lubbock","SYSN","Hispanic","Female","10","17"
"2021","1-Lubbock","SYSN","Hispanic","Female","11","13"
"2021","1-Lubbock","SYSN","Hispanic","Female","12","3"
"2021","1-Lubbock","SYSN","Hispanic","Female","13","3"
"2021","1-Lubbock","SYSN","Hispanic","Female","16","1"
"2021","1-Lubbock","SYSN","Hispanic","Male","7","1"
"2021","1-Lubbock","SYSN","Hispanic","Male","8","1"
"2021","1-Lubbock","SYSN","Hispanic","Male","9","5"
"2021","1-Lubbock","SYSN","Hispanic","Male","10","24"
"2021","1-Lubbock","SYSN","Hispanic","Male","11","17"
"2021","1-Lubbock","SYSN","Hispanic","Male","12","10"
"2021","1-Lubbock","SYSN","Hispanic","Male","13","3"
"2021","1-Lubbock","SYSN","Hispanic","Male","14","1"
"2021","1-Lubbock","SYSN","Native American","Female","11","1"
"2021","1-Lubbock","SYSN","Native American","Male","11","1"
"2021","1-Lubbock","SYSN","Other","Female","9","2"
"2021","1-Lubbock","SYSN","Other","Female","10","4"
"2021","1-Lubbock","SYSN","Other","Female","11","1"
"2021","2-Abilene","FAYS","African Amercan","Female","4","1"
"2021","2-Abilene","FAYS","African Amercan","Female","6","2"
"2021","2-Abilene","FAYS","African Amercan","Female","7","2"
"2021","2-Abilene","FAYS","African Amercan","Female","8","5"
"2021","2-Abilene","FAYS","African Amercan","Female","10","2"
"2021","2-Abilene","FAYS","African Amercan","Female","11","3"
"2021","2-Abilene","FAYS","African Amercan","Female","12","4"
"2021","2-Abilene","FAYS","African Amercan","Female","13","7"
"2021","2-Abilene","FAYS","African Amercan","Female","14","4"
"2021","2-Abilene","FAYS","African Amercan","Female","15","6"
"2021","2-Abilene","FAYS","African Amercan","Female","16","4"
"2021","2-Abilene","FAYS","African Amercan","Female","17","1"
"2021","2-Abilene","FAYS","African Amercan","Male","0","1"
"2021","2-Abilene","FAYS","African Amercan","Male","2","1"
"2021","2-Abilene","FAYS","African Amercan","Male","3","1"
"2021","2-Abilene","FAYS","African Amercan","Male","5","1"
"2021","2-Abilene","FAYS","African Amercan","Male","6","1"
"2021","2-Abilene","FAYS","African Amercan","Male","7","2"
"2021","2-Abilene","FAYS","African Amercan","Male","8","3"
"2021","2-Abilene","FAYS","African Amercan","Male","9","6"
"2021","2-Abilene","FAYS","African Amercan","Male","10","2"
"2021","2-Abilene","FAYS","African Amercan","Male","11","1"
"2021","2-Abilene","FAYS","African Amercan","Male","12","5"
"2021","2-Abilene","FAYS","African Amercan","Male","13","1"
"2021","2-Abilene","FAYS","African Amercan","Male","14","3"
"2021","2-Abilene","FAYS","African Amercan","Male","15","1"
"2021","2-Abilene","FAYS","African Amercan","Male","16","1"
"2021","2-Abilene","FAYS","Anglo","Female","0","2"
"2021","2-Abilene","FAYS","Anglo","Female","1","1"
"2021","2-Abilene","FAYS","Anglo","Female","2","1"
"2021","2-Abilene","FAYS","Anglo","Female","3","1"
"2021","2-Abilene","FAYS","Anglo","Female","4","2"
"2021","2-Abilene","FAYS","Anglo","Female","5","7"
"2021","2-Abilene","FAYS","Anglo","Female","6","10"
"2021","2-Abilene","FAYS","Anglo","Female","7","15"
"2021","2-Abilene","FAYS","Anglo","Female","8","16"
"2021","2-Abilene","FAYS","Anglo","Female","9","13"
"2021","2-Abilene","FAYS","Anglo","Female","10","20"
"2021","2-Abilene","FAYS","Anglo","Female","11","28"
"2021","2-Abilene","FAYS","Anglo","Female","12","27"
"2021","2-Abilene","FAYS","Anglo","Female","13","24"
"2021","2-Abilene","FAYS","Anglo","Female","14","34"
"2021","2-Abilene","FAYS","Anglo","Female","15","16"
"2021","2-Abilene","FAYS","Anglo","Female","16","27"
"2021","2-Abilene","FAYS","Anglo","Female","17","18"
"2021","2-Abilene","FAYS","Anglo","Male","0","3"
"2021","2-Abilene","FAYS","Anglo","Male","1","1"
"2021","2-Abilene","FAYS","Anglo","Male","2","2"
"2021","2-Abilene","FAYS","Anglo","Male","3","3"
"2021","2-Abilene","FAYS","Anglo","Male","4","6"
"2021","2-Abilene","FAYS","Anglo","Male","5","4"
"2021","2-Abilene","FAYS","Anglo","Male","6","20"
"2021","2-Abilene","FAYS","Anglo","Male","7","24"
"2021","2-Abilene","FAYS","Anglo","Male","8","24"
"2021","2-Abilene","FAYS","Anglo","Male","9","22"
"2021","2-Abilene","FAYS","Anglo","Male","10","19"
"2021","2-Abilene","FAYS","Anglo","Male","11","23"
"2021","2-Abilene","FAYS","Anglo","Male","12","26"
"2021","2-Abilene","FAYS","Anglo","Male","13","16"
"2021","2-Abilene","FAYS","Anglo","Male","14","21"
"2021","2-Abilene","FAYS","Anglo","Male","15","16"
"2021","2-Abilene","FAYS","Anglo","Male","16","22"
"2021","2-Abilene","FAYS","Anglo","Male","17","8"
"2021","2-Abilene","FAYS","Anglo","Male","18","1"
"2021","2-Abilene","FAYS","Asian","Female","9","2"
"2021","2-Abilene","FAYS","Asian","Female","10","1"
"2021","2-Abilene","FAYS","Asian","Female","14","1"
"2021","2-Abilene","FAYS","Asian","Female","16","1"
"2021","2-Abilene","FAYS","Asian","Male","8","1"
"2021","2-Abilene","FAYS","Hispanic","Female","0","1"
"2021","2-Abilene","FAYS","Hispanic","Female","1","3"
"2021","2-Abilene","FAYS","Hispanic","Female","2","2"
"2021","2-Abilene","FAYS","Hispanic","Female","3","1"
"2021","2-Abilene","FAYS","Hispanic","Female","4","4"
"2021","2-Abilene","FAYS","Hispanic","Female","5","6"
"2021","2-Abilene","FAYS","Hispanic","Female","6","3"
"2021","2-Abilene","FAYS","Hispanic","Female","7","6"
"2021","2-Abilene","FAYS","Hispanic","Female","8","12"
"2021","2-Abilene","FAYS","Hispanic","Female","9","15"
"2021","2-Abilene","FAYS","Hispanic","Female","10","24"
"2021","2-Abilene","FAYS","Hispanic","Female","11","18"
"2021","2-Abilene","FAYS","Hispanic","Female","12","23"
"2021","2-Abilene","FAYS","Hispanic","Female","13","22"
"2021","2-Abilene","FAYS","Hispanic","Female","14","27"
"2021","2-Abilene","FAYS","Hispanic","Female","15","24"
"2021","2-Abilene","FAYS","Hispanic","Female","16","18"
"2021","2-Abilene","FAYS","Hispanic","Female","17","11"
"2021","2-Abilene","FAYS","Hispanic","Female","18","2"
"2021","2-Abilene","FAYS","Hispanic","Male","0","3"
"2021","2-Abilene","FAYS","Hispanic","Male","2","1"
"2021","2-Abilene","FAYS","Hispanic","Male","3","1"
"2021","2-Abilene","FAYS","Hispanic","Male","5","6"
"2021","2-Abilene","FAYS","Hispanic","Male","6","11"
"2021","2-Abilene","FAYS","Hispanic","Male","7","9"
"2021","2-Abilene","FAYS","Hispanic","Male","8","11"
"2021","2-Abilene","FAYS","Hispanic","Male","9","11"
"2021","2-Abilene","FAYS","Hispanic","Male","10","18"
"2021","2-Abilene","FAYS","Hispanic","Male","11","13"
"2021","2-Abilene","FAYS","Hispanic","Male","12","18"
"2021","2-Abilene","FAYS","Hispanic","Male","13","16"
"2021","2-Abilene","FAYS","Hispanic","Male","14","18"
"2021","2-Abilene","FAYS","Hispanic","Male","15","19"
"2021","2-Abilene","FAYS","Hispanic","Male","16","15"
"2021","2-Abilene","FAYS","Hispanic","Male","17","5"
"2021","2-Abilene","FAYS","Hispanic","Male","18","2"
"2021","2-Abilene","FAYS","Native American","Female","7","1"
"2021","2-Abilene","FAYS","Native American","Female","9","1"
"2021","2-Abilene","FAYS","Native American","Male","7","1"
"2021","2-Abilene","FAYS","Native American","Male","10","1"
"2021","2-Abilene","FAYS","Native American","Male","16","1"
"2021","2-Abilene","FAYS","Other","Female","6","2"
"2021","2-Abilene","FAYS","Other","Female","7","2"
"2021","2-Abilene","FAYS","Other","Female","8","1"
"2021","2-Abilene","FAYS","Other","Female","9","2"
"2021","2-Abilene","FAYS","Other","Female","10","5"
"2021","2-Abilene","FAYS","Other","Female","11","2"
"2021","2-Abilene","FAYS","Other","Female","12","3"
"2021","2-Abilene","FAYS","Other","Female","14","5"
"2021","2-Abilene","FAYS","Other","Female","15","2"
"2021","2-Abilene","FAYS","Other","Female","16","3"
"2021","2-Abilene","FAYS","Other","Male","6","3"
"2021","2-Abilene","FAYS","Other","Male","7","3"
"2021","2-Abilene","FAYS","Other","Male","8","2"
"2021","2-Abilene","FAYS","Other","Male","9","3"
"2021","2-Abilene","FAYS","Other","Male","10","6"
"2021","2-Abilene","FAYS","Other","Male","11","2"
"2021","2-Abilene","FAYS","Other","Male","12","3"
"2021","2-Abilene","FAYS","Other","Male","13","3"
"2021","2-Abilene","FAYS","Other","Male","14","2"
"2021","2-Abilene","FAYS","Other","Male","15","1"
"2021","2-Abilene","FAYS","Other","Male","16","4"
"2021","2-Abilene","FAYS","Other","Male","17","1"
"2021","2-Abilene","SYSN","African Amercan","Female","9","2"
"2021","2-Abilene","SYSN","African Amercan","Female","10","14"
"2021","2-Abilene","SYSN","African Amercan","Female","11","7"
"2021","2-Abilene","SYSN","African Amercan","Female","12","6"
"2021","2-Abilene","SYSN","African Amercan","Female","13","3"
"2021","2-Abilene","SYSN","African Amercan","Female","15","1"
"2021","2-Abilene","SYSN","African Amercan","Female","16","1"
"2021","2-Abilene","SYSN","African Amercan","Male","7","1"
"2021","2-Abilene","SYSN","African Amercan","Male","8","1"
"2021","2-Abilene","SYSN","African Amercan","Male","9","1"
"2021","2-Abilene","SYSN","African Amercan","Male","10","6"
"2021","2-Abilene","SYSN","African Amercan","Male","11","3"
"2021","2-Abilene","SYSN","African Amercan","Male","12","6"
"2021","2-Abilene","SYSN","African Amercan","Male","13","1"
"2021","2-Abilene","SYSN","African Amercan","Male","14","1"
"2021","2-Abilene","SYSN","Anglo","Female","7","2"
"2021","2-Abilene","SYSN","Anglo","Female","8","1"
"2021","2-Abilene","SYSN","Anglo","Female","9","3"
"2021","2-Abilene","SYSN","Anglo","Female","10","17"
"2021","2-Abilene","SYSN","Anglo","Female","11","14"
"2021","2-Abilene","SYSN","Anglo","Female","12","6"
"2021","2-Abilene","SYSN","Anglo","Female","13","4"
"2021","2-Abilene","SYSN","Anglo","Female","14","3"
"2021","2-Abilene","SYSN","Anglo","Female","15","1"
"2021","2-Abilene","SYSN","Anglo","Male","9","3"
"2021","2-Abilene","SYSN","Anglo","Male","10","7"
"2021","2-Abilene","SYSN","Anglo","Male","11","3"
"2021","2-Abilene","SYSN","Anglo","Male","12","6"
"2021","2-Abilene","SYSN","Anglo","Male","13","5"
"2021","2-Abilene","SYSN","Anglo","Male","14","4"
"2021","2-Abilene","SYSN","Anglo","Male","15","3"
"2021","2-Abilene","SYSN","Anglo","Male","17","2"
"2021","2-Abilene","SYSN","Hispanic","Female","8","4"
"2021","2-Abilene","SYSN","Hispanic","Female","9","7"
"2021","2-Abilene","SYSN","Hispanic","Female","10","25"
"2021","2-Abilene","SYSN","Hispanic","Female","11","9"
"2021","2-Abilene","SYSN","Hispanic","Female","12","6"
"2021","2-Abilene","SYSN","Hispanic","Female","13","2"
"2021","2-Abilene","SYSN","Hispanic","Female","14","1"
"2021","2-Abilene","SYSN","Hispanic","Female","15","2"
