"fiscal_year","county","region","race_ethnicity","children_receving_fbss_family_preservation_services_on_august_31","children_in_fpr_stages_open_on_august_31"
"2020","Atascosa","8-San Antonio","Hispanic","104","104"
"2020","Atascosa","8-San Antonio","Other","1","1"
"2020","Austin","6-Houston","African American","5","5"
"2020","Austin","6-Houston","Anglo","4","4"
"2020","Austin","6-Houston","Hispanic","4","4"
"2020","Austin","6-Houston","Other","1","1"
"2020","Bailey","1-Lubbock","Hispanic","10","10"
"2020","Bandera","8-San Antonio","African American","7","7"
"2020","Bandera","8-San Antonio","Anglo","25","25"
"2020","Bandera","8-San Antonio","Hispanic","10","10"
"2020","Bandera","8-San Antonio","Other","3","3"
"2020","Bastrop","7-Austin","African American","18","18"
"2020","Bastrop","7-Austin","Anglo","9","9"
"2020","Bastrop","7-Austin","Hispanic","61","61"
"2020","Bastrop","7-Austin","Other","9","9"
"2020","Baylor","2-Abilene","Anglo","2","2"
"2020","Baylor","2-Abilene","Hispanic","3","3"
"2020","Bee","11-Edinburg","Anglo","3","3"
"2020","Bee","11-Edinburg","Hispanic","26","26"
"2020","Bell","7-Austin","African American","96","96"
"2020","Bell","7-Austin","Anglo","91","91"
"2020","Bell","7-Austin","Asian","1","1"
"2020","Bell","7-Austin","Hispanic","87","87"
"2020","Bell","7-Austin","Native American","3","3"
"2020","Bell","7-Austin","Other","41","41"
"2020","Bexar","8-San Antonio","African American","362","365"
"2020","Bexar","8-San Antonio","Anglo","362","365"
"2020","Bexar","8-San Antonio","Asian","9","9"
"2020","Bexar","8-San Antonio","Hispanic","2705","2725"
"2020","Bexar","8-San Antonio","Native American","1","1"
"2020","Bexar","8-San Antonio","Other","170","170"
"2020","Blanco","7-Austin","African American","1","1"
"2020","Blanco","7-Austin","Anglo","1","1"
"2020","Blanco","7-Austin","Other","2","2"
"2020","Borden","9-Midland","Anglo","2","2"
"2020","Borden","9-Midland","Hispanic","2","2"
"2020","Bosque","7-Austin","Anglo","3","3"
"2020","Bosque","7-Austin","Other","1","1"
"2020","Bowie","4-Tyler","African American","22","22"
"2020","Bowie","4-Tyler","Anglo","34","34"
"2020","Bowie","4-Tyler","Hispanic","8","8"
"2020","Bowie","4-Tyler","Other","12","12"
"2020","Brazoria","6-Houston","African American","59","59"
"2020","Brazoria","6-Houston","Anglo","179","179"
"2020","Brazoria","6-Houston","Asian","2","2"
"2020","Brazoria","6-Houston","Hispanic","225","226"
"2020","Brazoria","6-Houston","Native American","2","2"
"2020","Brazoria","6-Houston","Other","26","26"
"2020","Brazos","7-Austin","African American","30","30"
"2020","Brazos","7-Austin","Anglo","1","1"
"2020","Brazos","7-Austin","Hispanic","26","26"
"2020","Brazos","7-Austin","Other","3","3"
"2020","Brewster","10-El Paso","African American","2","2"
"2020","Brewster","10-El Paso","Anglo","2","2"
"2020","Brewster","10-El Paso","Hispanic","11","11"
"2020","Brewster","10-El Paso","Other","1","1"
"2020","Brooks","11-Edinburg","Anglo","1","1"
"2020","Brooks","11-Edinburg","Hispanic","42","46"
"2020","Brown","2-Abilene","African American","7","7"
"2020","Brown","2-Abilene","Anglo","55","55"
"2020","Brown","2-Abilene","Hispanic","28","28"
"2020","Brown","2-Abilene","Other","1","1"
"2020","Burleson","7-Austin","Anglo","1","1"
"2020","Burnet","7-Austin","Anglo","3","3"
"2020","Burnet","7-Austin","Hispanic","5","5"
"2020","Caldwell","7-Austin","African American","1","1"
"2020","Caldwell","7-Austin","Anglo","28","28"
"2020","Caldwell","7-Austin","Hispanic","35","35"
"2020","Calhoun","8-San Antonio","Anglo","17","18"
"2020","Calhoun","8-San Antonio","Hispanic","21","21"
"2020","Calhoun","8-San Antonio","Other","1","1"
"2020","Callahan","2-Abilene","Anglo","9","9"
"2020","Cameron","11-Edinburg","African American","1","1"
"2020","Cameron","11-Edinburg","Anglo","20","20"
"2020","Cameron","11-Edinburg","Asian","3","3"
"2020","Cameron","11-Edinburg","Hispanic","489","489"
"2020","Cameron","11-Edinburg","Other","14","14"
"2020","Camp","4-Tyler","African American","4","4"
"2020","Camp","4-Tyler","Anglo","13","13"
"2020","Camp","4-Tyler","Other","3","3"
"2020","Carson","1-Lubbock","Anglo","4","4"
"2020","Cass","4-Tyler","African American","3","3"
"2020","Cass","4-Tyler","Anglo","16","16"
"2020","Cass","4-Tyler","Other","4","4"
"2020","Castro","1-Lubbock","Hispanic","13","13"
"2020","Chambers","6-Houston","African American","1","1"
"2020","Chambers","6-Houston","Anglo","13","13"
"2020","Chambers","6-Houston","Hispanic","5","5"
"2020","Chambers","6-Houston","Other","1","1"
"2020","Cherokee","4-Tyler","African American","7","7"
"2020","Cherokee","4-Tyler","Anglo","30","30"
"2020","Cherokee","4-Tyler","Hispanic","17","17"
"2020","Cherokee","4-Tyler","Other","10","10"
"2020","Childress","1-Lubbock","Anglo","2","2"
"2020","Clay","2-Abilene","Anglo","9","9"
"2020","Clay","2-Abilene","Other","3","3"
"2020","Coke","9-Midland","Anglo","7","7"
"2020","Coke","9-Midland","Hispanic","4","4"
"2020","Coke","9-Midland","Other","1","1"
"2020","Coleman","2-Abilene","Anglo","6","6"
"2020","Coleman","2-Abilene","Hispanic","4","4"
"2020","Collin","3-Arlington","African American","92","93"
"2020","Collin","3-Arlington","Anglo","133","133"
"2020","Collin","3-Arlington","Asian","2","2"
"2020","Collin","3-Arlington","Hispanic","108","108"
"2020","Collin","3-Arlington","Other","26","26"
"2020","Colorado","6-Houston","African American","6","6"
"2020","Colorado","6-Houston","Anglo","5","5"
"2020","Colorado","6-Houston","Other","2","2"
"2020","Comal","8-San Antonio","African American","2","2"
"2020","Comal","8-San Antonio","Anglo","36","36"
"2020","Comal","8-San Antonio","Hispanic","29","29"
"2020","Comal","8-San Antonio","Other","1","1"
"2020","Comanche","2-Abilene","Anglo","6","6"
"2020","Concho","9-Midland","Anglo","5","5"
"2020","Concho","9-Midland","Hispanic","1","1"
"2020","Cooke","3-Arlington","African American","7","7"
"2020","Cooke","3-Arlington","Anglo","32","32"
"2020","Cooke","3-Arlington","Asian","1","1"
"2020","Cooke","3-Arlington","Hispanic","27","27"
"2020","Cooke","3-Arlington","Native American","2","2"
"2020","Cooke","3-Arlington","Other","11","11"
"2020","Coryell","7-Austin","African American","3","3"
"2020","Coryell","7-Austin","Anglo","19","19"
"2020","Coryell","7-Austin","Hispanic","14","14"
"2020","Coryell","7-Austin","Other","1","1"
"2020","Crockett","9-Midland","Hispanic","4","4"
"2020","Crosby","1-Lubbock","Hispanic","7","7"
"2020","Culberson","10-El Paso","Anglo","1","1"
"2020","Culberson","10-El Paso","Hispanic","1","1"
"2020","Dallam","1-Lubbock","Hispanic","2","2"
"2020","Dallas","3-Arlington","African American","811","811"
"2020","Dallas","3-Arlington","Anglo","172","175"
"2020","Dallas","3-Arlington","Asian","15","15"
"2020","Dallas","3-Arlington","Hispanic","724","724"
"2020","Dallas","3-Arlington","Other","117","117"
"2020","Dawson","9-Midland","African American","2","2"
"2020","Dawson","9-Midland","Hispanic","12","12"
"2020","Deaf Smith","1-Lubbock","Anglo","3","3"
"2020","Deaf Smith","1-Lubbock","Hispanic","19","19"
"2020","Delta","4-Tyler","Anglo","2","2"
"2020","Denton","3-Arlington","African American","68","68"
"2020","Denton","3-Arlington","Anglo","104","104"
"2020","Denton","3-Arlington","Asian","3","3"
"2020","Denton","3-Arlington","Hispanic","116","116"
"2020","Denton","3-Arlington","Other","25","25"
"2020","DeWitt","8-San Antonio","African American","4","4"
"2020","DeWitt","8-San Antonio","Anglo","1","1"
"2020","DeWitt","8-San Antonio","Hispanic","25","25"
"2020","DeWitt","8-San Antonio","Other","3","3"
"2020","Dimmit","8-San Antonio","Hispanic","19","19"
"2020","Donley","1-Lubbock","African American","4","4"
"2020","Donley","1-Lubbock","Anglo","6","6"
"2020","Duval","11-Edinburg","Hispanic","35","35"
"2020","Eastland","2-Abilene","African American","5","5"
"2020","Eastland","2-Abilene","Anglo","5","5"
"2020","Eastland","2-Abilene","Hispanic","5","5"
"2020","Eastland","2-Abilene","Other","1","1"
"2020","Ector","9-Midland","African American","6","6"
"2020","Ector","9-Midland","Anglo","54","54"
"2020","Ector","9-Midland","Asian","5","5"
"2020","Ector","9-Midland","Hispanic","113","113"
"2020","Ector","9-Midland","Other","9","9"
"2020","Ellis","3-Arlington","African American","21","21"
"2020","Ellis","3-Arlington","Anglo","84","85"
"2020","Ellis","3-Arlington","Hispanic","37","37"
"2020","Ellis","3-Arlington","Other","10","10"
"2020","El Paso","10-El Paso","African American","44","44"
"2020","El Paso","10-El Paso","Anglo","60","60"
"2020","El Paso","10-El Paso","Asian","6","6"
"2020","El Paso","10-El Paso","Hispanic","785","788"
"2020","El Paso","10-El Paso","Native American","5","5"
"2020","El Paso","10-El Paso","Other","36","36"
"2020","Erath","3-Arlington","Anglo","38","38"
"2020","Erath","3-Arlington","Hispanic","32","32"
"2020","Falls","7-Austin","African American","10","10"
"2020","Falls","7-Austin","Anglo","1","1"
"2020","Falls","7-Austin","Hispanic","3","3"
"2020","Falls","7-Austin","Other","2","2"
"2020","Fannin","3-Arlington","African American","2","2"
"2020","Fannin","3-Arlington","Anglo","16","16"
"2020","Fannin","3-Arlington","Hispanic","1","1"
"2020","Fannin","3-Arlington","Other","4","4"
"2020","Fayette","7-Austin","African American","2","2"
"2020","Fayette","7-Austin","Anglo","4","4"
"2020","Fayette","7-Austin","Hispanic","2","2"
"2020","Fisher","2-Abilene","Anglo","2","2"
"2020","Floyd","1-Lubbock","Hispanic","3","3"
"2020","Fort Bend","6-Houston","African American","113","113"
"2020","Fort Bend","6-Houston","Anglo","50","50"
"2020","Fort Bend","6-Houston","Asian","12","12"
"2020","Fort Bend","6-Houston","Hispanic","148","148"
"2020","Fort Bend","6-Houston","Other","25","25"
"2020","Franklin","4-Tyler","Anglo","6","6"
"2020","Frio","8-San Antonio","Anglo","2","2"
"2020","Frio","8-San Antonio","Hispanic","39","39"
"2020","Frio","8-San Antonio","Other","1","1"
"2020","Gaines","9-Midland","Anglo","3","3"
"2020","Gaines","9-Midland","Hispanic","11","11"
"2020","Galveston","6-Houston","African American","137","137"
"2020","Galveston","6-Houston","Anglo","202","202"
"2020","Galveston","6-Houston","Hispanic","164","164"
"2020","Galveston","6-Houston","Native American","5","5"
"2020","Galveston","6-Houston","Other","30","30"
"2020","Garza","1-Lubbock","Anglo","7","7"
"2020","Garza","1-Lubbock","Hispanic","2","2"
"2020","Gillespie","8-San Antonio","Anglo","6","6"
"2020","Gillespie","8-San Antonio","Hispanic","18","18"
"2020","Gillespie","8-San Antonio","Other","1","1"
"2020","Goliad","8-San Antonio","African American","8","8"
"2020","Goliad","8-San Antonio","Anglo","6","6"
"2020","Goliad","8-San Antonio","Other","1","1"
"2020","Gonzales","8-San Antonio","Anglo","4","4"
"2020","Gonzales","8-San Antonio","Hispanic","10","10"
"2020","Gonzales","8-San Antonio","Other","1","1"
"2020","Gray","1-Lubbock","African American","1","1"
"2020","Gray","1-Lubbock","Anglo","20","20"
"2020","Gray","1-Lubbock","Hispanic","9","9"
"2020","Gray","1-Lubbock","Other","3","3"
"2020","Grayson","3-Arlington","African American","17","17"
"2020","Grayson","3-Arlington","Anglo","93","93"
"2020","Grayson","3-Arlington","Hispanic","24","24"
"2020","Grayson","3-Arlington","Other","7","7"
"2020","Gregg","4-Tyler","African American","70","72"
"2020","Gregg","4-Tyler","Anglo","73","73"
"2020","Gregg","4-Tyler","Hispanic","19","19"
"2020","Gregg","4-Tyler","Other","2","2"
"2020","Grimes","7-Austin","African American","8","8"
"2020","Guadalupe","8-San Antonio","African American","7","8"
"2020","Guadalupe","8-San Antonio","Anglo","36","36"
"2020","Guadalupe","8-San Antonio","Hispanic","70","70"
"2020","Guadalupe","8-San Antonio","Other","8","8"
"2020","Hale","1-Lubbock","African American","1","1"
"2020","Hale","1-Lubbock","Anglo","15","15"
"2020","Hale","1-Lubbock","Hispanic","45","45"
"2020","Hale","1-Lubbock","Other","4","4"
"2020","Hall","1-Lubbock","Anglo","1","1"
"2020","Hall","1-Lubbock","Hispanic","2","2"
"2020","Hamilton","7-Austin","Anglo","7","7"
"2020","Hardeman","2-Abilene","Anglo","3","3"
"2020","Hardin","5-Beaumont","African American","1","1"
"2020","Hardin","5-Beaumont","Anglo","21","21"
"2020","Hardin","5-Beaumont","Hispanic","5","5"
"2020","Hardin","5-Beaumont","Other","2","2"
"2020","Harris","6-Houston","African American","1182","1183"
"2020","Harris","6-Houston","Anglo","363","363"
"2020","Harris","6-Houston","Asian","22","22"
"2020","Harris","6-Houston","Hispanic","1273","1278"
"2020","Harris","6-Houston","Other","177","178"
"2020","Harrison","4-Tyler","African American","15","15"
"2020","Harrison","4-Tyler","Anglo","32","32"
"2020","Harrison","4-Tyler","Hispanic","10","10"
"2020","Harrison","4-Tyler","Other","7","7"
"2020","Hartley","1-Lubbock","Anglo","3","3"
"2020","Haskell","2-Abilene","Anglo","2","2"
"2020","Hays","7-Austin","African American","7","8"
"2020","Hays","7-Austin","Anglo","31","31"
"2020","Hays","7-Austin","Hispanic","68","70"
"2020","Hays","7-Austin","Other","4","4"
"2020","Henderson","4-Tyler","African American","7","7"
"2020","Henderson","4-Tyler","Anglo","41","41"
"2020","Henderson","4-Tyler","Hispanic","17","17"
"2020","Henderson","4-Tyler","Other","2","2"
"2020","Hidalgo","11-Edinburg","Anglo","17","17"
"2020","Hidalgo","11-Edinburg","Hispanic","912","912"
"2020","Hidalgo","11-Edinburg","Other","8","8"
"2020","Hill","7-Austin","African American","6","6"
"2020","Hill","7-Austin","Anglo","18","18"
"2020","Hill","7-Austin","Hispanic","2","2"
"2020","Hill","7-Austin","Other","1","1"
"2020","Hockley","1-Lubbock","African American","1","1"
"2020","Hockley","1-Lubbock","Anglo","6","6"
"2020","Hockley","1-Lubbock","Hispanic","50","50"
"2020","Hockley","1-Lubbock","Other","5","5"
"2020","Hood","3-Arlington","African American","4","4"
"2020","Hood","3-Arlington","Anglo","51","51"
"2020","Hood","3-Arlington","Hispanic","10","10"
"2020","Hood","3-Arlington","Other","4","4"
"2020","Hopkins","4-Tyler","African American","6","6"
"2020","Hopkins","4-Tyler","Anglo","13","13"
"2020","Hopkins","4-Tyler","Hispanic","3","3"
"2020","Hopkins","4-Tyler","Other","1","1"
"2020","Houston","5-Beaumont","African American","12","12"
"2020","Houston","5-Beaumont","Anglo","18","18"
"2020","Houston","5-Beaumont","Hispanic","10","10"
"2020","Houston","5-Beaumont","Other","2","2"
"2020","Howard","9-Midland","Anglo","24","24"
"2020","Howard","9-Midland","Hispanic","8","8"
"2020","Howard","9-Midland","Other","4","4"
"2020","Hudspeth","10-El Paso","Anglo","2","2"
"2020","Hudspeth","10-El Paso","Hispanic","2","2"
"2020","Hunt","3-Arlington","African American","3","3"
"2020","Hunt","3-Arlington","Anglo","21","21"
"2020","Hunt","3-Arlington","Hispanic","14","14"
"2020","Hunt","3-Arlington","Other","4","4"
"2020","Hutchinson","1-Lubbock","Anglo","22","22"
"2020","Hutchinson","1-Lubbock","Hispanic","10","10"
"2020","Jack","2-Abilene","Anglo","5","5"
"2020","Jack","2-Abilene","Hispanic","1","1"
"2020","Jackson","8-San Antonio","African American","2","2"
"2020","Jackson","8-San Antonio","Anglo","5","5"
"2020","Jackson","8-San Antonio","Hispanic","3","3"
"2020","Jackson","8-San Antonio","Other","2","2"
"2020","Jasper","5-Beaumont","African American","5","5"
"2020","Jasper","5-Beaumont","Anglo","34","34"
"2020","Jasper","5-Beaumont","Hispanic","5","5"
"2020","Jasper","5-Beaumont","Other","3","3"
"2020","Jeff Davis","10-El Paso","Hispanic","2","2"
"2020","Jefferson","5-Beaumont","African American","113","114"
"2020","Jefferson","5-Beaumont","Anglo","40","40"
"2020","Jefferson","5-Beaumont","Hispanic","6","6"
"2020","Jefferson","5-Beaumont","Other","14","14"
"2020","Jim Hogg","11-Edinburg","Anglo","1","1"
"2020","Jim Hogg","11-Edinburg","Hispanic","30","30"
"2020","Jim Wells","11-Edinburg","Anglo","8","8"
"2020","Jim Wells","11-Edinburg","Hispanic","66","66"
"2020","Jim Wells","11-Edinburg","Other","3","3"
"2020","Johnson","3-Arlington","African American","14","14"
"2020","Johnson","3-Arlington","Anglo","170","171"
"2020","Johnson","3-Arlington","Asian","3","3"
"2020","Johnson","3-Arlington","Hispanic","39","39"
"2020","Johnson","3-Arlington","Native American","1","1"
"2020","Johnson","3-Arlington","Other","18","18"
"2020","Jones","2-Abilene","Anglo","5","5"
"2020","Jones","2-Abilene","Hispanic","3","3"
"2020","Jones","2-Abilene","Other","2","2"
"2020","Karnes","8-San Antonio","Hispanic","18","18"
"2020","Kaufman","3-Arlington","African American","72","72"
"2020","Kaufman","3-Arlington","Anglo","106","106"
"2020","Kaufman","3-Arlington","Hispanic","40","40"
"2020","Kaufman","3-Arlington","Other","24","24"
"2020","Kendall","8-San Antonio","Anglo","13","13"
"2020","Kendall","8-San Antonio","Hispanic","13","13"
"2020","Kendall","8-San Antonio","Other","1","1"
"2020","Kerr","8-San Antonio","African American","1","1"
"2020","Kerr","8-San Antonio","Anglo","29","29"
"2020","Kerr","8-San Antonio","Hispanic","24","24"
"2020","Kerr","8-San Antonio","Other","2","2"
"2020","Kimble","9-Midland","Hispanic","4","4"
"2020","Kinney","8-San Antonio","Anglo","2","2"
"2020","Kinney","8-San Antonio","Hispanic","6","6"
"2020","Kleberg","11-Edinburg","African American","1","1"
"2020","Kleberg","11-Edinburg","Anglo","4","4"
"2020","Kleberg","11-Edinburg","Hispanic","85","85"
"2020","Knox","2-Abilene","Anglo","3","3"
"2020","Knox","2-Abilene","Hispanic","4","4"
"2020","Lamar","4-Tyler","African American","22","22"
"2020","Lamar","4-Tyler","Anglo","58","58"
"2020","Lamar","4-Tyler","Hispanic","4","4"
"2020","Lamar","4-Tyler","Other","1","1"
"2020","Lamb","1-Lubbock","Hispanic","3","3"
"2020","Lampasas","7-Austin","Anglo","5","5"
"2020","Lampasas","7-Austin","Hispanic","4","4"
"2020","La Salle","8-San Antonio","Anglo","1","1"
"2020","La Salle","8-San Antonio","Hispanic","25","25"
"2020","Lavaca","8-San Antonio","Anglo","14","14"
"2020","Lavaca","8-San Antonio","Hispanic","6","6"
"2020","Lavaca","8-San Antonio","Other","7","7"
"2020","Lee","7-Austin","African American","2","2"
"2020","Lee","7-Austin","Anglo","2","2"
"2020","Lee","7-Austin","Hispanic","2","2"
"2020","Lee","7-Austin","Other","1","1"
"2020","Leon","7-Austin","Asian","4","4"
"2020","Liberty","6-Houston","African American","2","2"
"2020","Liberty","6-Houston","Anglo","42","42"
"2020","Liberty","6-Houston","Hispanic","19","19"
"2020","Liberty","6-Houston","Other","3","3"
"2020","Limestone","7-Austin","African American","3","3"
"2020","Limestone","7-Austin","Anglo","8","8"
"2020","Limestone","7-Austin","Hispanic","1","1"
"2020","Limestone","7-Austin","Other","1","1"
"2020","Lipscomb","1-Lubbock","Anglo","4","4"
"2020","Lipscomb","1-Lubbock","Hispanic","1","1"
"2020","Live Oak","11-Edinburg","Hispanic","8","8"
"2020","Llano","7-Austin","Anglo","23","23"
"2020","Llano","7-Austin","Hispanic","2","2"
"2020","Llano","7-Austin","Other","4","4"
"2020","Lubbock","1-Lubbock","African American","56","58"
"2020","Lubbock","1-Lubbock","Anglo","111","114"
"2020","Lubbock","1-Lubbock","Hispanic","193","193"
"2020","Lubbock","1-Lubbock","Other","22","22"
"2020","Lynn","1-Lubbock","Anglo","1","1"
"2020","Lynn","1-Lubbock","Hispanic","5","5"
"2020","Madison","7-Austin","African American","4","4"
"2020","Madison","7-Austin","Anglo","7","7"
"2020","Marion","4-Tyler","Anglo","1","1"
"2020","Marion","4-Tyler","Hispanic","2","2"
"2020","Marion","4-Tyler","Other","3","3"
"2020","Martin","9-Midland","Hispanic","4","4"
"2020","Matagorda","6-Houston","African American","18","18"
"2020","Matagorda","6-Houston","Anglo","8","8"
"2020","Matagorda","6-Houston","Hispanic","59","59"
"2020","Matagorda","6-Houston","Other","9","9"
"2020","Maverick","8-San Antonio","Anglo","3","3"
"2020","Maverick","8-San Antonio","Hispanic","65","65"
"2020","McCulloch","9-Midland","Anglo","4","4"
"2020","McLennan","7-Austin","African American","94","94"
"2020","McLennan","7-Austin","Anglo","70","70"
"2020","McLennan","7-Austin","Hispanic","130","130"
"2020","McLennan","7-Austin","Other","18","18"
"2020","Medina","8-San Antonio","Anglo","15","15"
"2020","Medina","8-San Antonio","Hispanic","65","65"
"2020","Medina","8-San Antonio","Other","6","6"
"2020","Menard","9-Midland","Anglo","2","2"
"2020","Midland","9-Midland","African American","14","14"
"2020","Midland","9-Midland","Anglo","17","17"
"2020","Midland","9-Midland","Hispanic","76","76"
"2020","Midland","9-Midland","Other","6","6"
"2020","Milam","7-Austin","African American","1","1"
"2020","Milam","7-Austin","Anglo","7","7"
"2020","Milam","7-Austin","Other","1","1"
"2020","Mitchell","2-Abilene","African American","6","6"
"2020","Mitchell","2-Abilene","Anglo","3","3"
"2020","Mitchell","2-Abilene","Hispanic","3","3"
"2020","Montague","2-Abilene","Anglo","37","42"
"2020","Montague","2-Abilene","Hispanic","7","7"
"2020","Montague","2-Abilene","Other","1","1"
"2020","Montgomery","6-Houston","African American","21","21"
"2020","Montgomery","6-Houston","Anglo","112","112"
"2020","Montgomery","6-Houston","Asian","2","2"
"2020","Montgomery","6-Houston","Hispanic","67","67"
"2020","Montgomery","6-Houston","Other","10","10"
"2020","Moore","1-Lubbock","Anglo","4","4"
"2020","Moore","1-Lubbock","Hispanic","17","17"
"2020","Morris","4-Tyler","African American","2","2"
"2020","Morris","4-Tyler","Anglo","7","7"
"2020","Morris","4-Tyler","Hispanic","1","1"
"2020","Morris","4-Tyler","Other","3","3"
"2020","Nacogdoches","5-Beaumont","African American","18","18"
"2020","Nacogdoches","5-Beaumont","Anglo","21","21"
"2020","Nacogdoches","5-Beaumont","Hispanic","12","12"
"2020","Nacogdoches","5-Beaumont","Other","6","6"
"2020","Navarro","3-Arlington","African American","20","20"
"2020","Navarro","3-Arlington","Anglo","50","50"
"2020","Navarro","3-Arlington","Asian","1","1"
"2020","Navarro","3-Arlington","Hispanic","21","21"
"2020","Navarro","3-Arlington","Native American","1","1"
"2020","Navarro","3-Arlington","Other","9","9"
"2020","Newton","5-Beaumont","African American","4","4"
"2020","Newton","5-Beaumont","Anglo","22","22"
"2020","Newton","5-Beaumont","Other","1","1"
"2020","Nolan","2-Abilene","African American","9","9"
"2020","Nolan","2-Abilene","Anglo","8","8"
"2020","Nolan","2-Abilene","Hispanic","13","13"
"2020","Nolan","2-Abilene","Other","2","2"
"2020","Nueces","11-Edinburg","African American","35","35"
"2020","Nueces","11-Edinburg","Anglo","126","126"
"2020","Nueces","11-Edinburg","Hispanic","618","618"
"2020","Nueces","11-Edinburg","Other","46","46"
"2020","Ochiltree","1-Lubbock","African American","3","3"
"2020","Ochiltree","1-Lubbock","Anglo","2","2"
"2020","Ochiltree","1-Lubbock","Hispanic","7","7"
"2020","Orange","5-Beaumont","African American","13","13"
"2020","Orange","5-Beaumont","Anglo","60","60"
"2020","Orange","5-Beaumont","Hispanic","3","3"
"2020","Palo Pinto","3-Arlington","African American","1","1"
"2020","Palo Pinto","3-Arlington","Anglo","72","72"
"2020","Palo Pinto","3-Arlington","Hispanic","18","18"
"2020","Palo Pinto","3-Arlington","Other","9","9"
"2020","Panola","4-Tyler","Anglo","11","11"
"2020","Panola","4-Tyler","Hispanic","1","1"
"2020","Parker","3-Arlington","African American","3","3"
