"fiscal_year","county","region","placement_intended_to_be_permanent","children_wating_for_adoption_on_31_august","average_months_since_termination_of_parental_rights"
"2021","Val Verde","8-San Antonio","Placement Not Intended to be Permanent","5","7.14838709677419"
"2021","Val Verde","8-San Antonio","Placement Intended to be Permanent","7","10.6267281105991"
"2021","Van Zandt","4-Tyler","Placement Not Intended to be Permanent","19","17.6434634974533"
"2021","Van Zandt","4-Tyler","Placement Intended to be Permanent","28","6.45506912442396"
"2021","Victoria","8-San Antonio","Placement Not Intended to be Permanent","22","29.1495601173021"
"2021","Victoria","8-San Antonio","Placement Intended to be Permanent","15","15.6817204301075"
"2021","Walker","6-Houston","Placement Not Intended to be Permanent","1","0.580645161290323"
"2021","Walker","6-Houston","Placement Intended to be Permanent","1","29.6129032258065"
"2021","Waller","6-Houston","Placement Not Intended to be Permanent","3","24.6344086021505"
"2021","Waller","6-Houston","Placement Intended to be Permanent","4","18.0887096774194"
"2021","Ward","9-Midland","Placement Not Intended to be Permanent","10","17.2"
"2021","Washington","7-Austin","Placement Intended to be Permanent","1","12.8709677419355"
"2021","Webb","11-Edinburg","Placement Not Intended to be Permanent","55","46.0979472140762"
"2021","Webb","11-Edinburg","Placement Intended to be Permanent","14","12.0529953917051"
"2021","Wharton","6-Houston","Placement Intended to be Permanent","1","2.41935483870968"
"2021","Wichita","2-Abilene","Placement Not Intended to be Permanent","23","29.3253856942497"
"2021","Wichita","2-Abilene","Placement Intended to be Permanent","26","21.7890818858561"
"2021","Wilbarger","2-Abilene","Placement Intended to be Permanent","12","10.747311827957"
"2021","Willacy","11-Edinburg","Placement Not Intended to be Permanent","4","26.7741935483871"
"2021","Willacy","11-Edinburg","Placement Intended to be Permanent","3","15.3010752688172"
"2021","Williamson","7-Austin","Placement Not Intended to be Permanent","12","32.1505376344086"
"2021","Williamson","7-Austin","Placement Intended to be Permanent","24","10.4489247311828"
"2021","Wilson","8-San Antonio","Placement Not Intended to be Permanent","6","16.5"
"2021","Wilson","8-San Antonio","Placement Intended to be Permanent","2","4.30645161290323"
"2021","Winkler","9-Midland","Placement Not Intended to be Permanent","1","39.6774193548387"
"2021","Winkler","9-Midland","Placement Intended to be Permanent","3","2.67741935483871"
"2021","Wise","3-Arlington","Placement Not Intended to be Permanent","7","24.0506912442396"
"2021","Wise","3-Arlington","Placement Intended to be Permanent","1","19.5161290322581"
"2021","Wood","4-Tyler","Placement Not Intended to be Permanent","3","96.258064516129"
"2021","Wood","4-Tyler","Placement Intended to be Permanent","4","8.38709677419355"
"2021","Yoakum","1-Lubbock","Placement Not Intended to be Permanent","1","82.4838709677419"
"2021","Yoakum","1-Lubbock","Placement Intended to be Permanent","3","11.4516129032258"
"2021","Young","2-Abilene","Placement Intended to be Permanent","6","3.16666666666667"
"2021","Zapata","11-Edinburg","Placement Not Intended to be Permanent","3","88.8817204301075"
"2021","Zavala","8-San Antonio","Placement Not Intended to be Permanent","1","0.129032258064516"
"2021","Zavala","8-San Antonio","Placement Intended to be Permanent","2","15.3548387096774"
"2020","Anderson","4-Tyler","Placement Not Intended to be Permanent","5","31.2774193548387"
"2020","Anderson","4-Tyler","Placement Intended to be Permanent","19","20.5925297113752"
"2020","Andrews","9-Midland","Placement Not Intended to be Permanent","7","58.5299539170507"
"2020","Andrews","9-Midland","Placement Intended to be Permanent","1","6.35483870967742"
"2020","Angelina","5-Beaumont","Placement Not Intended to be Permanent","10","27.0225806451613"
"2020","Angelina","5-Beaumont","Placement Intended to be Permanent","26","13.8684863523573"
"2020","Aransas","11-Edinburg","Placement Not Intended to be Permanent","11","23.5865102639296"
"2020","Aransas","11-Edinburg","Placement Intended to be Permanent","16","7.26411290322581"
"2020","Archer","2-Abilene","Placement Not Intended to be Permanent","2","0.32258064516129"
"2020","Atascosa","8-San Antonio","Placement Not Intended to be Permanent","20","17.7854838709677"
"2020","Atascosa","8-San Antonio","Placement Intended to be Permanent","26","9.24193548387097"
"2020","Austin","6-Houston","Placement Not Intended to be Permanent","1","11.2258064516129"
"2020","Bailey","1-Lubbock","Placement Not Intended to be Permanent","7","10.073732718894"
"2020","Bailey","1-Lubbock","Placement Intended to be Permanent","6","11.0430107526882"
"2020","Bandera","8-San Antonio","Placement Not Intended to be Permanent","4","17.8387096774194"
"2020","Bandera","8-San Antonio","Placement Intended to be Permanent","6","12.3763440860215"
"2020","Bastrop","7-Austin","Placement Not Intended to be Permanent","5","45.3032258064516"
"2020","Bastrop","7-Austin","Placement Intended to be Permanent","15","11.5677419354839"
"2020","Bee","11-Edinburg","Placement Not Intended to be Permanent","6","21.5860215053763"
"2020","Bee","11-Edinburg","Placement Intended to be Permanent","6","1.31182795698925"
"2020","Bell","7-Austin","Placement Not Intended to be Permanent","59","21.4259158009841"
"2020","Bell","7-Austin","Placement Intended to be Permanent","103","13.2370811149389"
"2020","Bexar","8-San Antonio","Placement Not Intended to be Permanent","351","24.5352449223417"
"2020","Bexar","8-San Antonio","Placement Intended to be Permanent","501","10.591526624171"
"2020","Blanco","7-Austin","Placement Not Intended to be Permanent","2","40.4032258064516"
"2020","Blanco","7-Austin","Placement Intended to be Permanent","3","7.96774193548387"
"2020","Bosque","7-Austin","Placement Not Intended to be Permanent","7","48.2350230414747"
"2020","Bosque","7-Austin","Placement Intended to be Permanent","11","12.4105571847507"
"2020","Bowie","4-Tyler","Placement Not Intended to be Permanent","4","37.1209677419355"
"2020","Bowie","4-Tyler","Placement Intended to be Permanent","16","12.875"
"2020","Brazoria","6-Houston","Placement Not Intended to be Permanent","19","25.5432937181664"
"2020","Brazoria","6-Houston","Placement Intended to be Permanent","15","16.0301075268817"
"2020","Brazos","7-Austin","Placement Not Intended to be Permanent","10","33.8967741935484"
"2020","Brazos","7-Austin","Placement Intended to be Permanent","14","6.38709677419355"
"2020","Brooks","11-Edinburg","Placement Intended to be Permanent","1","8.61290322580645"
"2020","Brown","2-Abilene","Placement Not Intended to be Permanent","13","29.0471464019851"
"2020","Brown","2-Abilene","Placement Intended to be Permanent","10","18.3"
"2020","Burleson","7-Austin","Placement Not Intended to be Permanent","2","78.2741935483871"
"2020","Burleson","7-Austin","Placement Intended to be Permanent","1","0"
"2020","Burnet","7-Austin","Placement Intended to be Permanent","8","11.3991935483871"
"2020","Caldwell","7-Austin","Placement Not Intended to be Permanent","4","16.1854838709677"
"2020","Caldwell","7-Austin","Placement Intended to be Permanent","21","11.0983102918587"
"2020","Calhoun","8-San Antonio","Placement Not Intended to be Permanent","1","71.2258064516129"
"2020","Calhoun","8-San Antonio","Placement Intended to be Permanent","6","2.67741935483871"
"2020","Callahan","2-Abilene","Placement Not Intended to be Permanent","1","91"
"2020","Callahan","2-Abilene","Placement Intended to be Permanent","4","7.48387096774194"
"2020","Cameron","11-Edinburg","Placement Not Intended to be Permanent","42","20.5284178187404"
"2020","Cameron","11-Edinburg","Placement Intended to be Permanent","17","7.11764705882353"
"2020","Camp","4-Tyler","Placement Not Intended to be Permanent","2","23.1612903225806"
"2020","Camp","4-Tyler","Placement Intended to be Permanent","6","15.2043010752688"
"2020","Carson","1-Lubbock","Placement Not Intended to be Permanent","1","9.29032258064516"
"2020","Carson","1-Lubbock","Placement Intended to be Permanent","5","10.7483870967742"
"2020","Cass","4-Tyler","Placement Not Intended to be Permanent","1","26.741935483871"
"2020","Cass","4-Tyler","Placement Intended to be Permanent","4","11.7822580645161"
"2020","Castro","1-Lubbock","Placement Intended to be Permanent","1","31.4193548387097"
"2020","Chambers","6-Houston","Placement Not Intended to be Permanent","2","34.5"
"2020","Chambers","6-Houston","Placement Intended to be Permanent","1","2.96774193548387"
"2020","Cherokee","4-Tyler","Placement Not Intended to be Permanent","9","32.8924731182796"
"2020","Cherokee","4-Tyler","Placement Intended to be Permanent","30","14.4365591397849"
"2020","Childress","1-Lubbock","Placement Not Intended to be Permanent","1","114.870967741935"
"2020","Childress","1-Lubbock","Placement Intended to be Permanent","5","14.5806451612903"
"2020","Clay","2-Abilene","Placement Not Intended to be Permanent","1","1.93548387096774"
"2020","Coleman","2-Abilene","Placement Not Intended to be Permanent","3","25.3225806451613"
"2020","Coleman","2-Abilene","Placement Intended to be Permanent","3","36.0537634408602"
"2020","Collin","3-Arlington","Placement Not Intended to be Permanent","17","28.4345351043643"
"2020","Collin","3-Arlington","Placement Intended to be Permanent","32","11.0221774193548"
"2020","Collingsworth","1-Lubbock","Placement Intended to be Permanent","1","9.7741935483871"
"2020","Colorado","6-Houston","Placement Not Intended to be Permanent","1","22.2903225806452"
"2020","Colorado","6-Houston","Placement Intended to be Permanent","1","1.32258064516129"
"2020","Comal","8-San Antonio","Placement Not Intended to be Permanent","8","23.9112903225806"
"2020","Comal","8-San Antonio","Placement Intended to be Permanent","33","10.8504398826979"
"2020","Comanche","2-Abilene","Placement Not Intended to be Permanent","3","12.0537634408602"
"2020","Comanche","2-Abilene","Placement Intended to be Permanent","6","7.75806451612903"
"2020","Cooke","3-Arlington","Placement Not Intended to be Permanent","13","24.0322580645161"
"2020","Cooke","3-Arlington","Placement Intended to be Permanent","2","1.67741935483871"
"2020","Coryell","7-Austin","Placement Not Intended to be Permanent","15","13.9827956989247"
"2020","Coryell","7-Austin","Placement Intended to be Permanent","38","4.83955857385399"
"2020","Crane","9-Midland","Placement Intended to be Permanent","1","10.8709677419355"
"2020","Crockett","9-Midland","Placement Intended to be Permanent","2","8.17741935483871"
"2020","Crosby","1-Lubbock","Placement Not Intended to be Permanent","1","8.80645161290323"
"2020","Dallam","1-Lubbock","Placement Not Intended to be Permanent","6","25.0161290322581"
"2020","Dallam","1-Lubbock","Placement Intended to be Permanent","3","7.59139784946237"
"2020","Dallas","3-Arlington","Placement Not Intended to be Permanent","165","33.3773216031281"
"2020","Dallas","3-Arlington","Placement Intended to be Permanent","242","15.6259664089576"
"2020","Dawson","9-Midland","Placement Not Intended to be Permanent","4","29.9112903225806"
"2020","Dawson","9-Midland","Placement Intended to be Permanent","6","4.81720430107527"
"2020","Deaf Smith","1-Lubbock","Placement Not Intended to be Permanent","4","58.0806451612903"
"2020","Deaf Smith","1-Lubbock","Placement Intended to be Permanent","3","17.9462365591398"
"2020","Delta","4-Tyler","Placement Intended to be Permanent","1","12.9354838709677"
"2020","Denton","3-Arlington","Placement Not Intended to be Permanent","44","23.6774193548387"
"2020","Denton","3-Arlington","Placement Intended to be Permanent","72","11.7441756272401"
"2020","DeWitt","8-San Antonio","Placement Not Intended to be Permanent","7","38.221198156682"
"2020","DeWitt","8-San Antonio","Placement Intended to be Permanent","3","4.83870967741935"
"2020","Dimmit","8-San Antonio","Placement Not Intended to be Permanent","2","54.3870967741935"
"2020","Dimmit","8-San Antonio","Placement Intended to be Permanent","1","26.6451612903226"
"2020","Donley","1-Lubbock","Placement Not Intended to be Permanent","1","20.5483870967742"
"2020","Donley","1-Lubbock","Placement Intended to be Permanent","1","20.5483870967742"
"2020","Duval","11-Edinburg","Placement Not Intended to be Permanent","4","75.0161290322581"
"2020","Eastland","2-Abilene","Placement Not Intended to be Permanent","4","45.8306451612903"
"2020","Eastland","2-Abilene","Placement Intended to be Permanent","2","11.8548387096774"
"2020","Ector","9-Midland","Placement Not Intended to be Permanent","29","21.0211345939933"
"2020","Ector","9-Midland","Placement Intended to be Permanent","43","6.90547636909227"
"2020","Ellis","3-Arlington","Placement Not Intended to be Permanent","5","19.3935483870968"
"2020","Ellis","3-Arlington","Placement Intended to be Permanent","7","3.1705069124424"
"2020","El Paso","10-El Paso","Placement Not Intended to be Permanent","47","32.3033630748113"
"2020","El Paso","10-El Paso","Placement Intended to be Permanent","32","6.0695564516129"
"2020","Erath","3-Arlington","Placement Not Intended to be Permanent","2","54.758064516129"
"2020","Falls","7-Austin","Placement Not Intended to be Permanent","4","4.66129032258065"
"2020","Falls","7-Austin","Placement Intended to be Permanent","3","4.64516129032258"
"2020","Fannin","3-Arlington","Placement Not Intended to be Permanent","4","31.008064516129"
"2020","Fannin","3-Arlington","Placement Intended to be Permanent","10","11"
"2020","Fayette","7-Austin","Placement Not Intended to be Permanent","3","8.60215053763441"
"2020","Fayette","7-Austin","Placement Intended to be Permanent","2","5.67741935483871"
"2020","Floyd","1-Lubbock","Placement Intended to be Permanent","1","1.54838709677419"
"2020","Fort Bend","6-Houston","Placement Not Intended to be Permanent","11","35.4369501466276"
"2020","Fort Bend","6-Houston","Placement Intended to be Permanent","11","10.9266862170088"
"2020","Franklin","4-Tyler","Placement Intended to be Permanent","5","13.8774193548387"
"2020","Freestone","7-Austin","Placement Not Intended to be Permanent","4","26.9112903225806"
"2020","Freestone","7-Austin","Placement Intended to be Permanent","5","5.96774193548387"
"2020","Frio","8-San Antonio","Placement Not Intended to be Permanent","20","22.2741935483871"
"2020","Frio","8-San Antonio","Placement Intended to be Permanent","17","10.5066413662239"
"2020","Gaines","9-Midland","Placement Not Intended to be Permanent","5","31.2"
"2020","Galveston","6-Houston","Placement Not Intended to be Permanent","14","27.9539170506912"
"2020","Galveston","6-Houston","Placement Intended to be Permanent","22","13.7052785923754"
"2020","Garza","1-Lubbock","Placement Not Intended to be Permanent","1","11.3548387096774"
"2020","Gillespie","8-San Antonio","Placement Not Intended to be Permanent","1","75.9677419354839"
"2020","Gillespie","8-San Antonio","Placement Intended to be Permanent","3","9.24731182795699"
"2020","Goliad","8-San Antonio","Placement Intended to be Permanent","1","12.0645161290323"
"2020","Gonzales","8-San Antonio","Placement Not Intended to be Permanent","4","25.5161290322581"
"2020","Gonzales","8-San Antonio","Placement Intended to be Permanent","2","1.54838709677419"
"2020","Gray","1-Lubbock","Placement Not Intended to be Permanent","3","71.8279569892473"
"2020","Gray","1-Lubbock","Placement Intended to be Permanent","10","7.44193548387097"
"2020","Grayson","3-Arlington","Placement Not Intended to be Permanent","14","17.9216589861751"
"2020","Grayson","3-Arlington","Placement Intended to be Permanent","30","7.29354838709677"
"2020","Gregg","4-Tyler","Placement Not Intended to be Permanent","16","55.070564516129"
"2020","Gregg","4-Tyler","Placement Intended to be Permanent","36","10.7105734767025"
"2020","Grimes","7-Austin","Placement Not Intended to be Permanent","4","13.0887096774194"
"2020","Grimes","7-Austin","Placement Intended to be Permanent","3","14.0537634408602"
"2020","Guadalupe","8-San Antonio","Placement Not Intended to be Permanent","6","21.8225806451613"
"2020","Guadalupe","8-San Antonio","Placement Intended to be Permanent","12","10.8333333333333"
"2020","Hale","1-Lubbock","Placement Not Intended to be Permanent","5","51.3741935483871"
"2020","Hale","1-Lubbock","Placement Intended to be Permanent","8","10.4274193548387"
"2020","Hall","1-Lubbock","Placement Not Intended to be Permanent","4","28.241935483871"
"2020","Hall","1-Lubbock","Placement Intended to be Permanent","1","12.7096774193548"
"2020","Hamilton","7-Austin","Placement Not Intended to be Permanent","1","9.80645161290323"
"2020","Hamilton","7-Austin","Placement Intended to be Permanent","1","8.64516129032258"
"2020","Hardeman","2-Abilene","Placement Intended to be Permanent","1","14.3548387096774"
"2020","Hardin","5-Beaumont","Placement Not Intended to be Permanent","4","28.1451612903226"
"2020","Hardin","5-Beaumont","Placement Intended to be Permanent","8","16.616935483871"
"2020","Harris","6-Houston","Placement Not Intended to be Permanent","340","34.9210626185958"
"2020","Harris","6-Houston","Placement Intended to be Permanent","291","20.0247200975502"
"2020","Harrison","4-Tyler","Placement Not Intended to be Permanent","7","28.0691244239631"
"2020","Harrison","4-Tyler","Placement Intended to be Permanent","5","10.4903225806452"
"2020","Haskell","2-Abilene","Placement Not Intended to be Permanent","2","14.4032258064516"
"2020","Haskell","2-Abilene","Placement Intended to be Permanent","4","17.241935483871"
"2020","Hays","7-Austin","Placement Not Intended to be Permanent","19","12.0288624787776"
"2020","Hays","7-Austin","Placement Intended to be Permanent","43","8.13203300825206"
"2020","Henderson","4-Tyler","Placement Not Intended to be Permanent","19","26.0831918505942"
"2020","Henderson","4-Tyler","Placement Intended to be Permanent","29","7.16017797552836"
"2020","Hidalgo","11-Edinburg","Placement Not Intended to be Permanent","29","25.9399332591769"
"2020","Hidalgo","11-Edinburg","Placement Intended to be Permanent","16","7.69354838709677"
"2020","Hill","7-Austin","Placement Not Intended to be Permanent","8","30.0524193548387"
"2020","Hill","7-Austin","Placement Intended to be Permanent","11","13.1876832844575"
"2020","Hockley","1-Lubbock","Placement Not Intended to be Permanent","3","34.6559139784946"
"2020","Hockley","1-Lubbock","Placement Intended to be Permanent","8","16.0443548387097"
"2020","Hood","3-Arlington","Placement Not Intended to be Permanent","6","37.7903225806452"
"2020","Hood","3-Arlington","Placement Intended to be Permanent","3","24.8387096774194"
"2020","Hopkins","4-Tyler","Placement Intended to be Permanent","7","3.35023041474654"
"2020","Houston","5-Beaumont","Placement Not Intended to be Permanent","5","3.38064516129032"
"2020","Houston","5-Beaumont","Placement Intended to be Permanent","5","6.84516129032258"
"2020","Howard","9-Midland","Placement Not Intended to be Permanent","9","18.1863799283154"
"2020","Howard","9-Midland","Placement Intended to be Permanent","2","34.9838709677419"
"2020","Hunt","3-Arlington","Placement Not Intended to be Permanent","13","18.5062034739454"
"2020","Hunt","3-Arlington","Placement Intended to be Permanent","11","6.84457478005865"
"2020","Hutchinson","1-Lubbock","Placement Not Intended to be Permanent","4","63.6209677419355"
"2020","Hutchinson","1-Lubbock","Placement Intended to be Permanent","7","1.9815668202765"
"2020","Irion","9-Midland","Placement Not Intended to be Permanent","1","35.6129032258065"
"2020","Jack","2-Abilene","Placement Intended to be Permanent","1","0.806451612903226"
"2020","Jackson","8-San Antonio","Placement Not Intended to be Permanent","5","34.658064516129"
"2020","Jackson","8-San Antonio","Placement Intended to be Permanent","4","32.5241935483871"
"2020","Jasper","5-Beaumont","Placement Not Intended to be Permanent","6","12.3494623655914"
"2020","Jasper","5-Beaumont","Placement Intended to be Permanent","3","21.2150537634409"
"2020","Jefferson","5-Beaumont","Placement Not Intended to be Permanent","30","15.3741935483871"
"2020","Jefferson","5-Beaumont","Placement Intended to be Permanent","49","8.55497037524687"
"2020","Jim Hogg","11-Edinburg","Placement Not Intended to be Permanent","1","68.6451612903226"
"2020","Jim Wells","11-Edinburg","Placement Not Intended to be Permanent","13","39.605459057072"
"2020","Jim Wells","11-Edinburg","Placement Intended to be Permanent","4","23.1612903225806"
"2020","Johnson","3-Arlington","Placement Not Intended to be Permanent","29","17.8954393770857"
"2020","Johnson","3-Arlington","Placement Intended to be Permanent","9","18.2114695340502"
"2020","Jones","2-Abilene","Placement Not Intended to be Permanent","8","17.4677419354839"
"2020","Jones","2-Abilene","Placement Intended to be Permanent","6","17.3978494623656"
"2020","Karnes","8-San Antonio","Placement Not Intended to be Permanent","6","40.2258064516129"
"2020","Karnes","8-San Antonio","Placement Intended to be Permanent","3","13.6236559139785"
"2020","Kaufman","3-Arlington","Placement Not Intended to be Permanent","6","18.7634408602151"
"2020","Kaufman","3-Arlington","Placement Intended to be Permanent","11","9.36070381231672"
"2020","Kendall","8-San Antonio","Placement Not Intended to be Permanent","1","7.06451612903226"
"2020","Kendall","8-San Antonio","Placement Intended to be Permanent","1","4.06451612903226"
"2020","Kerr","8-San Antonio","Placement Not Intended to be Permanent","1","48.6774193548387"
"2020","Kerr","8-San Antonio","Placement Intended to be Permanent","1","13.4516129032258"
"2020","Kimble","9-Midland","Placement Not Intended to be Permanent","1","17.8064516129032"
"2020","Kleberg","11-Edinburg","Placement Not Intended to be Permanent","4","43.7096774193548"
"2020","Kleberg","11-Edinburg","Placement Intended to be Permanent","2","0.806451612903226"
"2020","Lamar","4-Tyler","Placement Not Intended to be Permanent","6","34.8225806451613"
"2020","Lamar","4-Tyler","Placement Intended to be Permanent","17","25.8140417457306"
"2020","Lamb","1-Lubbock","Placement Not Intended to be Permanent","2","5.58064516129032"
"2020","Lamb","1-Lubbock","Placement Intended to be Permanent","3","5.58064516129032"
"2020","Lampasas","7-Austin","Placement Intended to be Permanent","13","12.439205955335"
"2020","La Salle","8-San Antonio","Placement Not Intended to be Permanent","1","2.74193548387097"
"2020","La Salle","8-San Antonio","Placement Intended to be Permanent","1","6.90322580645161"
"2020","Lavaca","8-San Antonio","Placement Intended to be Permanent","2","8.67741935483871"
"2020","Lee","7-Austin","Placement Not Intended to be Permanent","1","36.9677419354839"
"2020","Lee","7-Austin","Placement Intended to be Permanent","1","6.19354838709677"
"2020","Leon","7-Austin","Placement Not Intended to be Permanent","1","104.935483870968"
"2020","Leon","7-Austin","Placement Intended to be Permanent","1","17.7741935483871"
"2020","Liberty","6-Houston","Placement Not Intended to be Permanent","8","33.3104838709677"
"2020","Liberty","6-Houston","Placement Intended to be Permanent","9","22.4336917562724"
"2020","Limestone","7-Austin","Placement Not Intended to be Permanent","5","8.69032258064516"
"2020","Limestone","7-Austin","Placement Intended to be Permanent","8","4.00403225806452"
"2020","Live Oak","11-Edinburg","Placement Intended to be Permanent","2","3.87096774193548"
"2020","Llano","7-Austin","Placement Not Intended to be Permanent","1","46.6129032258065"
"2020","Llano","7-Austin","Placement Intended to be Permanent","7","5.23502304147465"
"2020","Lubbock","1-Lubbock","Placement Not Intended to be Permanent","63","26.4772145417307"
"2020","Lubbock","1-Lubbock","Placement Intended to be Permanent","113","9.8775335426777"
"2020","Lynn","1-Lubbock","Placement Not Intended to be Permanent","1","55.2903225806452"
"2020","Lynn","1-Lubbock","Placement Intended to be Permanent","2","9.40322580645161"
"2020","Madison","7-Austin","Placement Not Intended to be Permanent","1","14.0967741935484"
"2020","Marion","4-Tyler","Placement Not Intended to be Permanent","1","12.2903225806452"
"2020","Marion","4-Tyler","Placement Intended to be Permanent","1","6.58064516129032"
"2020","Mason","9-Midland","Placement Not Intended to be Permanent","6","14.6612903225806"
"2020","Matagorda","6-Houston","Placement Not Intended to be Permanent","2","31.6935483870968"
"2020","Matagorda","6-Houston","Placement Intended to be Permanent","4","11.7016129032258"
"2020","Maverick","8-San Antonio","Placement Not Intended to be Permanent","7","6.95852534562212"
"2020","Maverick","8-San Antonio","Placement Intended to be Permanent","1","11"
"2020","McCulloch","9-Midland","Placement Not Intended to be Permanent","3","20.247311827957"
"2020","McCulloch","9-Midland","Placement Intended to be Permanent","9","10.4121863799283"
"2020","McLennan","7-Austin","Placement Not Intended to be Permanent","36","37.3082437275986"
"2020","McLennan","7-Austin","Placement Intended to be Permanent","148","10.9533565823888"
"2020","Medina","8-San Antonio","Placement Not Intended to be Permanent","21","16.7035330261137"
"2020","Medina","8-San Antonio","Placement Intended to be Permanent","28","7.06336405529954"
"2020","Midland","9-Midland","Placement Not Intended to be Permanent","14","19.6589861751152"
"2020","Midland","9-Midland","Placement Intended to be Permanent","9","7.94623655913978"
"2020","Milam","7-Austin","Placement Not Intended to be Permanent","13","14.2456575682382"
"2020","Milam","7-Austin","Placement Intended to be Permanent","7","4.77880184331797"
"2020","Mills","7-Austin","Placement Not Intended to be Permanent","1","24.0967741935484"
"2020","Mills","7-Austin","Placement Intended to be Permanent","1","7"
"2020","Montague","2-Abilene","Placement Not Intended to be Permanent","1","7.48387096774194"
"2020","Montague","2-Abilene","Placement Intended to be Permanent","2","14.8548387096774"
"2020","Montgomery","6-Houston","Placement Not Intended to be Permanent","25","17.7883870967742"
"2020","Montgomery","6-Houston","Placement Intended to be Permanent","42","11.1182795698925"
"2020","Moore","1-Lubbock","Placement Not Intended to be Permanent","5","82.941935483871"
"2020","Moore","1-Lubbock","Placement Intended to be Permanent","1","15.8064516129032"
"2020","Morris","4-Tyler","Placement Not Intended to be Permanent","1","11.1612903225806"
"2020","Morris","4-Tyler","Placement Intended to be Permanent","1","0.580645161290323"
"2020","Nacogdoches","5-Beaumont","Placement Not Intended to be Permanent","13","35.0942928039702"
"2020","Nacogdoches","5-Beaumont","Placement Intended to be Permanent","32","13.4052419354839"
"2020","Navarro","3-Arlington","Placement Not Intended to be Permanent","7","20.6543778801843"
"2020","Navarro","3-Arlington","Placement Intended to be Permanent","9","11.5268817204301"
"2020","Newton","5-Beaumont","Placement Not Intended to be Permanent","1","81.3548387096774"
"2020","Newton","5-Beaumont","Placement Intended to be Permanent","1","1.25806451612903"
"2020","Nolan","2-Abilene","Placement Not Intended to be Permanent","4","38.8548387096774"
"2020","Nolan","2-Abilene","Placement Intended to be Permanent","3","13.752688172043"
"2020","Nueces","11-Edinburg","Placement Not Intended to be Permanent","45","39.6351254480287"
"2020","Nueces","11-Edinburg","Placement Intended to be Permanent","33","18.8797653958944"
"2020","Oldham","1-Lubbock","Placement Intended to be Permanent","4","12.3870967741935"
"2020","Orange","5-Beaumont","Placement Not Intended to be Permanent","14","29.3617511520737"
"2020","Orange","5-Beaumont","Placement Intended to be Permanent","39","11.4722911497105"
"2020","Palo Pinto","3-Arlington","Placement Not Intended to be Permanent","13","44.258064516129"
"2020","Palo Pinto","3-Arlington","Placement Intended to be Permanent","4","10.4677419354839"
"2020","Panola","4-Tyler","Placement Not Intended to be Permanent","4","45.2661290322581"
"2020","Panola","4-Tyler","Placement Intended to be Permanent","5","31.5032258064516"
"2020","Parker","3-Arlington","Placement Not Intended to be Permanent","24","25.9543010752688"
"2020","Parker","3-Arlington","Placement Intended to be Permanent","9","14.1182795698925"
"2020","Parmer","1-Lubbock","Placement Intended to be Permanent","2","1.64516129032258"
"2020","Pecos","9-Midland","Placement Not Intended to be Permanent","1","17.3548387096774"
"2020","Pecos","9-Midland","Placement Intended to be Permanent","2","6.46774193548387"
"2020","Polk","5-Beaumont","Placement Not Intended to be Permanent","3","11.7096774193548"
"2020","Polk","5-Beaumont","Placement Intended to be Permanent","6","18.5322580645161"
"2020","Potter","1-Lubbock","Placement Not Intended to be Permanent","51","24.5401644528779"
"2020","Potter","1-Lubbock","Placement Intended to be Permanent","53","10.1874619598296"
"2020","Rains","4-Tyler","Placement Not Intended to be Permanent","6","11.1720430107527"
"2020","Rains","4-Tyler","Placement Intended to be Permanent","4","10.008064516129"
"2020","Randall","1-Lubbock","Placement Not Intended to be Permanent","27","29.1326164874552"
"2020","Randall","1-Lubbock","Placement Intended to be Permanent","24","12.0161290322581"
"2020","Reagan","9-Midland","Placement Not Intended to be Permanent","1","3.80645161290323"
"2020","Real","8-San Antonio","Placement Intended to be Permanent","2","9.08064516129032"
"2020","Red River","4-Tyler","Placement Not Intended to be Permanent","2","57.3225806451613"
"2020","Red River","4-Tyler","Placement Intended to be Permanent","4","28.0806451612903"
"2020","Reeves","9-Midland","Placement Intended to be Permanent","4","12.7822580645161"
"2020","Robertson","7-Austin","Placement Not Intended to be Permanent","6","10.3010752688172"
"2020","Robertson","7-Austin","Placement Intended to be Permanent","1","4.12903225806452"
"2020","Rockwall","3-Arlington","Placement Not Intended to be Permanent","7","12.0967741935484"
"2020","Rockwall","3-Arlington","Placement Intended to be Permanent","5","5.01935483870968"
"2020","Runnels","2-Abilene","Placement Not Intended to be Permanent","3","4.01075268817204"
"2020","Runnels","2-Abilene","Placement Intended to be Permanent","6","11.2795698924731"
"2020","Rusk","4-Tyler","Placement Not Intended to be Permanent","4","30.3064516129032"
"2020","Rusk","4-Tyler","Placement Intended to be Permanent","12","13.5887096774194"
"2020","Sabine","5-Beaumont","Placement Not Intended to be Permanent","2","14.5161290322581"
"2020","Sabine","5-Beaumont","Placement Intended to be Permanent","1","1.93548387096774"
"2020","San Jacinto","5-Beaumont","Placement Intended to be Permanent","6","7.86559139784946"
"2020","San Patricio","11-Edinburg","Placement Not Intended to be Permanent","13","27.2009925558313"
"2020","San Patricio","11-Edinburg","Placement Intended to be Permanent","18","6.68100358422939"
"2020","San Saba","7-Austin","Placement Not Intended to be Permanent","2","13.258064516129"
"2020","San Saba","7-Austin","Placement Intended to be Permanent","2","4.09677419354839"
"2020","Scurry","2-Abilene","Placement Not Intended to be Permanent","2","15.2903225806452"
"2020","Scurry","2-Abilene","Placement Intended to be Permanent","2","15.2903225806452"
