"fiscal_year","region","gender","race_ethnicity","age_group","chidlren_waiting_on_adoption_31_august","average_months_since_termination_of_parental_rights"
"2021","3-Arlington","Male","Other","Birth to 5 Years Old","6","4.26881720430108"
"2021","3-Arlington","Male","Other","6-12 Years Old","2","21.4677419354839"
"2021","3-Arlington","Male","Other","6-12 Years Old","2","25.5"
"2021","3-Arlington","Male","Other","6-12 Years Old","1","27.5806451612903"
"2021","3-Arlington","Male","Other","13-17 Years Old","2","56.741935483871"
"2021","3-Arlington","Male","Other","13-17 Years Old","4","64.0322580645161"
"2021","3-Arlington","Male","Other","13-17 Years Old","1","117.967741935484"
"2021","3-Arlington","Male","Other","13-17 Years Old","2","60.2096774193548"
"2021","3-Arlington","Male","Other","13-17 Years Old","4","52.258064516129"
"2021","3-Arlington","Male","Other","Birth to 5 Years Old","2","16.6129032258065"
"2021","3-Arlington","Male","Other","Birth to 5 Years Old","8","8.72177419354839"
"2021","3-Arlington","Male","Other","Birth to 5 Years Old","2","2.48387096774194"
"2021","3-Arlington","Male","Other","6-12 Years Old","2","23.4032258064516"
"2021","3-Arlington","Male","Other","6-12 Years Old","1","1.74193548387097"
"2021","3-Arlington","Male","Other","6-12 Years Old","2","22.5806451612903"
"2021","4-Tyler","Female","African American","Birth to 5 Years Old","3","8.60215053763441"
"2021","4-Tyler","Female","African American","6-12 Years Old","3","14.1827956989247"
"2021","4-Tyler","Female","African American","6-12 Years Old","2","14.5483870967742"
"2021","4-Tyler","Female","African American","6-12 Years Old","5","26.2258064516129"
"2021","4-Tyler","Female","African American","13-17 Years Old","3","15.2795698924731"
"2021","4-Tyler","Female","African American","13-17 Years Old","4","32.2096774193548"
"2021","4-Tyler","Female","African American","13-17 Years Old","2","37.7903225806452"
"2021","4-Tyler","Female","African American","13-17 Years Old","3","17.1505376344086"
"2021","4-Tyler","Female","African American","13-17 Years Old","2","44.9354838709677"
"2021","4-Tyler","Female","African American","Birth to 5 Years Old","5","7.03870967741935"
"2021","4-Tyler","Female","African American","Birth to 5 Years Old","2","11.4677419354839"
"2021","4-Tyler","Female","African American","Birth to 5 Years Old","2","15.9354838709677"
"2021","4-Tyler","Female","African American","Birth to 5 Years Old","1","4.29032258064516"
"2021","4-Tyler","Female","African American","6-12 Years Old","2","12.5645161290323"
"2021","4-Tyler","Female","African American","6-12 Years Old","5","9.03870967741935"
"2021","4-Tyler","Female","Anglo","Birth to 5 Years Old","2","5.45161290322581"
"2021","4-Tyler","Female","Anglo","Birth to 5 Years Old","17","4.64136622390892"
"2021","4-Tyler","Female","Anglo","6-12 Years Old","5","8.43225806451613"
"2021","4-Tyler","Female","Anglo","6-12 Years Old","9","13.1397849462366"
"2021","4-Tyler","Female","Anglo","6-12 Years Old","10","25.2387096774194"
"2021","4-Tyler","Female","Anglo","13-17 Years Old","6","16.5483870967742"
"2021","4-Tyler","Female","Anglo","13-17 Years Old","8","45.8266129032258"
"2021","4-Tyler","Female","Anglo","13-17 Years Old","7","8.76497695852535"
"2021","4-Tyler","Female","Anglo","13-17 Years Old","4","10.5161290322581"
"2021","4-Tyler","Female","Anglo","13-17 Years Old","3","30.2365591397849"
"2021","4-Tyler","Female","Anglo","Birth to 5 Years Old","7","6.97695852534562"
"2021","4-Tyler","Female","Anglo","Birth to 5 Years Old","12","9.70430107526882"
"2021","4-Tyler","Female","Anglo","Birth to 5 Years Old","5","11.8387096774194"
"2021","4-Tyler","Female","Anglo","Birth to 5 Years Old","10","9.44516129032258"
"2021","4-Tyler","Female","Anglo","6-12 Years Old","8","11.5685483870968"
"2021","4-Tyler","Female","Anglo","6-12 Years Old","9","9.10035842293907"
"2021","4-Tyler","Female","Anglo","6-12 Years Old","7","7.92165898617511"
"2021","4-Tyler","Female","Anglo","6-12 Years Old","4","12.1209677419355"
"2021","4-Tyler","Female","Hispanic","Birth to 5 Years Old","4","4.46774193548387"
"2021","4-Tyler","Female","Hispanic","6-12 Years Old","3","33.494623655914"
"2021","4-Tyler","Female","Hispanic","6-12 Years Old","3","17.6451612903226"
"2021","4-Tyler","Female","Hispanic","6-12 Years Old","2","23.4032258064516"
"2021","4-Tyler","Female","Hispanic","13-17 Years Old","1","20.9354838709677"
"2021","4-Tyler","Female","Hispanic","13-17 Years Old","2","24.6612903225806"
"2021","4-Tyler","Female","Hispanic","13-17 Years Old","2","16.258064516129"
"2021","4-Tyler","Female","Hispanic","13-17 Years Old","3","31.2043010752688"
"2021","4-Tyler","Female","Hispanic","Birth to 5 Years Old","3","8.53763440860215"
"2021","4-Tyler","Female","Hispanic","Birth to 5 Years Old","2","6.24193548387097"
"2021","4-Tyler","Female","Hispanic","Birth to 5 Years Old","2","5.43548387096774"
"2021","4-Tyler","Female","Hispanic","Birth to 5 Years Old","3","8.04301075268817"
"2021","4-Tyler","Female","Hispanic","6-12 Years Old","2","3.88709677419355"
"2021","4-Tyler","Female","Hispanic","6-12 Years Old","1","8.32258064516129"
"2021","4-Tyler","Female","Hispanic","6-12 Years Old","1","3.61290322580645"
"2021","4-Tyler","Female","Other","Birth to 5 Years Old","5","6.48387096774194"
"2021","4-Tyler","Female","Other","6-12 Years Old","1","5.25806451612903"
"2021","4-Tyler","Female","Other","6-12 Years Old","1","2.7741935483871"
"2021","4-Tyler","Female","Other","13-17 Years Old","1","3.32258064516129"
"2021","4-Tyler","Female","Other","13-17 Years Old","1","16.5806451612903"
"2021","4-Tyler","Female","Other","13-17 Years Old","2","5.61290322580645"
"2021","4-Tyler","Female","Other","Birth to 5 Years Old","2","7.14516129032258"
"2021","4-Tyler","Female","Other","Birth to 5 Years Old","1","10.741935483871"
"2021","4-Tyler","Female","Other","Birth to 5 Years Old","1","10.741935483871"
"2021","4-Tyler","Female","Other","6-12 Years Old","1","26.5806451612903"
"2021","4-Tyler","Female","Other","6-12 Years Old","2","14.9354838709677"
"2021","4-Tyler","Female","Other","6-12 Years Old","2","2.93548387096774"
"2021","4-Tyler","Female","Unknown","13-17 Years Old","1","9.41935483870968"
"2021","4-Tyler","Female","Unknown","6-12 Years Old","1","9.67741935483871"
"2021","4-Tyler","Male","African American","Birth to 5 Years Old","1","1.29032258064516"
"2021","4-Tyler","Male","African American","Birth to 5 Years Old","8","4.3508064516129"
"2021","4-Tyler","Male","African American","6-12 Years Old","1","60.0645161290323"
"2021","4-Tyler","Male","African American","6-12 Years Old","3","19.2795698924731"
"2021","4-Tyler","Male","African American","6-12 Years Old","2","26.5483870967742"
"2021","4-Tyler","Male","African American","13-17 Years Old","2","4.54838709677419"
"2021","4-Tyler","Male","African American","13-17 Years Old","3","27.2688172043011"
"2021","4-Tyler","Male","African American","13-17 Years Old","1","14.6774193548387"
"2021","4-Tyler","Male","African American","13-17 Years Old","2","18.0967741935484"
"2021","4-Tyler","Male","African American","13-17 Years Old","2","38.2258064516129"
"2021","4-Tyler","Male","African American","Birth to 5 Years Old","7","11.4239631336406"
"2021","4-Tyler","Male","African American","Birth to 5 Years Old","5","10.0774193548387"
"2021","4-Tyler","Male","African American","Birth to 5 Years Old","2","7.5"
"2021","4-Tyler","Male","African American","Birth to 5 Years Old","3","13.7311827956989"
"2021","4-Tyler","Male","African American","6-12 Years Old","1","2.70967741935484"
"2021","4-Tyler","Male","African American","6-12 Years Old","3","15.9784946236559"
"2021","4-Tyler","Male","African American","6-12 Years Old","4","17.5241935483871"
"2021","4-Tyler","Male","Anglo","Birth to 5 Years Old","3","2.8494623655914"
"2021","4-Tyler","Male","Anglo","Birth to 5 Years Old","16","4.60483870967742"
"2021","4-Tyler","Male","Anglo","6-12 Years Old","7","12.5714285714286"
"2021","4-Tyler","Male","Anglo","6-12 Years Old","6","17.2849462365591"
"2021","4-Tyler","Male","Anglo","6-12 Years Old","4","32.0806451612903"
"2021","4-Tyler","Male","Anglo","13-17 Years Old","6","17.4408602150538"
"2021","4-Tyler","Male","Anglo","13-17 Years Old","11","31.9706744868035"
"2021","4-Tyler","Male","Anglo","13-17 Years Old","9","53.2293906810036"
"2021","4-Tyler","Male","Anglo","13-17 Years Old","10","47.3967741935484"
"2021","4-Tyler","Male","Anglo","13-17 Years Old","3","88.752688172043"
"2021","4-Tyler","Male","Anglo","Birth to 5 Years Old","17","8.69259962049336"
"2021","4-Tyler","Male","Anglo","Birth to 5 Years Old","7","11.5529953917051"
"2021","4-Tyler","Male","Anglo","Birth to 5 Years Old","5","5.64516129032258"
"2021","4-Tyler","Male","Anglo","Birth to 5 Years Old","7","13.1428571428571"
"2021","4-Tyler","Male","Anglo","6-12 Years Old","9","12.494623655914"
"2021","4-Tyler","Male","Anglo","6-12 Years Old","7","15.9907834101382"
"2021","4-Tyler","Male","Anglo","6-12 Years Old","6","18.9301075268817"
"2021","4-Tyler","Male","Anglo","6-12 Years Old","6","16.1075268817204"
"2021","4-Tyler","Male","Hispanic","Birth to 5 Years Old","1","4.74193548387097"
"2021","4-Tyler","Male","Hispanic","Birth to 5 Years Old","4","2.54838709677419"
"2021","4-Tyler","Male","Hispanic","6-12 Years Old","3","23.752688172043"
"2021","4-Tyler","Male","Hispanic","6-12 Years Old","3","47.1290322580645"
"2021","4-Tyler","Male","Hispanic","6-12 Years Old","3","41.5376344086022"
"2021","4-Tyler","Male","Hispanic","13-17 Years Old","2","75.4032258064516"
"2021","4-Tyler","Male","Hispanic","13-17 Years Old","2","15.258064516129"
"2021","4-Tyler","Male","Hispanic","13-17 Years Old","1","86.4838709677419"
"2021","4-Tyler","Male","Hispanic","Birth to 5 Years Old","3","9.35483870967742"
"2021","4-Tyler","Male","Hispanic","Birth to 5 Years Old","1","5.96774193548387"
"2021","4-Tyler","Male","Hispanic","Birth to 5 Years Old","3","7.68817204301075"
"2021","4-Tyler","Male","Hispanic","Birth to 5 Years Old","2","24.0806451612903"
"2021","4-Tyler","Male","Hispanic","6-12 Years Old","3","12.0967741935484"
"2021","4-Tyler","Male","Hispanic","6-12 Years Old","4","24.8145161290323"
"2021","4-Tyler","Male","Hispanic","6-12 Years Old","2","15.7258064516129"
"2021","4-Tyler","Male","Other","Birth to 5 Years Old","3","5.7741935483871"
"2021","4-Tyler","Male","Other","6-12 Years Old","2","16.8870967741935"
"2021","4-Tyler","Male","Other","6-12 Years Old","1","18.3225806451613"
"2021","4-Tyler","Male","Other","13-17 Years Old","1","36.5483870967742"
"2021","4-Tyler","Male","Other","13-17 Years Old","1","76.2258064516129"
"2021","4-Tyler","Male","Other","13-17 Years Old","1","174.741935483871"
"2021","4-Tyler","Male","Other","Birth to 5 Years Old","1","6.93548387096774"
"2021","4-Tyler","Male","Other","Birth to 5 Years Old","1","5.25806451612903"
"2021","4-Tyler","Male","Other","Birth to 5 Years Old","1","5.61290322580645"
"2021","4-Tyler","Male","Other","Birth to 5 Years Old","1","15.5806451612903"
"2021","4-Tyler","Male","Other","6-12 Years Old","1","5.61290322580645"
"2021","4-Tyler","Male","Other","6-12 Years Old","1","31.741935483871"
"2021","4-Tyler","Male","Unknown","Birth to 5 Years Old","1","0.709677419354839"
"2021","4-Tyler","Male","Unknown","6-12 Years Old","1","36.5483870967742"
"2021","4-Tyler","Male","Unknown","Birth to 5 Years Old","1","13.2258064516129"
"2021","5-Beaumont","Female","African American","Birth to 5 Years Old","1","4.51612903225806"
"2021","5-Beaumont","Female","African American","Birth to 5 Years Old","4","8.01612903225806"
"2021","5-Beaumont","Female","African American","6-12 Years Old","2","10.9032258064516"
"2021","5-Beaumont","Female","African American","6-12 Years Old","3","19.9354838709677"
"2021","5-Beaumont","Female","African American","6-12 Years Old","2","33.3387096774194"
"2021","5-Beaumont","Female","African American","13-17 Years Old","1","87.3870967741935"
"2021","5-Beaumont","Female","African American","13-17 Years Old","3","28.010752688172"
"2021","5-Beaumont","Female","African American","Birth to 5 Years Old","8","6.95967741935484"
"2021","5-Beaumont","Female","African American","Birth to 5 Years Old","2","16.2258064516129"
"2021","5-Beaumont","Female","African American","Birth to 5 Years Old","5","6.96774193548387"
"2021","5-Beaumont","Female","African American","Birth to 5 Years Old","7","8.33179723502304"
"2021","5-Beaumont","Female","African American","6-12 Years Old","3","10.2365591397849"
"2021","5-Beaumont","Female","African American","6-12 Years Old","3","10.3548387096774"
"2021","5-Beaumont","Female","African American","6-12 Years Old","4","9.4758064516129"
"2021","5-Beaumont","Female","African American","6-12 Years Old","1","8.54838709677419"
"2021","5-Beaumont","Female","Anglo","Birth to 5 Years Old","5","3.08387096774194"
"2021","5-Beaumont","Female","Anglo","Birth to 5 Years Old","12","3.94354838709677"
"2021","5-Beaumont","Female","Anglo","6-12 Years Old","3","10.6774193548387"
"2021","5-Beaumont","Female","Anglo","6-12 Years Old","4","18.2903225806452"
"2021","5-Beaumont","Female","Anglo","6-12 Years Old","5","22.9290322580645"
"2021","5-Beaumont","Female","Anglo","13-17 Years Old","3","13.7956989247312"
"2021","5-Beaumont","Female","Anglo","13-17 Years Old","3","14.2043010752688"
"2021","5-Beaumont","Female","Anglo","13-17 Years Old","4","40.1854838709677"
"2021","5-Beaumont","Female","Anglo","13-17 Years Old","3","47.7096774193548"
"2021","5-Beaumont","Female","Anglo","Birth to 5 Years Old","4","6.19354838709677"
"2021","5-Beaumont","Female","Anglo","Birth to 5 Years Old","7","5.54377880184332"
"2021","5-Beaumont","Female","Anglo","Birth to 5 Years Old","5","5.67741935483871"
"2021","5-Beaumont","Female","Anglo","Birth to 5 Years Old","4","9.56451612903226"
"2021","5-Beaumont","Female","Anglo","6-12 Years Old","1","12.8709677419355"
"2021","5-Beaumont","Female","Anglo","6-12 Years Old","4","11.5241935483871"
"2021","5-Beaumont","Female","Anglo","6-12 Years Old","4","15.2338709677419"
"2021","5-Beaumont","Female","Anglo","6-12 Years Old","4","4.12903225806452"
"2021","5-Beaumont","Female","Hispanic","Birth to 5 Years Old","3","3.73118279569892"
"2021","5-Beaumont","Female","Hispanic","13-17 Years Old","2","32.9032258064516"
"2021","5-Beaumont","Female","Hispanic","13-17 Years Old","3","26.2795698924731"
"2021","5-Beaumont","Female","Hispanic","Birth to 5 Years Old","2","7.11290322580645"
"2021","5-Beaumont","Female","Hispanic","Birth to 5 Years Old","1","4.51612903225806"
"2021","5-Beaumont","Female","Hispanic","Birth to 5 Years Old","2","8.46774193548387"
"2021","5-Beaumont","Female","Hispanic","6-12 Years Old","3","5.90322580645161"
"2021","5-Beaumont","Female","Hispanic","6-12 Years Old","1","24.1290322580645"
"2021","5-Beaumont","Female","Other","Birth to 5 Years Old","1","5"
"2021","5-Beaumont","Female","Other","Birth to 5 Years Old","5","4.43225806451613"
"2021","5-Beaumont","Female","Other","6-12 Years Old","1","4.12903225806452"
"2021","5-Beaumont","Female","Other","6-12 Years Old","1","11.5161290322581"
"2021","5-Beaumont","Female","Other","13-17 Years Old","1","21.6129032258065"
"2021","5-Beaumont","Female","Other","Birth to 5 Years Old","1","4.38709677419355"
"2021","5-Beaumont","Female","Other","Birth to 5 Years Old","1","2.67741935483871"
"2021","5-Beaumont","Female","Other","Birth to 5 Years Old","2","4.43548387096774"
"2021","5-Beaumont","Female","Other","6-12 Years Old","1","4.12903225806452"
"2021","5-Beaumont","Female","Other","6-12 Years Old","1","24.1290322580645"
"2021","5-Beaumont","Female","Other","6-12 Years Old","1","4.12903225806452"
"2021","5-Beaumont","Female","Unknown","Birth to 5 Years Old","2","6.20967741935484"
"2021","5-Beaumont","Male","African American","Birth to 5 Years Old","2","2.12903225806452"
"2021","5-Beaumont","Male","African American","Birth to 5 Years Old","7","7.54377880184332"
"2021","5-Beaumont","Male","African American","6-12 Years Old","3","13.6344086021505"
"2021","5-Beaumont","Male","African American","6-12 Years Old","1","55.8387096774194"
"2021","5-Beaumont","Male","African American","6-12 Years Old","2","24.1935483870968"
"2021","5-Beaumont","Male","African American","13-17 Years Old","2","66.1774193548387"
"2021","5-Beaumont","Male","African American","13-17 Years Old","4","42.0161290322581"
"2021","5-Beaumont","Male","African American","13-17 Years Old","2","24.7741935483871"
"2021","5-Beaumont","Male","African American","13-17 Years Old","1","45.8064516129032"
"2021","5-Beaumont","Male","African American","13-17 Years Old","1","24.7096774193548"
"2021","5-Beaumont","Male","African American","Birth to 5 Years Old","6","6.97311827956989"
"2021","5-Beaumont","Male","African American","Birth to 5 Years Old","5","7.47096774193548"
"2021","5-Beaumont","Male","African American","Birth to 5 Years Old","3","5.36559139784946"
"2021","5-Beaumont","Male","African American","Birth to 5 Years Old","2","9.79032258064516"
"2021","5-Beaumont","Male","African American","6-12 Years Old","3","9.03225806451613"
"2021","5-Beaumont","Male","African American","6-12 Years Old","1","18.3870967741935"
"2021","5-Beaumont","Male","African American","6-12 Years Old","2","10.3548387096774"
"2021","5-Beaumont","Male","Anglo","Birth to 5 Years Old","6","4.40860215053763"
"2021","5-Beaumont","Male","Anglo","6-12 Years Old","2","22.1290322580645"
"2021","5-Beaumont","Male","Anglo","6-12 Years Old","3","18.7311827956989"
"2021","5-Beaumont","Male","Anglo","6-12 Years Old","4","11.8790322580645"
"2021","5-Beaumont","Male","Anglo","13-17 Years Old","3","28.4838709677419"
"2021","5-Beaumont","Male","Anglo","13-17 Years Old","4","35.6935483870968"
"2021","5-Beaumont","Male","Anglo","13-17 Years Old","4","29.7741935483871"
"2021","5-Beaumont","Male","Anglo","13-17 Years Old","3","30.258064516129"
"2021","5-Beaumont","Male","Anglo","13-17 Years Old","2","38.7258064516129"
"2021","5-Beaumont","Male","Anglo","Birth to 5 Years Old","6","4.16129032258065"
"2021","5-Beaumont","Male","Anglo","Birth to 5 Years Old","8","9.80241935483871"
"2021","5-Beaumont","Male","Anglo","Birth to 5 Years Old","4","3.76612903225806"
"2021","5-Beaumont","Male","Anglo","Birth to 5 Years Old","6","8.02150537634409"
"2021","5-Beaumont","Male","Anglo","6-12 Years Old","5","15.1935483870968"
"2021","5-Beaumont","Male","Anglo","6-12 Years Old","5","9.18064516129032"
"2021","5-Beaumont","Male","Anglo","6-12 Years Old","1","28.8387096774194"
"2021","5-Beaumont","Male","Anglo","6-12 Years Old","3","16.5483870967742"
"2021","5-Beaumont","Male","Hispanic","Birth to 5 Years Old","1","4.83870967741935"
"2021","5-Beaumont","Male","Hispanic","Birth to 5 Years Old","2","2.30645161290323"
"2021","5-Beaumont","Male","Hispanic","6-12 Years Old","1","40.2258064516129"
"2021","5-Beaumont","Male","Hispanic","6-12 Years Old","1","7.80645161290323"
"2021","5-Beaumont","Male","Hispanic","13-17 Years Old","1","7.80645161290323"
"2021","5-Beaumont","Male","Hispanic","13-17 Years Old","1","11.5483870967742"
"2021","5-Beaumont","Male","Hispanic","Birth to 5 Years Old","3","3.49462365591398"
"2021","5-Beaumont","Male","Hispanic","Birth to 5 Years Old","3","5.41935483870968"
"2021","5-Beaumont","Male","Hispanic","Birth to 5 Years Old","1","1.96774193548387"
"2021","5-Beaumont","Male","Hispanic","Birth to 5 Years Old","2","5.33870967741935"
"2021","5-Beaumont","Male","Hispanic","6-12 Years Old","2","2.93548387096774"
"2021","5-Beaumont","Male","Hispanic","6-12 Years Old","1","9.61290322580645"
"2021","5-Beaumont","Male","Hispanic","6-12 Years Old","3","8.53763440860215"
"2021","5-Beaumont","Male","Other","Birth to 5 Years Old","2","6.06451612903226"
"2021","5-Beaumont","Male","Other","13-17 Years Old","1","94.0967741935484"
"2021","5-Beaumont","Male","Other","Birth to 5 Years Old","1","4.12903225806452"
"2021","6-Houston","Female","African American","Birth to 5 Years Old","12","4.98655913978495"
"2021","6-Houston","Female","African American","6-12 Years Old","7","31.0599078341014"
"2021","6-Houston","Female","African American","6-12 Years Old","1","59.7741935483871"
"2021","6-Houston","Female","African American","6-12 Years Old","8","35.2983870967742"
"2021","6-Houston","Female","African American","13-17 Years Old","9","41.2114695340502"
"2021","6-Houston","Female","African American","13-17 Years Old","2","58.0483870967742"
"2021","6-Houston","Female","African American","13-17 Years Old","9","48.8243727598566"
"2021","6-Houston","Female","African American","13-17 Years Old","13","65.2208436724566"
"2021","6-Houston","Female","African American","13-17 Years Old","2","76.1612903225806"
"2021","6-Houston","Female","African American","Birth to 5 Years Old","5","8.0258064516129"
"2021","6-Houston","Female","African American","Birth to 5 Years Old","10","9.37741935483871"
"2021","6-Houston","Female","African American","Birth to 5 Years Old","6","22.8118279569892"
"2021","6-Houston","Female","African American","Birth to 5 Years Old","4","8.80645161290323"
"2021","6-Houston","Female","African American","6-12 Years Old","6","12.4677419354839"
"2021","6-Houston","Female","African American","6-12 Years Old","3","18.9247311827957"
"2021","6-Houston","Female","African American","6-12 Years Old","7","17.110599078341"
"2021","6-Houston","Female","African American","6-12 Years Old","4","54.1209677419355"
"2021","6-Houston","Female","Anglo","Birth to 5 Years Old","10","4.06774193548387"
"2021","6-Houston","Female","Anglo","6-12 Years Old","2","8.09677419354839"
"2021","6-Houston","Female","Anglo","6-12 Years Old","2","14"
"2021","6-Houston","Female","Anglo","6-12 Years Old","7","11.3456221198157"
"2021","6-Houston","Female","Anglo","13-17 Years Old","6","13.5483870967742"
"2021","6-Houston","Female","Anglo","13-17 Years Old","6","35.5322580645161"
"2021","6-Houston","Female","Anglo","13-17 Years Old","10","31.9322580645161"
"2021","6-Houston","Female","Anglo","13-17 Years Old","4","14.241935483871"
"2021","6-Houston","Female","Anglo","13-17 Years Old","3","12.8279569892473"
"2021","6-Houston","Female","Anglo","Birth to 5 Years Old","9","5.0752688172043"
"2021","6-Houston","Female","Anglo","Birth to 5 Years Old","10","10.1290322580645"
"2021","6-Houston","Female","Anglo","Birth to 5 Years Old","2","1.61290322580645"
"2021","6-Houston","Female","Anglo","Birth to 5 Years Old","6","3.79032258064516"
"2021","6-Houston","Female","Anglo","6-12 Years Old","7","10.9078341013825"
"2021","6-Houston","Female","Anglo","6-12 Years Old","2","0.725806451612903"
"2021","6-Houston","Female","Anglo","6-12 Years Old","1","6.93548387096774"
"2021","6-Houston","Female","Anglo","6-12 Years Old","2","2.37096774193548"
"2021","6-Houston","Female","Hispanic","Birth to 5 Years Old","3","3.24731182795699"
"2021","6-Houston","Female","Hispanic","Birth to 5 Years Old","16","4.35685483870968"
"2021","6-Houston","Female","Hispanic","6-12 Years Old","2","18.9354838709677"
"2021","6-Houston","Female","Hispanic","6-12 Years Old","7","43.036866359447"
"2021","6-Houston","Female","Hispanic","6-12 Years Old","5","20.3032258064516"
"2021","6-Houston","Female","Hispanic","13-17 Years Old","9","37.8673835125448"
"2021","6-Houston","Female","Hispanic","13-17 Years Old","6","23.0752688172043"
"2021","6-Houston","Female","Hispanic","13-17 Years Old","5","33.8258064516129"
"2021","6-Houston","Female","Hispanic","13-17 Years Old","4","39.9596774193548"
"2021","6-Houston","Female","Hispanic","13-17 Years Old","2","30.4032258064516"
"2021","6-Houston","Female","Hispanic","Birth to 5 Years Old","6","6.38172043010753"
"2021","6-Houston","Female","Hispanic","Birth to 5 Years Old","10","7.27741935483871"
"2021","6-Houston","Female","Hispanic","Birth to 5 Years Old","8","17.258064516129"
"2021","6-Houston","Female","Hispanic","Birth to 5 Years Old","3","26.3333333333333"
"2021","6-Houston","Female","Hispanic","6-12 Years Old","6","2.54838709677419"
"2021","6-Houston","Female","Hispanic","6-12 Years Old","2","17.2258064516129"
"2021","6-Houston","Female","Hispanic","6-12 Years Old","4","6.0241935483871"
"2021","6-Houston","Female","Hispanic","6-12 Years Old","8","16.5443548387097"
"2021","6-Houston","Female","Other","Birth to 5 Years Old","5","3.36129032258065"
"2021","6-Houston","Female","Other","6-12 Years Old","2","5.29032258064516"
"2021","6-Houston","Female","Other","6-12 Years Old","3","14.0215053763441"
"2021","6-Houston","Female","Other","6-12 Years Old","2","48.3870967741935"
"2021","6-Houston","Female","Other","13-17 Years Old","2","83.5806451612903"
"2021","6-Houston","Female","Other","13-17 Years Old","2","37.4516129032258"
"2021","6-Houston","Female","Other","Birth to 5 Years Old","3","10.3440860215054"
"2021","6-Houston","Female","Other","Birth to 5 Years Old","3","13.8064516129032"
"2021","6-Houston","Female","Other","6-12 Years Old","1","8.7741935483871"
"2021","6-Houston","Female","Other","6-12 Years Old","1","1.80645161290323"
"2021","6-Houston","Female","Unknown","Birth to 5 Years Old","1","0.161290322580645"
"2021","6-Houston","Female","Unknown","Birth to 5 Years Old","1","5.61290322580645"
"2021","6-Houston","Male","African American","Birth to 5 Years Old","13","4.00496277915633"
"2021","6-Houston","Male","African American","6-12 Years Old","8","31.491935483871"
"2021","6-Houston","Male","African American","6-12 Years Old","6","43.8333333333333"
"2021","6-Houston","Male","African American","6-12 Years Old","10","72.0516129032258"
"2021","6-Houston","Male","African American","13-17 Years Old","15","55.9225806451613"
"2021","6-Houston","Male","African American","13-17 Years Old","16","48.3104838709677"
"2021","6-Houston","Male","African American","13-17 Years Old","16","70.3286290322581"
"2021","6-Houston","Male","African American","13-17 Years Old","5","83.941935483871"
"2021","6-Houston","Male","African American","13-17 Years Old","4","74.2903225806452"
"2021","6-Houston","Male","African American","Birth to 5 Years Old","16","7.1633064516129"
"2021","6-Houston","Male","African American","Birth to 5 Years Old","5","12.1612903225806"
"2021","6-Houston","Male","African American","Birth to 5 Years Old","6","11.1612903225806"
"2021","6-Houston","Male","African American","Birth to 5 Years Old","2","17.3064516129032"
"2021","6-Houston","Male","African American","6-12 Years Old","5","20.9870967741935"
"2021","6-Houston","Male","African American","6-12 Years Old","7","21.8202764976959"
"2021","6-Houston","Male","African American","6-12 Years Old","9","31.2222222222222"
"2021","6-Houston","Male","African American","6-12 Years Old","6","29.9139784946237"
"2021","6-Houston","Male","Anglo","Birth to 5 Years Old","1","3.35483870967742"
"2021","6-Houston","Male","Anglo","Birth to 5 Years Old","11","5.7741935483871"
"2021","6-Houston","Male","Anglo","6-12 Years Old","4","16.008064516129"
"2021","6-Houston","Male","Anglo","6-12 Years Old","5","14.458064516129"
"2021","6-Houston","Male","Anglo","6-12 Years Old","5","36.2387096774194"
"2021","6-Houston","Male","Anglo","13-17 Years Old","4","44.9274193548387"
"2021","6-Houston","Male","Anglo","13-17 Years Old","8","31.883064516129"
"2021","6-Houston","Male","Anglo","13-17 Years Old","7","32.9170506912442"
"2021","6-Houston","Male","Anglo","13-17 Years Old","7","37.9907834101382"
"2021","6-Houston","Male","Anglo","13-17 Years Old","5","67.2838709677419"
"2021","6-Houston","Male","Anglo","Birth to 5 Years Old","10","4.49677419354839"
"2021","6-Houston","Male","Anglo","Birth to 5 Years Old","8","8.75"
"2021","6-Houston","Male","Anglo","Birth to 5 Years Old","6","9.86021505376344"
"2021","6-Houston","Male","Anglo","Birth to 5 Years Old","7","4.67281105990783"
"2021","6-Houston","Male","Anglo","6-12 Years Old","3","20.4838709677419"
"2021","6-Houston","Male","Anglo","6-12 Years Old","3","3.26881720430108"
"2021","6-Houston","Male","Anglo","6-12 Years Old","4","11.5887096774194"
"2021","6-Houston","Male","Anglo","6-12 Years Old","2","19.3709677419355"
"2021","6-Houston","Male","Hispanic","Birth to 5 Years Old","2","2.80645161290323"
"2021","6-Houston","Male","Hispanic","Birth to 5 Years Old","14","5.00691244239631"
"2021","6-Houston","Male","Hispanic","6-12 Years Old","14","32.0852534562212"
"2021","6-Houston","Male","Hispanic","6-12 Years Old","7","40.8847926267281"
"2021","6-Houston","Male","Hispanic","6-12 Years Old","2","31.741935483871"
"2021","6-Houston","Male","Hispanic","13-17 Years Old","5","26.2967741935484"
"2021","6-Houston","Male","Hispanic","13-17 Years Old","9","36.2293906810036"
"2021","6-Houston","Male","Hispanic","13-17 Years Old","7","29.2350230414747"
"2021","6-Houston","Male","Hispanic","13-17 Years Old","4","34.2016129032258"
"2021","6-Houston","Male","Hispanic","13-17 Years Old","3","76.7956989247312"
"2021","6-Houston","Male","Hispanic","Birth to 5 Years Old","6","12.3870967741935"
"2021","6-Houston","Male","Hispanic","Birth to 5 Years Old","8","10.2540322580645"
