"incident_date","incident_number","location_district","offense_code","offense_description","weapon_type","incident_location","city","state","zip","latitude","longitude","location_1","incident_status"
"2021-07-07T11:04:00.000","2021-079624","82","220","BURGLARY/B&E",,"7201  INTERSTATE 30","LITTLE ROCK","AR","72209","34.680455","-92.314746","(34.680455, -92.314746)","AD"
"2018-10-16T18:45:00.000","2018-132471","81","13A","AGGRAVATED ASSAULT","MOTOR VEHICLE","5001 W 65TH ST","LITTLE ROCK","AR","72209","34.6903","-92.331863","(34.6903, -92.331863)","AR"
"2017-05-11T18:12:00.000","2017-054874","90","23D","THEFT FROM BUILDING",,"9709 INTERSTATE 30","LITTLE ROCK","AR","72209","34.674665","-92.368599","(34.674665, -92.368599)","AD"
"2022-09-04T13:37:00.000","2022-105521","39","23F","THEFT FROM MOTOR VEHICLE",,"219 RIVER MARKET AVE","LITTLE ROCK","AR","72201","34.47457","-92.226566","(34.47457, -92.226566)","AC"
"2020-02-07T13:56:00.000","2020-015015","83","23G","THEFT OF MOTOR VEHICLE PARTS",,"5304 MULBERRY PL","LITTLE ROCK","AR","72206","34.62763","-92.340661","(34.62763, -92.340661)","VD"
"2020-12-28T07:42:00.000","2020-149184","93","23F","THEFT FROM MOTOR VEHICLE",,"13501  OTTER CREEK PKY","LITTLE ROCK","AR","72210","34.657799","-92.428532","(34.657799, -92.428532)","AD"
"2017-02-16T23:30:00.000","2017-018598","42","13A","AGGRAVATED ASSAULT","HANDGUN","FOURCHE DAM PIKE","LITTLE ROCK","AR","72209","34.642052","-92.361274","(34.642052, -92.361274)","EX"
"2021-12-12T15:57:00.000","2021-151695","52","23D","THEFT FROM BUILDING",,"1702 S GAINES ST","LITTLE ROCK","AR","72206","34.473318","-92.228106","(34.473318, -92.228106)","AD"
"2018-05-12T21:50:00.000","2018-058899","91","23D","THEFT FROM BUILDING",,"7620 BASELINE RD","LITTLE ROCK","AR","72209","34.669718","-92.362287","(34.669718, -92.362287)","OP"
"2022-02-01T12:45:00.000","2022-012628","80","23G","THEFT OF MOTOR VEHICLE PARTS",,"4200 HOERNER RD","LITTLE ROCK","AR","72209","34.696315","-92.322777","(34.696315, -92.322777)","AD"
"2017-03-24T10:14:00.000","2017-032415","92","23H","ALL OTHER LARCENY",,"9300 MABELVALE PIKE","LITTLE ROCK","AR","72103","34.666117","-92.385493","(34.666117, -92.385493)","EX"
"2017-12-21T17:00:00.000","2017-160175","81","23H","ALL OTHER LARCENY",,"5400 WESTMINISTER DR","LITTLE ROCK","AR","72209","34.685782","-92.337076","(34.685782, -92.337076)","AD"
"2020-11-16T17:58:00.000","2020-134683","91","23C","SHOPLIFTING",,"11 MABELVALE PLAZA LN","LITTLE ROCK","AR","72209","34.665371","-92.383563","(34.665371, -92.383563)","AD"
"2020-01-06T11:44:00.000","2020-002388","81","13A","AGGRAVATED ASSAULT","HANDGUN","7515 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.681323","-92.342216","(34.681323, -92.342216)","EX"
"2019-01-31T22:00:00.000","2019-014023","90","23F","THEFT FROM MOTOR VEHICLE",,"32 SOUTHMONT DR","LITTLE ROCK","AR","72209","34.692809","-92.355636","(34.692809, -92.355636)","OP"
"2021-05-13T08:13:00.000","2021-052206","81","13A","AGGRAVATED ASSAULT","HANDGUN","6815  FORBING RD","LITTLE ROCK","AR","72209","34.683395","-92.353441","(34.683395, -92.353441)","EX"
"2022-04-25T08:15:00.000","2022-047121","92","23G","THEFT OF MOTOR VEHICLE PARTS",,"11201 BASS PRO PKY","LITTLE ROCK","AR","72210","34.661995","-92.407734","(34.661995, -92.407734)","RC"
"2018-08-23T18:00:00.000","2018-107115","91","23H","ALL OTHER LARCENY",,"9523  MABELVALE","LITTLE ROCK","AR","72103","34.66415","-92.385946","(34.66415, -92.385946)","O"
"2019-11-04T19:35:00.000","2019-138174","91","13A","AGGRAVATED ASSAULT","KNIFE/CUTTING INSTRUMENT","8924 MERRIVALE DR","LITTLE ROCK","AR","72209","34.669102","-92.373151","(34.669102, -92.373151)","AR"
"2022-01-17T12:42:00.000","2022-006366","91","23C","SHOPLIFTING",,"10215 MABELVALE PLAZA DR","LITTLE ROCK","AR","72209","34.666941","-92.379063","(34.666941, -92.379063)","AD"
"2020-05-10T12:00:00.000","2020-050995","91","23D","THEFT FROM BUILDING",,"6201 MABELVALE CUT OFF RD","LITTLE ROCK","AR","72209","34.65436","-92.348385","(34.65436, -92.348385)","AD"
"2018-03-18T23:00:00.000","2018-032345","82","13A","AGGRAVATED ASSAULT","HANDGUN","7009 EDDY LN","LITTLE ROCK","AR","72209","34.666305","-92.356349","(34.666305, -92.356349)","AR"
"2019-01-06T21:57:00.000","2019-002574","92","120","ROBBERY","FIREARM","10402 MABELVALE PIKE","LITTLE ROCK","AR","72103","34.657164","-92.388145","(34.657164, -92.388145)","AD"
"2019-02-12T11:00:00.000","2019-018660","91","23C","SHOPLIFTING",,"8801 BASELINE RD","LITTLE ROCK","AR","72209","34.667162","-92.37698","(34.667162, -92.37698)","AR"
"2017-04-23T19:49:00.000","2017-046138","80","220","BURGLARY/B&E",,"6200 SCOTT HAMILTON DR","LITTLE ROCK","AR","72209","34.692517","-92.318581","(34.692517, -92.318581)","OP"
"2017-03-18T10:54:00.000","2017-029977","93","13A","AGGRAVATED ASSAULT","HANDGUN","29 LYNDELL DR","LITTLE ROCK","AR","72210","34.694579","-92.332734","(34.694579, -92.332734)","EX"
"2017-01-17T19:52:00.000","2017-006553","93","23C","SHOPLIFTING",,"9125  STAGECOACH RD","LITTLE ROCK","AR","72209","34.668821","-92.419476","(34.668821, -92.419476)","AD"
"2021-05-29T20:12:00.000","2021-060450","81","220","BURGLARY/B&E",,"3520 W 69TH ST","LITTLE ROCK","AR","72209","34.686476","-92.315459","(34.686476, -92.315459)","AD"
"2019-05-09T00:49:00.000","2019-056012","91","13A","AGGRAVATED ASSAULT","BLUNT OBJECT","9515 INTERSTATE 30","LITTLE ROCK","AR","72209","34.67422","-92.366523","(34.67422, -92.366523)","EX"
"2021-05-10T13:14:00.000","2021-050933","92","23F","THEFT FROM MOTOR VEHICLE",,"13600 WIMBLEDON LOOP","LITTLE ROCK","AR","72210","34.671331","-92.432141","(34.671331, -92.432141)","AR"
"2022-01-22T14:44:00.000","2022-008502","81","13A","AGGRAVATED ASSAULT","MOTOR VEHICLE","5001 W 65TH ST","LITTLE ROCK","AR","72209","34.68883","-92.332645","(34.68883, -92.332645)","AR"
"2019-01-31T04:00:00.000","2019-013437","81","240","MOTOR VEHICLE THEFT",,"2401 W 65TH ST","LITTLE ROCK","AR","72209","34.688996","-92.304505","(34.688996, -92.304505)","RC"
"2017-08-23T15:30:00.000","2017-105179","93","23H","ALL OTHER LARCENY",,"8101 CRYSTAL VALLEY CV","LITTLE ROCK","AR","72210","34.677264","-92.419363","(34.677264, -92.419363)","AD"
"2019-11-23T16:30:00.000","2019-145998","91","220","BURGLARY/B&E",,"10903 VERNON DR","LITTLE ROCK","AR","72209","34.651313","-92.361207","(34.651313, -92.361207)","AD"
"2022-06-01T16:06:00.000","2022-063714","80","13A","AGGRAVATED ASSAULT","HANDGUN","4610 GUM SPRINGS RD","LITTLE ROCK","AR","72202","34.690928","-92.332319","(34.690928, -92.332319)","AD"
"2017-08-18T18:00:00.000","2017-101767","90","23H","ALL OTHER LARCENY",,"7700 N CHICOT RD","LITTLE ROCK","AR","72209","34.680481","-92.36261","(34.680481, -92.36261)","OP"
"2019-03-04T11:30:00.000","2019-028539","82","23H","ALL OTHER LARCENY",,"5813 BASELINE RD","LITTLE ROCK","AR","72209","34.668466","-92.341959","(34.668466, -92.341959)","OP"
"2019-11-17T00:50:00.000","2019-143236","92","23F","THEFT FROM MOTOR VEHICLE",,"16 WHISPERING DR","LITTLE ROCK","AR","72002","34.638499","-92.427184","(34.638499, -92.427184)","AD"
"2022-07-31T11:18:00.000","2022-090222","82","13A","AGGRAVATED ASSAULT","PERSONAL WEAPONS (HANDS, FISTS, ETC)","7501 INTERSTATE 30","LITTLE ROCK","AR","72209","34.67772","-92.32143","(34.67772, -92.32143)","AD"
"2020-01-05T06:30:00.000","2020-004201","90","23H","ALL OTHER LARCENY",,"5700 S UNIVERSITY AVE","LITTLE ROCK","AR","72209","34.697771","-92.346735","(34.697771, -92.346735)","OP"
"2020-11-12T01:57:00.000","2020-132707","91","13A","AGGRAVATED ASSAULT","FIREARM","10915  MERLIN CT","LITTLE ROCK","AR","72209","34.650529","-92.356217","(34.650529, -92.356217)","AC"
"2021-08-07T00:17:00.000","2021-094343","81","220","BURGLARY/B&E",,"7  MANSFIELD DR","LITTLE ROCK","AR","72209","34.681457","-92.33332","(34.681457, -92.33332)","AD"
"2018-03-15T08:55:00.000","2018-030744","81","13A","AGGRAVATED ASSAULT","MOTOR VEHICLE","6000 YOUNG RD","LITTLE ROCK","AR","72209","34.680012","-92.343817","(34.680012, -92.343817)","AR"
"2020-10-21T09:01:00.000","2020-123231","93","240","MOTOR VEHICLE THEFT",,"25  FALCON CT","LITTLE ROCK","AR","72210","34.679333","-92.430986","(34.679333, -92.430986)","AD"
"2018-06-28T16:40:00.000","2018-079446","91","23C","SHOPLIFTING",,"8801 BASELINE RD","LITTLE ROCK","AR","72209","34.670094","-92.376278","(34.670094, -92.376278)","AR"
"2018-12-16T16:55:00.000","2018-159311","93","23C","SHOPLIFTING",,"1 BASS PRO DR","LITTLE ROCK","AR","72210","34.657537","-92.410965","(34.657537, -92.410965)","OP"
"2021-12-05T21:44:00.000","2021-148826","83","13A","AGGRAVATED ASSAULT","FIREARM","9411 SOUTHBORO DR","LITTLE ROCK","AR","72209","34.665201","-92.341002","(34.665201, -92.341002)","AD"
"2019-04-05T21:46:00.000","2019-041016","80","23D","THEFT FROM BUILDING",,"4725 HOFFMAN RD","LITTLE ROCK","AR","72209","34.696228","-92.329625","(34.696228, -92.329625)","OP"
"2021-11-01T21:01:00.000","2021-134778","80","23F","THEFT FROM MOTOR VEHICLE",,"4 HANOVER DR","LITTLE ROCK","AR","72209","34.692765","-92.351199","(34.692765, -92.351199)","AD"
"2018-11-03T11:41:00.000","2019-137571","81","13A","AGGRAVATED ASSAULT","PERSONAL WEAPONS (HANDS, FISTS, ETC)","8118 STANTON RD","LITTLE ROCK","AR","72209","34.674873","-92.33317","(34.674873, -92.33317)","AD"
"2019-03-13T08:05:00.000","2019-031607","81","23F","THEFT FROM MOTOR VEHICLE",,"6605 TULIP RD","LITTLE ROCK","AR","72209","34.675673","-92.350543","(34.675673, -92.350543)","OP"
"2021-08-31T09:18:00.000","2021-105937","82","23H","ALL OTHER LARCENY",,"7008 AZALEA DR","LITTLE ROCK","AR","72209","34.673845","-92.355369","(34.673845, -92.355369)","OP"
"2020-06-05T16:10:00.000","2020-061465","80","23H","ALL OTHER LARCENY",,"5201  GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.702537","-92.342534","(34.702537, -92.342534)","OP"
"2018-06-05T13:23:00.000","2018-068169","82","23H","ALL OTHER LARCENY",,"5700 VALLEY DR","LITTLE ROCK","AR","72209","34.660988","-92.341133","(34.660988, -92.341133)","OP"
"2021-10-13T13:22:00.000","2021-126092","91","23C","SHOPLIFTING",,"11  MABELVALE PLAZA LN","LITTLE ROCK","AR","72103","34.665378","-92.383569","(34.665378, -92.383569)","AR"
"2018-09-08T07:00:00.000","2018-114451","81","23F","THEFT FROM MOTOR VEHICLE",,"11 DAVEN CT","LITTLE ROCK","AR","72209","34.687603","-92.333297","(34.687603, -92.333297)","UP"
"2020-06-14T00:00:00.000","2020-064870","90","240","MOTOR VEHICLE THEFT",,"6508  CAROLINA DR","LITTLE ROCK","AR","72209","34.690791","-92.360324","(34.690791, -92.360324)","AD"
"2017-02-20T15:52:00.000","2017-019810","91","13A","AGGRAVATED ASSAULT","HANDGUN","11500 CHICOT RD","LITTLE ROCK","AR","72103","34.645877","-92.363563","(34.645877, -92.363563)","OP"
"2020-11-21T19:15:00.000","2020-136787","93","13A","AGGRAVATED ASSAULT","HANDGUN","10720  BASS PRO PKWY","LITTLE ROCK","AR","72209","34.657543","-92.410366","(34.657543, -92.410366)","AD"
"2017-04-29T10:00:00.000","2017-051362","90","240","MOTOR VEHICLE THEFT",,"8010 MABELVALE PIKE","LITTLE ROCK","AR","72209","34.680765","-92.36876","(34.680765, -92.36876)","AR"
"2020-06-25T07:19:00.000","2020-069515","91","23C","SHOPLIFTING",,"8801  BASELINE RD","LITTLE ROCK","AR","72209","34.667162","-92.37698","(34.667162, -92.37698)","AD"
"2021-10-29T12:41:00.000","2021-133342","82","23H","ALL OTHER LARCENY",,"3500 BASELINE RD","LITTLE ROCK","AR","72209","34.66843","-92.316934","(34.66843, -92.316934)","AD"
"2018-09-13T08:00:00.000","2018-118870","82","23D","THEFT FROM BUILDING",,"6401 BASELINE RD","LITTLE ROCK","AR","72209","34.669321","-92.349387","(34.669321, -92.349387)","OP"
"2019-12-27T17:00:00.000","2019-161560","80","23G","THEFT OF MOTOR VEHICLE PARTS",,"6424 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.69117","-92.343465","(34.69117, -92.343465)","AD"
"2020-07-18T00:25:00.000","2020-080500","81","23H","ALL OTHER LARCENY",,"5310 BASELINE RD","LITTLE ROCK","AR","72209","34.669284","-92.337297","(34.669284, -92.337297)","AD"
"2020-05-05T14:10:00.000","2020-048496","80","23H","ALL OTHER LARCENY",,"4811 TERRA VISTA CIR","LITTLE ROCK","AR","72209","34.692251","-92.330582","(34.692251, -92.330582)","AD"
"2020-05-29T17:58:00.000","2020-058371","90","13A","AGGRAVATED ASSAULT","BLUNT OBJECT","5620 S UNIVERSITY AVE","LITTLE ROCK","AR","72209","34.698961","-92.346155","(34.698961, -92.346155)","EX"
"2020-03-29T07:00:00.000","2020-034811","90","240","MOTOR VEHICLE THEFT",,"9700 BASELINE RD","LITTLE ROCK","AR","72209","34.670657","-92.386639","(34.670657, -92.386639)","AJ"
"2019-11-16T01:00:00.000","2019-142931","93","23F","THEFT FROM MOTOR VEHICLE",,"5 PAR DR","LITTLE ROCK","AR","72210","34.672582","-92.42749","(34.672582, -92.42749)","AD"
"2021-01-12T17:05:00.000","2021-002783","82","23H","ALL OTHER LARCENY",,"7001 DAHLIA DR","LITTLE ROCK","AR","72209","34.671302","-92.355087","(34.671302, -92.355087)","AD"
"2020-01-01T13:00:00.000","2020-000352","93","23C","SHOPLIFTING",,"11201 BASS PRO PKWY","LITTLE ROCK","AR","72210","34.657543","-92.410366","(34.657543, -92.410366)","AR"
"2018-12-07T17:30:00.000","2018-156067","83","240","MOTOR VEHICLE THEFT",,"6817 KNOLLWOOD RD","LITTLE ROCK","AR","72209","34.664485","-92.353792","(34.664485, -92.353792)","VD"
"2019-07-23T09:00:00.000","2019-091605","81","240","MOTOR VEHICLE THEFT",,"6100 MITCHELL DR","LITTLE ROCK","AR","72209","34.677833","-92.345391","(34.677833, -92.345391)","AD"
"2019-02-06T16:30:00.000","2019-016518","93","220","BURGLARY/B&E",,"21 NANDINA CIR","LITTLE ROCK","AR","72210","34.655269","-92.431349","(34.655269, -92.431349)","OP"
"2019-03-24T00:37:00.000","2019-035639","81","13A","AGGRAVATED ASSAULT","KNIFE/CUTTING INSTRUMENT","5300 BASELINE RD","LITTLE ROCK","AR","72209","34.670112","-92.337504","(34.670112, -92.337504)","AR"
"2022-07-31T21:40:00.000","2022-090414","92","13A","AGGRAVATED ASSAULT","KNIFE/CUTTING INSTRUMENT","11300 BASS PRO PKY","LITTLE ROCK","AR","72210","34.662614","-92.41286","(34.662614, -92.41286)","AD"
"2022-08-26T18:15:00.000","2022-101603","91","23H","ALL OTHER LARCENY",,"7809  NOLEN DR","LITTLE ROCK","AR","72103","34.662641","-92.36555","(34.662641, -92.36555)","OP"
"2018-09-30T21:58:00.000","2018-124991","91","120","ROBBERY","FIREARM","7501 MABELVALE CUT OFF RD","LITTLE ROCK","AR","72103","34.654579","-92.362359","(34.654579, -92.362359)","OP"
"2017-12-16T02:31:00.000","2017-157665","83","13A","AGGRAVATED ASSAULT","HANDGUN","4316 PINE CONE DR","LITTLE ROCK","AR","72209","34.66431","-92.326749","(34.66431, -92.326749)","AD"
"2017-07-08T15:30:00.000","2017-084186","81","23H","ALL OTHER LARCENY",,"6901 JUNIPER RD","LITTLE ROCK","AR","72209","34.675018","-92.354184","(34.675018, -92.354184)","OP"
"2020-12-17T15:44:00.000","2020-146725","70","23F","THEFT FROM MOTOR VEHICLE",,"11525 CANTRELL RD","LITTLE ROCK","AR","72212","34.479354","-92.240035","(34.479354, -92.240035)","AD"
"2017-01-14T21:27:00.000","2017-005441","91","23C","SHOPLIFTING",,"11 MABELVALE PLAZA LN","LITTLE ROCK","AR","72209","34.666646","-92.383429","(34.666646, -92.383429)","AR"
"2020-03-10T11:00:00.000","2020-028019","80","23D","THEFT FROM BUILDING",,"10901 ARCH STREET PIKE","LITTLE ROCK","AR","72206","34.650578","-92.3054","(34.650578, -92.3054)","AD"
"2022-07-20T17:16:00.000","2022-085719","92","23H","ALL OTHER LARCENY",,"42 NANDINA LN","LITTLE ROCK","AR","72210","34.65444","-92.431346","(34.65444, -92.431346)","OP"
"2017-11-21T08:00:00.000","2017-146734","82","220","BURGLARY/B&E",,"9500 S HEIGHTS RD","LITTLE ROCK","AR","72209","34.664609","-92.33164","(34.664609, -92.33164)","OP"
"2021-09-04T14:54:00.000","2021-108050","91","220","BURGLARY/B&E",,"9725  COCHRANE ST","LITTLE ROCK","AR","72209","34.654173","-92.385359","(34.654173, -92.385359)","AD"
"2022-06-03T19:01:00.000","2022-064683","83","13A","AGGRAVATED ASSAULT","BLUNT OBJECT","6201  MABELVALE CTF","LITTLE ROCK","AR","72209","34.654367","-92.348391","(34.654367, -92.348391)","EX"
"2020-08-10T06:50:00.000","2020-090973","80","23F","THEFT FROM MOTOR VEHICLE",,"54  SOUTHERN OAKS DR","LITTLE ROCK","AR","72209","34.693332","-92.337016","(34.693332, -92.337016)","AD"
"2018-07-14T12:00:00.000","2018-087182","93","23F","THEFT FROM MOTOR VEHICLE",,"6 OLYMPIA CT","LITTLE ROCK","AR","72210","34.677104","-92.420928","(34.677104, -92.420928)","AD"
"2020-09-05T12:04:00.000","2020-102841","93","23H","ALL OTHER LARCENY",,"11701  INTERSTATE 30","LITTLE ROCK","AR","72209","34.657764","-92.40542","(34.657764, -92.40542)","AD"
"2017-08-17T11:52:00.000","2017-101125","82","23D","THEFT FROM BUILDING",,"6801 BASELINE RD","LITTLE ROCK","AR","72209","34.669441","-92.353104","(34.669441, -92.353104)","AR"
"2018-09-14T21:00:00.000","2018-117965","80","220","BURGLARY/B&E",,"6001 BUTLER RD","LITTLE ROCK","AR","72209","34.694724","-92.33161","(34.694724, -92.33161)","AD"
"2017-07-10T17:25:00.000","2017-083742","91","23D","THEFT FROM BUILDING",,"11 MABELVALE PLAZA LN","LITTLE ROCK","AR","72209","34.666646","-92.383429","(34.666646, -92.383429)","AR"
"2019-01-07T07:30:00.000","2019-002797","81","23F","THEFT FROM MOTOR VEHICLE",,"5900 WINDAMERE DR","LITTLE ROCK","AR","72209","34.674521","-92.343616","(34.674521, -92.343616)","OP"
"2020-04-08T15:00:00.000","2020-038606","81","23C","SHOPLIFTING",,"8717 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.67055","-92.342768","(34.67055, -92.342768)","AC"
"2018-03-09T15:00:00.000","2018-029626","81","23D","THEFT FROM BUILDING",,"6100 LEON CIR","LITTLE ROCK","AR","72209","34.682269","-92.344357","(34.682269, -92.344357)","AD"
"2022-05-28T19:58:00.000","2022-062051","91","23H","ALL OTHER LARCENY",,"8801  BASELINE RD","LITTLE ROCK","AR","72209","34.667168","-92.376986","(34.667168, -92.376986)","OP"
"2019-07-22T04:40:00.000","2019-091091","90","23F","THEFT FROM MOTOR VEHICLE",,"6 BUFFALO CV","LITTLE ROCK","AR","72204","34.696419","-92.400217","(34.696419, -92.400217)","OP"
"2020-11-21T23:31:00.000","2020-136889","91","120","ROBBERY","HANDGUN","8801  BASELINE RD","LITTLE ROCK","AR","72209","34.667162","-92.37698","(34.667162, -92.37698)","AD"
"2019-09-08T12:00:00.000","2019-113943","82","23G","THEFT OF MOTOR VEHICLE PARTS",,"1900 W 65TH ST","LITTLE ROCK","AR","72209","34.68617","-92.29925","(34.68617, -92.29925)","VD"
"2019-11-15T11:15:00.000","2019-144602","91","23H","ALL OTHER LARCENY",,"6 S ORCHARD CV","LITTLE ROCK","AR","72103","34.643073","-92.388032","(34.643073, -92.388032)","AD"
"2019-10-24T01:00:00.000","2019-133349","80","23F","THEFT FROM MOTOR VEHICLE",,"15 ELMHURST DR","LITTLE ROCK","AR","72209","34.702574","-92.332287","(34.702574, -92.332287)","AD"
"2017-10-09T19:00:00.000","2017-127217","93","23D","THEFT FROM BUILDING",,"8 TREVINO CV","LITTLE ROCK","AR","72210","34.670962","-92.438101","(34.670962, -92.438101)","OP"
"2017-06-12T12:35:00.000","2017-070132","92","23C","SHOPLIFTING",,"12024 VIMY RIDGE RD","LITTLE ROCK","AR","72002","34.64108","-92.416251","(34.64108, -92.416251)","AD"
"2018-08-14T04:15:00.000","2018-102658","91","23F","THEFT FROM MOTOR VEHICLE",,"6613 GOLD CT","LITTLE ROCK","AR","72209","34.652172","-92.35258","(34.652172, -92.35258)","AD"
"2020-12-16T13:51:00.000","2020-146456","50","23D","THEFT FROM BUILDING",,"1900 N POLK ST","LITTLE ROCK","AR","72207","34.476953","-92.233518","(34.476953, -92.233518)","AD"
"2021-04-28T08:00:00.000","2021-045209","80","220","BURGLARY/B&E",,"6420 S UNIVERSITY AVE","LITTLE ROCK","AR","72209","34.69158","-92.347461","(34.69158, -92.347461)","AD"
"2019-12-29T17:18:00.000","2019-161269","81","23C","SHOPLIFTING",,"8824 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.670636","-92.345837","(34.670636, -92.345837)","AD"
"2020-10-11T19:35:00.000","2020-119007","91","23C","SHOPLIFTING",,"10215  MABELVALE PLAZA DR","LITTLE ROCK","AR","72209","34.666934","-92.379056","(34.666934, -92.379056)","AD"
"2022-03-21T04:32:00.000","2022-032190","83","220","BURGLARY/B&E",,"7501 MABELVALE CTF","LITTLE ROCK","AR","72209","34.654486","-92.362238","(34.654486, -92.362238)","AD"
"2019-07-08T22:30:00.000","2019-085403","80","23F","THEFT FROM MOTOR VEHICLE",,"4808 TERRA VISTA CIR","LITTLE ROCK","AR","72209","34.693241","-92.330877","(34.693241, -92.330877)","OP"
"2019-03-04T23:00:00.000","2019-027503","83","240","MOTOR VEHICLE THEFT",,"3401 ARAPAHO TRL","LITTLE ROCK","AR","72209","34.661539","-92.317219","(34.661539, -92.317219)","VD"
"2019-12-18T11:30:00.000","2019-156965","93","23H","ALL OTHER LARCENY",,"98 WESTFIELD LOOP","LITTLE ROCK","AR","72210","34.663796","-92.426419","(34.663796, -92.426419)","AD"
"2019-06-08T02:13:00.000","2019-070159","80","13A","AGGRAVATED ASSAULT","FIREARM","5201 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.702537","-92.342534","(34.702537, -92.342534)","AC"
"2019-11-01T17:25:00.000","2019-136874","91","13A","AGGRAVATED ASSAULT","KNIFE/CUTTING INSTRUMENT","10208 MILKYWAY DR","LITTLE ROCK","AR","72209","34.657333","-92.370438","(34.657333, -92.370438)","AJ"
"2019-11-07T03:49:00.000","2019-139135","81","220","BURGLARY/B&E",,"8501 DREHER LN","LITTLE ROCK","AR","72209","34.671686","-92.334494","(34.671686, -92.334494)","AD"
"2018-07-01T10:30:00.000","2018-080839","91","13A","AGGRAVATED ASSAULT","PERSONAL WEAPONS (HANDS, FISTS, ETC)","9520 WILDERNESS RD","LITTLE ROCK","AR","72209","34.663868","-92.371056","(34.663868, -92.371056)","EX"
"2017-09-19T23:00:00.000","2017-117116","91","23H","ALL OTHER LARCENY",,"10600 MANN RD","LITTLE ROCK","AR","72103","34.658033","-92.383828","(34.658033, -92.383828)","OP"
"2021-10-08T07:09:00.000","2021-123585","81","240","MOTOR VEHICLE THEFT",,"6600 MURRAY ST","LITTLE ROCK","AR","72209","34.689433","-92.31297","(34.689433, -92.31297)","AR"
"2017-07-09T05:45:00.000","2017-083048","81","23H","ALL OTHER LARCENY",,"5001 W 65TH ST","LITTLE ROCK","AR","72209","34.6903","-92.331863","(34.6903, -92.331863)","OP"
"2018-06-09T10:00:00.000","2018-070086","81","13A","AGGRAVATED ASSAULT","HANDGUN","5300 BASELINE RD","LITTLE ROCK","AR","72209","34.668816","-92.336563","(34.668816, -92.336563)","EX"
"2022-08-31T08:26:00.000","2022-103530","82","23H","ALL OTHER LARCENY","UNKNOWN","5310  BASELINE RD","LITTLE ROCK","AR","72209","34.669284","-92.337297","(34.669284, -92.337297)","OP"
"2019-01-30T09:00:00.000","2019-013674","91","23H","ALL OTHER LARCENY",,"9708 WOODFORD DR","LITTLE ROCK","AR","72209","34.663725","-92.375248","(34.663725, -92.375248)","OP"
"2017-12-01T11:30:00.000","2017-150841","82","23D","THEFT FROM BUILDING",,"9417 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.665106","-92.344545","(34.665106, -92.344545)","AJ"
"2021-05-27T19:08:00.000","2021-059389","54","23D","THEFT FROM BUILDING",,"2300 S MONROE ST","LITTLE ROCK","AR","72204","34.47309","-92.232844","(34.47309, -92.232844)","AD"
"2017-11-14T22:05:00.000","2017-143784","81","240","MOTOR VEHICLE THEFT",,"8701 INTERSTATE 30","LITTLE ROCK","AR","72209","34.678997","-92.347123","(34.678997, -92.347123)","RC"
"2021-05-21T12:29:00.000","2021-056185","81","23H","ALL OTHER LARCENY",,"6501  GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.689972","-92.342164","(34.689972, -92.342164)","AD"
"2021-02-18T13:23:00.000","2021-015860","93","240","MOTOR VEHICLE THEFT",,"5415 ROBIN RD","LITTLE ROCK","AR","72204","34.701454","-92.363051","(34.701454, -92.363051)","AD"
"2020-12-27T16:16:00.000","2020-149076",,"23C","SHOPLIFTING",,"7501  MABELVALE CTF","LITTLE ROCK","AR","72209","34.654486","-92.362238","(34.654486, -92.362238)","AD"
"2018-05-03T09:00:00.000","2018-059107","91","23D","THEFT FROM BUILDING",,"10011 INTERSTATE 30","LITTLE ROCK","AR","72209","34.672428","-92.374567","(34.672428, -92.374567)","OP"
"2020-04-28T08:00:00.000","2020-046031","82","220","BURGLARY/B&E",,"7501 KNOLLWOOD RD","LITTLE ROCK","AR","72209","34.664523","-92.361714","(34.664523, -92.361714)","AD"
"2018-09-27T02:30:00.000","2018-123441","82","220","BURGLARY/B&E",,"9310 HILARO SPRINGS RD","LITTLE ROCK","AR","72209","34.663587","-92.318913","(34.663587, -92.318913)","OP"
"2020-12-09T14:08:00.000","2020-143785",,"23C","SHOPLIFTING",,"8824  GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.670636","-92.345837","(34.670636, -92.345837)","AD"
"2017-08-11T07:00:00.000","2017-098925","81","240","MOTOR VEHICLE THEFT",,"2715 W 65TH ST","LITTLE ROCK","AR","72209","34.689198","-92.308167","(34.689198, -92.308167)","VD"
"2018-10-08T16:00:00.000","2018-129260","90","220","BURGLARY/B&E",,"5601 MABELVALE PIKE","LITTLE ROCK","AR","72209","34.699958","-92.343506","(34.699958, -92.343506)","OP"
"2021-11-12T08:11:00.000","2021-139118","80","23G","THEFT OF MOTOR VEHICLE PARTS",,"6200 MURRAY ST","LITTLE ROCK","AR","72209","34.69266","-92.31347","(34.69266, -92.31347)","AD"
"2017-01-16T13:20:00.000","2017-005993","90","23D","THEFT FROM BUILDING",,"7005 SHETLAND DR","LITTLE ROCK","AR","72209","34.686288","-92.357349","(34.686288, -92.357349)","OP"
