"hwy","dir","bmp","emp","length","region","year","funcl","county","ptyp","trafz","envz","depth","numlanes","pgrp","nhs","iri","rut","fatg","tran","long","crbk","dl","dlidx","curve","mtcy","mtcd","cond"
"014C","2","235.987","236.7","0.713","4","1990","2","Logan","3","2","4","8.25","2","3242","1","64","100","0","82","87","97","7","IRI","D","1986","1.75","MODERATE"
"015A","1","0","5.1","5.1","5","1988","6","Rio Grande","1","2","2","4","2","1222","0","79","100","99","48","96","0","0","TRAN","D","2007","1.5","LOW"
"015A","1","5.1","10.2","5.1","5","1985","6","Rio Grande","1","2","2","4","2","1222","0","81","100","98","38","96","0","0","TRAN","D","2010","1.5","LOW"
"015A","1","10.2","10.7","0.5","5","1980","8","Rio Grande","1","1","2","4","2","1122","0","82","100","99","32","93","0","0","TRAN","D","-1","-1","LOW"
"015A","1","10.7","12.4","1.7","5","1982","8","Rio Grande","1","1","2","4","2","1122","0","79","99","96","38","91","0","0","TRAN","D","-1","-1","LOW"
"015B","1","20.4","25.4","5","5","1986","7","Conejos","1","2","2","4","2","1222","0","82","100","95","48","94","0","0","TRAN","D","2006","1.5","LOW"
"015B","1","25.4","26.562","1.162","5","1986","7","Conejos","1","2","2","4","2","1222","0","78","97","97","56","96","0","1","TRAN","D","2007","0.5","LOW"
"015B","1","26.562","30.9","4.338","5","1981","6","Conejos","1","2","2","4","2","1222","0","79","99","100","70","98","0","4","TRAN","D","2007","0.5","MODERATE"
"016A","1","0","0.51","0.51","2","2008","12","El Paso","3","2","3","8.5","3","3232","1","72","100","0","64","95","99","7","TRAN","D","-1","-1","MODERATE"
"016A","1","0.51","1.41","0.9","2","2011","12","El Paso","3","2","3","8.5","3","3232","1","78","100","0","92","98","100","14","IRI","D","-1","-1","HIGH"
"016A","2","1.2","3.1","1.9","2","2001","12","El Paso","1","2","3","4","2","1232","1","76","100","85","84","96","0","6","IRI","D","-1","-1","MODERATE"
"016A","1","1.41","3.1","1.69","2","2001","12","El Paso","1","2","3","4","2","1232","1","75","100","80","76","97","0","6","TRAN","D","-1","-1","MODERATE"
"017A","1","0","5.1","5.1","5","1990","6","Conejos","1","2","1","4","2","1212","0","76","100","93","52","95","0","1","TRAN","D","2006","0.5","LOW"
"017A","1","5.1","8.7","3.6","5","1991","6","Conejos","1","2","1","4","2","1212","0","87","100","100","71","98","0","6","TRAN","D","2009","1.5","MODERATE"
"017A","1","8.7","13.7","5","5","2013","6","Conejos","1","2","1","1.5","2","1211","0","86","100","100","84","99","0","4","TRAN","D","2005","0.5","MODERATE"
"017A","1","13.7","15","1.3","5","2013","6","Conejos","1","2","1","1.5","2","1211","0","84","100","100","91","100","0","4","IRI","D","2005","0.5","MODERATE"
"017A","1","15","20","5","5","1991","6","Conejos","1","2","1","4","2","1212","0","75","100","88","15","93","0","0","TRAN","D","2004","0.5","LOW"
"017A","1","20","25","5","5","1991","6","Conejos","1","2","1","4","2","1212","0","75","100","93","29","91","0","0","TRAN","D","1992","1","LOW"
"017A","1","25","30","5","5","1991","6","Conejos","1","2","1","4","2","1212","0","80","100","99","41","96","0","0","TRAN","D","2011","0.5","LOW"
"017A","1","30","35","5","5","1991","6","Conejos","1","2","1","4","2","1212","0","81","100","99","39","92","0","0","TRAN","D","2011","0.5","LOW"
"017A","1","35","39.1","4.1","5","1991","6","Conejos","1","2","2","4","2","1222","0","78","100","100","62","94","0","3","TRAN","D","2006","0.1","LOW"
"017B","1","69","74","5","5","2009","2","Alamosa","1","2","2","3","2","1221","1","86","100","100","89","100","0","8","IRI","D","1999","0.5","MODERATE"
"017B","1","74","79","5","5","1991","2","Alamosa","1","2","2","4","2","1222","1","76","97","99","67","97","0","4","TRAN","D","2011","1.5","MODERATE"
"017B","1","79","84","5","5","1991","2","Alamosa","1","2","2","4","2","1222","1","76","100","97","41","97","0","0","TRAN","D","2009","0.5","LOW"
"017B","1","84","85.4","1.4","5","1991","2","Alamosa","1","2","2","4","2","1222","1","83","100","98","24","95","0","0","TRAN","D","2008","0.5","LOW"
"017B","1","85.4","90.5","5.1","5","1986","2","Alamosa","1","2","2","4","2","1222","1","81","100","99","65","94","0","3","TRAN","D","2000","0.5","LOW"
"017B","1","90.5","92.59","2.09","5","1982","2","Saguache","1","2","1","2","2","1211","1","83","100","100","70","97","0","2","TRAN","D","2000","1.5","LOW"
"017B","1","92.59","97.59","5","5","1985","2","Saguache","1","2","1","3","2","1211","1","77","100","99","64","94","0","1","TRAN","D","1992","0.5","LOW"
"017B","1","97.59","102","4.41","5","1985","2","Saguache","1","2","1","3","2","1211","1","79","100","99","71","97","0","2","TRAN","D","1994","0.5","LOW"
"017B","1","102","104","2","5","2003","2","Saguache","1","2","1","2","2","1211","1","82","100","97","54","90","0","0","TRAN","D","1990","0.5","LOW"
"017B","1","104","105","1","5","1985","2","Saguache","1","2","1","3","2","1211","1","78","100","94","36","87","0","0","TRAN","D","1990","0.5","LOW"
"017B","1","105","105.8","0.8","5","1984","2","Saguache","1","2","1","4","2","1212","1","77","100","97","35","85","0","0","TRAN","D","1990","0.5","LOW"
"017B","1","105.8","111","5.2","5","1986","2","Saguache","1","2","1","4","2","1212","1","72","100","97","51","90","0","0","TRAN","D","1990","0.5","LOW"
"017B","1","111","116","5","5","1988","2","Saguache","1","2","1","4","2","1212","1","75","99","90","65","92","0","4","TRAN","D","2002","0.1","MODERATE"
"017B","1","116","118.9","2.9","5","1988","2","Saguache","1","2","1","4","2","1212","1","83","100","98","73","93","0","6","TRAN","D","2007","0.1","MODERATE"
"021A","1","131.8","133","1.2","2","2001","12","El Paso","1","2","4","4","2","1242","1","78","96","78","75","98","0","7","FATG","D","-1","-1","MODERATE"
"021A","2","131.8","133","1.2","2","2001","12","El Paso","1","2","4","4","2","1242","1","79","100","81","68","94","0","4","TRAN","D","-1","-1","MODERATE"
"021A","1","133","134.2","1.2","2","1995","12","El Paso","1","2","4","4","2","1242","1","69","100","84","86","99","0","5","IRI","D","2011","0.75","MODERATE"
"021A","2","133","134.2","1.2","2","1995","12","El Paso","1","2","4","4","2","1242","1","61","99","80","70","98","0","3","IRI","D","2011","0.75","LOW"
"021A","1","134.2","137.6","3.4","2","2010","12","El Paso","1","2","4","4","2","1242","1","86","100","99","83","100","0","8","TRAN","D","2011","0.75","MODERATE"
"021A","2","134.2","137.6","3.4","2","2010","12","El Paso","1","2","4","4","2","1242","1","84","100","99","90","99","0","8","IRI","D","2011","0.75","MODERATE"
"021A","1","137.6","139.6","2","2","2012","12","El Paso","1","3","4","2","2","1341","1","86","100","100","94","99","0","5","IRI","D","-1","-1","MODERATE"
"021A","2","137.6","139.6","2","2","2012","12","El Paso","1","3","4","2","2","1341","1","85","100","100","98","99","0","5","IRI","D","-1","-1","MODERATE"
"021B","1","141.7","146.7","5","2","2012","12","El Paso","1","3","4","2.5","3","1341","1","84","100","100","100","100","0","5","IRI","D","-1","-1","MODERATE"
"021B","2","141.7","146.7","5","2","2012","12","El Paso","1","3","4","2.5","3","1341","1","84","100","100","100","99","0","5","IRI","D","-1","-1","MODERATE"
"021B","1","146.7","148","1.3","2","2012","12","El Paso","1","3","4","2.5","3","1341","1","84","100","100","100","100","0","5","IRI","D","-1","-1","MODERATE"
"021B","2","146.7","148","1.3","2","2012","12","El Paso","1","3","4","2.5","3","1341","1","84","100","100","100","100","0","5","IRI","D","-1","-1","MODERATE"
"021B","1","148","149.4","1.4","2","2008","12","El Paso","1","3","4","7.5","3","1343","1","85","97","100","98","97","0","10","IRI","D","-1","-1","MODERATE"
"021B","2","148","149.4","1.4","2","2008","12","El Paso","1","3","4","7.5","3","1343","1","85","99","97","94","98","0","10","TRAN","SS","-1","-1","MODERATE"
"021B","1","149.4","150","0.6","2","2001","12","El Paso","1","3","4","8","2","1343","1","76","93","98","95","98","0","8","IRI","D","-1","-1","MODERATE"
"021B","2","149.4","150","0.6","2","2001","12","El Paso","1","3","4","8","2","1343","1","81","81","98","91","100","0","9","RUT","D","-1","-1","MODERATE"
"021B","1","150","151","1","2","2002","12","El Paso","1","3","4","8","2","1343","1","77","98","96","87","96","0","8","IRI","D","-1","-1","MODERATE"
"021B","2","150","151","1","2","2002","12","El Paso","1","3","4","8","2","1343","1","77","93","97","88","92","0","8","IRI","D","-1","-1","MODERATE"
"021B","1","151","153.6","2.6","2","2004","12","El Paso","3","3","4","10","2","3342","1","80","100","0","96","100","100","15","IRI","D","-1","-1","HIGH"
"021B","2","151","153.6","2.6","2","2004","12","El Paso","1","3","4","8","2","1343","1","84","100","100","94","97","0","10","IRI","D","-1","-1","MODERATE"
"021B","1","153.6","154.1","0.5","2","2005","12","El Paso","3","3","4","8","2","3341","1","72","100","0","80","100","100","7","IRI","D","-1","-1","MODERATE"
"021B","2","153.6","154.1","0.5","2","2005","12","El Paso","1","2","4","8","2","1243","1","72","100","96","98","98","0","8","IRI","D","-1","-1","MODERATE"
"022A","1","0","2.5","2.5","1","1969","7","Adams","1","2","3","2","2","1231","0","70","99","83","49","96","0","0","TRAN","D","-1","-1","LOW"
"023A","1","0","3","3","4","1978","7","Phillips","1","2","3","3","2","1231","0","60","100","99","80","98","0","2","IRI","D","1999","0.25","LOW"
"023A","1","3","3.5","0.5","4","1981","7","Phillips","1","2","3","4","2","1232","0","79","100","95","87","93","0","7","IRI","D","2001","1.25","MODERATE"
"023A","1","3.5","5","1.5","4","2003","7","Phillips","1","2","3","2","2","1231","0","74","99","83","81","95","0","4","IRI","D","2002","1.25","MODERATE"
"023A","1","5","5.5","0.5","4","1981","7","Phillips","1","2","3","4","2","1232","0","66","100","90","75","93","0","4","IRI","D","2001","1.25","MODERATE"
"023A","1","5.5","8.5","3","4","1994","7","Phillips","1","2","3","3.25","2","1231","0","76","100","92","87","96","0","4","IRI","D","1957","1","MODERATE"
"023A","1","8.5","12.5","4","4","1999","7","Phillips","1","2","4","2.75","2","1241","0","77","100","99","88","96","0","4","IRI","D","1992","1","MODERATE"
"023A","1","12.5","14.5","2","4","1984","7","Phillips","1","2","4","4","2","1242","0","67","99","98","79","97","0","4","IRI","D","1999","0.25","MODERATE"
"023A","1","14.5","17.5","3","4","1985","7","Phillips","1","2","4","4","2","1242","0","72","98","85","81","95","0","5","IRI","D","2001","0.25","MODERATE"
"024A","1","143.4","147.18","3.78","3","1998","6","Eagle","1","2","1","2","2","1211","0","73","88","95","80","95","0","2","IRI","D","-1","-1","LOW"
"024A","1","147.18","152.18","5","3","2002","6","Eagle","1","2","1","2","2","1211","0","79","100","99","94","97","0","3","IRI","D","2010","1","LOW"
"024A","1","152.18","157.18","5","3","2002","6","Eagle","1","2","1","2","2","1211","0","78","100","97","78","95","0","3","TRAN","D","2010","1","LOW"
"024A","1","157.18","162.18","5","3","2002","6","Eagle","1","2","1","2","2","1211","0","82","100","99","72","98","0","2","TRAN","D","2010","1","LOW"
"024A","1","162.18","167.18","5","3","2002","6","Eagle","1","2","1","2","2","1211","0","83","100","100","93","97","0","4","IRI","D","2010","1","MODERATE"
"024A","1","167.18","169","1.82","3","2002","6","Lake","1","2","1","2","2","1211","0","81","100","99","83","95","0","3","IRI","D","2010","1","LOW"
"024A","1","169","174.1","5.1","3","2008","6","Lake","1","2","1","5","2","1212","0","86","100","100","100","99","0","9","IRI","D","-1","-1","MODERATE"
"024A","1","174.1","174.6","0.5","3","2006","6","Lake","1","2","1","5","2","1212","0","78","100","99","95","98","0","7","IRI","D","-1","-1","MODERATE"
"024A","1","174.6","179.8","5.2","3","2006","6","Lake","1","2","1","2","2","1211","0","80","98","96","90","96","0","3","IRI","D","-1","-1","LOW"
"024A","2","174.6","175","0.4","3","2006","6","Lake","1","2","1","2","2","1211","0","79","100","99","100","100","0","3","IRI","D","-1","-1","LOW"
"024A","2","175.7","176.2","0.5","3","2006","6","Lake","1","2","1","2","2","1211","0","76","92","100","97","99","0","3","IRI","D","-1","-1","LOW"
"024A","1","179.8","184.8","5","3","1999","6","Lake","1","2","1","2","2","1211","0","79","100","98","86","97","0","3","IRI","D","-1","-1","LOW"
"024A","1","184.8","189.8","5","3","1999","6","Lake","1","2","1","2","2","1211","0","80","100","98","66","95","0","2","TRAN","D","-1","-1","LOW"
"024A","1","189.8","192.8","3","3","1999","6","Lake","1","2","1","2","2","1211","0","81","100","97","61","94","0","1","TRAN","D","-1","-1","LOW"
"024A","1","192.8","197.8","5","5","2005","6","Chaffee","1","2","1","2.5","2","1211","0","82","100","96","59","93","0","1","TRAN","D","-1","-1","LOW"
"024A","1","197.8","202.371","4.571","5","2005","6","Chaffee","1","2","1","2.5","2","1211","0","84","100","99","74","97","0","3","TRAN","D","2002","0.5","LOW"
"024A","1","202.371","207.371","5","5","2011","6","Chaffee","1","2","1","3","2","1211","0","88","100","100","98","100","0","4","IRI","D","2003","0.5","MODERATE"
"024A","1","207.371","209.954","2.583","5","2011","6","Chaffee","1","2","2","3","2","1221","0","85","100","100","96","100","0","7","IRI","D","2003","0.5","MODERATE"
"024A","2","209.8","211.2","1.4","5","1987","2","Chaffee","2","2","2","4","2","2222","1","80","100","100","100","100","0","7","IRI","D","2009","1.5","MODERATE"
"024A","1","209.954","211.22","1.266","5","1987","2","Chaffee","2","2","2","4","2","2222","1","83","98","100","95","99","0","8","IRI","D","2009","1.5","MODERATE"
"024A","1","211.22","212.9","1.68","5","2003","2","Chaffee","1","2","2","3","2","1221","1","84","98","100","93","100","0","7","IRI","D","2010","1.5","MODERATE"
"024A","1","212.9","217.9","5","5","2009","2","Chaffee","1","2","2","3","2","1221","1","87","100","100","95","100","0","8","IRI","D","2003","1.5","MODERATE"
"024A","1","217.9","222.9","5","5","2009","2","Chaffee","1","2","1","3","2","1211","1","86","100","99","92","99","0","4","IRI","D","2002","0.5","MODERATE"
"024A","1","222.9","225.569","2.669","5","2009","2","Chaffee","1","2","1","3","2","1211","1","86","100","97","85","96","0","4","IRI","D","2002","0.5","MODERATE"
"024A","1","225.569","230.569","5","2","1999","6","Park","1","2","2","4","2","1222","0","79","100","97","75","93","0","5","TRAN","D","2002","0.5","MODERATE"
"024A","1","230.569","235.569","5","2","1999","6","Park","1","2","2","4","2","1222","0","82","100","98","78","92","0","7","IRI","D","2008","0.5","MODERATE"
"024A","1","235.569","240.569","5","2","1999","6","Park","1","2","2","4","2","1222","0","82","100","100","80","97","0","7","IRI","D","2008","0.5","MODERATE"
"024A","1","240.569","245.569","5","2","1999","6","Park","1","2","3","4","2","1232","0","85","100","100","79","99","0","8","IRI","D","-1","-1","MODERATE"
"024A","1","245.569","250.569","5","2","1999","6","Park","1","2","3","4","2","1232","0","83","100","100","82","98","0","8","IRI","D","-1","-1","MODERATE"
"024A","1","250.569","253.6","3.031","2","1999","6","Park","1","2","3","4","2","1232","0","83","100","100","82","99","0","8","IRI","D","-1","-1","MODERATE"
"024A","1","253.6","258.6","5","2","2014","6","Park","1","2","3","2","2","1231","0","100","100","100","100","100","0","13","FATG","D","2010","1.5","HIGH"
"024A","1","258.6","263.6","5","2","2014","6","Park","1","2","3","2","2","1231","0","100","100","100","100","100","0","13","FATG","D","1986","1.5","HIGH"
"024A","1","263.6","264.37","0.77","2","2014","6","Park","1","2","3","2","2","1231","0","100","100","100","100","100","0","13","FATG","D","1986","1.5","HIGH"
"024A","1","264.37","265.1","0.73","2","2000","6","Park","1","2","3","5.5","2","1232","0","84","100","96","77","99","0","8","IRI","D","1986","1.5","MODERATE"
"024A","1","265.1","270.1","5","2","2004","6","Teller","1","2","2","4","2","1222","0","84","100","95","80","99","0","6","TRAN","D","2007","1","MODERATE"
"024A","1","270.1","275.1","5","2","2004","6","Teller","1","2","2","4","2","1222","0","83","100","97","78","98","0","6","TRAN","D","2008","0.75","MODERATE"
"024A","1","275.1","277.79","2.69","2","2004","6","Teller","1","2","2","4","2","1222","0","81","97","98","82","98","0","7","IRI","D","2008","0.75","MODERATE"
"024A","1","277.79","279.53","1.74","2","2005","2","Teller","1","2","2","6","2","1223","1","81","87","79","81","96","0","8","FATG","D","1991","1.5","MODERATE"
"024A","2","278","279.53","1.53","2","2005","2","Teller","1","2","2","6","2","1223","1","79","90","65","84","96","0","4","FATG","D","-1","-1","MODERATE"
"024A","1","279.53","282.45","2.92","2","2002","2","Teller","1","2","2","6","2","1223","1","83","89","88","59","91","0","3","TRAN","D","1989","1.5","LOW"
"024A","2","279.53","282.45","2.92","2","2002","2","Teller","1","2","2","4","2","1222","1","82","85","84","80","92","0","6","TRAN","D","-1","-1","MODERATE"
"024A","1","282.45","284.62","2.17","2","2001","2","Teller","1","2","2","6","2","1223","1","75","76","84","78","94","0","7","IRI","D","1989","1.5","MODERATE"
"024A","2","282.45","284.62","2.17","2","2001","2","Teller","1","2","2","6","2","1223","1","76","71","91","83","96","0","6","RUT","D","-1","-1","MODERATE"
"024A","1","284.62","286.5","1.88","2","2005","2","Teller","1","2","2","4","2","1222","1","81","83","95","74","95","0","5","TRAN","D","1989","1.5","MODERATE"
"024A","2","284.62","286.35","1.73","2","2005","2","Teller","1","2","2","4","2","1222","1","80","76","96","72","95","0","3","TRAN","SS","-1","-1","LOW"
"024A","2","286.35","287.61","1.26","2","2001","2","Teller","1","2","2","4","2","1222","1","81","86","90","71","96","0","4","TRAN","D","-1","-1","MODERATE"
"024A","1","286.5","291.5","5","2","2001","2","El Paso","1","2","2","4","2","1222","1","81","85","89","76","91","0","6","TRAN","D","1989","1.5","MODERATE"
"024A","2","287.61","292.61","5","2","2001","2","El Paso","1","2","2","4","2","1222","1","81","85","89","76","95","0","7","IRI","D","-1","-1","MODERATE"
"024A","1","291.5","293.89","2.39","2","2001","2","El Paso","1","2","2","4","2","1222","1","79","86","85","75","94","0","5","TRAN","D","-1","-1","MODERATE"
"024A","2","292.61","293.89","1.28","2","2001","2","El Paso","1","2","2","4","2","1222","1","78","91","85","64","93","0","3","TRAN","D","-1","-1","LOW"
"024A","1","293.89","296.6","2.71","2","2001","2","El Paso","1","2","2","4","2","1222","1","81","86","96","83","97","0","7","TRAN","D","-1","-1","MODERATE"
"024A","2","293.89","296.6","2.71","2","2001","2","El Paso","1","2","2","4","2","1222","1","80","87","95","82","95","0","6","IRI","D","-1","-1","MODERATE"
"024A","1","296.6","301.6","5","2","2004","12","El Paso","1","2","3","2","2","1231","1","82","84","93","80","95","0","5","IRI","D","-1","-1","MODERATE"
"024A","2","296.6","301.6","5","2","2004","12","El Paso","1","2","3","2","2","1231","1","82","85","94","78","95","0","5","TRAN","SS","-1","-1","MODERATE"
"024A","1","301.6","303.8","2.2","2","2004","12","El Paso","1","3","3","2","2","1331","1","76","88","87","79","95","0","5","IRI","D","-1","-1","MODERATE"
"024A","2","301.6","303.8","2.2","2","2004","12","El Paso","1","3","3","2","2","1331","1","76","90","85","72","96","0","4","TRAN","SS","-1","-1","MODERATE"
"024B","1","420","425","5","4","1979","8","Kit Carson","1","1","3","4","2","1132","0","66","97","85","75","95","0","4","IRI","D","1996","1.5","MODERATE"
"024B","1","425","427","2","4","1979","8","Kit Carson","1","1","3","4","2","1132","0","66","100","93","68","90","0","4","IRI","D","1996","1.5","MODERATE"
"024B","1","427","432","5","4","1980","8","Kit Carson","1","1","3","4","2","1132","0","65","98","95","72","93","0","4","IRI","D","1998","1.5","MODERATE"
"024B","1","432","433.3","1.3","4","1980","8","Kit Carson","1","1","3","4","2","1132","0","68","98","98","76","94","0","5","IRI","D","2008","1","MODERATE"
"024B","1","433.3","437.2","3.9","4","1976","8","Kit Carson","1","1","3","4","2","1132","0","72","98","91","72","93","0","6","TRAN","D","2008","1","MODERATE"
"024C","1","437.2","442.2","5","4","1985","8","Kit Carson","1","2","3","4","2","1232","0","77","100","93","70","96","0","5","TRAN","D","2007","1","MODERATE"
"024C","1","442.2","447.3","5.1","4","1985","8","Kit Carson","1","2","3","4","2","1232","0","75","100","92","64","96","0","3","TRAN","D","2008","1","LOW"
"024C","1","447.3","452.3","5","4","1986","8","Kit Carson","1","2","3","4","2","1232","0","73","100","95","48","98","0","0","TRAN","D","2005","1","LOW"
"024C","1","452.3","454.8","2.5","4","1984","8","Kit Carson","1","2","3","4","2","1232","0","74","99","74","50","98","0","0","TRAN","D","1999","1","LOW"
"024D","1","455.9","457.3","1.4","4","1983","8","Kit Carson","1","2","3","4","2","1232","0","73","100","85","57","96","0","2","TRAN","D","2010","1.25","LOW"
"024E","1","0","0.5","0.5","2","1979","6","El Paso","1","2","3","4","1","1232","0","76","99","69","22","88","0","0","TRAN","D","-1","-1","LOW"
"024E","2","0.2","1.23","1.03","2","1999","6","El Paso","1","2","3","4","1","1232","0","59","100","94","68","96","0","2","IRI","D","-1","-1","LOW"
"024E","1","0.5","1.04","0.54","2","1977","6","El Paso","1","2","3","4","1","1232","0","69","100","92","70","96","0","5","TRAN","D","-1","-1","MODERATE"
"024E","1","1.04","1.543","0.503","2","1979","6","El Paso","2","2","3","4","1","2232","0","51","100","96","75","98","0","0","IRI","D","-1","-1","LOW"
"024E","2","1.23","1.881","0.651","2","1983","6","El Paso","1","2","3","4","1","1232","0","55","99","90","70","95","0","1","IRI","D","-1","-1","LOW"
"024E","1","1.543","2.1","0.557","2","1982","6","El Paso","1","2","3","4","1","1232","0","60","98","84","58","96","0","2","TRAN","D","-1","-1","LOW"
"024E","2","1.881","2.4","0.519","2","1983","6","El Paso","1","2","3","8","2","1233","0","67","96","78","44","93","0","0","TRAN","D","-1","-1","LOW"
"024E","1","2.1","2.6","0.5","2","1985","6","El Paso","1","2","3","8","2","1233","0","54","88","42","68","90","0","0","FATG","D","-1","-1","LOW"
"024E","2","2.4","2.9","0.5","2","1983","6","El Paso","1","2","3","4","2","1232","0","67","89","64","59","92","0","2","TRAN","D","-1","-1","LOW"
"024E","1","2.6","4.3","1.7","2","1995","6","El Paso","1","2","3","4","2","1232","0","49","85","60","48","88","0","0","TRAN","D","-1","-1","LOW"
"024E","2","2.9","4.3","1.4","2","1995","6","El Paso","1","2","3","4","2","1232","0","55","84","75","56","93","0","1","TRAN","D","-1","-1","LOW"
"024F","1","0","0.5","0.5","4","2010","2","Lincoln","3","3","4","2","2","3341","1","75","100","0","98","99","100","7","IRI","D","-1","-1","MODERATE"
"024F","2","0","0.5","0.5","4","2010","2","Lincoln","3","3","4","2","2","3341","1","76","100","0","99","99","100","8","IRI","D","-1","-1","MODERATE"
"024G","1","303.4","304.336","0.936","2","1999","12","El Paso","1","4","3","4","2","1432","1","76","97","58","77","98","0","3","FATG","D","-1","-1","LOW"
"024G","2","303.4","304.336","0.936","2","1999","12","El Paso","1","4","3","4","2","1432","1","77","100","93","76","95","0","7","TRAN","D","-1","-1","MODERATE"
"024G","1","304.336","305","0.664","2","1991","12","El Paso","3","4","3","8","2","3431","1","80","100","0","98","100","98","9","IRI","D","-1","-1","MODERATE"
"024G","2","304.336","305","0.664","2","1991","12","El Paso","3","4","3","8","2","3431","1","79","100","0","96","100","98","9","IRI","D","-1","-1","MODERATE"
"024G","1","305","306.9","1.9","2","2009","12","El Paso","1","3","3","2.5","2","1331","1","76","99","84","87","98","0","2","FATG","SS","-1","-1","LOW"
"024G","2","305","306.9","1.9","2","2009","12","El Paso","1","3","3","2.5","2","1331","1","75","100","88","88","97","0","5","IRI","D","-1","-1","MODERATE"
"024G","1","306.9","308.3","1.4","2","2009","12","El Paso","1","3","3","4","2","1332","1","85","100","98","88","98","0","8","IRI","D","-1","-1","MODERATE"
"024G","2","306.9","308.3","1.4","2","2009","12","El Paso","1","3","3","4","2","1332","1","85","100","95","84","99","0","8","IRI","D","-1","-1","MODERATE"
"024G","1","308.3","311.1","2.8","2","1996","12","El Paso","3","3","3","8","2","3331","1","85","100","0","96","99","99","10","IRI","D","-1","-1","MODERATE"
"024G","2","308.3","311.1","2.8","2","1996","12","El Paso","3","3","3","8","2","3331","1","84","100","0","94","98","99","10","IRI","D","-1","-1","MODERATE"
"024G","1","311.1","312.2","1.1","2","2009","12","El Paso","1","3","3","2.5","2","1331","1","82","99","90","85","98","0","6","IRI","D","-1","-1","MODERATE"
"024G","2","311.1","312.2","1.1","2","2009","12","El Paso","1","3","3","2.5","2","1331","1","84","100","87","61","96","0","2","TRAN","D","-1","-1","LOW"
"024G","1","312.2","313.85","1.65","2","2004","12","El Paso","1","3","3","9.5","2","1333","1","86","100","99","99","98","0","11","IRI","D","1993","1.75","HIGH"
"024G","2","312.2","313.83","1.63","2","2004","12","El Paso","1","3","3","9.5","2","1333","1","87","99","99","98","99","0","11","IRI","D","-1","-1","HIGH"
"024G","2","313.83","318.24","4.41","2","2005","2","El Paso","1","2","3","2","2","1231","1","79","96","46","77","98","0","0","FATG","D","2009","1","LOW"
"024G","1","313.85","318.93","5.08","2","2005","2","El Paso","1","2","3","8","2","1233","1","87","100","95","94","99","0","13","IRI","D","2004","1","HIGH"
"024G","2","318.24","318.8","0.56","2","2001","2","El Paso","1","3","3","5.5","1","1332","1","75","100","77","76","99","0","5","IRI","D","-1","-1","MODERATE"
"024G","1","318.93","321","2.07","2","2001","2","El Paso","1","3","3","5.5","2","1332","1","73","99","62","77","98","0","3","FATG","D","1989","1.5","LOW"
"024G","1","321","322.15","1.15","2","1999","2","El Paso","1","3","3","2.75","2","1331","1","77","91","34","85","99","0","0","FATG","D","1989","1.5","LOW"
"024G","1","322.15","322.77","0.62","2","2001","2","El Paso","1","3","3","5.5","2","1332","1","71","97","86","72","98","0","4","IRI","D","1989","1.5","MODERATE"
"024G","1","322.77","327.77","5","2","1999","2","El Paso","1","3","3","2.75","2","1331","1","76","96","57","87","98","0","1","FATG","D","1989","1.5","LOW"
"024G","1","327.77","329.1","1.33","2","1999","2","El Paso","1","2","3","2.75","2","1231","1","78","96","25","79","99","0","0","FATG","D","2012","0.75","LOW"
"024G","1","329.1","329.975","0.875","2","2006","2","El Paso","1","2","3","5","2","1232","1","76","100","97","87","97","0","6","IRI","D","2012","0.75","MODERATE"
"024G","1","329.975","334","4.025","2","1999","2","El Paso","1","2","3","2.75","2","1231","1","73","99","71","77","96","0","3","FATG","D","2010","1.5","LOW"
"024G","1","334","339","5","2","2003","2","El Paso","1","2","3","2","2","1231","1","82","100","88","72","97","0","5","IRI","D","2007","1","MODERATE"
"024G","1","339","343","4","2","2003","2","El Paso","1","2","3","2","2","1231","1","80","100","94","79","95","0","5","IRI","D","2008","0.75","MODERATE"
"024G","1","343","348","5","2","2005","2","El Paso","1","2","3","2","2","1231","1","85","100","97","84","98","0","6","IRI","D","2010","0.75","MODERATE"
"024G","1","348","350.8","2.8","2","2005","2","El Paso","1","3","3","2","2","1331","1","85","100","84","85","98","0","6","FATG","D","2008","0.75","MODERATE"
"024G","1","350.8","355","4.2","4","1999","2","Elbert","1","2","3","4","2","1232","1","81","96","69","78","96","0","5","FATG","D","2001","1","MODERATE"
"024G","1","355","356.7","1.7","4","1988","2","Elbert","1","2","3","4","2","1232","1","83","100","87","70","98","0","5","TRAN","D","2006","1","MODERATE"
"024G","1","356.7","359.6","2.9","4","1988","2","Elbert","1","2","3","3.5","2","1231","1","66","98","36","83","97","0","0","FATG","D","2000","1","LOW"
"024G","1","359.6","364.6","5","4","1995","2","Elbert","1","2","3","2","2","1231","1","69","100","47","88","97","0","0","FATG","D","2002","1","LOW"
"024G","1","364.6","369.6","5","4","2010","2","Elbert","1","2","3","3.5","2","1231","1","86","100","100","96","98","0","6","IRI","D","1999","1.75","MODERATE"
"024G","1","369.6","374.2","4.6","4","2010","2","Elbert","1","2","3","3.5","2","1231","1","87","100","100","98","98","0","6","IRI","D","2001","1.75","MODERATE"
"024G","1","374.2","375.4","1.2","4","2010","2","Elbert","1","2","3","4.5","2","1232","1","85","100","100","99","99","0","8","IRI","D","2006","1","MODERATE"
"024G","1","375.4","376.2","0.8","4","2001","2","Elbert","1","2","3","7.5","2","1233","1","75","100","99","72","98","0","8","TRAN","D","2010","0.25","MODERATE"
