Receipt,Permit,Current Status,County,Designated Basin,Denver Basin Aquifer,Township,Range,Section,Q40,Q160,CoordsEW,CoordsEW Dir,CoordsNS,CoordsNS Dir,UTM x,UTM y,Permit Category,Well Constructed,Pump Installed,Well Plugged,Associated Aquifers,Associated Uses,Elevation,Well Depth,Top Perforated Casing,Bottom Perforated Casing,Yield,Static Water Level,Static Water Level Date,WDID,Associated Case Numbers,Modified,More Information,Location,IDKey,Counties
0542142 ,265686-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,1,SE,NW,2384,W,1768,N,504203.2,4427264.5,Residential,07/01/2006,,,LARAMIE FOX HILLS,Domestic,5080,800,680,800,,550.00,2006/07/01,,,07/31/2006 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0542142,"(39.995552, -104.950775)",0542142  75172,82
3660177 ,77482-F,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,12,NE,NE,85,E,645,N,505088.1,4426053.6,General Purpose,01/21/2014,07/30/2014,,LARAMIE FOX HILLS,"Commercial, Irrigation",,842,680,842,8.00,705.00,2014/01/21,,,09/25/2014 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/3660177,"(39.984645, -104.940417)",3660177  35612,82
3678982A,228820--A,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,12,NE,NE,,,,,504810.0,4425885.0,Residential,09/18/2017,09/24/2017,,LARAMIE FOX HILLS,"Domestic, Irrigation",,920,,,7.00,705.00,2017/09/18,,,11/22/2017 11:37:00 AM,https://dwr.state.co.us/Tools/WellPermits/3678982A,"(39.983124, -104.943674)",3678982A 225738,82
0380097,184989-,Well Constructed,BROOMFIELD,,Yes,1.0 S,68.0 W,8,NE,SE,,,,,498484.0,4425450.0,Residential,01/04/1995,04/23/2020,,LARAMIE FOX HILLS,Domestic,,880,780,880,4.00,360.00,2020/04/23,,,06/26/2020 09:09:00 AM,https://dwr.state.co.us/Tools/WellPermits/0380097,"(39.979217, -105.017765)",0380097 292871,86
0207723,34877-F,Well Constructed,ADAMS,,Yes,2.0 S,68.0 W,29,NW,SW,600,W,2100,S,497248.9,4410834.3,General Purpose,08/13/1989,,,LARAMIE FOX HILLS,Municipal,,1751,1381,1687,,701.00,1989/08/13,0205199,87CW0064,08/25/1989 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0207723,"(39.847525, -105.032167)",0207723 82820,82
0207237A,25595-F,Well Constructed,DOUGLAS,,Yes,6.0 S,68.0 W,29,NE,NE,900,E,850,N,498246.1,4372810.1,General Purpose,08/16/1983,08/27/1984,,LARAMIE FOX HILLS,Industrial,5570,1320,1025,1320,150.00,140.00,1983/08/16,,,04/16/1993 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0207237A,"(39.50492, -105.020412)",0207237A 26784,3133
0227238 ,103912--A,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,9,SW,SE,1460,E,460,S,499802.6,4424808.8,Residential,07/19/1982,,,LARAMIE FOX HILLS,Domestic,,270,150,270,,82.00,1982/07/19,,,03/13/2012 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0227238,"(39.973444, -105.002317)",0227238  182926,82
0223323 ,26389-F,Well Constructed,ARAPAHOE,,Yes,5.0 S,68.0 W,30,NE,NE,1000,E,976,N,496680.8,4382541.4,General Purpose,02/05/1985,03/26/1985,,LARAMIE-FOX HILLS,"Commercial, Irrigation",,1525,1140,1290,100.00,136.00,1985/02/05,,89CW0039,01/06/2017 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0223323,"(39.592596, -105.038664)",0223323  261964,1395
0232611 ,128865-,Well Constructed,BROOMFIELD,,Yes,1.0 S,68.0 W,17,NW,SE,,,,,498061.8,4423661.2,Residential,10/19/1986,10/02/1986,,LARAMIE FOX HILLS,Domestic,,1012,740,985,8.00,450.00,1986/10/19,,,07/06/2010 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0232611,"(39.963098, -105.022702)",0232611  130705,86
0231582,129027-,Well Constructed,BROOMFIELD,,Yes,1.0 S,68.0 W,17,SW,NW,1190,W,2490,N,497419.1,4423906.4,Residential,03/01/1983,,,LARAMIE FOX HILLS,Domestic,,880,780,880,,355.00,1983/03/01,,,04/28/1983 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0231582,"(39.965304, -105.030232)",0231582 135269,86
0406962 ,199898-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,23,NW,SE,2540,E,1436,S,502710.9,4421867.0,Residential,02/17/1998,,,LARAMIE FOX HILLS,Domestic,,1060,800,1060,,417.00,1998/02/17,,,01/28/2014 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0406962,"(39.946932, -104.968275)",0406962  219686,82
0010493 ,141095-,Well Constructed,ARAPAHOE,,Yes,5.0 S,68.0 W,13,SW,NE,1556,E,1590,N,504574.6,4385556.0,Residential,10/15/1985,,,LARAMIE FOX HILLS,Domestic,,1900,1650,1880,,250.00,1985/10/15,,,11/08/1985 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0010493,"(39.619757, -104.946708)",0010493  243657,1395
3628927 ,277537-,Well Constructed,WELD,,Yes,2.0 N,68.0 W,15,NW,SE,1600,E,2250,S,501230.4,4443032.4,Residential,06/12/2008,06/24/2008,,LARAMIE FOX HILLS,Domestic,4880,260,220,260,6.00,20.00,2008/06/12,,,07/24/2008 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/3628927,"(40.137627, -104.985572)",3628927  185050,1072
3615934 ,65873-F,Well Constructed,WELD,,Yes,1.0 N,68.0 W,36,NW,NE,2350,E,285,N,504185.8,4429321.7,General Purpose,03/20/2007,03/11/2008,,LARAMIE-FOX HILLS,"Domestic, Other",5110,760,610,760,5.00,606.00,2007/03/20,,,06/09/2008 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/3615934,"(40.014094, -104.950961)",3615934  356709,1072
0465105 ,228820-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,12,NE,NE,850,E,1300,N,504854.0,4425855.8,Residential,04/09/2001,04/16/2001,,LARAMIE FOX HILLS,Domestic,,885,675,880,20.00,336.00,2001/04/09,,,06/08/2001 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0465105,"(39.982863, -104.943159)",0465105  16912,82
9065650,81991-,Well Constructed,WELD,,Yes,1.0 N,68.0 W,9,SW,NE,1750,E,1695,N,499557.9,4435337.0,Residential,04/22/1976,,,LARAMIE FOX HILLS,Domestic,,556,335,556,,180.00,1976/04/22,,,05/26/1976 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/9065650,"(40.068298, -105.005193)",9065650 201062,1072
3617111 ,274412-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,12,NW,SE,2600,E,2068,S,504317.7,4425280.6,Residential,08/31/2007,08/31/2007,,LARAMIE FOX HILLS,Domestic,5120,860,700,860,9.00,450.00,2007/08/31,,,06/25/2009 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/3617111,"(39.977685, -104.949441)",3617111  302765,82
0412001,202565-,Well Constructed,BROOMFIELD,,Yes,1.0 S,68.0 W,17,SW,SW,330,W,825,S,497158.1,4423303.2,Residential,03/26/1998,05/11/1998,,LARAMIE FOX HILLS,Domestic,,930,745,930,7.00,540.00,1998/03/26,,,07/02/1998 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0412001,"(39.95987, -105.033285)",0412001 45592,86
0457518,224306-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,12,NW,SE,1800,E,2700,N,504562.3,4425431.4,Residential,05/26/2000,07/23/2000,,LARAMIE FOX HILLS,Domestic,,875,680,875,5.00,650.00,2000/05/26,,,09/14/2000 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0457518,"(39.979035, -104.946582)",0457518 319132,82
0351768A,172832-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,16,SE,NE,600,E,1800,N,500070.5,4424120.8,Residential,07/12/1994,08/09/1994,,LARAMIE FOX HILLS,Domestic,,940,740,940,9.00,493.00,1994/07/12,,,04/28/2016 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0351768A,"(39.967245, -104.999179)",0351768A 276503,82
0340404N,165435-,Well Constructed,WELD,,Yes,1.0 N,68.0 W,29,SE,NW,1674,W,2622,N,497366.7,4430196.0,Monitoring/Observation,03/21/1991,,,LARAMIE-FOX HILLS,Monitoring/Sampling,5120,9,5,9,,,,,,06/19/1992 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0340404N,"(40.021975, -105.030866)",0340404N 236957,1072
0246174 ,28686-F,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,2,SE,SE,1270,E,4410,N,503087.4,4426457.6,General Purpose,11/28/1984,11/17/2003,,LARAMIE FOX HILLS,Household use only,,860,770,830,15.00,320.00,1984/11/28,,,07/06/2010 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0246174,"(39.988295, -104.963852)",0246174  130625,82
0342908 ,166965-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,16,SE,NE,527,E,2230,N,500093.9,4423989.8,Residential,05/24/1993,,,LARAMIE FOX HILLS,Domestic,,845,727,845,,460.00,1993/05/24,,,06/03/2009 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0342908,"(39.966064, -104.998909)",0342908  73270,82
3649807 ,75007-F,Well Constructed,DOUGLAS,,Yes,6.0 S,68.0 W,5,SE,NE,727,E,2525,N,498295.8,4378836.5,General Purpose,12/17/2010,08/19/2016,,LARAMIE-FOX HILLS,"Industrial, Municipal",,1540,,,265.00,864.00,2010/12/17,0815220,"83CW237, W-9192-78",08/29/2016 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/3649807,"(39.559226, -105.019846)",3649807  349946,3133
0520845 ,256447-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,16,NE,NE,1056,E,981,N,499929.5,4424370.0,Residential,04/10/2006,,,LARAMIE FOX HILLS,Domestic,6250,900,720,900,,650.00,2006/04/10,,,10/16/2006 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0520845,"(39.969488, -105.00083)",0520845  164553,82
0340404I,165430-,Well Constructed,WELD,,Yes,1.0 N,68.0 W,29,NE,NW,1380,W,82,N,497268.9,4430969.4,Monitoring/Observation,03/22/1991,,,LARAMIE-FOX HILLS,Monitoring/Sampling,5149,17,6,16,,,,,,06/19/1992 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0340404I,"(40.028939, -105.032018)",0340404I 236957,1072
0340404D,165425-,Well Constructed,WELD,,Yes,1.0 N,68.0 W,29,NE,NE,3935,W,430,N,498048.7,4430869.7,Monitoring/Observation,05/06/1991,,,LARAMIE-FOX HILLS,Monitoring/Sampling,5234,150,119,149,,,,,,06/19/1992 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0340404D,"(40.02805, -105.022876)",0340404D 236957,1072
0524839 ,258181-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,16,SW,NE,1823,E,2440,N,499699.3,4423924.6,Residential,07/31/2005,,,LARAMIE FOX HILLS,Domestic,,900,760,900,,587.00,2005/07/31,,,11/01/2006 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0524839,"(39.965479, -105.003535)",0524839  134114,82
0476003 ,233851-,Well Constructed,BROOMFIELD,,Yes,1.0 S,68.0 W,17,SW,NE,1445,E,1545,N,498219.4,4424195.2,Residential,04/14/1997,09/06/1997,,LARAMIE FOX HILLS,Domestic,,1000,780,1000,15.00,430.00,1997/04/14,,,05/08/2001 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0476003,"(39.96791, -105.020865)",0476003  11719,86
0443367 ,217921-,Well Constructed,DOUGLAS,,Yes,8.0 S,68.0 W,34,NW,SE,1980,E,2600,S,501196.5,4351305.7,Residential,03/19/1999,,,LARAMIE FOX HILLS,"Domestic, Stock",,558,398,558,,55.00,1999/03/19,,,04/22/1999 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0443367,"(39.311154, -104.986137)",0443367  292099,3133
0238416B,26944-F,Well Abandoned,ADAMS,,Yes,2.0 S,68.0 W,3,SE,NW,,,,,501090.0,4417772.0,General Purpose,01/28/1984,09/21/1984,11/14/2019,LARAMIE-FOX HILLS,Commercial,,1500,1140,1465,76.00,508.00,1984/01/28,0205098,W8445-76,12/27/2019 02:56:00 PM,https://dwr.state.co.us/Tools/WellPermits/0238416B,"(39.91004, -104.987257)",0238416B 236332,82
3665153A,78204-F,Well Constructed,DOUGLAS,,Yes,6.0 S,68.0 W,5,SE,NE,727,E,2525,N,498295.8,4378836.5,General Purpose,12/17/2010,09/14/2011,,LARAMIE-FOX HILLS,"Industrial, Municipal",,,,,,,,0815220,W-9192-78,06/03/2014 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/3665153A,"(39.559226, -105.019846)",3665153A 274115,3133
0401971 ,197001-,Well Constructed,WELD,,Yes,1.0 N,68.0 W,16,NE,NE,1116,E,1105,N,499732.5,4433894.1,Residential,10/09/1996,09/22/1996,,LARAMIE FOX HILLS,Domestic,,580,370,580,12.00,280.00,1996/10/09,,,01/16/1997 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0401971,"(40.055297, -105.003141)",0401971  344115,1072
0402470,196992-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,21,NW,NW,300,W,475,N,498760.4,4422918.0,Residential,06/17/1996,08/26/1997,,LARAMIE-FOX HILLS,Domestic,,990,740,990,12.00,520.00,1996/06/17,,,11/05/1997 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0402470,"(39.956405, -105.014528)",0402470 318332,82
3654630 ,288034-,Well Constructed,WELD,,Yes,2.0 N,68.0 W,20,NE,NW,,,,,497616.0,4442074.0,Residential,05/11/2012,,,LARAMIE FOX HILLS,Household use only,4960,,,,,,,,,06/04/2012 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/3654630,"(40.128993, -105.027992)",3654630  156002,1072
0325628 ,63868--A,Well Constructed,WELD,,Yes,1.0 N,68.0 W,32,NE,SW,1920,W,1550,S,497448.8,4428271.0,Residential,05/13/1991,,,LARAMIE FOX HILLS,"Domestic, Stock",,,,,,,,,,12/01/2003 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0325628,"(40.004632, -105.029897)",0325628  47037,1072
0326509A,39954-F,Permit Canceled,ARAPAHOE,,Yes,5.0 S,68.0 W,30,NE,NE,1000,E,976,N,496680.8,4382541.4,General Purpose,12/18/1985,10/11/1992,,LARAMIE-FOX HILLS,Municipal,,606,192,408,20.00,4.00,1985/12/18,,,10/09/1991 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0326509A,"(39.592596, -105.038664)",0326509A 30925,1395
9004616 ,84397-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,16,SE,SW,1337,W,948,S,499074.2,4423350.9,Residential,05/31/1978,10/05/1978,,LARAMIE FOX HILLS,Domestic,,270,100,270,15.00,60.00,1978/05/31,,,10/25/1978 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/9004616,"(39.960307, -105.010852)",9004616  253988,82
0217533 ,123045-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,12,SE,SE,1300,E,400,S,504711.4,4424769.1,Residential,12/03/1982,,,LARAMIE FOX HILLS,Domestic,,420,180,420,,120.00,1982/12/03,,,01/04/1983 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0217533,"(39.97307, -104.944842)",0217533  233405,82
0399360,195183-,Well Constructed,BROOMFIELD,,Yes,1.0 S,68.0 W,17,SW,SE,1644,E,495,S,498166.7,4423210.1,Residential,10/09/1996,04/01/1997,,LARAMIE FOX HILLS,"Domestic, Stock",,905,754,905,7.00,575.00,1996/10/09,,,04/07/1997 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0399360,"(39.959035, -105.021471)",0399360 51500,86
0399460,195187-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,16,NE,NW,2435,W,175,N,499398.6,4424614.0,Residential,11/06/1996,01/21/1997,,LARAMIE FOX HILLS,Domestic,,840,730,840,13.00,500.00,1996/11/06,,,09/18/1997 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0399460,"(39.971686, -105.007048)",0399460 55308,82
0442540 ,216616-,Well Constructed,BROOMFIELD,,Yes,1.0 S,68.0 W,30,SW,NE,1578,E,1585,N,496577.1,4420968.1,Residential,09/15/2000,01/18/2001,,LARAMIE FOX HILLS,Domestic,,1000,780,1000,12.00,510.00,2000/09/15,,,01/25/2001 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0442540,"(39.93883, -105.040075)",0442540  103048,86
0322861,38451-F,Well Constructed,WELD,,Yes,1.0 N,68.0 W,29,NE,NW,2362,W,63,N,497568.1,4430977.7,General Purpose,07/10/1980,,,LARAMIE FOX HILLS,"Commercial, Domestic",,690,430,690,,200.00,1980/07/10,,,03/18/1993 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0322861,"(40.029021, -105.028513)",0322861 158363,1072
0376972C,183097-,Well Abandoned,WELD,,Yes,1.0 N,68.0 W,29,NE,NW,1387,W,764,N,497273.2,4430761.6,Monitoring/Observation,11/16/1993,,08/10/1995,LARAMIE-FOX HILLS,Monitoring/Sampling,,13,8,12,,,,,,08/25/1995 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0376972C,"(40.027074, -105.03197)",0376972C 93164,1072
9006540 ,25036-F,Well Constructed,ARAPAHOE,,Yes,5.0 S,68.0 W,1,NW,NW,1200,W,1200,N,503839.4,4388880.4,General Purpose,08/31/1982,08/31/1982,,LARAMIE-FOX HILLS,Municipal,,1885,1634,1880,150.00,243.00,1982/08/31,,,05/02/2008 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/9006540,"(39.649711, -104.955264)",9006540  346578,1395
0376819 ,183955-,Well Abandoned,ADAMS,,Yes,1.0 S,68.0 W,16,SW,NE,1400,E,2200,N,499827.7,4423998.1,Residential,05/26/1995,,07/13/2012,LARAMIE FOX HILLS,Domestic,,860,745,860,,540.00,1995/05/26,,,06/05/1995 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0376819,"(39.966137, -105.002024)",0376819  245299,82
0400379,195873-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,23,SW,NW,700,W,2550,N,502076.2,4422264.7,Residential,09/16/1996,,,LARAMIE FOX HILLS,Domestic,,906,764,906,,510.00,1996/09/16,,,09/23/1996 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0400379,"(39.95052, -104.975707)",0400379 82517,82
0053034A,53034-MH,Well Abandoned,WELD,,Yes,2.0 N,68.0 W,33,SW,SE,,,,,499496.0,4437676.0,Monitoring Hole (Notice of Intent),11/06/2014,,01/25/2016,LARAMIE FOX HILLS,Monitoring/Sampling,5030,30,0,30,,12.00,2014/11/06,,,10/24/2016 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0053034A,"(40.089372, -105.005922)",0053034A 25710,1072
0053033 ,53033-MH,Well Abandoned,WELD,,Yes,2.0 N,68.0 W,33,NE,SE,840,E,1560,S,499840.3,4437952.6,Monitoring Hole (Notice of Intent),11/06/2014,,01/25/2016,LARAMIE FOX HILLS,Monitoring/Sampling,5032,30,0,30,,13.00,2014/11/06,,,02/17/2016 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0053033,"(40.091868, -105.001887)",0053033  25710,1072
0321357,38450-F,Well Constructed,WELD,,Yes,1.0 N,68.0 W,29,NW,NE,,,,,497729.0,4430989.0,General Purpose,05/24/1991,08/23/2017,,LARAMIE FOX HILLS,Commercial,,801,350,801,14.00,312.00,2017/08/23,,,01/19/2018 08:51:00 AM,https://dwr.state.co.us/Tools/WellPermits/0321357,"(40.029121, -105.026627)",0321357 236957,1072
3659916 ,77236-F,Permit Expired,DENVER,,Yes,4.0 S,68.0 W,4,NE,NW,1445,W,768,N,499067.4,4398716.5,General Purpose,04/15/2008,,,"ARAPAHOE, LARAMIE-FOX HILLS","Irrigation, Municipal",,,,,,,,,W-8773-77,09/17/2018 03:18:00 PM,https://dwr.state.co.us/Tools/WellPermits/3659916,"(39.738344, -105.010899)",3659916  353581,1444
0397831,195165-,Well Constructed,WELD,,Yes,1.0 N,68.0 W,16,NE,NE,502,E,1120,N,499919.7,4433890.7,Residential,06/18/1996,,,LARAMIE FOX HILLS,Domestic,,560,280,560,,310.00,1996/06/18,,,07/08/1996 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0397831,"(40.05527, -105.000948)",0397831 141989,1072
3604930B,269376-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,1,SE,NW,2606,W,1909,N,504270.8,4427221.6,Residential,04/19/2007,05/25/2007,,LARAMIE FOX HILLS,Domestic,5080,846,656,846,10.00,600.00,2007/04/19,,,07/30/2020 02:11:00 PM,https://dwr.state.co.us/Tools/WellPermits/3604930B,"(39.995173, -104.949978)",3604930B 426046,82
0080671 ,90995-,Well Abandoned,ADAMS,,Yes,1.0 S,68.0 W,9,SW,NW,,,,,498850.1,4425673.0,Residential,06/12/1981,,12/04/2008,LARAMIE FOX HILLS,Domestic,,390,60,390,,90.00,1981/06/12,,,12/04/2008 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0080671,"(39.981227, -105.013479)",0080671  328696,82
3666697 ,296106-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,23,SE,SE,,,,,503306.0,4421658.0,Residential,12/09/2015,12/16/2015,,LARAMIE FOX HILLS,Domestic,,1028,,,12.00,470.00,2015/12/16,,,09/22/2021 07:58:00 AM,https://dwr.state.co.us/Tools/WellPermits/3666697,"(39.945047, -104.961311)",3666697  250685,82
0080205B,22652-F,Well Constructed,DENVER,,Yes,4.0 S,68.0 W,13,NE,NW,2005,W,705,N,504102.2,4395467.3,General Purpose,02/12/1980,08/09/1980,,LARAMIE FOX HILLS,Irrigation,,1861,1486,1698,150.00,4.00,1980/02/12,0807296,,10/14/1980 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0080205B,"(39.709061, -104.952157)",0080205B 219652,1444
0089536A,24037-F,Well Constructed,DOUGLAS,,Yes,6.0 S,68.0 W,8,NE,NW,1947,W,665,N,497497.7,4377710.7,General Purpose,02/03/1980,,,LARAMIE-FOX HILLS,Municipal,,1302,1142,1302,,178.00,1980/02/03,0806992,,03/06/1981 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0089536A,"(39.549079, -105.029131)",0089536A 274115,3133
9005062 ,109117--A,Well Constructed,BROOMFIELD,,Yes,1.0 S,68.0 W,16,NW,NW,320,W,520,N,498754.8,4424506.8,Residential,02/10/1982,,,LARAMIE FOX HILLS,Domestic,,961,749,961,,460.00,1982/02/10,,,08/21/2017 12:59:00 PM,https://dwr.state.co.us/Tools/WellPermits/9005062,"(39.970722, -105.014589)",9005062  373224,82
0089536H,23720-F,Well Constructed,DOUGLAS,,Yes,6.0 S,68.0 W,23,SE,NE,1257,E,2430,N,502970.0,4373937.5,General Purpose,05/17/1985,05/17/1985,,LARAMIE-FOX HILLS,Municipal,,2668,2120,2668,116.00,459.00,1985/05/17,0807005,,07/06/2010 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0089536H,"(39.51508, -104.965459)",0089536H 274115,3133
0089536D,24039-F,Well Constructed,DOUGLAS,,Yes,6.0 S,68.0 W,12,NE,SE,538,E,2004,S,504812.8,4376909.7,General Purpose,09/06/1980,,,LARAMIE-FOX HILLS,Municipal,,2192,2051,,,544.00,1980/09/06,0807017,,03/06/1981 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0089536D,"(39.541851, -104.943998)",0089536D 274115,3133
0089536C,24038-F,Well Constructed,DOUGLAS,,Yes,6.0 S,68.0 W,2,NW,SE,2117,E,2575,S,502722.6,4378656.6,General Purpose,12/15/1979,10/21/2016,,LARAMIE-FOX HILLS,Municipal,,1856,1650,1856,400.00,435.00,1979/12/15,0807016,,11/10/2016 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0089536C,"(39.557602, -104.968313)",0089536C 274115,3133
0016789,90440-VE,Well Constructed,BROOMFIELD,,Yes,1.0 N,68.0 W,35,NE,NE,187,E,1212,N,503236.6,4429048.5,Unknown,09/18/1990,,,LARAMIE FOX HILLS,Domestic,,820,620,820,,500.00,1990/09/18,,,10/02/1990 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0016789,"(40.01163, -104.962082)",0016789 130376,86
2016073 ,2016073-AB,Well Abandoned,WELD,,Yes,2.0 N,68.0 W,33,SE,SE,1200,E,1240,S,499730.5,4437852.9,Unknown,11/06/2014,,01/25/2016,LARAMIE FOX HILLS,Other,5031,30,0,30,,13.00,2014/11/06,,,10/24/2016 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/2016073,"(40.090967, -105.003177)",2016073  328424,1072
0391542A,191797-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,16,SE,NE,925,E,2590,N,499973.4,4423879.7,Residential,01/29/1998,11/08/1998,,LARAMIE FOX HILLS,Domestic,,905,765,905,10.00,525.00,1998/01/29,,,01/19/1999 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0391542A,"(39.965073, -105.000326)",0391542A 128388,82
0467536 ,229912-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,2,SE,SE,400,E,1170,S,503353.0,4426620.7,Residential,11/15/2001,02/28/2002,,LARAMIE FOX HILLS,Domestic,,880,670,880,6.00,608.00,2001/11/15,,,01/29/2003 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0467536,"(39.989763, -104.960735)",0467536  342148,82
3608716 ,206232--A,Well Constructed,WELD,,Yes,1.0 N,68.0 W,16,SW,NE,2100,E,2400,N,499434.6,4433497.5,Residential,01/02/2007,10/18/2006,,LARAMIE FOX HILLS,Household use only,,520,380,520,5.00,160.00,2007/01/02,,,03/07/2007 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/3608716,"(40.051729, -105.006634)",3608716  301381,1072
0011196,31502-F,Permit Canceled,WELD,,Yes,1.0 N,68.0 W,21,NW,SW,216,W,1600,S,498511.2,4431492.2,General Purpose,04/13/1965,,,LARAMIE FOX HILLS,Commercial,,700,,,,,,,,07/22/1986 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0011196,"(40.033655, -105.017463)",0011196 30368,1072
0428518 ,209645-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,23,SW,NW,1250,W,1950,N,502242.7,4422446.7,Residential,05/13/1999,02/09/2000,,LARAMIE FOX HILLS,Domestic,,990,800,990,10.20,511.00,1999/05/13,,,03/22/2013 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0428518,"(39.952159, -104.973751)",0428518  46455,82
0504879B,59151-F,Well Constructed,DOUGLAS,,Yes,6.0 S,68.0 W,15,SW,SE,,,,,501185.0,4374702.5,General Purpose,12/01/2002,05/13/2016,,LARAMIE-FOX HILLS,Municipal,,2006,1660,1966,480.00,1142.00,2002/12/01,,"83CW0237, W9192-78",06/08/2016 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0504879B,"(39.521969, -104.986223)",0504879B 292226,3133
0423612,207178-,Well Constructed,ADAMS,,Yes,1.0 S,68.0 W,9,SE,NW,,,,,499373.0,4425642.0,Residential,10/19/1998,10/29/2020,,LARAMIE FOX HILLS,Domestic,,920,724,920,13.00,80.00,2020/10/29,,,12/16/2020 08:05:00 AM,https://dwr.state.co.us/Tools/WellPermits/0423612,"(39.980948, -105.007353)",0423612 81746,82
