"entityid","fein","name","stateabbreviation","authorizedsoliciting","registranttypeabbr","registranttype"
"20073001008","521149668","VIETNAM VETERANS MEMORIAL FUND, INC.","NM",,"CO","Charitable Organization"
"20063005795","521557765","EARTHWORKS","ME",,"CO","Charitable Organization"
"20183037384","510110625","LONGWOOD GARDENS, INC.","KY",,"CO","Charitable Organization"
"20053005690","202268389","NATIONAL INSTITUTE FOR EXCELLENCE IN TEACHING","NJ",,"CO","Charitable Organization"
"20173035467","811272489","WOUNDED PAW PROJECT","MA",,"CO","Charitable Organization"
"20093007883","592672303","LOVE A CHILD, INC.","RI",,"CO","Charitable Organization"
"20033002290","116107128","ENVIRONMENTAL DEFENSE FUND, INCORPORATED","LA",,"CO","Charitable Organization"
"20083009662","650946164","SELECTIVE MUTISM ASSOCIATION, INC.","OR",,"CO","Charitable Organization"
"20073001008","521149668","VIETNAM VETERANS MEMORIAL FUND, INC.","MS",,"CO","Charitable Organization"
"20073001008","521149668","VIETNAM VETERANS MEMORIAL FUND, INC.","OR",,"CO","Charitable Organization"
"20103004404","710568795","ARKANSAS CHILDREN'S FOUNDATION, INC.","WA",,"CO","Charitable Organization"
"20053005690","202268389","NATIONAL INSTITUTE FOR EXCELLENCE IN TEACHING","MN",,"CO","Charitable Organization"
"20023005172","362884730","THE NATIONAL WHEELCHAIR BASKETBALL ASSOCIATION","VA",,"CO","Charitable Organization"
"20183018790","581485954","GEORGIA SOUTHERN UNIVERSITY ATHLETIC FOUNDATION, INC.","IL",,"CO","Charitable Organization"
"20153011215","221957406","STOCKTON UNIVERSITY FOUNDATION","IL",,"CO","Charitable Organization"
"20033002290","116107128","ENVIRONMENTAL DEFENSE FUND, INCORPORATED","SC",,"CO","Charitable Organization"
"20183037384","510110625","LONGWOOD GARDENS, INC.","CT",,"CO","Charitable Organization"
"20053007453","203395272","REPUBLIC SERVICES EMPLOYEE RELIEF FUND","KY",,"CO","Charitable Organization"
"20063000414","521072749","NATIONAL COMMITTEE FOR RESPONSIVE PHILANTHROPY","OR",,"CO","Charitable Organization"
"20063002948","136161225","FOUNDATION FOR PHYSICAL THERAPY RESEARCH, INC.","GA",,"CO","Charitable Organization"
"20143020643","237090658","CALIFORNIA NURSES FOUNDATION","WI",,"CO","Charitable Organization"
"20153043158","510197108","SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE","RI",,"CO","Charitable Organization"
"20193029877","271273887","COMMUNITY CAT COALITION OF CLARK COUNTY","MD",,"CO","Charitable Organization"
"20093007883","592672303","LOVE A CHILD, INC.","CO",,"CO","Charitable Organization"
"20033005085","592891462","THE FOUNDATION FOR THE MALCOLM BALDRIGE NATIONAL QUALITY AWARD, INC.","NJ",,"CO","Charitable Organization"
"20053009041","391383650","NATIONAL CREDIT UNION FOUNDATION, INC.","WI",,"CO","Charitable Organization"
"20183027854","133366846","GOD'S LOVE WE DELIVER, INC.","CA",,"CO","Charitable Organization"
"20173035467","811272489","WOUNDED PAW PROJECT","AK",,"CO","Charitable Organization"
"20103004404","710568795","ARKANSAS CHILDREN'S FOUNDATION, INC.","RI",,"CO","Charitable Organization"
"20143020355","042104021","BOSTON FOUNDATION, INC.","FL",,"CO","Charitable Organization"
"20123026119","041564655","THE MASSACHUSETTS GENERAL HOSPITAL","OH",,"CO","Charitable Organization"
"20033005085","592891462","THE FOUNDATION FOR THE MALCOLM BALDRIGE NATIONAL QUALITY AWARD, INC.","NC",,"CO","Charitable Organization"
"20183018790","581485954","GEORGIA SOUTHERN UNIVERSITY ATHLETIC FOUNDATION, INC.","WA",,"CO","Charitable Organization"
"20093007883","592672303","LOVE A CHILD, INC.","SC",,"CO","Charitable Organization"
"20053008339","943139952","OUTRIGHT ACTION INTERNATIONAL","NE",,"CO","Charitable Organization"
"20023005208","731502797","GRAMEEN FOUNDATION USA","MA",,"CO","Charitable Organization"
"20143019227","237142365","KNIGHTS OF COLUMBUS COUNCIL 4636","CO",,"CO","Charitable Organization"
"20093004206","237283854","ROAD RUNNERS CLUB OF AMERICA","CO",,"CO","Charitable Organization"
"20153011215","221957406","STOCKTON UNIVERSITY FOUNDATION","UT",,"CO","Charitable Organization"
"20043006360","131624016","GIRL SCOUTS OF THE UNITED STATES OF AMERICA","NC",,"CO","Charitable Organization"
"20093004542","060646959","WESLEYAN UNIVERSITY","CO",,"CO","Charitable Organization"
"20063004149","742918904","ADOPTAPLATOON SOLDIER SUPPORT EFFORT","NC",,"CO","Charitable Organization"
"20033005085","592891462","THE FOUNDATION FOR THE MALCOLM BALDRIGE NATIONAL QUALITY AWARD, INC.","MS",,"CO","Charitable Organization"
"20053009041","391383650","NATIONAL CREDIT UNION FOUNDATION, INC.","MN",,"CO","Charitable Organization"
"20183030711","460565393","SEAL FUTURE FOUNDATION, INC.","CA",,"CO","Charitable Organization"
"20063002948","136161225","FOUNDATION FOR PHYSICAL THERAPY RESEARCH, INC.","SC",,"CO","Charitable Organization"
"20133020010","311023437","PARENTS OF MURDERED CHILDREN, INC","VA",,"CO","Charitable Organization"
"20173014556","814374103","CIVIC ACTION","CA",,"CO","Charitable Organization"
"20093004206","237283854","ROAD RUNNERS CLUB OF AMERICA","WV",,"CO","Charitable Organization"
"20103004404","710568795","ARKANSAS CHILDREN'S FOUNDATION, INC.","AL",,"CO","Charitable Organization"
"20193022658","136192346","ROUNDABOUT THEATRE COMPANY, INC.","ME",,"CO","Charitable Organization"
"20193022658","136192346","ROUNDABOUT THEATRE COMPANY, INC.","KY",,"CO","Charitable Organization"
"20113030162","426058591","UNIVERSITY OF NORTHERN IOWA FOUNDATION","KY",,"CO","Charitable Organization"
"20033009810","900080500","ENVIRONMENTAL DEFENSE ACTION FUND","NM",,"CO","Charitable Organization"
"20063004149","742918904","ADOPTAPLATOON SOLDIER SUPPORT EFFORT","MI",,"CO","Charitable Organization"
"20153031333","562125831","ORGANIZATION FOR TROPICAL STUDIES, INC.","MD",,"CO","Charitable Organization"
"20043006360","131624016","GIRL SCOUTS OF THE UNITED STATES OF AMERICA","NH",,"CO","Charitable Organization"
"20123032496","133836763","ACTION WITHOUT BORDERS, INC.","TN",,"CO","Charitable Organization"
"20033002002","943363675","TOMPKINS CONSERVATION","MS",,"CO","Charitable Organization"
"20153043158","510197108","SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE","DC",,"CO","Charitable Organization"
"20133019021","237424444","JHPIEGO CORPORATION","KS",,"CO","Charitable Organization"
"20183037384","510110625","LONGWOOD GARDENS, INC.","GA",,"CO","Charitable Organization"
"20073001008","521149668","VIETNAM VETERANS MEMORIAL FUND, INC.","WI",,"CO","Charitable Organization"
"20033002002","943363675","TOMPKINS CONSERVATION","NJ",,"CO","Charitable Organization"
"20063004757","135562424","ORT AMERICA, INC.","GA",,"CO","Charitable Organization"
"20093004542","060646959","WESLEYAN UNIVERSITY","NV",,"CO","Charitable Organization"
"20033005085","592891462","THE FOUNDATION FOR THE MALCOLM BALDRIGE NATIONAL QUALITY AWARD, INC.","TN",,"CO","Charitable Organization"
"20033001993","431138252","VITAE FOUNDATION","OR",,"CO","Charitable Organization"
"20053005690","202268389","NATIONAL INSTITUTE FOR EXCELLENCE IN TEACHING","MS",,"CO","Charitable Organization"
"20033005085","592891462","THE FOUNDATION FOR THE MALCOLM BALDRIGE NATIONAL QUALITY AWARD, INC.","NH",,"CO","Charitable Organization"
"20023005172","362884730","THE NATIONAL WHEELCHAIR BASKETBALL ASSOCIATION","WI",,"CO","Charitable Organization"
"20113030162","426058591","UNIVERSITY OF NORTHERN IOWA FOUNDATION","FL",,"CO","Charitable Organization"
"20033009810","900080500","ENVIRONMENTAL DEFENSE ACTION FUND","AR",,"CO","Charitable Organization"
"20173014556","814374103","CIVIC ACTION","NV",,"CO","Charitable Organization"
"20093004206","237283854","ROAD RUNNERS CLUB OF AMERICA","NC",,"CO","Charitable Organization"
"20103002633","760700153","APFED","CT",,"CO","Charitable Organization"
"20083009662","650946164","SELECTIVE MUTISM ASSOCIATION, INC.","AR",,"CO","Charitable Organization"
"20163028727","951644029","ORTHOPAEDIC INSTITUTE FOR CHILDREN FOUNDATION","WV",,"CO","Charitable Organization"
"20113031248","820413981","BLUERIBBON COALITION, INC.","GA",,"CO","Charitable Organization"
"20063010931","133720473","DO SOMETHING, INC.","TN",,"CO","Charitable Organization"
"20063000414","521072749","NATIONAL COMMITTEE FOR RESPONSIVE PHILANTHROPY","NJ",,"CO","Charitable Organization"
"20063005141","720973161","NEW ORLEANS AREA HABITAT FOR HUMANITY","OK",,"CO","Charitable Organization"
"20053007453","203395272","REPUBLIC SERVICES EMPLOYEE RELIEF FUND","AZ",,"CO","Charitable Organization"
"20173035467","811272489","WOUNDED PAW PROJECT","TN",,"CO","Charitable Organization"
"20173014556","814374103","CIVIC ACTION","FL",,"CO","Charitable Organization"
"20063000414","521072749","NATIONAL COMMITTEE FOR RESPONSIVE PHILANTHROPY","VA",,"CO","Charitable Organization"
"20023005208","731502797","GRAMEEN FOUNDATION USA","NY",,"CO","Charitable Organization"
"20193001516","610673886","BRIGHTON CENTER, INC.","OH",,"CO","Charitable Organization"
"20113026989","570756987","COMMUNITY FOUNDATION OF THE LOWCOUNTRY","AR",,"CO","Charitable Organization"
"20193029877","271273887","COMMUNITY CAT COALITION OF CLARK COUNTY","MN",,"CO","Charitable Organization"
"20173020941","521811500","SMART RECOVERY USA, INC","MA",,"CO","Charitable Organization"
"20153043158","510197108","SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE","CA",,"CO","Charitable Organization"
"20153020671","710606585","ARKANSAS CHILDREN'S HOSPITAL AUXILIARY","NJ",,"CO","Charitable Organization"
"20183027854","133366846","GOD'S LOVE WE DELIVER, INC.","MA",,"CO","Charitable Organization"
"20063002934","221539721","THE SEEING EYE, INC.","FL",,"CO","Charitable Organization"
"20113031248","820413981","BLUERIBBON COALITION, INC.","LA",,"CO","Charitable Organization"
"20063005141","720973161","NEW ORLEANS AREA HABITAT FOR HUMANITY","NJ",,"CO","Charitable Organization"
"20123026119","041564655","THE MASSACHUSETTS GENERAL HOSPITAL","NE",,"CO","Charitable Organization"
"20063002948","136161225","FOUNDATION FOR PHYSICAL THERAPY RESEARCH, INC.","HI",,"CO","Charitable Organization"
"20113031248","820413981","BLUERIBBON COALITION, INC.","AK",,"CO","Charitable Organization"
"20183018898","237380563","RARE","TN",,"CO","Charitable Organization"
"20133019021","237424444","JHPIEGO CORPORATION","PA",,"CO","Charitable Organization"
"20093004542","060646959","WESLEYAN UNIVERSITY","AL",,"CO","Charitable Organization"
"20173020941","521811500","SMART RECOVERY USA, INC","WI",,"CO","Charitable Organization"
"20133019021","237424444","JHPIEGO CORPORATION","WI",,"CO","Charitable Organization"
"20193022658","136192346","ROUNDABOUT THEATRE COMPANY, INC.","RI",,"CO","Charitable Organization"
"20063000414","521072749","NATIONAL COMMITTEE FOR RESPONSIVE PHILANTHROPY","HI",,"CO","Charitable Organization"
"20093004206","237283854","ROAD RUNNERS CLUB OF AMERICA","RI",,"CO","Charitable Organization"
"20143020355","042104021","BOSTON FOUNDATION, INC.","MS",,"CO","Charitable Organization"
"20153017850","464402315","ALMS INTERNATIONAL MINISTRIES","CO",,"CO","Charitable Organization"
"20063000414","521072749","NATIONAL COMMITTEE FOR RESPONSIVE PHILANTHROPY","KY",,"CO","Charitable Organization"
"20123026119","041564655","THE MASSACHUSETTS GENERAL HOSPITAL","CA",,"CO","Charitable Organization"
"20173020941","521811500","SMART RECOVERY USA, INC","MI",,"CO","Charitable Organization"
"20133018500","593819154","AIA FOUNDATION","IL",,"CO","Charitable Organization"
"20183027854","133366846","GOD'S LOVE WE DELIVER, INC.","OK",,"CO","Charitable Organization"
"20133018500","593819154","AIA FOUNDATION","MA",,"CO","Charitable Organization"
"20053009041","391383650","NATIONAL CREDIT UNION FOUNDATION, INC.","NM",,"CO","Charitable Organization"
"20183018790","581485954","GEORGIA SOUTHERN UNIVERSITY ATHLETIC FOUNDATION, INC.","AK",,"CO","Charitable Organization"
"20153011215","221957406","STOCKTON UNIVERSITY FOUNDATION","WA",,"CO","Charitable Organization"
"20173035467","811272489","WOUNDED PAW PROJECT","NJ",,"CO","Charitable Organization"
"20123026119","041564655","THE MASSACHUSETTS GENERAL HOSPITAL","WA",,"CO","Charitable Organization"
"20063004149","742918904","ADOPTAPLATOON SOLDIER SUPPORT EFFORT","MA",,"CO","Charitable Organization"
"20143020643","237090658","CALIFORNIA NURSES FOUNDATION","AR",,"CO","Charitable Organization"
"20093007883","592672303","LOVE A CHILD, INC.","OH",,"CO","Charitable Organization"
"20123041021","275083595","BIG GREEN","IL",,"CO","Charitable Organization"
"20093002377","521254078","SARNOFF CARDIOVASCULAR RESEARCH FOUNDATION, INC.","UT",,"CO","Charitable Organization"
"20133020010","311023437","PARENTS OF MURDERED CHILDREN, INC","NC",,"CO","Charitable Organization"
"20183023379","462407872","PAX CHRISTI FUND FOR PEACE","ME",,"CO","Charitable Organization"
"20103004404","710568795","ARKANSAS CHILDREN'S FOUNDATION, INC.","LA",,"CO","Charitable Organization"
"20033002290","116107128","ENVIRONMENTAL DEFENSE FUND, INCORPORATED","UT",,"CO","Charitable Organization"
"20153011215","221957406","STOCKTON UNIVERSITY FOUNDATION","SC",,"CO","Charitable Organization"
"20093002377","521254078","SARNOFF CARDIOVASCULAR RESEARCH FOUNDATION, INC.","PA",,"CO","Charitable Organization"
"20023005172","362884730","THE NATIONAL WHEELCHAIR BASKETBALL ASSOCIATION","NJ",,"CO","Charitable Organization"
"20033009810","900080500","ENVIRONMENTAL DEFENSE ACTION FUND","RI",,"CO","Charitable Organization"
"20183027854","133366846","GOD'S LOVE WE DELIVER, INC.","MS",,"CO","Charitable Organization"
"20133019021","237424444","JHPIEGO CORPORATION","NH",,"CO","Charitable Organization"
"20063004757","135562424","ORT AMERICA, INC.","AK",,"CO","Charitable Organization"
"20193032861","133553974","GREEN SEAL, INC.","OR",,"CO","Charitable Organization"
"20203014495","237254561","JEWISH AGENCY FOR ISRAEL","WA",,"CO","Charitable Organization"
"20053005690","202268389","NATIONAL INSTITUTE FOR EXCELLENCE IN TEACHING","MI",,"CO","Charitable Organization"
"20113031248","820413981","BLUERIBBON COALITION, INC.","CA",,"CO","Charitable Organization"
"20063000414","521072749","NATIONAL COMMITTEE FOR RESPONSIVE PHILANTHROPY","AR",,"CO","Charitable Organization"
"20113030162","426058591","UNIVERSITY OF NORTHERN IOWA FOUNDATION","MD",,"CO","Charitable Organization"
"20063005795","521557765","EARTHWORKS","RI",,"CO","Charitable Organization"
"20093004206","237283854","ROAD RUNNERS CLUB OF AMERICA","OH",,"CO","Charitable Organization"
"20073001008","521149668","VIETNAM VETERANS MEMORIAL FUND, INC.","MA",,"CO","Charitable Organization"
"20093004206","237283854","ROAD RUNNERS CLUB OF AMERICA","MA",,"CO","Charitable Organization"
"20143020355","042104021","BOSTON FOUNDATION, INC.","OK",,"CO","Charitable Organization"
"20033002290","116107128","ENVIRONMENTAL DEFENSE FUND, INCORPORATED","MD",,"CO","Charitable Organization"
"20203014727","842574134","DENVER PARK TRUST","CO",,"CO","Charitable Organization"
"20053007453","203395272","REPUBLIC SERVICES EMPLOYEE RELIEF FUND","IA",,"CO","Charitable Organization"
"20173020941","521811500","SMART RECOVERY USA, INC","OH",,"CO","Charitable Organization"
"20053007453","203395272","REPUBLIC SERVICES EMPLOYEE RELIEF FUND","AL",,"CO","Charitable Organization"
"20033005085","592891462","THE FOUNDATION FOR THE MALCOLM BALDRIGE NATIONAL QUALITY AWARD, INC.","OR",,"CO","Charitable Organization"
"20103004404","710568795","ARKANSAS CHILDREN'S FOUNDATION, INC.","ND",,"CO","Charitable Organization"
"20153031333","562125831","ORGANIZATION FOR TROPICAL STUDIES, INC.","RI",,"CO","Charitable Organization"
"20063002934","221539721","THE SEEING EYE, INC.","MA",,"CO","Charitable Organization"
"20113026989","570756987","COMMUNITY FOUNDATION OF THE LOWCOUNTRY","WI",,"CO","Charitable Organization"
"20183018764","455261907","HEAD STRONG PROJECT INC","DC",,"CO","Charitable Organization"
"20103004404","710568795","ARKANSAS CHILDREN'S FOUNDATION, INC.","MS",,"CO","Charitable Organization"
"20113031248","820413981","BLUERIBBON COALITION, INC.","KY",,"CO","Charitable Organization"
"20133026326","591970458","KAIROS PRISON MINISTRY INTERNATIONAL INC.","NH",,"CO","Charitable Organization"
"20033002290","116107128","ENVIRONMENTAL DEFENSE FUND, INCORPORATED","ND",,"CO","Charitable Organization"
"20093006502","421143702","IOWA STATE UNIVERSITY FOUNDATION","MA",,"CO","Charitable Organization"
"20093004206","237283854","ROAD RUNNERS CLUB OF AMERICA","IL",,"CO","Charitable Organization"
"20053009041","391383650","NATIONAL CREDIT UNION FOUNDATION, INC.","OH",,"CO","Charitable Organization"
"20143020355","042104021","BOSTON FOUNDATION, INC.","UT",,"CO","Charitable Organization"
"20113031248","820413981","BLUERIBBON COALITION, INC.","IL",,"CO","Charitable Organization"
"20063000414","521072749","NATIONAL COMMITTEE FOR RESPONSIVE PHILANTHROPY","OK",,"CO","Charitable Organization"
"20133019021","237424444","JHPIEGO CORPORATION","AL",,"CO","Charitable Organization"
"20113030162","426058591","UNIVERSITY OF NORTHERN IOWA FOUNDATION","UT",,"CO","Charitable Organization"
"20063005795","521557765","EARTHWORKS","CT",,"CO","Charitable Organization"
"20183027854","133366846","GOD'S LOVE WE DELIVER, INC.","NJ",,"CO","Charitable Organization"
"20063005795","521557765","EARTHWORKS","CO",,"CO","Charitable Organization"
"20113031248","820413981","BLUERIBBON COALITION, INC.","AL",,"CO","Charitable Organization"
"20133018500","593819154","AIA FOUNDATION","DC",,"CO","Charitable Organization"
"20103002633","760700153","APFED","GA",,"CO","Charitable Organization"
"20153031333","562125831","ORGANIZATION FOR TROPICAL STUDIES, INC.","NV",,"CO","Charitable Organization"
"20073001008","521149668","VIETNAM VETERANS MEMORIAL FUND, INC.","UT",,"CO","Charitable Organization"
"20183024125","822826256","NEHI RESEARCH FOUNDATION","KS",,"CO","Charitable Organization"
"20063005795","521557765","EARTHWORKS","IN",,"CO","Charitable Organization"
"20073001008","521149668","VIETNAM VETERANS MEMORIAL FUND, INC.","IA",,"CO","Charitable Organization"
"20063002948","136161225","FOUNDATION FOR PHYSICAL THERAPY RESEARCH, INC.","OR",,"CO","Charitable Organization"
"20133026326","591970458","KAIROS PRISON MINISTRY INTERNATIONAL INC.","NC",,"CO","Charitable Organization"
"20103002633","760700153","APFED","AR",,"CO","Charitable Organization"
"20063005141","720973161","NEW ORLEANS AREA HABITAT FOR HUMANITY","MI",,"CO","Charitable Organization"
"20193029877","271273887","COMMUNITY CAT COALITION OF CLARK COUNTY","MI",,"CO","Charitable Organization"
"20093010099","841155433","COLORADO WATERWISE COUNCIL","CO",,"CO","Charitable Organization"
"20063002934","221539721","THE SEEING EYE, INC.","HI",,"CO","Charitable Organization"
"20093007883","592672303","LOVE A CHILD, INC.","HI",,"CO","Charitable Organization"
"20203014535","560818833","JAARS, INC","AZ",,"CO","Charitable Organization"
"20053007453","203395272","REPUBLIC SERVICES EMPLOYEE RELIEF FUND","WV",,"CO","Charitable Organization"
"20023005208","731502797","GRAMEEN FOUNDATION USA","NH",,"CO","Charitable Organization"
"20033002002","943363675","TOMPKINS CONSERVATION","CO",,"CO","Charitable Organization"
"20143020355","042104021","BOSTON FOUNDATION, INC.","MN",,"CO","Charitable Organization"
"20183018898","237380563","RARE","WI",,"CO","Charitable Organization"
"20143020643","237090658","CALIFORNIA NURSES FOUNDATION","DC",,"CO","Charitable Organization"
"20203014535","560818833","JAARS, INC","FL",,"CO","Charitable Organization"
"20093004542","060646959","WESLEYAN UNIVERSITY","AR",,"CO","Charitable Organization"
"20063002934","221539721","THE SEEING EYE, INC.","MO",,"CO","Charitable Organization"
"20143017478","231352685","TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA","KY",,"CO","Charitable Organization"
"20103000025","205350994","THE JOSHUA FUND","VA",,"CO","Charitable Organization"
"20033001993","431138252","VITAE FOUNDATION","OK",,"CO","Charitable Organization"
"20093007702","262958159","HELPING CHILDREN","CO",,"CO","Charitable Organization"
"20133019021","237424444","JHPIEGO CORPORATION","KY",,"CO","Charitable Organization"
"20153011215","221957406","STOCKTON UNIVERSITY FOUNDATION","NY",,"CO","Charitable Organization"
"20173007456","815435581","NORMA SMILES","CO",,"CO","Charitable Organization"
"20043006360","131624016","GIRL SCOUTS OF THE UNITED STATES OF AMERICA","NV",,"CO","Charitable Organization"
"20163028727","951644029","ORTHOPAEDIC INSTITUTE FOR CHILDREN FOUNDATION","RI",,"CO","Charitable Organization"
"20113030162","426058591","UNIVERSITY OF NORTHERN IOWA FOUNDATION","NV",,"CO","Charitable Organization"
"20053005690","202268389","NATIONAL INSTITUTE FOR EXCELLENCE IN TEACHING","SC",,"CO","Charitable Organization"
"20063002934","221539721","THE SEEING EYE, INC.","SC",,"CO","Charitable Organization"
"20143020643","237090658","CALIFORNIA NURSES FOUNDATION","HI",,"CO","Charitable Organization"
"20173014013","980013023","THE AMERICAN UNIVERSITY OF PARIS INC.","OR",,"CO","Charitable Organization"
"20043006360","131624016","GIRL SCOUTS OF THE UNITED STATES OF AMERICA","AK",,"CO","Charitable Organization"
"20053007453","203395272","REPUBLIC SERVICES EMPLOYEE RELIEF FUND","ND",,"CO","Charitable Organization"
"20063002934","221539721","THE SEEING EYE, INC.","WA",,"CO","Charitable Organization"
"20113026989","570756987","COMMUNITY FOUNDATION OF THE LOWCOUNTRY","OK",,"CO","Charitable Organization"
"20093002377","521254078","SARNOFF CARDIOVASCULAR RESEARCH FOUNDATION, INC.","OH",,"CO","Charitable Organization"
"20113026989","570756987","COMMUNITY FOUNDATION OF THE LOWCOUNTRY","MS",,"CO","Charitable Organization"
"20183030711","460565393","SEAL FUTURE FOUNDATION, INC.","NY",,"CO","Charitable Organization"
"20133018500","593819154","AIA FOUNDATION","PA",,"CO","Charitable Organization"
"20183023379","462407872","PAX CHRISTI FUND FOR PEACE","KY",,"CO","Charitable Organization"
"20063002948","136161225","FOUNDATION FOR PHYSICAL THERAPY RESEARCH, INC.","FL",,"CO","Charitable Organization"
"20073001008","521149668","VIETNAM VETERANS MEMORIAL FUND, INC.","NH",,"CO","Charitable Organization"
"20113026989","570756987","COMMUNITY FOUNDATION OF THE LOWCOUNTRY","CA",,"CO","Charitable Organization"
"20193001372","363406438","THE HIKE FUND, INC.","OK",,"CO","Charitable Organization"
"20063004149","742918904","ADOPTAPLATOON SOLDIER SUPPORT EFFORT","SC",,"CO","Charitable Organization"
"20063002948","136161225","FOUNDATION FOR PHYSICAL THERAPY RESEARCH, INC.","NJ",,"CO","Charitable Organization"
"20133018500","593819154","AIA FOUNDATION","OK",,"CO","Charitable Organization"
"20023005208","731502797","GRAMEEN FOUNDATION USA","PA",,"CO","Charitable Organization"
"20203014495","237254561","JEWISH AGENCY FOR ISRAEL","OH",,"CO","Charitable Organization"
