"the_geom","objectid","zone_","link","city_name","minx","miny","maxx","maxy","centerx","centery","area","refcd","globalid","shape__are","shape__len"
"MULTIPOLYGON (((-104.209340803371 39.7426673462845, -104.204743046101 39.7426790575642, -104.204776050507 39.7408920994477, -104.209381487994 39.7408431793514, -104.209340803371 39.7426673462845)))","12","A-2","http://www.adcogov.org/sites/default/files/Chapter%2003%20-%20Zone%20District%20Regulations_0.pdf","Unincorporated","3362937","1697308","3364232","1697995","3363584","1697655",,,"cdddaac3-3779-43cf-89fb-12016020a6d9","850988.510253906","3903.79240110895"
"MULTIPOLYGON (((-104.414518144334 39.7500169452846, -104.41118370227 39.7476159364001, -104.41011540192102 39.7468437372825, -104.411541108703 39.7448681081645, -104.412228190264 39.7439062444918, -104.414470597352 39.7448173815214, -104.414477063271 39.7454909829661, -104.41448745869602 39.7465999973437, -104.414496278058 39.7476385311407, -104.414501507803 39.748162266747, -104.414504852701 39.74852057382661, -104.414518169948 39.7493260172522, -104.41451338728 39.7493669255141, -104.414518144334 39.7500169452846)))","13","A-2","http://www.adcogov.org/sites/default/files/Chapter%2003%20-%20Zone%20District%20Regulations_0.pdf","Unincorporated","3305214","1697677","3306465","1699895","3305839","1698512",,,"8ad65607-75d3-4250-98c5-2367c6311bfa","1600898.18408203","5524.41215976193"
"MULTIPOLYGON (((-104.431113297147 39.7521334065942, -104.43110143096301 39.7527368296025, -104.429820989209 39.7527364036484, -104.42982286320901 39.7521475319537, -104.431113297147 39.7521334065942)))","14","A-3","http://www.adcogov.org/sites/default/files/Chapter%2003%20-%20Zone%20District%20Regulations_0.pdf","Unincorporated","3300538","1700610","3300901","1700834","3300720","1700724",,,"6371d94e-2687-45db-bb8d-d649088710ae","78482.8227539063","1157.23929712562"
"MULTIPOLYGON (((-104.443995132363 39.7559045056301, -104.444024317184 39.7527267438775, -104.446197696289 39.752714881187, -104.446198642479 39.752770255144, -104.446212566603 39.7558079298899, -104.446212505515 39.7559303281026, -104.443995132363 39.7559045056301)))","15","A-3","http://www.adcogov.org/sites/default/files/Chapter%2003%20-%20Zone%20District%20Regulations_0.pdf","Unincorporated","3296277","1700773","3296906","1701944","3296592","1701360",,,"f15dbbbb-b77d-4368-9807-223577ae1bf0","718974.25","3563.50810442764"
"MULTIPOLYGON (((-104.640468419351 39.8225020845571, -104.640355001634 39.8224990193591, -104.640354990602 39.8224853751887, -104.64035498564 39.8224795468347, -104.640354929716 39.8224217761979, -104.640354878556 39.8223687168629, -104.640354552691 39.8220247042933, -104.640352603583 39.8199535270759, -104.640351991485 39.8192913617033, -104.64034610597702 39.8126754910603, -104.640353649354 39.8053978889574, -104.654570038297 39.8054235436531, -104.654573176549 39.7981574987914, -104.65457332610501 39.7980467734514, -104.654838759595 39.798047534729, -104.65746599247 39.7980645292023, -104.65922400787902 39.7980757203671, -104.66139817876 39.7980333422849, -104.662460574313 39.798030607649004, -104.665472221946 39.7980439798263, -104.668456990415 39.7980730993284, -104.668598435413 39.798075241813, -104.66859715435 39.798183213745, -104.66856306736 39.8054053345226, -104.668547209161 39.8127405771381, -104.668566020268 39.8170045581268, -104.668569036128 39.8185501597216, -104.668534771706 39.8200872615026, -104.670603135756 39.8200929193198, -104.671829633701 39.8200898804175, -104.672435812976 39.8200840742489, -104.677189965093 39.8201171458582, -104.677903783348 39.8201159523993, -104.678047352392 39.820117869256, -104.678166301974 39.8201193854234, -104.696705101632 39.8203193162622, -104.696847508594 39.8203191433424, -104.696993457045 39.8203205957843, -104.706054921447 39.820079577256, -104.706147513508 39.820076998437, -104.715532963223 39.8200135871465, -104.715589332433 39.8200135049454, -104.734105290956 39.8200786005083, -104.734371419497 39.8200775851156, -104.737301470706 39.8200965908076, -104.737484812869 39.82009686254911, -104.74165693920402 39.8201528464078, -104.742583544353 39.8201441929232, -104.742626461769 39.8201436234643, -104.74331223938002 39.8201269387243, -104.743575895898 39.8201270984255, -104.75312739230301 39.8201785505668, -104.75311615916101 39.821194942893, -104.753104672126 39.8222344639219, -104.753103884384 39.8223057348491, -104.753098152081 39.8228242129027, -104.753097047807 39.8229240815311, -104.753092034303 39.8233777472807, -104.75308512981 39.8233777035081, -104.74932146566802 39.8233538488385, -104.746818328585 39.8233378730172, -104.74397525992 39.8233196631299, -104.741379416616 39.8233029767984, -104.735631482287 39.8232658249594, -104.732448489797 39.823245130993506, -104.72206514625701 39.8231770284269, -104.717924174854 39.8231496125103, -104.707200931779 39.8230779411432, -104.698053742669 39.8230160322327, -104.69684500552 39.8230077982712, -104.692089538171 39.8229752834682, -104.689710037754 39.8229589419243, -104.68532187327 39.8229286795524, -104.67879730589 39.8228833815552, -104.678053383427 39.8228781937868, -104.675791345383 39.8228623905266, -104.67126122784101 39.822830611196, -104.666082944194 39.8227940715125, -104.666055604987 39.8215439402253, -104.66619861328302 39.8130766748193, -104.660262046497 39.8130352637765, -104.655515979405 39.8130019423421, -104.655480639417 39.8159335983641, -104.655444731173 39.8189121398025, -104.655439560132 39.8193410496542, -104.655406806419 39.8220574770173, -104.655400121849 39.8226118744687, -104.649919722817 39.8225717984355, -104.649912602929 39.8225717470614, -104.645091122629 39.8225362776669, -104.64433545925 39.8225307005998, -104.641360330623 39.8225086973849, -104.640468419351 39.8225020845571)))","16","DIA","http://www.adcogov.org/sites/default/files/Chapter%2003%20-%20Zone%20District%20Regulations_0.pdf","Unincorporated","3247051","1727229","3258580","1753630","3252815","1748347",,,"86ddede6-79f2-485e-8ca7-152db46fa381","75439142.3720703","88510.4182724722"
"MULTIPOLYGON (((-104.374998945228 39.8150286591697, -104.375010053518 39.814336935306, -104.376536629701 39.8143585969109, -104.376531234632 39.8150464860035, -104.374998945228 39.8150286591697)))","17","A-1","http://www.adcogov.org/sites/default/files/Chapter%2003%20-%20Zone%20District%20Regulations_0.pdf","Unincorporated","3315601","1723458","3316032","1723711","3315816","1723585",,,"9b52150e-636d-402a-a318-6d580cc3b097","107980.639160156","1362.01436257038"
"MULTIPOLYGON (((-104.415494343305 39.9471534042963, -104.414844412176 39.9466873818837, -104.414336148523 39.9466881980765, -104.414335668896 39.9466042364922, -104.417067855094 39.9465966235081, -104.417077997083 39.9471507878957, -104.415494343305 39.9471534042963)))","18","A-1","http://www.adcogov.org/sites/default/files/Chapter%2003%20-%20Zone%20District%20Regulations_0.pdf","Unincorporated","3303638","1771492","3304409","1771700","3304023","1771599",,,"5b31fcb3-f8a6-4c62-bf55-6a910fb6c7f1","114735.697265625","1834.20244733134"
"MULTIPOLYGON (((-104.413987100045 39.8462693974703, -104.41397684629 39.8468348364328, -104.413870010378 39.8468340806545, -104.411983801246 39.8468182836372, -104.41199741002401 39.8462480713787, -104.413880264996 39.8462686417012, -104.413987100045 39.8462693974703)))","19","A-1","http://www.adcogov.org/sites/default/files/Chapter%2003%20-%20Zone%20District%20Regulations_0.pdf","Unincorporated","3304944","1734956","3305504","1735163","3305224","1735060",,,"be03af94-b023-45b3-bac5-1ec7f21f639b","115660.194335938","1532.17320646109"
"MULTIPOLYGON (((-104.23284127757 39.739085939691, -104.232827163699 39.7400146790513, -104.231475731386 39.7400177343025, -104.231496019105 39.7390927221279, -104.23284127757 39.739085939691)))","20","A-1","http://www.adcogov.org/sites/default/files/Chapter%2003%20-%20Zone%20District%20Regulations_0.pdf","Unincorporated","3356348","1696575","3356728","1696920","3356538","1696748",,,"44a06f8c-ffbd-4e26-8f07-791a4bacf2c5","128016.989746094","1433.71920713766"
"MULTIPOLYGON (((-104.320453587926 39.7800648560528, -104.320346281159 39.780062865805405, -104.319078240676 39.7800348252997, -104.319106521568 39.7790426412401, -104.32035498121502 39.7790702566573, -104.320462005395 39.7790713289431, -104.320453587926 39.7800648560528)))","21","A-1","http://www.adcogov.org/sites/default/files/Chapter%2003%20-%20Zone%20District%20Regulations_0.pdf","Unincorporated","3331519","1710802","3331905","1711169","3331712","1710986",,,"a866988b-0d9e-4a6c-abb0-17c755cdb5b6","138795.472167969","1491.27744640946"
"MULTIPOLYGON (((-104.414708655648 39.9838109152612, -104.415681861573 39.9838187115533, -104.415678241448 39.9840520159303, -104.416909201544 39.9840649136707, -104.416900247843 39.9845850370061, -104.414715725782 39.9845620071104, -104.414708655648 39.9838109152612)))","22","A-1","http://www.adcogov.org/sites/default/files/Chapter%2003%20-%20Zone%20District%20Regulations_0.pdf","Unincorporated","3303525","1785056","3304142","1785331","3303834","1785236",,,"c0ec0a80-ab92-47ea-934f-901b2921a80e","139371.114746094","1778.13563659019"
"MULTIPOLYGON (((-104.414463464592 39.9701327453937, -104.414473756907 39.971212147364, -104.413026655875 39.9712127883475, -104.413009028609 39.970128514475306, -104.414463464592 39.9701327453937)))","23","A-1","http://www.adcogov.org/sites/default/files/Chapter%2003%20-%20Zone%20District%20Regulations_0.pdf","Unincorporated","3304263","1780074","3304678","1780473","3304471","1780273",,,"6fe7c03e-44c0-4b80-8b67-51b038a2e3e6","160263.489257813","1601.57023282253"
"MULTIPOLYGON (((-104.376706010067 39.7871620492041, -104.376699941324 39.7884287576306, -104.375447485315 39.7884172605793, -104.375462479103 39.7871501796687, -104.376706010067 39.7871620492041)))","24","A-1","http://www.adcogov.org/sites/default/files/Chapter%2003%20-%20Zone%20District%20Regulations_0.pdf","Unincorporated","3315674","1713554","3316027","1714016","3315850","1713785",,,"fb95b060-f636-466d-b57b-a0463f8fcdc9","161871.354003906","1624.51981428167"
"MULTIPOLYGON (((-104.319847718789 39.8902733702538, -104.319597586003 39.8902775012426, -104.319600364078 39.8901128113603, -104.31984753462801 39.8901081931775, -104.324268702328 39.8900237840764, -104.324264884034 39.8908873693378, -104.323117328303 39.8908866750571, -104.322056431308 39.8902368870254, -104.319847718789 39.8902733702538)))","25","A-1","http://www.adcogov.org/sites/default/files/Chapter%2003%20-%20Zone%20District%20Regulations_0.pdf","Unincorporated","3329925","1751208","3331238","1751526","3330581","1751264",,,"20fe3b4d-81a7-4199-860c-c52d5c1ef778","197133.013183594","3077.55680142705"
"MULTIPOLYGON (((-104.411086354999 39.7708905519316, -104.41109390602101 39.7708905449212, -104.41429488578801 39.7708872422506, -104.414405466703 39.7708875757042, -104.41440546677201 39.7708934042935, -104.414405580268 39.7714737171544, -104.414294398468 39.7714738357324, -104.411088766119 39.7714796890643, -104.411086354999 39.7708905519316)))","26","A-1","http://www.adcogov.org/sites/default/files/Chapter%2003%20-%20Zone%20District%20Regulations_0.pdf","Unincorporated","3305152","1707497","3306087","1707724","3305620","1707610",,,"ea9f5e6e-b5d0-41d9-a223-e5a26e0e0563","199708.512695313","2293.46643701623"
"MULTIPOLYGON (((-104.319049451107 39.7402746882615, -104.319050161749 39.7394776622746, -104.319050286444 39.739381025595, -104.319050293808 39.7393687640585, -104.318671029842 39.7393718438558, -104.318580941598 39.7393725748406, -104.318580987402 39.7393236772104, -104.31858170406 39.7385490114216, -104.318584070968 39.7384218361231, -104.318584261143 39.738411646235, -104.318665765854 39.7384106342551, -104.320207671929 39.7383914772565, -104.32022634190301 39.7383914589028, -104.320226060816 39.7384056909945, -104.320225054521 39.7384703278433, -104.32022449610301 39.7385046243724, -104.320224473786 39.738535678558, -104.320225635921 39.7394864171873, -104.320223148943 39.7400387418748, -104.320223025853 39.7400757864174, -104.320222758918 39.7403557612126, -104.319064247268 39.7403651937141, -104.319049367819 39.740365291042, -104.3190495449 39.7403594497887, -104.319049381867 39.7403507077366, -104.319049444707 39.7402991291889, -104.319049451107 39.7402746882615)))","27","A-1","http://www.adcogov.org/sites/default/files/Chapter%2003%20-%20Zone%20District%20Regulations_0.pdf","Unincorporated","3331774","1695991","3332218","1696690","3331996","1696343",,,"02e4490f-d61a-4942-8101-8c0aa0224f79","282242.958496094","2352.44521504667"
"MULTIPOLYGON (((-104.302074478915 39.7594123178883, -104.301969263082 39.7613021702745, -104.30064957874801 39.7612978820965, -104.300713466799 39.7593826716494, -104.302074478915 39.7594123178883)))","28","A-1","http://www.adcogov.org/sites/default/files/Chapter%2003%20-%20Zone%20District%20Regulations_0.pdf","Unincorporated","3336783","1703708","3337174","1704406","3336979","1704058",,,"4ec6bb38-e72a-493e-9f98-86702c16cc7a","261301.96875","2140.75136512985"
"MULTIPOLYGON (((-104.462898845308 39.8110127061493, -104.463635721336 39.8110120996391, -104.464632468826 39.8110107989381, -104.464613516061 39.8127749629704, -104.463645363941 39.812766677895, -104.4629230408 39.8127648962043, -104.462898770811 39.811017738597, -104.462898845308 39.8110127061493)))","29","A-1","http://www.adcogov.org/sites/default/files/Chapter%2003%20-%20Zone%20District%20Regulations_0.pdf","Unincorporated","3290868","1721947","3291357","1722592","3291112","1722270",,,"a79deaa0-96bd-43fb-a8ab-63cc36b7c7ca","307822.764160156","2242.95592256212"
"MULTIPOLYGON (((-104.4134041602 39.772730330655, -104.414294597822 39.7727243615284, -104.414405432023 39.7727276714599, -104.41440548791401 39.7744087632316, -104.414405470469 39.7745247555826, -104.414292462609 39.7745276027496, -104.412966290868 39.7745249738905, -104.412618536806 39.774522906308, -104.412622291473 39.7727327202647, -104.4134041602 39.772730330655)))","30","A-1","http://www.adcogov.org/sites/default/files/Chapter%2003%20-%20Zone%20District%20Regulations_0.pdf","Unincorporated","3305138","1708167","3305648","1708827","3305393","1708498",,,"09b229d9-4dcc-47b8-9741-2eb34c7970ef","328398.254394531","2310.30638639246"
"MULTIPOLYGON (((-104.40504296555 39.781746720349, -104.405026707189 39.7799973034853, -104.407156910869 39.7800143501041, -104.407121891554 39.7817468179332, -104.407120700231 39.7818232199495, -104.405485936202 39.781824964329, -104.405041443317 39.7818251783234, -104.40504296555 39.781746720349)))","31","A-1","http://www.adcogov.org/sites/default/files/Chapter%2003%20-%20Zone%20District%20Regulations_0.pdf","Unincorporated","3307152","1710846","3307750","1711513","3307451","1711178",,,"06474206-c61f-4374-9f8e-9734b26d29a0","391632.625","2508.00746629184"
"MULTIPOLYGON (((-104.371446742807 39.9664118438932, -104.371383746351 39.9556933245427, -104.37458285027 39.9556772002299, -104.374582472612 39.9557375909744, -104.374602532582 39.9569289688533, -104.374584402021 39.9569287959987, -104.374590201689 39.9605017211788, -104.374600086398 39.9664430890318, -104.371446742807 39.9664118438932)))","32","A-1","http://www.adcogov.org/sites/default/files/Chapter%2003%20-%20Zone%20District%20Regulations_0.pdf","Unincorporated","3315460","1774945","3316410","1778866","3315935","1776909",,,"805f8f8a-db6d-4033-8299-c1521947a092","3485277.99023438","9612.93510394793"
"MULTIPOLYGON (((-104.365614438476 39.738176803513205, -104.377332484166 39.7381127976808, -104.377305787185 39.7401137360652, -104.37723442386202 39.7454783136968, -104.377125690459 39.7454761322843, -104.37659490065401 39.7454754132185, -104.374718028894 39.7454723517432, -104.373311489162 39.7454698750694, -104.372065872919 39.7454677802168, -104.371116326841 39.74546599613, -104.370341927826 39.7454647419336, -104.369645773609 39.7454633191094, -104.368928276584 39.7454621446007, -104.368028554008 39.7454582978291, -104.367954717197 39.74546079055, -104.367947284927 39.7464719529067, -104.36793909737 39.7474197339508, -104.367931399765 39.748392228237, -104.36792686618 39.749003500041, -104.367538337645 39.7490013633781, -104.365077636494 39.7489890976444, -104.363264191904 39.7489800600693, -104.36325281230302 39.7489872712963, -104.363252930967 39.74897995129581, -104.358386607121 39.7489584688866, -104.358497299847 39.7454177044907, -104.363325222191 39.7454527697579, -104.363868464769 39.7454532113332, -104.364959376317 39.7454552735852, -104.365518905733 39.7454565509916, -104.36553240665401 39.7444388117809, -104.365543324508 39.743599042969, -104.365549399883 39.7431685258485, -104.365562988166 39.74210868994, -104.365573443609 39.7413524229921, -104.365583446537 39.7405691546691, -104.365598259414 39.7394885099821, -104.365613426151 39.7383309959644, -104.365613543666 39.7382687671261, -104.365614438476 39.738176803513205)))","33","A-1","http://www.adcogov.org/sites/default/files/Chapter%2003%20-%20Zone%20District%20Regulations_0.pdf","Unincorporated","3315717","1695686","3321000","1699703","3318358","1697712",,,"c28954e8-5580-4815-90d4-251fd33860b6","12226349.5625","18481.649357361"
"MULTIPOLYGON (((-104.913943227959 39.9501821303597, -104.91394193357002 39.9500174208941, -104.913940654526 39.949850881459, -104.913939342875 39.949652773761606, -104.91395172427 39.949652736943804, -104.915505189286 39.9496420572185, -104.915517571081 39.9496419719856, -104.916939953549 39.9496322254929, -104.916952335326 39.9496321418965, -104.917313282998 39.9496297227241, -104.917313094674 39.9496523202085, -104.917313924763 39.9497667014085, -104.91731446544901 39.949844480504, -104.917315969496 39.9500563143001, -104.917316609315 39.9501221986587, -104.917327830688 39.9501666323599, -104.917340191781 39.9501665343232, -104.917781733489 39.9501616181327, -104.917794113469 39.9501614826115, -104.918674373827 39.9501518350144, -104.918686753833 39.9501516958256, -104.919081012523 39.9501472049314, -104.919093392572 39.9501470603387, -104.919508162483 39.9501422150275, -104.919520542084 39.950142124002, -104.920394814132 39.9501374166778, -104.920407197635 39.9501374149357, -104.921270990363 39.9501416532834, -104.921283371989 39.9501415978258, -104.92190590705901 39.9501359003594, -104.921918272121 39.9501361628653, -104.921963854119 39.9501378265316, -104.921965946068 39.950207508479, -104.921973304806 39.9520137860282, -104.917345911673 39.9520506346569, -104.917333529408 39.9520507254427, -104.91396978530702 39.9520723520558, -104.913957403424 39.9520723960238, -104.913951826747 39.9513547668478, -104.913949960849 39.9511163958031, -104.913948973227 39.9509505441567, -104.913948420895 39.9508036812542, -104.913948275153 39.95078560895271, -104.913946673942 39.9506220417777, -104.913945444747 39.9504850119235, -104.913944207888 39.9503488970399, -104.913943227959 39.9501821303597)))","34","A-2","http://www.adcogov.org/sites/default/files/Chapter%2003%20-%20Zone%20District%20Regulations_0.pdf","Unincorporated","3162064","1771313","3164318","1772213","3163191","1771847",,,"9d1b0f70-186a-4838-b6ff-8b9e34818146","1728895.86767578","6254.31875599811"
"MULTIPOLYGON (((-104.827855984244 39.9506152221381, -104.827855864468 39.9505349282142, -104.827986940587 39.9505349882769, -104.82810374623901 39.9505354244742, -104.82993978249301 39.9505280185596, -104.829938574969 39.9499096851254, -104.829937490228 39.9492785419001, -104.829936403315 39.9486476272462, -104.82813446669401 39.9486376127398, -104.828006962751 39.94863734440221, -104.827853602258 39.9486369286871, -104.827851996319 39.946948929389, -104.82802498334001 39.9469478555765, -104.828134364126 39.946947105726, -104.832594364458 39.9469724093883, -104.832653263468 39.9506104165486, -104.828099091154 39.9506177500171, -104.827986175479 39.9506145908949, -104.827855984244 39.9506152221381)))","35","A-2","http://www.adcogov.org/sites/default/files/Chapter%2003%20-%20Zone%20District%20Regulations_0.pdf","Unincorporated","3187110","1770506","3188466","1771844","3187788","1771172",,,"d714f8b1-c0e9-4e63-ab9e-f4b24c5741d8","1378580.49316406","6497.76742424062"
