"year","institutionname","institutionlevelid","institutionlevel","institutiontype","taxtype","cobased","division","agedesc","agemin","agemax","gender","ethnicity","studentlevel","degreelevel","residencyid","residency","cip2","cip","programname","recordcount"
"2011",,,,,,,,,,,"Female","Unknown","Undergraduate","Bachelor","2","Out-of-State","52","52.0101","Business/Commerce, General",
"2013","Red Rocks Community College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Male","White, non-Hispanic","Undergraduate","Certificate","1","In-State","52","52.0201","Business Administration and Management, General",
"2011",,,,,,,,,,,"Female","Unknown","Undergraduate","Bachelor","2","Out-of-State","52","52.0101","Business/Commerce, General",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2011",,,,,,,,,,,"Female","Unknown","Undergraduate","Bachelor","1","In-State","40","40.0601","Geology/Earth Science, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","11","11.0701","Computer Science",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","11","11.0701","Computer Science",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","11","11.0701","Computer Science",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","11","11.0701","Computer Science",
"2011",,,,,,,,,,,"Male","Unknown","Undergraduate","Bachelor","2","Out-of-State","50","50.0702","Fine/Studio Arts, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","45","45.1101","Sociology",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","45","45.1101","Sociology",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","45","45.1101","Sociology",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","45","45.1101","Sociology",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","45","45.1101","Sociology",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","Asian or Pacific Islander","Undergraduate","Associate","1","In-State","51","51.1601",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","45","45.1101","Sociology",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","2","Out-of-State","14","14.1901","Mechanical Engineering",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","2","Out-of-State","14","14.1901","Mechanical Engineering",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","Black or African American, non-Hispanic","Undergraduate","Associate","1","In-State","22","22.0103",,
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","2","Out-of-State","14","14.1901","Mechanical Engineering",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Doctoral","1","In-State","44","44.0401","Public Administration",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","Black or African American, non-Hispanic","Undergraduate","Associate","1","In-State","51","51.1601",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Doctoral","1","In-State","44","44.0401","Public Administration",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","Hispanic","Undergraduate","Associate","1","In-State","22","22.0103",,
"2011",,,,,,,,,,,"Female","Non-Resident Alien","Graduate","Masters","2","Out-of-State","50","50.0901","Music, General",
"2011",,,,,,,,,,,"Female","Non-Resident Alien","Graduate","Masters","2","Out-of-State","50","50.0901","Music, General",
"2011",,,,,,,,,,,"Female","Non-Resident Alien","Graduate","Masters","2","Out-of-State","50","50.0901","Music, General",
"2011",,,,,,,,,,,"Female","Unknown","Undergraduate","Bachelor","1","In-State","51","51.0204","Audiology/Audiologist and Speech-Language Pathology/Pathologist",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","Hispanic","Undergraduate","Associate","1","In-State","51","51.1601",,
"2011",,,,,,,,,,,"Male","Black or African American","Graduate","Masters","1","In-State","4","4.0301",,
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","Hispanic","Undergraduate","Certificate","1","In-State","20","20.0201",,
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","Hispanic","Undergraduate","Certificate","1","In-State","51","51.1614",,
"2011",,,,,,,,,,,"Female","Asian","Undergraduate","Bachelor","2","Out-of-State","45","45.0701","Geography",
"2011",,,,,,,,,,,"Male","Unknown","Undergraduate","Bachelor","2","Out-of-State","3","3.0104",,
"2011",,,,,,,,,,,"Male","Black or African American","Undergraduate","Bachelor","1","In-State","9","9.0401",,
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","Native American or Alaskan Native","Undergraduate","Certificate","1","In-State","51","51.1614",,
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","Native American or Alaskan Native","Undergraduate","Certificate","1","In-State","51","51.1614",,
"2011",,,,,,,,,,,"Male","Black or African American","Undergraduate","Bachelor","1","In-State","9","9.0401",,
"2011",,,,,,,,,,,"Male","Black or African American","Undergraduate","Bachelor","1","In-State","9","9.0401",,
"2011",,,,,,,,,,,"Male","Black or African American","Undergraduate","Bachelor","1","In-State","9","9.0401",,
"2011",,,,,,,,,,,"Female","Unknown","Undergraduate","Bachelor","1","In-State","16","16.0102","Linguistics",
"2011",,,,,,,,,,,"Female","Unknown","Undergraduate","Bachelor","1","In-State","16","16.0102","Linguistics",
"2011",,,,,,,,,,,"Female","Unknown","Graduate","Masters","1","In-State","26","26.0101","Biology/Biological Sciences, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","2","Out-of-State","42","42.2806","Educational Psychology",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","2","Out-of-State","42","42.2806","Educational Psychology",
"2011",,,,,,,,,,,"Male","Asian","Undergraduate","Bachelor","1","In-State","45","45.0701","Geography",
"2011",,,,,,,,,,,"Male","Asian","Undergraduate","Bachelor","1","In-State","45","45.0701","Geography",
"2011",,,,,,,,,,,"Male","Asian","Undergraduate","Bachelor","1","In-State","45","45.0701","Geography",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","45","45.1002","American Government and Politics (United States)",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","45","45.1002","American Government and Politics (United States)",
"2011",,,,,,,,,,,"Female","Non-Resident Alien","Graduate","Masters","1","In-State","52","52.0101","Business/Commerce, General",
"2011",,,,,,,,,,,"Female","Non-Resident Alien","Graduate","Masters","1","In-State","52","52.0101","Business/Commerce, General",
"2011",,,,,,,,,,,"Male","More than one race/ethnicity (non-hispanic)","Undergraduate","Bachelor","1","In-State","52","52.0901","Hospitality Administration/Management, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Specialist","1","In-State","13","13.0401","Educational Leadership and Administration, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Specialist","1","In-State","13","13.0401","Educational Leadership and Administration, General",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","Unknown Ethnicity","Undergraduate","Associate","1","In-State","51","51.1601",,
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","Unknown Ethnicity","Undergraduate","Certificate","1","In-State","8","8.1105",,
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","Unknown Ethnicity","Undergraduate","Certificate","1","In-State","22","22.0103",,
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Undergraduate","Bachelor","1","In-State","30","30.2001","International/Global Studies",
"2011",,,,,,,,,,,"Male","Asian","Graduate","Masters","1","In-State","26","26.0901","Physiology, General",
"2011",,,,,,,,,,,"Male","Native American or Alaskan Native","Undergraduate","Bachelor","1","In-State","30","30.2001","International/Global Studies",
"2011",,,,,,,,,,,"Male","Unknown","Graduate","Masters","1","In-State","38","38.0201","Religion/Religious Studies",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","White, non-Hispanic","Undergraduate","Associate","1","In-State","22","22.0103",,
"2011",,,,,,,,,,,"Male","Hispanic","Graduate","Masters","1","In-State","11","11.0101","Computer and Information Sciences, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Associate","1","In-State","51","51.0904","Emergency Medical Technology/Technician (EMT Paramedic)",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Doctoral","1","In-State","42","42.0101","Psychology, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Doctoral","1","In-State","42","42.0101","Psychology, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Doctoral","1","In-State","42","42.0101","Psychology, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","16","16.0901","French Language and Literature",
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Undergraduate","Bachelor","2","Out-of-State","14","14.1901","Mechanical Engineering",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","White, non-Hispanic","Undergraduate","Associate","1","In-State","51","51.1601",,"14"
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Undergraduate","Bachelor","2","Out-of-State","14","14.1901","Mechanical Engineering",
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Undergraduate","Bachelor","2","Out-of-State","14","14.1901","Mechanical Engineering",
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Undergraduate","Bachelor","2","Out-of-State","14","14.1901","Mechanical Engineering",
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Undergraduate","Bachelor","2","Out-of-State","14","14.1901","Mechanical Engineering",
"2011",,,,,,,,,,,"Male","Unknown","Undergraduate","Associate","1","In-State","24","24.0101","Liberal Arts and Sciences/Liberal Studies",
"2011",,,,,,,,,,,"Female","Hispanic","Graduate","Masters","1","In-State","13","13.1001","Special Education and Teaching, General",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","White, non-Hispanic","Undergraduate","Certificate","1","In-State","8","8.1105",,
"2011",,,,,,,,,,,"Female","Hispanic","Graduate","Masters","1","In-State","13","13.1001","Special Education and Teaching, General",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","White, non-Hispanic","Undergraduate","Certificate","1","In-State","20","20.0201",,
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","White, non-Hispanic","Undergraduate","Certificate","1","In-State","22","22.0103",,
"2011",,,,,,,,,,,"Female","Hispanic","Graduate","Masters","1","In-State","13","13.1001","Special Education and Teaching, General",
"2001","Colorado State University","4","University","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","Unknown Ethnicity","Graduate","Masters","1","In-State","45","45.0601","Economics, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","2","Out-of-State","51","51.3802","Nursing Administration",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","2","Out-of-State","51","51.3802","Nursing Administration",
"2011",,,,,,,,,,,"Male","Unknown","Undergraduate","Bachelor","2","Out-of-State","49","49.0102","Airline/Commercial/Professional Pilot and Flight Crew",
"2011",,,,,,,,,,,"Male","Unknown","Undergraduate","Bachelor","2","Out-of-State","49","49.0102","Airline/Commercial/Professional Pilot and Flight Crew",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","2","Out-of-State","26","26.0709","Wildlife Biology",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Doctoral","1","In-State","13","13.0301","Curriculum and Instruction",
"2011",,,,,,,,,,,"Female","Non-Resident Alien","Graduate","Doctoral","2","Out-of-State","40","40.0501","Chemistry, General",
"2011",,,,,,,,,,,"Female","Non-Resident Alien","Graduate","Doctoral","2","Out-of-State","40","40.0501","Chemistry, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","1","In-State","14","14.0101","Engineering, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","1","In-State","14","14.0101","Engineering, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","1","In-State","14","14.0101","Engineering, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","1","In-State","14","14.0101","Engineering, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","1","In-State","14","14.0101","Engineering, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","1","In-State","14","14.0101","Engineering, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","1","In-State","14","14.0101","Engineering, General",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","White, non-Hispanic","Undergraduate","Certificate","1","In-State","51","51.1614",,
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","1","In-State","14","14.0101","Engineering, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","1","In-State","14","14.0101","Engineering, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","1","In-State","14","14.0101","Engineering, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","1","In-State","14","14.0101","Engineering, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","1","In-State","14","14.0101","Engineering, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","2","Out-of-State","45","45.0101","Social Sciences, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","2","Out-of-State","45","45.0101","Social Sciences, General",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Male","Black or African American, non-Hispanic","Undergraduate","Certificate","1","In-State","22","22.0103",,
"2011",,,,,,,,,,,"Female","Black or African American","Undergraduate","Bachelor","1","In-State","51","51.3101","Dietetics/Dietitian",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Associate","1","In-State","12","12.05","Cooking and Related Culinary Arts, General",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Male","Hispanic","Undergraduate","Associate","1","In-State","15","15.0301",,
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Male","Hispanic","Undergraduate","Associate","1","In-State","22","22.0103",,
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Associate","1","In-State","12","12.05","Cooking and Related Culinary Arts, General",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","16","16.0102","Linguistics",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Male","Hispanic","Undergraduate","Associate","1","In-State","51","51.1601",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Doctoral","1","In-State","26","26.1001","Pharmacology",
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Graduate","Doctoral","2","Out-of-State","31","31.0505","Kinesiology and Exercise Science",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","51","51.3802","Nursing Administration",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","51","51.3802","Nursing Administration",
"2011",,,,,,,,,,,"Male","More than one race/ethnicity (non-hispanic)","Undergraduate","Bachelor","1","In-State","19","19.0701","Human Development and Family Studies, General",
"2011",,,,,,,,,,,"Female","Black or African American","Undergraduate","Bachelor","2","Out-of-State","30","30.1901","Nutrition Sciences",
"2011",,,,,,,,,,,"Unknown","Unknown","Undergraduate","Bachelor","2","Out-of-State","44","44.0401","Public Administration",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Male","White, non-Hispanic","Undergraduate","Associate","1","In-State","15","15.0301",,
"2011",,,,,,,,,,,"Female","Non-Resident Alien","Undergraduate","Bachelor","1","In-State","16","16.0302","Japanese Language and Literature",
"2011",,,,,,,,,,,"Female","Asian","Graduate","Doctoral","1","In-State","13","13.0901","Social and Philosophical Foundations of Education",
"2011",,,,,,,,,,,"Female","Asian","Graduate","Doctoral","1","In-State","13","13.0901","Social and Philosophical Foundations of Education",
"2011",,,,,,,,,,,"Female","Unknown","Undergraduate","Bachelor","1","In-State","13","13.1001","Special Education and Teaching, General",
"2011",,,,,,,,,,,"Female","Unknown","Undergraduate","Bachelor","1","In-State","13","13.1001","Special Education and Teaching, General",
"2011",,,,,,,,,,,"Female","Unknown","Undergraduate","Bachelor","1","In-State","13","13.1001","Special Education and Teaching, General",
"2011",,,,,,,,,,,"Female","Hispanic","Graduate","Masters","1","In-State","9","9.01",,
"2011",,,,,,,,,,,"Male","Native American or Alaskan Native","Undergraduate","Bachelor","2","Out-of-State","4","4.0401",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","2","Out-of-State","3","3.0502",,
"2011",,,,,,,,,,,"Male","Black or African American","Undergraduate","Bachelor","1","In-State","15","15.0805","Mechanical Engineering/Mechanical Technology/Technician",
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Graduate","Masters","2","Out-of-State","9","9.0199",,
"2011",,,,,,,,,,,"Male","Unknown","Undergraduate","Bachelor","1","In-State","45","45.0701","Geography",
"2011",,,,,,,,,,,"Male","Unknown","Undergraduate","Bachelor","1","In-State","45","45.0701","Geography",
"2011",,,,,,,,,,,"Male","Unknown","Undergraduate","Bachelor","1","In-State","45","45.0701","Geography",
"2011",,,,,,,,,,,"Male","More than one race/ethnicity (non-hispanic)","Undergraduate","Bachelor","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2011",,,,,,,,,,,"Male","More than one race/ethnicity (non-hispanic)","Undergraduate","Bachelor","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","44","44.0701","Social Work",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","44","44.0701","Social Work",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","44","44.0701","Social Work",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","44","44.0701","Social Work",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","44","44.0701","Social Work",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","44","44.0701","Social Work",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","44","44.0701","Social Work",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","44","44.0701","Social Work",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","44","44.0701","Social Work",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Male","White, non-Hispanic","Undergraduate","Associate","1","In-State","51","51.1601",,
"2011",,,,,,,,,,,"Female","More than one race/ethnicity (non-hispanic)","Undergraduate","Bachelor","1","In-State","30","30.1901","Nutrition Sciences",
"2011",,,,,,,,,,,"Female","Non-Resident Alien","Undergraduate","Bachelor","2","Out-of-State","9","9.0999",,
"2011",,,,,,,,,,,"Female","Asian","Undergraduate","Bachelor","1","In-State","24","24.0101","Liberal Arts and Sciences/Liberal Studies",
"2011",,,,,,,,,,,"Female","Asian","Undergraduate","Bachelor","1","In-State","24","24.0101","Liberal Arts and Sciences/Liberal Studies",
"2011",,,,,,,,,,,"Female","Asian","Undergraduate","Bachelor","1","In-State","24","24.0101","Liberal Arts and Sciences/Liberal Studies",
"2011",,,,,,,,,,,"Female","Non-Resident Alien","Graduate","Masters","2","Out-of-State","42","42.2806","Educational Psychology",
"2011",,,,,,,,,,,"Female","Non-Resident Alien","Graduate","Masters","2","Out-of-State","42","42.2806","Educational Psychology",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Male","White, non-Hispanic","Undergraduate","Certificate","1","In-State","51","51.1614",,
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","2","Out-of-State","1","1.1106",,
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Male","White, non-Hispanic","Undergraduate","Certificate","1","In-State","52","52.1204",,
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","2","Out-of-State","1","1.1106",,
"2011",,,,,,,,,,,"Female","Unknown","Graduate","Masters","1","In-State","26","26.0707","Animal Physiology",
"2011",,,,,,,,,,,"Female","Unknown","Graduate","Masters","1","In-State","26","26.0707","Animal Physiology",
"2011",,,,,,,,,,,"Female","Black or African American","Undergraduate","Bachelor","1","In-State","50","50.0702","Fine/Studio Arts, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","54","54.0101","History, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","54","54.0101","History, General",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Female","Hispanic","Undergraduate","Associate","1","In-State","15","15.0301",,
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Female","Hispanic","Undergraduate","Associate","1","In-State","22","22.0103",,
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","54","54.0101","History, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","54","54.0101","History, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","54","54.0101","History, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","54","54.0101","History, General",
"2017","Colorado State University","4","University","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","54","54.0101","History, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","54","54.0101","History, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","54","54.0101","History, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","54","54.0101","History, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","54","54.0101","History, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","54","54.0101","History, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","54","54.0101","History, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","54","54.0101","History, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","54","54.0101","History, General",
"2011",,,,,,,,,,,"Male","Native American or Alaskan Native","Graduate","Masters","1","In-State","5","5.0299",,
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","2","Out-of-State","15","15.0803","Automotive Engineering Technology/Technician",
"2011",,,,,,,,,,,"Male","Hispanic","Graduate","Masters","1","In-State","13","13.0401","Educational Leadership and Administration, General",
"2011",,,,,,,,,,,"Male","Hispanic","Graduate","Masters","1","In-State","13","13.0401","Educational Leadership and Administration, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0401",,
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0401",,
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0401",,
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0401",,
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Graduate","Professional","2","Out-of-State","51","51.0401","Dentistry",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","2","Out-of-State","14","14.1901","Mechanical Engineering",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","2","Out-of-State","14","14.1901","Mechanical Engineering",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Female","Unknown Ethnicity","Undergraduate","Certificate","1","In-State","8","8.1105",,
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","2","Out-of-State","51","51.0913","Athletic Training/Trainer",
"2011",,,,,,,,,,,"Male","Unknown","Undergraduate","Bachelor","2","Out-of-State","52","52.0101","Business/Commerce, General",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Female","White, non-Hispanic","Undergraduate","Associate","1","In-State","15","15.0301",,
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Female","White, non-Hispanic","Undergraduate","Associate","1","In-State","22","22.0103",,
"2011",,,,,,,,,,,"Male","Unknown","Undergraduate","Bachelor","2","Out-of-State","52","52.0101","Business/Commerce, General",
"2011",,,,,,,,,,,"Male","Unknown","Undergraduate","Bachelor","2","Out-of-State","52","52.0101","Business/Commerce, General",
"2011",,,,,,,,,,,"Male","Unknown","Undergraduate","Bachelor","2","Out-of-State","52","52.0101","Business/Commerce, General",
"2011",,,,,,,,,,,"Male","More than one race/ethnicity (non-hispanic)","Undergraduate","Bachelor","2","Out-of-State","26","26.0101","Biology/Biological Sciences, General",
"2011",,,,,,,,,,,"Male","More than one race/ethnicity (non-hispanic)","Undergraduate","Bachelor","2","Out-of-State","26","26.0101","Biology/Biological Sciences, General",
"2011",,,,,,,,,,,"Female","More than one race/ethnicity (non-hispanic)","Graduate","Masters","1","In-State","13","13.0603","Educational Statistics and Research Methods",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Doctoral","1","In-State","14","14.0801","Civil Engineering, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Doctoral","1","In-State","14","14.0801","Civil Engineering, General",
