"county","fipscode","year","age","malepopulation","femalepopulation","totalpopulation"
"Denver","31","1990","0","3988","3718","7706"
"Denver","31","1990","1","3750","3547","7297"
"Denver","31","1990","2","3621","3427","7048"
"Denver","31","1990","3","3497","3409","6906"
"Denver","31","1990","4","3348","3187","6535"
"Denver","31","1990","5","3148","2968","6116"
"Denver","31","1990","6","3100","2943","6043"
"Denver","31","1990","7","3127","2950","6077"
"Denver","31","1990","8","2770","2698","5468"
"Denver","31","1990","9","2945","2765","5710"
"Denver","31","1990","10","2726","2655","5381"
"Denver","31","1990","11","2523","2383","4906"
"Denver","31","1990","12","2453","2367","4820"
"Denver","31","1990","13","2358","2297","4655"
"Denver","31","1990","14","2376","2252","4628"
"Denver","31","1990","15","2354","2206","4560"
"Denver","31","1990","16","2385","2248","4633"
"Denver","31","1990","17","2556","2421","4977"
"Denver","31","1990","18","2718","2690","5408"
"Denver","31","1990","19","3297","3170","6467"
"Denver","31","1990","20","3393","3245","6638"
"Denver","31","1990","21","3275","3221","6496"
"Denver","31","1990","22","3334","3268","6602"
"Denver","31","1990","23","3463","3573","7036"
"Denver","31","1990","24","3956","3981","7937"
"Denver","31","1990","25","4437","4286","8723"
"Denver","31","1990","26","4673","4525","9198"
"Denver","31","1990","27","4872","4643","9515"
"Denver","31","1990","28","4616","4578","9194"
"Denver","31","1990","29","5360","5210","10570"
"Denver","31","1990","30","5210","4941","10151"
"Denver","31","1990","31","5038","4801","9839"
"Denver","31","1990","32","5001","4677","9678"
"Denver","31","1990","33","4789","4697","9486"
"Denver","31","1990","34","4914","4536","9450"
"Denver","31","1990","35","4780","4332","9112"
"Denver","31","1990","36","4533","4219","8752"
"Denver","31","1990","37","4448","4162","8610"
"Denver","31","1990","38","4036","3792","7828"
"Denver","31","1990","39","4296","3951","8247"
"Denver","31","1990","40","3983","3757","7740"
"Denver","31","1990","41","3728","3560","7288"
"Denver","31","1990","42","3647","3473","7120"
"Denver","31","1990","43","3418","3405","6823"
"Denver","31","1990","44","2742","2641","5383"
"Denver","31","1990","45","2650","2596","5246"
"Denver","31","1990","46","2458","2562","5020"
"Denver","31","1990","47","2419","2487","4906"
"Denver","31","1990","48","1995","2140","4135"
"Denver","31","1990","49","2118","2168","4286"
"Denver","31","1990","50","1931","1989","3920"
"Denver","31","1990","51","1806","1991","3797"
"Denver","31","1990","52","1764","1898","3662"
"Denver","31","1990","53","1717","1856","3573"
"Denver","31","1990","54","1815","1957","3772"
"Denver","31","1990","55","1731","1956","3687"
"Denver","31","1990","56","1618","1840","3458"
"Denver","31","1990","57","1719","1952","3671"
"Denver","31","1990","58","1642","1937","3579"
"Denver","31","1990","59","1858","2125","3983"
"Denver","31","1990","60","1819","2151","3970"
"Denver","31","1990","61","1793","2162","3955"
"Denver","31","1990","62","1793","2138","3931"
"Denver","31","1990","63","1696","2191","3887"
"Denver","31","1990","64","1747","2332","4079"
"Denver","31","1990","65","1808","2351","4159"
"Denver","31","1990","66","1740","2270","4010"
"Denver","31","1990","67","1742","2287","4029"
"Denver","31","1990","68","1721","2249","3970"
"Denver","31","1990","69","1643","2137","3780"
"Denver","31","1990","70","1462","1961","3423"
"Denver","31","1990","71","1397","1898","3295"
"Denver","31","1990","72","1276","1867","3143"
"Denver","31","1990","73","1182","1794","2976"
"Denver","31","1990","74","1140","1720","2860"
"Denver","31","1990","75","1096","1672","2768"
"Denver","31","1990","76","974","1603","2577"
"Denver","31","1990","77","961","1615","2576"
"Denver","31","1990","78","912","1537","2449"
"Denver","31","1990","79","776","1481","2257"
"Denver","31","1990","80","635","1384","2019"
"Denver","31","1990","81","635","1276","1911"
"Denver","31","1990","82","579","1235","1814"
"Denver","31","1990","83","486","1075","1561"
"Denver","31","1990","84","445","999","1444"
"Denver","31","1990","85","416","922","1338"
"Denver","31","1990","86","329","800","1129"
"Denver","31","1990","87","259","718","977"
"Denver","31","1990","88","194","588","782"
"Denver","31","1990","89","195","576","771"
"Denver","31","1990","90","557","2007","2564"
"Denver","31","1991","0","4001","3738","7739"
"Denver","31","1991","1","3765","3560","7325"
"Denver","31","1991","2","3621","3436","7057"
"Denver","31","1991","3","3501","3398","6899"
"Denver","31","1991","4","3368","3203","6571"
"Denver","31","1991","5","3175","2991","6166"
"Denver","31","1991","6","3131","2979","6110"
"Denver","31","1991","7","3167","2996","6163"
"Denver","31","1991","8","2836","2759","5595"
"Denver","31","1991","9","2987","2815","5802"
"Denver","31","1991","10","2800","2708","5508"
"Denver","31","1991","11","2591","2452","5043"
"Denver","31","1991","12","2523","2417","4940"
"Denver","31","1991","13","2423","2354","4777"
"Denver","31","1991","14","2442","2322","4764"
"Denver","31","1991","15","2415","2255","4670"
"Denver","31","1991","16","2453","2310","4763"
"Denver","31","1991","17","2635","2477","5112"
"Denver","31","1991","18","2784","2735","5519"
"Denver","31","1991","19","3349","3189","6538"
"Denver","31","1991","20","3465","3272","6737"
"Denver","31","1991","21","3369","3262","6631"
"Denver","31","1991","22","3456","3380","6836"
"Denver","31","1991","23","3622","3697","7319"
"Denver","31","1991","24","4116","4082","8198"
"Denver","31","1991","25","4613","4422","9035"
"Denver","31","1991","26","4817","4603","9420"
"Denver","31","1991","27","5017","4728","9745"
"Denver","31","1991","28","4816","4683","9499"
"Denver","31","1991","29","5500","5253","10753"
"Denver","31","1991","30","5374","5021","10395"
"Denver","31","1991","31","5114","4811","9925"
"Denver","31","1991","32","5044","4656","9700"
"Denver","31","1991","33","4820","4623","9443"
"Denver","31","1991","34","4922","4490","9412"
"Denver","31","1991","35","4834","4332","9166"
"Denver","31","1991","36","4574","4192","8766"
"Denver","31","1991","37","4459","4140","8599"
"Denver","31","1991","38","4092","3812","7904"
"Denver","31","1991","39","4299","3949","8248"
"Denver","31","1991","40","4048","3786","7834"
"Denver","31","1991","41","3754","3571","7325"
"Denver","31","1991","42","3708","3518","7226"
"Denver","31","1991","43","3478","3437","6915"
"Denver","31","1991","44","2872","2759","5631"
"Denver","31","1991","45","2815","2718","5533"
"Denver","31","1991","46","2601","2676","5277"
"Denver","31","1991","47","2557","2616","5173"
"Denver","31","1991","48","2168","2303","4471"
"Denver","31","1991","49","2274","2311","4585"
"Denver","31","1991","50","2121","2165","4286"
"Denver","31","1991","51","1974","2147","4121"
"Denver","31","1991","52","1935","2039","3974"
"Denver","31","1991","53","1870","2014","3884"
"Denver","31","1991","54","1891","2019","3910"
"Denver","31","1991","55","1798","2011","3809"
"Denver","31","1991","56","1692","1899","3591"
"Denver","31","1991","57","1768","1999","3767"
"Denver","31","1991","58","1673","1960","3633"
"Denver","31","1991","59","1845","2106","3951"
"Denver","31","1991","60","1809","2122","3931"
"Denver","31","1991","61","1769","2125","3894"
"Denver","31","1991","62","1768","2087","3855"
"Denver","31","1991","63","1669","2133","3802"
"Denver","31","1991","64","1711","2259","3970"
"Denver","31","1991","65","1771","2281","4052"
"Denver","31","1991","66","1690","2180","3870"
"Denver","31","1991","67","1695","2202","3897"
"Denver","31","1991","68","1672","2178","3850"
"Denver","31","1991","69","1601","2090","3691"
"Denver","31","1991","70","1440","1936","3376"
"Denver","31","1991","71","1384","1874","3258"
"Denver","31","1991","72","1274","1841","3115"
"Denver","31","1991","73","1183","1788","2971"
"Denver","31","1991","74","1143","1720","2863"
"Denver","31","1991","75","1102","1681","2783"
"Denver","31","1991","76","992","1613","2605"
"Denver","31","1991","77","970","1611","2581"
"Denver","31","1991","78","931","1540","2471"
"Denver","31","1991","79","793","1485","2278"
"Denver","31","1991","80","656","1375","2031"
"Denver","31","1991","81","646","1271","1917"
"Denver","31","1991","82","584","1224","1808"
"Denver","31","1991","83","496","1071","1567"
"Denver","31","1991","84","449","997","1446"
"Denver","31","1991","85","414","918","1332"
"Denver","31","1991","86","336","801","1137"
"Denver","31","1991","87","265","723","988"
"Denver","31","1991","88","204","597","801"
"Denver","31","1991","89","195","574","769"
"Denver","31","1991","90","571","2016","2587"
"Denver","31","1992","0","4071","3810","7881"
"Denver","31","1992","1","3832","3623","7455"
"Denver","31","1992","2","3674","3493","7167"
"Denver","31","1992","3","3556","3438","6994"
"Denver","31","1992","4","3433","3263","6696"
"Denver","31","1992","5","3244","3053","6297"
"Denver","31","1992","6","3203","3052","6255"
"Denver","31","1992","7","3246","3078","6324"
"Denver","31","1992","8","2932","2851","5783"
"Denver","31","1992","9","3066","2898","5964"
"Denver","31","1992","10","2902","2791","5693"
"Denver","31","1992","11","2686","2546","5232"
"Denver","31","1992","12","2618","2493","5111"
"Denver","31","1992","13","2513","2436","4949"
"Denver","31","1992","14","2533","2414","4947"
"Denver","31","1992","15","2502","2329","4831"
"Denver","31","1992","16","2545","2395","4940"
"Denver","31","1992","17","2738","2560","5298"
