"id","county","fipscode","year","age","malepopulation","femalepopulation","totalpopulation","datatype"
"1","Adams","1","1990","0","2354","2404","4758","Estimate"
"2","Adams","1","1990","1","2345","2375","4720","Estimate"
"3","Adams","1","1990","2","2413","2219","4632","Estimate"
"4","Adams","1","1990","3","2321","2261","4582","Estimate"
"5","Adams","1","1990","4","2433","2302","4735","Estimate"
"6","Adams","1","1990","5","2401","2216","4617","Estimate"
"7","Adams","1","1990","6","2370","2228","4598","Estimate"
"8","Adams","1","1990","7","2436","2276","4712","Estimate"
"9","Adams","1","1990","8","2249","2151","4400","Estimate"
"10","Adams","1","1990","9","2344","2265","4609","Estimate"
"11","Adams","1","1990","10","2196","2119","4315","Estimate"
"12","Adams","1","1990","11","2152","1940","4092","Estimate"
"13","Adams","1","1990","12","2071","1886","3957","Estimate"
"14","Adams","1","1990","13","1988","1886","3874","Estimate"
"15","Adams","1","1990","14","1897","1840","3737","Estimate"
"16","Adams","1","1990","15","1902","1801","3703","Estimate"
"17","Adams","1","1990","16","1829","1747","3576","Estimate"
"18","Adams","1","1990","17","1931","1846","3777","Estimate"
"19","Adams","1","1990","18","1887","1763","3650","Estimate"
"20","Adams","1","1990","19","1985","1926","3911","Estimate"
"21","Adams","1","1990","20","1902","1912","3814","Estimate"
"22","Adams","1","1990","21","1758","1849","3607","Estimate"
"23","Adams","1","1990","22","1714","1862","3576","Estimate"
"24","Adams","1","1990","23","1901","2024","3925","Estimate"
"25","Adams","1","1990","24","2071","2157","4228","Estimate"
"26","Adams","1","1990","25","2243","2407","4650","Estimate"
"27","Adams","1","1990","26","2420","2482","4902","Estimate"
"28","Adams","1","1990","27","2597","2649","5246","Estimate"
"29","Adams","1","1990","28","2587","2566","5153","Estimate"
"30","Adams","1","1990","29","2854","2787","5641","Estimate"
"31","Adams","1","1990","30","2839","2729","5568","Estimate"
"32","Adams","1","1990","31","2793","2653","5446","Estimate"
"33","Adams","1","1990","32","2757","2653","5410","Estimate"
"34","Adams","1","1990","33","2657","2533","5190","Estimate"
"35","Adams","1","1990","34","2654","2567","5221","Estimate"
"36","Adams","1","1990","35","2563","2384","4947","Estimate"
"37","Adams","1","1990","36","2448","2314","4762","Estimate"
"38","Adams","1","1990","37","2442","2283","4725","Estimate"
"39","Adams","1","1990","38","2204","2068","4272","Estimate"
"40","Adams","1","1990","39","2198","2176","4374","Estimate"
"41","Adams","1","1990","40","2085","2056","4141","Estimate"
"42","Adams","1","1990","41","2028","2034","4062","Estimate"
"43","Adams","1","1990","42","2070","1992","4062","Estimate"
"44","Adams","1","1990","43","1952","1995","3947","Estimate"
"45","Adams","1","1990","44","1455","1448","2903","Estimate"
"46","Adams","1","1990","45","1479","1540","3019","Estimate"
"47","Adams","1","1990","46","1460","1467","2927","Estimate"
"48","Adams","1","1990","47","1513","1515","3028","Estimate"
"49","Adams","1","1990","48","1274","1315","2589","Estimate"
"50","Adams","1","1990","49","1242","1375","2617","Estimate"
"51","Adams","1","1990","50","1186","1280","2466","Estimate"
"52","Adams","1","1990","51","1183","1275","2458","Estimate"
"53","Adams","1","1990","52","1146","1289","2435","Estimate"
"54","Adams","1","1990","53","1147","1204","2351","Estimate"
"55","Adams","1","1990","54","1162","1216","2378","Estimate"
"56","Adams","1","1990","55","1103","1201","2304","Estimate"
"57","Adams","1","1990","56","1056","1086","2142","Estimate"
"58","Adams","1","1990","57","1083","1128","2211","Estimate"
"59","Adams","1","1990","58","1032","1043","2075","Estimate"
"60","Adams","1","1990","59","1094","1110","2204","Estimate"
"61","Adams","1","1990","60","1028","1073","2101","Estimate"
"62","Adams","1","1990","61","982","1030","2012","Estimate"
"63","Adams","1","1990","62","948","1045","1993","Estimate"
"64","Adams","1","1990","63","852","953","1805","Estimate"
"65","Adams","1","1990","64","818","934","1752","Estimate"
"66","Adams","1","1990","65","771","959","1730","Estimate"
"67","Adams","1","1990","66","737","883","1620","Estimate"
"68","Adams","1","1990","67","673","854","1527","Estimate"
"69","Adams","1","1990","68","696","795","1491","Estimate"
"70","Adams","1","1990","69","622","752","1374","Estimate"
"71","Adams","1","1990","70","571","627","1198","Estimate"
"72","Adams","1","1990","71","496","630","1126","Estimate"
"73","Adams","1","1990","72","470","562","1032","Estimate"
"74","Adams","1","1990","73","436","551","987","Estimate"
"75","Adams","1","1990","74","373","535","908","Estimate"
"76","Adams","1","1990","75","328","486","814","Estimate"
"77","Adams","1","1990","76","311","431","742","Estimate"
"78","Adams","1","1990","77","284","432","716","Estimate"
"79","Adams","1","1990","78","233","371","604","Estimate"
"80","Adams","1","1990","79","240","354","594","Estimate"
"81","Adams","1","1990","80","196","317","513","Estimate"
"82","Adams","1","1990","81","172","277","449","Estimate"
"83","Adams","1","1990","82","163","249","412","Estimate"
"84","Adams","1","1990","83","114","262","376","Estimate"
"85","Adams","1","1990","84","96","232","328","Estimate"
"86","Adams","1","1990","85","79","185","264","Estimate"
"87","Adams","1","1990","86","68","146","214","Estimate"
"88","Adams","1","1990","87","57","131","188","Estimate"
"89","Adams","1","1990","88","53","112","165","Estimate"
"90","Adams","1","1990","89","35","127","162","Estimate"
"91","Adams","1","1990","90","144","437","581","Estimate"
"92","Adams","1","1991","0","2433","2461","4894","Estimate"
"93","Adams","1","1991","1","2424","2426","4850","Estimate"
"94","Adams","1","1991","2","2458","2273","4731","Estimate"
"95","Adams","1","1991","3","2379","2312","4691","Estimate"
"96","Adams","1","1991","4","2482","2344","4826","Estimate"
"97","Adams","1","1991","5","2446","2268","4714","Estimate"
"98","Adams","1","1991","6","2418","2278","4696","Estimate"
"99","Adams","1","1991","7","2477","2334","4811","Estimate"
"100","Adams","1","1991","8","2316","2221","4537","Estimate"
"101","Adams","1","1991","9","2394","2317","4711","Estimate"
"102","Adams","1","1991","10","2257","2175","4432","Estimate"
"103","Adams","1","1991","11","2202","2011","4213","Estimate"
"104","Adams","1","1991","12","2127","1951","4078","Estimate"
"105","Adams","1","1991","13","2053","1943","3996","Estimate"
"106","Adams","1","1991","14","1970","1906","3876","Estimate"
"107","Adams","1","1991","15","1962","1866","3828","Estimate"
"108","Adams","1","1991","16","1897","1810","3707","Estimate"
"109","Adams","1","1991","17","2013","1907","3920","Estimate"
"110","Adams","1","1991","18","1959","1823","3782","Estimate"
"111","Adams","1","1991","19","2052","1957","4009","Estimate"
"112","Adams","1","1991","20","1980","1954","3934","Estimate"
"113","Adams","1","1991","21","1843","1888","3731","Estimate"
"114","Adams","1","1991","22","1805","1917","3722","Estimate"
"115","Adams","1","1991","23","1980","2073","4053","Estimate"
"116","Adams","1","1991","24","2152","2204","4356","Estimate"
"117","Adams","1","1991","25","2318","2433","4751","Estimate"
"118","Adams","1","1991","26","2472","2488","4960","Estimate"
"119","Adams","1","1991","27","2636","2662","5298","Estimate"
"120","Adams","1","1991","28","2639","2596","5235","Estimate"
"121","Adams","1","1991","29","2912","2818","5730","Estimate"
"122","Adams","1","1991","30","2898","2759","5657","Estimate"
"123","Adams","1","1991","31","2824","2671","5495","Estimate"
"124","Adams","1","1991","32","2782","2667","5449","Estimate"
"125","Adams","1","1991","33","2682","2559","5241","Estimate"
"126","Adams","1","1991","34","2686","2580","5266","Estimate"
"127","Adams","1","1991","35","2625","2437","5062","Estimate"
"128","Adams","1","1991","36","2519","2371","4890","Estimate"
"129","Adams","1","1991","37","2517","2342","4859","Estimate"
"130","Adams","1","1991","38","2305","2158","4463","Estimate"
"131","Adams","1","1991","39","2282","2254","4536","Estimate"
"132","Adams","1","1991","40","2200","2144","4344","Estimate"
"133","Adams","1","1991","41","2117","2102","4219","Estimate"
"134","Adams","1","1991","42","2157","2068","4225","Estimate"
"135","Adams","1","1991","43","2038","2054","4092","Estimate"
"136","Adams","1","1991","44","1562","1554","3116","Estimate"
"137","Adams","1","1991","45","1597","1628","3225","Estimate"
"138","Adams","1","1991","46","1558","1552","3110","Estimate"
"139","Adams","1","1991","47","1599","1585","3184","Estimate"
"140","Adams","1","1991","48","1369","1401","2770","Estimate"
"141","Adams","1","1991","49","1329","1445","2774","Estimate"
"142","Adams","1","1991","50","1280","1367","2647","Estimate"
"143","Adams","1","1991","51","1259","1351","2610","Estimate"
"144","Adams","1","1991","52","1239","1368","2607","Estimate"
"145","Adams","1","1991","53","1234","1273","2507","Estimate"
"146","Adams","1","1991","54","1191","1248","2439","Estimate"
"147","Adams","1","1991","55","1136","1229","2365","Estimate"
"148","Adams","1","1991","56","1091","1124","2215","Estimate"
"149","Adams","1","1991","57","1118","1160","2278","Estimate"
"150","Adams","1","1991","58","1052","1075","2127","Estimate"
"151","Adams","1","1991","59","1099","1129","2228","Estimate"
"152","Adams","1","1991","60","1037","1084","2121","Estimate"
"153","Adams","1","1991","61","988","1041","2029","Estimate"
"154","Adams","1","1991","62","956","1057","2013","Estimate"
"155","Adams","1","1991","63","862","961","1823","Estimate"
"156","Adams","1","1991","64","828","947","1775","Estimate"
"157","Adams","1","1991","65","788","964","1752","Estimate"
"158","Adams","1","1991","66","746","889","1635","Estimate"
"159","Adams","1","1991","67","687","861","1548","Estimate"
"160","Adams","1","1991","68","709","810","1519","Estimate"
"161","Adams","1","1991","69","639","762","1401","Estimate"
"162","Adams","1","1991","70","591","650","1241","Estimate"
"163","Adams","1","1991","71","513","649","1162","Estimate"
"164","Adams","1","1991","72","486","590","1076","Estimate"
"165","Adams","1","1991","73","452","571","1023","Estimate"
"166","Adams","1","1991","74","391","556","947","Estimate"
"167","Adams","1","1991","75","344","511","855","Estimate"
"168","Adams","1","1991","76","329","454","783","Estimate"
"169","Adams","1","1991","77","299","450","749","Estimate"
"170","Adams","1","1991","78","253","390","643","Estimate"
"171","Adams","1","1991","79","252","372","624","Estimate"
"172","Adams","1","1991","80","206","330","536","Estimate"
"173","Adams","1","1991","81","180","289","469","Estimate"
"174","Adams","1","1991","82","167","263","430","Estimate"
"175","Adams","1","1991","83","122","269","391","Estimate"
"176","Adams","1","1991","84","104","239","343","Estimate"
"177","Adams","1","1991","85","86","193","279","Estimate"
"178","Adams","1","1991","86","73","158","231","Estimate"
"179","Adams","1","1991","87","59","140","199","Estimate"
"180","Adams","1","1991","88","56","119","175","Estimate"
"181","Adams","1","1991","89","38","133","171","Estimate"
"182","Adams","1","1991","90","151","454","605","Estimate"
"183","Adams","1","1992","0","2510","2519","5029","Estimate"
"184","Adams","1","1992","1","2501","2479","4980","Estimate"
"185","Adams","1","1992","2","2505","2328","4833","Estimate"
"186","Adams","1","1992","3","2437","2363","4800","Estimate"
"187","Adams","1","1992","4","2534","2387","4921","Estimate"
"188","Adams","1","1992","5","2494","2320","4814","Estimate"
"189","Adams","1","1992","6","2468","2330","4798","Estimate"
"190","Adams","1","1992","7","2520","2393","4913","Estimate"
"191","Adams","1","1992","8","2382","2288","4670","Estimate"
"192","Adams","1","1992","9","2446","2370","4816","Estimate"
"193","Adams","1","1992","10","2317","2231","4548","Estimate"
"194","Adams","1","1992","11","2253","2080","4333","Estimate"
"195","Adams","1","1992","12","2182","2013","4195","Estimate"
"196","Adams","1","1992","13","2117","2000","4117","Estimate"
"197","Adams","1","1992","14","2039","1969","4008","Estimate"
"198","Adams","1","1992","15","2020","1928","3948","Estimate"
"199","Adams","1","1992","16","1962","1870","3832","Estimate"
"200","Adams","1","1992","17","2090","1966","4056","Estimate"
"201","Adams","1","1992","18","2028","1882","3910","Estimate"
"202","Adams","1","1992","19","2117","1992","4109","Estimate"
"203","Adams","1","1992","20","2055","1996","4051","Estimate"
"204","Adams","1","1992","21","1922","1929","3851","Estimate"
"205","Adams","1","1992","22","1890","1971","3861","Estimate"
"206","Adams","1","1992","23","2055","2123","4178","Estimate"
"207","Adams","1","1992","24","2228","2252","4480","Estimate"
"208","Adams","1","1992","25","2390","2466","4856","Estimate"
"209","Adams","1","1992","26","2526","2504","5030","Estimate"
"210","Adams","1","1992","27","2678","2684","5362","Estimate"
"211","Adams","1","1992","28","2694","2632","5326","Estimate"
"212","Adams","1","1992","29","2973","2854","5827","Estimate"
"213","Adams","1","1992","30","2958","2796","5754","Estimate"
"214","Adams","1","1992","31","2861","2696","5557","Estimate"
"215","Adams","1","1992","32","2813","2689","5502","Estimate"
"216","Adams","1","1992","33","2713","2591","5304","Estimate"
