"periodyear","area","statefips","periodtype","areatype","cpi","title","periodtypedescription","percentchangeyear","source","cpisourcedescription","dataregion","areaname"
"1995","2","8","1","24","147.900","CPI-U all items 1982-84=100, not seasonally adjusted","Annual","4.3","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"1996","2","8","1","24","153.100","CPI-U all items 1982-84=100, not seasonally adjusted","Annual","3.5","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"1997","2","8","1","24","158.100","CPI-U all items 1982-84=100, not seasonally adjusted","Annual","3.3","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"1998","2","8","1","24","161.900","CPI-U all items 1982-84=100, not seasonally adjusted","Annual","2.4","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"1999","2","8","1","24","166.600","CPI-U all items 1982-84=100, not seasonally adjusted","Annual","2.9","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2000","2","8","1","24","173.200","CPI-U all items 1982-84=100, not seasonally adjusted","Annual","4.0","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2001","2","8","1","24","181.300","CPI-U all items 1982-84=100, not seasonally adjusted","Annual","4.7","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2002","2","8","1","24","184.800","CPI-U all items 1982-84=100, not seasonally adjusted","Annual","1.9","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2003","2","8","1","24","186.800","CPI-U all items 1982-84=100, not seasonally adjusted","Annual","1.1","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2004","2","8","1","24","187.000","CPI-U all items 1982-84=100, not seasonally adjusted","Annual","0.1","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2004","2","8","1","24","179.100","CPI-U:  Food and beverages","Annual","2.5","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2005","2","8","1","24","190.900","CPI-U all items 1982-84=100, not seasonally adjusted","Annual","2.1","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2005","2","8","1","24","286.300","CPI-U:  Other goods and services","Annual","6.9","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2005","2","8","1","24","103.900","CPI-U:  Education and communication","Annual","1.2","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2005","2","8","1","24","118.400","CPI-U:  Recreation","Annual","2.9","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2005","2","8","1","24","352.100","CPI-U:  Medical Care","Annual","3.7","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2005","2","8","1","24","86.200","CPI-U:  Apparel","Annual","1.2","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2005","2","8","1","24","203.100","CPI-U:  Transportation","Annual","7.6","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2005","2","8","1","24","195.900","CPI-U:  Fuels and utilities","Annual","12.7","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2005","2","8","1","24","180.500","CPI-U:  Housing","Annual","-0.2","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2005","2","8","1","24","182.200","CPI-U:  Food and beverages","Annual","1.7","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2006","2","8","1","24","296.300","CPI-U:  Other goods and services","Annual","3.5","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2006","2","8","1","24","213.400","CPI-U:  Transportation","Annual","5.1","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2006","2","8","1","24","122.000","CPI-U:  Recreation","Annual","3.0","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2006","2","8","1","24","105.700","CPI-U:  Education and communication","Annual","1.7","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2006","2","8","1","24","102.800","CPI-U:  Apparel","Annual","19.3","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2006","2","8","1","24","193.100","CPI-U:  Fuels and utilities","Annual","-2.5","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2006","2","8","1","24","187.000","CPI-U:  Housing","Annual","2.3","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2006","2","8","1","24","184.600","CPI-U:  Food and beverages","Annual","1.3","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2006","2","8","1","24","197.700","CPI-U all items 1982-84=100, not seasonally adjusted","Annual","3.6","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2006","2","8","1","24","378.200","CPI-U:  Medical Care","Annual","7.4","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2007","2","8","1","24","183.300","CPI-U:  Fuels and utilities","Annual","-5.1","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2007","2","8","1","24","202.000","CPI-U all items 1982-84=100, not seasonally adjusted","Annual","2.2","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2007","2","8","1","24","192.200","CPI-U:  Food and beverages","Annual","4.1","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2007","2","8","1","24","188.700","CPI-U:  Housing","Annual","0.9","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2007","2","8","1","24","99.400","CPI-U:  Apparel","Annual","-3.3","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2007","2","8","1","24","219.400","CPI-U:  Transportation","Annual","2.8","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2007","2","8","1","24","402.900","CPI-U:  Medical Care","Annual","6.5","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2007","2","8","1","24","124.200","CPI-U:  Recreation","Annual","1.8","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2007","2","8","1","24","110.400","CPI-U:  Education and communication","Annual","4.5","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2007","2","8","1","24","303.200","CPI-U:  Other goods and services","Annual","2.3","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2008","2","8","1","24","193.300","CPI-U:  Housing","Annual","2.4","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2008","2","8","1","24","209.900","CPI-U all items 1982-84=100, not seasonally adjusted","Annual","3.9","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2008","2","8","1","24","312.300","CPI-U:  Other goods and services","Annual","3.0","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2008","2","8","1","24","113.100","CPI-U:  Education and communication","Annual","2.4","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2008","2","8","1","24","128.200","CPI-U:  Recreation","Annual","3.3","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
"2008","2","8","1","24","432.900","CPI-U:  Medical Care","Annual","7.5","1","US DOL, Bureau of Labor Statistics","CO","Denver/Boulder/Greeley"
