"year","month","state","utilitynumber","utilityname","datastatus","type","residentialcapacityphotovoltaic","commercialcapacityphotovoltaic","industrialcapacityphotovoltaic","transportationcapacityphotovoltaic","totalcapacityphotovoltaic","residentialcustomerphotovoltaic","commercialcustomerphotovoltaic","industrialcustomerphotovoltaic","transportationcustomerphotovoltaic","totalcustomerphotovoltaic","residentialstoragecapacityphotovoltaic","commercialstoragecapacityphotovoltaic","industrialstoragecapacityphotovoltaic","transportationstoragecapacityphotovoltaic","totalstoragecapacityphotovoltaic","residentialstoragecustomerphotovoltaic","commercialstoragecustomerphotovoltaic","industrialstoragecustomerphotovoltaic","transportationstoragecustomerphotovoltaic","totalstoragecustomerphotovoltaic","residentialvirtualcapacityphotovoltaic","commercialvirtualcapacityphotovoltaic","industrialvirtualcapacityphotovoltaic","transportationvirtualcapacityphotovoltaic","totalvirtualcapacityphotovoltaic","residentialvirtualcustomerphotovoltaic","commercialvirtualcustomerphotovoltaic","industrialvirtualcustomerphotovoltaic","transportationvirtualcustomerphotovoltaic","totalvirtualcustomerphotovoltaic","residentialsoldbackphotovoltaic","commercialsoldbackphotovoltaic","industrialsoldbackphotovoltaic","transportationsoldbackphotovoltaic","totalsoldbackphotovoltaic","residentialcapacitywind","commercialcapacitywind","industrialcapacitywind","transportationcapacitywind","totalcapacitywind","residentialcustomerwind","commercialcustomerwind","industrialcustomerwind","transportationcustomerwind","totalcustomerwind","residentialsoldbackwind","commercialsoldbackwind","industrialsoldbackwind","transportationsoldbackwind","totalsoldbackwind","residentialcapacityother","commercialcapacityother","industrialcapacityother","transportationcapacityother","totalcapacityother","residentialcustomerother","commercialcustomerother","industrialcustomerother","transportationcustomerother","totalcustomerother","residentialsoldbackother","commercialsoldbackother","industrialsoldbackother","transportationsoldbackother","totalsoldbackother","residentialcapacityall","commercialcapacityall","industrialcapacityall","transportationcapacityall","totalcapacityall","residentialcustomerall","commercialcustomerall","industrialcustomerall","transportationcustomerall","totalcustomerall","residentialsoldbackall","commercialsoldbackall","industrialsoldbackall","transportationsoldbackall","totalsoldbackall"
"2011","5","CA","14354","PacifiCorp","Final",,"0","0.009","0","0","0.01","0","1","0","0","1",,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0",,,,,"0","0","0","0","0","0","0","0","0","0","0",,,,,"0","0","0","0","0","0","0","0","0","0","0",,,,,"0"
"2011","5","CA","14328","Pacific Gas & Electric Co","Final",,"248","155","70","0","473","48780","2444","166","0","51390",,,,,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","2","92","19","0","0","111",,,,,"0",,,,,"0",,,,,"0",,,,,"0","1","5","14","0","20","115","20","25","0","160",,,,,"0"
"2011","5","CA","12745","Modesto Irrigation District","Final",,"0.846","4.12","4.65",,"9.62","154","26","5",,"185",,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","CA","11208","Los Angeles Department of Water & Power","Final",,"16.489","17.339","0","0","33.83","3618","253","0","0","3871",,,,,,,,,,,,,,,,,,,,,"197.797","45.992","0","0","243.789",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","AZ","24211","Tucson Electric Power Co","Final",,"10.722","0.279","10.181","0","21.18","1800","20","55","0","1875",,,,,,,,,,,,,,,,,,,,,"1108.563","27.493","1635.208","0","2771.264","0","0","0.024","0","0.024","0","0","1","0","1","0","0","0","0","0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","AZ","21538","Mohave Electric Cooperative, I","Final",,"0.677","0.186","0","0","0.86","113","15","0","0","128",,,,,,,,,,,,,,,,,,,,,"47.615","17.944","0","0","65.559","0.028","0","0","0","0.028","13","0","0","0","13","0","0","0","0","0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","7","WV","20521","Wheeling Power Co","Final",,"0.073","0.001",,,"0.07","8","1",,,"9",,,,,,,,,,,,,,,,,,,,,,,,,"0","0.004",,,,"0.004","2",,,,"2",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","CA","14534","City of Pasadena - (CA)","Final",,"1","1.6","0","0","2.6","122","8","0","0","130",,,,,,,,,,,,,,,,,,,,,"77","6","0","0","83",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","CO","16603","San Luis Valley R E C, Inc","Final",,"0.137","0.029","0.03","0","0.2","37","3","2","0","42",,,,,,,,,,,,,,,,,,,,,,,,,"0","0.003","0","0","0","0.003","2","0","0","0","2",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","CO","19499","United Power, Inc","Final",,"0.29","0.153","0.021","0","0.46","62","6","1","0","69",,,,,,,,,,,,,,,,,,,,,,,,,"0","0.016","0.153","0","0","0.169","6","2","0","0","8",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","CO","56146","Black Hills/Colorado Elec.Util","Final",,"2.67","4.541","0.1","0","7.31","457","152","1","0","610",,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0.04","0.958","1.8","0","2.798","7","14","1","0","22","0","0","0","0","0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","HI","11843","Maui Electric Co Ltd","Final",,"3.816","3.382","0","0","7.2","973","139","0","0","1112",,,,,,,,,,,,,,,,,,,,,,,,,"0","0.004","0.007","0","0","0.011","3","2","0","0","5",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","HI","10071","Kauai Island Utility Cooperative","Final",,"1.379","3.29","0","0","4.67","443","44","0","0","487",,,,,,,,,,,,,,,,,,,,,"80.583","39.949","0","0","120.532","0.014","0","0","0","0.014","8","0","0","0","8","1.011","0","0","0","1.011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2011","5","HI","8287","Hawaii Electric Light Co Inc","Final",,"3.377","3.301","0","0","6.68","891","132","0","0","1023",,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0.054","0.067","0","0","0.121","17","2","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.049","0","0","0.049","0","1","0","0","1","0","0","0","0","0"
"2011","5","GA","7140","Georgia Power Co","Final",,"1.59","0.948","0.032","0","2.57","99","59","2","0","160",,,,,,,,,,,,,,,,,,,,,"70.8","256.1","0.5","0","327.4",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","GA","3916","Cobb Electric Membership Corp","Final",,"0.04","0.07","0","0","0.11","9","3","0","0","12",,,,,,,,,,,,,,,,,,,,,"0.234","0","0","0","0.234",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","FL","18454","Tampa Electric Co","Final",,"0.51","0.825","0","0","1.34","110","27","0","0","137",,,,,,,,,,,,,,,,,,,,,"31.045","19.438","0","0","50.483",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","FL","9617","JEA","Final",,"0.233","0.566","0","0","0.8","60","10","0","0","70",,,,,,,,,,,,,,,,,,,,,"13.999","5.655","0","0","19.654",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","FL","7801","Gulf Power Co","Final",,"0.23","0.052","0","0","0.28","55","42","0","0","97",,,,,,,,,,,,,,,,,,,,,"17.298","4.311","0","0","21.609","0.002","0.036","0","0","0.038","1","15","0","0","16","0.003","1.174","0","0","1.177",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","FL","6457","Florida Public Utilities Co","Final",,"0.092","0","0","0","0.09","23","0","0","0","23",,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","FL","6455","Progress Energy Florida Inc","Final",,"2.913","1.074","0","0","3.99","564","52","0","0","616",,,,,,,,,,,,,,,,,,,,,"174.354","41.739","0","0","216.093","0.002","0","0","0","0.002","1","0","0","0","1","0.004","0","0","0","0.004",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","FL","6452","Florida Power & Light Co","Final",,"4.921","4.987","0","0","9.91","1018","136","0","0","1154",,,,,,,,,,,,,,,,,,,,,,,,,"0","0.013","0","0","0","0.013","4","0","0","0","4",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","DE","5335","City of Dover - (DE)","Final",,"0.047","0.062","0","0","0.11","10","7","0","0","17",,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","DE","5070","Delaware Electric Cooperative","Final",,"0.817","0.219","0","0","1.04","158","19","0","0","177",,,,,,,,,,,,,,,,,,,,,,,,,"0","0.03","0.005","0","0","0.035","12","1","0","0","13",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","DE","5027","Delmarva Power","Final",,"3.345","3.355","0.143","0","6.84","554","99","5","0","658",,,,,,,,,,,,,,,,,,,,,"9.92","14.3","0","0","24.22","0.016","0.102","0","0","0.118","8","6","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2011","5","DC","15270","Potomac Electric Power Co","Final",,"1.383","0.947","0","0","2.33","364","24","0","0","388",,,,,,,,,,,,,,,,,,,,,"19.785","0","0","0","19.785",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","CT","19497","United Illuminating Co","Final",,"1.462","1.32","0.326","0","3.11","251","20","4","0","275",,,,,,,,,,,,,,,,,,,,,"23.035","41.056","7.98","0","72.071","0","0","0.1","0","0.1","0","0","1","0","1","0","0","3.28","0","3.28",,,,,"0",,,,,"0",,,,,"0","0.075","0.723","0","0","0.798","1","8","0","0","9","0.36","7.64","0","0","8"
"2011","5","CT","4176","Connecticut Light & Power Co","Final",,"11.796","14.963","1.019","0","27.78","1819","322","7","0","2148",,,,,,,,,,,,,,,,,,,,,,,,,"0","0.074","0.035","0","0","0.109","16","5","0","0","21",,,,,"0",,,,,"0",,,,,"0",,,,,"0","0.045","4.212","2.025","0","6.282","8","11","4","0","23",,,,,"0"
"2011","5","AZ","19728","UNS Electric, Inc","Final",,"2.857","0.57","0.117","0","3.54","412","42","4","0","458",,,,,,,,,,,,,,,,,,,,,"336.45","47.785","2.062","0","386.297","0.279","0.008","0","0","0.287","93","4","0","0","97","19.697","0.135","0","0","19.832",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","HI","19547","Hawaiian Electric Co Inc","Final",,"9.073","7.085","0","0","16.16","3087","203","0","0","3290",,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0.001","0.016","0","0","0.017","1","1","0","0","2","0","0","0","0","0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","AZ","19189","Trico Electric Cooperative Inc","Final",,"1.315","1.57","0","0","2.89","255","15","0","0","270",,,,,,,,,,,,,,,,,,,,,"161.988","58.313","0","0","220.301","0.002","0","0","0","0.002","1","0","0","0","1","0.073","0","0","0","0.073",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","AZ","12919","Morenci Water and Electric","Final",,"0","0.012","0","0","0.01","0","2","0","0","2",,,,,,,,,,,,,,,,,,,,,"0","0.81","0","0","0.81",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","4","WI","20847","Wisconsin Electric Power Co","Final",,"0.535","0.429","0.019",,"0.98","103","40","1",,"144",,,,,,,,,,,,,,,,,,,,,,,,,"0","0.134","0.472",,,"0.606","16","33",,,"49",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,"0.007",,,"0.007",,"3",,,"3",,,,,"0"
"2011","4","WI","13815","Northwestern Wisconsin Elec Co","Final",,"0.009","0.013","0","0","0.02","4","2","0","0","6",,,,,,,,,,,,,,,,,,,,,"0.138","0.328","0","0","0.466","0.02","0.04","0","0","0.06","1","2","0","0","3","0.281","3.877","0","0","4.158",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","4","WI","13697","North Central Power Co Inc","Final",,"0.006","0","0","0","0.01","2","0","0","0","2",,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","4","WI","11479","Madison Gas & Electric Co","Final",,"0.154","0.116","0","0","0.27","32","14","0","0","46",,,,,,,,,,,,,,,,,,,,,"4.811","3.365","0","0","8.176","0.03","0","0","0","0.03","3","0","0","0","3","0.733","0","0","0","0.733",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","4","WI","4715","Dahlberg Light & Power Co","Final",,"0.048","0","0","0","0.05","1","0","0","0","1",,,,,,,,,,,,,,,,,,,,,"0.366","0","0","0","0.366",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","4","WA","20169","Avista Corp","Final",,"0.212","0.114","0","0","0.33","59","15","0","0","74",,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0.083","0","0","0","0.083","13","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.016","0.002","0","0","0.018","5","1","0","0","6","0","0","0","0","0"
"2011","4","WA","18429","City of Tacoma  - (WA)","Final",,"0.1","0.051","0","0","0.15","47","3","0","0","50",,,,,,,,,,,,,,,,,,,,,"8.877","5.138","0","0","14.015",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","4","WI","20856","Wisconsin Power & Light Co","Final",,"0.327","0.494",,,"0.82","78","55",,,"133",,,,,,,,,,,,,,,,,,,,,,,,,"0","0.193","0.488",,,"0.681","27","24",,,"51",,,,,"0",,,,,"0",,,,,"0",,,,,"0","0.042","8.388",,,"8.43","1","33",,,"34",,,,,"0"
"2011","4","WA","17470","Snohomish County PUD No 1","Final",,"0.524","0.259","0","0","0.78","127","25","0","0","152",,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0.01","0","0","0","0.01","4","0","0","0","4","0","0","0","0","0","0.001","0","0","0","0.001","1","0","0","0","1","0","0","0","0","0","0.112","0","0","0","0.112","2","0","0","0","2","0","0","0","0","0"
"2011","4","WA","14354","PacifiCorp","Final",,"0.007","0.075","0","0","0.08","2","1","0","0","3",,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0",,,,,"0","0","0","0","0","0","0","0","0","0","0",,,,,"0","0","0","0","0","0","0","0","0","0","0",,,,,"0"
"2011","4","WA","3660","PUD No 1 of Clark County - (WA)","Final",,"0.045","0.152","0","0","0.2","18","7","0","0","25",,,,,,,,,,,,,,,,,,,,,"1.38","1.92","0","0","3.3","0.068","0.002","0","0","0.07","4","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.016","0","0","0","0.016","1","0","0","0","1","3.73","0","0","0","3.73"
"2011","4","VT","19791","Vermont Electric Cooperative, Inc","Final",,"0.277","0.11","0","0","0.39","67","5","0","0","72",,,,,,,,,,,,,,,,,,,,,,,,,"0","0.101","0.059","0","0","0.16","14","3","0","0","17",,,,,"0",,,,,"0",,,,,"0",,,,,"0","0.068","0.016","0","0","0.084","12","1","0","0","13",,,,,"0"
"2011","4","VT","7601","Green Mountain Power Corp","Final",,"2.326","2.251","0.165","0","4.74","320","61","2","0","383",,,,,,,,,,,,,,,,,,,,,"46.894","85.068","0","0","131.962",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","4","VT","3292","Central Vermont Pub Serv Corp","Final",,"1.27","0.199","0","0","1.47","293","1","0","0","294",,,,,,,,,,,,,,,,,,,,,,,,,"0","0.012","0","0","0","0.012","2","0","0","0","2",,,,,"0",,,,,"0",,,,,"0",,,,,"0","0.329","0","0","0","0.329","50","0","0","0","50",,,,,"0"
"2011","4","VT","2548","City of Burlington Electric - (VT)","Final",,"0.037","0.128","0","0","0.17","13","6","0","0","19",,,,,,,,,,,,,,,,,,,,,"2.17","0.336","0","0","2.506","0","0.01","0","0","0.01","0","1","0","0","1","0","0.058","0","0","0.058",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","4","VA","40228","Rappahannock Electric Coop","Final",,"0.267","0.076","0","0","0.34","57","8","0","0","65",,,,,,,,,,,,,,,,,,,,,,,,,"0","0.042","0","0","0","0.042","9","0","0","0","9",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","4","WA","15500","Puget Sound Energy Inc","Final",,"2.987","0.59","0.024","0","3.6","731","80","1","0","812",,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0.093","0.212","0","0","0.305","37","2","0","0","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.033","0","0","0","0.033","7","0","0","0","7","0","0","0","0","0"
"2011","5","KY","19446","Duke Energy Kentucky","Final",,"0.035","0.436","0","0","0.47","11","6","0","0","17",,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","4","WI","20860","Wisconsin Public Service Corp","Final",,"0.827","0.646",,,"1.47","178","62",,,"240",,,,,,,,,,,,,,,,,,,,,,,,,"0","0.421","0.504",,,"0.925","38","15",,,"53",,,,,"0",,,,,"0",,,,,"0",,,,,"0","0.01","0.025",,,"0.035","1","2",,,"3",,,,,"0"
"2011","4","WV","733","Appalachian Power Co","Final",,"0.076","0.181",,,"0.26","23","10",,,"33",,,,,,,,,,,,,,,,,,,,,,,,,"0","0.025","0.01",,,"0.035","6","2",,,"8",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,"0.001",,,"0.001",,"1",,,"1",,,,,"0"
"2011","5","AR","17698","Southwestern Electric Power Co","Final",,"0.035","0.044",,,"0.08","11","6",,,"17",,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","AR","14063","Oklahoma Gas & Electric Co","Final",,"0.041","0.03","0","0","0.07","6","3","0","0","9",,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0.004","0.001","0","0","0.005","1","1","0","0","2","0","0","0","0","0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","AR","6342","First Electric Coop Corp","Final",,"0.054","0","0","0","0.05","12","0","0","0","12",,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0.01","0","0","0","0.01","1","0","0","0","1","0","0","0","0","0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","AR","3093","Carroll Electric Coop Corp - (AR)","Final",,"0.075","0","0","0","0.08","24","0","0","0","24",,,,,,,,,,,,,,,,,,,,,,,,,"0","0.015","0","0","0","0.015","2","0","0","0","2",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","AR","817","Arkansas Valley Elec Coop Corp","Final",,"0.071","0","0","0","0.07","13","0","0","0","13",,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0.005","0","0","0","0.005","1","0","0","0","1","0","0","0","0","0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","AR","814","Entergy Arkansas Inc","Final",,"0.18","0.1","0","0","0.28","36","6","0","0","42",,,,,,,,,,,,,,,,,,,,,,,,,"0","0.002","0.054","0","0","0.056","1","3","0","0","4",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","AK","19558","Homer Electric Assn Inc","Final",,"0.011","0.007","0","0","0.02","7","2","0","0","9",,,,,,,,,,,,,,,,,,,,,"0.942","0.036","0","0","0.978","0.081","0.009","0","0","0.09","24","3","0","0","27","0.862","0.013","0","0","0.875",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","AK","7353","Golden Valley Elec Assn Inc","Final",,"0.007","0.007","0.008","0","0.02","4","2","1","0","7",,,,,,,,,,,,,,,,,,,,,"0.341","0","0","0","0.341","0.002","0.005","0","0","0.007","1","1","0","0","2","0","0","0","0","0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
"2011","5","AK","3522","Chugach Electric Assn Inc","Final",,"0","0.002","0","0","0","0","1","0","0","1",,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0.006","0","0","0.006","0","2","0","0","2",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0",,,,,"0"
