"id","taxyr","businessname1","businessname2","ein","totalrevenueamt","grantsandsimilaramountspaidamt","benefitspaidtoorformembersamt","salariesothercompemplbnftamt","feesandotherpymttoindcntrctamt","occupancyrentutltsandmaintamt","printingpublicationspostageamt","otherexpensestotalamt","totalexpensesamt"
"201023593492005010","2009","international union secuirty police and fire professionals of america",,"846050853","28522","0","0","6386","1800","0","560","18360","27106"
"201025693492007130","2009","PIKES PEAK AREA ZONTA FOUNDATION",,"261382809","33902","13000","0","0","10105","7484","1885","2341","34815"
"201100129349200565","2009","COLORADO OVARIAN CANCER ALLIANCE",,"870752876","195622","0","0","12081","21822","512","2706","26975","64096"
"201100129349200955","2009","CALLIOPE INC",,"364522156","23057","1460","0","0","13052","750","1344","14209","30815"
"201100219349200010","2009","COLORADO STATE SCIENCE FAIR INC",,"741884595","83974","13000","0","14670","0","0","3143","46901","77714"
"201100319349200655","2009","LITTLE LEAGUE BASEBALL INC",,"846059175","125901","0","0","0","0","134154","8947","0","143101"
"201100429349200925","2009","DDC FOOTHILLS HOME",,"311653564","40386","0","0","0","14709","12719","0","19027","46455"
"201100439349200700","2009","Asian Pacific Center for Human Development",,"841059678","446691",,,"310721","84745","25162","356","64202","485186"
"201100439349200710","2009","ADRENALINE GYMNASTICS BOOSTER CLUB",,"841240126","26505",,,,"250",,,"47360","47610"
"201100469349200030","2009","DOORS 2 SUCCESS",,"262807058","44046",,,,,,"812","44183","44995"
"201100609349200700","2010","SUMMIT CO SOFTBALL LEAGUE INC",,"840915012","93424",,,"24922","21065","30955",,"15060","92002"
"201100709349200510","2010","US Pony Club Inc Rocky Mountain Region",,"840912372","7038",,,,"350","658","301","2432","3741"
"201100989349200200","2009","JEFFERSON SYMPHONY ASSOCIATION",,"846025592","164787",,,"15844","76462","14276","14602","28108","149292"
"201101029349201000","2010","COLORADO-GHANA CHILDRENS FUND",,"200446976","12829","28000","0","0","1500","0","100","191","29791"
"201101059349200500","2010","EN GEDI RETREAT INC",,"204170586","29226","0","0","0","540","1400","0","43724","45664"
"201101089349200805","2010","BLACKSHEEP CYCLING",,"383686399","42038","5392","0","0","0","0","0","25879","31271"
"201101119349200500","2010","AMERICAN LEGION",,"840364378","44733","0","4320","22447","0","18481","0","12817","58065"
"201101169349200005","2010","KEYS OF THE KINGDOM INTERNATIONALINC",,"205945956","68518","5430","0","21967","0","0","678","41076","69151"
"201101189349200605","2010","LYNNES MINISTRIES INC",,"161606865","27044","2519",,"20600",,,"6","5020","28145"
"201101239349200410","2010","GREATER DENVER NACE NATL ASSOC OF CATERING EXECUTIVES",,"421744541","40162","0","0","0","0","0","100","38849","38949"
"201101249349200825","2010","ARAPAHOE RESCUE PATROL INC",,"846038441","72705","0","0","0","3156","0","1016","53021","57193"
"201101299349200100","2010","WASHINGTON PARK CARES",,"830494129","47163","0","0","0","25700","1801","3739","9955","41195"
"201101319349200615","2010","FETAL HOPE FOUNDATION",,"200837174","91729","34826","0","0","34150","0","1112","15029","85117"
"201101319349201895","2010","AVADHUTA FOUNDATION",,"841465779","67856","500","0","30000","648","9141","8237","8348","56874"
"201101329349201130","2010","COLORADO STAFF DEVELOPMENT COUNCIL",,"841203020","82199",,,"65616","34525",,"277","23357","123775"
"201101329349201710","2010","Watco Charities Inc",,"261302249","48721","48721",,,,,,,"48721"
"201101329349201940","2010","COLORADO PHOTONICS INDUSTRY ASSOC","ATTN GARY HORVATH TREASURER","841440424","64236",,,,"7423","5141","74","41357","53995"
"201101369349202300","2010","AMERICAN CONTRACT BRIDGE LEAGUE DISTRICT 17",,"850256920","78311","0","6400","0","14754","0","20500","35381","77035"
"201101379349200610","2010","RIVER FALLS SWIM CLUB INC",,"391739874","61201",,,"38521","895",,"1633","17294","58343"
"201101409349200215","2010","The Cubs Den",,"331132184","108688",,,"90565","1632","14416",,"29390","136003"
"201101449349200310","2010","EAST YUMA COUNTY HISTORICAL SOCIETY",,"237104636","10409",,,,,,,"2228","2228"
"201101459349200000","2010","SAN MIGUEL WATERSHED COALITION",,"841500508","61274",,,,"808",,"3608","53690","58106"
"201101599349200005","2009","COMUNIDAD CONNECT",,"260632631","100449","23272","0","11540","30873","1627","2475","14378","84165"
"201101659349200410","2010","CHAMBER OF COMMERCE HEART OF THE ROCKIES",,"840312015","129639",,,"96928","1863",,"2145","45305","146241"
"201101719349200260","2009","ENSIGHT SKILL CENTER",,"841598698","356290","0","0","192621","43572","59639","5857","92759","394448"
"201101879349200000","2010","CRCR INC",,"263719537","1120","400",,,"745","149",,"713","2007"
"201101879349200020","2010","GRAND VALLEY ART STUDENTS LEAGUE",,"272200601","4480",,,"121",,"2623",,,"2744"
"201101929349200305","2010","PARTNERING FOR AFRICA'S FUTURE INC","C/O TOBIN RUPAREL KONCZAK & MUNDELL PC","203028400","134779","72222",,,"1580","12218",,"6084","92104"
"201102209349201350","2010","WORLDWIDE MARRIAGE ENCOUNTER","SECTION 9 INC","841071521","178692","22300",,,"618","63","1964","163606","188551"
"201102219349200800","2010","ECO-JUSTICE MINISTRIES",,"841554493","48217","0","0","42161","0","1369","1594","1782","46906"
"201102239349200130","2010","CAPITAL ASSET FINANCE CORPORATION",,"841318039","26000",,,"4600","10893",,,"6176","21669"
"201102239349201025","2010","El Centro Amistad",,"470864016","107113",,,"6727","1448","11591",,"63018","82784"
"201102249349200835","2010","FOUR CORNERS GEOLOGICAL SOCIETY",,"846053484","22964",,,,"187","612","557","6430","7786"
"201102259349200205","2010","DREAMCATCHERS EQUINE RESCUE INC",,"261475922","107441","0","0","0","9595","33067","10068","56110","108840"
"201102279349200400","2010","ANGEL BASKETS INC",,"900186107","112777",,,,"101","1675","1474","90927","94177"
"201102279349200500","2010","TELLURIDE YOUTH SOCCER CLUB",,"841569268","50222",,,"32561","2526","76","99","23437","58699"
"201102279349200945","2010","KEYSTONE CENTER FOUNDATION",,"742546920","1198",,,,,,,,"0"
"201102279349201200","2010","PROMISE RANCH THERAPEUTIC RIDING LLC",,"262431767","146886",,,,"10634","34128","665","12115","57542"
"201102279349201675","2010","HIGH VALLEY COMMUNITY CENTER INC",,"841599061","119292","0","0","61423","1150","9034","1655","50527","123789"
"201102279349202220","2010","GODS FINGERPRINTS AND HOPE CHRISTIAN","ACADEMY PARENT TEACHER FELLOWSHIP","562428950","27612",,,,,"168","3500","24966","28634"
"201102279349202950","2010","CB AVALANCHE CENTER INC",,"020703033","29459",,,"16367",,"2972",,"2767","22106"
"201102349349200610","2010","The Littleton Symphony",,"742452658","68212",,,,"22334","6617","6601","20990","56542"
"201102509349200125","2010","Victory Prison Ministries Inc",,"840856398","26285",,,"13253","50","1089","371","14646","29409"
"201102559349200510","2010","HABITAT FOR HUMANITY INTERNATIONAL-TELLURIDE REGION HFH",,"203830917","80209","689",,"24501","7003","1530","2714","25214","61651"
"201102679349200600","2010","ZIMBABWE RELIEF FOUNDATION",,"205675677","38408",,,,"14205",,"173","23659","38037"
"201102949349200310","2010","THE PUEBLO COMMUNITY DIABETES PROJECT",,"412035064","84957",,,,"29180","1723","2113","33908","66924"
"201102979349200115","2010","CHILDRENS GLOBAL PEACE PROJECT",,"261811061","22245","0","0","0","20649","0","172","0","20821"
"201102999349200110","2010","NIKENO'S SECOND CHANCES",,"204035662","49996",,,,"455",,,"38504","38959"
"201103079349200305","2010","CHERRY CREEK SCHOOL DISTRICT PARENT TEACHER COMMUNITY COUNCIL INC",,"841246919","16491","10968","0","0","0","0","31","1076","12075"
"201103079349200315","2010","SPRINGS RANCH ELEMENTARY PARENT TEACHER ORGANIZATION",,"830363348","21490","14169","0","0","0","0","43","1505","15717"
"201103189349202100","2010","CRESTED BUTTE MOUNTAIN THEATRE INC",,"237356993","143429",,,"35621","29346","7465","778","75787","148997"
"201103189349202470","2010","JUST FOR KIDS FOUNDATION INC",,"841560982","184256","167565",,,"5378",,"76","16208","189227"
"201103199349202005","2010","ALLIANCE OF PROFESSIONAL WOMEN",,"840974469","46491","0","0","0","18050","0","165","26556","44771"
"201103199349203345","2010","THE US AMATEUR WEIGHTLIFTING FOUNDATION",,"840973909","-9919",,,,,,,,"0"
"201103199349203955","2010","COACHES OF EXCELLENCE INSTITUTE INC",,"263131386","84017","35000",,"51138",,"958","1252","82731","171079"
"201103219349200800","2010","EQUIP MINISTRIES INTERNATIONAL",,"260415479","81431",,,"47748","1724","60","4526","19986","74044"
"201103229349200505","2010","GREELEY CHILDREN'S CHORALE INC",,"841280105","46463",,,,"29875","900","2106","7742","40623"
"201103469349200015","2010","West Chamber Serving Jefferson County Foundation",,"742372025","60355",,,,"30088",,"1471","23897","55456"
"201103559349200600","2010","KNIGHTS OF COLUMBUS","STRATTON COUNCIL #2099","237107470","15598","0","662","0","100","2108","190","6724","9784"
"201110129349201166","2009","Colorado Association of Family Child Car","dba Jefferson County Child Care Associat","841088668","16436",,,,"576","2522","3469","13075","19642"
"201110289349200211","2009","CHERRY CREEK SCHOOL DISTRICT PARENT TEACHER COMMUNITY COUNCIL INC","Dry Creek Elementary PTCO","841246205","60113","0","0","0","0","0","329","56999","57328"
"201110289349200316","2009","DENVER EAST SPEECH TEAM FOUNDATION",,"841557372","153421","400",,,"9000","224","3847","112376","125847"
"201110289349200416","2010","FRIENDS OF BLAIR CALDWELL RESEARCH LIBRA",,"651286289","40555",,,,,,,"45186","45186"
"201110329349201121","2009","ASSOCIATION OF NOTRE DAME CLUBS INC DENVER",,"311075375","85154","13218",,,,,"2992","56067","72277"
