"county","precinct","active_voters","ballots_cast","turnout"
"Adams","7253201114","781","694","88.86"
"Adams","7253201115","835","706","84.55"
"Adams","7253201116","860","732","85.12"
"Adams","7253201117","896","775","86.50"
"Adams","7253201118","998","837","83.87"
"Adams","7256301210","781","753","96.41"
"Adams","7256301211","581","565","97.25"
"Adams","7256301212","101","83","82.18"
"Adams","7256301213","114","105","92.11"
"Adams","7256301214","18","16","88.89"
"Adams","7256301215","84","68","80.95"
"Adams","7256301216","109","85","77.98"
"Adams","7256301217","61","53","86.89"
"Adams","7313501001","1115","953","85.47"
"Adams","7313501002","1034","929","89.85"
"Adams","7313501003","387","354","91.47"
"Adams","7313501004","185","159","85.95"
"Adams","7313501005","606","555","91.58"
"Adams","7313501006","1049","914","87.13"
"Adams","7313501007","1000","900","90.00"
"Adams","7313501008","1063","989","93.04"
"Adams","7313501009","877","808","92.13"
"Adams","7313501010","393","327","83.21"
"Adams","7999901999","24","20","83.33"
"Alamosa","3056202001","696","629","90.37"
"Alamosa","3056202002","785","713","90.83"
"Alamosa","3056202003","1182","1080","91.37"
"Alamosa","3056202004","1284","1191","92.76"
"Alamosa","3056202005","622","577","92.77"
"Alamosa","3056202006","731","654","89.47"
"Alamosa","3056202007","1057","928","87.80"
"Alamosa","3056202008","644","602","93.48"
"Alamosa","3999902999","8","0","0.00"
"Arapahoe","1260103101","888","775","87.27"
"Arapahoe","1260103102","640","569","88.91"
"Arapahoe","1260103103","545","491","90.09"
"Arapahoe","1260303104","448","380","84.82"
"Arapahoe","1260303105","911","843","92.54"
"Arapahoe","1260303106","496","437","88.10"
"Arapahoe","1260303107","690","633","91.74"
"Arapahoe","1260303108","599","574","95.83"
"Arapahoe","1260303109","599","568","94.82"
"Arapahoe","1260303110","423","403","95.27"
"Arapahoe","1260303111","1140","1004","88.07"
"Arapahoe","1260303112","729","685","93.96"
"Arapahoe","1260303113","384","364","94.79"
"Arapahoe","1260303114","717","601","83.82"
"Arapahoe","1260303115","858","762","88.81"
"Arapahoe","1260303116","1042","945","90.69"
"Arapahoe","1260303117","536","469","87.50"
"Arapahoe","1260303118","661","604","91.38"
"Arapahoe","1260303119","669","629","94.02"
"Arapahoe","1260303201","939","883","94.04"
"Arapahoe","1260303202","486","472","97.12"
"Arapahoe","1260303203","760","734","96.58"
"Arapahoe","1260303204","878","858","97.72"
"Arapahoe","1260303205","970","908","93.61"
"Arapahoe","1260303285","373","350","93.83"
"Arapahoe","1263803120","460","435","94.57"
"Arapahoe","1263803121","497","461","92.76"
"Arapahoe","1263803122","751","726","96.67"
"Arapahoe","1263803123","887","826","93.12"
"Arapahoe","1263803124","565","522","92.39"
"Arapahoe","1263803125","439","422","96.13"
"Arapahoe","1263803126","826","784","94.92"
"Arapahoe","1263803127","507","502","99.01"
"Arapahoe","1263803128","474","401","84.60"
"Arapahoe","1284103401","1035","904","87.34"
"Arapahoe","1284103403","367","328","89.37"
"Arapahoe","1284103404","694","615","88.62"
"Arapahoe","1284103405","208","183","87.98"
"Arapahoe","1284103406","1403","1225","87.31"
"Arapahoe","1284103407","709","628","88.58"
"Arapahoe","1350603129","766","649","84.73"
"Arapahoe","1350603130","817","655","80.17"
"Arapahoe","1350903206","647","626","96.75"
"Arapahoe","1350903207","383","360","93.99"
"Arapahoe","1350903208","775","734","94.71"
"Arapahoe","1999903999","57","47","82.46"
"Arapahoe","6263703131","656","642","97.87"
"Arapahoe","6263703132","574","548","95.47"
"Arapahoe","6263703133","629","586","93.16"
"Arapahoe","6263703134","651","619","95.08"
"Arapahoe","6263703135","789","752","95.31"
"Arapahoe","6263703136","794","778","97.98"
"Arapahoe","6263703137","877","848","96.69"
"Arapahoe","6263703138","765","747","97.65"
"Arapahoe","6263703139","558","540","96.77"
"Arapahoe","6263703140","982","942","95.93"
"Arapahoe","6263703210","650","625","96.15"
"Arapahoe","6263703211","574","542","94.43"
"Arapahoe","6263703212","570","541","94.91"
"Arapahoe","6263703213","707","681","96.32"
"Arapahoe","6263703214","801","778","97.13"
"Arapahoe","6263703215","986","954","96.75"
"Arapahoe","6263703216","981","947","96.53"
"Arapahoe","6263703217","595","580","97.48"
"Arapahoe","6263703218","600","580","96.67"
"Arapahoe","6263703219","1021","985","96.47"
"Arapahoe","6263703220","946","909","96.09"
"Arapahoe","6263703221","772","734","95.08"
"Arapahoe","6263703222","1041","983","94.43"
"Arapahoe","6263703223","1048","1013","96.66"
"Arapahoe","6263703224","1015","975","96.06"
"Arapahoe","6263803141","440","420","95.45"
"Arapahoe","6263803142","823","785","95.38"
"Arapahoe","6263803143","612","560","91.50"
"Arapahoe","6263803144","727","695","95.60"
"Arapahoe","6263803145","573","523","91.27"
"Arapahoe","6263803146","727","715","98.35"
"Arapahoe","6263803147","838","816","97.37"
"Arapahoe","6263803148","489","471","96.32"
"Arapahoe","6263803149","1036","1007","97.20"
"Arapahoe","6263803150","817","776","94.98"
"Arapahoe","6263803151","754","680","90.19"
"Arapahoe","6263803152","785","747","95.16"
"Arapahoe","6263803153","690","637","92.32"
"Arapahoe","6263803154","868","797","91.82"
"Arapahoe","6263803155","1106","1069","96.65"
"Arapahoe","6263803156","420","402","95.71"
"Arapahoe","6263803157","604","597","98.84"
"Arapahoe","6263803158","705","666","94.47"
"Arapahoe","6263803159","676","630","93.20"
"Arapahoe","6263803160","720","674","93.61"
"Arapahoe","6263803161","615","573","93.17"
"Arapahoe","6263803162","590","542","91.86"
"Arapahoe","6263803163","521","415","79.65"
"Arapahoe","6263803164","754","716","94.96"
"Arapahoe","6263803165","857","830","96.85"
"Arapahoe","6263803166","414","401","96.86"
"Arapahoe","6263803167","761","730","95.93"
"Arapahoe","6263803168","864","840","97.22"
"Arapahoe","6263803169","922","910","98.70"
"Arapahoe","6263803170","881","805","91.37"
"Arapahoe","6263803171","681","649","95.30"
"Arapahoe","6263803172","672","659","98.07"
"Arapahoe","6263803173","1188","1140","95.96"
"Arapahoe","6263803174","879","847","96.36"
"Arapahoe","6263803175","737","691","93.76"
"Arapahoe","6263803176","850","835","98.24"
"Arapahoe","6263803225","384","343","89.32"
"Arapahoe","6273703226","836","818","97.85"
"Arapahoe","6273703227","885","837","94.58"
"Arapahoe","6273703228","730","688","94.25"
"Arapahoe","6273703229","1133","1086","95.85"
"Arapahoe","6273703230","769","757","98.44"
"Arapahoe","6273703231","907","866","95.48"
"Arapahoe","6273703232","777","763","98.20"
"Arapahoe","6273703233","787","750","95.30"
"Arapahoe","6273703234","852","825","96.83"
"Arapahoe","6273703235","1086","1054","97.05"
"Arapahoe","6273703236","785","766","97.58"
"Arapahoe","6273703237","770","742","96.36"
"Arapahoe","6273703238","751","701","93.34"
"Arapahoe","6273703239","896","857","95.65"
"Arapahoe","6273703240","769","743","96.62"
"Arapahoe","6273703241","1039","1007","96.92"
"Arapahoe","6273703242","563","553","98.22"
"Arapahoe","6273703243","555","528","95.14"
"Arapahoe","6273703244","763","729","95.54"
"Arapahoe","6273703245","621","602","96.94"
"Arapahoe","6273703246","973","939","96.51"
"Arapahoe","6273703247","938","892","95.10"
"Arapahoe","6273703248","1244","1185","95.26"
"Arapahoe","6273703249","653","634","97.09"
"Arapahoe","6273703250","864","837","96.88"
"Arapahoe","6273703251","607","583","96.05"
"Arapahoe","6273703252","556","496","89.21"
"Arapahoe","6273703253","599","572","95.49"
"Arapahoe","6273803254","340","326","95.88"
"Arapahoe","6273803255","700","686","98.00"
"Arapahoe","6273803256","1362","1313","96.40"
"Arapahoe","6273803257","284","283","99.65"
"Arapahoe","6273803258","822","792","96.35"
"Arapahoe","6273803259","1570","1427","90.89"
"Arapahoe","6273803260","1141","1084","95.00"
"Arapahoe","6273803261","1272","1206","94.81"
"Arapahoe","6273803262","920","836","90.87"
"Arapahoe","6273803263","743","725","97.58"
"Arapahoe","6273803264","299","260","86.96"
"Arapahoe","6273803265","757","723","95.51"
"Arapahoe","6273903266","696","688","98.85"
"Arapahoe","6273903267","971","925","95.26"
"Arapahoe","6273903268","1075","967","89.95"
"Arapahoe","6273903269","969","862","88.96"
"Arapahoe","6273903270","951","918","96.53"
"Arapahoe","6273903271","1048","996","95.04"
"Arapahoe","6273903272","492","475","96.54"
"Arapahoe","6273903273","477","464","97.27"
"Arapahoe","6273903274","1204","1164","96.68"
"Arapahoe","6273903275","1381","1294","93.70"
"Arapahoe","6273903276","435","424","97.47"
"Arapahoe","6273903277","905","890","98.34"
"Arapahoe","6273903278","439","424","96.58"
"Arapahoe","6273903279","910","878","96.48"
"Arapahoe","6273903280","1023","981","95.89"
"Arapahoe","6273903281","1139","1105","97.01"
"Arapahoe","6273903282","909","872","95.93"
"Arapahoe","6273903284","1579","1411","89.36"
"Arapahoe","6273903286","948","885","93.35"
"Arapahoe","6273903301","968","910","94.01"
"Arapahoe","6273903302","811","782","96.42"
"Arapahoe","6273903303","1022","982","96.09"
"Arapahoe","6273903304","1626","1557","95.76"
"Arapahoe","6273903305","509","487","95.68"
"Arapahoe","6273903306","540","521","96.48"
"Arapahoe","6273903307","885","854","96.50"
"Arapahoe","6273903308","964","913","94.71"
"Arapahoe","6273903309","968","961","99.28"
"Arapahoe","6273903310","1321","1262","95.53"
"Arapahoe","6273903311","829","787","94.93"
"Arapahoe","6273903312","898","872","97.10"
"Arapahoe","6273903313","1028","1013","98.54"
"Arapahoe","6273903314","953","926","97.17"
"Arapahoe","6273903315","982","926","94.30"
"Arapahoe","6273903316","1030","991","96.21"
"Arapahoe","6273903317","1556","1463","94.02"
"Arapahoe","6273903318","1136","1089","95.86"
"Arapahoe","6273903319","847","799","94.33"
"Arapahoe","6273903320","571","522","91.42"
"Arapahoe","6273903321","1335","1308","97.98"
"Arapahoe","6273903322","1233","1187","96.27"
"Arapahoe","6273903323","1190","1130","94.96"
"Arapahoe","6273903324","1248","1208","96.79"
"Arapahoe","6273903371","674","654","97.03"
"Arapahoe","6273903372","690","642","93.04"
"Arapahoe","6273903373","722","700","96.95"
"Arapahoe","6273903376","1411","1265","89.65"
"Arapahoe","6273903377","1431","1380","96.44"
"Arapahoe","6273903409","913","847","92.77"
"Arapahoe","6273903410","1033","976","94.48"
"Arapahoe","6273903412","368","357","97.01"
"Arapahoe","6273903413","878","825","93.96"
"Arapahoe","6273903414","699","680","97.28"
"Arapahoe","6273903415","298","262","87.92"
"Arapahoe","6274003325","1336","1188","88.92"
"Arapahoe","6274003326","1550","1415","91.29"
"Arapahoe","6274003327","1600","1524","95.25"
"Arapahoe","6274003328","1676","1565","93.38"
"Arapahoe","6274003329","1081","1009","93.34"
"Arapahoe","6274003330","1143","1097","95.98"
"Arapahoe","6274003331","1516","1457","96.11"
"Arapahoe","6274003332","767","740","96.48"
"Arapahoe","6274003333","977","936","95.80"
"Arapahoe","6274003334","456","425","93.20"
"Arapahoe","6274003374","1567","1478","94.32"
"Arapahoe","6274003378","1624","1475","90.83"
"Arapahoe","6274003379","719","680","94.58"
"Arapahoe","6274003380","1082","1032","95.38"
"Arapahoe","6274003416","450","419","93.11"
"Arapahoe","6283603335","828","799","96.50"
"Arapahoe","6283603336","739","705","95.40"
"Arapahoe","6283603337","674","624","92.58"
"Arapahoe","6283603338","691","667","96.53"
"Arapahoe","6283603339","1043","985","94.44"
"Arapahoe","6283603340","698","678","97.13"
"Arapahoe","6283603341","814","798","98.03"
"Arapahoe","6283603342","981","917","93.48"
"Arapahoe","6283603375","476","407","85.50"
"Arapahoe","6283603417","495","490","98.99"
"Arapahoe","6283603418","627","587","93.62"
"Arapahoe","6283603419","601","510","84.86"
"Arapahoe","6283603420","708","680","96.05"
"Arapahoe","6283903283","723","688","95.16"
"Arapahoe","6283903343","257","250","97.28"
"Arapahoe","6283903344","531","484","91.15"
"Arapahoe","6283903421","677","654","96.60"
"Arapahoe","6283903422","1237","1139","92.08"
"Arapahoe","6283903423","718","643","89.55"
"Arapahoe","6283903424","587","539","91.82"
"Arapahoe","6284003345","775","772","99.61"
"Arapahoe","6284003346","574","554","96.52"
"Arapahoe","6284003347","1191","1135","95.30"
"Arapahoe","6284003348","710","657","92.54"
"Arapahoe","6284003349","881","827","93.87"
"Arapahoe","6284003350","863","820","95.02"
"Arapahoe","6284003351","800","760","95.00"
"Arapahoe","6284003352","672","646","96.13"
"Arapahoe","6284003353","662","626","94.56"
"Arapahoe","6284003354","709","667","94.08"
"Arapahoe","6284003355","725","647","89.24"
"Arapahoe","6284003356","587","560","95.40"
"Arapahoe","6284003357","657","633","96.35"
"Arapahoe","6284003358","558","535","95.88"
"Arapahoe","6284003359","651","619","95.08"
"Arapahoe","6284003360","677","641","94.68"
"Arapahoe","6284003425","929","883","95.05"
"Arapahoe","6284003426","1112","1057","95.05"
"Arapahoe","6284003427","945","906","95.87"
"Arapahoe","6284003428","859","791","92.08"
"Arapahoe","6284003429","629","580","92.21"
"Arapahoe","6284003430","524","501","95.61"
"Arapahoe","6284103431","810","771","95.19"
"Arapahoe","6284103432","682","641","93.99"
"Arapahoe","6284103433","515","506","98.25"
"Arapahoe","6284103434","796","750","94.22"
"Arapahoe","6284103435","771","735","95.33"
"Arapahoe","6284103436","634","557","87.85"
"Arapahoe","6284103437","542","518","95.57"
"Arapahoe","6284103438","672","616","91.67"
"Arapahoe","6284103439","678","647","95.43"
"Arapahoe","6999903999","300","252","84.00"
"Arapahoe","7273603361","65","60","92.31"
"Arapahoe","7273603362","4","3","75.00"
"Arapahoe","7273603501","73","66","90.41"
"Arapahoe","7273603502","597","509","85.26"
"Arapahoe","7283603363","837","795","94.98"
"Arapahoe","7283603364","757","686","90.62"
"Arapahoe","7283603365","897","807","89.97"
"Arapahoe","7283603366","652","632","96.93"
"Arapahoe","7283603367","1173","1104","94.12"
"Arapahoe","7283603368","1226","1153","94.05"
"Arapahoe","7283603369","1598","1535","96.06"
"Arapahoe","7284103440","746","629","84.32"
"Arapahoe","7284103441","364","333","91.48"
"Arapahoe","7284103442","727","703","96.70"
"Arapahoe","7284103443","772","709","91.84"
"Arapahoe","7284103444","903","793","87.82"
"Arapahoe","7284103445","890","812","91.24"
"Arapahoe","7284103446","776","755","97.29"
"Arapahoe","7284103447","1065","972","91.27"
"Arapahoe","7284103448","864","807","93.40"
"Arapahoe","7284103449","811","785","96.79"
"Arapahoe","7284103450","1110","1036","93.33"
"Arapahoe","7284103451","1090","1012","92.84"
"Arapahoe","7284103452","604","557","92.22"
"Arapahoe","7284103453","564","539","95.57"
"Arapahoe","7284103454","1090","1019","93.49"
"Arapahoe","7284103455","764","713","93.32"
"Arapahoe","7284103456","888","800","90.09"
"Arapahoe","7284103457","735","673","91.56"
"Arapahoe","7284103458","456","441","96.71"
"Arapahoe","7284103459","633","583","92.10"
"Arapahoe","7284103460","799","774","96.87"
"Arapahoe","7293603370","505","474","93.86"
"Arapahoe","7293603503","401","275","68.58"
"Arapahoe","7293603504","804","685","85.20"
"Arapahoe","7293603505","422","332","78.67"
"Arapahoe","7293603506","762","701","91.99"
"Arapahoe","7293603507","262","213","81.30"
"Arapahoe","7293603508","917","776","84.62"
"Arapahoe","7293603509","610","533","87.38"
"Arapahoe","7293603510","568","458","80.63"
"Arapahoe","7293603511","607","537","88.47"
"Arapahoe","7293603512","732","686","93.72"
"Arapahoe","7293603513","564","534","94.68"
"Arapahoe","7293603514","1022","943","92.27"
"Arapahoe","7293603515","825","777","94.18"
"Arapahoe","7293603516","853","809","94.84"
"Arapahoe","7293603517","859","765","89.06"
"Arapahoe","7293603518","774","718","92.76"
"Arapahoe","7293603519","805","750","93.17"
"Arapahoe","7293603520","691","638","92.33"
"Arapahoe","7293603521","700","652","93.14"
"Arapahoe","7293603522","377","333","88.33"
"Arapahoe","7293603523","926","880","95.03"
"Arapahoe","7293603524","1279","1230","96.17"
"Arapahoe","7294103461","1340","1175","87.69"
"Arapahoe","7294103462","1199","1072","89.41"
"Arapahoe","7294103463","1096","1015","92.61"
"Arapahoe","7294103464","922","821","89.05"
"Arapahoe","7294103465","745","698","93.69"
"Arapahoe","7294103466","882","817","92.63"
"Arapahoe","7294103467","593","544","91.74"
"Arapahoe","7294103468","791","693","87.61"
"Arapahoe","7294103469","926","857","92.55"
"Arapahoe","7294203470","516","466","90.31"
"Arapahoe","7294203471","576","505","87.67"
"Arapahoe","7294203525","1104","857","77.63"
"Arapahoe","7294203526","927","650","70.12"
"Arapahoe","7294203527","606","522","86.14"
"Arapahoe","7294203528","630","533","84.60"
"Arapahoe","7294203529","456","426","93.42"
"Arapahoe","7294203530","582","525","90.21"
"Arapahoe","7294203531","414","349","84.30"
"Arapahoe","7294203532","556","517","92.99"
"Arapahoe","7294203533","676","571","84.47"
"Arapahoe","7294203534","602","523","86.88"
"Arapahoe","7294203535","341","266","78.01"
"Arapahoe","7294203536","250","177","70.80"
"Arapahoe","7294203537","757","630","83.22"
"Arapahoe","7294203538","611","551","90.18"
"Arapahoe","7294203539","682","554","81.23"
"Arapahoe","7294203540","892","717","80.38"
"Arapahoe","7294203541","780","682","87.44"
"Arapahoe","7294203542","734","665","90.60"
"Arapahoe","7294203543","598","510","85.28"
"Arapahoe","7294203544","712","643","90.31"
"Arapahoe","7294203545","528","486","92.05"
"Arapahoe","7294203546","512","474","92.58"
"Arapahoe","7294203547","754","684","90.72"
"Arapahoe","7294203548","770","710","92.21"
"Arapahoe","7294203549","642","572","89.10"
"Arapahoe","7294203550","1031","933","90.49"
"Arapahoe","7294203551","687","584","85.01"
"Arapahoe","7294203552","569","475","83.48"
"Arapahoe","7294203553","1073","893","83.22"
"Arapahoe","7294203554","668","584","87.43"
"Arapahoe","7294203555","675","649","96.15"
"Arapahoe","7294203556","621","494","79.55"
"Arapahoe","7999903999","103","88","85.44"
"Archuleta","3065904001","819","736","89.87"
"Archuleta","3065904002","796","682","85.68"
"Archuleta","3065904003","664","594","89.46"
"Archuleta","3065904004","325","277","85.23"
"Archuleta","3065904005","452","401","88.72"
"Archuleta","3065904006","1723","1509","87.58"
"Archuleta","3065904007","1342","1166","86.89"
"Archuleta","3065904008","1424","1260","88.48"
"Archuleta","3999904999","14","12","85.71"
"Baca","4026405001","308","292","94.81"
"Baca","4026405002","339","297","87.61"
"Baca","4026405003","188","181","96.28"
"Baca","4026405004","395","346","87.59"
"Baca","4026405005","143","130","90.91"
"Baca","4026405006","187","161","86.10"
"Baca","4026405007","405","362","89.38"
"Baca","4026405008","399","352","88.22"
"Baca","4026405009","102","96","94.12"
"Bent","4026406001","334","304","91.02"
"Bent","4026406002","465","422","90.75"
"Bent","4026406003","504","435","86.31"
"Bent","4026406004","458","395","86.24"
"Bent","4026406005","436","397","91.06"
"Boulder","2161107001","343","323","94.17"
"Boulder","2161307002","558","523","93.73"
"Boulder","2161307003","1108","1063","95.94"
"Boulder","2161307004","1009","948","93.95"
"Boulder","2161307005","358","342","95.53"
"Boulder","2161307006","735","718","97.69"
"Boulder","2161307007","588","561","95.41"
"Boulder","2161307008","666","628","94.29"
"Boulder","2161307009","212","202","95.28"
"Boulder","2161307010","1020","982","96.27"
"Boulder","2161307011","722","678","93.91"
"Boulder","2161307012","895","856","95.64"
"Boulder","2161307013","617","570","92.38"
"Boulder","2161307014","880","831","94.43"
"Boulder","2161307015","926","870","93.95"
"Boulder","2161307016","959","882","91.97"
"Boulder","2161307017","1030","977","94.85"
"Boulder","2161307018","466","439","94.21"
"Boulder","2161307019","886","833","94.02"
"Boulder","2163307020","544","500","91.91"
"Boulder","2163307021","857","830","96.85"
"Boulder","2163307022","412","392","95.15"
"Boulder","2163307023","910","875","96.15"
"Boulder","2163307024","979","955","97.55"
"Boulder","2163307025","1105","879","79.55"
"Boulder","2163307026","999","932","93.29"
"Boulder","2163307027","1046","987","94.36"
"Boulder","2171007028","484","475","98.14"
"Boulder","2171007029","263","250","95.06"
"Boulder","2171207030","500","474","94.80"
"Boulder","2171207031","1033","984","95.26"
"Boulder","2171207032","768","735","95.70"
"Boulder","2171207033","763","734","96.20"
"Boulder","2171207034","685","656","95.77"
"Boulder","2171207035","1192","1117","93.71"
"Boulder","2171207036","1154","1092","94.63"
"Boulder","2171207037","819","751","91.70"
"Boulder","2171207038","1147","1084","94.51"
"Boulder","2171207039","1035","982","94.88"
"Boulder","2171207040","559","532","95.17"
"Boulder","2171207041","949","876","92.31"
