deviceNetType,deviceNetworkType,deviceSignalStrength,deviceNetOp,deviceSimOp,addressZip,latitude,longitude,location,Counties
LTE,CDMA,-41,Verizon Wireless,Verizon Wireless,80237,39.630000000000003,-104.9,"(39.63, -104.9)",1395
,,-41,Verizon Wireless,Verizon Wireless,80209,39.700000000000003,-104.95,"(39.7, -104.95)",1444
CDMA1xEVDORevA,,-41,Verizon Wireless,Verizon Wireless,80022,39.83,-104.92,"(39.83, -104.92)",82
3G,CDMA,-41,Verizon Wireless,Verizon Wireless,80222,39.69,-104.94,"(39.69, -104.94)",1444
LTE,CDMA,-41,Verizon Wireless,Verizon Wireless,80210,39.69,-104.97,"(39.69, -104.97)",1444
LTE,CDMA,-41,Verizon Wireless,Verizon Wireless,80209,39.700000000000003,-104.98,"(39.7, -104.98)",1444
LTE,CDMA,-41,Verizon Wireless,Verizon Wireless,80209,39.700000000000003,-104.98,"(39.7, -104.98)",1444
CDMA1xEVDORevA,,-41,Verizon Wireless,Verizon Wireless,81044,38.11,-102.97,"(38.11, -102.97)",84
,,-41,Verizon Wireless,Verizon Wireless,80204,39.74,-105.01,"(39.74, -105.01)",1444
CDMA1xEVDORevA,CDMA,-41,Verizon Wireless,Verizon Wireless,81504,39.1,-108.5,"(39.1, -108.5)",1015
CDMA1xEVDORevA,,-41,Verizon Wireless,Verizon Wireless,80814,38.96,-105.2,"(38.96, -105.2)",1071
LTE,CDMA,-41,Verizon Wireless,Verizon Wireless,80203,39.72,-104.98,"(39.72, -104.98)",1444
CDMA1xRTT,,-41,Verizon Wireless,Verizon Wireless,80640,39.83,-104.93,"(39.83, -104.93)",82
CDMA1xEVDORevA,,-41,Verizon Wireless,Verizon Wireless,81144,37.630000000000003,-106.09,"(37.63, -106.09)",35
CDMA - EvDo rev. A,CDMA,-41,Verizon Wireless,Verizon Wireless,80134,39.549999999999997,-104.82,"(39.55, -104.82)",3133
LTE,CDMA,-41,Verizon Wireless,Verizon Wireless,80209,39.700000000000003,-104.98,"(39.7, -104.98)",1444
CDMA1xEVDORevA,,-41,Verizon Wireless,Verizon Wireless,80137,39.74,-104.6,"(39.74, -104.6)",1395
CDMA1xRTT,,-41,Verizon Wireless,Verizon Wireless,80601,39.94,-104.79,"(39.94, -104.79)",82
LTE,CDMA,-41,Verizon Wireless,Verizon Wireless,80203,39.72,-104.98,"(39.72, -104.98)",1444
LTE,CDMA,-41,Verizon Wireless,Verizon Wireless,80209,39.71,-104.98,"(39.71, -104.98)",1444
CDMA1xEVDORevA,,-41,Verizon Wireless,Verizon Wireless,81003,38.270000000000003,-104.61,"(38.27, -104.61)",34
CDMA - EvDo rev. A,CDMA,-41,Verizon Wireless,Verizon Wireless,80020,39.909999999999997,-105.06,"(39.91, -105.06)",86
CDMA - EvDo rev. A,CDMA,-41,Verizon Wireless,Verizon Wireless,80202,39.75,-104.99,"(39.75, -104.99)",1444
LTE,CDMA,-41,Verizon Wireless,Verizon Wireless,80223,39.71,-104.98,"(39.71, -104.98)",1444
CDMA - EvDo rev. A,CDMA,-41,Verizon Wireless,Verizon Wireless,80528,40.450000000000003,-104.99,"(40.45, -104.99)",1012
LTE,CDMA,-41,Verizon Wireless,Verizon Wireless,80124,39.53,-104.86,"(39.53, -104.86)",3133
CDMA1xEVDORevA,,-42,Verizon Wireless,Verizon Wireless,81416,38.78,-108.24,"(38.78, -108.24)",1443
CDMA - eHRPD,CDMA,-42,Verizon Wireless,Verizon Wireless,80203,39.74,-104.98,"(39.74, -104.98)",1444
CDMA1xRTT,,-42,Verizon Wireless,Verizon Wireless,81143,38.1,-106.03,"(38.1, -106.03)",1067
LTE,CDMA,-42,Verizon Wireless,Verizon Wireless,80443,39.5,-106.14,"(39.5, -106.14)",1070
CDMA - EvDo rev. A,CDMA,-42,Verizon Wireless,Verizon Wireless,80020,39.909999999999997,-105.06,"(39.91, -105.06)",86
CDMA - EvDo rev. A,CDMA,-42,Verizon Wireless,Verizon Wireless,80202,39.74,-104.99,"(39.74, -104.99)",1444
LTE,CDMA,-42,Verizon Wireless,Verizon Wireless,80202,39.74,-104.99,"(39.74, -104.99)",1444
3G,CDMA,-42,Verizon Wireless,Verizon Wireless,80209,39.700000000000003,-104.95,"(39.7, -104.95)",1444
3G,,-42,Verizon Wireless,Verizon Wireless,80209,39.700000000000003,-104.95,"(39.7, -104.95)",1444
LTE,CDMA,-42,Verizon Wireless,Verizon Wireless,80305,40,-105.26,"(40.0, -105.26)",85
CDMA - EvDo rev. A,CDMA,-42,Verizon Wireless,Verizon Wireless,80020,39.909999999999997,-105.06,"(39.91, -105.06)",86
CDMA - EvDo rev. A,CDMA,-42,Verizon Wireless,Verizon Wireless,80020,39.93,-105.08,"(39.93, -105.08)",86
CDMA - EvDo rev. A,CDMA,-42,Verizon Wireless,Verizon Wireless,80020,39.93,-105.08,"(39.93, -105.08)",86
CDMA1xEVDORevA,,-42,Verizon Wireless,Verizon Wireless,81201,38.57,-106.08,"(38.57, -106.08)",1398
LTE,CDMA,-42,Verizon Wireless,Verizon Wireless,80482,39.909999999999997,-105.78,"(39.91, -105.78)",1450
,,-42,Verizon Wireless,Verizon Wireless,80205,39.75,-104.99,"(39.75, -104.99)",1444
CDMA - EvDo rev. A,CDMA,-42,Verizon Wireless,Verizon Wireless,80020,39.93,-105.08,"(39.93, -105.08)",86
CDMA1xEVDORevA,,-42,Verizon Wireless,Verizon Wireless,80221,39.82,-104.98,"(39.82, -104.98)",82
,,-42,Verizon Wireless,Verizon Wireless,80209,39.700000000000003,-104.97,"(39.7, -104.97)",1444
CDMA - eHRPD,CDMA,-42,Verizon Wireless,Verizon Wireless,80202,39.74,-104.98,"(39.74, -104.98)",1444
CDMA1xEVDORevA,,-42,Verizon Wireless,Verizon Wireless,80022,39.89,-104.76,"(39.89, -104.76)",82
,,-42,Verizon Wireless,Verizon Wireless,80209,39.71,-104.98,"(39.71, -104.98)",1444
,,-42,Verizon Wireless,Verizon Wireless,80209,39.700000000000003,-104.95,"(39.7, -104.95)",1444
,,-42,Verizon Wireless,Verizon Wireless,80209,39.700000000000003,-104.95,"(39.7, -104.95)",1444
CDMA1xEVDORevA,,-42,Verizon Wireless,Verizon Wireless,80221,39.82,-104.99,"(39.82, -104.99)",82
CDMA1xEVDORevA,CDMA,-42,Verizon Wireless,Verizon Wireless,81501,39.08,-108.55,"(39.08, -108.55)",1015
,,-42,Verizon Wireless,Verizon Wireless,80246,39.700000000000003,-104.94,"(39.7, -104.94)",1444
CDMA1xRTT,,-42,Verizon Wireless,Verizon Wireless,80109,39.4,-104.86,"(39.4, -104.86)",3133
CDMA1xEVDORevA,,-42,Verizon Wireless,Verizon Wireless,80221,39.82,-104.99,"(39.82, -104.99)",82
LTE,CDMA,-42,Verizon Wireless,Verizon Wireless,80239,39.770000000000003,-104.84,"(39.77, -104.84)",1444
CDMA1xEVDORevA,CDMA,-42,Verizon Wireless,Verizon Wireless,81501,39.07,-108.56,"(39.07, -108.56)",1015
CDMA1xRTT,,-42,Verizon Wireless,Verizon Wireless,80229,39.840000000000003,-104.98,"(39.84, -104.98)",82
CDMA1xEVDORevA,,-42,Verizon Wireless,Verizon Wireless,80216,39.799999999999997,-104.98,"(39.8, -104.98)",82
CDMA1xRTT,,-42,Verizon Wireless,Verizon Wireless,80022,39.840000000000003,-104.92,"(39.84, -104.92)",82
CDMA1xRTT,,-42,Verizon Wireless,Verizon Wireless,80504,40.200000000000003,-105.04,"(40.2, -105.04)",1072
,,-42,AT&T Wireless,AT&T Wireless,80203,39.74,-104.97,"(39.74, -104.97)",1444
CDMA1xEVDORevA,,-42,Verizon Wireless,Verizon Wireless,81425,38.590000000000003,-107.97,"(38.59, -107.97)",32
3G,,-42,Verizon Wireless,Verizon Wireless,80220,39.729999999999997,-104.9,"(39.73, -104.9)",1444
CDMA1xEVDORevA,,-42,Verizon Wireless,Verizon Wireless,80863,38.979999999999997,-105.06,"(38.98, -105.06)",1071
CDMA1xEVDORevA,,-42,Verizon Wireless,Verizon Wireless,81089,37.58,-104.88,"(37.58, -104.88)",1006
CDMA1xEVDORevA,,-42,Verizon Wireless,Verizon Wireless,80446,40.090000000000003,-105.89,"(40.09, -105.89)",1450
CDMA1xEVDORevA,CDMA,-42,Verizon Wireless,Verizon Wireless,81505,39.1,-108.63,"(39.1, -108.63)",1015
CDMA1xEVDORevA,,-42,Verizon Wireless,Verizon Wireless,80112,39.57,-104.87,"(39.57, -104.87)",1395
CDMA - eHRPD,CDMA,-42,Verizon Wireless,Verizon Wireless,80304,40.020000000000003,-105.27,"(40.02, -105.27)",85
3G,CDMA,-42,Verizon Wireless,Verizon Wireless,80224,39.69,-104.91,"(39.69, -104.91)",1444
CDMA1xEVDORevA,,-42,Verizon Wireless,Verizon Wireless,80701,40.24,-103.93,"(40.24, -103.93)",1059
CDMA - eHRPD,CDMA,-42,Verizon Wireless,Verizon Wireless,80304,40.020000000000003,-105.27,"(40.02, -105.27)",85
CDMA1xEVDORevA,,-42,Verizon Wireless,Verizon Wireless,80908,38.979999999999997,-104.76,"(38.98, -104.76)",1447
CDMA1xEVDORevA,,-42,Verizon Wireless,Verizon Wireless,80814,38.96,-105.2,"(38.96, -105.2)",1071
CDMA1xEVDORevA,,-42,Verizon Wireless,Verizon Wireless,80814,38.96,-105.2,"(38.96, -105.2)",1071
CDMA1xEVDORevA,,-42,Verizon Wireless,Verizon Wireless,80701,40.25,-103.87,"(40.25, -103.87)",1059
,,-42,AT&T Wireless,AT&T Wireless,80216,39.79,-104.98,"(39.79, -104.98)",1444
CDMA1xEVDORevA,,-42,Verizon Wireless,Verizon Wireless,80904,38.840000000000003,-104.86,"(38.84, -104.86)",1447
CDMA1xEVDORevA,,-42,Verizon Wireless,Verizon Wireless,80478,39.99,-105.89,"(39.99, -105.89)",1450
CDMA1xEVDORevA,,-42,Verizon Wireless,Verizon Wireless,80904,38.840000000000003,-104.86,"(38.84, -104.86)",1447
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80215,39.76,-105.11,"(39.76, -105.11)",1008
LTE,CDMA,-43,Verizon Wireless,Verizon Wireless,80109,39.4,-104.88,"(39.4, -104.88)",3133
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80211,39.76,-105.01,"(39.76, -105.01)",1444
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80211,39.76,-105.02,"(39.76, -105.02)",1444
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80211,39.76,-105,"(39.76, -105.0)",1444
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80211,39.76,-105.02,"(39.76, -105.02)",1444
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80211,39.76,-105,"(39.76, -105.0)",1444
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80211,39.76,-105.03,"(39.76, -105.03)",1444
CDMA1xEVDORevA,,-43,Verizon Wireless,Verizon Wireless,80701,40.25,-103.83,"(40.25, -103.83)",1059
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.08,"(39.76, -105.08)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.08,"(39.76, -105.08)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.1,"(39.76, -105.1)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.08,"(39.76, -105.08)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80211,39.76,-105.01,"(39.76, -105.01)",1444
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80304,40.020000000000003,-105.27,"(40.02, -105.27)",85
CDMA1xEVDORevA,,-43,Verizon Wireless,Verizon Wireless,80701,40.25,-103.87,"(40.25, -103.87)",1059
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.75,-105.08,"(39.75, -105.08)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.07,"(39.76, -105.07)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.09,"(39.76, -105.09)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.08,"(39.76, -105.08)",1008
CDMA1xEVDORevA,,-43,Verizon Wireless,Verizon Wireless,80701,40.24,-103.79,"(40.24, -103.79)",1059
HSDPADLHSUPAUL,UMTS,-43,AT&T Wireless,AT&T Wireless,81401,38.47,-107.88,"(38.47, -107.88)",32
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.09,"(39.76, -105.09)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.09,"(39.76, -105.09)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.1,"(39.76, -105.1)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.13,"(39.76, -105.13)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.11,"(39.76, -105.11)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.1,"(39.76, -105.1)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.12,"(39.76, -105.12)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.11,"(39.76, -105.11)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.09,"(39.76, -105.09)",1008
CDMA1xEVDORevA,,-43,Verizon Wireless,Verizon Wireless,80459,40.049999999999997,-106.38,"(40.05, -106.38)",1450
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.75,-105.08,"(39.75, -105.08)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.75,-105.08,"(39.75, -105.08)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.09,"(39.76, -105.09)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80211,39.76,-105.02,"(39.76, -105.02)",1444
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.75,-105.08,"(39.75, -105.08)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.09,"(39.76, -105.09)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.11,"(39.76, -105.11)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.12,"(39.76, -105.12)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.75,-105.08,"(39.75, -105.08)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.1,"(39.76, -105.1)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.1,"(39.76, -105.1)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.75,-105.08,"(39.75, -105.08)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.1,"(39.76, -105.1)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.08,"(39.76, -105.08)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.1,"(39.76, -105.1)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.1,"(39.76, -105.1)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.08,"(39.76, -105.08)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.770000000000003,-105.09,"(39.77, -105.09)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80215,39.76,-105.11,"(39.76, -105.11)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80211,39.76,-105.02,"(39.76, -105.02)",1444
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.09,"(39.76, -105.09)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.08,"(39.76, -105.08)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80215,39.76,-105.13,"(39.76, -105.13)",1008
LTE,CDMA,-43,Verizon Wireless,Verizon Wireless,80209,39.700000000000003,-104.98,"(39.7, -104.98)",1444
CDMA1xEVDORevA,,-43,Verizon Wireless,Verizon Wireless,80233,39.909999999999997,-104.92,"(39.91, -104.92)",82
CDMA1xRTT,,-43,Verizon Wireless,Verizon Wireless,80204,39.72,-105.04,"(39.72, -105.04)",1444
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80211,39.76,-105.01,"(39.76, -105.01)",1444
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80211,39.770000000000003,-105.03,"(39.77, -105.03)",1444
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.13,"(39.76, -105.13)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80211,39.770000000000003,-105.03,"(39.77, -105.03)",1444
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80211,39.76,-105,"(39.76, -105.0)",1444
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.1,"(39.76, -105.1)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80211,39.76,-105,"(39.76, -105.0)",1444
CDMA1xEVDORevA,,-43,Verizon Wireless,Verizon Wireless,81050,37.97,-103.53,"(37.97, -103.53)",1060
CDMA1xEVDORevA,,-43,Verizon Wireless,Verizon Wireless,80603,39.909999999999997,-104.81,"(39.91, -104.81)",82
CDMA1xEVDORevA,,-43,Verizon Wireless,Verizon Wireless,80603,39.9,-104.82,"(39.9, -104.82)",82
CDMA1xEVDORevA,,-43,Verizon Wireless,Verizon Wireless,80451,40.049999999999997,-106.13,"(40.05, -106.13)",1450
CDMA1xEVDORevA,,-43,Verizon Wireless,Verizon Wireless,80401,39.729999999999997,-105.16,"(39.73, -105.16)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.08,"(39.76, -105.08)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.12,"(39.76, -105.12)",1008
CDMA1xEVDORevA,CDMA,-43,Verizon Wireless,Verizon Wireless,80104,39.369999999999997,-104.82,"(39.37, -104.82)",3133
LTE,CDMA,-43,Verizon Wireless,Verizon Wireless,80206,39.71,-104.95,"(39.71, -104.95)",1444
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.08,"(39.76, -105.08)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.12,"(39.76, -105.12)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.12,"(39.76, -105.12)",1008
CDMA1xRTT,,-43,Verizon Wireless,Verizon Wireless,80229,39.83,-104.98,"(39.83, -104.98)",82
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.09,"(39.76, -105.09)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.1,"(39.76, -105.1)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80401,39.76,-105.14,"(39.76, -105.14)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.09,"(39.76, -105.09)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.09,"(39.76, -105.09)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.1,"(39.76, -105.1)",1008
Unknown,CDMA,-43,Sprint,Sprint,80033,39.76,-105.09,"(39.76, -105.09)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.07,"(39.76, -105.07)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.12,"(39.76, -105.12)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.09,"(39.76, -105.09)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.08,"(39.76, -105.08)",1008
CDMA1xEVDORevA,CDMA,-43,Verizon Wireless,Verizon Wireless,80104,39.4,-104.85,"(39.4, -104.85)",3133
CDMA1xEVDORevA,,-43,Verizon Wireless,Verizon Wireless,80221,39.81,-105.02,"(39.81, -105.02)",82
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.09,"(39.76, -105.09)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.770000000000003,-105.09,"(39.77, -105.09)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.1,"(39.76, -105.1)",1008
Unknown,CDMA,-43,Sprint,Sprint,80033,39.76,-105.09,"(39.76, -105.09)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.11,"(39.76, -105.11)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.12,"(39.76, -105.12)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.14,"(39.76, -105.14)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80401,39.76,-105.14,"(39.76, -105.14)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.770000000000003,-105.09,"(39.77, -105.09)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.13,"(39.76, -105.13)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.11,"(39.76, -105.11)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.13,"(39.76, -105.13)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.08,"(39.76, -105.08)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.75,-105.08,"(39.75, -105.08)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.08,"(39.76, -105.08)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.07,"(39.76, -105.07)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.07,"(39.76, -105.07)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80212,39.76,-105.04,"(39.76, -105.04)",1444
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.08,"(39.76, -105.08)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.1,"(39.76, -105.1)",1008
CDMA1xEVDORevA,,-43,Verizon Wireless,Verizon Wireless,81004,37.99,-104.76,"(37.99, -104.76)",34
CDMA1xEVDORevA,CDMA,-43,Verizon Wireless,Verizon Wireless,81506,39.090000000000003,-108.54,"(39.09, -108.54)",1015
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.1,"(39.76, -105.1)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.08,"(39.76, -105.08)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80212,39.76,-105.04,"(39.76, -105.04)",1444
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.1,"(39.76, -105.1)",1008
CDMA1xEVDORevA,,-43,Verizon Wireless,Verizon Wireless,81050,37.979999999999997,-103.66,"(37.98, -103.66)",1060
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.1,"(39.76, -105.1)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80205,39.75,-104.99,"(39.75, -104.99)",1444
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80205,39.75,-104.98,"(39.75, -104.98)",1444
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80205,39.75,-104.98,"(39.75, -104.98)",1444
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.14,"(39.76, -105.14)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80216,39.76,-104.99,"(39.76, -104.99)",1444
CDMA1xEVDORevA,,-43,Verizon Wireless,Verizon Wireless,80019,39.74,-104.71,"(39.74, -104.71)",1395
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.09,"(39.76, -105.09)",1008
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.09,"(39.76, -105.09)",1008
CDMA1xRTT,,-43,Verizon Wireless,Verizon Wireless,80221,39.82,-104.98,"(39.82, -104.98)",82
LTE,CDMA,-43,Verizon Wireless,Verizon Wireless,80124,39.53,-104.86,"(39.53, -104.86)",3133
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80033,39.76,-105.09,"(39.76, -105.09)",1008
CDMA1xEVDORevA,,-43,Verizon Wireless,Verizon Wireless,80018,39.630000000000003,-104.72,"(39.63, -104.72)",1395
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80205,39.75,-104.99,"(39.75, -104.99)",1444
CDMA1xRTT,,-43,Verizon Wireless,Verizon Wireless,80221,39.799999999999997,-104.98,"(39.8, -104.98)",82
CDMA1xEVDORevA,,-43,Verizon Wireless,Verizon Wireless,81416,38.74,-108.07,"(38.74, -108.07)",1443
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80205,39.75,-104.98,"(39.75, -104.98)",1444
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80205,39.75,-104.99,"(39.75, -104.99)",1444
LTE,CDMA,-43,Verizon Wireless,Verizon Wireless,80112,39.57,-104.87,"(39.57, -104.87)",1395
CDMA1xRTT,,-43,Verizon Wireless,Verizon Wireless,80221,39.840000000000003,-104.99,"(39.84, -104.99)",82
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80216,39.76,-104.99,"(39.76, -104.99)",1444
CDMA1xEVDORevA,,-43,Verizon Wireless,Verizon Wireless,80019,39.79,-104.71,"(39.79, -104.71)",82
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80205,39.75,-104.98,"(39.75, -104.98)",1444
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80205,39.75,-104.98,"(39.75, -104.98)",1444
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80027,39.96,-105.18,"(39.96, -105.18)",85
CDMA1xEVDORevA,,-43,Verizon Wireless,Verizon Wireless,80018,39.72,-104.71,"(39.72, -104.71)",1395
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80205,39.75,-104.99,"(39.75, -104.99)",1444
CDMA1xEVDORevA,,-43,Verizon Wireless,Verizon Wireless,80446,40.03,-105.93,"(40.03, -105.93)",1450
CDMA - eHRPD,CDMA,-43,Sprint,Sprint,80202,39.76,-104.99,"(39.76, -104.99)",1444
CDMA1xEVDORevA,,-43,Verizon Wireless,Verizon Wireless,80109,39.4,-104.86,"(39.4, -104.86)",3133
CDMA1xEVDORevA,,-43,Verizon Wireless,Verizon Wireless,80204,39.72,-104.99,"(39.72, -104.99)",1444
CDMA1xEVDORevA,,-43,Verizon Wireless,Verizon Wireless,80809,38.909999999999997,-104.98,"(38.91, -104.98)",1447
CDMA1xEVDORevA,,-43,Verizon Wireless,Verizon Wireless,80863,38.979999999999997,-105.06,"(38.98, -105.06)",1071
CDMA1xEVDORevA,,-43,Verizon Wireless,Verizon Wireless,80640,39.86,-104.9,"(39.86, -104.9)",82
CDMA1xEVDORevA,,-43,Verizon Wireless,Verizon Wireless,81125,37.85,-106.14,"(37.85, -106.14)",1067
CDMA1xEVDORevA,,-43,Verizon Wireless,Verizon Wireless,80920,38.94,-104.8,"(38.94, -104.8)",1447
CDMA1xEVDORevA,,-43,Verizon Wireless,Verizon Wireless,80863,38.979999999999997,-105.06,"(38.98, -105.06)",1071
