"id","taxyr","businessname1","businessname2","ein","collectionsofartind","revenuesincludedamt","assetsincludedamt","heldworks_revenuesincludedamt","heldworks_assetsincludedamt","collectionusedpubexhibitionind","collusedscholarlyrsrchind","collectionusedpreservationind","collusedloanorexchprogind","collectionusedotherpurposesind","otherpurposesdesc","solicitedassetssaleind"
"201231459349300318","2011","SAFEHOUSE DENVER INC",,"840745911","f",,,,,"f","f","f","f","f",,"f"
"201421349349303827","2012","COLORADO SEMINARY",,"840404231","t",,,"0","0","t","t","t","f","f",,"f"
"201212449349300601","2011","HOWARD DENTAL CENTER",,"841312498","f",,,,,"f","f","f","f","f",,"f"
"201212019349300136","2011","BERGER COLLECTION EDUCATION TRUST","ATTN TIMOTHY STANDRING","336258491","t",,"22146435",,,"f","f","f","f","f",,"f"
"201242279349302164","2011","MISSION INTERNATIONAL MINISTRIES","C/O NANCY J BAUMANN CPA","330589065","f",,,,,"f","f","f","f","f",,"f"
"201241649349300619","2011","CLINICA CAMPESINA FAMILY HEALTH","SERVICES","840743432","f",,,,,"f","f","f","f","f",,"f"
"201113359349300111","2010","COLORADO 4-H FOUNDATION INC",,"742586894","f",,,,,"f","f","f","f","f",,"f"
"201220909349300022","2011","LA CLINICA TEPEYAC INC",,"841285505","f",,,,,"f","f","f","f","f",,"f"
"201443169349302939","2013","AMERICAN INSTITUTE OF MINING METALLURGI-","CAL AND PETROLEUM ENGINEERS INC","131623894","t",,,,,"f","f","f","t","f",,"f"
"201212269349301756","2011","INSTITUTE FOR EDUCATION THERAPY",,"942944848","f",,,,,"f","f","f","f","f",,"f"
"201202279349302260","2011","GOLDEN CIVIC FOUNDATION INC",,"237064045","t",,,,,"t","f","t","f","f",,"f"
"201201369349306290","2011","MONTESSORI CASA INTERNATIONAL",,"200536531","f",,,,,"f","f","f","f","f",,"f"
"201440709349300209","2013","HINSDALE COUNTY HISTORICAL SOCIETY",,"510199445","t",,,,,"t","f","t","f","f",,"f"
"201222639349300607","2011","AMERICAN LEGION 22 NORTHGLENN POST",,"846051473","f",,,,,"f","f","f","f","f",,"f"
"201232269349301178","2010","LA PLATA OPEN SPACE CONSERVANCY",,"841204273","f",,,,,"f","f","f","f","f",,"f"
"201443199349300734","2013","SAN JUAN BIBLE CONFERENCE",,"846048887","f",,,,,"f","f","f","f","f",,"f"
"201232269349301603","2011","OLD COLORADO CITY HISTORICAL","SOCIETY","840855158","t",,,,,"f","f","f","f","f",,"f"
"201221519349300717","2011","THE DENVER BRASS INC",,"840945046","f",,,,,"f","f","f","f","f",,"f"
"201421349349307502","2013","WINGS OVER THE ROCKIES AIR & SPACE MUSEUM",,"840931491","t",,,,,"t","f","t","f","f",,"f"
"201203079349301205","2011","METRO COMMUNITY PROVIDER NETWORK","INC","742477108","f",,,,,"f","f","f","f","f",,"f"
"201221919349300522","2011","SPRINGDALE DITCH COMPANY",,"840414052","f",,,,,"f","f","f","f","f",,"f"
"201221309349301622","2011","COLORADO VETERINARY MEDICAL","FOUNDATION","841612045","f",,,,,"f","f","f","f","f",,"f"
"201232019349300728","2011","THE RETIRED ENLISTED ASSOCIATION","INC","840537947","f",,,,,"f","f","f","f","f",,"f"
