"statefips","area","areatype","period","periodyear","periodtype","periodtypedescription","cpi","title","type","source","cpisourcedescription","percentchangeyear","percentchangemonth","dataregion","areaname","areadescription"
"0","0","0","0","1913","1","Annual","9.900","CPI-U all items 1982-84=100, not seasonally adjusted","1","1","US DOL, Bureau of Labor Statistics","0.0","0.0","US","United States","The United States of America (commonly referred to as the United States, the U.S., the USA, or America) is a federal constitutional republic comprising fifty states and a federal district. The country is situated mostly in central North America, where its forty-eight contiguous states and Washington, D.C., the capital district, lie between the Pacific and Atlantic Oceans, bordered by Canada to the north and Mexico to the south. The state of Alaska is in the northwest of the continent, with Canada to its east and Russia to the west across the Bering Strait. The state of Hawaii is an archipelago in the mid-Pacific. The country also possesses several territories in the Caribbean and Pacific."
"0","0","0","0","1913","1","Annual","10.000","CPI-W all items 1982-84=100, not seasonally adjusted","3","1","US DOL, Bureau of Labor Statistics","0.0","0.0","US","United States","The United States of America (commonly referred to as the United States, the U.S., the USA, or America) is a federal constitutional republic comprising fifty states and a federal district. The country is situated mostly in central North America, where its forty-eight contiguous states and Washington, D.C., the capital district, lie between the Pacific and Atlantic Oceans, bordered by Canada to the north and Mexico to the south. The state of Alaska is in the northwest of the continent, with Canada to its east and Russia to the west across the Bering Strait. The state of Hawaii is an archipelago in the mid-Pacific. The country also possesses several territories in the Caribbean and Pacific."
"0","0","0","1","1913","3","Monthly","9.800","CPI-U all items 1982-84=100, not seasonally adjusted","1","1","US DOL, Bureau of Labor Statistics","0.0","-1.0","US","United States","The United States of America (commonly referred to as the United States, the U.S., the USA, or America) is a federal constitutional republic comprising fifty states and a federal district. The country is situated mostly in central North America, where its forty-eight contiguous states and Washington, D.C., the capital district, lie between the Pacific and Atlantic Oceans, bordered by Canada to the north and Mexico to the south. The state of Alaska is in the northwest of the continent, with Canada to its east and Russia to the west across the Bering Strait. The state of Hawaii is an archipelago in the mid-Pacific. The country also possesses several territories in the Caribbean and Pacific."
"0","0","0","1","1913","3","Monthly","9.900","CPI-W all items 1982-84=100, not seasonally adjusted","3","1","US DOL, Bureau of Labor Statistics","0.0","-1.0","US","United States","The United States of America (commonly referred to as the United States, the U.S., the USA, or America) is a federal constitutional republic comprising fifty states and a federal district. The country is situated mostly in central North America, where its forty-eight contiguous states and Washington, D.C., the capital district, lie between the Pacific and Atlantic Oceans, bordered by Canada to the north and Mexico to the south. The state of Alaska is in the northwest of the continent, with Canada to its east and Russia to the west across the Bering Strait. The state of Hawaii is an archipelago in the mid-Pacific. The country also possesses several territories in the Caribbean and Pacific."
"0","0","0","2","1913","3","Monthly","9.800","CPI-U all items 1982-84=100, not seasonally adjusted","1","1","US DOL, Bureau of Labor Statistics","0.0","0.0","US","United States","The United States of America (commonly referred to as the United States, the U.S., the USA, or America) is a federal constitutional republic comprising fifty states and a federal district. The country is situated mostly in central North America, where its forty-eight contiguous states and Washington, D.C., the capital district, lie between the Pacific and Atlantic Oceans, bordered by Canada to the north and Mexico to the south. The state of Alaska is in the northwest of the continent, with Canada to its east and Russia to the west across the Bering Strait. The state of Hawaii is an archipelago in the mid-Pacific. The country also possesses several territories in the Caribbean and Pacific."
"0","0","0","2","1913","3","Monthly","9.800","CPI-W all items 1982-84=100, not seasonally adjusted","3","1","US DOL, Bureau of Labor Statistics","0.0","-1.0","US","United States","The United States of America (commonly referred to as the United States, the U.S., the USA, or America) is a federal constitutional republic comprising fifty states and a federal district. The country is situated mostly in central North America, where its forty-eight contiguous states and Washington, D.C., the capital district, lie between the Pacific and Atlantic Oceans, bordered by Canada to the north and Mexico to the south. The state of Alaska is in the northwest of the continent, with Canada to its east and Russia to the west across the Bering Strait. The state of Hawaii is an archipelago in the mid-Pacific. The country also possesses several territories in the Caribbean and Pacific."
"0","0","0","3","1913","3","Monthly","9.800","CPI-U all items 1982-84=100, not seasonally adjusted","1","1","US DOL, Bureau of Labor Statistics","0.0","0.0","US","United States","The United States of America (commonly referred to as the United States, the U.S., the USA, or America) is a federal constitutional republic comprising fifty states and a federal district. The country is situated mostly in central North America, where its forty-eight contiguous states and Washington, D.C., the capital district, lie between the Pacific and Atlantic Oceans, bordered by Canada to the north and Mexico to the south. The state of Alaska is in the northwest of the continent, with Canada to its east and Russia to the west across the Bering Strait. The state of Hawaii is an archipelago in the mid-Pacific. The country also possesses several territories in the Caribbean and Pacific."
"0","0","0","3","1913","3","Monthly","9.800","CPI-W all items 1982-84=100, not seasonally adjusted","3","1","US DOL, Bureau of Labor Statistics","0.0","0.0","US","United States","The United States of America (commonly referred to as the United States, the U.S., the USA, or America) is a federal constitutional republic comprising fifty states and a federal district. The country is situated mostly in central North America, where its forty-eight contiguous states and Washington, D.C., the capital district, lie between the Pacific and Atlantic Oceans, bordered by Canada to the north and Mexico to the south. The state of Alaska is in the northwest of the continent, with Canada to its east and Russia to the west across the Bering Strait. The state of Hawaii is an archipelago in the mid-Pacific. The country also possesses several territories in the Caribbean and Pacific."
"0","0","0","4","1913","3","Monthly","9.800","CPI-U all items 1982-84=100, not seasonally adjusted","1","1","US DOL, Bureau of Labor Statistics","0.0","0.0","US","United States","The United States of America (commonly referred to as the United States, the U.S., the USA, or America) is a federal constitutional republic comprising fifty states and a federal district. The country is situated mostly in central North America, where its forty-eight contiguous states and Washington, D.C., the capital district, lie between the Pacific and Atlantic Oceans, bordered by Canada to the north and Mexico to the south. The state of Alaska is in the northwest of the continent, with Canada to its east and Russia to the west across the Bering Strait. The state of Hawaii is an archipelago in the mid-Pacific. The country also possesses several territories in the Caribbean and Pacific."
"0","0","0","4","1913","3","Monthly","9.900","CPI-W all items 1982-84=100, not seasonally adjusted","3","1","US DOL, Bureau of Labor Statistics","0.0","1.0","US","United States","The United States of America (commonly referred to as the United States, the U.S., the USA, or America) is a federal constitutional republic comprising fifty states and a federal district. The country is situated mostly in central North America, where its forty-eight contiguous states and Washington, D.C., the capital district, lie between the Pacific and Atlantic Oceans, bordered by Canada to the north and Mexico to the south. The state of Alaska is in the northwest of the continent, with Canada to its east and Russia to the west across the Bering Strait. The state of Hawaii is an archipelago in the mid-Pacific. The country also possesses several territories in the Caribbean and Pacific."
