"stateabbrv","statename","stfips","areaname","areatype","area","periodyear","periodtype","pertypdesc","period","indcodty","indcode","indcodetitle","occodetype","occodetydesc","codetitle","wagesource","wagesrdesc","ratetype","ratetydesc","empcount","response","mean","entrywg","experience","pct10","pct25","median","pct75","pct90","udpct","udpctwage","udrnglopct","udrnghipct","udrngmean","wpctrelerr","epctrelerr","panelcode"
"CO","Colorado","8","Eastern and Southern Colorado","30","80001","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Legislators","3","Occupational Employment Statistics Survey","1","Hourly wage","180","84","13.60","7.53","16.63","7.36","7.49","7.80","14.94","33.79","0","0.00","0","0","0.00","12.88","25.01",
"CO","Colorado","8","Eastern and Southern Colorado","30","80001","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Legislators","3","Occupational Employment Statistics Survey","4","Annual wage or salary","180","84","28284.00","15667.00","34592.00","15319.00","15583.00","16214.00","31084.00","70275.00","0","0.00","0","0","0.00","12.88","25.01",
"CO","Colorado","8","Western Colorado","30","80002","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Advertising and Promotions Managers","3","Occupational Employment Statistics Survey","1","Hourly wage","10","63","35.00","20.51","42.25","16.06","24.06","32.06","38.18","53.40","0","0.00","0","0","0.00","16.03","36.60",
"CO","Colorado","8","Western Colorado","30","80002","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Advertising and Promotions Managers","3","Occupational Employment Statistics Survey","4","Annual wage or salary","10","63","72805.00","42654.00","87880.00","33407.00","50055.00","66695.00","79409.00","111076.00","0","0.00","0","0","0.00","16.03","36.60",
"CO","Colorado","8","Western Colorado","30","80002","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Marketing Managers","3","Occupational Employment Statistics Survey","1","Hourly wage","50","69","37.99","26.47","43.74","25.64","27.31","30.32","47.45","64.49","0","0.00","0","0","0.00","7.19","41.46",
"CO","Colorado","8","Western Colorado","30","80002","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Marketing Managers","3","Occupational Employment Statistics Survey","4","Annual wage or salary","50","69","79009.00","55052.00","90988.00","53340.00","56809.00","63055.00","98701.00","134136.00","0","0.00","0","0","0.00","7.19","41.46",
"CO","Colorado","8","Western Colorado","30","80002","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Marketing Managers","3","Occupational Employment Statistics Survey","1","Hourly wage","20","43","52.33","26.58","65.20","25.49","28.32","50.22","69.94","87.34",,,,,,"13.86","33.63",
"CO","Colorado","8","Western Colorado","30","80002","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Marketing Managers","3","Occupational Employment Statistics Survey","4","Annual wage or salary","20","43","108837.00","55282.00","135615.00","53026.00","58896.00","104449.00","145465.00","181674.00",,,,,,"13.86","33.63",
"CO","Colorado","8","North Central  Colorado","30","80003","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Marketing Managers","3","Occupational Employment Statistics Survey","1","Hourly wage","30","71","41.62","26.52","49.17","24.41","28.89","37.89","51.49","61.24",,,,,,"5.16","9.26",
"CO","Colorado","8","North Central  Colorado","30","80003","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Marketing Managers","3","Occupational Employment Statistics Survey","4","Annual wage or salary","30","71","86577.00","55163.00","102283.00","50782.00","60081.00","78804.00","107093.00","127382.00",,,,,,"5.16","9.26",
"CO","Colorado","8","North Central  Colorado","30","80003","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Sales Managers","3","Occupational Employment Statistics Survey","1","Hourly wage","50","59","58.77","28.09","74.12","25.19","33.00","47.48","74.32",,,,,,,"17.84","24.82",
"CO","Colorado","8","North Central  Colorado","30","80003","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Sales Managers","3","Occupational Employment Statistics Survey","4","Annual wage or salary","50","59","122249.00","58425.00","154160.00","52401.00","68634.00","98751.00","154579.00",,,,,,,"17.84","24.82",
"CO","Colorado","8","Western Colorado","30","80002","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Sales Managers","3","Occupational Employment Statistics Survey","1","Hourly wage","80","69","36.05","23.50","42.33","23.15","26.23","33.95","43.98","54.21",,,,,,"5.61","26.45",
"CO","Colorado","8","Western Colorado","30","80002","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Sales Managers","3","Occupational Employment Statistics Survey","4","Annual wage or salary","80","69","74988.00","48888.00","88038.00","48144.00","54563.00","70620.00","91476.00","112765.00",,,,,,"5.61","26.45",
"CO","Colorado","8","Western Colorado","30","80002","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Sales Managers","3","Occupational Employment Statistics Survey","1","Hourly wage","120","64","36.20","20.28","44.16","17.85","23.12","30.98","39.65","59.51","0","0.00","0","0","0.00","11.03","19.37",
"CO","Colorado","8","Western Colorado","30","80002","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Sales Managers","3","Occupational Employment Statistics Survey","4","Annual wage or salary","120","64","75291.00","42184.00","91845.00","37118.00","48083.00","64437.00","82481.00","123791.00","0","0.00","0","0","0.00","11.03","19.37",
"CO","Colorado","8","Western Colorado","30","80002","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Public Relations and Fundraising Managers","3","Occupational Employment Statistics Survey","1","Hourly wage","10","78","47.05","28.37","56.40","24.35","32.87","40.12","63.81","0.00","0","0.00","0","0","0.00","9.26","16.69",
"CO","Colorado","8","Western Colorado","30","80002","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Public Relations and Fundraising Managers","3","Occupational Employment Statistics Survey","4","Annual wage or salary","10","78","97873.00","59002.00","117309.00","50647.00","68360.00","83453.00","132717.00","0.00","0","0.00","0","0","0.00","9.26","16.69",
"CO","Colorado","8","Western Colorado","30","80002","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Public Relations and Fundraising Managers","3","Occupational Employment Statistics Survey","1","Hourly wage","10","67","57.53","28.07","72.26","25.58","28.72","72.64","82.84","88.54",,,,,,"16.03","30.52",
"CO","Colorado","8","Western Colorado","30","80002","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Public Relations and Fundraising Managers","3","Occupational Employment Statistics Survey","4","Annual wage or salary","10","67","119669.00","58392.00","150307.00","53213.00","59745.00","151101.00","172313.00","184155.00",,,,,,"16.03","30.52",
"CO","Colorado","8","North Central  Colorado","30","80003","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Public Relations and Fundraising Managers","3","Occupational Employment Statistics Survey","1","Hourly wage","20","64","47.46","27.01","57.68","25.21","28.54","38.00","46.10",,,,,,,"18.89","32.07",
"CO","Colorado","8","North Central  Colorado","30","80003","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Public Relations and Fundraising Managers","3","Occupational Employment Statistics Survey","4","Annual wage or salary","20","64","98716.00","56188.00","119981.00","52440.00","59369.00","79035.00","95883.00",,,,,,,"18.89","32.07",
"CO","Colorado","8","Eastern and Southern Colorado","30","80001","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Administrative Services Managers","3","Occupational Employment Statistics Survey","1","Hourly wage","50","82","29.52","21.42","33.57","19.78","23.32","27.54","33.95","41.49","0","0.00","0","0","0.00","3.59","9.63",
"CO","Colorado","8","Central  Colorado","30","80004","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Administrative Services Managers","3","Occupational Employment Statistics Survey","1","Hourly wage","10","100","32.18","20.38","38.08","17.56","23.51","30.07","41.45","41.97",,,,,,"6.28","21.17",
"CO","Colorado","8","Central  Colorado","30","80004","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Administrative Services Managers","3","Occupational Employment Statistics Survey","4","Annual wage or salary","10","100","66936.00","42380.00","79213.00","36523.00","48892.00","62547.00","86212.00","87297.00",,,,,,"6.28","21.17",
"CO","Colorado","8","North Central  Colorado","30","80003","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Administrative Services Managers","3","Occupational Employment Statistics Survey","1","Hourly wage","120","79","33.74","21.37","39.93","19.01","23.97","32.84","41.61","49.03",,,,,,"3.47","12.15",
"CO","Colorado","8","North Central  Colorado","30","80003","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Administrative Services Managers","3","Occupational Employment Statistics Survey","4","Annual wage or salary","120","79","70180.00","44445.00","83047.00","39548.00","49854.00","68308.00","86544.00","101989.00",,,,,,"3.47","12.15",
"CO","Colorado","8","Central  Colorado","30","80004","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Administrative Services Managers","3","Occupational Employment Statistics Survey","1","Hourly wage","10","86","30.14","17.68","36.37","16.01","18.22","29.81","41.48","44.47","0","0.00","0","0","0.00","9.06","18.33",
