"stateabbrv","statename","stfips","areaname","areatype","area","periodyear","periodtype","pertypdesc","period","indcodty","indcode","indcodetitle","occodetype","occodetydesc","codetitle","wagesource","wagesrdesc","ratetype","ratetydesc","empcount","response","mean","entrywg","experience","pct10","pct25","median","pct75","pct90","udpct","udpctwage","udrnglopct","udrnghipct","udrngmean","wpctrelerr","epctrelerr","panelcode"
"CO","Colorado","8","Eastern and Southern Colorado","30","80001","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Total All occupations","3","Occupational Employment Statistics Survey","1","Hourly wage","65980","81","16.67","8.87","20.58","8.25","9.53","13.61","20.12","28.84",,,,,,"1.90","2.78",
"CO","Colorado","8","Eastern and Southern Colorado","30","80001","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Total All occupations","3","Occupational Employment Statistics Survey","4","Annual wage or salary","65980","81","34683.00","18455.00","42797.00","17164.00","19828.00","28306.00","41851.00","59996.00",,,,,,"1.90","2.78",
"CO","Colorado","8","Western Colorado","30","80002","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Total All occupations","3","Occupational Employment Statistics Survey","1","Hourly wage","110440","82","19.24","9.81","23.95","8.52","11.27","16.07","23.42","32.24","0",,"0","0",,"1.12","1.19","200905"
"CO","Colorado","8","Western Colorado","30","80002","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Total All occupations","3","Occupational Employment Statistics Survey","4","Annual wage or salary","110440","82","40013.00","20394.00","49822.00","17721.00","23432.00","33433.00","48720.00","67060.00","0",,"0","0",,"1.12","1.19","200905"
"CO","Colorado","8","Western Colorado","30","80002","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Total All occupations","3","Occupational Employment Statistics Survey","1","Hourly wage","100590","79","19.84","10.02","24.74","8.77","11.36","16.57","24.58","34.35",,,,,,"1.21","1.30",
"CO","Colorado","8","Western Colorado","30","80002","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Total All occupations","3","Occupational Employment Statistics Survey","4","Annual wage or salary","100590","79","41260.00","20847.00","51466.00","18250.00","23620.00","34469.00","51118.00","71443.00",,,,,,"1.21","1.30",
"CO","Colorado","8","North Central  Colorado","30","80003","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Total All occupations","3","Occupational Employment Statistics Survey","1","Hourly wage","80630","80","19.86","10.47","24.56","9.09","12.02","16.29","23.82","33.83","0",,"0","0",,"1.45","1.60","200905"
"CO","Colorado","8","North Central  Colorado","30","80003","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Total All occupations","3","Occupational Employment Statistics Survey","4","Annual wage or salary","80630","80","41318.00","21773.00","51091.00","18910.00","25011.00","33890.00","49546.00","70359.00","0",,"0","0",,"1.45","1.60","200905"
"CO","Colorado","8","North Central  Colorado","30","80003","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Total All occupations","3","Occupational Employment Statistics Survey","1","Hourly wage","71960","78","20.74","10.64","25.79","9.28","12.14","16.90","24.69","35.72",,,,,,"1.51","1.93",
"CO","Colorado","8","North Central  Colorado","30","80003","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Total All occupations","3","Occupational Employment Statistics Survey","4","Annual wage or salary","71960","78","43144.00","22129.00","53651.00","19309.00","25252.00","35148.00","51356.00","74291.00",,,,,,"1.51","1.93",
"CO","Colorado","8","Central  Colorado","30","80004","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Total All occupations","3","Occupational Employment Statistics Survey","1","Hourly wage","20190","87","17.61","8.87","21.98","7.84","9.80","15.00","22.54","29.95","0",,"0","0",,"3.53","1.87","200905"
"CO","Colorado","8","Central  Colorado","30","80004","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Total All occupations","3","Occupational Employment Statistics Survey","4","Annual wage or salary","20190","87","36621.00","18444.00","45710.00","16313.00","20383.00","31201.00","46890.00","62289.00","0",,"0","0",,"3.53","1.87","200905"
"CO","Colorado","8","Central  Colorado","30","80004","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Total All occupations","3","Occupational Employment Statistics Survey","1","Hourly wage","19510","83","18.09","9.07","22.59","8.37","10.08","15.39","23.00","30.41",,,,,,"3.48","3.37",
"CO","Colorado","8","Central  Colorado","30","80004","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Total All occupations","3","Occupational Employment Statistics Survey","4","Annual wage or salary","19510","83","37621.00","18871.00","46996.00","17406.00","20958.00","32004.00","47843.00","63263.00",,,,,,"3.48","3.37",
"CO","Colorado","8","Eastern and Southern Colorado","30","80001","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Total All occupations","3","Occupational Employment Statistics Survey","1","Hourly wage","67740","84","16.02","8.67","19.70","7.80","9.39","13.11","19.49","27.40","0",,"0","0",,"1.97","1.36","200905"
"CO","Colorado","8","Eastern and Southern Colorado","30","80001","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Total All occupations","3","Occupational Employment Statistics Survey","4","Annual wage or salary","67740","84","33323.00","18028.00","40971.00","16233.00","19540.00","27273.00","40532.00","56999.00","0",,"0","0",,"1.97","1.36","200905"
"CO","Colorado","8","Eastern and Southern Colorado","30","80001","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Management Occupations","3","Occupational Employment Statistics Survey","1","Hourly wage","2600","82","31.72","17.08","39.04","13.57","21.69","29.69","39.02","50.20","0","0.00","0","0","0.00","2.55","4.88",
"CO","Colorado","8","Eastern and Southern Colorado","30","80001","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Management Occupations","3","Occupational Employment Statistics Survey","4","Annual wage or salary","2600","82","65978.00","35519.00","81208.00","28228.00","45115.00","61752.00","81157.00","104415.00","0","0.00","0","0","0.00","2.55","4.88",
"CO","Colorado","8","Central  Colorado","30","80004","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Management Occupations","3","Occupational Employment Statistics Survey","1","Hourly wage","620","79","36.79","21.21","44.58","19.09","25.87","34.15","43.27","54.59",,,,,,"2.86","6.50",
"CO","Colorado","8","Central  Colorado","30","80004","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Management Occupations","3","Occupational Employment Statistics Survey","4","Annual wage or salary","620","79","76520.00","44112.00","92724.00","39702.00","53820.00","71035.00","90011.00","113538.00",,,,,,"2.86","6.50",
"CO","Colorado","8","Central  Colorado","30","80004","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Management Occupations","3","Occupational Employment Statistics Survey","1","Hourly wage","810","86","30.55","13.98","38.84","9.79","18.63","27.48","38.89","52.59","0","0.00","0","0","0.00","6.41","13.24",
"CO","Colorado","8","Central  Colorado","30","80004","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Management Occupations","3","Occupational Employment Statistics Survey","4","Annual wage or salary","810","86","63545.00","29080.00","80777.00","20371.00","38744.00","57161.00","80894.00","109386.00","0","0.00","0","0","0.00","6.41","13.24",
"CO","Colorado","8","North Central  Colorado","30","80003","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Management Occupations","3","Occupational Employment Statistics Survey","1","Hourly wage","3000","75","44.28","25.78","53.53","22.12","30.51","39.67","53.35","70.33",,,,,,"2.40","6.18",
"CO","Colorado","8","North Central  Colorado","30","80003","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Management Occupations","3","Occupational Employment Statistics Survey","4","Annual wage or salary","3000","75","92099.00","53625.00","111336.00","46009.00","63470.00","82507.00","110958.00","146290.00",,,,,,"2.40","6.18",
"CO","Colorado","8","Western Colorado","30","80002","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Management Occupations","3","Occupational Employment Statistics Survey","1","Hourly wage","3560","76","40.99","24.02","49.47","21.77","28.11","36.65","48.04","65.64",,,,,,"1.81","3.85",
"CO","Colorado","8","Western Colorado","30","80002","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Management Occupations","3","Occupational Employment Statistics Survey","4","Annual wage or salary","3560","76","85254.00","49965.00","102898.00","45280.00","58471.00","76232.00","99914.00","136533.00",,,,,,"1.81","3.85",
"CO","Colorado","8","Western Colorado","30","80002","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Management Occupations","3","Occupational Employment Statistics Survey","1","Hourly wage","4450","81","37.78","21.53","45.91","19.41","25.40","34.09","44.95","60.16","0","0.00","0","0","0.00","1.85","4.18",
"CO","Colorado","8","Western Colorado","30","80002","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Management Occupations","3","Occupational Employment Statistics Survey","4","Annual wage or salary","4450","81","78589.00","44775.00","95496.00","40367.00","52837.00","70917.00","93504.00","125126.00","0","0.00","0","0","0.00","1.85","4.18",
"CO","Colorado","8","Eastern and Southern Colorado","30","80001","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Management Occupations","3","Occupational Employment Statistics Survey","1","Hourly wage","2540","80","34.57","18.22","42.74","14.82","23.05","32.40","41.83","54.45",,,,,,"3.48","3.63",
"CO","Colorado","8","Eastern and Southern Colorado","30","80001","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Management Occupations","3","Occupational Employment Statistics Survey","4","Annual wage or salary","2540","80","71899.00","37888.00","88905.00","30816.00","47947.00","67394.00","87010.00","113259.00",,,,,,"3.48","3.63",
"CO","Colorado","8","Eastern and Southern Colorado","30","80001","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Chief Executives","3","Occupational Employment Statistics Survey","1","Hourly wage","60","92","38.55","24.72","45.47","16.86","31.74","38.85","49.64","55.92",,,,,,"6.39","5.34",
"CO","Colorado","8","Eastern and Southern Colorado","30","80001","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Chief Executives","3","Occupational Employment Statistics Survey","4","Annual wage or salary","60","92","80191.00","51413.00","94581.00","35078.00","66022.00","80810.00","103254.00","116305.00",,,,,,"6.39","5.34",
"CO","Colorado","8","Western Colorado","30","80002","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Chief Executives","3","Occupational Employment Statistics Survey","1","Hourly wage","110","79","44.54","26.26","53.68","25.13","28.29","39.85","54.12","75.85","0","0.00","0","0","0.00","6.05","37.08",
"CO","Colorado","8","Western Colorado","30","80002","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Chief Executives","3","Occupational Employment Statistics Survey","4","Annual wage or salary","110","79","92648.00","54621.00","111662.00","52269.00","58852.00","82881.00","112561.00","157766.00","0","0.00","0","0","0.00","6.05","37.08",
"CO","Colorado","8","Western Colorado","30","80002","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Chief Executives","3","Occupational Employment Statistics Survey","1","Hourly wage","40","83","49.44","33.05","57.63","25.25","39.96","48.26","62.39","72.88",,,,,,"4.70","11.53",
"CO","Colorado","8","Western Colorado","30","80002","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Chief Executives","3","Occupational Employment Statistics Survey","4","Annual wage or salary","40","83","102830.00","68739.00","119875.00","52530.00","83117.00","100389.00","129766.00","151581.00",,,,,,"4.70","11.53",
"CO","Colorado","8","North Central  Colorado","30","80003","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Chief Executives","3","Occupational Employment Statistics Survey","1","Hourly wage","50","70","72.14","43.79","86.31","36.76","50.93","74.51","86.62",,,,,,,"8.98","18.76",
"CO","Colorado","8","North Central  Colorado","30","80003","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Chief Executives","3","Occupational Employment Statistics Survey","4","Annual wage or salary","50","70","150046.00","91079.00","179529.00","76470.00","105942.00","154978.00","180170.00",,,,,,,"8.98","18.76",
"CO","Colorado","8","Central  Colorado","30","80004","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Chief Executives","3","Occupational Employment Statistics Survey","1","Hourly wage","20","87","53.54","26.99","66.81","23.69","30.77","41.12","53.63","0.00","0","0.00","0","0","0.00","13.77","17.57",
"CO","Colorado","8","Central  Colorado","30","80004","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Chief Executives","3","Occupational Employment Statistics Survey","4","Annual wage or salary","20","87","111361.00","56145.00","138969.00","49268.00","63998.00","85522.00","111541.00","0.00","0","0.00","0","0","0.00","13.77","17.57",
"CO","Colorado","8","Eastern and Southern Colorado","30","80001","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Chief Executives","3","Occupational Employment Statistics Survey","1","Hourly wage","120","93","39.80","26.25","46.58","21.94","32.30","39.98","47.06","52.55","0","0.00","0","0","0.00","4.54","5.03",
"CO","Colorado","8","Eastern and Southern Colorado","30","80001","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Chief Executives","3","Occupational Employment Statistics Survey","4","Annual wage or salary","120","93","82793.00","54609.00","96885.00","45626.00","67193.00","83161.00","97886.00","109294.00","0","0.00","0","0","0.00","4.54","5.03",
"CO","Colorado","8","Eastern and Southern Colorado","30","80001","2009","1","Annual","0","10","0","Total All","8","SOC 2000","General and Operations Managers","3","Occupational Employment Statistics Survey","1","Hourly wage","1120","79","36.05","20.21","43.97","17.44","24.00","32.25","42.37","56.26","0","0.00","0","0","0.00","3.48","9.29",
"CO","Colorado","8","Eastern and Southern Colorado","30","80001","2009","1","Annual","0","10","0","Total All","8","SOC 2000","General and Operations Managers","3","Occupational Employment Statistics Survey","4","Annual wage or salary","1120","79","74981.00","42036.00","91454.00","36267.00","49911.00","67079.00","88123.00","117016.00","0","0.00","0","0","0.00","3.48","9.29",
"CO","Colorado","8","Central  Colorado","30","80004","2011","1","Annual","0","10","0","Total All","8","SOC 2000","General and Operations Managers","3","Occupational Employment Statistics Survey","1","Hourly wage","310","78","39.19","24.30","46.64","21.88","28.79","34.19","45.90","60.44",,,,,,"3.81","9.24",
"CO","Colorado","8","Central  Colorado","30","80004","2011","1","Annual","0","10","0","Total All","8","SOC 2000","General and Operations Managers","3","Occupational Employment Statistics Survey","4","Annual wage or salary","310","78","81516.00","50541.00","97004.00","45509.00","59890.00","71112.00","95466.00","125706.00",,,,,,"3.81","9.24",
"CO","Colorado","8","Central  Colorado","30","80004","2009","1","Annual","0","10","0","Total All","8","SOC 2000","General and Operations Managers","3","Occupational Employment Statistics Survey","1","Hourly wage","310","84","35.78","17.95","44.69","15.82","20.61","30.92","43.61","59.64","0","0.00","0","0","0.00","5.34","7.56",
"CO","Colorado","8","Central  Colorado","30","80004","2009","1","Annual","0","10","0","Total All","8","SOC 2000","General and Operations Managers","3","Occupational Employment Statistics Survey","4","Annual wage or salary","310","84","74417.00","37344.00","92954.00","32904.00","42869.00","64321.00","90711.00","124051.00","0","0.00","0","0","0.00","5.34","7.56",
"CO","Colorado","8","North Central  Colorado","30","80003","2011","1","Annual","0","10","0","Total All","8","SOC 2000","General and Operations Managers","3","Occupational Employment Statistics Survey","1","Hourly wage","1330","72","48.19","27.93","58.32","23.53","32.27","41.25","56.61","80.88",,,,,,"3.24","7.23",
"CO","Colorado","8","North Central  Colorado","30","80003","2011","1","Annual","0","10","0","Total All","8","SOC 2000","General and Operations Managers","3","Occupational Employment Statistics Survey","4","Annual wage or salary","1330","72","100237.00","58094.00","121309.00","48947.00","67130.00","85802.00","117753.00","168233.00",,,,,,"3.24","7.23",
"CO","Colorado","8","Western Colorado","30","80002","2011","1","Annual","0","10","0","Total All","8","SOC 2000","General and Operations Managers","3","Occupational Employment Statistics Survey","1","Hourly wage","1880","75","43.87","25.89","52.86","23.40","29.21","37.59","51.88","70.72",,,,,,"2.71","5.46",
"CO","Colorado","8","Western Colorado","30","80002","2011","1","Annual","0","10","0","Total All","8","SOC 2000","General and Operations Managers","3","Occupational Employment Statistics Survey","4","Annual wage or salary","1880","75","91248.00","53849.00","109948.00","48681.00","60760.00","78196.00","107920.00","147098.00",,,,,,"2.71","5.46",
"CO","Colorado","8","Western Colorado","30","80002","2009","1","Annual","0","10","0","Total All","8","SOC 2000","General and Operations Managers","3","Occupational Employment Statistics Survey","1","Hourly wage","2160","80","40.02","21.16","49.45","19.07","24.51","35.13","48.27","65.28","0","0.00","0","0","0.00","2.99","6.16",
"CO","Colorado","8","Western Colorado","30","80002","2009","1","Annual","0","10","0","Total All","8","SOC 2000","General and Operations Managers","3","Occupational Employment Statistics Survey","4","Annual wage or salary","2160","80","83247.00","44019.00","102862.00","39657.00","50985.00","73064.00","100405.00","135784.00","0","0.00","0","0","0.00","2.99","6.16",
"CO","Colorado","8","Eastern and Southern Colorado","30","80001","2011","1","Annual","0","10","0","Total All","8","SOC 2000","General and Operations Managers","3","Occupational Employment Statistics Survey","1","Hourly wage","1130","78","40.45","22.66","49.34","19.61","26.89","35.41","45.87","62.78",,,,,,"3.86","6.98",
"CO","Colorado","8","Eastern and Southern Colorado","30","80001","2011","1","Annual","0","10","0","Total All","8","SOC 2000","General and Operations Managers","3","Occupational Employment Statistics Survey","4","Annual wage or salary","1130","78","84129.00","47134.00","102626.00","40786.00","55930.00","73660.00","95417.00","130580.00",,,,,,"3.86","6.98",
"CO","Colorado","8","Eastern and Southern Colorado","30","80001","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Legislators","3","Occupational Employment Statistics Survey","1","Hourly wage","240","89","13.33","8.14","15.93","7.77","8.35","9.31","15.08","25.14",,,,,,"8.20","27.13",
"CO","Colorado","8","Eastern and Southern Colorado","30","80001","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Legislators","3","Occupational Employment Statistics Survey","4","Annual wage or salary","240","89","27734.00","16927.00","33138.00","16170.00","17363.00","19358.00","31359.00","52281.00",,,,,,"8.20","27.13",
"CO","Colorado","8","Western Colorado","30","80002","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Legislators","3","Occupational Employment Statistics Survey","1","Hourly wage","140","76","23.57","7.82","31.44","7.45","7.88","19.97","29.94","42.06","0","0.00","0","0","0.00","12.60","27.09",
"CO","Colorado","8","Western Colorado","30","80002","2009","1","Annual","0","10","0","Total All","8","SOC 2000","Legislators","3","Occupational Employment Statistics Survey","4","Annual wage or salary","140","76","49020.00","16268.00","65396.00","15506.00","16394.00","41544.00","62272.00","87491.00","0","0.00","0","0","0.00","12.60","27.09",
"CO","Colorado","8","Western Colorado","30","80002","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Legislators","3","Occupational Employment Statistics Survey","1","Hourly wage","120","73","32.57","8.68","44.51","8.16","9.12","27.03","42.37","55.73",,,,,,"17.58","22.24",
"CO","Colorado","8","Western Colorado","30","80002","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Legislators","3","Occupational Employment Statistics Survey","4","Annual wage or salary","120","73","67740.00","18047.00","92586.00","16973.00","18965.00","56214.00","88132.00","115920.00",,,,,,"17.58","22.24",
"CO","Colorado","8","North Central  Colorado","30","80003","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Legislators","3","Occupational Employment Statistics Survey","1","Hourly wage","40","100","24.32","10.10","31.43","8.16","9.41","28.09","33.27","36.25",,,,,,"8.14","2.46",
"CO","Colorado","8","North Central  Colorado","30","80003","2011","1","Annual","0","10","0","Total All","8","SOC 2000","Legislators","3","Occupational Employment Statistics Survey","4","Annual wage or salary","40","100","50582.00","21012.00","65366.00","16980.00","19581.00","58424.00","69198.00","75408.00",,,,,,"8.14","2.46",
