"devicenettype","devicenetworktype","deviceroaming","devicesignalstrength","latencyaverage","latencystatus","downloadspeed","downloadstatus","islatency","uploadspeed","uploadstatus","devicenetop","devicesimop","addresszip","latitude","longitude","location"
"1xEVDO REVA","GSM","false","-105","603.20000000000005","success","449.91","success","false","64.06","success","Verizon Wireless","Verizon Wireless","80863","39","-105.07","(39.0, -105.07)"
"1xEVDO REVA","GSM","false","-101","468.8","success","813.63","success","false","29.43","success","Verizon Wireless","Verizon Wireless","80863","39","-105.07","(39.0, -105.07)"
"1xEVDO REVA","GSM","false","-101","638.6","success","1035.18","success","false","201.36","success","Verizon Wireless","Verizon Wireless","80863","39","-105.07","(39.0, -105.07)"
"1xEVDO REVA","GSM","false","-101","1394.8","success","398.03","success","false","90.58","success","Verizon Wireless","Verizon Wireless","80863","39","-105.07","(39.0, -105.07)"
"1xEVDO REVA","GSM","false","-99","704.2","success","754.14","success","false","180.03","success","Verizon Wireless","Verizon Wireless","80863","39","-105.07","(39.0, -105.07)"
"1xEVDO REVA","GSM","false","-99","711.4","success","407.17","success","false","171.9","success","Verizon Wireless","Verizon Wireless","80863","39","-105.07","(39.0, -105.07)"
"1xEVDO REVA","GSM","false","-99","774","success","766.2","success","false","180.12","success","Verizon Wireless","Verizon Wireless","80863","39","-105.07","(39.0, -105.07)"
"1xEVDO REVA","GSM","false","-99","1195","success","73.349999999999994","success","false","0","error","Verizon Wireless","Verizon Wireless","80863","39","-105.07","(39.0, -105.07)"
"1xEVDO REVA","GSM","false","-99","2349","success","74.36","success","false","0","error","Verizon Wireless","Verizon Wireless","80863","39","-105.07","(39.0, -105.07)"
"1xEVDO REVA","GSM","false","-91","406.4","success","207.78","success","false","93.21","success","Verizon Wireless","Verizon Wireless","80863","38.89","-105.06","(38.89, -105.06)"
"1xEVDO REVA","GSM","false","-91","1017.2","success","41.35","success","false","235.81","success","Verizon Wireless","Verizon Wireless","80863","38.96","-105.08","(38.96, -105.08)"
"1xEVDO REVA","GSM","false","-69","218.4","success","322.3","success","false","338.39","success","Verizon Wireless","Verizon Wireless","80902","38.75","-104.81","(38.75, -104.81)"
"1xEVDO REVA","CDMA","false","-65","343.8","success","2253.44","success","false","503.45","success","Verizon Wireless","Verizon Wireless","80903","38.840000000000003","-104.81","(38.84, -104.81)"
"1xEVDO REVA","CDMA","false","-59",,"Error",,,"true",,,"Verizon Wireless","Verizon Wireless","80903","38.840000000000003","-104.81","(38.84, -104.81)"
"1xEVDO REVA","GSM","false","-113","433","success","294.87","success","false","179.5","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.82","(38.82, -104.82)"
"1xEVDO REVA","GSM","false","-113","515.6","success","518.09","success","false","44.86","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.82","(38.82, -104.82)"
"1xEVDO REVA","GSM","false","-113","1288","success","281.92","success","false","73.14","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.82","(38.82, -104.82)"
"1xEVDO REVA","GSM","false","-111",,"error","77.599999999999994","success","false","0","timeout","Verizon Wireless","Verizon Wireless","80903","38.82","-104.82","(38.82, -104.82)"
"1xEVDO REVA","GSM","false","-103","276","success","596.1","success","false","243.24","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.81","(38.82, -104.81)"
"1xEVDO REVA","GSM","false","-103","640","success","538.03","success","false","41.29","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.83","(38.82, -104.83)"
"1xEVDO REVA","GSM","false","-103","738.6","success","117.64","success","false","23","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.81","(38.82, -104.81)"
"1xEVDO REVA","GSM","false","-101","828.8","success","186.48","success","false","0","timeout","Verizon Wireless","Verizon Wireless","80903","38.85","-104.82","(38.85, -104.82)"
"1xEVDO REVA","GSM","false","-101","1472.2","success","113.39","success","false","0","timeout","Verizon Wireless","Verizon Wireless","80903","38.85","-104.82","(38.85, -104.82)"
"1xEVDO REVA","GSM","false","-99","466.6","success","127.36","success","false","0","error","Verizon Wireless","Verizon Wireless","80903","38.840000000000003","-104.8","(38.84, -104.8)"
"1xEVDO REVA","GSM","false","-97","369.6","success","254.33","success","false","72.34","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.82","(38.82, -104.82)"
"1xEVDO REVA","GSM","false","-97","407.2","success","647.61","success","false","246.55","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.82","(38.82, -104.82)"
"1xEVDO REVA","GSM","false","-95","258.2","success","287.05","success","false","30.75","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.81","(38.82, -104.81)"
"1xEVDO REVA","GSM","false","-95","307.8","success","496.9","success","false","339.44","success","Verizon Wireless","Verizon Wireless","80903","38.85","-104.8","(38.85, -104.8)"
"1xEVDO REVA","GSM","false","-95","367.2","success","742.88","success","false","277.08","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.82","(38.82, -104.82)"
"1xEVDO REVA","GSM","false","-95","477","success","153.41999999999999","success","false","24.45","success","Verizon Wireless","Verizon Wireless","80903","38.83","-104.82","(38.83, -104.82)"
"1xEVDO REVA","GSM","false","-95","494.8","success","385.14","success","false","167.37","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.81","(38.82, -104.81)"
"1xEVDO REVA","GSM","false","-95","511.8","success","450.44","success","false","75.88","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.82","(38.82, -104.82)"
"1xEVDO REVA","GSM","false","-93","242.2","success","365.94","success","false","268.52999999999997","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.81","(38.82, -104.81)"
"1xEVDO REVA","GSM","false","-93","279.39999999999998","success","634.37","success","false","434.81","success","Verizon Wireless","Verizon Wireless","80903","38.85","-104.81","(38.85, -104.81)"
"1xEVDO REVA","GSM","false","-93","377","success","1091.4000000000001","success","false","296.83","success","Verizon Wireless","Verizon Wireless","80903","38.83","-104.81","(38.83, -104.81)"
"1xEVDO REVA","GSM","false","-93","506.2","success","346.36","success","false","32.24","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.8","(38.82, -104.8)"
"1xEVDO REVA","GSM","false","-93","524.79999999999995","success","108.73","success","false","0","error","Verizon Wireless","Verizon Wireless","80903","38.82","-104.81","(38.82, -104.81)"
"1xEVDO REVA","GSM","false","-93","630.79999999999995","success","962.31","success","false","244.35","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.81","(38.82, -104.81)"
"1xEVDO REVA","GSM","false","-91","279.8","success","628.47","success","false","72.239999999999995","success","Verizon Wireless","Verizon Wireless","80903","38.83","-104.8","(38.83, -104.8)"
"1xEVDO REVA","GSM","false","-91","372.6","success","549.42999999999995","success","false","179.38","success","Verizon Wireless","Verizon Wireless","80903","38.83","-104.8","(38.83, -104.8)"
"1xEVDO REVA","GSM","false","-91","416.2","success","772.62","success","false","292.56","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.82","(38.82, -104.82)"
"1xEVDO REVA","GSM","false","-91","595.4","success","104.23","success","false","0","error","Verizon Wireless","Verizon Wireless","80903","38.82","-104.8","(38.82, -104.8)"
"1xEVDO REVA","GSM","false","-89","232","success","533.86","success","false","431.86","success","Verizon Wireless","Verizon Wireless","80903","38.840000000000003","-104.81","(38.84, -104.81)"
"1xEVDO REVA","GSM","false","-89","233","success","629.69000000000005","success","false","190.55","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.82","(38.82, -104.82)"
"1xEVDO REVA","GSM","false","-89","235.4","success","429.63","success","false","302.08999999999997","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.81","(38.82, -104.81)"
"1xEVDO REVA","GSM","false","-89","315.60000000000002","success","879.52","success","false","150.82","success","Verizon Wireless","Verizon Wireless","80903","38.840000000000003","-104.82","(38.84, -104.82)"
"1xEVDO REVA","GSM","false","-89","318.8","success","1039.96","success","false","341.69","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.82","(38.82, -104.82)"
"1xEVDO REVA","GSM","false","-89","467.8","success","366.31","success","false","76.63","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.82","(38.82, -104.82)"
"1xEVDO REVA","GSM","false","-89","824.4","success","98.85","success","false","0","error","Verizon Wireless","Verizon Wireless","80903","38.83","-104.81","(38.83, -104.81)"
"1xEVDO REVA","GSM","false","-87",,"Error",,,"true",,,"Verizon Wireless","Verizon Wireless","80903","38.82","-104.83","(38.82, -104.83)"
"1xEVDO REVA","GSM","false","-87","230.8","success","618.29","success","false","286.08999999999997","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.81","(38.82, -104.81)"
"1xEVDO REVA","GSM","false","-87","234.8","success","251.36","success","false","423.08","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.8","(38.82, -104.8)"
"1xEVDO REVA","GSM","false","-87","537.79999999999995","success","273.95","success","false","101.87","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.82","(38.82, -104.82)"
"1xEVDO REVA","GSM","false","-87","577.79999999999995","success","398.49","success","false","157.04","success","Verizon Wireless","Verizon Wireless","80903","38.840000000000003","-104.8","(38.84, -104.8)"
"1xEVDO REVA","GSM","false","-87","679.4","success","114.47","success","false","0","error","Verizon Wireless","Verizon Wireless","80903","38.81","-104.81","(38.81, -104.81)"
"1xEVDO REVA","GSM","false","-85","220.4","success","1132.77","success","false","366.82","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.81","(38.82, -104.81)"
"1xEVDO REVA","GSM","false","-85","228.8","success","1673.55","success","false","440.98","success","Verizon Wireless","Verizon Wireless","80903","38.81","-104.82","(38.81, -104.82)"
"1xEVDO REVA","GSM","false","-85","270","success","694.99","success","false","408.35","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.83","(38.82, -104.83)"
"1xEVDO REVA","GSM","false","-85","298","success","315.3","success","false","394.31","success","Verizon Wireless","Verizon Wireless","80903","38.83","-104.82","(38.83, -104.82)"
"1xEVDO REVA","GSM","false","-85","315","success","1151","success","false","357.88","success","Verizon Wireless","Verizon Wireless","80903","38.840000000000003","-104.83","(38.84, -104.83)"
"1xEVDO REVA","GSM","false","-85","368.6","success","175.57","success","false","28.29","success","Verizon Wireless","Verizon Wireless","80903","38.83","-104.81","(38.83, -104.81)"
"1xEVDO REVA","GSM","false","-85","388.8","success","316.81","success","false","350.75","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.82","(38.82, -104.82)"
"1xEVDO REVA","GSM","false","-85","402.2","success","223.96","success","false","85.3","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.82","(38.82, -104.82)"
"1xEVDO REVA","GSM","false","-85","408.2","success","185.44","success","false","305.55","success","Verizon Wireless","Verizon Wireless","80903","38.83","-104.81","(38.83, -104.81)"
"1xEVDO REVA","GSM","false","-85","423.2","success","547.78","success","false","318.06","success","Verizon Wireless","Verizon Wireless","80903","38.81","-104.82","(38.81, -104.82)"
"1xEVDO REVA","GSM","false","-85","728.6","success","98.25","success","false","0","error","Verizon Wireless","Verizon Wireless","80903","38.82","-104.82","(38.82, -104.82)"
"1xEVDO REVA","GSM","false","-83",,"Error",,,"true",,,"Verizon Wireless","Verizon Wireless","80903","38.81","-104.82","(38.81, -104.82)"
"1xEVDO REVA","GSM","false","-83","161","success","8311.77","success","false","783.59","success","Verizon Wireless","Verizon Wireless","80903","38.85","-104.8","(38.85, -104.8)"
"1xEVDO REVA","GSM","false","-83","239.6","success","2283.7800000000002","success","false","435.98","success","Verizon Wireless","Verizon Wireless","80903","38.840000000000003","-104.81","(38.84, -104.81)"
"1xEVDO REVA","GSM","false","-83","294.8","success","383.88","success","false","303.2","success","Verizon Wireless","Verizon Wireless","80903","38.81","-104.82","(38.81, -104.82)"
"1xEVDO REVA","GSM","false","-83","306","success","227.61","success","false","150.31","success","Verizon Wireless","Verizon Wireless","80903","38.83","-104.81","(38.83, -104.81)"
"1xEVDO REVA","GSM","false","-83","374.2","success","1065.29","success","false","298.45999999999998","success","Verizon Wireless","Verizon Wireless","80903","38.840000000000003","-104.82","(38.84, -104.82)"
"1xEVDO REVA","GSM","false","-83","374.6","success","1217.3599999999999","success","false","359.08","success","Verizon Wireless","Verizon Wireless","80903","38.840000000000003","-104.85","(38.84, -104.85)"
"1xEVDO REVA","GSM","false","-83","397","success","84.04","success","false","151.01","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.82","(38.82, -104.82)"
"1xEVDO REVA","GSM","false","-83","435.8","success","138.13999999999999","success","false","274.07","success","Verizon Wireless","Verizon Wireless","80903","38.840000000000003","-104.81","(38.84, -104.81)"
"1xEVDO REVA","GSM","false","-83","491.8","success","946.94","success","false","257.63","success","Verizon Wireless","Verizon Wireless","80903","38.840000000000003","-104.82","(38.84, -104.82)"
"1xEVDO REVA","GSM","false","-83","649.6","success","329.65","success","false","216.81","success","Verizon Wireless","Verizon Wireless","80903","38.83","-104.82","(38.83, -104.82)"
"1xEVDO REVA","GSM","false","-83","1019.2","success","598.07000000000005","success","false","126.76","success","Verizon Wireless","Verizon Wireless","80903","38.85","-104.82","(38.85, -104.82)"
"1xEVDO REVA","GSM","false","-81","201.2","success","2305.89","success","false","448.77","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.82","(38.82, -104.82)"
"1xEVDO REVA","GSM","false","-81","319.8","success","1089.19","success","false","400.88","success","Verizon Wireless","Verizon Wireless","80903","38.86","-104.82","(38.86, -104.82)"
"1xEVDO REVA","GSM","false","-81","370.6","success","245.77","success","false","73.11","success","Verizon Wireless","Verizon Wireless","80903","38.840000000000003","-104.81","(38.84, -104.81)"
"1xEVDO REVA","GSM","false","-81","391","success","999.71","success","false","280.11","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.82","(38.82, -104.82)"
"1xEVDO REVA","GSM","false","-81","414.6","success","300.11","success","false","299.45","success","Verizon Wireless","Verizon Wireless","80903","38.83","-104.8","(38.83, -104.8)"
"1xEVDO REVA","GSM","false","-81","460.6","success","1585.87","success","false","266.83999999999997","success","Verizon Wireless","Verizon Wireless","80903","38.81","-104.82","(38.81, -104.82)"
"1xEVDO REVA","GSM","false","-81","864.6","success","147.82","success","false","0","timeout","Verizon Wireless","Verizon Wireless","80903","38.81","-104.82","(38.81, -104.82)"
"1xEVDO REVA","GSM","false","-81","1374.6","success","172.06","success","false","217.33","success","Verizon Wireless","Verizon Wireless","80903","38.83","-104.82","(38.83, -104.82)"
"1xEVDO REVA","GSM","false","-79",,"error","2210.17","success","false","0","error","Verizon Wireless","Verizon Wireless","80903","38.840000000000003","-104.85","(38.84, -104.85)"
"1xEVDO REVA","GSM","false","-79","213.4","success","1031.8399999999999","success","false","351.08","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.83","(38.82, -104.83)"
"1xEVDO REVA","GSM","false","-79","284.2","success","594.88","success","false","275.35000000000002","success","Verizon Wireless","Verizon Wireless","80903","38.83","-104.82","(38.83, -104.82)"
"1xEVDO REVA","GSM","false","-79","336.4","success","1200.0899999999999","success","false","313.45","success","Verizon Wireless","Verizon Wireless","80903","38.83","-104.82","(38.83, -104.82)"
"1xEVDO REVA","GSM","false","-79","407.2","success","770.6","success","false","273.94","success","Verizon Wireless","Verizon Wireless","80903","38.81","-104.82","(38.81, -104.82)"
"1xEVDO REVA","GSM","false","-79","409.6","success","638.23","success","false","260.13","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.82","(38.82, -104.82)"
"1xEVDO REVA","GSM","false","-79","736.4","success","115.06","success","false","0","error","Verizon Wireless","Verizon Wireless","80903","38.840000000000003","-104.82","(38.84, -104.82)"
"1xEVDO REVA","GSM","false","-79","1518.4","success","389.92","success","false","263.42","success","Verizon Wireless","Verizon Wireless","80903","38.840000000000003","-104.81","(38.84, -104.81)"
"1xEVDO REVA","GSM","false","-77",,"error","26.94","success","false","0","error","Verizon Wireless","Verizon Wireless","80903","38.81","-104.82","(38.81, -104.82)"
"1xEVDO REVA","GSM","false","-77","152.19999999999999","success","2947.84","success","false","884.3","success","Verizon Wireless","Verizon Wireless","80903","38.840000000000003","-104.8","(38.84, -104.8)"
"1xEVDO REVA","GSM","false","-77","162.4","success","9939.75","success","false","842.55","success","Verizon Wireless","Verizon Wireless","80903","38.85","-104.82","(38.85, -104.82)"
"1xEVDO REVA","GSM","false","-77","176.2","success","5767.29","success","false","785.43","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.82","(38.82, -104.82)"
"1xEVDO REVA","GSM","false","-77","176.6","success","1747.67","success","false","731.96","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.81","(38.82, -104.81)"
"1xEVDO REVA","GSM","false","-77","225.2","success","59.75","success","false","0","error","Verizon Wireless","Verizon Wireless","80903","38.82","-104.82","(38.82, -104.82)"
"1xEVDO REVA","GSM","false","-77","225.8","success","1075.27","success","false","391.92","success","Verizon Wireless","Verizon Wireless","80903","38.83","-104.8","(38.83, -104.8)"
"1xEVDO REVA","GSM","false","-77","270","success","1707.32","success","false","399.51","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.83","(38.82, -104.83)"
"1xEVDO REVA","GSM","false","-77","306.8","success","4758.99","success","false","536.6","success","Verizon Wireless","Verizon Wireless","80903","38.85","-104.82","(38.85, -104.82)"
"1xEVDO REVA","GSM","false","-77","311.8","success","109.76","success","false","0","error","Verizon Wireless","Verizon Wireless","80903","38.83","-104.82","(38.83, -104.82)"
"1xEVDO REVA","GSM","false","-77","345.2","success","1832.88","success","false","328.34","success","Verizon Wireless","Verizon Wireless","80903","38.83","-104.82","(38.83, -104.82)"
"1xEVDO REVA","GSM","false","-77","369.8","success","421.98","success","false","392.25","success","Verizon Wireless","Verizon Wireless","80903","38.81","-104.8","(38.81, -104.8)"
"1xEVDO REVA","GSM","false","-77","371.8","success","209.23","success","false","310.94","success","Verizon Wireless","Verizon Wireless","80903","38.83","-104.81","(38.83, -104.81)"
"1xEVDO REVA","GSM","false","-77","409.2","success","1524.49","success","false","273.27","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.82","(38.82, -104.82)"
"1xEVDO REVA","GSM","false","-77","478","success","141.66","success","false","0","error","Verizon Wireless","Verizon Wireless","80903","38.83","-104.81","(38.83, -104.81)"
"1xEVDO REVA","GSM","false","-77","593.6","success","142.13999999999999","success","false","105.12","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.82","(38.82, -104.82)"
"1xEVDO REVA","GSM","false","-77","594","success","139.4","success","false","24.32","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.82","(38.82, -104.82)"
"1xEVDO REVA","GSM","false","-75","74.2","success","45919.83","success","false","1700.93","success","Verizon Wireless","Verizon Wireless","80903","38.83","-104.82","(38.83, -104.82)"
"1xEVDO REVA","GSM","false","-75","141.80000000000001","success","9583.59","success","false","912.32","success","Verizon Wireless","Verizon Wireless","80903","38.840000000000003","-104.81","(38.84, -104.81)"
"1xEVDO REVA","GSM","false","-75","162.6","success","1531.79","success","false","814.05","success","Verizon Wireless","Verizon Wireless","80903","38.85","-104.81","(38.85, -104.81)"
"1xEVDO REVA","GSM","false","-75","208.2","success","2194.9299999999998","success","false","468.78","success","Verizon Wireless","Verizon Wireless","80903","38.83","-104.81","(38.83, -104.81)"
"1xEVDO REVA","GSM","false","-75","281.8","success","4745.1899999999996","success","false","539.17999999999995","success","Verizon Wireless","Verizon Wireless","80903","38.840000000000003","-104.81","(38.84, -104.81)"
"1xEVDO REVA","GSM","false","-75","285","success","3728.53","success","false","497.62","success","Verizon Wireless","Verizon Wireless","80903","38.83","-104.8","(38.83, -104.8)"
"1xEVDO REVA","GSM","false","-75","321","success","1759.43","success","false","410.52","success","Verizon Wireless","Verizon Wireless","80903","38.83","-104.82","(38.83, -104.82)"
"1xEVDO REVA","GSM","false","-75","337.2","success","3825.25","success","false","335.44","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.82","(38.82, -104.82)"
"1xEVDO REVA","GSM","false","-75","459.4","success","203.8","success","false","218.71","success","Verizon Wireless","Verizon Wireless","80903","38.840000000000003","-104.82","(38.84, -104.82)"
"1xEVDO REVA","GSM","false","-75","501","success","174.89","success","false","10.46","success","Verizon Wireless","Verizon Wireless","80903","38.83","-104.82","(38.83, -104.82)"
"1xEVDO REVA","GSM","false","-75","679.8","success","197.25","success","false","15.5","success","Verizon Wireless","Verizon Wireless","80903","38.83","-104.82","(38.83, -104.82)"
"1xEVDO REVA","GSM","false","-73","145.4","success","7459.84","success","false","846.92","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.81","(38.82, -104.81)"
"1xEVDO REVA","GSM","false","-73","151","success","11709.99","success","false","1007.54","success","Verizon Wireless","Verizon Wireless","80903","38.85","-104.82","(38.85, -104.82)"
"1xEVDO REVA","GSM","false","-73","151.19999999999999","success","8038.7","success","false","863.6","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.82","(38.82, -104.82)"
"1xEVDO REVA","GSM","false","-73","153.80000000000001","success","5655.98","success","false","842.59","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.81","(38.82, -104.81)"
"1xEVDO REVA","GSM","false","-73","164.2","success","3451.88","success","false","807.27","success","Verizon Wireless","Verizon Wireless","80903","38.82","-104.82","(38.82, -104.82)"
"1xEVDO REVA","GSM","false","-73","193.2","success","2824.79","success","false","600.4","success","Verizon Wireless","Verizon Wireless","80903","38.85","-104.8","(38.85, -104.8)"
