"year","month","reportstate","gasfieldcode","reservoircode","company_name","field_name","reservoir_name","field_type","county_name","aga_region","status","workinggascapacity_mcf","totalfieldcapacity_mcf","maximumdailydelivery_mcf"
"2014","1","CO","27088","2","PUBLIC SERVICE COMPANY OF COLORADO","ASBURY","DAKOTA","Depleted Field","Mesa","Consuming West","Active","3056731","4593268","9091"
"2014","1","CO","548072","1","EAST CHEYENNE GAS STORAGE LLC","PEETZ WEST","WEST PEETZ","Depleted Field","Logan","Consuming West","Active","11500000","17200000","212963"
"2014","1","CO","616060","4","PUBLIC SERVICE COMPANY OF COLORADO","ROUNDUP","JSAND","Depleted Field","Morgan","Consuming West","Active","6029784","16080524","21960"
"2014","1","CO","776236","1","ROCKY MOUNTAIN NATURAL GAS","WOLF CREEK","COZETTE","Depleted Field","Pitkin","Consuming West","Active","2168721","8385200","25000"
"2014","1","CO","259068","3","PUBLIC SERVICE COMPANY OF COLORADO","FRUITA","BUCKHORN","Depleted Field","Mesa","Consuming West","Active","257614","320340","2200"
"2014","1","CO","714029","1","COLORADO INTERSTATE GAS COMPANY","TOTEM STORAGE","J SAND","Depleted Field","Adams","Consuming West","Active","7000000","10700000","200000"
"2014","1","CO","403515","4","COLORADO INTERSTATE GAS COMPANY","LATIGO","DAKOTA J","Depleted Field","Arapahoe","Consuming West","Active","9100000","21382766","139240"
"2014","1","CO","787893","5","COLORADO INTERSTATE GAS COMPANY","YOUNG","DAKOTA D SAND","Depleted Field","Morgan","Consuming West","Active","5790049","9945689","250000"
"2014","1","CO","250574","3","COLORADO INTERSTATE GAS COMPANY","FORT MORGAN","DAKOTA D","Depleted Field","Morgan","Consuming West","Active","8496000","14858000","450000"
"2014","1","CO","243676","2","COLORADO INTERSTATE GAS COMPANY","FLANK","MORROW AND CHER","Depleted Field","Baca","Consuming West","Active","7182777","18620319","164104"
"2014","2","CO","27088","2","PUBLIC SERVICE COMPANY OF COLORADO","ASBURY","DAKOTA","Depleted Field","Mesa","Consuming West","Active","3056731","4593268","9091"
"2014","2","CO","259068","3","PUBLIC SERVICE COMPANY OF COLORADO","FRUITA","BUCKHORN","Depleted Field","Mesa","Consuming West","Active","257614","320340","2200"
"2014","2","CO","616060","4","PUBLIC SERVICE COMPANY OF COLORADO","ROUNDUP","JSAND","Depleted Field","Morgan","Consuming West","Active","6029784","16080524","21960"
"2014","2","CO","776236","1","ROCKY MOUNTAIN NATURAL GAS","WOLF CREEK","COZETTE","Depleted Field","Pitkin","Consuming West","Active","2168721","8385200","25000"
"2014","2","CO","243676","2","COLORADO INTERSTATE GAS COMPANY","FLANK","MORROW AND CHEROKEE","Depleted Field","Baca","Consuming West","Active","7182777","18620319","164104"
"2014","2","CO","714029","1","COLORADO INTERSTATE GAS COMPANY","TOTEM STORAGE","J SAND","Depleted Field","Adams","Consuming West","Active","7000000","10700000","200000"
"2014","2","CO","403515","4","COLORADO INTERSTATE GAS COMPANY","LATIGO","DAKOTA J","Depleted Field","Arapahoe","Consuming West","Active","9100000","21382766","139240"
"2014","2","CO","787893","5","COLORADO INTERSTATE GAS COMPANY","YOUNG","DAKOTA D SAND","Depleted Field","Morgan","Consuming West","Active","5790049","9945689","250000"
"2014","2","CO","250574","3","COLORADO INTERSTATE GAS COMPANY","FORT MORGAN","DAKOTA D","Depleted Field","Morgan","Consuming West","Active","8496000","14858000","450000"
"2014","2","CO","548072","1","EAST CHEYENNE GAS STORAGE LLC","PEETZ WEST","WEST PEETZ","Depleted Field","Logan","Consuming West","Active","11500000","17200000","212963"
"2014","3","CO","259068","3","PUBLIC SERVICE COMPANY OF COLORADO","FRUITA","BUCKHORN","Depleted Field","Mesa","Consuming West","Active","257614","320340","2200"
"2014","3","CO","616060","4","PUBLIC SERVICE COMPANY OF COLORADO","ROUNDUP","JSAND","Depleted Field","Morgan","Consuming West","Active","6029784","16080524","21960"
"2014","3","CO","776236","1","ROCKY MOUNTAIN NATURAL GAS","WOLF CREEK","COZETTE","Depleted Field","Pitkin","Consuming West","Active","2168721","8385200","25000"
"2014","3","CO","403515","4","COLORADO INTERSTATE GAS COMPANY","LATIGO","DAKOTA J","Depleted Field","Arapahoe","Consuming West","Active","9100000","21382766","139240"
"2014","3","CO","714029","1","COLORADO INTERSTATE GAS COMPANY","TOTEM STORAGE","J SAND","Depleted Field","Adams","Consuming West","Active","7000000","10700000","200000"
"2014","3","CO","548072","1","EAST CHEYENNE GAS STORAGE LLC","PEETZ WEST","WEST PEETZ","Depleted Field","Logan","Consuming West","Active","7400000","12300000","137037"
"2014","3","CO","243676","2","COLORADO INTERSTATE GAS COMPANY","FLANK","MORROW AND CHEROKEE","Depleted Field","Baca","Consuming West","Active","7182777","18620319","164104"
"2014","3","CO","250574","3","COLORADO INTERSTATE GAS COMPANY","FORT MORGAN","DAKOTA D","Depleted Field","Morgan","Consuming West","Active","8496000","14858000","450000"
"2014","3","CO","787893","5","COLORADO INTERSTATE GAS COMPANY","YOUNG","DAKOTA D SAND","Depleted Field","Morgan","Consuming West","Active","5790049","9945689","250000"
"2014","3","CO","27088","2","PUBLIC SERVICE COMPANY OF COLORADO","ASBURY","DAKOTA","Depleted Field","Mesa","Consuming West","Active","3056731","4593268","9091"
"2014","4","CO","548072","1","EAST CHEYENNE GAS STORAGE LLC","PEETZ WEST","WEST PEETZ","Depleted Field","Logan","Consuming West","Active","11500000","17200000","212963"
"2014","4","CO","787893","5","COLORADO INTERSTATE GAS COMPANY","YOUNG","DAKOTA D SAND","Depleted Field","Morgan","Consuming West","Active","5790049","9945689","250000"
"2014","4","CO","250574","3","COLORADO INTERSTATE GAS COMPANY","FORT MORGAN","DAKOTA D","Depleted Field","Morgan","Consuming West","Active","8496000","14858000","450000"
"2014","4","CO","243676","2","COLORADO INTERSTATE GAS COMPANY","FLANK","MORROW AND CHEROKEE","Depleted Field","Baca","Consuming West","Active","7182777","18620319","164104"
"2014","4","CO","714029","1","COLORADO INTERSTATE GAS COMPANY","TOTEM STORAGE","J SAND","Depleted Field","Adams","Consuming West","Active","7000000","10700000","200000"
"2014","4","CO","616060","4","PUBLIC SERVICE COMPANY OF COLORADO","ROUNDUP","JSAND","Depleted Field","Morgan","Consuming West","Active","6029784","16080524","21960"
"2014","4","CO","259068","3","PUBLIC SERVICE COMPANY OF COLORADO","FRUITA","BUCKHORN","Depleted Field","Mesa","Consuming West","Active","257614","320340","2200"
"2014","4","CO","27088","2","PUBLIC SERVICE COMPANY OF COLORADO","ASBURY","DAKOTA","Depleted Field","Mesa","Consuming West","Active","3056731","4593268","9091"
"2014","4","CO","403515","4","COLORADO INTERSTATE GAS COMPANY","LATIGO","DAKOTA J","Depleted Field","Arapahoe","Consuming West","Active","9100000","21382766","139240"
