"id","taxyr","businessname1","businessname2","ein","pycontributionsgrantsamt","cycontributionsgrantsamt","pyprogramservicerevenueamt","cyprogramservicerevenueamt","pyinvestmentincomeamt","cyinvestmentincomeamt","pyotherrevenueamt","cyotherrevenueamt","pytotalrevenueamt","cytotalrevenueamt"
"201023193493005080","2009","VETERANS OF FOREIGN WARS",,"840382863",,"1785",,"1314","629","320","160878","171964","161507","175383"
"201025193493009630","2009","Sunrise Community Health",,"840613289","10122284","10641710","10879866","10994208","85281","21525","454212","147406","21541643","21804849"
"201100149349300910","2009","HILLTOP HEALTH SERVICES CORPORATION",,"742321009","5589047","5328509","22703135","23069791","455192","248731","-493941","-260880","28253433","28386151"
"201100259349300805","2009","CRABTREE APARTMENTS",,"841141786","20965","2055","62874","67669","6","10",,"0","83845","69734"
"201100269349300010","2009","Denver Broncos Charities",,"841305294","509494","435098",,"0","1113","27","24","0","510631","435125"
"201100299349300400","2010","Got Questions Ministries",,"371422141","142235","164558",,"0","24","17","41223","84272","183482","248847"
"201100419349300000","2009","Valley Country Club",,"840458222",,"0","3343625","3385668","4417","1586","-109990","-88039","3238052","3299215"
"201100459349300890","2009","Park Hill Residence Inc",,"841339020","1025","0","863103","886974","478","60",,"0","864606","887034"
"201100459349301400","2009","Battlement Mesa Residence Inc",,"841449940","8605","195","876384","744028","71","45",,"0","885060","744268"
"201100629349300315","2009","Health SET",,"841102943","363607","329398","127138","127138","-7859","25381","-27137","12831","455749","494748"
"201100719349300700","2010","LAS BRISAS LEARNING SYSTEMS INC",,"260174430",,"0",,"0",,"0",,"730",,"730"
"201100749349301015","2009","UNIVERSAL CHASTITY EDUCATION INC",,"201607315","117728","159632",,"0",,"0",,"0","117728","159632"
"201100849349300900","2010","Colorado Springs Electrical Joint","Apprenticeship Training Fund","840575011","63500","71978","325333","339786","-90181","20607","-20178","-4662","278474","427709"
"201100899349300720","2010","Biblical Education By Extension Inc",,"742752161","3963825","3829742","0","31316","6175","5166","9126","10547","3979126","3876771"
"201100979349300610","2009","THE WILDWOOD SCHOOL INC",,"840616743","38600","52633","378616","409947","6784","2561","37426","29540","461426","494681"
"201101039349300605","2009","BAYAUD ENTERPRISES INC",,"840616970","1041077","1570754","4855697","4946936","595","0",,"0","5897369","6517690"
"201101099349300000","2009","Dolphin Swim Club Inc",,"840787141","514","750","142083","151808","1738","0","22370","10310","166705","162868"
"201101099349300415","2010","WOMEN OF COURAGE INC",,"841576866","162796","133530","0","0","283","147","0","0","163079","133677"
