"the_geom","irisyear","dvmt","fips","route","segmid","length_","hpmsid","fipscounty","funcclassi","govlevel","adminclass","population","urban","uabname","naaqsid","nhsdesig","specialsys","access_","trkrestric","priiri","priiridate","pripsi","prirutting","prifaultin","prifatigue","pritranscr","prislabcra","hutf_projy","builtyr","hutf_inspy","priyrrehab","pritreatme","prisurf","prisurfwd","thrulnqty","prithrulnw","operation","rrxid","strid","region","tprid","terrain","forestrout","routesign","routesignq","jursplit","routename","fromfeatur","segmdir","tofeature","segmprefix","countstati","aadt","countyear","volumegrou","aadtyr","aadtderiv","dhv","dd","aadtsingle","aadtcomb","pctpksu","pctpkcomb","pctoffpksu","pctoffpkco","yr20factor","hovtype","hovlnqty","tollid","tolltype","tollcharge","hpms_yradd","hpms_yrins","rigidthick","flexthick","basetype","basethick","median","medianwd","priinshldw","prioutshld","prioutsh_1","secinshldw","curves_a","curves_b","curves_c","curves_d","curves_e","curves_f","grades_a","grades_b","grades_c","grades_d","grades_e","grades_f","pkpark","widenobsta","widenfeas","sightdist","speedlim","intersecti","ltturnln","rtturnln","signaltype","greentime","signalqty","stopqty","nonctrlqty","roadterrai","lrsroute","frommeas","tomeas","gisid","fundid","shape_leng"
"MULTILINESTRING ((-104.95945491637988 39.72412913386183, -104.95945917239577 39.724961003863434, -104.959458975956 39.72497764343902))","2015","840","20000","UNIVERSITBD","501.0","0.06",,"31","4","4","1","4","23527",,"24","0","0","2","0","0.0",,"4.0",,,,,,,"1995","1977",,"0.0","1","36.0","2.0","10.0","1",,,"1","2","1",,"0","0","0","N UNIVERSITY BLVD","E 5TH AVE","N","N YORK ST",,"203735","14000","2013","5","2015","2","10.5","100.0","880.0","450.0","0.6","0.3","6.3","3.2","0.0",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","031-0-2013-3912","0.57","0.63","20000UNIVERSITBD  501","FedAid","94.17258920228524"
"MULTILINESTRING ((-105.02538253658662 39.653275417752575, -105.02534478445601 39.65327541698599, -105.02520118044882 39.65327484679154, -105.02519381651051 39.65327480671621, -105.0250362495827 39.653274163884, -105.0240471128687 39.65327745103521, -105.02165411693258 39.65327628642996))","2015","920","69645","HAMPDEN  AV","300.0","0.2",,"5","5","4","1","4","23527",,"24","0","0","3","0","0.0",,"4.0",,,,,,,"1995","1984",,"0.0","1","40.0","2.0","12.0","2",,,"1","2","1",,"0","0","0","HAMPDEN AV","FEDERAL BD","E","DALE CT","W","201390","4600","2013","3","2015","2","10.5","59.0","80.0","30.0","0.0","0.0","1.8","0.6","0.0",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","005-0-2013-7881","0.34","0.54","69645HAMPDEN  AV  300","FedAid","319.86179955962655"
"MULTILINESTRING ((-108.47326764921294 39.077313266922054, -108.47323045074954 39.07731319734466, -108.47288352682473 39.077312533946234))","2015","110","31660","E        RD","3120.0","0.02",,"77","5","4","1","3","34273",,"0","0","0","3","0","0.0",,"4.0",,,,,,,"1995","1998",,"0.0","1","24.0","2.0","12.0","2",,,"3","5","2",,"0","0","2","E RD","120' W OF 31 1/4 RD","E","31 1/4 RD",,"200072","5500","2015","4","2015","0","9.0","64.0","90.0","6.0","0.0","0.0","1.7","0.1","0.0",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","077-0-2013-3098","0.11","0.13","31660E        RD 3120","FedAid","33.262653878813154"
"MULTILINESTRING ((-107.81774363053532 37.93894457077265, -107.81771615542209 37.93893471982848, -107.81748923706682 37.938864325908106, -107.81745659941228 37.93885606842205, -107.81684459304815 37.93870122823423, -107.81562610935485 37.93837227458979, -107.81558353580353 37.93836077765988, -107.81378049389934 37.93791246811493, -107.8118063553715 37.93738619011837))","2015","374","76795","COLORADOWAV","200.0","0.34",,"113","5","4","1","1","99999",,"0","0","0","3","0","0.0",,"2.5",,,,,,"2012","1995","2000","2012","1.5","1","48.0","2.0","15.0","2",,,"5","9","1",,"0","0","0","COLORADO AV","DAVIS ST","E","FIR ST","W","107959","1100","2015","2","2015","0","11.0","57.0","60.0","3.0","0.4","0.0","5.0","0.3","1.57",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","113-0-2013-0007","3.12","3.46","76795COLORADOWAV  200","FedAid","550.1094337696461"
"MULTILINESTRING ((-104.91275796159913 39.7220065747852, -104.91272681890713 39.72506639679806))","2015","5670","20000","MONACO   PY","401.0","0.21",,"31","3","4","1","4","23527",,"24","0","0","2","0","295.0","2014-04-11T00:00:00.000","4.0",,,,,,,"1995","2000",,"0.0","1","44.0","4.0","10.0","2",,,"1","2","1",,"0","0","0","N MONACO STREET PKWY","E 4TH AVE/TRAFFIC SIGNAL","N","MEDIAN",,"107743","27000","2015","6","2015","0","9.5","52.0","590.0","380.0","0.1","0.0","2.2","1.4","0.0",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","031-0-2013-2116","0.25","0.46","20000MONACO   PY  401","FedAid","339.604801485314"
"MULTILINESTRING ((-104.7536315382952 38.76586587659844, -104.75365150604112 38.766007371981985, -104.75362863637827 38.76669672563476, -104.75362878488613 38.76669830975409, -104.75367201804346 38.7671564092535, -104.75379730523447 38.76733240700422, -104.75403590721791 38.767409513320445, -104.75452546360233 38.767410542539274, -104.75699982663649 38.76742899864021))","2015","583","41","611","200.0","0.265","041-0039-000","41","5","2","2","4","18856",,"153","0","0","3","0","244.0","2015-05-18T00:00:00.000","2.5","0.08",,"851.0",,,"1995","1991","1997",,"0.0","1","30.0","2.0","12.0","2",,,"2","14","2",,"0","0","0","611","600","N","1032",,"900591","2200","2013","3","2015","2","10.5","59.0","60.0","4.0","0.1","0.0","2.6","0.2","1.34",,,,,,,"2002",,,"0.0",,"1","0.0","0.0","7","0.0",,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0",,"2.0",,"25.0",,"5.0","5.0","5.0",,"0.0","1.0","1.0","0","041-0-2013-2768","0.18","0.445","041  611          200","FedAid","445.75093604274116"
"MULTILINESTRING ((-104.94193086676465 39.67482506562775, -104.94167290307855 39.67482398914873, -104.94097995852958 39.674821036211775))","2015","185","20000","ILIFF    AV","3951.0","0.05",,"31","5","4","1","4","23527",,"24","0","0","3","0","0.0",,"1.0",,,,,,,"1995","1977",,"0.0","1","40.0","2.0","10.0","2",,,"1","2","1",,"0","0","0","E ILIFF AVE","S HENRY PL","E","S COLORADO BLVD/TRAFFIC SIGNAL","E","202120","3700","2013","3","2015","2","11.0","61.0","20.0","4.0","0.0","0.0","0.6","0.1","0.0",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","031-0-2013-1681","2.4","2.45","20000ILIFF    AV 3951","FedAid","81.55420183662304"
"MULTILINESTRING ((-104.9318502244144 39.76447566574964, -104.93185022256995 39.76448049745157, -104.93184555005318 39.76555914470924, -104.93182219632311 39.7656377863732, -104.93181728585648 39.765659512632595))","2015","184","20000","DAHLIA   ST","3401.0","0.08",,"31","5","4","1","4","23527",,"24","0","0","3","0","0.0",,"4.0",,,,,,,"1995","1999",,"0.0","1","44.0","2.0","12.0","2",,,"1","2","1",,"0","0","0","N DAHLIA ST","E BRUCE RANDOLPH AVE","N","E 35TH AVE",,"202159","2300","2013","3","2015","2","11.0","61.0","20.0","2.0","0.2","0.0","1.0","0.1","0.0",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","031-0-2013-1138","1.18","1.26","20000DAHLIA   ST 3401","FedAid","131.65348810963897"
"MULTILINESTRING ((-105.09771539276718 40.177731926548816, -105.09768409779416 40.18117287475006, -105.09768684177409 40.181261779484544, -105.09768569902515 40.18140583362895))","2015","55","45970","COLLYER  ST","450.0","0.25","013-9649-000","13","5","4","2","3","51175",,"403","0","0","3","0","175.0","2014-04-21T00:00:00.000","4.0","0.1",,"14504.0",,,,"1995","2000",,"0.0","1","32.0","2.0","12.0","2",,,"4","2","1",,"0","0","0","COLLYER ST","11TH AV","N","MTN VIEW AV",,"900437","220.0","2013","1","2015","2","10.5","59.0","5.0","2.0","0.4","0.4","2.3","1.0","1.33",,,,,,,"2012",,,"0.0",,"1","0.0","0.0","1","0.0",,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","AGC","0.0",,"30.0","17TH AV","4.0","5.0","2.0","25.0","1.0","4.0","11.0","1","013-0-2013-3463","0.26","0.51","45970COLLYER  ST  450","FedAid","407.7931318219822"
"MULTILINESTRING ((-104.71591683108223 40.4289120382977, -104.71567665014099 40.42876146637762, -104.71536466282588 40.42865837429046, -104.71361084450399 40.42864106216051))","2015","1001","32155","5TH      ST","800.0","0.13",,"123","4","4","1","3","34786",,"310","0","0","3","0","0.0",,"4.0",,,,,,"2008","1995","1978",,"0.0","1","36.0","2.0","12.0","2",,,"4","3","1",,"0","0","0","5TH ST","23RD AV","E","WIDCH","E","201103","7700","2010","4","2015","3","11.0","55.0","180.0","80.0","0.1","0.0","2.3","1.0","0.0",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","123-0-2013-4558","0.0","0.13","321555TH      ST  800","FedAid","203.96218596073876"
"MULTILINESTRING ((-104.81824309178896 39.96716457430791, -104.81824306997162 39.96717060186075, -104.81823684589732 39.96901944939341, -104.81817147463944 39.96991650757506, -104.81817146826386 39.96991725650816))","2015","1748","8675","SABLE    RD","800.0","0.19",,"1","4","4","1","4","23527",,"24","0","0","3","0","0.0",,"1.0",,,,,,"2010","1983","2010",,"0.0","1","36.0","2.0","12.0","2",,,"1","2","1",,"1","1","0","SABLE RD","WIDCH","N","WIDCH","S","102443","9200","2014","4","2015","1","11.5","64.0","200.0","140.0","0.1","0.0","2.2","1.5","1.83",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","001-0-2013-4261","3.65","3.84","08675SABLE    RD  800","FedAid","305.67711999016416"
"MULTILINESTRING ((-104.83296478880861 39.78236015620719, -104.83291392044903 39.7823818368282, -104.83270952802944 39.78248141184726, -104.83260214982 39.78253765933406, -104.83250200070832 39.78260815654603, -104.83241291633725 39.78267870906811, -104.83232373081735 39.782757781583044, -104.83223437118907 39.78285676955205, -104.83215968414657 39.782961516999954, -104.83137058841002 39.784097998166324))","2015","345","20000","CROWN    BD","4779.0","0.15",,"31","5","4","2","4","23527",,"24","0","0","3","0","0.0",,"4.0",,,,,,,"1995","1997",,"0.0","1","44.0","2.0","10.0","2",,,"1","2","1",,"0","0","0","N CROWN BLVD","N BLACKHAWK WAY","NE","E ANDREWS DR",,"202420","2300","2013","3","2015","2","11.0","61.0","40.0","10.0","0.0","0.0","1.8","0.6","0.0",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","031-0-2013-1126","0.78","0.93","20000CROWN    BD 4779","FedAid","240.71270713501366"
"MULTILINESTRING ((-105.21748742293778 38.44765679110684, -105.21748726712288 38.447680763837624, -105.21748316636614 38.44793578504955, -105.21748310027753 38.4479409705643))","2015","26","11810","ORCHARD  AV","200.0","0.02",,"43","5","4","1","2","13267",,"0","0","0","3","0","0.0",,"4.0",,,,,,,"1995","1983",,"0.0","1","24.0","2.0","12.0","2","253182M",,"2","14","1",,"0","0","0","ORCHARD AV","RRX","N","SH 50",,"202379","1300","2014","2","2015","1","10.0","59.0","20.0","1.0","0.1","0.0","1.4","0.1","0.0",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","043-0-2013-0771","0.07","0.09","11810ORCHARD  AV  200","FedAid","31.535179202944107"
"MULTILINESTRING ((-104.60910986585904 38.27802885254067, -104.6087178087961 38.278033675314724, -104.60758887274332 38.278051947173026, -104.60747824230168 38.27805316217917))","2015","30","62000","12TH     ST","1650.0","0.09",,"101","5","4","2","3","72613",,"0","0","0","3","0","0.0",,"4.0",,,,,,,"1995","1999",,"0.0","1","44.0","2.0","15.0","2",,,"2","4","1",,"0","0","0","12TH ST","MAIN ST","E","SANTA FE AV","W","201736","330.0","2013","1","2015","2","10.5","59.0","2.0","0.0","0.3","0.0","0.7","0.0","0.0",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","101-0-2013-2436","0.81","0.9","6200012TH     ST 1650","FedAid","142.73763005411442"
"MULTILINESTRING ((-102.89267217516418 37.44004136834268, -102.89267320533929 37.440259867226416, -102.89274766279958 37.45485989481943, -102.89282245869782 37.48019768309885, -102.89282263413321 37.4802431635419))","2015","83","9","10.00","1200","2.76","009-2015-346","9","5","2","1","1","99999",,"0","0","0","3","0","0.0",,"4.0",,,,,,,"1995","2002",,"0.0","16","33.0","2.0","12.0","2",,"BA11-11-30-6","2","7","1",,"0","0","0","10.00","STR","N","STR",,"200994","30.0","2013","1","2015","2","11.5","62.0","1.0","2.0","3.3","3.3","3.4","7.5","1.14",,,,,,"2015",,,,"0.0",,"0",,,"0",,,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,,,,,"0.0","0.0","0.0",,,,,"0","009-0-2013-0122","4.02","6.78","009  10.00       1200","FedAid","4461.993612134929"
"MULTILINESTRING ((-104.98478540301191 39.733849827395545, -104.98359412878949 39.733831306841815, -104.98347075375935 39.73382671327699))","2015","623","20000","11TH     AV","201.0","0.07",,"31","5","4","1","4","23527",,"24","0","0","3","0","0.0",,"4.0",,,,,,"2002","1995","1977",,"0.0","1","48.0","3.0","10.0","2",,,"1","2","1",,"0","0","0","E 11TH AVE","N SHERMAN ST","E","N GRANT ST/TRAFFIC SIGNAL","W","202254","8900","2011","4","2015","3","11.0","56.0","160.0","50.0","0.1","0.0","1.8","0.6","0.0",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","031-0-2013-0015","0.14","0.21","2000011TH     AV  201","FedAid","112.68552377425877"
"MULTILINESTRING ((-108.49852793771657 39.084617802202544, -108.497480564348 39.08461621311619))","2015","390","77","E.50","700.0","0.05",,"77","5","2","1","3","34273",,"0","0","0","3","0","0.0",,"4.0",,,,,,"2012","1991","1999",,"2.0","1","48.0","3.0","10.0","2",,,"3","5","2",,"0","0","0","E.50 RD","WIDCH","E","30.00 RD",,"424736","7800","2015","4","2015","0","11.0","54.0","90.0","20.0","0.0","0.0","1.2","0.2","0.0",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","077-0-2013-1554","0.57","0.62","077  E.50         700","FedAid","90.68811932244783"
"MULTILINESTRING ((-104.99763147634222 39.73843906926668, -104.99764581607981 39.7384585687801, -104.99879053381974 39.74002283751348, -104.99882035687247 39.74006413047731))","2015","4420","20000","SPEERS   BD","1401.0","0.13",,"31","3","4","1","4","23527",,"24","1","0","2","1","130.0","2015-05-14T00:00:00.000","4.0","0.1",,"0.0",,,"2004","1995","1997",,"0.0","1","44.0","4.0","10.0","1",,,"1","2","1",,"0","0","0","N SPEER BLVD","W 14TH AVE/TRAFFIC SIGNAL","NW","W COLFAX AVE/TRAFFIC SIGNAL",,"107770","34000","2013","6","2015","2","9.5","100.0","750.0","480.0","0.1","0.0","2.2","1.4","1.2",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","031-0-2013-3334","1.0","1.13","20000SPEERS   BD 1401","FedAid","207.13747438729408"
"MULTILINESTRING ((-105.0595342221887 39.82187015633342, -105.05927887755169 39.8218694930571))","2015","11","3455","69TH     AV","9200","0.01",,"59","5","4","2","4","23527",,"24","0","0","3","0","0.0",,"4.0",,,,,,"2007","1995","2012",,"0.0","1","24.0","2.0","10.0","2",,,"1","2","1",,"0","0","2","69TH AV","GRAY DR","E","CITY LIMITS","W","203145","1100","2015","2","2015","0","11.5","52.0","20.0","7.0","0.0","0.0","1.8","0.6","0.0",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","059-0-2013-1791","0.0","0.01","0345569TH     AV 9200","FedAid","21.852802690247998"
"MULTILINESTRING ((-108.60344260992782 37.38592010244189, -108.60233282291041 37.38593445483446, -108.6011718734668 37.385940781255265, -108.60109151324733 37.38594029686429))","2015","68","83","M","500.0","0.129",,"83","4","2","1","2","20368",,"0","0","0","3","0","0.0",,"2.5",,,,,,,"1995","2005",,"0.0","1","24.0","2.0","12.0","2",,,"5","10","3",,"0","0","0","M.00","CR 24.40","E","CR 24.40",,"107379","530.0","2015","2","2015","0","13.0","66.0","9.0","4.0","0.1","0.1","1.7","0.7","0.0",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","083-0-2013-0395","2.312","2.441","083  M            500","FedAid","208.4057844016363"
"MULTILINESTRING ((-104.91617434227726 39.878425281347546, -104.91711084974543 39.879514650622376, -104.9172618219217 39.87993490770579, -104.91729182986148 39.882373847989065, -104.91732724276618 39.88525126178934))","2015","4900","77290","MCKAY    RD","100.0","0.5",,"1","5","4","2","4","23527",,"24","0","0","3","0","0.0",,"4.0",,,,,,,,"1995",,"0.0","16","24.0","2.0","10.0","2",,,"1","2","2",,"0","0","0","MCKAY RD","100TH AV","N","104TH AV",,"203713","9800","2013","4","2015","2","10.5","59.0","70.0","50.0","0.0","0.0","0.7","0.5","0.0",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","001-0-2013-1370","0.33","0.83","77290MCKAY    RD  100","FedAid","783.4974100024384"
"MULTILINESTRING ((-104.92163058499655 39.70010731227083, -104.92162039261599 39.698753293879086, -104.92162076700941 39.698658188471285))","2015","1600","20000","SHOLLY   ST","901.0","0.1","031-2006-006","31","5","4","1","4","23527",,"24","0","0","3","0","139.0","2014-04-21T00:00:00.000","2.5","0.0",,"2526.0",,,,"1995","1990",,"0.0","1","44.0","2.0","10.0","2",,,"1","2","1",,"0","0","0","S HOLLY ST","E KENTUCKY AVE","S","E TENNESSEE AVE","S","108311","16000","2015","5","2015","0","10.0","52.0","260.0","50.0","0.1","0.0","1.6","0.3","1.25",,,,,,"2006","2006",,,"0.0",,"1","0.0","0.0","7","0.0",,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0",,"3.0",,"25.0","LEETSDALE (SH 83)","4.0","4.0","2.0","34.0","2.0","0.0","6.0","0","031-0-2013-2941","1.12","1.22","20000SHOLLY   ST  901","FedAid","160.83288619014004"
"MULTILINESTRING ((-105.01445292559698 39.74209094879755, -105.01432878428105 39.7421867820823, -105.01420410436154 39.74228301625272))","2015","540","20000","AURARIA  PY","277.0","0.02",,"31","3","4","1","4","23527",,"24","1","0","3","0","346.0","2015-02-02T00:00:00.000","4.0","0.04",,"15.0",,,"2005",,"2005",,"0.0","1","20.0","2.0","10.0","1",,,"1","2","1",,"0","0","0","AURARIA PKWY","WALNUT ST/STR","N","RAMP/STR",,"202189","27000","2012","6","2015","3","11.0","100.0","620.0","140.0","0.1","0.0","2.3","0.5","1.5",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","031-0-2013-0809","0.07","0.09","20000AURARIA  PY  277","FedAid","30.147940270216914"
"MULTILINESTRING ((-105.60338098137389 39.22385297170965, -105.6034232216489 39.22388682652803, -105.60363565696998 39.2240663596688))","2015","8","93","77","600.0","0.02",,"93","5","64","1","1","99999",,"0","0","0","3","0","0.0",,"4.0",,,,,,,"1995","1980",,"0.0","1","24.0","2.0","10.0","2",,,"2","14","3","81","0","0","0","77","23","NW","STR",,"200773","410.0","2015","1","2015","0","11.0","57.0","10.0","130.0","0.2","4.2","3.5","31.4","0.0",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","093-0-2013-0138","24.16","24.18","093  77           600","FedAid","32.314191147682955"
"MULTILINESTRING ((-105.00839588270523 39.75308858173389, -105.00855009494413 39.753187685919634, -105.0087967559816 39.75333869287119, -105.00916497589795 39.75353178422798, -105.00929552680566 39.753596751936115))","2015","3540","20000","SPEERS   BD","2201.0","0.06",,"31","3","4","1","4","23527",,"24","1","0","2","1","247.0","2015-05-14T00:00:00.000","1.0","0.11",,"0.0",,,,"1995","2000",,"0.0","1","40.0","7.0","12.0","1",,,"1","2","1",,"0","0","0","N SPEER BLVD","ELITCH CIR/STR","NW","STR","N","202028","59000","2015","8","2015","0","9.5","100.0","1400","300.0","0.1","0.0","2.3","0.5","1.15",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","031-0-2013-3334","2.2","2.26","20000SPEERS   BD 2201","FedAid","95.60192660333489"
"MULTILINESTRING ((-105.16655678280802 39.91367935040398, -105.16620216248066 39.91399091016307, -105.16554418755723 39.91457356732648, -105.16499003589848 39.915070230935456, -105.16465990733204 39.915370956042054, -105.16445947379346 39.9155577707667, -105.16430032508808 39.915712678809776, -105.16417070770574 39.91586299931701, -105.16404118595806 39.91605425501872, -105.16395886524302 39.91621814826689, -105.16386479282889 39.91640935701102, -105.16375322853989 39.91670067826809, -105.16366543996085 39.91705110700152, -105.16361874430268 39.91728773750284, -105.16360566064925 39.91746272420542, -105.16360934650206 39.91755861839404, -105.16361231468088 39.917636270748346, -105.16367681800543 39.91811474410661, -105.16388418354141 39.91858561166454, -105.16470994383813 39.92107876179422, -105.16549453460438 39.9234362743707, -105.16559352063278 39.92375919933399, -105.16574811699027 39.92444880454004, -105.16582252518485 39.92491489361096, -105.16586244438676 39.92532152033614, -105.16585623521215 39.92658623925355, -105.16580031920435 39.92853720106235))","2015","10355","75640","MCCASLIN BD","200.0","1.09",,"13","4","4","1","3","46126",,"24","0","0","3","0","0.0",,"4.0",,,,,,"2012","1995","2012",,"1.0","1","36.0","2.0","12.0","2",,,"4","2","1",,"0","0","0","MCCASLIN BD","INDIANA ST","NE","COALTON DR",,"201633","9500","2013","4","2015","2","10.5","59.0","140.0","40.0","0.0","0.0","1.5","0.4","0.0",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","059-0-2013-0001","0.34","1.43","75640MCCASLIN BD  200","FedAid","1754.7437598458203"
"MULTILINESTRING ((-107.82022580171463 38.47440447214791, -107.82024974569515 38.47365154505505, -107.82024509163163 38.47339393407048))","2015","20","51745","68.00    RD","50.0","0.07","085-2015-219","85","4","4","2","2","58951",,"0","0","0","3","0","0.0",,"2.5",,,,,,,,"2001",,"0.0","16","20.0","2.0","12.0","2",,,"3","9","2",,"0","0","0","68.00","SUNNYSIDE RD","S","NOCHG",,"107487","280.0","2015","1","2015","0","11.5","74.0","7.0","1.0","0.3","0.3","2.5","0.4","1.07",,,,,,"2015",,,,"0.0",,"0",,,"0",,,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,,,,,"0.0","0.0","0.0",,,,,"0","085-0-2013-0911","0.0","0.07","5174568.00    RD   50","FedAid","112.24301151099684"
"MULTILINESTRING ((-107.85713805090481 38.48736157223399, -107.85714138562797 38.488211266302784))","2015","312","51745","HILLCRESTDR","580.0","0.06",,"85","4","4","1","2","58951",,"0","0","0","3","0","0.0",,"4.0",,,,,,,"2004","1978",,"0.0","1","48.0","2.0","15.0","2",,,"3","9","1",,"0","0","0","HILLCREST DR","VILLAGE DR","N","SH 50",,"200223","5200","2015","4","2015","0","10.5","53.0","90.0","40.0","0.0","0.0","1.7","0.7","0.0",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","085-0-2013-1107","1.55","1.61","51745HILLCRESTDR  580","FedAid","94.35576931955075"
"MULTILINESTRING ((-105.21825434093657 39.755585418035665, -105.21830434268021 39.755639287052574, -105.2184133964805 39.75575675812274, -105.21900462830848 39.756400085339344))","2015","679","30835","FORD     ST","600.0","0.07",,"59","4","4","1","4","23527",,"24","0","0","3","0","0.0",,"4.0",,,,,,"2012","1995","1995",,"2.0","1","54.0","2.0","11.0","2",,,"1","2","1",,"0","0","0","FORD ST","13TH ST","NW","12TH ST",,"901756","9700","2013","4","2015","2","8.0","65.0","160.0","70.0","0.0","0.0","1.7","0.7","0.0",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","059-0-2013-7633","1.04","1.11","30835FORD     ST  600","FedAid","110.93289217502404"
"MULTILINESTRING ((-104.82679972147832 38.806630807224835, -104.82678123970766 38.80673707558939, -104.82675544241933 38.8068424071558, -104.82673313036543 38.806912704345834))","2015","12","16000","CASCADE  AV","200.0","0.02","041-0257-000","41","4","4","2","4","18856",,"153","0","0","3","0","480.0","2015-05-22T00:00:00.000","4.0","0.15",,"76.0",,,,"1995","1998",,"0.0","1","18.0","2.0","12.0","2",,,"2","1","1",,"0","0","0","CASCADE AV","CHEYENNE RD","N","STR",,"900628","590.0","2013","2","2015","2","10.5","59.0","10.0","4.0","0.1","0.3","1.8","0.6","1.34",,,,,,,"2002",,,"0.0",,"1","0.0","0.0","1","0.0",,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0",,"3.0",,"30.0","CHEYENNE BD","5.0","5.0","2.0","23.0","1.0","0.0","1.0","0","041-0-2013-4135","0.0","0.02","16000CASCADE  AV  200","FedAid","31.839807651558672"
