"county","fipscode","year","age","malepopulation","femalepopulation","totalpopulation","datatype"
"Elbert","39","2019","20","158","143","300","Estimate"
"Elbert","39","2019","29","148","143","291","Estimate"
"Elbert","39","2019","51","177","194","371","Estimate"
"Elbert","39","2019","59","217","244","461","Estimate"
"Elbert","39","2019","11","144","147","291","Estimate"
"Elbert","39","2019","65","185","197","383","Estimate"
"Elbert","39","2019","98","1","2","3","Estimate"
"Elbert","39","2019","35","142","142","284","Estimate"
"Elbert","39","2019","76","85","78","163","Estimate"
"Elbert","39","2019","44","133","146","279","Estimate"
"Elbert","39","2019","30","147","148","295","Estimate"
"Elbert","39","2019","3","134","130","264","Estimate"
"Elbert","39","2019","16","159","165","325","Estimate"
"Elbert","39","2019","58","244","237","481","Estimate"
"Elbert","39","2019","82","37","39","76","Estimate"
"Elbert","39","2019","56","216","251","466","Estimate"
"Elbert","39","2019","46","141","162","303","Estimate"
"Elbert","39","2019","39","143","139","283","Estimate"
"Elbert","39","2019","90","9","14","23","Estimate"
"Elbert","39","2019","91","5","11","16","Estimate"
"Elbert","39","2019","93","3","8","11","Estimate"
"Elbert","39","2019","94","3","4","7","Estimate"
"Elbert","39","2019","95","2","5","7","Estimate"
"Elbert","39","2019","96","1","2","3","Estimate"
"Elbert","39","2019","97","1","2","4","Estimate"
"Elbert","39","2019","99","0","0","1","Estimate"
"Elbert","39","2019","100","1","3","3","Estimate"
"Elbert","39","2019","55","215","240","455","Estimate"
"Elbert","39","2019","69","148","170","318","Estimate"
"Elbert","39","2019","77","64","71","135","Estimate"
"Elbert","39","2019","26","175","169","344","Estimate"
"Elbert","39","2019","28","155","149","304","Estimate"
"Elbert","39","2019","17","154","171","325","Estimate"
"Elbert","39","2019","6","128","125","253","Estimate"
"Elbert","39","2019","62","211","222","433","Estimate"
"Elbert","39","2019","87","15","19","34","Estimate"
"Elbert","39","2019","14","162","158","320","Estimate"
"Elbert","39","2019","92","5","9","15","Estimate"
"Elbert","39","2019","60","225","238","462","Estimate"
"Elbert","39","2019","67","184","191","374","Estimate"
"Elbert","39","2019","5","135","132","267","Estimate"
"Elbert","39","2019","36","140","141","281","Estimate"
"Elbert","39","2019","74","113","90","202","Estimate"
"Elbert","39","2019","23","162","156","318","Estimate"
"Elbert","39","2019","42","135","138","273","Estimate"
"Elbert","39","2019","10","158","159","317","Estimate"
"Elbert","39","2019","9","139","138","276","Estimate"
"Elbert","39","2019","0","106","102","209","Estimate"
"Elbert","39","2019","4","143","139","282","Estimate"
"Elbert","39","2019","8","137","134","271","Estimate"
"Elbert","39","2019","68","172","181","353","Estimate"
"Elbert","39","2019","1","115","111","225","Estimate"
"Elbert","39","2019","32","149","145","294","Estimate"
"Elbert","39","2019","33","150","144","294","Estimate"
"Elbert","39","2019","13","165","158","323","Estimate"
"Elbert","39","2019","83","32","30","62","Estimate"
"Elbert","39","2019","79","53","47","100","Estimate"
"Elbert","39","2019","12","162","143","305","Estimate"
"Elbert","39","2019","72","150","152","301","Estimate"
"Elbert","39","2019","43","147","134","281","Estimate"
"Elbert","39","2019","47","153","164","317","Estimate"
"Elbert","39","2019","37","140","148","288","Estimate"
"Elbert","39","2019","75","95","82","177","Estimate"
"Elbert","39","2019","80","51","45","96","Estimate"
"Elbert","39","2019","61","224","241","466","Estimate"
"Elbert","39","2019","49","168","186","354","Estimate"
"Elbert","39","2019","19","154","157","311","Estimate"
"Elbert","39","2019","21","152","133","285","Estimate"
"Elbert","39","2019","25","168","159","327","Estimate"
"Elbert","39","2019","40","128","142","270","Estimate"
"Elbert","39","2019","18","164","164","328","Estimate"
"Elbert","39","2019","54","213","226","440","Estimate"
"Elbert","39","2019","73","117","114","231","Estimate"
"Elbert","39","2019","50","170","207","377","Estimate"
"Elbert","39","2019","89","11","12","22","Estimate"
"Elbert","39","2019","84","24","30","54","Estimate"
"Elbert","39","2019","27","178","167","345","Estimate"
"Elbert","39","2019","88","13","12","25","Estimate"
"Elbert","39","2019","66","179","199","377","Estimate"
"Elbert","39","2019","57","219","233","452","Estimate"
"Elbert","39","2019","86","20","21","40","Estimate"
"Elbert","39","2019","78","65","57","121","Estimate"
"Elbert","39","2019","24","164","165","329","Estimate"
"Elbert","39","2019","2","136","131","267","Estimate"
"Elbert","39","2019","34","144","138","282","Estimate"
"Elbert","39","2019","81","40","44","84","Estimate"
"Elbert","39","2019","7","136","133","269","Estimate"
"Elbert","39","2019","31","147","151","298","Estimate"
"Elbert","39","2019","22","135","134","269","Estimate"
"Elbert","39","2019","38","144","139","283","Estimate"
"Elbert","39","2019","71","143","148","291","Estimate"
"Elbert","39","2019","85","21","28","49","Estimate"
"Elbert","39","2019","48","168","177","345","Estimate"
"Elbert","39","2019","41","139","147","285","Estimate"
"Elbert","39","2019","45","136","152","289","Estimate"
"Elbert","39","2019","52","211","186","398","Estimate"
"Elbert","39","2019","70","143","158","301","Estimate"
"Elbert","39","2019","63","198","207","405","Estimate"
"Elbert","39","2019","53","202","207","410","Estimate"
"Elbert","39","2019","15","164","169","333","Estimate"
"Elbert","39","2019","64","192","185","378","Estimate"
