"stateabbrv","statename","stfips","areatyname","areaname","areatype","area","periodyear","periodtype","pertypdesc","period","inctype","incdesc","incsource","incsrcdesc","income","incrank","population","releasedate"
"US","U.S.A.","0","United States","United States","0","0","1929","1","Annual","0","1","Total Personal Income - Bureau of Economic Analysis","3","Bureau of Economic Analysis (BEA)","85126000000","0","121769000","20140612"
"US","U.S.A.","0","United States","United States","0","0","1929","1","Annual","0","2","Per Capita Personal Income - Bureau of Economic Analysis","3","Bureau of Economic Analysis (BEA)","699","0","121769000","20140612"
"US","U.S.A.","0","United States","United States","0","0","1930","1","Annual","0","1","Total Personal Income - Bureau of Economic Analysis","3","Bureau of Economic Analysis (BEA)","76371000000","0","123075000","20140612"
"US","U.S.A.","0","United States","United States","0","0","1930","1","Annual","0","2","Per Capita Personal Income - Bureau of Economic Analysis","3","Bureau of Economic Analysis (BEA)","621","0","123075000","20140612"
"US","U.S.A.","0","United States","United States","0","0","1931","1","Annual","0","1","Total Personal Income - Bureau of Economic Analysis","3","Bureau of Economic Analysis (BEA)","65507000000","0","124038000","20140612"
"US","U.S.A.","0","United States","United States","0","0","1931","1","Annual","0","2","Per Capita Personal Income - Bureau of Economic Analysis","3","Bureau of Economic Analysis (BEA)","528","0","124038000","20140612"
"US","U.S.A.","0","United States","United States","0","0","1932","1","Annual","0","1","Total Personal Income - Bureau of Economic Analysis","3","Bureau of Economic Analysis (BEA)","50134000000","0","124839000","20140612"
"US","U.S.A.","0","United States","United States","0","0","1932","1","Annual","0","2","Per Capita Personal Income - Bureau of Economic Analysis","3","Bureau of Economic Analysis (BEA)","402","0","124839000","20140612"
"US","U.S.A.","0","United States","United States","0","0","1933","1","Annual","0","1","Total Personal Income - Bureau of Economic Analysis","3","Bureau of Economic Analysis (BEA)","47085000000","0","125580000","20140612"
"US","U.S.A.","0","United States","United States","0","0","1933","1","Annual","0","2","Per Capita Personal Income - Bureau of Economic Analysis","3","Bureau of Economic Analysis (BEA)","375","0","125580000","20140612"
"US","U.S.A.","0","United States","United States","0","0","1934","1","Annual","0","1","Total Personal Income - Bureau of Economic Analysis","3","Bureau of Economic Analysis (BEA)","53939000000","0","126372000","20140612"
