"date","start_date","end_date","start_time","delay_minutes","month","year","causation","peak","delays_year_to_date"
"2014-12-22T00:00:00.000","2014-12-22T07:30:00.000","2014-12-22T08:00:00.000","07:30","30","12","2014","Internal","Peak","58"
"2014-12-27T00:00:00.000","2014-12-27T17:20:00.000","2014-12-27T17:50:00.000","17:20","30","12","2014","Internal","Peak","59"
"2014-12-30T00:00:00.000","2014-12-30T19:38:00.000","2014-12-30T20:08:00.000","19:38","30","12","2014","Internal","Off-Peak","60"
"2015-01-03T00:00:00.000","2015-01-03T15:44:00.000","2015-01-03T16:50:00.000","15:44","66","1","2015","Internal","Peak","1"
"2015-01-08T00:00:00.000","2015-01-08T04:08:00.000","2015-01-08T04:48:00.000","04:08","40","1","2015","External","Off-Peak","2"
"2015-01-17T00:00:00.000","2015-01-17T17:14:00.000","2015-01-17T18:06:00.000","17:14","52","1","2015","External","Peak","3"
"2015-01-19T00:00:00.000","2015-01-19T10:09:00.000","2015-01-19T10:36:00.000","10:09","27","1","2015","External","Off-Peak","4"
"2015-01-31T00:00:00.000","2015-01-31T07:53:00.000","2015-01-31T08:28:00.000","07:53","35","1","2015","External","Peak","5"
"2015-02-06T00:00:00.000","2015-02-06T22:25:00.000","2015-02-06T22:56:00.000","22:25","31","2","2015","External","Off-Peak","6"
"2015-02-19T00:00:00.000","2015-02-19T21:57:00.000","2015-02-19T22:33:00.000","21:57","36","2","2015","External","Off-Peak","7"
"2015-03-19T00:00:00.000","2015-03-19T18:01:00.000","2015-03-19T19:43:00.000","18:01","102","3","2015","Internal","Off-Peak","8"
"2015-03-21T00:00:00.000","2015-03-21T02:50:00.000","2015-03-21T03:44:00.000","02:50","54","3","2015","Internal","Off-Peak","9"
"2015-04-09T00:00:00.000","2015-04-09T15:44:00.000","2015-04-09T16:38:00.000","15:44","54","4","2015","Internal","Peak","10"
"2015-04-12T00:00:00.000","2015-04-12T15:42:00.000","2015-04-12T16:12:00.000","15:42","30","4","2015","Internal","Peak","11"
"2015-04-17T00:00:00.000","2015-04-17T20:49:00.000","2015-04-17T21:26:00.000","20:49","37","4","2015","Internal","Off-Peak","12"
"2015-05-01T00:00:00.000","2015-05-01T23:53:00.000","2015-05-02T01:10:00.000","23:53","77","5","2015","External","Off-Peak","13"
"2015-05-06T00:00:00.000","2015-05-06T21:32:00.000","2015-05-06T23:10:00.000","21:32","98","5","2015","External","Off-Peak","14"
"2015-05-21T00:00:00.000","2015-05-21T20:01:00.000","2015-05-21T20:31:00.000","20:01","30","5","2015","Internal","Off-Peak","15"
"2015-05-27T00:00:00.000","2015-05-27T01:06:00.000","2015-05-27T01:41:00.000","01:06","35","5","2015","External","Off-Peak","16"
"2015-05-29T00:00:00.000","2015-05-29T05:26:00.000","2015-05-29T06:13:00.000","05:26","47","5","2015","Internal","Off-Peak","17"
"2015-05-30T00:00:00.000","2015-05-30T19:07:00.000","2015-05-30T19:47:00.000","19:07","40","5","2015","Internal","Off-Peak","18"
"2015-06-27T00:00:00.000","2015-06-27T23:55:00.000","2015-06-28T00:36:00.000","23:55","41","6","2015","External","Off-Peak","19"
"2015-06-30T00:00:00.000","2015-06-30T16:17:00.000","2015-06-30T16:46:00.000","16:17","29","6","2015","External","Peak","20"
"2015-07-13T00:00:00.000","2015-07-13T03:39:00.000","2015-07-13T04:21:00.000","03:39","42","7","2015","Internal","Off-Peak","21"
"2015-07-16T00:00:00.000","2015-07-16T06:25:00.000","2015-07-16T09:54:00.000","06:25","209","7","2015","Internal","Peak","22"
"2015-07-22T00:00:00.000","2015-07-22T14:04:00.000","2015-07-22T14:42:00.000","14:04","38","7","2015","External","Off-Peak","23"
"2015-07-23T00:00:00.000","2015-07-23T15:05:00.000","2015-07-23T15:43:00.000","15:05","38","7","2015","Internal","Peak","24"
"2015-07-29T00:00:00.000","2015-07-29T16:30:00.000","2015-07-29T17:22:00.000","16:30","52","7","2015","Internal","Peak","25"
"2015-08-04T00:00:00.000","2015-08-04T16:46:00.000","2015-08-04T17:32:00.000","16:46","46","8","2015","External","Peak","26"
"2015-08-04T00:00:00.000","2015-08-04T18:43:00.000","2015-08-04T19:43:00.000","18:43","60","8","2015","External","Off-Peak","27"
"2015-08-06T00:00:00.000","2015-08-06T11:56:00.000","2015-08-06T13:41:00.000","11:56","105","8","2015","External","Off-Peak","28"
"2015-09-05T00:00:00.000","2015-09-05T04:42:00.000","2015-09-05T05:35:00.000","04:42","53","9","2015","External","Off-Peak","29"
"2015-09-09T00:00:00.000","2015-09-09T15:56:00.000","2015-09-09T16:26:00.000","15:56","30","9","2015","Internal","Peak","30"
"2015-10-15T00:00:00.000","2015-10-15T16:02:00.000","2015-10-15T16:58:00.000","16:02","56","10","2015","External","Peak","31"
"2015-10-18T00:00:00.000","2015-10-18T22:18:00.000","2015-10-18T23:20:00.000","22:18","62","10","2015","External","Off-Peak","32"
"2015-10-21T00:00:00.000","2015-10-21T16:22:00.000","2015-10-21T18:51:00.000","16:22","149","10","2015","External","Peak","33"
"2015-10-22T00:00:00.000","2015-10-22T08:24:00.000","2015-10-22T09:53:00.000","08:24","89","10","2015","External","Peak","34"
"2015-11-02T00:00:00.000","2015-11-02T08:53:00.000","2015-11-02T12:55:00.000","08:53","242","11","2015","External","Peak","35"
"2015-11-06T00:00:00.000","2015-11-06T15:50:00.000","2015-11-06T16:20:00.000","15:50","30","11","2015","External","Peak","36"
"2015-11-07T00:00:00.000","2015-11-07T21:05:00.000","2015-11-07T21:46:00.000","21:05","41","11","2015","External","Off-Peak","37"
"2015-11-10T00:00:00.000","2015-11-10T23:05:00.000","2015-11-10T23:34:00.000","23:05","29","11","2015","External","Off-Peak","38"
"2015-12-18T00:00:00.000","2015-12-18T08:25:00.000","2015-12-18T09:34:00.000","08:25","69","12","2015","External","Peak","39"
"2015-12-19T00:00:00.000","2015-12-19T16:14:00.000","2015-12-19T20:15:00.000","16:14","241","12","2015","External","Peak","40"
"2015-12-20T00:00:00.000","2015-12-20T23:21:00.000","2015-12-21T00:21:00.000","23:21","60","12","2015","External","Off-Peak","41"
"2015-12-29T00:00:00.000","2015-12-29T13:13:00.000","2015-12-29T14:48:00.000","13:13","95","12","2015","Internal","Off-Peak","42"
"2015-12-29T00:00:00.000","2015-12-29T21:18:00.000","2015-12-29T21:56:00.000","21:18","38","12","2015","Internal","Off-Peak","43"
"2016-01-01T00:00:00.000","2016-01-01T15:14:00.000","2016-01-01T16:44:00.000","15:14","90","1","2016","Internal","Peak","1"
"2016-01-06T00:00:00.000","2016-01-06T13:28:00.000","2016-01-06T13:58:00.000","13:28","30","1","2016","Internal","Off-Peak","2"
"2016-01-12T00:00:00.000","2016-01-12T21:50:00.000","2016-01-12T22:46:00.000","21:50","56","1","2016","External","Off-Peak","3"
"2016-01-19T00:00:00.000","2016-01-19T06:04:00.000","2016-01-19T06:40:00.000","06:04","36","1","2016","External","Peak","4"
"2016-01-23T00:00:00.000","2016-01-23T20:23:00.000","2016-01-23T21:08:00.000","20:23","45","1","2016","External","Off-Peak","5"
"2016-01-28T00:00:00.000","2016-01-28T22:23:00.000","2016-01-28T22:53:00.000","22:23","30","1","2016","Internal","Off-Peak","6"
"2016-03-06T00:00:00.000","2016-03-06T04:10:00.000","2016-03-06T08:27:00.000","04:10","257","3","2016","External","Off-Peak","7"
"2016-03-06T00:00:00.000","2016-03-06T04:59:00.000","2016-03-06T05:32:00.000","04:59","33","3","2016","External","Off-Peak","8"
"2016-03-07T00:00:00.000","2016-03-07T15:50:00.000","2016-03-07T16:20:00.000","15:50","30","3","2016","Internal","Peak","9"
"2016-03-09T00:00:00.000","2016-03-09T16:39:00.000","2016-03-09T17:15:00.000","16:39","36","3","2016","Internal","Peak","10"
"2016-03-31T00:00:00.000","2016-03-31T04:32:00.000","2016-03-31T05:52:00.000","04:32","80","3","2016","Internal","Off-Peak","11"
"2016-04-17T00:00:00.000","2016-04-17T23:48:00.000","2016-04-18T01:52:00.000","23:48","124","4","2016","External","Off-Peak","12"
"2016-05-08T00:00:00.000","2016-05-08T21:35:00.000","2016-05-08T22:26:00.000","21:35","51","5","2016","External","Off-Peak","13"
"2016-05-15T00:00:00.000","2016-05-15T00:39:00.000","2016-05-15T02:10:00.000","00:39","91","5","2016","External","Off-Peak","14"
"2016-05-26T00:00:00.000","2016-05-26T00:45:00.000","2016-05-26T01:17:00.000","00:45","32","5","2016","External","Off-Peak","15"
"2016-06-07T00:00:00.000","2016-06-07T12:56:00.000","2016-06-07T13:25:00.000","12:56","29","6","2016","Internal","Off-Peak","16"
"2016-06-07T00:00:00.000","2016-06-07T17:42:00.000","2016-06-07T18:23:00.000","17:42","41","6","2016","Internal","Peak","17"
"2016-06-08T00:00:00.000","2016-06-08T14:10:00.000","2016-06-08T14:40:00.000","14:10","30","6","2016","Internal","Off-Peak","18"
"2016-06-09T00:00:00.000","2016-06-09T19:29:00.000","2016-06-09T20:40:00.000","19:29","71","6","2016","External","Off-Peak","19"
"2016-06-23T00:00:00.000","2016-06-23T00:05:00.000","2016-06-23T00:56:00.000","00:05","51","6","2016","External","Off-Peak","20"
"2016-06-29T00:00:00.000","2016-06-29T09:05:00.000","2016-06-29T09:37:00.000","09:05","32","6","2016","External","Off-Peak","21"
"2016-07-05T00:00:00.000","2016-07-05T15:47:00.000","2016-07-05T16:18:00.000","15:47","31","7","2016","Internal","Peak","22"
"2016-07-09T00:00:00.000","2016-07-09T17:22:00.000","2016-07-09T17:57:00.000","17:22","35","7","2016","External","Peak","23"
"2016-07-10T00:00:00.000","2016-07-10T19:21:00.000","2016-07-10T20:15:00.000","19:21","54","7","2016","External","Off-Peak","24"
"2016-07-12T00:00:00.000","2016-07-12T16:16:00.000","2016-07-12T17:26:00.000","16:16","70","7","2016","External","Peak","25"
"2016-07-16T00:00:00.000","2016-07-16T22:39:00.000","2016-07-16T23:25:00.000","22:39","46","7","2016","External","Off-Peak","26"
"2016-07-22T00:00:00.000","2016-07-22T01:04:00.000","2016-07-22T02:09:00.000","01:04","65","7","2016","External","Off-Peak","27"
"2016-07-22T00:00:00.000","2016-07-22T14:24:00.000","2016-07-22T14:54:00.000","14:24","30","7","2016","External","Off-Peak","28"
"2016-07-26T00:00:00.000","2016-07-26T16:35:00.000","2016-07-26T17:18:00.000","16:35","43","7","2016","Internal","Peak","29"
"2016-07-27T00:00:00.000","2016-07-27T13:52:00.000","2016-07-27T14:40:00.000","13:52","48","7","2016","Internal","Off-Peak","30"
"2016-07-31T00:00:00.000","2016-07-31T05:11:00.000","2016-07-31T06:33:00.000","05:11","82","7","2016","External","Off-Peak","31"
"2016-08-03T00:00:00.000","2016-08-03T05:48:00.000","2016-08-03T06:51:00.000","05:48","63","8","2016","External","Off-Peak","32"
"2016-08-04T00:00:00.000","2016-08-04T16:44:00.000","2016-08-04T17:44:00.000","16:44","60","8","2016","Internal","Peak","33"
"2016-08-05T00:00:00.000","2016-08-05T13:29:00.000","2016-08-05T14:07:00.000","13:29","38","8","2016","Internal","Off-Peak","34"
"2016-08-08T00:00:00.000","2016-08-08T16:15:00.000","2016-08-08T16:45:00.000","16:15","30","8","2016","External","Peak","35"
"2016-09-08T00:00:00.000","2016-09-08T15:55:00.000","2016-09-08T19:11:00.000","15:55","196","9","2016","External","Peak","36"
"2016-09-10T00:00:00.000","2016-09-10T23:00:00.000","2016-09-10T23:46:00.000","23:00","46","9","2016","Internal","Off-Peak","37"
"2016-09-15T00:00:00.000","2016-09-15T16:15:00.000","2016-09-15T16:58:00.000","16:15","43","9","2016","External","Peak","38"
"2016-09-16T00:00:00.000","2016-09-16T23:00:00.000","2016-09-17T00:11:00.000","23:00","71","9","2016","Internal","Off-Peak","39"
"2016-09-18T00:00:00.000","2016-09-18T17:31:00.000","2016-09-18T18:03:00.000","17:31","32","9","2016","Internal","Peak","40"
