"date","start_date","end_date","start_time","delay_minutes","month","year","causation","peak","delays_year_to_date"
"2013-01-01T00:00:00.000","2013-01-01T14:44:00.000",,"14:44",,"1","2013","Internal","Off-Peak","1"
"2013-01-15T00:00:00.000","2013-01-15T18:11:00.000","2013-01-15T19:49:00.000","18:11","98","1","2013","External","Off-Peak","2"
"2013-01-21T00:00:00.000","2013-01-21T04:00:00.000","2013-01-21T04:51:00.000","04:00","51","1","2013","Internal","Off-Peak","3"
"2013-01-26T00:00:00.000","2013-01-26T18:23:00.000","2013-01-26T19:14:00.000","18:23","51","1","2013","External","Off-Peak","4"
"2013-01-27T00:00:00.000","2013-01-27T11:54:00.000","2013-01-27T12:42:00.000","11:54","48","1","2013","Internal","Off-Peak","5"
"2013-02-03T00:00:00.000","2013-02-03T19:43:00.000","2013-02-03T20:53:00.000","19:43","70","2","2013","External","Off-Peak","6"
"2013-02-08T00:00:00.000","2013-02-08T14:49:00.000","2013-02-08T15:20:00.000","14:49","31","2","2013","External","Off-Peak","7"
"2013-02-10T00:00:00.000","2013-02-10T05:23:00.000","2013-02-10T12:59:00.000","05:23","456","2","2013","Internal","Off-Peak","8"
"2013-02-24T00:00:00.000","2013-02-24T21:28:00.000","2013-02-24T22:16:00.000","21:28","48","2","2013","External","Off-Peak","9"
"2013-03-01T00:00:00.000","2013-03-01T11:40:00.000",,"11:40",,"3","2013","External","Off-Peak","10"
"2013-03-01T00:00:00.000","2013-03-01T18:12:00.000","2013-03-01T18:59:00.000","18:12","47","3","2013","Internal","Off-Peak","11"
"2013-03-05T00:00:00.000","2013-03-05T21:22:00.000","2013-03-05T22:06:00.000","21:22","44","3","2013","External","Off-Peak","12"
"2013-03-07T00:00:00.000","2013-03-07T08:12:00.000",,"08:12",,"3","2013","Internal","Peak","13"
"2013-03-14T00:00:00.000","2013-03-14T13:08:00.000","2013-03-14T13:46:00.000","13:08","38","3","2013","Internal","Off-Peak","14"
"2013-03-15T00:00:00.000","2013-03-15T12:25:00.000","2013-03-15T13:05:00.000","12:25","40","3","2013","External","Off-Peak","15"
"2013-03-16T00:00:00.000","2013-03-16T00:20:00.000","2013-03-16T01:46:00.000","00:20","86","3","2013","External","Off-Peak","16"
"2013-03-22T00:00:00.000","2013-03-22T23:26:00.000",,"23:26",,"3","2013","External","Off-Peak","17"
"2013-03-28T00:00:00.000","2013-03-28T01:55:00.000",,"01:55",,"3","2013","External","Off-Peak","18"
"2013-04-14T00:00:00.000","2013-04-14T06:40:00.000","2013-04-14T07:10:00.000","06:40","30","4","2013","Internal","Peak","19"
"2013-04-26T00:00:00.000","2013-04-26T22:47:00.000","2013-04-26T23:34:00.000","22:47","47","4","2013","External","Off-Peak","20"
"2013-05-01T00:00:00.000","2013-05-01T09:27:00.000","2013-05-01T13:58:00.000","09:27","271","5","2013","External","Off-Peak","21"
"2013-05-01T00:00:00.000","2013-05-01T23:26:00.000","2013-05-02T01:17:00.000","23:26","111","5","2013","External","Off-Peak","22"
"2013-05-02T00:00:00.000","2013-05-02T03:43:00.000","2013-05-02T04:13:00.000","03:43","30","5","2013","Internal","Off-Peak","23"
"2013-05-03T00:00:00.000","2013-05-03T07:38:00.000","2013-05-03T10:43:00.000","07:38","185","5","2013","External","Peak","24"
"2013-05-05T00:00:00.000","2013-05-05T11:54:00.000","2013-05-05T12:24:00.000","11:54","30","5","2013","Internal","Off-Peak","25"
"2013-05-06T00:00:00.000","2013-05-06T14:15:00.000","2013-05-06T14:55:00.000","14:15","40","5","2013","Internal","Off-Peak","26"
"2013-05-24T00:00:00.000","2013-05-24T15:43:00.000","2013-05-24T16:17:00.000","15:43","34","5","2013","Internal","Peak","27"
"2013-05-25T00:00:00.000","2013-05-25T14:22:00.000","2013-05-25T14:55:00.000","14:22","33","5","2013","Internal","Off-Peak","28"
"2013-05-29T00:00:00.000","2013-05-29T18:08:00.000","2013-05-29T20:43:00.000","18:08","155","5","2013","External","Off-Peak","29"
"2013-05-30T00:00:00.000","2013-05-30T00:44:00.000","2013-05-30T01:24:00.000","00:44","40","5","2013","Internal","Off-Peak","30"
"2013-06-02T00:00:00.000","2013-06-02T04:30:00.000","2013-06-02T05:00:00.000","04:30","30","6","2013","Internal","Off-Peak","31"
"2013-06-21T00:00:00.000","2013-06-21T00:01:00.000",,"00:01",,"6","2013","External","Off-Peak","32"
"2013-06-27T00:00:00.000","2013-06-27T05:28:00.000","2013-06-27T05:59:00.000","05:28","31","6","2013","External","Off-Peak","33"
"2013-07-01T00:00:00.000","2013-07-01T14:52:00.000","2013-07-01T16:10:00.000","14:52","78","7","2013","Internal","Off-Peak","34"
"2013-07-05T00:00:00.000","2013-07-05T13:04:00.000","2013-07-05T14:21:00.000","13:04","77","7","2013","External","Off-Peak","35"
"2013-07-14T00:00:00.000","2013-07-14T03:36:00.000","2013-07-14T04:11:00.000","03:36","35","7","2013","Internal","Off-Peak","36"
"2013-07-19T00:00:00.000","2013-07-19T23:11:00.000","2013-07-20T02:39:00.000","23:11","208","7","2013","External","Off-Peak","37"
"2013-08-06T00:00:00.000","2013-08-06T19:08:00.000","2013-08-06T19:52:00.000","19:08","44","8","2013","Internal","Off-Peak","38"
"2013-08-07T00:00:00.000","2013-08-07T21:20:00.000","2013-08-07T22:59:00.000","21:20","99","8","2013","Internal","Off-Peak","39"
"2013-08-14T00:00:00.000","2013-08-14T07:36:00.000","2013-08-14T08:26:00.000","07:36","50","8","2013","External","Peak","40"
"2013-09-07T00:00:00.000","2013-09-07T18:10:00.000","2013-09-07T18:40:00.000","18:10","30","9","2013","Internal","Off-Peak","41"
"2013-09-18T00:00:00.000","2013-09-18T06:34:00.000","2013-09-18T06:54:00.000","06:34","20","9","2013","External","Peak","42"
"2013-10-06T00:00:00.000","2013-10-06T04:50:00.000","2013-10-06T05:45:00.000","04:50","55","10","2013","Internal","Off-Peak","43"
"2013-11-01T00:00:00.000","2013-11-01T08:06:00.000","2013-11-01T10:06:00.000","08:06","120","11","2013","External","Peak","44"
"2013-11-01T00:00:00.000","2013-11-01T13:40:00.000","2013-11-01T15:40:00.000","13:40","120","11","2013","External","Off-Peak","45"
"2013-11-04T00:00:00.000","2013-11-04T10:46:00.000","2013-11-04T12:02:00.000","10:46","76","11","2013","External","Off-Peak","46"
"2013-11-05T00:00:00.000","2013-11-05T13:32:00.000","2013-11-05T14:08:00.000","13:32","36","11","2013","Internal","Off-Peak","47"
"2013-11-07T00:00:00.000","2013-11-07T13:08:00.000","2013-11-07T13:42:00.000","13:08","34","11","2013","External","Off-Peak","48"
"2013-11-18T00:00:00.000","2013-11-18T01:00:00.000","2013-11-18T01:43:00.000","01:00","43","11","2013","External","Off-Peak","49"
"2013-11-22T00:00:00.000","2013-11-22T14:37:00.000","2013-11-22T15:39:00.000","14:37","62","11","2013","Internal","Off-Peak","50"
"2013-12-02T00:00:00.000","2013-12-02T16:00:00.000","2013-12-02T16:45:00.000","16:00","45","12","2013","Internal","Peak","51"
"2013-12-05T00:00:00.000","2013-12-05T22:44:00.000","2013-12-05T23:21:00.000","22:44","37","12","2013","Internal","Off-Peak","52"
"2013-12-07T00:00:00.000","2013-12-07T05:39:00.000","2013-12-07T06:34:00.000","05:39","55","12","2013","Internal","Off-Peak","53"
"2013-12-08T00:00:00.000","2013-12-08T02:12:00.000","2013-12-08T02:46:00.000","02:12","34","12","2013","External","Off-Peak","54"
"2013-12-08T00:00:00.000","2013-12-08T12:06:00.000","2013-12-08T13:50:00.000","12:06","104","12","2013","External","Off-Peak","55"
"2013-12-14T00:00:00.000","2013-12-14T23:20:00.000","2013-12-15T00:42:00.000","23:20","82","12","2013","External","Off-Peak","56"
"2013-12-18T00:00:00.000","2013-12-18T08:56:00.000","2013-12-18T09:30:00.000","08:56","34","12","2013","Internal","Peak","57"
"2013-12-27T00:00:00.000","2013-12-27T21:06:00.000","2013-12-27T22:16:00.000","21:06","70","12","2013","Internal","Off-Peak","58"
"2013-12-29T00:00:00.000","2013-12-29T06:26:00.000","2013-12-29T07:16:00.000","06:26","50","12","2013","External","Peak","59"
"2013-12-29T00:00:00.000","2013-12-29T06:57:00.000","2013-12-29T07:37:00.000","06:57","40","12","2013","Internal","Peak","60"
"2014-01-03T00:00:00.000","2014-01-03T00:59:00.000","2014-01-03T02:10:00.000","00:59","71","1","2014","External","Off-Peak","1"
"2014-01-06T00:00:00.000","2014-01-06T01:16:00.000","2014-01-06T02:18:00.000","01:16","62","1","2014","Internal","Off-Peak","2"
"2014-01-10T00:00:00.000","2014-01-10T10:52:00.000","2014-01-10T12:41:00.000","10:52","109","1","2014","External","Off-Peak","3"
"2014-01-12T00:00:00.000","2014-01-12T20:55:00.000","2014-01-12T22:30:00.000","20:55","95","1","2014","External","Off-Peak","4"
"2014-01-13T00:00:00.000","2014-01-13T09:43:00.000","2014-01-13T10:43:00.000","09:43","60","1","2014","External","Off-Peak","5"
"2014-01-14T00:00:00.000","2014-01-14T15:11:00.000",,"15:11",,"1","2014","Internal","Peak","6"
"2014-01-17T00:00:00.000","2014-01-17T10:15:00.000","2014-01-17T10:54:00.000","10:15","39","1","2014","External","Off-Peak","7"
"2014-01-27T00:00:00.000","2014-01-27T15:19:00.000","2014-01-27T16:19:00.000","15:19","60","1","2014","External","Peak","8"
"2014-01-30T00:00:00.000","2014-01-30T06:23:00.000","2014-01-30T06:52:00.000","06:23","29","1","2014","External","Peak","9"
"2014-01-31T00:00:00.000","2014-01-31T14:42:00.000","2014-01-31T16:28:00.000","14:42","106","1","2014","External","Off-Peak","10"
"2014-02-05T00:00:00.000","2014-02-05T16:52:00.000","2014-02-05T17:22:00.000","16:52","30","2","2014","External","Peak","11"
"2014-02-23T00:00:00.000","2014-02-23T00:51:00.000","2014-02-23T01:36:00.000","00:51","45","2","2014","External","Off-Peak","12"
"2014-02-25T00:00:00.000","2014-02-25T20:21:00.000","2014-02-25T23:02:00.000","20:21","161","2","2014","External","Off-Peak","13"
"2014-03-01T00:00:00.000","2014-03-01T21:45:00.000","2014-03-01T22:00:00.000","21:45","15","3","2014","External","Off-Peak","14"
"2014-03-02T00:00:00.000","2014-03-02T10:50:00.000","2014-03-02T11:20:00.000","10:50","30","3","2014","External","Off-Peak","15"
"2014-03-25T00:00:00.000","2014-03-25T00:35:00.000","2014-03-25T01:10:00.000","00:35","35","3","2014","External","Off-Peak","16"
"2014-03-27T00:00:00.000","2014-03-27T06:39:00.000","2014-03-27T07:56:00.000","06:39","77","3","2014","External","Peak","17"
"2014-03-30T00:00:00.000","2014-03-30T11:00:00.000","2014-03-30T12:35:00.000","11:00","95","3","2014","Internal","Off-Peak","18"
"2014-04-04T00:00:00.000","2014-04-04T15:50:00.000","2014-04-04T16:33:00.000","15:50","43","4","2014","External","Peak","19"
"2014-04-12T00:00:00.000","2014-04-12T09:12:00.000","2014-04-13T03:00:00.000","09:12","1068","4","2014","Internal","Off-Peak","20"
"2014-04-24T00:00:00.000","2014-04-24T14:51:00.000","2014-04-24T15:37:00.000","14:51","46","4","2014","Internal","Off-Peak","21"
"2014-04-25T00:00:00.000","2014-04-25T15:52:00.000","2014-04-25T16:45:00.000","15:52","53","4","2014","External","Peak","22"
"2014-05-03T00:00:00.000","2014-05-03T00:15:00.000","2014-05-03T01:55:00.000","00:15","100","5","2014","Internal","Off-Peak","23"
"2014-05-07T00:00:00.000","2014-05-07T18:01:00.000",,"18:01",,"5","2014","External","Off-Peak","24"
"2014-05-13T00:00:00.000","2014-05-13T16:04:00.000","2014-05-13T16:59:00.000","16:04","55","5","2014","External","Peak","25"
"2014-05-24T00:00:00.000","2014-05-24T18:57:00.000","2014-05-24T20:07:00.000","18:57","70","5","2014","External","Off-Peak","26"
"2014-06-26T00:00:00.000","2014-06-26T05:50:00.000","2014-06-26T06:20:00.000","05:50","30","6","2014","External","Off-Peak","27"
"2014-06-26T00:00:00.000","2014-06-26T13:58:00.000",,"13:58",,"6","2014","External","Off-Peak","28"
"2014-07-07T00:00:00.000","2014-07-07T11:50:00.000","2014-07-07T12:34:00.000","11:50","44","7","2014","Internal","Off-Peak","29"
"2014-07-13T00:00:00.000","2014-07-13T15:16:00.000","2014-07-13T15:51:00.000","15:16","35","7","2014","Internal","Peak","30"
"2014-07-14T00:00:00.000","2014-07-14T22:50:00.000","2014-07-15T00:13:00.000","22:50","83","7","2014","External","Off-Peak","31"
"2014-07-16T00:00:00.000","2014-07-16T00:21:00.000","2014-07-16T00:53:00.000","00:21","32","7","2014","External","Off-Peak","32"
"2014-07-16T00:00:00.000","2014-07-16T20:35:00.000","2014-07-16T21:16:00.000","20:35","41","7","2014","Internal","Off-Peak","33"
"2014-07-24T00:00:00.000","2014-07-24T15:40:00.000","2014-07-24T21:35:00.000","15:40","355","7","2014","Internal","Peak","34"
"2014-08-11T00:00:00.000","2014-08-11T16:25:00.000","2014-08-11T16:55:00.000","16:25","30","8","2014","Internal","Peak","35"
"2014-09-04T00:00:00.000","2014-09-04T20:00:00.000","2014-09-04T20:31:00.000","20:00","31","9","2014","Internal","Off-Peak","36"
"2014-09-09T00:00:00.000","2014-09-09T22:54:00.000","2014-09-10T05:23:00.000","22:54","389","9","2014","External","Off-Peak","37"
"2014-10-02T00:00:00.000","2014-10-02T14:38:00.000","2014-10-02T15:20:00.000","14:38","42","10","2014","Internal","Off-Peak","38"
"2014-10-07T00:00:00.000","2014-10-07T06:17:00.000","2014-10-07T06:47:00.000","06:17","30","10","2014","External","Peak","39"
"2014-10-11T00:00:00.000","2014-10-11T22:07:00.000","2014-10-12T09:30:00.000","22:07","683","10","2014","External","Off-Peak","40"
"2014-10-21T00:00:00.000","2014-10-21T08:16:00.000","2014-10-21T09:40:00.000","08:16","84","10","2014","External","Peak","41"
"2014-10-23T00:00:00.000","2014-10-23T00:06:00.000","2014-10-23T00:35:00.000","00:06","29","10","2014","External","Off-Peak","42"
"2014-10-23T00:00:00.000","2014-10-23T10:17:00.000","2014-10-23T10:45:00.000","10:17","28","10","2014","Internal","Off-Peak","43"
"2014-11-09T00:00:00.000","2014-11-09T01:57:00.000","2014-11-09T02:40:00.000","01:57","43","11","2014","External","Off-Peak","44"
"2014-11-09T00:00:00.000","2014-11-09T17:38:00.000","2014-11-09T18:23:00.000","17:38","45","11","2014","External","Peak","45"
"2014-11-11T00:00:00.000","2014-11-11T17:44:00.000","2014-11-11T18:05:00.000","17:44","21","11","2014","External","Peak","46"
"2014-11-20T00:00:00.000","2014-11-20T08:38:00.000","2014-11-20T09:38:00.000","08:38","60","11","2014","External","Peak","47"
"2014-11-20T00:00:00.000","2014-11-20T17:13:00.000","2014-11-20T18:05:00.000","17:13","52","11","2014","External","Peak","48"
"2014-11-20T00:00:00.000","2014-11-20T20:42:00.000","2014-11-21T01:48:00.000","20:42","306","11","2014","Internal","Off-Peak","49"
"2014-11-21T00:00:00.000","2014-11-21T13:57:00.000","2014-11-21T14:29:00.000","13:57","32","11","2014","External","Off-Peak","50"
"2014-11-28T00:00:00.000","2014-11-28T23:14:00.000","2014-11-28T23:50:00.000","23:14","36","11","2014","External","Off-Peak","51"
"2014-11-29T00:00:00.000","2014-11-29T04:25:00.000","2014-11-29T05:10:00.000","04:25","45","11","2014","Internal","Off-Peak","52"
"2014-12-01T00:00:00.000","2014-12-01T18:40:00.000","2014-12-01T19:10:00.000","18:40","30","12","2014","Internal","Off-Peak","53"
"2014-12-02T00:00:00.000","2014-12-02T17:53:00.000","2014-12-02T18:23:00.000","17:53","30","12","2014","External","Peak","54"
"2014-12-15T00:00:00.000","2014-12-15T12:15:00.000","2014-12-15T13:00:00.000","12:15","45","12","2014","Internal","Off-Peak","55"
"2014-12-18T00:00:00.000","2014-12-18T16:48:00.000","2014-12-18T17:18:00.000","16:48","30","12","2014","External","Peak","56"
"2014-12-19T00:00:00.000","2014-12-19T08:18:00.000","2014-12-19T08:48:00.000","08:18","30","12","2014","Internal","Peak","57"
