"station_number","station_name","timestamp","level","flow","id"
"05BJ010","Elbow River at Sarcee Bridge","2022-08-26T07:30:00.000Z","3.708","8.074","05BJ010-2022-08-26 07:30:00"
"05BJ010","Elbow River at Sarcee Bridge","2022-08-26T07:25:00.000Z","3.708","8.074","05BJ010-2022-08-26 07:25:00"
"05BJ004","Elbow River at Bragg Creek","2022-08-26T07:25:00.000Z","0.842","6.668","05BJ004-2022-08-26 07:25:00"
"05BJ004","Elbow River at Bragg Creek","2022-08-26T07:20:00.000Z","0.842","6.668","05BJ004-2022-08-26 07:20:00"
"05BJ010","Elbow River at Sarcee Bridge","2022-08-26T07:20:00.000Z","3.708","8.074","05BJ010-2022-08-26 07:20:00"
"05BJ010","Elbow River at Sarcee Bridge","2022-08-26T07:15:00.000Z","3.708","8.074","05BJ010-2022-08-26 07:15:00"
"05BJ004","Elbow River at Bragg Creek","2022-08-26T07:15:00.000Z","0.841","6.63","05BJ004-2022-08-26 07:15:00"
"05BH005","Bow River near Cochrane","2022-08-26T07:15:00.000Z","16.609","114.521","05BH005-2022-08-26 07:15:00"
"05BH005","Bow River near Cochrane","2022-08-26T07:10:00.000Z","16.612","115.224","05BH005-2022-08-26 07:10:00"
"05BJ010","Elbow River at Sarcee Bridge","2022-08-26T07:10:00.000Z","3.708","8.074","05BJ010-2022-08-26 07:10:00"
"05BJ004","Elbow River at Bragg Creek","2022-08-26T07:10:00.000Z","0.844","6.745","05BJ004-2022-08-26 07:10:00"
"05BJ004","Elbow River at Bragg Creek","2022-08-26T07:05:00.000Z","0.841","6.63","05BJ004-2022-08-26 07:05:00"
"05BJ001","Elbow River below Glenmore Dam","2022-08-26T07:05:00.000Z","0.616","4.159","05BJ001-2022-08-26 07:05:00"
"05BH005","Bow River near Cochrane","2022-08-26T07:05:00.000Z","16.612","115.224","05BH005-2022-08-26 07:05:00"
"05BJ010","Elbow River at Sarcee Bridge","2022-08-26T07:05:00.000Z","3.708","8.074","05BJ010-2022-08-26 07:05:00"
"05BH004","Bow River at Calgary","2022-08-26T07:05:00.000Z","1.264","106.87","05BH004-2022-08-26 07:05:00"
"05BJ010","Elbow River at Sarcee Bridge","2022-08-26T07:00:00.000Z","3.708","8.074","05BJ010-2022-08-26 07:00:00"
"05BH015","Jumpingpound Creek at Township Road 252","2022-08-26T07:00:00.000Z","2.478","0.784","05BH015-2022-08-26 07:00:00"
"05BH004","Bow River at Calgary","2022-08-26T07:00:00.000Z","1.264","106.87","05BH004-2022-08-26 07:00:00"
"05BJ004","Elbow River at Bragg Creek","2022-08-26T07:00:00.000Z","0.841","6.63","05BJ004-2022-08-26 07:00:00"
"05BH010","Bearspaw Reservoir near Calgary","2022-08-26T07:00:00.000Z","1090.199","108.531","05BH010-2022-08-26 07:00:00"
"05BH005","Bow River near Cochrane","2022-08-26T07:00:00.000Z","16.611","114.99","05BH005-2022-08-26 07:00:00"
"05BJ001","Elbow River below Glenmore Dam","2022-08-26T07:00:00.000Z","0.616","4.159","05BJ001-2022-08-26 07:00:00"
"05BJ001","Elbow River below Glenmore Dam","2022-08-26T06:55:00.000Z","0.616","4.159","05BJ001-2022-08-26 06:55:00"
"05BH005","Bow River near Cochrane","2022-08-26T06:55:00.000Z","16.61","114.755","05BH005-2022-08-26 06:55:00"
"05BJ010","Elbow River at Sarcee Bridge","2022-08-26T06:55:00.000Z","3.708","8.074","05BJ010-2022-08-26 06:55:00"
"05BH015","Jumpingpound Creek at Township Road 252","2022-08-26T06:55:00.000Z","2.478","0.784","05BH015-2022-08-26 06:55:00"
"05BH004","Bow River at Calgary","2022-08-26T06:55:00.000Z","1.265","107.075","05BH004-2022-08-26 06:55:00"
"05BJ004","Elbow River at Bragg Creek","2022-08-26T06:55:00.000Z","0.843","6.706","05BJ004-2022-08-26 06:55:00"
"05BJ004","Elbow River at Bragg Creek","2022-08-26T06:50:00.000Z","0.842","6.668","05BJ004-2022-08-26 06:50:00"
"05BJ001","Elbow River below Glenmore Dam","2022-08-26T06:50:00.000Z","0.616","4.159","05BJ001-2022-08-26 06:50:00"
"05BJ010","Elbow River at Sarcee Bridge","2022-08-26T06:50:00.000Z","3.708","8.074","05BJ010-2022-08-26 06:50:00"
"05BH015","Jumpingpound Creek at Township Road 252","2022-08-26T06:50:00.000Z","2.478","0.784","05BH015-2022-08-26 06:50:00"
"05BH005","Bow River near Cochrane","2022-08-26T06:50:00.000Z","16.612","115.224","05BH005-2022-08-26 06:50:00"
"05BH004","Bow River at Calgary","2022-08-26T06:50:00.000Z","1.263","106.665","05BH004-2022-08-26 06:50:00"
"05BH015","Jumpingpound Creek at Township Road 252","2022-08-26T06:45:00.000Z","2.478","0.784","05BH015-2022-08-26 06:45:00"
"05BH004","Bow River at Calgary","2022-08-26T06:45:00.000Z","1.264","106.87","05BH004-2022-08-26 06:45:00"
"05BH005","Bow River near Cochrane","2022-08-26T06:45:00.000Z","16.612","115.224","05BH005-2022-08-26 06:45:00"
"05BJ010","Elbow River at Sarcee Bridge","2022-08-26T06:45:00.000Z","3.708","8.074","05BJ010-2022-08-26 06:45:00"
"05BJ004","Elbow River at Bragg Creek","2022-08-26T06:45:00.000Z","0.843","6.706","05BJ004-2022-08-26 06:45:00"
"05BJ001","Elbow River below Glenmore Dam","2022-08-26T06:45:00.000Z","0.616","4.159","05BJ001-2022-08-26 06:45:00"
"05BJ001","Elbow River below Glenmore Dam","2022-08-26T06:40:00.000Z","0.616","4.159","05BJ001-2022-08-26 06:40:00"
"05BH004","Bow River at Calgary","2022-08-26T06:40:00.000Z","1.263","106.665","05BH004-2022-08-26 06:40:00"
"05BH015","Jumpingpound Creek at Township Road 252","2022-08-26T06:40:00.000Z","2.478","0.784","05BH015-2022-08-26 06:40:00"
"05BH005","Bow River near Cochrane","2022-08-26T06:40:00.000Z","16.612","115.224","05BH005-2022-08-26 06:40:00"
"05BJ010","Elbow River at Sarcee Bridge","2022-08-26T06:40:00.000Z","3.708","8.074","05BJ010-2022-08-26 06:40:00"
"05BJ004","Elbow River at Bragg Creek","2022-08-26T06:40:00.000Z","0.842","6.668","05BJ004-2022-08-26 06:40:00"
"05BJ010","Elbow River at Sarcee Bridge","2022-08-26T06:35:00.000Z","3.708","8.074","05BJ010-2022-08-26 06:35:00"
"05BJ004","Elbow River at Bragg Creek","2022-08-26T06:35:00.000Z","0.843","6.706","05BJ004-2022-08-26 06:35:00"
"05BJ001","Elbow River below Glenmore Dam","2022-08-26T06:35:00.000Z","0.616","4.159","05BJ001-2022-08-26 06:35:00"
