"date","year","month","community_shuttle_operating_hours","ctrain_operating_hours","large_bus_operating_hours"
"2016-02-01T00:00:00.000","2016","Feb","44685.02","17535.21","160277.2"
"2016-01-01T00:00:00.000","2016","Jan","48524.7","18433.79","165055.9"
"2015-12-01T00:00:00.000","2015","Dec","44708.26","18796.43","171215.8"
"2015-11-01T00:00:00.000","2015","Nov","45624.71","18025.37","164689.5"
"2015-10-01T00:00:00.000","2015","Oct","46961.48","18614.22","172947.6"
"2015-09-01T00:00:00.000","2015","Sep","45382.28","18127.09","169131.9"
"2015-08-01T00:00:00.000","2015","Aug","49433.63","18385.38","155712.7"
"2015-07-01T00:00:00.000","2015","Jul","48707.06","21163.75","165105.2"
"2015-06-01T00:00:00.000","2015","Jun","47180.25","18269.1","170813.3"
"2015-05-01T00:00:00.000","2015","May","49953.05","18194.49","166873.1"
"2015-04-01T00:00:00.000","2015","Apr","47408.27","18159.15","169282.8"
"2015-03-01T00:00:00.000","2015","Mar","49150.32","18731.01","174284"
"2015-02-01T00:00:00.000","2015","Feb","45637.62","16708.72","153408.7"
"2015-01-01T00:00:00.000","2015","Jan","50632.06","18531.17","170860.3"
"2014-12-01T00:00:00.000","2014","Dec","48522.5","18565.03","167827.6"
"2014-11-01T00:00:00.000","2014","Nov","49632.22","17810.82","160343.4"
"2014-10-01T00:00:00.000","2014","Oct","49978.78","18798.5","175662.2"
"2014-09-01T00:00:00.000","2014","Sep","48508.47","18083.19","168472.9"
"2014-08-01T00:00:00.000","2014","Aug","52066.51","18093.52","157827.7"
"2014-07-01T00:00:00.000","2014","Jul","51119.12","20492.02","166787.7"
"2014-06-01T00:00:00.000","2014","Jun","47357.05","17827.87","167554.9"
"2014-05-01T00:00:00.000","2014","May","48485.79","18302.4","173997.6"
"2014-04-01T00:00:00.000","2014","Apr","46483.53","17858.74","170513.1"
"2014-03-01T00:00:00.000","2014","Mar","47548.22","18274.23","169569.1"
"2014-02-01T00:00:00.000","2014","Feb","40786.91","16450.3","151489.5"
"2014-01-01T00:00:00.000","2014","Jan","44613.13","18566.29","171998.2"
"2013-12-01T00:00:00.000","2013","Dec","43764.59","18195.72","162080.5"
"2013-11-01T00:00:00.000","2013","Nov","44103.86","17710.35","161376"
"2013-10-01T00:00:00.000","2013","Oct","44672.38","18503.44","173764.7"
"2013-09-01T00:00:00.000","2013","Sep","43741.86","17593.19","162239.5"
"2013-08-01T00:00:00.000","2013","Aug","43746.23","18155.81","162209.1"
"2013-07-01T00:00:00.000","2013","Jul","43349.16","20291.92","168095.4"
"2013-06-01T00:00:00.000","2013","Jun","41533.41","17006.93","165657.6"
"2013-05-01T00:00:00.000","2013","May","42120.77","18489.21","176628.1"
"2013-04-01T00:00:00.000","2013","Apr","40792.03","18015.68","171324.7"
"2013-03-01T00:00:00.000","2013","Mar","42775.34","17981.51","164894"
"2013-02-01T00:00:00.000","2013","Feb","37009.47","16545.15","151964"
"2013-01-01T00:00:00.000","2013","Jan","40561.33","18495.96","170099.6"
"2012-12-01T00:00:00.000","2012","Dec","39890.9","17034.26","154844.1"
"2012-11-01T00:00:00.000","2012","Nov","39690.43","15563.16","170819.1"
"2012-10-01T00:00:00.000","2012","Oct","41382.3","16039.85","173908"
"2012-09-01T00:00:00.000","2012","Sep","40778.96","14897.24","156954.3"
"2012-08-01T00:00:00.000","2012","Aug","38806.85","15036.8","162553.3"
"2012-07-01T00:00:00.000","2012","Jul","39483.92","16932.96","161633"
"2012-06-01T00:00:00.000","2012","Jun","38673.22","14716.27","163493.4"
"2012-05-01T00:00:00.000","2012","May","39575.85","15334.82","172763.9"
"2012-04-01T00:00:00.000","2012","Apr","38820.29","14760.88","159753.5"
"2012-03-01T00:00:00.000","2012","Mar","39832.84","15499.92","172318.9"
"2012-02-01T00:00:00.000","2012","Feb","37232.76","14705.61","162289.5"
"2012-01-01T00:00:00.000","2012","Jan","39701.29","16062.77","174310.7"
"2011-12-01T00:00:00.000","2011","Dec","37876.26","15839.19","170618.1"
"2011-11-01T00:00:00.000","2011","Nov","37973.58","15115.27","173857.4"
"2011-10-01T00:00:00.000","2011","Oct","39515.25","14942.56","170850.1"
"2011-09-01T00:00:00.000","2011","Sep","37983.78","15192.62","172080.5"
"2011-08-01T00:00:00.000","2011","Aug","38971.91","15238.1","167922.3"
"2011-07-01T00:00:00.000","2011","Jul","39710.59","16884.68","165059.4"
"2011-06-01T00:00:00.000","2011","Jun","37250.79","15275.16","172301"
"2011-05-01T00:00:00.000","2011","May","38581.13","14977.78","172916.4"
"2011-04-01T00:00:00.000","2011","Apr","37700.33","14752.81","166294.9"
"2011-03-01T00:00:00.000","2011","Mar","36515.58","15809.41","176422.5"
"2011-02-01T00:00:00.000","2011","Feb","30565.7","13771.3","151909"
"2011-01-01T00:00:00.000","2011","Jan","33768.6","15065.7","164204.4"
"2010-12-01T00:00:00.000","2010","Dec","31780.65","15315.1","169135"
"2010-11-01T00:00:00.000","2010","Nov","31893.93","14737.95","167709.1"
"2010-10-01T00:00:00.000","2010","Oct","32983.02","14504.61","163184.7"
"2010-09-01T00:00:00.000","2010","Sep","31710.54","14579.83","164414.2"
"2010-08-01T00:00:00.000","2010","Aug","31585.81","14809.97","156575.9"
"2010-07-01T00:00:00.000","2010","Jul","31543.43","16776.07","159535.5"
"2010-06-01T00:00:00.000","2010","Jun","30824.53","14869.87","166120.4"
"2010-05-01T00:00:00.000","2010","May","32219","14763.09","161529.8"
"2010-04-01T00:00:00.000","2010","Apr","30972.81","14615.15","162398.8"
"2010-03-01T00:00:00.000","2010","Mar","31780.17","15364.84","173685.2"
"2010-02-01T00:00:00.000","2010","Feb","28493.04","13550.27","149330.8"
"2010-01-01T00:00:00.000","2010","Jan","31447.15","14900.63","160806.1"
"2009-12-01T00:00:00.000","2009","Dec","29265.84","15074.74","171481.7"
"2009-11-01T00:00:00.000","2009","Nov","28671.95","14608.58","166455.6"
"2009-10-01T00:00:00.000","2009","Oct","29904.67","14861.59","173706.4"
"2009-09-01T00:00:00.000","2009","Sep","29394.67","14857.71","169933"
"2009-08-01T00:00:00.000","2009","Aug","30871.84","14540.43","156026"
"2009-07-01T00:00:00.000","2009","Jul","30266.79","16860.6","165364.8"
"2009-06-01T00:00:00.000","2009","Jun","29424.03","14548.26","169006.8"
"2009-05-01T00:00:00.000","2009","May","29283.11","13596.08","165722.8"
"2009-04-01T00:00:00.000","2009","Apr","27694.25","13596.87","166639.7"
"2009-03-01T00:00:00.000","2009","Mar","26864.84","14324.5","173838.7"
"2009-02-01T00:00:00.000","2009","Feb","24627.48","12458.75","148794.8"
"2009-01-01T00:00:00.000","2009","Jan","27465.3","13753.78","164120.9"
"2008-12-01T00:00:00.000","2008","Dec","24954.87","13999.4","159035"
"2008-11-01T00:00:00.000","2008","Nov","25016.7","13140.52","144344.8"
"2008-10-01T00:00:00.000","2008","Oct","25703.63","13902.2","156808.9"
"2008-09-01T00:00:00.000","2008","Sep","24798.08","13300.92","151319.6"
"2008-08-01T00:00:00.000","2008","Aug","24980.18","13266.51","143923.1"
"2008-07-01T00:00:00.000","2008","Jul","24670.68","15782.54","152189.2"
"2008-06-01T00:00:00.000","2008","Jun","26002.86","13505.29","144969"
"2008-05-01T00:00:00.000","2008","May","26504.24","13610.81","148622.7"
"2008-04-01T00:00:00.000","2008","Apr","25396.3","13713.22","149700"
"2008-03-01T00:00:00.000","2008","Mar","26730.51","13553.08","141601.5"
"2008-02-01T00:00:00.000","2008","Feb","25528.13","12905.98","135185.6"
"2008-01-01T00:00:00.000","2008","Jan","26832.44","14065.64","146340.7"
"2007-12-01T00:00:00.000","2007","Dec","34360","11820.89","140081.7"
"2007-11-01T00:00:00.000","2007","Nov","33112","11919.91","154751"
"2007-10-01T00:00:00.000","2007","Oct","34204","12134.81","159807.6"
"2007-09-01T00:00:00.000","2007","Sep","33268","11202.99","146404.3"
"2007-08-01T00:00:00.000","2007","Aug","36404","11838.76","144019"
"2007-07-01T00:00:00.000","2007","Jul","36312","13745.43","142166.3"
"2007-06-01T00:00:00.000","2007","Jun","33252","11522.95","145536.2"
"2007-05-01T00:00:00.000","2007","May","34204","11920.91","143245.9"
"2007-04-01T00:00:00.000","2007","Apr","33128","11293.92","136040.3"
"2007-03-01T00:00:00.000","2007","Mar","34336","11892.65","152633.8"
"2007-02-01T00:00:00.000","2007","Feb","30952","10474.38","136359.1"
"2007-01-01T00:00:00.000","2007","Jan","34204","11608.15","151694"
