"date","year","month","community_shuttle_operating_hours","ctrain_operating_hours","large_bus_operating_hours"
"2022-06-01T00:00:00.000","2022","Jun","38160","13649","142037"
"2022-05-01T00:00:00.000","2022","May","42128","13801","139738"
"2022-04-01T00:00:00.000","2022","Apr","42651","13291","130690"
"2022-03-01T00:00:00.000","2022","Mar","42617","14193","141536"
"2022-02-01T00:00:00.000","2022","Feb","39804","12390","119306"
"2022-01-01T00:00:00.000","2022","Jan","44084","13727","131349"
"2021-12-01T00:00:00.000","2021","Dec","42038.65","14019.88","148164.2"
"2021-11-01T00:00:00.000","2021","Nov","44369.29","13267.09","141844.8"
"2021-10-01T00:00:00.000","2021","Oct","49048.27","13474.68","139558.6"
"2021-09-01T00:00:00.000","2021","Sep","45829.26","13438.29","140928.2"
"2021-08-01T00:00:00.000","2021","Aug","46828.78","12444.62","129414.4"
"2021-07-01T00:00:00.000","2021","Jul","46758.99","14342.24","130774"
"2021-06-01T00:00:00.000","2021","Jun","45412.31","11951.6","139544.4"
"2021-05-01T00:00:00.000","2021","May","48304.35","11987.06","131822.3"
"2021-04-01T00:00:00.000","2021","Apr","46494.73","11843.68","131665.7"
"2021-03-01T00:00:00.000","2021","Mar","45660.07","12345.75","144132.3"
"2021-02-01T00:00:00.000","2021","Feb","39105.25","10844.67","127546.6"
"2021-01-01T00:00:00.000","2021","Jan","44689.97","11858.84","134809"
"2020-12-01T00:00:00.000","2020","Dec","43155.52","12167.71","135914.1"
"2020-11-01T00:00:00.000","2020","Nov","43168.81","11581.9","135510.8"
"2020-10-01T00:00:00.000","2020","Oct","45694.13","12154.45","141053"
"2020-09-01T00:00:00.000","2020","Sep","44341.9","11641.12","137908.2"
"2020-08-01T00:00:00.000","2020","Aug","40076.67","11097.18","121899.8"
"2020-07-01T00:00:00.000","2020","Jul","38240.42","11279.86","124500.7"
"2020-06-01T00:00:00.000","2020","Jun","36965.79","11027.63","122677.6"
"2020-05-01T00:00:00.000","2020","May","37176.84","10946.84","135768.3"
"2020-04-01T00:00:00.000","2020","Apr","35765.08","11091.25","141709"
"2020-03-01T00:00:00.000","2020","Mar","53728.45","15347.05","165589.6"
"2020-02-01T00:00:00.000","2020","Feb","52107.9","14429.78","155484.4"
"2020-01-01T00:00:00.000","2020","Jan","55041.06","16033.04","173232.8"
"2019-12-01T00:00:00.000","2019","Dec","53360.01","15352.73","160411.2"
"2019-11-01T00:00:00.000","2019","Nov","53653.8","15495.15","160578.8"
"2019-10-01T00:00:00.000","2019","Oct","55995.09","15932.5","170542"
"2019-09-01T00:00:00.000","2019","Sep","54678.6","15184.1","159844.3"
"2019-08-01T00:00:00.000","2019","Aug","57351.83","17406.84","160992.8"
"2019-07-01T00:00:00.000","2019","Jul","56722.8","19832.64","166631.9"
"2019-06-01T00:00:00.000","2019","Jun","58004.56","16755.64","159581.7"
"2019-05-01T00:00:00.000","2019","May","60037.41","17373.27","173172.3"
"2019-04-01T00:00:00.000","2019","Apr","58269.02","16842.52","164806.7"
"2019-03-01T00:00:00.000","2019","Mar","58670.57","17457.43","167014.8"
"2019-02-01T00:00:00.000","2019","Feb","51455.85","15794.48","153315.8"
"2019-01-01T00:00:00.000","2019","Jan","56266.98","17583.44","172570.7"
"2018-12-01T00:00:00.000","2018","Dec","55968.41","16870.64","158060.7"
"2018-11-01T00:00:00.000","2018","Nov","53278.21","17203.9","167734.8"
"2018-10-01T00:00:00.000","2018","Oct","54950.45","17793.09","167715.1"
"2018-09-01T00:00:00.000","2018","Sep","54448.63","16464.17","151258.1"
"2018-08-01T00:00:00.000","2018","Aug","51467.78","17667.27","159665.6"
"2018-07-01T00:00:00.000","2018","Jul","52239.92","19849.21","156893"
"2018-06-01T00:00:00.000","2018","Jun","52064.4","16877.96","157509.1"
"2018-05-01T00:00:00.000","2018","May","54224.81","17292.61","166382.8"
"2018-04-01T00:00:00.000","2018","Apr","52943.36","16988.96","157851"
"2018-03-01T00:00:00.000","2018","Mar","54392.94","17396.05","159044.1"
"2018-02-01T00:00:00.000","2018","Feb","48632.09","15770.01","144153.4"
"2018-01-01T00:00:00.000","2018","Jan","53379.88","17575.09","161733.9"
"2017-12-01T00:00:00.000","2017","Dec","54249.16","17538.64","150024.4"
"2017-11-01T00:00:00.000","2017","Nov","52256.47","18063.75","164193.7"
"2017-10-01T00:00:00.000","2017","Oct","54872.48","18175.51","162549.7"
"2017-09-01T00:00:00.000","2017","Sep","53271.84","17567.62","155262.2"
"2017-08-01T00:00:00.000","2017","Aug","50516.75","18321.04","163360.5"
"2017-07-01T00:00:00.000","2017","Jul","51069.61","20637.27","161108"
"2017-06-01T00:00:00.000","2017","Jun","51499.28","17816.41","168128.1"
"2017-05-01T00:00:00.000","2017","May","54579.37","18337.35","172815.1"
"2017-04-01T00:00:00.000","2017","Apr","54109.01","17368.56","155737.1"
"2017-03-01T00:00:00.000","2017","Mar","53196.77","18515.8","173781.3"
"2017-02-01T00:00:00.000","2017","Feb","48807.97","16370.25","150915.5"
"2017-01-01T00:00:00.000","2017","Jan","53397.93","18230.86","171318.2"
"2016-12-01T00:00:00.000","2016","Dec","49949.65","17927.37","163614.9"
"2016-11-01T00:00:00.000","2016","Nov","48283.97","17701.04","166237.4"
"2016-10-01T00:00:00.000","2016","Oct","51026.51","17956.15","163166.4"
"2016-09-01T00:00:00.000","2016","Sep","48242.75","17641.55","164972.9"
"2016-08-01T00:00:00.000","2016","Aug","51128.76","18536.69","160876.1"
"2016-07-01T00:00:00.000","2016","Jul","52546.91","20323.71","154470"
"2016-06-01T00:00:00.000","2016","Jun","48978.94","18399.85","169118.8"
"2016-05-01T00:00:00.000","2016","May","51399.49","18718.2","168700"
"2016-04-01T00:00:00.000","2016","Apr","49403.47","18238.39","165705.7"
"2016-03-01T00:00:00.000","2016","Mar","50041.14","18894","171393.2"
