"asset_class","asset_cd","location_detail","steward","maintained_by","maint_info","life_cycle_status","asset_type","material","pathway_wam_id","longitude","latitude","location","point"
,"CPF864","43 COPPERFIELD PT SE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-50780195","-113.93040878496545","50.91473003708244","
,  
(50.91473003708244, -113.93040878496545)",
,"CNS002",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-51237858","-113.9397427797925","51.16258460831967","
,  
(51.16258460831967, -113.9397427797925)",
,"COU015",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16006109","-114.07308600569054","51.147968864063394","
,  
(51.147968864063394, -114.07308600569054)",
,"EVE908",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16005942","-114.10296182596272","50.906730372330664","
,  
(50.906730372330664, -114.10296182596272)",
,"COU014",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16006399","-114.0761466746428","51.144877560651885","
,  
(51.144877560651885, -114.0761466746428)",
,"PAN060","1999 PANATELLA BV NW","CALGARY PARKS","CALGARY PARKS","NOT ASSOCIATED WITH PATHWAY","ACTIVE","REMOVABLE","METAL",,"-114.08203396555379","51.16523929960892","
,  
(51.16523929960892, -114.08203396555379)",
"2018/05/09:ACR WAS ZERO; CHANGED TO NULL AND LEFT THE ACR DATE","LKV505",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16003499","-114.12342063080138","50.99307110032191","
,  
(50.99307110032191, -114.12342063080138)",
,"WSP021",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16007456","-114.2054939968605","51.0531660315622","
,  
(51.0531660315622, -114.2054939968605)",
,"NAW511",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL",,"-114.00213005689281","51.08831105788194","
,  
(51.08831105788194, -114.00213005689281)",
,"WSP498",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16000807","-114.19707330600568","51.06568857994217","
,  
(51.06568857994217, -114.19707330600568)",
,"OAK072",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16003575","-114.13315294651439","50.9682794863826","
,  
(50.9682794863826, -114.13315294651439)",
,"TUS645","55 TUSCANY MEADOWS CL NW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16006723","-114.24363606298016","51.11614872861104","
,  
(51.11614872861104, -114.24363606298016)",
,"SAN646",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16004873","-114.0959398255246","51.14143238948165","
,  
(51.14143238948165, -114.0959398255246)",
"INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION","SIL245","215 SILVER CREST DR NW","CALGARY PARKS","CALGARY PARKS","NOT ASSOCIATED WITH PATHWAY","ACTIVE","FIXED","METAL",,"-114.19832232863666","51.10252904814069","
,  
(51.10252904814069, -114.19832232863666)",
,"CHA274",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16005230","-114.04266262993565","50.880397820173066","
,  
(50.880397820173066, -114.04266262993565)",
,"SHN627","123 SHAWBROOKE CR SW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16004624","-114.09379616621538","50.906845231119824","
,  
(50.906845231119824, -114.09379616621538)",
,"NAW511",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-51091086","-114.0023199987502","51.08686146690529","
,  
(51.08686146690529, -114.0023199987502)",
,"COU013","909 COUNTRY HILLS DR NW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16006106","-114.07509252848958","51.14572722699697","
,  
(51.14572722699697, -114.07509252848958)",
,"12I002","20607 56 ST SE","CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","REMOVABLE","METAL",,"-113.95504474307317","50.863705265596984","
,  
(50.863705265596984, -113.95504474307317)",
,"SKR015",,"OUTSIDE AGENCY","CALGARY PARKS","2020/10/05: AS PER A RODRIGUES TO BE MAINTAINED BY PARKS","ACTIVE","REMOVABLE","METAL",,"-113.9566791229015","51.1545379532512","
,  
(51.1545379532512, -113.9566791229015)",
"2018/05/09:ACR WAS ZERO; CHANGED TO NULL AND LEFT THE ACR DATE","EFV215",,"CALGARY PARKS","CALGARY PARKS","SEE REPOSITORY FOR EMAIL FROM D HAY RE ACCEPTANCE R:\Subdivision_Development\CAPITAL_PROJECT_APPROVAL_DOCUMENTS\GRAVES_BRIDGE","ACTIVE","REMOVABLE","METAL","R-50800280","-114.02565497911434","50.98693819678155","
,  
(50.98693819678155, -114.02565497911434)",
,"MPK548","755 MADEIRA DR NE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16002627","-113.94819567175247","51.05917989710425","
,  
(51.05917989710425, -113.94819567175247)",
,"PAN041",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16005744","-114.07424324849767","51.16314867954419","
,  
(51.16314867954419, -114.07424324849767)",
,"STR812","220R STRATHEARN CR SW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16004758","-114.16737492185095","51.041111073325325","
,  
(51.041111073325325, -114.16737492185095)",
,"SCE352",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","REMOVABLE","METAL","R-16001566","-114.21829561179943","51.1062555430652","
,  
(51.1062555430652, -114.21829561179943)",
,"HIL495",,"CALGARY PARKS","CALGARY PARKS","NOT ASSOCIATED WITH PATHWAY","ACTIVE","REMOVABLE","METAL",,"-114.0866588844692","51.051475599099255","
,  
(51.051475599099255, -114.0866588844692)",
,"PIN238",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16002413","-113.95126576521322","51.07544310426769","
,  
(51.07544310426769, -113.95126576521322)",
"FLD ACR 2. APPEARS TO BE OUTSIDE OF FLOOD AREA","DDG761",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16006879","-114.01434896931697","50.95555991522301","
,  
(50.95555991522301, -114.01434896931697)",
,"MAH019",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL",,"-113.91313219246088","50.895186670701264","
,  
(50.895186670701264, -113.91313219246088)",
"2015_ACR 4","DNC100",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL",,"-114.05854966622776","51.045381160674715","
,  
(51.045381160674715, -114.05854966622776)",
,"CHA284",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16005257","-114.030087945608","50.88025546959875","
,  
(50.88025546959875, -114.030087945608)",
,"DDG724",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16006746","-114.0102835083032","50.95300030945454","
,  
(50.95300030945454, -114.0102835083032)",
"CAPITAL PROJECT - SEPARATE STATUS FROM SITE AND SITE ELEMENT","MOP671",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","FIXED","METAL","R-16001942","-114.08310962133552","51.074765669917134","
,  
(51.074765669917134, -114.08310962133552)",
,"TEM060","148 TEMPLEWOOD RD NE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16002217","-113.9570673807621","51.088561477793036","
,  
(51.088561477793036, -113.9570673807621)",
"INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION","GPK056","1915 HERITAGE DR SW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16003616","-114.09832144856317","50.97779620635321","
,  
(50.97779620635321, -114.09832144856317)",
,"PAN077",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-50721289","-114.08592960244582","51.1660755667985","
,  
(51.1660755667985, -114.08592960244582)",
,"DAL200",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16000760","-114.15450404169152","51.10871421451538","
,  
(51.10871421451538, -114.15450404169152)",
"FLD ACR 3. VISIBLE SIGNS OF MINIMAL CORROSION NEAR BASE AND SOME RELECTIVE TAPE MISSING NEAR TOP.","CHA002","135 CHAPARRAL VALLEY SQ SE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-50872721","-114.01544831022865","50.88678360581913","
,  
(50.88678360581913, -114.01544831022865)",
,"MLR410",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16004714","-114.09682422120505","50.91535111955529","
,  
(50.91535111955529, -114.09682422120505)",
,"COV101","19 COVILLE CI NE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16007041","-114.04318663553089","51.172988308996594","
,  
(51.172988308996594, -114.04318663553089)",
,"TUS640","86 TUSCANY SPRINGS CI NW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16006688","-114.24375153128291","51.132020997726706","
,  
(51.132020997726706, -114.24375153128291)",
,"AUB013",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL",,"-113.95294670361646","50.89172274806718","
,  
(50.89172274806718, -113.95294670361646)",
"DECORATIVE","LEG001",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL",,"-114.02118395393067","50.86074552818721","
,  
(50.86074552818721, -114.02118395393067)",
,"ARB012","220 ARBOUR LAKE RD NW","CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","REMOVABLE","METAL",,"-114.21420026566408","51.12884348621534","
,  
(51.12884348621534, -114.21420026566408)",
,"CAP670",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","TIMBER","R-16001086","-114.09322612925638","51.07326545772359","
,  
(51.07326545772359, -114.09322612925638)",
,"BOW220",,"CALGARY PARKS","CALGARY PARKS","NOT RELATED TO A PATHWAY","ACTIVE","REMOVABLE","METAL",,"-114.21662012002757","51.096956191672945","
,  
(51.096956191672945, -114.21662012002757)",
"INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION","ERI859",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16005022","-113.9682527597499","51.01571338227319","
,  
(51.01571338227319, -113.9682527597499)",
,"DIS103","23 DISCOVERY RIDGE PA SW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16007239","-114.2096825144168","51.016216042456925","
,  
(51.016216042456925, -114.2096825144168)",
,"CPF852",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16007681","-113.94345344221617","50.910041694576364","
,  
(50.910041694576364, -113.94345344221617)",
"OLSH DEVELOPED","ESH001","6970 107 AV SE","CALGARY PARKS","CALGARY PARKS","NOT ASSOCIATED WITH PATHWAY","ACTIVE","REMOVABLE","METAL","R-51113108","-113.92823863608005","50.96064742173153","
,  
(50.96064742173153, -113.92823863608005)",
,"ARB130","39 ARBOUR VISTA HL NW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16005459","-114.19889004825231","51.13572040360501","
,  
(51.13572040360501, -114.19889004825231)",
,"PCK002",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-51340922","-114.0754137074995","50.860995869959744","
,  
(50.860995869959744, -114.0754137074995)",
,"BED600",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-50746052","-114.1059214101294","51.1314727752579","
,  
(51.1314727752579, -114.1059214101294)",
"PARKS FOUNDATION SE CALGARY PH2A GREENWAY","12A895","PARKS FOUNDATION SE CALGARY PH2A GREENWAY","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-51218903","-113.91175493489924","50.97017899616171","
,  
(50.97017899616171, -113.91175493489924)",
,"WSP038",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-50888637","-114.22253205105793","51.06682298983625","
,  
(51.06682298983625, -114.22253205105793)",
,"PAN457",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16005732","-114.08092817195127","51.15466796265026","
,  
(51.15466796265026, -114.08092817195127)",
,"ROY382",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16006953","-114.22562843144955","51.15145549321062","
,  
(51.15145549321062, -114.22562843144955)",
,"CHA284",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16005253","-114.02764999375718","50.88001231437933","
,  
(50.88001231437933, -114.02764999375718)",
,"SPH021",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16001228","-114.20419930626693","51.031847394329525","
,  
(51.031847394329525, -114.20419930626693)",
,"SGH025","851 SAGE VALLEY BV NW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-50873578","-114.15424725078987","51.17275895544106","
,  
(51.17275895544106, -114.15424725078987)",
,"NPK454",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","PLASTIC",,"-114.13252742916926","51.12670731203942","
,  
(51.12670731203942, -114.13252742916926)",
"Missing. May have been removed for flood cleanup.","MIS248",,"CALGARY PARKS","CALGARY PARKS","DECORATIVE BOLLARD, NOT ASSOCIATED WITH PATHWAY AS PER M BLAIR","ACTIVE","FIXED","METAL","R-16033084","-114.06663046015065","51.029500071526016","
,  
(51.029500071526016, -114.06663046015065)",
,"HAM946",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16003938","-114.12840976919375","51.142222256845315","
,  
(51.142222256845315, -114.12840976919375)",
,"EVE917",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16006035","-114.11977731965794","50.924209438240894","
,  
(50.924209438240894, -114.11977731965794)",
,"SHN942",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16004674","-114.06964380778452","50.90297373189428","
,  
(50.90297373189428, -114.06964380778452)",
,"DIS103",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16007207","-114.20136255196016","51.01321394901046","
,  
(51.01321394901046, -114.20136255196016)",
,"RIV883","104 RIVER ROCK CI SE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16004291","-114.00621574656145","50.96948030789819","
,  
(50.96948030789819, -114.00621574656145)",
,"DDG747","21 DOUGLAS RIDGE GR SE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16005006","-113.98025841812435","50.93689530950743","
,  
(50.93689530950743, -113.98025841812435)",
,"SKR016",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-51232191","-113.95434418087687","51.15575433655981","
,  
(51.15575433655981, -113.95434418087687)",
,"PCK003",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-51371360","-114.05613888061293","50.861647016540836","
,  
(50.861647016540836, -114.05613888061293)",
,"HID530",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-51012241","-114.11582639317453","51.153562101979645","
,  
(51.153562101979645, -114.11582639317453)",
,"WHI012",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-51047176","-113.97002154622336","51.08461526689885","
,  
(51.08461526689885, -113.97002154622336)",
,"SOM656",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16007111","-114.0715993341534","50.90107654410129","
,  
(50.90107654410129, -114.0715993341534)",
,"ST2507",,"CALGARY PARKS","CALGARY PARKS","TI PROJECT","ACTIVE","REMOVABLE","METAL","R-51077049","-114.03015110678106","51.14067082008782","
,  
(51.14067082008782, -114.03015110678106)",
,"TUS603","350 TUSCANY RAVINE RD NW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16006813","-114.23140099622162","51.109860433200346","
,  
(51.109860433200346, -114.23140099622162)",
,"GPK056","8415 24 ST SW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16005506","-114.12056038743428","50.9744722088849","
,  
(50.9744722088849, -114.12056038743428)",
,"SVO001","5 SILVERADO BANK CI SW","CALGARY PARKS","CALGARY PARKS","NON STANDARD, BLACK","ACTIVE","FIXED","METAL","R-16001073","-114.083113760133","50.88329455647391","
,  
(50.88329455647391, -114.083113760133)",
,"SAD319","61 SADDLELAKE GD NE","CALGARY PARKS","CALGARY PARKS","NOT ASSOCIATED WITH PATHWAY","ACTIVE","FIXED","METAL",,"-113.93192753724217","51.130962662943276","
,  
(51.130962662943276, -113.93192753724217)",
,"GAW632","201 GARRISON SQ SW","CALGARY PARKS","CALGARY PARKS","TRYSTAN 'PARK AVENUE' PERMANENT BOLLARD","ACTIVE","FIXED","METAL","R-16005031","-114.11367677145486","51.02143562671774","
,  
(51.02143562671774, -114.11367677145486)",
,"MID369",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16004349","-114.05346303955105","50.91571786028926","
,  
(50.91571786028926, -114.05346303955105)",
"2017/10/03: M WONG - ESTABLISHED COMMUNITY UPGRADES; FINAL MAINTENANCE CERTIFICATE ISSUED; USED THAT DATE FOR FAC/ACTIVE DATE; INSTALL DT EXISTING-CAME FROM PREVIOUS CHANGE REQUESTS-USED IN CCC DT","CAP321","1531 21 AV NW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL",,"-114.0949772036525","51.07063635898919","
,  
(51.07063635898919, -114.0949772036525)",
,"MOR678",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16001698","-113.93163534796571","51.07994765279308","
,  
(51.07994765279308, -113.93163534796571)",
,"EDG055",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","FIXED","METAL","R-51043090","-114.15052918225169","51.1329993049044","
,  
(51.1329993049044, -114.15052918225169)",
,"SKR005",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL",,"-113.96014590157546","51.154451079932876","
,  
(51.154451079932876, -113.96014590157546)",
,"WLD769",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16002886","-114.1552654147458","51.05194626122962","
,  
(51.05194626122962, -114.1552654147458)",
,"PAN041",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16005743","-114.07397976554981","51.16391820998994","
,  
(51.16391820998994, -114.07397976554981)",
,"EVE965","133 EVEROAK PA SW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16001072","-114.11417557583208","50.91760500086889","
,  
(50.91760500086889, -114.11417557583208)",
,"LEG021",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL",,"-114.01535651593684","50.85329114588901","
,  
(50.85329114588901, -114.01535651593684)",
,"CSC001",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-51120256","-113.96494325790967","51.1521534150694","
,  
(51.1521534150694, -113.96494325790967)",
,"GPK056","8415 24 ST SW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16005510","-114.1189324996105","50.97482980535304","
,  
(50.97482980535304, -114.1189324996105)",
,"VAL714","12121 VALLEY RIDGE DR NW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-50890284","-114.26903688562356","51.09254090503305","
,  
(51.09254090503305, -114.26903688562356)",
,"LPK546",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16005528","-114.13695304762696","51.015402926136325","
,  
(51.015402926136325, -114.13695304762696)",
,"MRT108","837 MARTINDALE BV NE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16005150","-113.96262750183986","51.12288048781082","
,  
(51.12288048781082, -113.96262750183986)",
,"PAN011",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16005673","-114.08371999917411","51.15098858497815","
,  
(51.15098858497815, -114.08371999917411)",
"2018/05/09:ACR WAS ZERO; CHANGED TO NULL AND LEFT THE ACR DATE","HIL497",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-50898640","-114.09455109802937","51.04990329211944","
,  
(51.04990329211944, -114.09455109802937)",
,"HID536",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-51302267","-114.10806193503453","51.152744741264975","
,  
(51.152744741264975, -114.10806193503453)",
,"EVE954",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16005614","-114.09784879481032","50.925689461130126","
,  
(50.925689461130126, -114.09784879481032)",
,"SHN622","200R SHAWBROOKE MR SW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16004616","-114.09723629994377","50.90686416534115","
,  
(50.90686416534115, -114.09723629994377)",
,"LIV001",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL",,"-114.0651979739844","51.189748140400475","
,  
(51.189748140400475, -114.0651979739844)",
,"SPH002",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-51057115","-114.22171832000502","51.036561381630925","
,  
(51.036561381630925, -114.22171832000502)",
,"SPH015","7622 SPRINGBANK BV SW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16005275","-114.19784402731888","51.01862066209168","
,  
(51.01862066209168, -114.19784402731888)",
,"PAN060","1999 PANATELLA BV NW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16005782","-114.0827798752659","51.16463701016506","
,  
(51.16463701016506, -114.0827798752659)",
,"ARB011",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","REMOVABLE","METAL","R-51390225","-114.2148786594321","51.13096267613093","
,  
(51.13096267613093, -114.2148786594321)",
,"COV972","153 COVEWOOD PA NE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16007033","-114.04457274627848","51.16873395743177","
,  
(51.16873395743177, -114.04457274627848)",
,"SAN759",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16004888","-114.0909833821161","51.13568751139909","
,  
(51.13568751139909, -114.0909833821161)",
,"MCK639","19 MT BREWSTER PL SE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-51015784","-113.98653300956911","50.91843799819919","
,  
(50.91843799819919, -113.98653300956911)",
"ACR 3","MIS248",,"CALGARY PARKS","CALGARY PARKS","DECORATIVE BOLLARD, NOT ASSOCIATED WITH PATHWAY AS PER M BLAIR","ACTIVE","FIXED","METAL",,"-114.06731426881763","51.02952006033514","
,  
(51.02952006033514, -114.06731426881763)",
,"HAR465",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16006216","-114.05839279333438","51.15132702731544","
,  
(51.15132702731544, -114.05839279333438)",
,"MDH002",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","REMOVABLE","METAL","R-51372681","-114.20410524248642","51.08047163424079","
,  
(51.08047163424079, -114.20410524248642)",
"ACR 3FLD ACR 4. NOT IN FLOOD AREA. NO LOCK AND PIN. BOLLARD IS LARGE AND DOES NOT HAVE HANDLES FOR LIFTING SAFELY. SEE PICTURE.","DDG718","2219 DOUGLASBANK CR SE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16004992","-114.0081359448413","50.942791004098346","
,  
(50.942791004098346, -114.0081359448413)",
,"WSP498",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16000805","-114.19714085571847","51.06597661326674","
,  
(51.06597661326674, -114.19714085571847)",
,"SET017",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","FIXED","METAL","R-51372508","-113.95511712839951","50.86769196405295","
,  
(50.86769196405295, -113.95511712839951)",
,"SNA178",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16002740","-114.10445393702794","51.047252700165636","
,  
(51.047252700165636, -114.10445393702794)",
,"12B001","12350 84 ST SE","CALGARY PARKS","CALGARY PARKS","NOT ASSOCIATED WITH PATHWAY","ACTIVE","FIXED","METAL",,"-113.90395704011026","50.93778564967007","
,  
(50.93778564967007, -113.90395704011026)",
"2018/05/09:ACR WAS ZERO; CHANGED TO NULL AND LEFT THE ACR DATE","PAN010","XX PANTON RD NW","CALGARY PARKS","CALGARY PARKS","NOT ASSOCIATED WITH PATHWAY","ACTIVE","FIXED","METAL",,"-114.08448601849304","51.172455038491364","
,  
(51.172455038491364, -114.08448601849304)",
,"SGH008",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-51123025","-114.1264878467625","51.18214724920079","
,  
(51.18214724920079, -114.1264878467625)",
,"ASP001",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"ACTIVE","FIXED","METAL","R-50767670","-114.21723338048172","51.047027971549696","
,  
(51.047027971549696, -114.21723338048172)",
,"OGD797",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16004144","-114.01565035108435","50.99104408491131","
,  
(50.99104408491131, -114.01565035108435)",
,"HAR639","7 HARVEST PARK CI NE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16005198","-114.0574647253104","51.1441880682745","
,  
(51.1441880682745, -114.0574647253104)",
"2018/05/09:ACR WAS ZERO; CHANGED TO NULL AND LEFT THE ACR DATE","SCE275",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16001530","-114.21469055263059","51.11117712295568","
,  
(51.11117712295568, -114.21469055263059)",
,"PAN034",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16005695","-114.0736012203767","51.15380600310356","
,  
(51.15380600310356, -114.0736012203767)",
"2018/05/09:ACR WAS ZERO; CHANGED TO NULL AND LEFT THE ACR DATE","NHV814","4716 NIPAWIN CR NW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-50866478","-114.08776308401444","51.09393739293741","
,  
(51.09393739293741, -114.08776308401444)",
,"ASP508","60 ASPEN STONE CR SW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16000892","-114.213349376918","51.04324980739801","
,  
(51.04324980739801, -114.213349376918)",
,"SKR016",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-51232191","-113.95436624756817","51.1560748338336","
,  
(51.1560748338336, -113.95436624756817)",
,"GPK701",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16003081","-114.10072360820506","51.00548288130369","
,  
(51.00548288130369, -114.10072360820506)",
,"NGM476",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-50804977","-114.11571523742063","50.995032783956056","
,  
(50.995032783956056, -114.11571523742063)",
