"address","direction","segment_id","study_date","study_id","volume","id"
"162 Av SW West of Macleod Tr","W","33354","2021-01-01T00:00:00.000","454388","22","33354-2021-01-01 00:00:00"
"162 Av SW West of Macleod Tr","W","33354","2021-01-01T00:15:00.000","454388","32","33354-2021-01-01 00:15:00"
"162 Av SW West of Macleod Tr","W","33354","2021-01-01T00:30:00.000","454388","36","33354-2021-01-01 00:30:00"
"162 Av SW West of Macleod Tr","W","33354","2021-01-01T00:45:00.000","454388","29","33354-2021-01-01 00:45:00"
"162 Av SW West of Macleod Tr","W","33354","2021-01-01T01:00:00.000","454388","29","33354-2021-01-01 01:00:00"
"162 Av SW West of Macleod Tr","W","33354","2021-01-01T01:15:00.000","454388","21","33354-2021-01-01 01:15:00"
"162 Av SW West of Macleod Tr","W","33354","2021-01-01T01:30:00.000","454388","18","33354-2021-01-01 01:30:00"
"162 Av SW West of Macleod Tr","W","33354","2021-01-01T01:45:00.000","454388","24","33354-2021-01-01 01:45:00"
"162 Av SW West of Macleod Tr","W","33354","2021-01-01T02:00:00.000","454388","15","33354-2021-01-01 02:00:00"
"162 Av SW West of Macleod Tr","W","33354","2021-01-01T02:15:00.000","454388","23","33354-2021-01-01 02:15:00"
"162 Av SW West of Macleod Tr","W","33354","2021-01-01T02:30:00.000","454388","17","33354-2021-01-01 02:30:00"
"162 Av SW West of Macleod Tr","W","33354","2021-01-01T02:45:00.000","454388","11","33354-2021-01-01 02:45:00"
"162 Av SW West of Macleod Tr","W","33354","2021-01-01T03:00:00.000","454388","20","33354-2021-01-01 03:00:00"
"162 Av SW West of Macleod Tr","W","33354","2021-01-01T03:15:00.000","454388","8","33354-2021-01-01 03:15:00"
"162 Av SW West of Macleod Tr","W","33354","2021-01-01T03:30:00.000","454388","8","33354-2021-01-01 03:30:00"
"162 Av SW West of Macleod Tr","W","33354","2021-01-01T03:45:00.000","454388","9","33354-2021-01-01 03:45:00"
"162 Av SW West of Macleod Tr","W","33354","2021-01-01T04:00:00.000","454388","7","33354-2021-01-01 04:00:00"
"162 Av SW West of Macleod Tr","W","33354","2021-01-01T04:15:00.000","454388","7","33354-2021-01-01 04:15:00"
"162 Av SW West of Macleod Tr","W","33354","2021-01-01T04:30:00.000","454388","11","33354-2021-01-01 04:30:00"
"162 Av SW West of Macleod Tr","W","33354","2021-01-01T04:45:00.000","454388","8","33354-2021-01-01 04:45:00"
"162 Av SW West of Macleod Tr","W","33354","2021-01-01T05:00:00.000","454388","7","33354-2021-01-01 05:00:00"
"162 Av SW West of Macleod Tr","W","33354","2021-01-01T05:15:00.000","454388","15","33354-2021-01-01 05:15:00"
"162 Av SW West of Macleod Tr","W","33354","2021-01-01T05:30:00.000","454388","15","33354-2021-01-01 05:30:00"
"162 Av SW West of Macleod Tr","W","33354","2021-01-01T05:45:00.000","454388","11","33354-2021-01-01 05:45:00"
"162 Av SW West of Macleod Tr","W","33354","2021-01-01T06:00:00.000","454388","16","33354-2021-01-01 06:00:00"
