"roll_year","roll_number","address","assessed_value","assessment_class","assessment_class_description","re_assessed_value","nr_assessed_value","fl_assessed_value","comm_code","comm_name","latitude","longitude","unique_key","year_of_construction","land_use_designation","property_type","land_size_sm","land_size_sf","land_size_ac","sub_property_use","point"
"2017","423723","A 320 4 AV SW","850500","NR","Non-residential",,,,"DNC","DOWNTOWN COMMERCIAL CORE",,,"2017000423723",,,,,,,,
"2017","442236","140 6 AV SE","0","NR","Non-residential",,,,"DNC","DOWNTOWN COMMERCIAL CORE","51.0476656309855","-114.06091943201","2017000442236",,,,,,,,"POINT (-114.06091943201 51.0476656309855)"
"2017","453910","342 2 AV SW","1218000","NR","Non-residential",,,,"EAU","EAU CLAIRE",,,"2017000453910",,,,,,,,
"2017","457903","550 11 AV SW","0","NR","Non-residential",,,,"BLN","BELTLINE",,,"2017000457903",,,,,,,,
"2017","911487","700 CENTRE ST SE","5474848","NR","Non-residential",,,,"DNC","DOWNTOWN COMMERCIAL CORE",,,"2017000911487",,,,,,,,
"2017","935304","1P 315 8 AV SW","239400","NR","Non-residential",,,,"DNC","DOWNTOWN COMMERCIAL CORE",,,"2017000935304",,,,,,,,
"2017","972133","815 10 AV SW","0","NR","Non-residential",,,,"BLN","BELTLINE",,,"2017000972133",,,,,,,,
"2017","1020502","8925 BARLOW TR NE","0","NR","Non-residential",,"0",,"CIA","CALGARY INTERNATIONAL AIRPORT","51.0991509674986","-114.012342366138","2017001020502",,"S-CRI","LI","19490671.7","209802709","4816.41","IS1206","POINT (-114.012342366138 51.0991509674986)"
"2017","2004505","3420 80 AV NE","295000","RE","Residential","295000",,,"CIA","CALGARY INTERNATIONAL AIRPORT","51.1257068398231","-113.985933538974","2017002004505",,"S-FUD","LI","17742.6","190986","4.38",,"POINT (-113.985933538974 51.1257068398231)"
"2017","3000106","9020 36 ST NE","1180","FL","Farm land",,,"1180","SRI","SADDLE RIDGE INDUSTRIAL","51.1334497470062","-113.98084305493","2017003000106",,"S-FUD","LO","16969.9","182668","4.19","FL0303","POINT (-113.98084305493 51.1334497470062)"
"2017","3000502","9220 38 ST NE","121500","NR","Non-residential",,"121500",,"SRI","SADDLE RIDGE INDUSTRIAL","51.1356014132985","-113.977934080885","2017003000502",,"S-SPR","LO","8386","90269","2.07",,"POINT (-113.977934080885 51.1356014132985)"
"2017","3001401","4515 88 AV NE","470000","RE","Residential","470000",,,"SAD","SADDLE RIDGE","51.1315634764011","-113.969230817502","2017003001401",,"S-FUD","LI","17934.6","193053","4.43",,"POINT (-113.969230817502 51.1315634764011)"
"2017","3001500","4607 88 AV NE","498500","RE","Residential","398800","99700",,"SAD","SADDLE RIDGE","51.131562392978","-113.967841265385","2017003001500",,"S-FUD","LI","19682.3","211865","4.86","IN0801","POINT (-113.967841265385 51.131562392978)"
"2017","3001609","4715 88 AV NE","481000","RE","Residential","384800","96200",,"SAD","SADDLE RIDGE","51.1315610927284","-113.966387180366","2017003001609",,"S-FUD","LI","19683.7","211880","4.86","IN0801","POINT (-113.966387180366 51.1315610927284)"
"2017","3001708","4815 88 AV NE","450000","RE","Residential","450000",,,"SAD","SADDLE RIDGE","51.1315600110454","-113.964933682356","2017003001708",,"S-FUD","LI","19668.8","211720","4.86",,"POINT (-113.964933682356 51.1315600110454)"
"2017","3001807","4903 88 AV NE","453500","RE","Residential","453500",,,"SAD","SADDLE RIDGE","51.1315584756564","-113.963480685049","2017003001807",,"S-FUD","LI","19682.3","211865","4.86",,"POINT (-113.963480685049 51.1315584756564)"
"2017","3002003","5111 88 AV NE","438500","RE","Residential","438500",,,"SAD","SADDLE RIDGE","51.1315558108425","-113.960572978041","2017003002003",,"S-FUD","LI","19684.6","211890","4.86",,"POINT (-113.960572978041 51.1315558108425)"
"2017","3002102","8825 52 ST NE","559500","RE","Residential","559500",,,"SAD","SADDLE RIDGE","51.1315544307695","-113.959190907546","2017003002102",,"S-FUD","LI","17740.4","190962","4.38",,"POINT (-113.959190907546 51.1315544307695)"
"2017","3002201","8607 52 ST NE","443500","RE","Residential","443500",,,"SAD","SADDLE RIDGE","51.1298150855822","-113.959192227616","2017003002201",,"S-FUD","LI","17740.5","190964","4.38",,"POINT (-113.959192227616 51.1298150855822)"
"2017","3002508","4908 84 AV NE","489000","RE","Residential","489000",,,"SAD","SADDLE RIDGE","51.1298200595125","-113.963481597157","2017003002508",,"S-FUD","LI","19672.6","211761","4.86",,"POINT (-113.963481597157 51.1298200595125)"
"2017","3002607","4820 84 AV NE","342500","RE","Residential","342500",,,"SAD","SADDLE RIDGE","51.1298197913901","-113.964934601568","2017003002607",,"S-FUD","LO","19678.6","211825","4.86",,"POINT (-113.964934601568 51.1298197913901)"
"2017","3002706","4720 84 AV NE","437000","RE","Residential","437000",,,"SAD","SADDLE RIDGE","51.1298194844004","-113.966386748152","2017003002706",,"S-FUD","LI","19759.3","212694","4.88",,"POINT (-113.966386748152 51.1298194844004)"
"2017","3002805","4612 84 AV NE","1460000","RE","Residential","1460000",,,"SAD","SADDLE RIDGE","51.1298219702218","-113.967841364343","2017003002805",,"S-FUD","LI","19733.2","212413","4.88",,"POINT (-113.967841364343 51.1298219702218)"
"2017","3002904","8608 METIS TR NE","452500","RE","Residential","452500",,,"SAD","SADDLE RIDGE","51.1298242846749","-113.969231883478","2017003002904",,"S-FUD","LI","17971.2","193447","4.44",,"POINT (-113.969231883478 51.1298242846749)"
"2017","3003100","4615 84 AV NE","453000","RE","Residential","453000",,,"SAD","SADDLE RIDGE","51.1279038605268","-113.967843815087","2017003003100",,"S-FUD","LI","19684.4","211889","4.86",,"POINT (-113.967843815087 51.1279038605268)"
"2017","3003209","4719 84 AV NE","452500","RE","Residential","452500",,,"SAD","SADDLE RIDGE","51.127902461568","-113.966390180845","2017003003209",,"S-FUD","LI","19686.8","211914","4.86",,"POINT (-113.966390180845 51.127902461568)"
"2017","3003308","4811 84 AV NE","384500","RE","Residential","365275","19225",,"SAD","SADDLE RIDGE","51.1279010643804","-113.964936435481","2017003003308",,"S-FUD","LI","19688.8","211935","4.87","RE0100","POINT (-113.964936435481 51.1279010643804)"
"2017","3003407","4907 84 AV NE","547500","RE","Residential","547500",,,"SAD","SADDLE RIDGE","51.1278995342765","-113.963482624733","2017003003407",,"S-FUD","LI","19690.8","211957","4.87",,"POINT (-113.963482624733 51.1278995342765)"
"2017","3003506","5029 84 AV NE","455000","RE","Residential","455000",,,"SAD","SADDLE RIDGE","51.1278980389155","-113.962028845991","2017003003506",,"S-FUD","LI","19693","211980","4.87",,"POINT (-113.962028845991 51.1278980389155)"
"2017","3003605","5119 84 AV NE","466500","RE","Residential","466500",,,"SAD","SADDLE RIDGE","51.1278968423478","-113.960575145495","2017003003605",,"S-FUD","LI","19698.3","212037","4.87",,"POINT (-113.960575145495 51.1278968423478)"
"2017","3003704","8415 52 ST NE","449000","RE","Residential","449000",,,"SAD","SADDLE RIDGE","51.1278950993637","-113.959192871814","2017003003704",,"S-FUD","LI","17750.9","191076","4.39",,"POINT (-113.959192871814 51.1278950993637)"
"2017","4000501","6804 89 AV NE","1860000","RE","Residential","1860000",,,"SAD","SADDLE RIDGE","51.1347735244607","-113.940057985401","2017004000501",,"S-FUD","LI","13928.4","149929","3.44","RE0100","POINT (-113.940057985401 51.1347735244607)"
"2017","4000600","6812 89 AV NE","2060000","RE","Residential","2060000",,,"SAD","SADDLE RIDGE","51.1347739432722","-113.938751860321","2017004000600",,"R-1s","LO","13928.5","149930","3.44","RE0100","POINT (-113.938751860321 51.1347739432722)"
"2017","4000709","6820 89 AV NE","1750000","RE","Residential","1750000",,,"SAD","SADDLE RIDGE","51.1347743652929","-113.937445689415","2017004000709",,"M-1,R-1s,S-SPR","LO","13928.4","149929","3.44","RE0100","POINT (-113.937445689415 51.1347743652929)"
"2007","200807519","426S 3111 34 AV NW","0","RE","Residential","0",,,"VAR","VARSITY","51.08248628","-114.1277637","2007200807519",,,,,,,,"POINT (-114.1277637 51.08248628)"
"2017","4000808","6828 89 AV NE","1840000","RE","Residential","1840000",,,"SAD","SADDLE RIDGE","51.1347766814093","-113.93608626411","2017004000808",,"M-1,R-1s","LO","15061.3","162124","3.72",,"POINT (-113.93608626411 51.1347766814093)"
"2017","4000907","6827 89 AV NE","2830000","RE","Residential","2830000",,,"SAD","SADDLE RIDGE","51.1332067961853","-113.93608359784","2017004000907",,"S-FUD","LI","15051","162013","3.72","RE0100","POINT (-113.93608359784 51.1332067961853)"
"2017","4001004","6819 89 AV NE","2610000","RE","Residential","2610000",,,"SAD","SADDLE RIDGE","51.133207796843","-113.937443556565","2017004001004",,"S-FUD","LI","13927.8","149923","3.44","RE0100","POINT (-113.937443556565 51.133207796843)"
"2017","4001103","6811 89 AV NE","1920000","RE","Residential","1920000",,,"SAD","SADDLE RIDGE","51.133207331629","-113.938750543701","2017004001103",,"S-FUD","LI","13927.7","149922","3.44","RE0100","POINT (-113.938750543701 51.133207331629)"
"2017","4001202","6803 89 AV NE","1770000","RE","Residential","1770000",,,"SAD","SADDLE RIDGE","51.1332067987106","-113.940056638281","2017004001202",,"S-FUD","LO","13927.4","149918","3.44","RE0100","POINT (-113.940056638281 51.1332067987106)"
"2017","4001301","655 SADDLECREEK WY NE","429000","RE","Residential","429000",,,"SAD","SADDLE RIDGE","51.1255398822199","-113.954330630656","2017004001301",,"R-1N","LI","561.5","6044","0.14",,"POINT (-113.954330630656 51.1255398822199)"
"2017","4001400","651 SADDLECREEK WY NE","432500","RE","Residential","432500",,,"SAD","SADDLE RIDGE","51.1255397230688","-113.954508637198","2017004001400",,"R-1N","LI","491","5285","0.12",,"POINT (-113.954508637198 51.1255397230688)"
"2017","4001509","647 SADDLECREEK WY NE","444500","RE","Residential","444500",,,"SAD","SADDLE RIDGE","51.1255396901647","-113.954674045408","2017004001509",,"R-1N","LI","491","5285","0.12",,"POINT (-113.954674045408 51.1255396901647)"
