"job_opening_id","title","area","opening_date","closing_date","job_description","link"
"303141","Team Lead - Detailed Engineering","Science/Technical","2020-05-06T00:00:00.000","2020-05-28T00:00:00.000","https://recruiting.calgary.ca/psc/pdhr/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?FOCUS=Applicant&Page=HRS_APP_JBPST_FL&JobOpeningId=303141&PostingSeq=1&SiteId=1","http://www.calgary.ca/cfod/hr/Pages/Careers/Job%20Postings/303141-Team-Lead---Detailed-Engineering.aspx"
"303127","Strategic Analyst","Administrative/Business Serv","2020-05-07T00:00:00.000","2020-05-28T00:00:00.000","https://recruiting.calgary.ca/psc/pdhr/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?FOCUS=Applicant&Page=HRS_APP_JBPST_FL&JobOpeningId=303127&PostingSeq=1&SiteId=1","http://www.calgary.ca/cfod/hr/Pages/Careers/Job%20Postings/303127-Strategic-Analyst.aspx"
"303135","Frontline Utility Supervisor","Administrative/Business Serv","2020-05-15T00:00:00.000","2020-05-29T00:00:00.000","https://recruiting.calgary.ca/psc/pdhr/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?FOCUS=Applicant&Page=HRS_APP_JBPST_FL&JobOpeningId=303135&PostingSeq=1&SiteId=1","http://www.calgary.ca/cfod/hr/Pages/Careers/Job%20Postings/303135-Frontline-Utility-Supervisor.aspx"
"303143","Firearms Laboratory Technician - AMENDMENT","Administrative/Business Serv","2020-05-13T00:00:00.000","2020-05-26T00:00:00.000","https://recruiting.calgary.ca/psc/pdhr/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?FOCUS=Applicant&Page=HRS_APP_JBPST_FL&JobOpeningId=303143&PostingSeq=1&SiteId=1","http://www.calgary.ca/cfod/hr/Pages/Careers/Job%20Postings/303143-Firearms-Laboratory-Technician---AMENDMENT.aspx"
"303048","Manager, Roads Maintenance","Engineering Services","2020-05-22T00:00:00.000","2020-06-08T00:00:00.000","https://recruiting.calgary.ca/psc/pdhr/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?FOCUS=Applicant&Page=HRS_APP_JBPST_FL&JobOpeningId=303048&PostingSeq=1&SiteId=1","http://www.calgary.ca/cfod/hr/Pages/Careers/Job%20Postings/303048-Manager-Roads-Maintenance.aspx"
"303155","Cemetery Worker On-Call","Labour/Operations Support","2020-05-22T00:00:00.000","2020-06-01T00:00:00.000","https://recruiting.calgary.ca/psc/pdhr/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?FOCUS=Applicant&Page=HRS_APP_JBPST_FL&JobOpeningId=303155&PostingSeq=1&SiteId=1","http://www.calgary.ca/cfod/hr/Pages/Careers/Job%20Postings/303155-Cemetery-Worker-On-Call.aspx"
"303148","Safety Advisor","Science/Technical","2020-05-14T00:00:00.000","2020-06-05T00:00:00.000","https://recruiting.calgary.ca/psc/pdhr/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?FOCUS=Applicant&Page=HRS_APP_JBPST_FL&JobOpeningId=303148&PostingSeq=1&SiteId=1","http://www.calgary.ca/cfod/hr/Pages/Careers/Job%20Postings/303148-Safety-Advisor.aspx"
"303122","Senior Leader, Corporate Finance - Projects","Finance/Taxation","2020-04-28T00:00:00.000","2020-05-26T00:00:00.000","https://recruiting.calgary.ca/psc/pdhr/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?FOCUS=Applicant&Page=HRS_APP_JBPST_FL&JobOpeningId=303122&PostingSeq=1&SiteId=1","http://www.calgary.ca/cfod/hr/Pages/Careers/Job%20Postings/303122-Senior-Leader-Corporate-Finance---Projects.aspx"
"303151","Commodity Administrator","Administrative/Business Serv","2020-05-14T00:00:00.000","2020-05-26T00:00:00.000","https://recruiting.calgary.ca/psc/pdhr/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?FOCUS=Applicant&Page=HRS_APP_JBPST_FL&JobOpeningId=303151&PostingSeq=1&SiteId=1","http://www.calgary.ca/cfod/hr/Pages/Careers/Job%20Postings/303151-Commodity-Administrator.aspx"
"303022","Maintenance Engineer","Engineering Services","2020-05-15T00:00:00.000","2020-06-05T00:00:00.000","https://recruiting.calgary.ca/psc/pdhr/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?FOCUS=Applicant&Page=HRS_APP_JBPST_FL&JobOpeningId=303022&PostingSeq=1&SiteId=1","http://www.calgary.ca/cfod/hr/Pages/Careers/Job%20Postings/303022-Maintenance-Engineer.aspx"
"303119","Senior Leader, Corporate Finance - Credit","Finance/Taxation","2020-04-28T00:00:00.000","2020-05-26T00:00:00.000","https://recruiting.calgary.ca/psc/pdhr/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?FOCUS=Applicant&Page=HRS_APP_JBPST_FL&JobOpeningId=303119&PostingSeq=1&SiteId=1","http://www.calgary.ca/cfod/hr/Pages/Careers/Job%20Postings/303119-Senior-Leader-Corporate-Finance---Credit.aspx"
