"latitude","longitude","point","status_ind"
"51.1377469","-114.1559923","POINT (-114.1559923 51.1377469)","ACTIVE"
"51.0768648","-114.0772585","POINT (-114.0772585 51.0768648)","ACTIVE"
"50.947894","-114.0681295","POINT (-114.0681295 50.947894)","ACTIVE"
"51.097057","-114.1344748","POINT (-114.1344748 51.097057)","ACTIVE"
"51.1356851","-114.2009105","POINT (-114.2009105 51.1356851)","ACTIVE"
"51.0200955","-114.0268423","POINT (-114.0268423 51.0200955)","ACTIVE"
"51.0206949","-114.1608629","POINT (-114.1608629 51.0206949)","ACTIVE"
"51.034579","-114.1250906","POINT (-114.1250906 51.034579)","ACTIVE"
"51.1218348","-114.1439471","POINT (-114.1439471 51.1218348)","ACTIVE"
"51.0577333","-114.18058","POINT (-114.18058 51.0577333)","ACTIVE"
"51.0132917","-113.9864611","POINT (-113.9864611 51.0132917)","ACTIVE"
"51.1019013","-114.054768","POINT (-114.054768 51.1019013)","ACTIVE"
"51.0007072","-113.9813862","POINT (-113.9813862 51.0007072)","ACTIVE"
"51.0741127","-114.1324321","POINT (-114.1324321 51.0741127)","ACTIVE"
"50.9685905","-114.0491128","POINT (-114.0491128 50.9685905)","ACTIVE"
"50.9104889","-113.9391499","POINT (-113.9391499 50.9104889)","ACTIVE"
"51.0976775","-113.9440991","POINT (-113.9440991 51.0976775)","ACTIVE"
"51.1220993","-113.9557197","POINT (-113.9557197 51.1220993)","ACTIVE"
"51.1678742","-114.1568568","POINT (-114.1568568 51.1678742)","ACTIVE"
"50.9578108","-113.9636267","POINT (-113.9636267 50.9578108)","ACTIVE"
"50.8998941","-114.1112429","POINT (-114.1112429 50.8998941)","ACTIVE"
"51.1362767","-114.2424871","POINT (-114.2424871 51.1362767)","ACTIVE"
"50.9851996","-113.9567584","POINT (-113.9567584 50.9851996)","ACTIVE"
"51.0479503","-113.9743407","POINT (-113.9743407 51.0479503)","ACTIVE"
"50.8605534","-114.0597052","POINT (-114.0597052 50.8605534)","ACTIVE"
"50.9115355","-114.0618168","POINT (-114.0618168 50.9115355)","ACTIVE"
"51.0721647","-114.0624059","POINT (-114.0624059 51.0721647)","ACTIVE"
"50.9837587","-114.0771595","POINT (-114.0771595 50.9837587)","ACTIVE"
"51.0088835","-113.9615494","POINT (-113.9615494 51.0088835)","ACTIVE"
"50.9957216","-113.9829812","POINT (-113.9829812 50.9957216)","ACTIVE"
"51.088685","-114.1933907","POINT (-114.1933907 51.088685)","ACTIVE"
"50.9851912","-113.9406509","POINT (-113.9406509 50.9851912)","ACTIVE"
"51.0356943","-114.1178233","POINT (-114.1178233 51.0356943)","ACTIVE"
"51.1662788","-114.0418481","POINT (-114.0418481 51.1662788)","ACTIVE"
"50.8835911","-114.0755189","POINT (-114.0755189 50.8835911)","ACTIVE"
"51.1004638","-114.1519876","POINT (-114.1519876 51.1004638)","ACTIVE"
"51.1022564","-114.0406039","POINT (-114.0406039 51.1022564)","ACTIVE"
"50.941534","-114.0762763","POINT (-114.0762763 50.941534)","ACTIVE"
"51.0303436","-114.1703762","POINT (-114.1703762 51.0303436)","ACTIVE"
"50.9894013","-113.9416534","POINT (-113.9416534 50.9894013)","ACTIVE"
"51.0511484","-114.0623486","POINT (-114.0623486 51.0511484)","ACTIVE"
"50.9331257","-113.9833715","POINT (-113.9833715 50.9331257)","ACTIVE"
"50.9107387","-114.1189857","POINT (-114.1189857 50.9107387)","ACTIVE"
"51.1277776","-113.9818388","POINT (-113.9818388 51.1277776)","ACTIVE"
"50.9943347","-113.9428287","POINT (-113.9428287 50.9943347)","ACTIVE"
"51.0593773","-113.949314","POINT (-113.949314 51.0593773)","ACTIVE"
"51.1739214","-114.0428666","POINT (-114.0428666 51.1739214)","ACTIVE"
"50.9254661","-114.1024514","POINT (-114.1024514 50.9254661)","ACTIVE"
"51.1625435","-114.0727254","POINT (-114.0727254 51.1625435)","ACTIVE"
"50.9372884","-113.9769246","POINT (-113.9769246 50.9372884)","ACTIVE"
"50.9344209","-114.1247697","POINT (-114.1247697 50.9344209)","ACTIVE"
"51.0770278","-113.9761083","POINT (-113.9761083 51.0770278)","ACTIVE"
"51.0767306","-114.1198964","POINT (-114.1198964 51.0767306)","ACTIVE"
"50.9809565","-114.0803861","POINT (-114.0803861 50.9809565)","ACTIVE"
"51.1242632","-113.9359577","POINT (-113.9359577 51.1242632)","ACTIVE"
"50.9267404","-113.9689776","POINT (-113.9689776 50.9267404)","ACTIVE"
"51.1152549","-113.9700717","POINT (-113.9700717 51.1152549)","ACTIVE"
