"asset_cd","wam_id","type_description","sign_details","sign_material","support_type","support_material","life_cycle_status","minortype","steward","maintained_by","direction","modified_dt","asset_type","bylaw_number","point"
"12A895","A-51218915","PATHWAY - INFO","GREENWAY LOGO AND TEXT WITH DIRECTIONAL PLAQUES","METAL","PEDESTAL","CONCRETE","ACTIVE","NAME - GREENWAY PATHWAY","CALGARY PARKS","CALGARY PARKS",,"2022-08-23T10:51:17.000Z","8",,"POINT (-113.9114662 50.9557718)"
"POI503","A-21004919","VEHICLE - PARKING","NO TRUCKS IN LOT","METAL","POST","METAL","ACTIVE","PARKING RESTRICTIONS","CALGARY PARKS","CALGARY PARKS","SE","2018-05-14T13:35:46.000Z","15",,"POINT (-114.1509136 51.0633595)"
"GRI067","A-51090981","PARK - INFO","FUEL STORAGE","METAL","POST","METAL","ACTIVE","MAINTENANCE - DEPOT SIGNAGE","CALGARY PARKS","CALGARY PARKS","W","2021-04-07T15:51:23.000Z","5",,"POINT (-114.0463545 51.0880115)"
"SIL245","A-51201040","PATHWAY - INFO","GREENWAY LOGO AND TEXT WITH DIRECTIONAL PLAQUES","METAL","PEDESTAL","CONCRETE","ACTIVE","NAME - GREENWAY PATHWAY","CALGARY PARKS","CALGARY PARKS",,"2022-08-23T08:56:04.000Z","8",,"POINT (-114.1807584 51.0909312)"
"DIS100","A-21001798","PATHWAY - REGULATIONS",,"METAL","POST","METAL","ACTIVE","SPEED 10KM/H","CALGARY PARKS","CALGARY PARKS","NE","2017-01-13T13:45:31.000Z","9","36/76","POINT (-114.2318983 51.017998)"
"SPR778","A-50888330","VEHICLE - PARKING",,"METAL","POST","METAL","ACTIVE","NO PARKING","CALGARY PARKS SHARED","LEASE HOLDER","NW","2017-01-13T13:45:10.000Z","15",,"POINT (-114.1365225 51.047695)"
"PAL111","A-21004688","DOG - NO DOG REGULATIONS","NO DOGS WITHIN THIS AREA","METAL","SPORT BARRIER","METAL","ACTIVE","NO DOGS WITHIN THIS AREA / NO DOGS ALLOWED","CALGARY RECREATION","CALGARY RECREATION","S","2013-04-02T14:24:21.000Z","3","23M89","POINT (-114.1077116 50.9632485)"
"CIT358","A-51064678","PATHWAY - WARNING",,"METAL","POST","METAL","ACTIVE","SLOW - STEEP HILL","CALGARY PARKS","CALGARY PARKS","SW","2017-01-13T13:43:23.000Z","11",,"POINT (-114.1825364 51.1489332)"
"MCI091","A-50891342","VEHICLE - PARKING",,"METAL","POST","METAL","ACTIVE","HANDICAP PARKING","CALGARY RECREATION","CALGARY RECREATION","N","2013-04-04T07:42:05.000Z","15",,"POINT (-114.0150371 51.0874674)"
"VAR080","A-51065129","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA ENTERING","CALGARY PARKS","CALGARY PARKS","W","2017-01-13T13:43:48.000Z","2",,"POINT (-114.141059 51.0919362)"
"SIL245","A-21006224","PATHWAY - REGULATIONS",,"METAL","POST","METAL","ACTIVE","SPEED 10KM/H","CALGARY PARKS","CALGARY PARKS","S","2013-10-28T15:02:04.000Z","9",,"POINT (-114.2032028 51.0989208)"
"NPK454","A-21004437","INTERPRETIVE","NOSE HILL NATURAL ENVIRONMENT PARK","METAL","POST, DUAL","WOOD","ACTIVE","INTERPRETIVE - GENERAL","CALGARY PARKS","CALGARY PARKS","NE","2021-12-07T13:55:01.000Z","4",,"POINT (-114.084832 51.1075782)"
"NPK454","A-51060689","PARK - INFO","NOSE HILL NATURAL ENVIRONMENT PARK, WITH MAP OF AREA","PLASTIC","STRUCTURE","METAL","ACTIVE","NAME - PARK","CALGARY PARKS","CALGARY PARKS","NE","2018-05-14T13:36:25.000Z","5",,"POINT (-114.1067552 51.1249595)"
"ERL245","A-21002409","PATHWAY - INFO",,"METAL","POST","METAL","ACTIVE","NAME - ELBOW RIVER PATHWAY","CALGARY PARKS","CALGARY PARKS","S","2018-05-14T13:35:45.000Z","8",,"POINT (-114.0596543 51.0343606)"
"MNI211","A-21004089","PATHWAY - REGULATIONS",,"METAL","POST","METAL","ACTIVE","ONE WAY","CALGARY PARKS","CALGARY PARKS","SE","2018-05-14T13:36:25.000Z","9",,"POINT (-114.0566531 51.0298734)"
"PAT924","A-51084899","PATHWAY - WARNING",,"METAL","POST","METAL","ACTIVE","SLOW - STEEP HILL","CALGARY PARKS","CALGARY PARKS","SE","2017-01-13T13:43:24.000Z","11",,"POINT (-114.1801435 51.0656026)"
"DOV030","A-21002054","PARK - INFO","WOMEN'S","METAL","BUILDING","METAL","ACTIVE","AMENITIES - WASHROOM","CALGARY PARKS","CALGARY PARKS","S","2017-09-21T10:10:55.000Z","5",,"POINT (-113.9939482 51.0266276)"
"NPK454","A-21004462","DOG - GENERAL REGULATIONS",,"METAL","POST","WOOD","ACTIVE","GENERAL PARK RULES","CALGARY PARKS","CALGARY PARKS","NW","2017-01-13T13:44:46.000Z","1",,"POINT (-114.1321703 51.1263727)"
"ALT701","A-51303183","PATHWAY - INFO","EMERGENCY LOCATE SIGN ALONG THE ELBOW RIVER","METAL","POST","METAL","ACTIVE","EMERGENCY WAYFINDING","CALGARY PARKS","CALGARY PARKS",,"2019-10-03T11:36:56.000Z","8",,"POINT (-114.091233 51.011091)"
"GPK056","A-21002765","DOG - NO DOG REGULATIONS","NO DOGS","METAL","POST","METAL","ACTIVE","NO DOGS WITHIN THIS AREA / NO DOGS ALLOWED","CALGARY PARKS","CALGARY PARKS","S","2022-02-28T19:22:48.000Z","3","23M89","POINT (-114.1283801 50.9769032)"
"QLD519","A-21004947","PARK - REGULATIONS",,"METAL","FENCE","NO BREAKDOWN","ACTIVE","NO BICYCLE / SKATEBOARD / ROLLERSKATE","CALGARY BOARD OF EDUCATION","CALGARY BOARD OF EDUCATION","N","2013-04-02T14:26:25.000Z","6",,"POINT (-114.0244837 50.9396422)"
"ROY392","A-51064763","PATHWAY - WARNING",,"METAL","POST","METAL","ACTIVE","SLOW - STEEP HILL","CALGARY PARKS","CALGARY PARKS","N","2017-01-13T13:44:58.000Z","11",,"POINT (-114.2339355 51.1443522)"
"EDG143","A-51376319","VEHICLE - REGULATIONS",,"METAL","POST","METAL","ACTIVE","ONE WAY","CALGARY PARKS","CALGARY PARKS",,"2021-04-01T13:52:43.000Z","16",,"POINT (-114.1519519 51.1161725)"
"THO569","A-21006694","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA","CALGARY PARKS","CALGARY PARKS","SW","2018-05-14T13:37:13.000Z","2","23M89","POINT (-114.0781795 51.096625)"
"WLD050","A-51070741","VEHICLE - PARKING",,"METAL","POST","METAL","ACTIVE","NO PARKING","CALGARY PARKS","CALGARY PARKS","W","2017-09-21T10:11:07.000Z","15",,"POINT (-114.1566117 51.0607234)"
"EVN275","A-51262743","SPORTS - INFO","TOBBAGGANING WITHIN THIS AREA","METAL","POST","METAL","ACTIVE","OTHER SPORTS INFO","CALGARY PARKS","CALGARY PARKS","W","2018-03-16T13:31:52.000Z","12",,"POINT (-114.1106916 51.1735636)"
"MNI211","A-21004088","PARK - INFO","NO ENTRY","METAL","POST","METAL","ACTIVE","ACCESS RESTRICTIONS - GENERAL","CALGARY PARKS","CALGARY PARKS","SE","2017-03-01T13:14:54.000Z","5",,"POINT (-114.0564062 51.0299069)"
"STA506","A-51000976","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","E","2017-01-13T13:43:20.000Z","2",,"POINT (-114.1307535 51.0623037)"
"BOW220","A-51102032","PARK - INFO","PICNIC SITE 3","METAL","POST, DUAL","METAL","ACTIVE","AMENITIES - PICNIC SITE OR RESERVATION","CALGARY PARKS","CALGARY PARKS","S","2019-04-01T15:09:26.000Z","5",,"POINT (-114.2195379 51.0979722)"
"RAM415","A-21004996","PATHWAY - WARNING",,"METAL","POST","METAL","ACTIVE","SLOW - STEEP HILL","CALGARY PARKS","CALGARY PARKS","NE","2017-01-13T13:43:39.000Z","11",,"POINT (-114.0498968 51.0315365)"
"RIC967","A-51086543","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA ENTERING","CALGARY PARKS","CALGARY PARKS","E","2017-01-13T13:43:06.000Z","2",,"POINT (-114.1138028 51.0358731)"
"MRL522","A-51084984","PARK - REGULATIONS","SLEDDING DIRECTIONS","METAL","POST","METAL","ACTIVE","GENERAL - TOBOGGANING RULES","CALGARY PARKS","CALGARY PARKS",,"2017-01-13T13:45:44.000Z","6",,"POINT (-113.9728323 51.0585526)"
"CNS002","A-51288045","PATHWAY - REGULATIONS",,"METAL","POST","METAL","ACTIVE","STOP","CALGARY PARKS","CALGARY PARKS",,"2019-01-22T11:13:05.000Z","9",,"POINT (-113.9399347 51.1623114)"
"SHG052","A-51114276","PARK - REGULATIONS","NO BICYCLE","METAL","POST","METAL","ACTIVE","NO BICYCLE / SKATEBOARD / ROLLERSKATE","CALGARY PARKS","CALGARY PARKS","NE","2018-05-30T10:56:44.000Z","6",,"POINT (-114.127627 51.0499633)"
"NPK454","A-51060748","INTERPRETIVE","NOSE HILL NATURAL ENVIRONMENT PARK","PLASTIC","STRUCTURE","METAL","ACTIVE","INTERPRETIVE - WITH MAP","CALGARY PARKS","CALGARY PARKS","SE","2021-12-07T13:55:03.000Z","4",,"POINT (-114.0847759 51.1075944)"
"DNC100","A-51124766","PARK - INFO",,"METAL","POST","METAL","ACTIVE","PARKING RESTRICTIONS","CALGARY PARKS","CALGARY PARKS","SW","2017-01-13T13:44:36.000Z","5",,"POINT (-114.0586942 51.0454858)"
"SCA867","A-50886216","PARK - INFO","COURTS ONLY TO BE USED BY...","METAL","FENCE","WOOD","ACTIVE","HOURS - PARK ASSET / FACILITY","CALGARY PARKS SHARED","LEASE HOLDER","SW","2013-04-04T07:42:21.000Z","5",,"POINT (-114.1007179 51.0399274)"
"DOV899","A-50888002","PARK - REGULATIONS","PORTAGE RAMP","METAL","POST","METAL","ACTIVE","NO BICYCLE / SKATEBOARD / ROLLERSKATE","PROVINCE OF ALBERTA","OUTSIDE AGENCY",,"2014-04-09T13:45:56.000Z","6",,"POINT (-114.0099911 51.0151574)"
"DAL075","A-21001664","PARK - REGULATIONS",,"METAL","FENCE","NO BREAKDOWN","ACTIVE","NO GOLF","CALGARY BOARD OF EDUCATION","CALGARY BOARD OF EDUCATION","W","2013-04-02T14:28:01.000Z","6",,"POINT (-114.1698041 51.1116551)"
"DIS100","A-51057874","PARK - INFO","PARK BOUNDARY","METAL","POST","METAL","ACTIVE","GENERAL INFO - OTHER","CALGARY PARKS","CALGARY PARKS","N","2018-05-14T13:37:44.000Z","5",,"POINT (-114.2057491 51.0088837)"
"RAN158","A-51000959","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","W","2017-01-13T13:54:24.000Z","2",,"POINT (-114.1779883 51.1170144)"
"NPK454","A-21004490","INTERPRETIVE","HOME IS WHERE THE FESCUE","METAL","BOULDER","NO BREAKDOWN","ACTIVE","INTERPRETIVE - GENERAL","CALGARY PARKS","CALGARY PARKS","NE","2021-12-07T15:46:43.000Z","4",,"POINT (-114.1269012 51.116214)"
"ERL246","A-21002437","VEHICLE - PARKING",,"PLASTIC","POST","PLASTIC","ACTIVE","HANDICAP PARKING","CALGARY RECREATION","CALGARY RECREATION","NW","2013-04-02T14:26:05.000Z","15",,"POINT (-114.06235 51.0338136)"
"FPW001","A-51303239","PATHWAY - INFO","EMERGENCY LOCATE SIGN LOCATED WITHIN FISH CREEK PARK","METAL","POST","METAL","ACTIVE","EMERGENCY WAYFINDING","CALGARY PARKS","CALGARY PARKS",,"2022-03-04T16:02:17.000Z","8",,"POINT (-114.123587 50.9269)"
"DRG543","A-51364385","SPORTS - REGULATIONS","BALL DIAMOND USE BY MINORS ONLY","METAL","FENCE","METAL","ACTIVE","MINORS ONLY","CALGARY PARKS","CALGARY PARKS","NE","2020-10-02T15:16:11.000Z","13",,"POINT (-114.0194393 50.9303646)"
"ALT701","A-51245790","PARK - INFO","PICNIC SITE 8","METAL","POST","METAL","ACTIVE","AMENITIES - PICNIC SITE OR RESERVATION","CALGARY PARKS","CALGARY PARKS","SE","2017-12-20T14:25:48.000Z","5",,"POINT (-114.0908612 51.0109566)"
"HIL056","A-21003330","PARK - REGULATIONS",,"METAL","FENCE","METAL","ACTIVE","NO TRESSPASSING - POOL","CALGARY RECREATION","CALGARY RECREATION","SE","2013-08-15T10:22:57.000Z","6",,"POINT (-114.0887322 51.0588879)"
"ING012","A-21003516","VEHICLE - PARKING","RESERVED PARKING","METAL","POST","WOOD","ACTIVE","PARKING RESTRICTIONS","OUTSIDE AGENCY","OUTSIDE AGENCY","N","2014-05-07T09:05:55.000Z","15",,"POINT (-114.0319464 51.0421151)"
"DIS100","A-51303432","PATHWAY - INFO","EMERGENCY LOCATE SIGN FIXED TO A GREENWAY TOTEM","METAL","PEDESTAL","CONCRETE","ACTIVE","EMERGENCY WAYFINDING","CALGARY PARKS","CALGARY PARKS",,"2022-08-23T07:20:01.000Z","8",,"POINT (-114.20729 51.009893)"
"SCE275","A-51084886","PATHWAY - REGULATIONS",,"METAL","POST","METAL","ACTIVE","SPEED 10KM/H","CALGARY PARKS","CALGARY PARKS","W","2017-01-13T13:44:34.000Z","9",,"POINT (-114.2155117 51.1141564)"
"SSD495","A-51147270","PATHWAY - INFO",,"METAL","POST","METAL","ACTIVE","NAME - TRANS CANADA TRAIL","CALGARY PARKS","CALGARY PARKS","W","2016-07-19T09:56:25.000Z","8",,"POINT (-114.0683399 51.0573516)"
"WHL493","A-50875574","PARK - INFO","MENS","METAL","WALL","PLASTIC","ACTIVE","AMENITIES - WASHROOM","CALGARY RECREATION","CALGARY RECREATION","S","2013-04-02T14:23:58.000Z","5",,"POINT (-114.1032462 51.0581038)"
"ALB824","A-50888088","INTERPRETIVE","THE CANADIAN PACIFIC RAILWAY","METAL","POST","METAL","ACTIVE","INTERPRETIVE - GENERAL","CALGARY PARKS","CALGARY PARKS","N","2022-05-26T16:26:25.000Z","4",,"POINT (-114.0116494 51.0442501)"
"LKB412","A-21003766","DOG - NO DOG REGULATIONS","NO DOGS WITHIN THIS AREA","METAL","FENCE","NO BREAKDOWN","ACTIVE","NO DOGS WITHIN THIS AREA / NO DOGS ALLOWED","CALGARY RECREATION","CALGARY RECREATION","SE","2018-05-14T13:35:45.000Z","3","23M89","POINT (-114.0518209 50.9354561)"
"POI503","A-50881156","VEHICLE - PARKING","PERMIT REQUIRED, POI503-1","METAL","POST","METAL","ACTIVE","HANDICAP PARKING","CALGARY PARKS","CALGARY PARKS","NE","2018-05-14T13:35:46.000Z","15",,"POINT (-114.1527232 51.0642294)"
"GPK701","A-50889476","DOG - NO DOG REGULATIONS","NO DOGS SYMBOL","METAL","FENCE","METAL","ACTIVE","NO DOGS WITHIN THIS AREA / NO DOGS ALLOWED","CALGARY RECREATION","CALGARY RECREATION","W","2014-09-10T10:36:53.000Z","3","23M89","POINT (-114.1004775 51.0075444)"
"GPK704","A-50826392","VEHICLE - PARKING",,"METAL","POST","METAL","ACTIVE","HANDICAP PARKING","CALGARY PARKS","CALGARY PARKS","SW","2022-02-28T19:23:00.000Z","15",,"POINT (-114.1319334 50.9898349)"
"DDG718","A-21001715","VEHICLE - REGULATIONS",,"METAL","FENCE","METAL","ACTIVE","ACCESS RESTRICTIONS","CALGARY PARKS","CALGARY PARKS","S","2017-01-13T14:17:25.000Z","16",,"POINT (-114.0015896 50.940297)"
"RIV840","A-21005258","PATHWAY - INFO","TRANS CANADA TRAIL","METAL","POST","METAL","ACTIVE","NAME - TRANS CANADA TRAIL","CALGARY PARKS","CALGARY PARKS","SE","2014-10-02T12:09:45.000Z","8",,"POINT (-114.0284005 50.974983)"
"MON503","A-51418462","PATHWAY - INFO","GREENWAY LOGO AND TEXT WITH DIRECTIONAL PLAQUES","METAL","PEDESTAL","CONCRETE","ACTIVE","NAME - GREENWAY PATHWAY","CALGARY PARKS","CALGARY PARKS",,"2022-08-23T08:56:01.000Z","8",,"POINT (-114.1615669 51.0677643)"
"ST1013","A-51372844","PATHWAY - INFO",,"METAL","POST","METAL","ACTIVE","TRANS CANADA TRAIL SIGN","CALGARY PARKS","CALGARY PARKS","S","2022-08-23T10:58:30.000Z","8",,"POINT (-114.027884 51.1547028)"
"SHW476","A-51418423","PATHWAY - INFO","GREENWAY LOGO AND TEXT WITH DIRECTIONAL PLAQUES","METAL","PEDESTAL","CONCRETE","ACTIVE","NAME - GREENWAY PATHWAY","CALGARY PARKS","CALGARY PARKS",,"2022-08-23T08:56:04.000Z","8",,"POINT (-114.1528955 51.1540372)"
"CAN345","A-21001261","PARK - INFO","BABBLING BROOK PARK-2 SIDED","METAL","POST","METAL","ACTIVE","NAME - PARK","CALGARY PARKS","CALGARY PARKS","E","2018-05-14T13:35:45.000Z","5",,"POINT (-114.0791171 50.937389)"
"EDG053","A-51099352","VEHICLE - PARKING","UNAUTHORIZED VEHICLES WILL BE TOWED AT OWNERS EXPENSE","METAL","POST","METAL","ACTIVE","PARKING INFO","CALGARY PARKS","CALGARY PARKS","NW","2017-01-13T13:43:51.000Z","15",,"POINT (-114.1540589 51.1188767)"
"RAM415","A-51113937","PARK - WARNING",,"METAL","FENCE","METAL","ACTIVE","SLOPE CLOSURE","CALGARY PARKS","CALGARY PARKS","E","2017-01-13T13:43:08.000Z","7",,"POINT (-114.0486482 51.0337023)"
"GPK701","A-51147203","PATHWAY - INFO",,"METAL","POST, DUAL","METAL","ACTIVE","NAME - TRANS CANADA TRAIL","CALGARY PARKS","CALGARY PARKS","NE","2016-07-19T09:42:03.000Z","8",,"POINT (-114.1029109 51.0032137)"
"MON240","A-51065090","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","SW","2017-01-13T13:43:23.000Z","2",,"POINT (-114.1542232 51.076613)"
"GPK701","A-21002971","PARK - REGULATIONS",,"METAL","FENCE","METAL","ACTIVE","NO DUMPING","CALGARY PARKS","CALGARY PARKS","N","2022-05-12T17:21:52.000Z","6",,"POINT (-114.0960573 51.0085783)"
"DOV030","A-21002055","PARK - INFO","MEN'S","METAL","BUILDING","METAL","ACTIVE","AMENITIES - WASHROOM","CALGARY PARKS","CALGARY PARKS","S","2017-09-21T10:11:23.000Z","5",,"POINT (-113.9940212 51.0266286)"
"DNC100","A-21001867","INTERPRETIVE","YES, WOMEN ARE PERSONS!","METAL","STRUCTURE","METAL","ACTIVE","INTERPRETIVE - GENERAL","CALGARY PARKS","CALGARY PARKS","W","2021-12-07T13:59:12.000Z","4",,"POINT (-114.0600096 51.0456236)"
"GPK120","A-51070845","VEHICLE - PARKING",,"METAL","POST","METAL","ACTIVE","HANDICAP PARKING","CALGARY PARKS","CALGARY PARKS","E","2017-01-13T13:45:43.000Z","15",,"POINT (-114.1421139 50.9944268)"
"HPK823","A-51061782","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","SE","2017-01-13T13:44:07.000Z","2",,"POINT (-114.0608713 51.0937537)"
"BDO566","A-51365121","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","N","2020-10-16T15:49:17.000Z","2",,"POINT (-114.0299147 50.9472269)"
"BED681","A-51045253","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","S","2017-01-13T13:44:06.000Z","2",,"POINT (-114.0807094 51.1361059)"
"SSD560","A-21006543","PATHWAY - REGULATIONS",,"METAL","POST","METAL","ACTIVE","SPEED 10KM/H","CALGARY PARKS","CALGARY PARKS","W","2018-05-14T13:35:46.000Z","9",,"POINT (-114.0698608 51.0590705)"
"SOV770","A-51014377","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA ENTERING","CALGARY PARKS","CALGARY PARKS","E","2017-01-13T13:43:02.000Z","2",,"POINT (-113.9961792 51.0272616)"
"SCE410","A-51015877","SPORTS - REGULATIONS","DISC GOLF: #4 - PAR 3 - FT 154","PLASTIC","POST","METAL","ACTIVE","OTHER SPORTS RULES","CALGARY PARKS","CALGARY PARKS","E","2019-10-30T09:31:13.000Z","13",,"POINT (-114.2240295 51.1004378)"
"ABP799","A-51190466","PATHWAY - INFO","TRANS CANADA TRAIL","METAL","POST","METAL","INSTALLED","NAME - TRANS CANADA TRAIL","CALGARY PARKS","CALGARY PARKS","S","2016-12-22T11:06:24.000Z","8",,"POINT (-114.0481305 51.1347013)"
"MOP805","A-51294163","PARK - INFO",,"METAL","POST","METAL","ACTIVE","HOURS - PARK","CALGARY PARKS","CALGARY PARKS","E","2019-03-05T15:41:45.000Z","5",,"POINT (-114.0834822 51.0716099)"
"ALT701","A-50887810","PARK - REGULATIONS",,"METAL","POST","METAL","ACTIVE","WATER - NO SWIMMING / WADING","CALGARY PARKS","CALGARY PARKS","S","2017-01-13T13:43:39.000Z","6",,"POINT (-114.0884941 51.0099183)"
"ING999","A-51085036","PARK - INFO","INGLEWOOD BIRD,SANCTUARY AUTHORIZED ACCESS ONLY","METAL","FENCE","METAL","ACTIVE","ACCESS RESTRICTIONS - GENERAL","CALGARY PARKS","CALGARY PARKS","W","2017-01-13T13:43:50.000Z","5","23M89","POINT (-114.0111347 51.028155)"
"HID413","A-51065069","PATHWAY - WARNING",,"METAL","POST","METAL","ACTIVE","SLOW - SHARP CURVE","CALGARY PARKS","CALGARY PARKS","SE","2017-01-13T13:44:07.000Z","11",,"POINT (-114.109601 51.1496773)"
"02F201","A-50879186","VEHICLE - REGULATIONS",,"METAL","POST","METAL","ACTIVE","NO STOPPING","CALGARY PARKS","CALGARY PARKS","S","2017-09-21T10:11:44.000Z","16",,"POINT (-114.1743891 51.1522054)"
"QLD525","A-51089847","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA ENTERING","CALGARY PARKS","CALGARY PARKS","N","2017-01-13T13:43:07.000Z","2",,"POINT (-114.0142447 50.9372704)"
"ABP405","A-51420812","DOG - LEASH REGULATIONS","YOU ARE NOW LEAVING AN OFF-LEASH AREA. ALL DOGS MUST NOW BE ON LEASH.","METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","SE","2022-07-05T10:53:20.000Z","2",,"POINT (-114.0534403 51.1409096)"
"EDG120","A-51000770","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","W","2017-01-13T13:43:01.000Z","2",,"POINT (-114.1512446 51.1251234)"
"CED107","A-50880401","PARK - INFO","CEDARBRAE ASPEN NATURAL ENVIRONMENT PARK","METAL","POST","METAL","ACTIVE","NAME - PARK","CALGARY PARKS","CALGARY PARKS","S","2018-05-14T13:36:25.000Z","5",,"POINT (-114.1304134 50.954432)"
"GPK701","A-50889492","VEHICLE - PARKING","NO PARKING IN FRONT OF ENTRANCE","METAL","FENCE","METAL","ACTIVE","NO PARKING","CALGARY RECREATION","CALGARY RECREATION","SE","2014-09-10T10:23:49.000Z","15","23M89","POINT (-114.1026211 51.0067555)"
"GPK701","A-21002964","INTERPRETIVE","THE WATER TREATMENT PROCESS","PLASTIC","POST, DUAL","METAL","ACTIVE","INTERPRETIVE - GENERAL","CALGARY PARKS","CALGARY PARKS","SE","2021-12-07T13:59:12.000Z","4",,"POINT (-114.0991912 51.0020151)"
"ALT701","A-21000449","VEHICLE - PARKING","NO STOPPING","METAL","FENCE","METAL","ACTIVE","NO PARKING","CALGARY PARKS","CALGARY PARKS","NE","2021-05-31T08:37:57.000Z","15",,"POINT (-114.0943053 51.0079415)"
"DRN547","A-21002137","DOG - GENERAL REGULATIONS",,"METAL","FENCE","METAL","ACTIVE","SCHOOL CBE RULES","CALGARY BOARD OF EDUCATION","CALGARY BOARD OF EDUCATION","N","2013-04-02T14:25:41.000Z","1","36/76","POINT (-114.0092561 50.9221256)"
"SIL268","A-21006318","DOG - NO DOG REGULATIONS","NO DOGS SYMBOL RECTANGLE (CBE) STYLE","METAL","FENCE","NO BREAKDOWN","ACTIVE","NO DOGS WITHIN THIS AREA / NO DOGS ALLOWED","CALGARY BOARD OF EDUCATION","CALGARY BOARD OF EDUCATION","SE","2013-04-02T14:28:55.000Z","3",,"POINT (-114.189553 51.1038351)"
"ERL066","A-21002393","PARK - REGULATIONS",,"METAL","FENCE","METAL","ACTIVE","GENERAL - CEMETERY RULES","CALGARY PARKS","CALGARY PARKS","N","2013-04-04T07:44:52.000Z","6","7789","POINT (-114.065545 51.0237396)"
"MON503","A-50880817","PATHWAY - RESTRICTIONS",,"METAL","POST","METAL","ACTIVE","NO BICYCLES / ROLLERSKATING","CALGARY PARKS","CALGARY PARKS","SE","2018-05-14T13:35:45.000Z","10",,"POINT (-114.153578 51.0650176)"
"EAU120","A-21002198","PARK - INFO",,"METAL","WALL","WOOD","ACTIVE","GENERAL INFO - 311","CALGARY PARKS","CALGARY PARKS","SW","2018-05-14T13:35:45.000Z","5",,"POINT (-114.0760706 51.0542849)"
"WLD050","A-51303271","PATHWAY - INFO","EMERGENCY LOCATE SIGN","METAL","POST","METAL","ACTIVE","EMERGENCY WAYFINDING","CALGARY PARKS","CALGARY PARKS",,"2022-08-23T08:23:33.000Z","8",,"POINT (-114.1618058 51.0525051)"
"09D862","A-51419932","PATHWAY - INFO","BICYCLE INTERSECTION; MULTIUSE CROSSING","METAL","POST","METAL","ACTIVE","ALL SEASON PATHWAY","CALGARY PARKS","CALGARY PARKS","N","2022-06-22T11:51:12.000Z","8",,"POINT (-114.0121829 51.0115609)"
"WLD050","A-51247344","INTERPRETIVE","DONOR RECOGNITION - THE ROTARY/MATTAMY GREENWAY","BRONZE","PEDESTAL","CONCRETE","ACTIVE","INTERPRETIVE - GENERAL","CALGARY PARKS","CALGARY PARKS","NW","2022-08-23T10:52:18.000Z","4",,"POINT (-114.1556595 51.0620477)"
"RID200","A-51303177","PATHWAY - INFO","EMERGENCY LOCATE SIGN ALONG THE ELBOW RIVER","METAL","POST","METAL","ACTIVE","EMERGENCY WAYFINDING","CALGARY PARKS","CALGARY PARKS",,"2019-10-03T11:36:55.000Z","8",,"POINT (-114.073276 51.022982)"
"GPK704","A-51303205","PATHWAY - INFO","EMERGENCY LOCATE SIGN ALONG THE ELBOW RIVER","METAL","POST","METAL","ACTIVE","EMERGENCY WAYFINDING","CALGARY PARKS","CALGARY PARKS",,"2022-02-28T19:22:57.000Z","8",,"POINT (-114.123155 50.986306)"
"ACA192","A-21000156","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA","CALGARY PARKS","CALGARY PARKS","N","2018-08-27T15:20:54.000Z","2","23M89","POINT (-114.0293885 50.966751)"
"EAU120","A-21002185","PARK - INFO","PARKS STAFF ONLY","METAL","BUILDING","NO BREAKDOWN","ACTIVE","ACCESS RESTRICTIONS - GENERAL","CALGARY PARKS","CALGARY PARKS","SE","2018-05-14T13:35:46.000Z","5",,"POINT (-114.0766771 51.0542316)"
"DIS100","A-50894019","PATHWAY - INFO","RESIDENT ACCESS ONLY","METAL","POST","WOOD","ACTIVE","NON CITY INFO","CALGARY PARKS","CALGARY PARKS","N","2017-01-13T13:45:37.000Z","8",,"POINT (-114.2170466 51.0141844)"
