"date","year","month","city","sheltertype","sheltername","organization","shelter","capacity","overnight","daytime"
"2022-06-30T00:00:00.000","2022","Jun","Calgary","Long Term Supportive","Peter Coyle Place - Long Term Supportive","Peter Coyle Place",,"68","60",
"2022-06-30T00:00:00.000","2022","Jun","Calgary","Adult Emergency","River Front","Calgary Drop-In Centre","River Front","0","0",
"2022-06-30T00:00:00.000","2022","Jun","Calgary","COVID19 Isolation Site","Mustard Seed - Main Site","Mustard Seed Calgary","COVID19 Isolation Site","0","0",
"2022-06-30T00:00:00.000","2022","Jun","Calgary","Short Term Supportive","Calgary Dream Centre - Short Term Supportive","Calgary Dream Centre",,"125","131",
"2022-06-30T00:00:00.000","2022","Jun","Calgary","Family Emergency","Inn From the Cold - 2nd Floor","Inn from the Cold","2nd Floor","4","0",
"2022-06-30T00:00:00.000","2022","Jun","Calgary","COVID19 Expanded Shelter","Alpha House Hostel","Alpha House",,"0","0",
"2022-06-30T00:00:00.000","2022","Jun","Calgary","COVID19 Expanded Shelter","Alpha House - Clarion","Alpha House","COVID19 Expanded Shelter","0","0",
"2022-06-30T00:00:00.000","2022","Jun","Calgary","Intox","Alpha House","Alpha House","Intox","120","91",
"2022-06-30T00:00:00.000","2022","Jun","Calgary","Adult Emergency","Hillhurst Centre","Calgary Drop-In Centre","Hillhurst Centre","0","0",
"2022-06-30T00:00:00.000","2022","Jun","Calgary","COVID19 Isolation Site","Alpha House - Main Site","Alpha House","COVID19 Isolation Site","0","0",
"2022-06-30T00:00:00.000","2022","Jun","Calgary","COVID19 Expanded Shelter","CDIC - Days Inn Overflow","Calgary Drop-In Centre",,"0","0",
"2022-06-30T00:00:00.000","2022","Jun","Calgary","Family Emergency","Brendas House","Brendas House",,"60","49",
"2022-06-30T00:00:00.000","2022","Jun","Calgary","Short Term Supportive","Calgary YWCA - Short Term Supportive","Calgary YWCA","Short Term Supportive","80","76",
"2022-06-30T00:00:00.000","2022","Jun","Calgary","Family Emergency","Inn From the Cold - 3rd Floor","Inn from the Cold","3rd Floor","40","30",
"2022-06-30T00:00:00.000","2022","Jun","Calgary","Adult Emergency","Wagner Centre","Calgary Salvation Army","Wagner Centre (Women)","18","16",
"2022-06-30T00:00:00.000","2022","Jun","Calgary","COVID19 Isolation Site","The Days Inn","The Alex",,"0","0",
"2022-06-30T00:00:00.000","2022","Jun","Calgary","Adult Emergency","Mustard Seed","Mustard Seed Calgary","Non-Intox","370","246",
"2022-06-30T00:00:00.000","2022","Jun","Calgary","COVID19 Expanded Shelter","Mustard Seed - First Alliance","Mustard Seed Calgary","COVID19 Expanded Shelter","0","0",
"2022-06-30T00:00:00.000","2022","Jun","Calgary","Adult Emergency","Centre of Hope","Calgary Salvation Army","Centre of Hope (Men)","80","79",
"2022-06-30T00:00:00.000","2022","Jun","Calgary","COVID19 Expanded Shelter","Alpha House Mustard Seed Acquisition","Alpha House",,"0","0",
"2022-06-30T00:00:00.000","2022","Jun","Calgary","Short Term Supportive","River Front - Short Term Supportive","Calgary Drop-In Centre","River Front - Short Term Supportive","0","0",
"2022-06-30T00:00:00.000","2022","Jun","Calgary","Family Emergency","Inn From the Cold - Scattered Sites","Inn from the Cold","Scattered Sites","40","53",
"2022-06-30T00:00:00.000","2022","Jun","Calgary","COVID19 Isolation Site","River Front - Isolation","Calgary Drop-In Centre",,"7","0",
"2022-06-30T00:00:00.000","2022","Jun","Calgary","COVID19 Expanded Shelter","Telus Convention Centre","Calgary Drop-In Centre","COVID19 Expanded Shelter","0","0",
"2022-06-30T00:00:00.000","2022","Jun","Calgary","COVID19 Social Distancing Measures","Riverfront - Combined","Calgary Drop-In Centre","COVID19 Social Distancing Measures","1028","440",
"2022-06-30T00:00:00.000","2022","Jun","Calgary","COVID19 Isolation Site","Alpha House - Lakeview Hotel","Alpha House","COVID19 Isolation Site","0","0",
"2022-06-30T00:00:00.000","2022","Jun","Calgary","Women Emergency","Calgary YWCA","Calgary YWCA","Women Emergency","20","20",
"2022-06-29T00:00:00.000","2022","Jun","Calgary","COVID19 Isolation Site","Mustard Seed - Main Site","Mustard Seed Calgary","COVID19 Isolation Site","0","0",
"2022-06-29T00:00:00.000","2022","Jun","Calgary","COVID19 Expanded Shelter","Telus Convention Centre","Calgary Drop-In Centre","COVID19 Expanded Shelter","0","0",
"2022-06-29T00:00:00.000","2022","Jun","Calgary","COVID19 Expanded Shelter","Mustard Seed - First Alliance","Mustard Seed Calgary","COVID19 Expanded Shelter","0","0",
"2022-06-29T00:00:00.000","2022","Jun","Calgary","Long Term Supportive","Peter Coyle Place - Long Term Supportive","Peter Coyle Place",,"68","60",
"2022-06-29T00:00:00.000","2022","Jun","Calgary","COVID19 Isolation Site","Alpha House - Lakeview Hotel","Alpha House","COVID19 Isolation Site","0","0",
"2022-06-29T00:00:00.000","2022","Jun","Calgary","Family Emergency","Inn From the Cold - Scattered Sites","Inn from the Cold","Scattered Sites","40","53",
"2022-06-29T00:00:00.000","2022","Jun","Calgary","Adult Emergency","Centre of Hope","Calgary Salvation Army","Centre of Hope (Men)","80","79",
"2022-06-29T00:00:00.000","2022","Jun","Calgary","COVID19 Isolation Site","Alpha House - Main Site","Alpha House","COVID19 Isolation Site","0","0",
"2022-06-29T00:00:00.000","2022","Jun","Calgary","COVID19 Expanded Shelter","Alpha House - Clarion","Alpha House","COVID19 Expanded Shelter","0","0",
"2022-06-29T00:00:00.000","2022","Jun","Calgary","COVID19 Expanded Shelter","CDIC - Days Inn Overflow","Calgary Drop-In Centre",,"0","0",
"2022-06-29T00:00:00.000","2022","Jun","Calgary","Short Term Supportive","Calgary Dream Centre - Short Term Supportive","Calgary Dream Centre",,"125","129",
"2022-06-29T00:00:00.000","2022","Jun","Calgary","Women Emergency","Calgary YWCA","Calgary YWCA","Women Emergency","20","20",
"2022-06-29T00:00:00.000","2022","Jun","Calgary","COVID19 Social Distancing Measures","Riverfront - Combined","Calgary Drop-In Centre","COVID19 Social Distancing Measures","1028","486",
"2022-06-29T00:00:00.000","2022","Jun","Calgary","Adult Emergency","Mustard Seed","Mustard Seed Calgary","Non-Intox","370","270",
"2022-06-29T00:00:00.000","2022","Jun","Calgary","Adult Emergency","Hillhurst Centre","Calgary Drop-In Centre","Hillhurst Centre","0","0",
"2022-06-29T00:00:00.000","2022","Jun","Calgary","COVID19 Isolation Site","River Front - Isolation","Calgary Drop-In Centre",,"7","0",
"2022-06-29T00:00:00.000","2022","Jun","Calgary","Family Emergency","Brendas House","Brendas House",,"60","49",
"2022-06-29T00:00:00.000","2022","Jun","Calgary","COVID19 Expanded Shelter","Alpha House Mustard Seed Acquisition","Alpha House",,"0","0",
"2022-06-29T00:00:00.000","2022","Jun","Calgary","Family Emergency","Inn From the Cold - 3rd Floor","Inn from the Cold","3rd Floor","40","30",
"2022-06-29T00:00:00.000","2022","Jun","Calgary","Family Emergency","Inn From the Cold - 2nd Floor","Inn from the Cold","2nd Floor","4","0",
"2022-06-29T00:00:00.000","2022","Jun","Calgary","Adult Emergency","River Front","Calgary Drop-In Centre","River Front","0","0",
"2022-06-29T00:00:00.000","2022","Jun","Calgary","Intox","Alpha House","Alpha House","Intox","120","108",
"2022-06-29T00:00:00.000","2022","Jun","Calgary","COVID19 Expanded Shelter","Alpha House Hostel","Alpha House",,"0","0",
"2022-06-29T00:00:00.000","2022","Jun","Calgary","Short Term Supportive","River Front - Short Term Supportive","Calgary Drop-In Centre","River Front - Short Term Supportive","0","0",
"2022-06-29T00:00:00.000","2022","Jun","Calgary","COVID19 Isolation Site","The Days Inn","The Alex",,"0","0",
"2022-06-29T00:00:00.000","2022","Jun","Calgary","Short Term Supportive","Calgary YWCA - Short Term Supportive","Calgary YWCA","Short Term Supportive","80","76",
"2022-06-29T00:00:00.000","2022","Jun","Calgary","Adult Emergency","Wagner Centre","Calgary Salvation Army","Wagner Centre (Women)","18","14",
"2022-06-28T00:00:00.000","2022","Jun","Calgary","COVID19 Expanded Shelter","Telus Convention Centre","Calgary Drop-In Centre","COVID19 Expanded Shelter","0","0",
"2022-06-28T00:00:00.000","2022","Jun","Calgary","COVID19 Expanded Shelter","Alpha House Mustard Seed Acquisition","Alpha House",,"0","0",
"2022-06-28T00:00:00.000","2022","Jun","Calgary","Intox","Alpha House","Alpha House","Intox","120","111",
"2022-06-28T00:00:00.000","2022","Jun","Calgary","COVID19 Isolation Site","Alpha House - Lakeview Hotel","Alpha House","COVID19 Isolation Site","0","0",
"2022-06-28T00:00:00.000","2022","Jun","Calgary","COVID19 Isolation Site","Alpha House - Main Site","Alpha House","COVID19 Isolation Site","0","0",
"2022-06-28T00:00:00.000","2022","Jun","Calgary","Adult Emergency","Wagner Centre","Calgary Salvation Army","Wagner Centre (Women)","18","14",
"2022-06-28T00:00:00.000","2022","Jun","Calgary","COVID19 Expanded Shelter","Alpha House Hostel","Alpha House",,"0","0",
"2022-06-28T00:00:00.000","2022","Jun","Calgary","COVID19 Isolation Site","River Front - Isolation","Calgary Drop-In Centre",,"7","0",
