"start_date","end_date","title","url","domain","visits"
"2022-07-16T00:00:00.000","2022-08-15T00:00:00.000","Calgary Transit - Home Page","http://calgarytransit.com/home.html","calgarytransit.com","98458"
"2022-07-16T00:00:00.000","2022-08-15T00:00:00.000","The City of Calgary - Home Page","http://calgary.ca/home.html","calgary.ca","67009"
"2022-07-16T00:00:00.000","2022-08-15T00:00:00.000","HASTINFO Web","http://hastinfo.calgarytransit.com/HastinfoMVCWeb/TravelPlans","hastinfo.calgarytransit.com","45617"
"2022-07-16T00:00:00.000","2022-08-15T00:00:00.000","HASTINFO Web","http://hastinfo.calgarytransit.com/HastinfoMVCWeb/RouteSchedules","hastinfo.calgarytransit.com","41754"
"2022-07-16T00:00:00.000","2022-08-15T00:00:00.000","Fares & Passes","http://calgarytransit.com/content/transit/en/home/fares---passes.html","calgarytransit.com","40640"
"2022-07-16T00:00:00.000","2022-08-15T00:00:00.000","Careers","http://calgary.ca/cfod/hr/careers/career-opportunities.html?redirect=/careers","calgary.ca","36322"
"2022-07-16T00:00:00.000","2022-08-15T00:00:00.000","Garbage, recycling and composting pickup schedule","http://calgary.ca/waste/residential/garbage-schedule.html","calgary.ca","28046"
"2022-07-16T00:00:00.000","2022-08-15T00:00:00.000","Careers","http://hcmcontent.calgary.ca/psc/hcm_1/EMPLOYEE/HRMS/c/HRS_HRAM_EMP_FL.HRS_CG_SEARCH_FL.GBL?FOCUS=Employee&Page=HRS_CAREERS_FL","hcmcontent.calgary.ca","26283"
"2022-07-16T00:00:00.000","2022-08-15T00:00:00.000","Careers","http://hcmcontent.calgary.ca/psc/hcm_1/EMPLOYEE/HRMS/c/HRS_HRAM_EMP_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_SCHJOB_FL","hcmcontent.calgary.ca","25257"
"2022-07-16T00:00:00.000","2022-08-15T00:00:00.000","myID","http://myid.calgary.ca/idm/Secure/Dashboard.aspx","myid.calgary.ca","24921"
"2022-07-16T00:00:00.000","2022-08-15T00:00:00.000","HASTINFO Web","http://hastinfo.calgarytransit.com/HastinfoMVCWeb/NextDepartures","hastinfo.calgarytransit.com","24744"
"2022-07-16T00:00:00.000","2022-08-15T00:00:00.000","Pay","http://hcmcontent.calgary.ca/psc/hcm/EMPLOYEE/HRMS/c/PY_EMPLOYEE_FL.PY_IC_PAY_INQ_FLU.GBL","hcmcontent.calgary.ca","23395"
"2022-07-16T00:00:00.000","2022-08-15T00:00:00.000","Timesheet","http://hcmcontent.calgary.ca/psc/hcm_1/EMPLOYEE/HRMS/c/TL_EMPLOYEE_FL.TL_ENTER_TIME_FLU.GBL","hcmcontent.calgary.ca","20356"
"2022-07-16T00:00:00.000","2022-08-15T00:00:00.000","Careers","http://recruiting.calgary.ca/psc/hcm/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_SCHJOB_FL","recruiting.calgary.ca","15975"
"2022-07-16T00:00:00.000","2022-08-15T00:00:00.000","Public Wi-Fi","http://calgary.ca/cfod/it/public-wifi.html","calgary.ca","15972"
"2022-07-16T00:00:00.000","2022-08-15T00:00:00.000","Calgary Transit - Home Page","http://calgarytransit.com/home.html?redirect=/schedules-maps","calgarytransit.com","15764"
"2022-07-16T00:00:00.000","2022-08-15T00:00:00.000","myID","http://myid.calgary.ca/idm/Secure/ServiceLinks.aspx","myid.calgary.ca","14783"
"2022-07-16T00:00:00.000","2022-08-15T00:00:00.000","Where to buy?","http://calgarytransit.com/content/transit/en/home/fares---passes/where-to-buy-.html","calgarytransit.com","14403"
"2022-07-16T00:00:00.000","2022-08-15T00:00:00.000","VISTA","http://vista.calgary.ca/?PossePresentation=GeneralSearch","vista.calgary.ca","14063"
"2022-07-16T00:00:00.000","2022-08-15T00:00:00.000","ALPO","http://pets.calgary.ca/Public/Login.aspx","pets.calgary.ca","13596"
"2022-07-16T00:00:00.000","2022-08-15T00:00:00.000","AssessmentOCS","http://assessmentsearch.calgary.ca/externallogin.aspx","assessmentsearch.calgary.ca","13581"
"2022-07-16T00:00:00.000","2022-08-15T00:00:00.000","Careers","http://recruiting.calgary.ca/psc/hcm/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?FOCUS=Applicant&FOCUS=Applicant&Page=HRS_APP_SCHJOB&SiteId=1","recruiting.calgary.ca","13561"
"2022-07-16T00:00:00.000","2022-08-15T00:00:00.000","Fair Entry Calgary","http://fairentry.calgary.ca/Public/Login.aspx","fairentry.calgary.ca","12874"
"2022-07-16T00:00:00.000","2022-08-15T00:00:00.000","MyPropertyMapCOCISM","http://maps.calgary.ca/myProperty/","maps.calgary.ca","12609"
"2022-07-16T00:00:00.000","2022-08-15T00:00:00.000","CityStore","http://citystore.calgary.ca/ctestore/products","citystore.calgary.ca","11784"
"2022-07-16T00:00:00.000","2022-08-15T00:00:00.000","VISTA","http://vista.calgary.ca/","vista.calgary.ca","11668"
"2022-07-16T00:00:00.000","2022-08-15T00:00:00.000","HASTINFO Web","http://hastinfo.calgarytransit.com/HastinfoMVCWeb/","hastinfo.calgarytransit.com","11584"
"2022-07-16T00:00:00.000","2022-08-15T00:00:00.000","Fair Entry - Programs and services for low income Calgarians","http://calgary.ca/csps/cns/neighbourhood-services/programs-and-services-for-low-income-calgarians.html","calgary.ca","11304"
"2022-07-16T00:00:00.000","2022-08-15T00:00:00.000","Service Updates","http://calgarytransit.com/content/transit/en/home/service-updates.html","calgarytransit.com","11191"
