"asset_class","asset_cd","location_detail","steward","maintained_by","maint_info","life_cycle_status","asset_type","style","longitude","latitude","location","point"
"LIGHT RECEPTACLES 20 AMP RECEPTACLES COMPLETE WITH IN USE COVER (MOUNTED TO 4X4 TREATED POSTS)","HSN003",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2027/06/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","INSTALLED","ELECTRIC PLUG IN","NOT APPLICABLE","-114.26349594446386","51.10699659816455","
,  
(51.10699659816455, -114.26349594446386)",
,"GPK704",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BBQ","NOT APPLICABLE","-114.13289784311071","50.989297330731944","
,  
(50.989297330731944, -114.13289784311071)",
,"RIV840",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-114.02660349116962","50.97385441034925","
,  
(50.97385441034925, -114.02660349116962)",
,"PIN027",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BIKE STAND","UPRIGHT","-113.94686022523129","51.07433897627508","
,  
(51.07433897627508, -113.94686022523129)",
,"BLN007",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BIKE STAND","UPRIGHT","-114.06884452180788","51.041164808781296","
,  
(51.041164808781296, -114.06884452180788)",
,"RYV001",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BIKE STAND","NOT APPLICABLE","-114.20265792494033","51.15046376477584","
,  
(51.15046376477584, -114.20265792494033)",
,"ERL246",,"CALGARY RECREATION","CALGARY RECREATION",,"ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-114.06245629630243","51.03431102953395","
,  
(51.03431102953395, -114.06245629630243)",
"acr 3","BOW220",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BBQ","NOT APPLICABLE","-114.22615902834853","51.09718246508116","
,  
(51.09718246508116, -114.22615902834853)",
,"BRD774",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BIKE STAND","UPRIGHT","-114.04272089481113","51.05233244300138","
,  
(51.05233244300138, -114.04272089481113)",
,"BRD774",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BIKE STAND","UPRIGHT","-114.04116728781939","51.05228781816547","
,  
(51.05228781816547, -114.04116728781939)",
,"RYV001",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BIKE STAND","NOT APPLICABLE","-114.20325213282281","51.14845168494582","
,  
(51.14845168494582, -114.20325213282281)",
"2019/04/08: USED WARRANTY DATE FROM CCC FOR FAC","BOW220",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BIKE STAND","NOT APPLICABLE","-114.21673573096896","51.09684311577134","
,  
(51.09684311577134, -114.21673573096896)",
,"12B001",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BIKE STAND","UPRIGHT","-113.90335910733363","50.93803334689428","
,  
(50.93803334689428, -113.90335910733363)",
,"RSN014",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-113.9593639427448","51.17111033582051","
,  
(51.17111033582051, -113.9593639427448)",
,"GPK056",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BIKE STAND","UPRIGHT","-114.10081954779332","50.982065551933154","
,  
(50.982065551933154, -114.10081954779332)",
,"AUB014",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BIKE STAND","NOT APPLICABLE","-113.9436631648861","50.89409571992557","
,  
(50.89409571992557, -113.9436631648861)",
,"BRD899",,"CALGARY PARKS","CALGARY PARKS SHARED","PING PONG TABLE","ACTIVE","FITNESS EQUIPMENT","NOT APPLICABLE","-114.0489984729584","51.05075039036552","
,  
(51.05075039036552, -114.0489984729584)",
,"EAU120",,"CALGARY PARKS","CALGARY PARKS","GREATER PRINCE'S ISLAND PARK","ACTIVE","FLAG POLE","NOT APPLICABLE","-114.06970804855776","51.055359448462355","
,  
(51.055359448462355, -114.06970804855776)",
"2018/03/06:MOVED FROM PG EQUIPMENT/FITNESS EQUIPMENT AS PER M BLAIR, INFRASTRUCTURE","HOU543",,"CALGARY PARKS","CALGARY PARKS","LEG STRETCHER","ACTIVE","FITNESS EQUIPMENT","NOT APPLICABLE","-114.10427516354244","51.066028121706765","
,  
(51.066028121706765, -114.10427516354244)",
,"MOP671",,"CALGARY PARKS","CALGARY PARKS","2017/07/05: SEE REPOSITORY FOR FLAG CIRCLE ORDER; R:\Grounds\Procedures\MOP671\FLAG_CIRCLE_ORDER","ACTIVE","FLAG POLE","NOT APPLICABLE","-114.08395513439731","51.07654138572257","
,  
(51.07654138572257, -114.08395513439731)",
,"MCT800",,"CALGARY PARKS","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2023/02/20-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-113.96968661175913","50.91380022158446","
,  
(50.91380022158446, -113.96968661175913)",
"2018/03/06:MOVED FROM PG EQUIPMENT/FITNESS EQUIPMENT AS PER M BLAIR, INFRASTRUCTURE; 2017/07/17:ORGINAL DT 2015/11/06 FR JMCDONALD FR TCA FORM;PART OF A PLANNING PROJECT- PROJECT MANAGER J JONES;DT CHANGED SHOWING ACTUAL CCC/FAC DT;NO PLANS","WIN850",,"CALGARY PARKS","CALGARY PARKS","SIT UP BAR","ACTIVE","FITNESS EQUIPMENT","NOT APPLICABLE","-114.05345861030132","51.06843602163208","
,  
(51.06843602163208, -114.05345861030132)",
,"MNI211",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BIKE STAND","UPRIGHT","-114.0570528003829","51.030003200132725","
,  
(51.030003200132725, -114.0570528003829)",
,"SKR001",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FLAG POLE","NOT APPLICABLE","-113.95855414400478","51.16260365010258","
,  
(51.16260365010258, -113.95855414400478)",
"INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION","RIC700","RICHMOND GREEN DEPOT","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-114.12444674359506","51.022140630667074","
,  
(51.022140630667074, -114.12444674359506)",
"2018/03/06:MOVED FROM PG EQUIPMENT/FITNESS EQUIPMENT AS PER M BLAIR, INFRASTRUCTURE","NGM528",,"CALGARY PARKS","CALGARY PARKS","PUSH UP/REVERSE PUSH UP2017/04/27: COMMUNITY ASSOCIATION INITATIVE","ACTIVE","FITNESS EQUIPMENT","NOT APPLICABLE","-114.11278881675906","50.99818710755827","
,  
(50.99818710755827, -114.11278881675906)",
"INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION","RIC700","RICHMOND GREEN DEPOT","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-114.12416781035232","51.0221076598268","
,  
(51.0221076598268, -114.12416781035232)",
,"GPK701",,"CALGARY RECREATION","CALGARY RECREATION",,"ACTIVE","BIKE STAND","UPRIGHT","-114.10576022956502","51.00641831781412","
,  
(51.00641831781412, -114.10576022956502)",
,"12B001",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BIKE STAND","UPRIGHT","-113.90411331719088","50.937468439063124","
,  
(50.937468439063124, -113.90411331719088)",
,"RSN014",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-113.959385226784","51.170569237715476","
,  
(51.170569237715476, -113.959385226784)",
"2015/09/24: SPATIAL AS PER 2012 LAYOUT PLAN","BOW220",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-114.22184606685515","51.09817540533158","
,  
(51.09817540533158, -114.22184606685515)",
"INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION","RIV880",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BIKE STAND","UPRIGHT","-114.0247307932575","50.97006723436741","
,  
(50.97006723436741, -114.0247307932575)",
"2018/03/06:MOVED FROM PG EQUIPMENT/FITNESS EQUIPMENT AS PER M BLAIR, INFRASTRUCTURE; INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION","DOV769",,"CALGARY PARKS","CALGARY PARKS","LAT PULLDOWN","ACTIVE","FITNESS EQUIPMENT","NOT APPLICABLE","-113.98746902876933","51.03023221142527","
,  
(51.03023221142527, -113.98746902876933)",
"INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION","NPK454",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","DOG BAG DISPENSER","NOT APPLICABLE","-114.10657090027101","51.13135090022878","
,  
(51.13135090022878, -114.10657090027101)",
"INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION","DOV030",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-113.99392384301102","51.02669269154451","
,  
(51.02669269154451, -113.99392384301102)",
"INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION","EAU131",,"OUTSIDE AGENCY","OUTSIDE AGENCY","2017/09/13: AS PER N CRISP THESE ARE PRIVATELY MAINTAINED","ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-114.07847405752231","51.05258501047476","
,  
(51.05258501047476, -114.07847405752231)",
"INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION","SOW224",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-114.07704943399149","50.96164188047111","
,  
(50.96164188047111, -114.07704943399149)",
"INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION","RIV880",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BIKE STAND","UPRIGHT","-114.0246892457732","50.97012843525821","
,  
(50.97012843525821, -114.0246892457732)",
"INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION","EAU121","ON SIDE OF PUBLIC WASHROOM BUILDING","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-114.06968004820912","51.05363893985667","
,  
(51.05363893985667, -114.06968004820912)",
,"TAR137",,"CALGARY PARKS","CALGARY PARKS","ROWER","ACTIVE","FITNESS EQUIPMENT","NOT APPLICABLE","-113.9283833990134","51.12488789776132","
,  
(51.12488789776132, -113.9283833990134)",
"2021/03/31: AS PER J ROZEMA-STINSON THIS IS A TI PROJECT; DATES ARE FROM TCA TRACKER HEADER PORTION IN EMAIL SEE R:\Subdivision_Development\TI PROJECTS\ST1\ST1938","ST1938",,"CALGARY PARKS","CALGARY PARKS","BIRDHOUSE - SWALLOWS","ACTIVE","BIRDHOUSE","NOT APPLICABLE","-114.03812096449593","51.15596071207956","
,  
(51.15596071207956, -114.03812096449593)",
,"12B001",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BIKE STAND","UPRIGHT","-113.90332008947655","50.93801094143403","
,  
(50.93801094143403, -113.90332008947655)",
,"ALT701",,"CALGARY PARKS","CALGARY PARKS","BOULDERS USED BY DOGS FOR AGILITY; MOVED FROM WALL BUILD IN SANDY BEACH, WHERE THERE DESIGN WAS FOR DOG TRAINING","ACTIVE","DOG EQUIPMENT","NOT APPLICABLE","-114.09426579144765","51.00926130843481","
,  
(51.00926130843481, -114.09426579144765)",
"INSTALL DATE UNKNOWN","NEB841",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2024/03/06-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-113.95641406836477","50.91840024251258","
,  
(50.91840024251258, -113.95641406836477)",
"2018/03/06:MOVED FROM PG EQUIPMENT/FITNESS EQUIPMENT AS PER M BLAIR, INFRASTRUCTURE; 2018/01/25: PRAIRIE WINDS PARK REDEVELOPMENT; PROJECT MANAGER M WONG","WES099",,"CALGARY PARKS","CALGARY PARKS","HURDLES","ACTIVE","FITNESS EQUIPMENT","NOT APPLICABLE","-113.97040173946138","51.10328697970632","
,  
(51.10328697970632, -113.97040173946138)",
"2019/04/08: USED WARRANTY DATE FROM CCC FOR FAC; 2019/04/08:INSTALL DT CORRECTION; ORIGINAL DATE WAS DATE OF FIELD VERFICATION","BOW220",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BIKE STAND","UPRIGHT","-114.2162741951272","51.09697540827987","
,  
(51.09697540827987, -114.2162741951272)",
,"BLM004",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BIKE STAND","NOT APPLICABLE","-114.0684470565063","50.866974355816026","
,  
(50.866974355816026, -114.0684470565063)",
"2019/04/08: USED WARRANTY DATE FROM CCC FOR FAC; 2019/04/08:INSTALL DT CORRECTION; ORIGINAL DATE WAS DATE OF FIELD VERFICATION","BOW220",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BIKE STAND","UPRIGHT","-114.21626650100576","51.096956653887176","
,  
(51.096956653887176, -114.21626650100576)",
"ROTARY MATTAMY GREENWAY TOURMALINE OUTDOOR FITNESS PARK; PARK INSPECTOR J SWARTZ","POI503",,"CALGARY PARKS","CALGARY PARKS","NORWELL STRETCH; WAITING FOR PAPERWORK; ROTARY MATTAMY GREENWAY TOURMALINE OUTDOOR FITNESS PARK","ACTIVE","FITNESS EQUIPMENT","NOT APPLICABLE","-114.15213305595057","51.0636507139611","
,  
(51.0636507139611, -114.15213305595057)",
,"FAI205",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2026/09/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","LITTLE LIBRARY","NOT APPLICABLE","-114.0588224430786","50.988453581435046","
,  
(50.988453581435046, -114.0588224430786)",
"INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION","EAU131",,"OUTSIDE AGENCY","OUTSIDE AGENCY","2017/09/13: AS PER N CRISP THESE ARE PRIVATELY MAINTAINED","ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-114.07848567216628","51.052441707394514","
,  
(51.052441707394514, -114.07848567216628)",
,"GPK704",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BBQ","NOT APPLICABLE","-114.1400742363183","50.99248801283437","
,  
(50.99248801283437, -114.1400742363183)",
,"GPK701",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BIKE STAND","LOW","-114.09923601513762","51.00194932195527","
,  
(51.00194932195527, -114.09923601513762)",
"2018/03/06:MOVED FROM PG EQUIPMENT/FITNESS EQUIPMENT AS PER M BLAIR, INFRASTRUCTURE; INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION","DOV769",,"CALGARY PARKS","CALGARY PARKS","AIR WALKER","ACTIVE","FITNESS EQUIPMENT","NOT APPLICABLE","-113.98748752119702","51.03015533481493","
,  
(51.03015533481493, -113.98748752119702)",
,"WLD050",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BBQ","NOT APPLICABLE","-114.15397597082023","51.06221408508377","
,  
(51.06221408508377, -114.15397597082023)",
"2019/04/22: AS PER A VAN GORP SHOULD BE FAC'D 2019","BOW220",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","BIKE STAND","NOT APPLICABLE","-114.21183408188232","51.097576533695445","
,  
(51.097576533695445, -114.21183408188232)",
"ROTARY MATTAMY GREENWAY TOURMALINE OUTDOOR FITNESS PARK; PARK INSPECTOR J SWARTZ","POI503",,"CALGARY PARKS","CALGARY PARKS","NORWELL BACK; WAITING FOR PAPERWORK; ROTARY MATTAMY GREENWAY TOURMALINE OUTDOOR FITNESS PARK","ACTIVE","FITNESS EQUIPMENT","NOT APPLICABLE","-114.15199196306754","51.06359957164734","
,  
(51.06359957164734, -114.15199196306754)",
,"TAR137",,"CALGARY PARKS","CALGARY PARKS","4 PERSON LEG PRESS","ACTIVE","FITNESS EQUIPMENT","NOT APPLICABLE","-113.92846295051581","51.12477258816898","
,  
(51.12477258816898, -113.92846295051581)",
,"ERL246",,"CALGARY RECREATION","CALGARY RECREATION",,"ACTIVE","FLAG POLE","NOT APPLICABLE","-114.06213619396222","51.03467760978445","
,  
(51.03467760978445, -114.06213619396222)",
,"12B001",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BIKE STAND","UPRIGHT","-113.90410170339268","50.9374765680849","
,  
(50.9374765680849, -113.90410170339268)",
,"SAD025",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","BIKE STAND","NOT APPLICABLE","-113.96738552263163","51.137619232531414","
,  
(51.137619232531414, -113.96738552263163)",
,"YKV002",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","POWER PEDESTAL CHARGING STATION; 2022/03/15: AGREEMENT IS MISSING, SHIRLEY BIBO WILL ISSUE OAA TO DEVELOPER AFTER RECEIVING CONFIRMATION FOR IRRIGATION SERVICES - OAA EXPIRES YYYY/MM/DD-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-114.0785373903223","50.87556963780432","
,  
(50.87556963780432, -114.0785373903223)",
"INSTALL DATE UNKNOWN","NEB841",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2024/03/06-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-113.95506013690259","50.918193956994415","
,  
(50.918193956994415, -113.95506013690259)",
,"CHW402",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BIKE STAND","UPRIGHT","-114.10973149933474","51.081093775757886","
,  
(51.081093775757886, -114.10973149933474)",
,"KIL874",,"CALGARY RECREATION","CALGARY RECREATION",,"ACTIVE","BIKE STAND","UPRIGHT","-114.13071896732033","51.03709120031698","
,  
(51.03709120031698, -114.13071896732033)",
"2018/03/06:MOVED FROM PG EQUIPMENT/FITNESS EQUIPMENT AS PER M BLAIR, INFRASTRUCTURE; INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION","DOV769",,"CALGARY PARKS","CALGARY PARKS","PENDULUM AIR WALKER","ACTIVE","FITNESS EQUIPMENT","NOT APPLICABLE","-113.98751708313677","51.030127382533095","
,  
(51.030127382533095, -113.98751708313677)",
"2018/03/06:MOVED FROM PG EQUIPMENT/FITNESS EQUIPMENT AS PER M BLAIR, INFRASTRUCTURE","HAM461",,"CALGARY PARKS & CSSB","CALGARY PARKS","FITNESS KNEE LIFT","ACTIVE","FITNESS EQUIPMENT","NOT APPLICABLE","-114.14754719252588","51.141002239415805","
,  
(51.141002239415805, -114.14754719252588)",
"INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION","RIC700","RICHMOND GREEN DEPOT","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-114.12391660380972","51.02193996246354","
,  
(51.02193996246354, -114.12391660380972)",
,"APP574",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BIKE STAND","UPRIGHT","-113.92680644983109","51.042783075365065","
,  
(51.042783075365065, -113.92680644983109)",
,"BLN007",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BIKE STAND","NOT APPLICABLE","-114.0709438631655","51.041485074971646","
,  
(51.041485074971646, -114.0709438631655)",
,"WHL472",,"CALGARY PARKS SHARED","LEASE HOLDER",,"ACTIVE","BIKE STAND","UPRIGHT","-114.10979566727659","51.04943253368449","
,  
(51.04943253368449, -114.10979566727659)",
,"SIG725",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FLAG POLE","NOT APPLICABLE","-114.17302799976368","51.020692700685295","
,  
(51.020692700685295, -114.17302799976368)",
,"BLN007",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BIKE STAND","UPRIGHT","-114.06883000654688","51.0411644838111","
,  
(51.0411644838111, -114.06883000654688)",
,"DNW129",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-114.0837843804767","51.04961601434568","
,  
(51.04961601434568, -114.0837843804767)",
,"RSN014",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-113.95886665460175","51.170847339398435","
,  
(51.170847339398435, -113.95886665460175)",
,"RIV880",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BIKE STAND","NOT APPLICABLE","-114.02469796762496","50.97012536158321","
,  
(50.97012536158321, -114.02469796762496)",
,"SIG725",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FLAG POLE","NOT APPLICABLE","-114.17370409965089","51.0214893004337","
,  
(51.0214893004337, -114.17370409965089)",
,"WIN854",,"CALGARY PARKS SHARED","LEASE HOLDER",,"ACTIVE","BIKE STAND","UPRIGHT","-114.0523591999388","51.07743870060179","
,  
(51.07743870060179, -114.0523591999388)",
,"DNW129",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-114.08375382858115","51.04963049172368","
,  
(51.04963049172368, -114.08375382858115)",
,"EVE954",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","DOG BAG DISPENSER",,"-114.10255949986725","50.92373482701877","
,  
(50.92373482701877, -114.10255949986725)",
,"PEN578",,"OUTSIDE AGENCY","OUTSIDE AGENCY",,"ACTIVE","FLAG POLE","NOT APPLICABLE","-113.95178074541379","51.038069490598936","
,  
(51.038069490598936, -113.95178074541379)",
"2018/03/06:MOVED FROM PG EQUIPMENT/FITNESS EQUIPMENT AS PER M BLAIR, INFRASTRUCTURE","ARB352",,"CALGARY PARKS","CALGARY PARKS","SEATED CHEST PRESS","ACTIVE","FITNESS EQUIPMENT","NOT APPLICABLE","-114.19673204285176","51.139246167289585","
,  
(51.139246167289585, -114.19673204285176)",
"2019/04/22: AS PER A VAN GORP SHOULD BE FAC'D 2019","BOW220",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","BIKE STAND","NOT APPLICABLE","-114.21179543434964","51.09755091484209","
,  
(51.09755091484209, -114.21179543434964)",
,"WLD050",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BBQ","NOT APPLICABLE","-114.1575878508519","51.062425231510936","
,  
(51.062425231510936, -114.1575878508519)",
,"ARB411",,"CALGARY PARKS SHARED","LEASE HOLDER",,"ACTIVE","BIKE STAND","UPRIGHT","-114.20283471794563","51.13320251125496","
,  
(51.13320251125496, -114.20283471794563)",
,"ALP002",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","BIKE STAND","NOT APPLICABLE","-114.14364746118883","50.917090145707185","
,  
(50.917090145707185, -114.14364746118883)",
"INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION","FLN605",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-113.95904339992389","51.04309460071229","
,  
(51.04309460071229, -113.95904339992389)",
"INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION","EAU131",,"OUTSIDE AGENCY","OUTSIDE AGENCY","2017/09/13: AS PER N CRISP THESE ARE PRIVATELY MAINTAINED","ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-114.07906258826743","51.052386821988456","
,  
(51.052386821988456, -114.07906258826743)",
,"NEB842",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2026/01/21-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","BIRDHOUSE","NOT APPLICABLE","-113.93565855547652","50.92291761324985","
,  
(50.92291761324985, -113.93565855547652)",
"acr 3","BOW220",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BBQ","NOT APPLICABLE","-114.21238051577883","51.09789283174036","
,  
(51.09789283174036, -114.21238051577883)",
"2018/03/06:MOVED FROM PG EQUIPMENT/FITNESS EQUIPMENT AS PER M BLAIR, INFRASTRUCTURE; INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION","DOV769",,"CALGARY PARKS","CALGARY PARKS","ROWER","ACTIVE","FITNESS EQUIPMENT","NOT APPLICABLE","-113.98747590238526","51.030181957630575","
,  
(51.030181957630575, -113.98747590238526)",
"2015/09/24: SPATIAL AS PER 2012 LAYOUT PLAN","BOW220",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-114.21956571861912","51.0982041111784","
,  
(51.0982041111784, -114.21956571861912)",
"INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION","SNA868",,"CALGARY PARKS SHARED","LEASE HOLDER",,"ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-114.09807242548297","51.0441539370601","
,  
(51.0441539370601, -114.09807242548297)",
"2018/03/06:MOVED FROM PG EQUIPMENT/FITNESS EQUIPMENT AS PER M BLAIR, INFRASTRUCTURE","MAH008",,"CALGARY PARKS","CALGARY PARKS","FREE RUNNER/CROSS TRAINER - MANUFACTURER IS KOMPAN","ACTIVE","FITNESS EQUIPMENT","NOT APPLICABLE","-113.91422629026427","50.90329775522145","
,  
(50.90329775522145, -113.91422629026427)",
"AGOL - ACR 2","MRT323",,"CALGARY PARKS","CALGARY PARKS","AGOL PROJECT - INSTALL DATE MAY BE INCORRECT","ACTIVE","DOG BAG DISPENSER","NOT APPLICABLE","-113.96789628992856","51.121819331310355","
,  
(51.121819331310355, -113.96789628992856)",
"INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION","MCT834",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2023/02/31-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-113.96699999970161","50.922353320185856","
,  
(50.922353320185856, -113.96699999970161)",
,"MOP671",,"CALGARY PARKS","CALGARY PARKS","2017/07/05: SEE REPOSITORY FOR FLAG CIRCLE ORDER; R:\Grounds\Procedures\MOP671\FLAG_CIRCLE_ORDER","ACTIVE","FLAG POLE","NOT APPLICABLE","-114.08390510206593","51.07654043637218","
,  
(51.07654043637218, -114.08390510206593)",
