"month","accumulated_miles_of_arterial"
"2019-01-01T00:00:00.000","0.0"
"2019-03-30T00:00:00.000","6.0"
"2019-06-30T00:00:00.000","11.0"
"2019-09-30T00:00:00.000","11.0"
