"month","of_capital_projects_currently_on_time_and_on_budget"
"2016-01-31T00:00:00.000","94"
"2016-02-28T00:00:00.000","94"
"2016-03-31T00:00:00.000","94"
"2016-04-30T00:00:00.000","95"
"2016-05-31T00:00:00.000","95"
"2016-06-30T00:00:00.000","95"
"2016-07-31T00:00:00.000","95"
"2016-08-31T00:00:00.000","95"
